subject_id,microblock_id,trial_id,C,Y_design
1,0,124,0,1
1,0,125,1,0
1,0,126,0,0
1,0,127,1,0
1,0,128,0,0
1,0,129,1,1
1,0,130,0,1
1,0,131,0,1
1,1,132,1,1
1,1,133,0,0
1,1,134,0,0
1,1,135,1,0
1,1,136,0,1
1,1,137,1,1
1,1,138,0,1
1,1,139,1,0
1,1,140,0,0
1,1,141,0,1
1,1,142,1,1
1,1,143,1,0
1,2,144,1,1
1,2,145,0,0
1,2,146,1,1
1,2,147,0,1
1,2,148,0,0
1,2,149,1,0
1,2,150,1,1
1,2,151,1,0
1,2,152,1,0
1,2,153,0,1
1,2,154,0,0
1,2,155,0,1
1,3,156,1,1
1,3,157,1,1
1,3,158,1,0
1,3,159,1,1
1,3,160,0,0
1,3,161,0,1
1,3,162,1,0
1,3,163,0,1
1,3,164,0,0
1,3,165,0,0
1,3,166,1,0
1,3,167,0,1
1,4,168,1,0
1,4,169,1,0
1,4,170,1,0
1,4,171,0,0
1,4,172,0,1
1,4,173,0,0
1,4,174,0,1
1,4,175,0,0
1,4,176,1,1
1,4,177,1,1
1,4,178,0,1
1,4,179,1,1
1,5,180,1,1
1,5,181,0,1
1,5,182,0,0
1,5,183,0,0
1,5,184,0,1
1,5,185,0,1
1,5,186,1,1
1,5,187,1,0
1,5,188,1,0
1,5,189,0,0
1,5,190,1,0
1,5,191,1,1
1,6,192,1,0
1,6,193,0,0
1,6,194,0,0
1,6,195,1,0
1,6,196,0,0
1,6,197,1,1
1,6,198,1,0
1,6,199,1,1
1,6,200,1,1
1,6,201,0,1
1,6,202,0,1
1,6,203,0,1
1,7,204,0,1
1,7,205,1,1
1,7,206,0,1
1,7,207,0,0
1,7,208,1,1
1,7,209,1,1
1,7,210,1,0
1,7,211,0,0
1,7,212,1,0
1,7,213,0,1
1,7,214,1,0
1,7,215,0,0
1,8,216,1,0
1,8,217,1,1
1,8,218,1,1
1,8,219,0,1
1,8,220,0,1
1,8,221,1,0
1,8,222,0,0
1,8,223,0,0
1,8,224,0,0
1,8,225,0,1
1,8,226,1,1
1,8,227,1,0
1,9,228,1,1
1,9,229,0,0
1,9,230,1,0
1,9,231,1,0
1,9,232,0,1
1,9,233,1,0
1,9,234,1,1
1,9,235,0,1
1,9,236,1,1
1,9,237,0,1
1,9,238,0,0
1,9,239,0,0
2,0,240,1,1
2,0,241,1,1
2,0,242,1,0
2,0,243,0,1
2,0,244,0,0
2,0,245,0,1
2,0,246,0,0
2,0,247,1,0
2,0,248,0,1
2,0,249,1,1
2,0,250,1,0
2,0,251,0,0
2,1,252,0,0
2,1,253,1,0
2,1,254,0,1
2,1,255,1,1
2,1,256,0,1
2,1,257,1,0
2,1,258,0,0
2,1,259,0,1
2,1,260,1,0
2,1,261,1,1
2,1,262,0,0
2,1,263,1,1
2,2,264,0,0
2,2,265,0,1
2,2,266,0,0
2,2,267,1,0
2,2,268,1,1
2,2,269,0,1
2,2,270,0,0
2,2,271,1,1
2,2,272,1,0
2,2,273,1,0
2,2,274,1,1
2,2,275,0,1
2,3,276,0,0
2,3,277,0,0
2,3,278,0,1
2,3,279,1,1
2,3,280,0,1
2,3,281,1,0
2,3,282,1,1
2,3,283,0,0
2,3,284,0,1
2,3,285,1,0
2,3,286,1,0
2,3,287,1,1
2,4,288,0,1
2,4,289,0,1
2,4,290,1,1
2,4,291,0,0
2,4,292,1,0
2,4,293,0,1
2,4,294,1,0
2,4,295,1,0
2,4,296,0,0
2,4,297,0,0
2,4,298,1,1
2,4,299,1,1
2,5,300,0,1
2,5,301,0,0
2,5,302,0,0
2,5,303,0,1
2,5,304,1,0
2,5,305,1,1
2,5,306,0,1
2,5,307,1,0
2,5,308,1,0
2,5,309,1,1
2,5,310,0,0
2,5,311,1,1
2,6,312,0,0
2,6,313,1,0
2,6,314,1,1
2,6,315,1,1
2,6,316,0,1
2,6,317,0,1
2,6,318,0,1
2,6,319,1,0
2,6,320,1,0
2,6,321,0,0
2,6,322,1,1
2,6,323,0,0
2,7,324,0,1
2,7,325,1,1
2,7,326,1,0
2,7,327,1,0
2,7,328,0,1
2,7,329,1,1
2,7,330,0,1
2,7,331,0,0
2,7,332,1,0
2,7,333,0,0
2,7,334,1,1
2,7,335,0,0
2,8,336,1,1
2,8,337,0,0
2,8,338,1,0
2,8,339,0,0
2,8,340,0,1
2,8,341,0,1
2,8,342,1,0
2,8,343,0,0
2,8,344,1,1
2,8,345,1,1
2,8,346,1,0
2,8,347,0,1
2,9,348,1,1
2,9,349,1,1
2,9,350,0,0
2,9,351,0,1
2,9,352,1,0
2,9,353,1,0
2,9,354,1,1
2,9,355,0,1
2,9,356,0,0
2,9,357,0,0
2,9,358,1,0
2,9,359,0,1
3,0,360,1,0
3,0,361,0,1
3,0,362,0,1
3,0,363,0,0
3,0,364,1,1
3,0,365,0,0
3,0,366,1,1
3,0,367,1,0
3,0,368,0,1
3,0,369,0,0
3,0,370,1,1
3,0,371,1,0
3,1,372,1,1
3,1,373,1,1
3,1,374,0,1
3,1,375,1,0
3,1,376,0,1
3,1,377,1,0
3,1,378,0,0
3,1,379,0,1
3,1,380,1,0
3,1,381,0,0
3,1,382,1,1
3,1,383,0,0
3,2,384,1,0
3,2,385,0,0
3,2,386,1,1
3,2,387,0,1
3,2,388,1,1
3,2,389,1,0
3,2,390,0,1
3,2,391,0,0
3,2,392,0,0
3,2,393,1,1
3,2,394,0,1
3,2,395,1,0
3,3,396,0,1
3,3,397,0,0
3,3,398,1,0
3,3,399,0,1
3,3,400,1,0
3,3,401,0,0
3,3,402,1,1
3,3,403,1,1
3,3,404,1,1
3,3,405,0,1
3,3,406,0,0
3,3,407,1,0
3,4,408,0,0
3,4,409,0,1
3,4,410,1,1
3,4,411,0,1
3,4,412,1,0
3,4,413,0,0
3,4,414,1,0
3,4,415,0,0
3,4,416,1,0
3,4,417,1,1
3,4,418,1,1
3,4,419,0,1
3,5,420,1,0
3,5,421,1,1
3,5,422,0,0
3,5,423,1,1
3,5,424,0,0
3,5,425,1,1
3,5,426,1,0
3,5,427,0,1
3,5,428,1,0
3,5,429,0,1
3,5,430,0,0
3,5,431,0,1
3,6,432,0,0
3,6,433,0,1
3,6,434,1,1
3,6,435,0,0
3,6,436,1,0
3,6,437,0,0
3,6,438,1,0
3,6,439,0,1
3,6,440,1,0
3,6,441,0,1
3,6,442,1,1
3,6,443,1,1
3,7,444,1,0
3,7,445,0,1
3,7,446,0,0
3,7,447,0,1
3,7,448,1,1
3,7,449,1,0
3,7,450,1,1
3,7,451,0,1
3,7,452,1,0
3,7,453,1,1
3,7,454,0,0
3,7,455,0,0
3,8,456,0,1
3,8,457,0,0
3,8,458,0,0
3,8,459,1,0
3,8,460,0,1
3,8,461,0,1
3,8,462,1,1
3,8,463,1,1
3,8,464,1,0
3,8,465,0,0
3,8,466,1,0
3,8,467,1,1
3,9,468,0,0
3,9,469,0,0
3,9,470,0,1
3,9,471,0,1
3,9,472,0,1
3,9,473,1,0
3,9,474,1,1
3,9,475,0,0
3,9,476,1,1
3,9,477,1,0
3,9,478,1,0
3,9,479,1,1
4,0,480,0,0
4,0,481,0,0
4,0,482,1,1
4,0,483,0,1
4,0,484,1,1
4,0,485,0,1
4,0,486,1,1
4,0,487,1,0
4,0,488,1,0
4,0,489,0,0
4,0,490,1,0
4,0,491,0,1
4,1,492,1,0
4,1,493,0,0
4,1,494,0,0
4,1,495,0,1
4,1,496,1,0
4,1,497,0,1
4,1,498,1,0
4,1,499,0,0
4,1,500,1,1
4,1,501,1,1
4,1,502,1,1
4,1,503,0,1
4,2,504,1,1
4,2,505,0,0
4,2,506,0,0
4,2,507,0,1
4,2,508,1,0
4,2,509,1,0
4,2,510,0,1
4,2,511,0,0
4,2,512,1,0
4,2,513,1,1
4,2,514,0,1
4,2,515,1,1
4,3,516,1,0
4,3,517,1,0
4,3,518,0,1
4,3,519,1,1
4,3,520,0,0
4,3,521,0,1
4,3,522,1,1
4,3,523,0,0
4,3,524,0,1
4,3,525,0,0
4,3,526,1,0
4,3,527,1,1
4,4,528,0,1
4,4,529,1,0
4,4,530,1,0
4,4,531,1,1
4,4,532,0,1
4,4,533,1,1
4,4,534,0,1
4,4,535,0,0
4,4,536,0,0
4,4,537,1,0
4,4,538,1,1
4,4,539,0,0
4,5,540,1,1
4,5,541,1,0
4,5,542,1,0
4,5,543,1,0
4,5,544,1,1
4,5,545,0,0
4,5,546,0,1
4,5,547,0,0
4,5,548,1,1
4,5,549,0,1
4,5,550,0,0
4,5,551,0,1
4,6,552,0,1
4,6,553,1,0
4,6,554,1,0
4,6,555,0,1
4,6,556,0,0
4,6,557,0,1
4,6,558,1,1
4,6,559,0,0
4,6,560,1,1
4,6,561,1,1
4,6,562,1,0
4,6,563,0,0
4,7,564,0,1
4,7,565,1,0
4,7,566,0,1
4,7,567,1,0
4,7,568,1,1
4,7,569,0,1
4,7,570,0,0
4,7,571,1,1
4,7,572,0,0
4,7,573,1,0
4,7,574,0,0
4,7,575,1,1
4,8,576,1,0
4,8,577,0,1
4,8,578,0,0
4,8,579,1,1
4,8,580,1,0
4,8,581,1,1
4,8,582,1,1
4,8,583,1,0
4,8,584,0,1
4,8,585,0,0
4,8,586,0,1
4,8,587,0,0
4,9,588,0,0
4,9,589,1,1
4,9,590,0,1
4,9,591,0,1
4,9,592,1,0
4,9,593,1,0
4,9,594,1,1
4,9,595,0,0
4,9,596,0,0
4,9,597,1,1
4,9,598,1,0
4,9,599,0,1
5,0,600,0,1
5,0,601,0,1
5,0,602,0,0
5,0,603,1,0
5,0,604,0,1
5,0,605,1,1
5,0,606,1,0
5,0,607,1,1
5,0,608,0,0
5,0,609,0,0
5,0,610,1,0
5,0,611,1,1
5,1,612,1,0
5,1,613,1,1
5,1,614,0,0
5,1,615,1,0
5,1,616,0,0
5,1,617,0,1
5,1,618,0,1
5,1,619,0,0
5,1,620,1,0
5,1,621,1,1
5,1,622,1,1
5,1,623,0,1
5,2,624,0,1
5,2,625,1,0
5,2,626,1,0
5,2,627,0,1
5,2,628,1,1
5,2,629,0,1
5,2,630,1,0
5,2,631,1,1
5,2,632,1,1
5,2,633,0,0
5,2,634,0,0
5,2,635,0,0
5,3,636,1,1
5,3,637,0,0
5,3,638,0,0
5,3,639,1,0
5,3,640,0,0
5,3,641,0,1
5,3,642,0,1
5,3,643,1,0
5,3,644,1,0
5,3,645,0,1
5,3,646,1,1
5,3,647,1,1
5,4,648,1,1
5,4,649,0,0
5,4,650,0,0
5,4,651,1,0
5,4,652,0,0
5,4,653,0,1
5,4,654,1,1
5,4,655,1,1
5,4,656,1,0
5,4,657,1,0
5,4,658,0,1
5,4,659,0,1
5,5,660,0,0
5,5,661,0,1
5,5,662,1,1
5,5,663,1,0
5,5,664,0,0
5,5,665,1,0
5,5,666,0,1
5,5,667,1,0
5,5,668,0,0
5,5,669,1,1
5,5,670,1,1
5,5,671,0,1
5,6,672,1,1
5,6,673,0,0
5,6,674,0,1
5,6,675,1,0
5,6,676,1,1
5,6,677,1,1
5,6,678,0,1
5,6,679,0,1
5,6,680,1,0
5,6,681,0,0
5,6,682,1,0
5,6,683,0,0
5,7,684,1,0
5,7,685,0,0
5,7,686,0,0
5,7,687,0,1
5,7,688,1,1
5,7,689,0,1
5,7,690,1,0
5,7,691,1,1
5,7,692,0,1
5,7,693,1,0
5,7,694,0,0
5,7,695,1,1
5,8,696,0,1
5,8,697,1,1
5,8,698,1,1
5,8,699,0,0
5,8,700,1,0
5,8,701,0,0
5,8,702,0,1
5,8,703,1,0
5,8,704,0,0
5,8,705,1,0
5,8,706,1,1
5,8,707,0,1
5,9,708,1,0
5,9,709,1,1
5,9,710,0,0
5,9,711,1,0
5,9,712,0,0
5,9,713,1,1
5,9,714,0,1
5,9,715,0,1
5,9,716,1,0
5,9,717,1,1
5,9,718,0,0
5,9,719,0,1
6,0,720,1,0
6,0,721,1,0
6,0,722,1,0
6,0,723,0,1
6,0,724,0,1
6,0,725,1,1
6,0,726,1,1
6,0,727,0,0
6,0,728,0,1
6,0,729,0,0
6,0,730,1,1
6,0,731,0,0
6,1,732,1,0
6,1,733,0,1
6,1,734,1,1
6,1,735,1,0
6,1,736,1,1
6,1,737,0,1
6,1,738,0,0
6,1,739,1,0
6,1,740,0,1
6,1,741,0,0
6,1,742,1,1
6,1,743,0,0
6,2,744,0,1
6,2,745,1,1
6,2,746,1,0
6,2,747,1,1
6,2,748,0,0
6,2,749,0,1
6,2,750,1,0
6,2,751,0,0
6,2,752,0,0
6,2,753,1,1
6,2,754,1,0
6,2,755,0,1
6,3,756,1,0
6,3,757,1,0
6,3,758,0,1
6,3,759,0,1
6,3,760,0,0
6,3,761,1,1
6,3,762,0,0
6,3,763,1,1
6,3,764,1,1
6,3,765,1,0
6,3,766,0,0
6,3,767,0,1
6,4,768,0,0
6,4,769,0,1
6,4,770,0,1
6,4,771,1,1
6,4,772,0,1
6,4,773,0,0
6,4,774,0,0
6,4,775,1,0
6,4,776,1,1
6,4,777,1,1
6,4,778,1,0
6,4,779,1,0
6,5,780,1,0
6,5,781,0,0
6,5,782,0,1
6,5,783,0,0
6,5,784,1,1
6,5,785,1,1
6,5,786,0,1
6,5,787,0,1
6,5,788,0,0
6,5,789,1,0
6,5,790,1,0
6,5,791,1,1
6,6,792,1,1
6,6,793,0,0
6,6,794,0,0
6,6,795,0,1
6,6,796,1,0
6,6,797,0,0
6,6,798,1,1
6,6,799,1,0
6,6,800,0,1
6,6,801,1,0
6,6,802,0,1
6,6,803,1,1
6,7,804,1,1
6,7,805,1,0
6,7,806,1,1
6,7,807,0,1
6,7,808,0,1
6,7,809,0,0
6,7,810,1,1
6,7,811,0,0
6,7,812,0,1
6,7,813,0,0
6,7,814,1,0
6,7,815,1,0
6,8,816,0,0
6,8,817,1,1
6,8,818,0,1
6,8,819,1,0
6,8,820,1,1
6,8,821,0,1
6,8,822,0,0
6,8,823,1,0
6,8,824,0,0
6,8,825,1,0
6,8,826,0,1
6,8,827,1,1
6,9,828,1,0
6,9,829,0,1
6,9,830,0,0
6,9,831,1,1
6,9,832,1,0
6,9,833,0,1
6,9,834,0,0
6,9,835,1,0
6,9,836,1,1
6,9,837,0,0
6,9,838,1,1
6,9,839,0,1
7,0,840,1,1
7,0,841,0,0
7,0,842,0,1
7,0,843,0,1
7,0,844,1,0
7,0,845,0,0
7,0,846,1,0
7,0,847,1,0
7,0,848,0,1
7,0,849,0,0
7,0,850,1,1
7,0,851,1,1
7,1,852,0,1
7,1,853,1,1
7,1,854,1,0
7,1,855,0,0
7,1,856,0,1
7,1,857,1,1
7,1,858,0,0
7,1,859,1,1
7,1,860,1,0
7,1,861,1,0
7,1,862,0,1
7,1,863,0,0
7,2,864,0,1
7,2,865,0,1
7,2,866,0,0
7,2,867,1,0
7,2,868,0,0
7,2,869,1,1
7,2,870,1,0
7,2,871,1,1
7,2,872,1,0
7,2,873,0,0
7,2,874,0,1
7,2,875,1,1
7,3,876,0,0
7,3,877,1,1
7,3,878,1,0
7,3,879,0,1
7,3,880,0,0
7,3,881,1,1
7,3,882,1,1
7,3,883,0,1
7,3,884,0,1
7,3,885,1,0
7,3,886,0,0
7,3,887,1,0
7,4,888,0,1
7,4,889,1,1
7,4,890,0,1
7,4,891,1,0
7,4,892,1,0
7,4,893,1,0
7,4,894,1,1
7,4,895,1,1
7,4,896,0,1
7,4,897,0,0
7,4,898,0,0
7,4,899,0,0
7,5,900,0,0
7,5,901,1,0
7,5,902,1,1
7,5,903,0,1
7,5,904,0,0
7,5,905,0,1
7,5,906,1,0
7,5,907,1,1
7,5,908,1,0
7,5,909,1,1
7,5,910,0,1
7,5,911,0,0
7,6,912,0,1
7,6,913,0,0
7,6,914,0,0
7,6,915,1,1
7,6,916,1,0
7,6,917,1,1
7,6,918,0,0
7,6,919,1,1
7,6,920,1,0
7,6,921,1,0
7,6,922,0,1
7,6,923,0,1
7,7,924,1,0
7,7,925,0,0
7,7,926,1,0
7,7,927,1,1
7,7,928,1,0
7,7,929,1,1
7,7,930,0,1
7,7,931,0,0
7,7,932,0,1
7,7,933,0,0
7,7,934,0,1
7,7,935,1,1
7,8,936,0,0
7,8,937,1,0
7,8,938,0,1
7,8,939,0,1
7,8,940,1,1
7,8,941,1,1
7,8,942,1,1
7,8,943,0,0
7,8,944,1,0
7,8,945,1,0
7,8,946,0,1
7,8,947,0,0
7,9,948,1,1
7,9,949,1,0
7,9,950,1,1
7,9,951,1,1
7,9,952,1,0
7,9,953,0,1
7,9,954,0,0
7,9,955,0,0
7,9,956,0,1
7,9,957,0,1
7,9,958,1,0
7,9,959,0,0
8,0,960,0,1
8,0,961,0,1
8,0,962,1,0
8,0,963,1,1
8,0,964,1,0
8,0,965,0,1
8,0,966,0,0
8,0,967,0,0
8,0,968,1,1
8,0,969,0,0
8,0,970,1,1
8,0,971,1,0
8,1,972,1,0
8,1,973,1,0
8,1,974,0,1
8,1,975,0,1
8,1,976,0,0
8,1,977,1,0
8,1,978,1,1
8,1,979,0,0
8,1,980,1,1
8,1,981,0,1
8,1,982,1,1
8,1,983,0,0
8,2,984,0,0
8,2,985,0,0
8,2,986,0,1
8,2,987,0,0
8,2,988,1,0
8,2,989,0,1
8,2,990,0,1
8,2,991,1,1
8,2,992,1,1
8,2,993,1,0
8,2,994,1,1
8,2,995,1,0
8,3,996,0,0
8,3,997,1,1
8,3,998,1,0
8,3,999,0,1
8,3,1000,0,1
8,3,1001,1,1
8,3,1002,0,1
8,3,1003,1,0
8,3,1004,0,0
8,3,1005,1,1
8,3,1006,0,0
8,3,1007,1,0
8,4,1008,1,1
8,4,1009,0,0
8,4,1010,1,0
8,4,1011,1,1
8,4,1012,0,1
8,4,1013,0,1
8,4,1014,0,0
8,4,1015,1,0
8,4,1016,0,0
8,4,1017,1,1
8,4,1018,0,1
8,4,1019,1,0
8,5,1020,0,1
8,5,1021,0,0
8,5,1022,0,1
8,5,1023,1,1
8,5,1024,0,0
8,5,1025,0,0
8,5,1026,1,1
8,5,1027,0,1
8,5,1028,1,0
8,5,1029,1,0
8,5,1030,1,1
8,5,1031,1,0
8,6,1032,0,1
8,6,1033,0,0
8,6,1034,0,0
8,6,1035,1,0
8,6,1036,1,1
8,6,1037,0,1
8,6,1038,0,1
8,6,1039,1,1
8,6,1040,1,0
8,6,1041,1,0
8,6,1042,0,0
8,6,1043,1,1
8,7,1044,0,0
8,7,1045,1,0
8,7,1046,1,0
8,7,1047,0,0
8,7,1048,1,1
8,7,1049,0,1
8,7,1050,1,0
8,7,1051,0,0
8,7,1052,0,1
8,7,1053,0,1
8,7,1054,1,1
8,7,1055,1,1
8,8,1056,1,1
8,8,1057,0,0
8,8,1058,0,1
8,8,1059,1,0
8,8,1060,1,1
8,8,1061,0,1
8,8,1062,1,0
8,8,1063,0,0
8,8,1064,0,0
8,8,1065,1,0
8,8,1066,0,1
8,8,1067,1,1
8,9,1068,0,1
8,9,1069,0,0
8,9,1070,0,1
8,9,1071,1,0
8,9,1072,1,1
8,9,1073,1,1
8,9,1074,1,0
8,9,1075,1,0
8,9,1076,0,0
8,9,1077,0,0
8,9,1078,1,1
8,9,1079,0,1
9,0,1080,1,1
9,0,1081,0,0
9,0,1082,1,1
9,0,1083,1,0
9,0,1084,0,1
9,0,1085,0,1
9,0,1086,0,1
9,0,1087,0,0
9,0,1088,1,0
9,0,1089,0,0
9,0,1090,1,1
9,0,1091,1,0
9,1,1092,0,0
9,1,1093,0,0
9,1,1094,1,0
9,1,1095,1,0
9,1,1096,0,1
9,1,1097,0,1
9,1,1098,1,1
9,1,1099,1,1
9,1,1100,0,1
9,1,1101,1,0
9,1,1102,0,0
9,1,1103,1,1
9,2,1104,1,1
9,2,1105,1,0
9,2,1106,1,1
9,2,1107,1,0
9,2,1108,0,0
9,2,1109,0,1
9,2,1110,0,0
9,2,1111,1,0
9,2,1112,0,1
9,2,1113,0,1
9,2,1114,1,1
9,2,1115,0,0
9,3,1116,0,1
9,3,1117,1,0
9,3,1118,0,0
9,3,1119,0,1
9,3,1120,1,1
9,3,1121,0,1
9,3,1122,1,0
9,3,1123,1,1
9,3,1124,0,0
9,3,1125,1,0
9,3,1126,0,0
9,3,1127,1,1
9,4,1128,1,1
9,4,1129,0,0
9,4,1130,0,1
9,4,1131,1,0
9,4,1132,0,1
9,4,1133,0,0
9,4,1134,1,1
9,4,1135,1,1
9,4,1136,1,0
9,4,1137,1,0
9,4,1138,0,0
9,4,1139,0,1
9,5,1140,0,0
9,5,1141,0,0
9,5,1142,0,1
9,5,1143,1,0
9,5,1144,1,1
9,5,1145,0,0
9,5,1146,0,1
9,5,1147,1,1
9,5,1148,1,1
9,5,1149,0,1
9,5,1150,1,0
9,5,1151,1,0
9,6,1152,0,1
9,6,1153,1,1
9,6,1154,0,0
9,6,1155,1,1
9,6,1156,1,0
9,6,1157,0,1
9,6,1158,0,0
9,6,1159,0,0
9,6,1160,1,0
9,6,1161,1,0
9,6,1162,0,1
9,6,1163,1,1
9,7,1164,1,0
9,7,1165,1,1
9,7,1166,0,1
9,7,1167,1,1
9,7,1168,1,1
9,7,1169,0,0
9,7,1170,0,0
9,7,1171,0,1
9,7,1172,0,0
9,7,1173,1,0
9,7,1174,0,1
9,7,1175,1,0
9,8,1176,0,1
9,8,1177,1,0
9,8,1178,0,0
9,8,1179,0,0
9,8,1180,1,1
9,8,1181,1,1
9,8,1182,1,1
9,8,1183,0,0
9,8,1184,0,1
9,8,1185,1,0
9,8,1186,0,1
9,8,1187,1,0
9,9,1188,0,0
9,9,1189,0,1
9,9,1190,0,1
9,9,1191,1,1
9,9,1192,1,0
9,9,1193,1,1
9,9,1194,1,0
9,9,1195,0,1
9,9,1196,1,0
9,9,1197,0,0
9,9,1198,1,1
9,9,1199,0,0
10,0,1200,0,1
10,0,1201,1,0
10,0,1202,1,1
10,0,1203,0,1
10,0,1204,0,0
10,0,1205,0,1
10,0,1206,1,1
10,0,1207,0,0
10,0,1208,1,0
10,0,1209,1,0
10,0,1210,0,0
10,0,1211,1,1
10,1,1212,0,1
10,1,1213,1,0
10,1,1214,1,0
10,1,1215,0,1
10,1,1216,1,1
10,1,1217,0,1
10,1,1218,0,0
10,1,1219,0,0
10,1,1220,0,0
10,1,1221,1,0
10,1,1222,1,1
10,1,1223,1,1
10,2,1224,0,1
10,2,1225,0,0
10,2,1226,1,0
10,2,1227,0,0
10,2,1228,0,0
10,2,1229,1,0
10,2,1230,1,1
10,2,1231,1,1
10,2,1232,0,1
10,2,1233,1,1
10,2,1234,0,1
10,2,1235,1,0
10,3,1236,1,1
10,3,1237,0,0
10,3,1238,0,1
10,3,1239,1,1
10,3,1240,0,1
10,3,1241,0,1
10,3,1242,1,1
10,3,1243,0,0
10,3,1244,1,0
10,3,1245,0,0
10,3,1246,1,0
10,3,1247,1,0
10,4,1248,0,1
10,4,1249,1,1
10,4,1250,0,0
10,4,1251,0,1
10,4,1252,0,1
10,4,1253,0,0
10,4,1254,1,0
10,4,1255,1,0
10,4,1256,1,0
10,4,1257,0,0
10,4,1258,1,1
10,4,1259,1,1
10,5,1260,0,0
10,5,1261,0,0
10,5,1262,1,0
10,5,1263,1,1
10,5,1264,1,1
10,5,1265,1,1
10,5,1266,0,1
10,5,1267,0,1
10,5,1268,0,1
10,5,1269,1,0
10,5,1270,1,0
10,5,1271,0,0
10,6,1272,0,0
10,6,1273,1,0
10,6,1274,0,1
10,6,1275,1,1
10,6,1276,0,1
10,6,1277,1,0
10,6,1278,0,0
10,6,1279,1,1
10,6,1280,1,0
10,6,1281,0,1
10,6,1282,0,0
10,6,1283,1,1
10,7,1284,1,0
10,7,1285,1,0
10,7,1286,0,1
10,7,1287,0,0
10,7,1288,1,1
10,7,1289,1,0
10,7,1290,0,0
10,7,1291,1,1
10,7,1292,0,1
10,7,1293,1,1
10,7,1294,0,1
10,7,1295,0,0
10,8,1296,1,1
10,8,1297,0,1
10,8,1298,1,1
10,8,1299,0,0
10,8,1300,1,0
10,8,1301,0,0
10,8,1302,0,1
10,8,1303,0,1
10,8,1304,0,0
10,8,1305,1,1
10,8,1306,1,0
10,8,1307,1,0
10,9,1308,0,1
10,9,1309,1,1
10,9,1310,0,1
10,9,1311,1,0
10,9,1312,0,1
10,9,1313,0,0
10,9,1314,1,1
10,9,1315,0,0
10,9,1316,1,1
10,9,1317,1,0
10,9,1318,0,0
10,9,1319,1,0
11,0,1320,0,0
11,0,1321,0,0
11,0,1322,1,1
11,0,1323,1,0
11,0,1324,0,1
11,0,1325,1,1
11,0,1326,0,1
11,0,1327,0,1
11,0,1328,1,0
11,0,1329,1,1
11,0,1330,1,0
11,0,1331,0,0
11,1,1332,1,1
11,1,1333,1,0
11,1,1334,0,1
11,1,1335,1,0
11,1,1336,0,0
11,1,1337,1,1
11,1,1338,1,1
11,1,1339,0,0
11,1,1340,1,0
11,1,1341,0,0
11,1,1342,0,1
11,1,1343,0,1
11,2,1344,0,0
11,2,1345,0,1
11,2,1346,0,0
11,2,1347,0,1
11,2,1348,1,0
11,2,1349,1,1
11,2,1350,1,0
11,2,1351,0,1
11,2,1352,1,0
11,2,1353,0,0
11,2,1354,1,1
11,2,1355,1,1
11,3,1356,1,1
11,3,1357,1,0
11,3,1358,0,1
