pipeline,pipeline_label,method,method_label,baseline_method,baseline_label,metric,threshold_operator,threshold,scope,dataset,harm_count,denominator,harm_rate,raw_subject_harm_count_context,raw_subject_denominator_context,count_definition,seeds_averaged_first,status,provenance_artifact,result_sha256
h2cmi,H2CMI repaired W1,pooled,pooled,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,BNCI2014_001,0,9,0.0,0,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,pooled,pooled,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Cho2017,6,52,0.11538461538461539,6,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,pooled,pooled,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Lee2019_MI,7,54,0.12962962962962962,7,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,pooled,pooled,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,subject_weighted,ALL,13,115,0.11304347826086956,13,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,pooled,pooled,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,dataset_macro,ALL,NA,3,0.08167141500474834,13,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,Cho2017,18,52,0.34615384615384615,18,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,Lee2019_MI,16,54,0.2962962962962963,16,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,subject_weighted,ALL,35,115,0.30434782608695654,35,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,dataset_macro,ALL,NA,3,0.2511870845204178,35,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,BNCI2014_001,0,9,0.0,0,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,Cho2017,9,52,0.17307692307692307,9,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,Lee2019_MI,12,54,0.2222222222222222,12,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,subject_weighted,ALL,21,115,0.1826086956521739,21,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,dataset_macro,ALL,NA,3,0.13176638176638175,21,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,BNCI2014_001,0,9,0.0,0,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Cho2017,4,52,0.07692307692307693,4,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Lee2019_MI,8,54,0.14814814814814814,8,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,subject_weighted,ALL,12,115,0.10434782608695652,12,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,frsc,FRSC,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,dataset_macro,ALL,NA,3,0.07502374169040836,12,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,BNCI2014_001,2,9,0.2222222222222222,2,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,Cho2017,19,52,0.36538461538461536,19,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,Lee2019_MI,17,54,0.3148148148148148,17,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,subject_weighted,ALL,38,115,0.33043478260869563,38,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,dataset_macro,ALL,NA,3,0.3008072174738841,38,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,Cho2017,13,52,0.25,13,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,Lee2019_MI,11,54,0.2037037037037037,11,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,subject_weighted,ALL,25,115,0.21739130434782608,25,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,dataset_macro,ALL,NA,3,0.18827160493827158,25,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,BNCI2014_001,0,9,0.0,0,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Cho2017,5,52,0.09615384615384616,5,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Lee2019_MI,7,54,0.12962962962962962,7,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,subject_weighted,ALL,12,115,0.10434782608695652,12,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,fixed_prior_iterative_uniform,"fixed-prior iterative, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,dataset_macro,ALL,NA,3,0.07526115859449194,12,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,BNCI2014_001,3,9,0.3333333333333333,3,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,Cho2017,21,52,0.40384615384615385,21,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,Lee2019_MI,26,54,0.48148148148148145,26,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,subject_weighted,ALL,50,115,0.43478260869565216,50,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,0.0,dataset_macro,ALL,NA,3,0.40622032288698956,50,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,BNCI2014_001,2,9,0.2222222222222222,2,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,Cho2017,13,52,0.25,13,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,Lee2019_MI,16,54,0.2962962962962963,16,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,subject_weighted,ALL,31,115,0.26956521739130435,31,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,dataset_macro,ALL,NA,3,0.2561728395061728,31,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Cho2017,5,52,0.09615384615384616,5,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Lee2019_MI,10,54,0.18518518518518517,10,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,subject_weighted,ALL,16,115,0.1391304347826087,16,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,joint_fit_geometry_uniform,"joint-fit geometry, uniform decision prior",identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,dataset_macro,ALL,NA,3,0.13081671415004748,16,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,Cho2017,17,52,0.3269230769230769,17,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,per_dataset,Lee2019_MI,20,54,0.37037037037037035,20,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,subject_weighted,ALL,38,115,0.33043478260869563,38,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,0.0,dataset_macro,ALL,NA,3,0.2694681861348528,38,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,Cho2017,10,52,0.19230769230769232,10,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,per_dataset,Lee2019_MI,16,54,0.2962962962962963,16,54,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,subject_weighted,ALL,27,115,0.23478260869565218,27,115,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.01,dataset_macro,ALL,NA,3,0.1999050332383666,27,115,harm_count_not_defined_for_macro_rate; denominator is datasets; raw subject counts are context only,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,BNCI2014_001,1,9,0.1111111111111111,1,9,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
h2cmi,H2CMI repaired W1,latent_im_diag,Latent-IM-Diag,identity_uniform,"identity, uniform decision prior",bacc,<,-0.02,per_dataset,Cho2017,5,52,0.09615384615384616,5,52,subject_count,True,ok,h2cmi/results/review_completion/w1_repaired_h2cmi_results.csv,6d5106a78dad9ce852c8e01ca292ef5b4a37bbeaaaac810a177dccb8b6b9089c
