contrast,metric,q,mean,ci_low,ci_high,n,n_clusters,cluster,source
fixed_iterative_minus_FRSC,ord_acc_matched_oracleq,0.2,-0.0171264916871764,-0.02899305296706883,-0.006986089210762469,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,transform_norm,0.2,-0.20671425572148072,-0.25436230540214994,-0.16205018349947078,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,bacc,0.2,-0.019421907787839067,-0.0292074072792025,-0.011013809103455587,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,acc,0.2,-0.017653733098177544,-0.02740567913869544,-0.009559753853232123,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,macro_f1,0.2,-0.0419258217902776,-0.05588333963102769,-0.029213992245523797,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_unif,0.2,-0.0027287892464631963,-0.014170028067785164,0.007762015263691443,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_piJ,0.2,-0.0031908703752109905,-0.014641160298603824,0.007286468586501862,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_oracleq,0.2,-0.015060942010515612,-0.026354560701781833,-0.005308006313113677,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,transform_norm,0.2,-0.21158108534636325,-0.2607046775736361,-0.16689443007390165,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,bacc,0.2,-0.0009104938271604942,-0.0021938131313131337,-4.629629629629613e-05,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,acc,0.2,-0.0003179012345679022,-0.0018680638227513253,0.0014078282828282815,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,macro_f1,0.2,-0.001073726999601154,-0.002881724450497273,0.00031869295671770173,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_unif,0.2,0.0020432098765432102,-0.0003985507246376807,0.007256605691056903,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_piJ,0.2,0.0015811287477954159,-0.001160442007418906,0.006678356096960748,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_oracleq,0.2,0.0020655496766607885,-0.00029761904761904515,0.007126782488062976,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,transform_norm,0.2,-0.0048668296248824934,-0.010524766746641814,-0.0009004919149609226,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,bacc,0.2,-0.012226140592071869,-0.018953506062474104,-0.005820444334883047,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,acc,0.2,0.0043885949441504896,-0.00537307223372441,0.01529908198182652,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,macro_f1,0.2,-0.023339992441358835,-0.034269034776505884,-0.012537447630695983,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_unif,0.2,0.18195815960715242,0.13825020753326026,0.22395380089527722,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_piJ,0.2,0.18195815960715242,0.1377102788711729,0.22408855643269515,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_oracleq,0.2,0.16931765881252975,0.12744573203469975,0.20959661180045158,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,transform_norm,0.2,-0.05475992273401338,-0.0904000686609234,-0.023459418495496254,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,bacc,0.3,0.061746967806980003,0.048473820609928955,0.0761328617826296,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,acc,0.3,0.04601337448559673,0.029941350068870026,0.06206756319811878,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,macro_f1,0.3,0.16738186044470435,0.15048621559876482,0.1854421778647443,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_unif,0.3,-0.0008881718329579508,-0.02758690584126591,0.02732322568409803,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_piJ,0.3,-0.0008881718329579508,-0.027392636468422996,0.027110986862381205,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_oracleq,0.3,0.07108341200714974,0.04646553230786187,0.09720450783538956,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,transform_norm,0.3,-6.881109691273284,-6.9860242331427385,-6.762286992825213,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,bacc,0.3,-0.023406479725138072,-0.03524128838588694,-0.012898910033094397,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,acc,0.3,-0.021682245737801295,-0.033582197033659805,-0.011359393462314661,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,macro_f1,0.3,-0.049446954277495,-0.06663799704822435,-0.03351973789184042,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_unif,0.3,-0.012666613196530245,-0.022539099358085606,-0.0027785897619121034,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_piJ,0.3,-0.012666613196530245,-0.022790806487280563,-0.003105045633542587,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_oracleq,0.3,-0.01671613921579933,-0.026416354757987662,-0.007835275020612601,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,transform_norm,0.3,-0.22243057180334022,-0.2730163891894564,-0.1742483842871361,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,bacc,0.3,-0.024405891835661296,-0.0368349161342106,-0.01349376195810306,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,acc,0.3,-0.022653439153439158,-0.034866190573451604,-0.011885789698670803,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,macro_f1,0.3,-0.0508830422564988,-0.06917008392397801,-0.034520296407218425,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_unif,0.3,-0.013101651409346236,-0.02339417889074258,-0.0034610777883781717,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_piJ,0.3,-0.0135130270707219,-0.023793891055601105,-0.0035867944295586746,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_oracleq,0.3,-0.017209966376293157,-0.027133168360080357,-0.008161120230046342,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,transform_norm,0.3,-0.22546247023123284,-0.28019048424271065,-0.17657920120539475,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,bacc,0.3,-0.0009994121105232209,-0.0027377876215085493,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,acc,0.3,-0.0009711934156378597,-0.0027129629629629613,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,macro_f1,0.3,-0.0014360879790037912,-0.0038999689535594412,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_unif,0.3,-0.0004350382128159907,-0.0011131604209628115,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_piJ,0.3,-0.0008464138741916538,-0.0020097066183375725,-2.776268115942115e-05,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_oracleq,0.3,-0.0004938271604938266,-0.0014227642276422754,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,transform_norm,0.3,-0.003031898427892611,-0.007563306585253706,-0.0002973909426897097,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,bacc,0.3,-0.013286697244244482,-0.020230289867298103,-0.006676259388756782,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,acc,0.3,0.004920781893004104,-0.00547801127214171,0.016063945840681944,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,macro_f1,0.3,-0.025046991881410217,-0.03615153043869513,-0.013767352321745837,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_unif,0.3,0.12331883653891941,0.09346020051910597,0.15109888616210032,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_piJ,0.3,0.12331883653891941,0.09372235261958121,0.15154034758194698,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_oracleq,0.3,0.11877195602229583,0.08936878552006017,0.1472191872374324,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,transform_norm,0.3,0.0003115601009793048,-0.034971280626275324,0.03335764796710493,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,bacc,0.4,0.058935635732156204,0.046644291865221926,0.07169219143410764,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,acc,0.4,0.04693136390358614,0.031683462226430995,0.0621344045412233,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,macro_f1,0.4,0.16398077753666213,0.14799614210832382,0.18172025031637956,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_unif,0.4,0.037881462045152255,0.021145307929426736,0.05512011373659267,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_piJ,0.4,0.037881462045152255,0.021065590904522046,0.0552328077891378,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_oracleq,0.4,0.05080368520490805,0.03569231382026475,0.06625836930721127,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,transform_norm,0.4,-6.92388050959066,-7.024590162210147,-6.806382583874646,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,bacc,0.4,-0.027587238110032133,-0.04152818757611519,-0.015082656827626753,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,acc,0.4,-0.02571634332745444,-0.040447956859965974,-0.013041799660685532,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,macro_f1,0.4,-0.0560527406086515,-0.07706589394415779,-0.03700212047571747,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_unif,0.4,-0.02343316572267768,-0.03773769565595679,-0.011048627560444894,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_piJ,0.4,-0.02343316572267768,-0.03701548413049222,-0.011303656285755062,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_oracleq,0.4,-0.02530878745484663,-0.03960684835448309,-0.012555796691897821,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,transform_norm,0.4,-0.23313440393518522,-0.28970848444908387,-0.18237057782817592,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,bacc,0.4,-0.0287703656820486,-0.04416427159053578,-0.01596531724571241,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,acc,0.4,-0.027047619047619046,-0.04244344486531987,-0.013656045930799218,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,macro_f1,0.4,-0.05781158582732264,-0.08013193547105057,-0.038025224482953875,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_unif,0.4,-0.023556622512801138,-0.038040186274158956,-0.011023432295168627,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_piJ,0.4,-0.02402076125471766,-0.038541143700859294,-0.010834083078293576,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_oracleq,0.4,-0.025432244244970086,-0.04042531760405657,-0.012482946569596061,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,transform_norm,0.4,-0.23774562235231758,-0.2948014323211978,-0.18577805964213637,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,bacc,0.4,-0.0011831275720164613,-0.003669828364950319,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,acc,0.4,-0.0013312757201646092,-0.0038696252740584142,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,macro_f1,0.4,-0.001758845218671134,-0.0052888815668020875,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_unif,0.4,-0.00012345679012345636,-0.002427983539094647,0.002160493827160491,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_piJ,0.4,-0.0005875955320399782,-0.0032409330011074185,0.0018254794973544936,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_oracleq,0.4,-0.00012345679012345758,-0.002592592592592591,0.002222222222222218,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,transform_norm,0.4,-0.004611218417132336,-0.012785484444665143,0.0007928517460821972,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,bacc,0.4,-0.00895881973544518,-0.016113941113767603,-0.0024341327013312464,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,acc,0.4,0.01104805996472662,0.0018960080926660758,0.021325593860229267,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,macro_f1,0.4,-0.016139940082682026,-0.02688132918472318,-0.005398918063126071,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_unif,0.4,0.06381808607646683,0.047760520592524884,0.07849218164355157,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_piJ,0.4,0.06381808607646683,0.04822310263629229,0.07832112845752259,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_oracleq,0.4,0.06130197903139878,0.04589368722733629,0.07546057055940382,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,transform_norm,0.4,0.014614348941379094,-0.022701289747927157,0.051086782524079964,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,bacc,0.5,0.05936921123588043,0.04616495419696911,0.07340499599885822,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,acc,0.5,0.0509298941798942,0.03397194078966644,0.06834372483896942,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,macro_f1,0.5,0.1666683785213407,0.15008067676752432,0.18540466934283334,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_unif,0.5,0.05936921123588043,0.046016957737083385,0.07346973405278988,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_piJ,0.5,0.05936921123588043,0.04621534106328919,0.07296317946628163,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,ord_acc_matched_oracleq,0.5,0.05936921123588043,0.04632315513361635,0.07322937413366372,90,72,"(dataset,subject)",raw_seed_averaged
pooled_minus_FRSC,transform_norm,0.5,-6.942086831949374,-7.038468179486238,-6.8269341580364555,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,bacc,0.5,-0.025960332046851567,-0.03963781380631809,-0.014244923872275769,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,acc,0.5,-0.024491034685479137,-0.03855454018049404,-0.012670426893954482,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,macro_f1,0.5,-0.05386396685986667,-0.07492164474689875,-0.03517495039569838,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_unif,0.5,-0.025960332046851567,-0.03982610171741317,-0.014296173303277473,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_piJ,0.5,-0.025960332046851567,-0.039700052148367734,-0.013893492569124023,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,ord_acc_matched_oracleq,0.5,-0.025960332046851567,-0.03976447709179836,-0.014117446193981668,90,72,"(dataset,subject)",raw_seed_averaged
fixed_iterative_minus_FRSC,transform_norm,0.5,-0.23640384674072262,-0.29360821147241445,-0.18413040642385126,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,bacc,0.5,-0.025960332046851567,-0.03964373727112155,-0.014252669242877266,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,acc,0.5,-0.024491034685479137,-0.038443578919663116,-0.012467994634196273,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,macro_f1,0.5,-0.05386396685986667,-0.07480674058898718,-0.03565336160547951,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_unif,0.5,-0.025960332046851567,-0.03982169802468172,-0.014002106908867499,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_piJ,0.5,-0.026131554856963262,-0.040245365670932134,-0.014240012812074404,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,ord_acc_matched_oracleq,0.5,-0.025960332046851567,-0.03986105321519058,-0.014085301927545252,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_FRSC,transform_norm,0.5,-0.23669158264442725,-0.2947179947755276,-0.182822027374813,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,bacc,0.5,0.0,0.0,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,acc,0.5,0.0,0.0,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,macro_f1,0.5,0.0,0.0,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_unif,0.5,0.0,0.0,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_piJ,0.5,-0.00017122281011169922,-0.0006372202351623106,0.00020632045088566956,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,ord_acc_matched_oracleq,0.5,0.0,0.0,0.0,90,72,"(dataset,subject)",raw_seed_averaged
joint_EM_minus_fixed_iterative,transform_norm,0.5,-0.0002877359037046112,-0.0007766325146991378,0.0001797265126261381,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,bacc,0.5,0.02512002209286592,0.013710202807558003,0.038188417874541185,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,acc,0.5,-0.022934156378600818,-0.04538697073402356,-0.0013783095685082607,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,macro_f1,0.5,0.03154909529346681,0.012966967538932683,0.051915607948629,90,72,"(dataset,subject)",raw_seed_averaged
oracle_label_diagnostic_minus_FRSC,ord_acc_matched_unif,0.5,0.02512002209286592,0.013589802110757603,0.03804845181215617,90,72,"(dataset,subject)",raw_seed_averaged
