method,q,macro_f1_mean,ord_acc_matched_oracleq_ci_high,ord_acc_matched_oracleq_ci_low,ord_acc_matched_unif_mean,ord_acc_matched_unif_ci_high,ord_acc_matched_piJ_mean,bacc_ci_low,macro_f1_ci_low,macro_f1_ci_high,ord_acc_matched_piJ_ci_low,bacc_ci_high,bacc_mean,ord_acc_matched_oracleq_mean,ord_acc_matched_piJ_ci_high,ord_acc_matched_unif_ci_low
joint,0.4,0.34595653264570747,0.5537551532186948,0.5229960317460317,0.5388936654908877,0.5538400481334509,0.5383597883597884,0.5000643004115227,0.3403777745880697,0.351470736076908,0.5227072310405644,0.5039691725455615,0.501507385361552,0.5387907848324516,0.5532649911816578,0.5230962485302763
joint,0.5,0.3462792978902289,0.5067699147560258,0.5000192901234568,0.5026647927689595,0.5067699147560258,0.5024893445032333,0.5000192901234568,0.33961225290106056,0.35367306876989696,0.5,0.5067699147560258,0.5026647927689595,0.5026647927689595,0.5065861992945326,0.5000192901234568
joint,0.6,0.34311420808385396,0.49922363683127574,0.46391975308641975,0.4813065843621399,0.4993265174897119,0.48106995884773657,0.5000192901234568,0.3367273607318703,0.3499915184403903,0.4637860082304527,0.5049639917695473,0.501710390946502,0.4812551440329218,0.49897119341563784,0.46391975308641975
joint,0.7,0.3410841767188194,0.5169676890432098,0.443950424382716,0.48054783950617286,0.5171962770061728,0.4802700617283951,0.5000192901234568,0.33464125500219283,0.3477828074917475,0.4438503086419753,0.5043081275720165,0.5015303497942387,0.48042052469135804,0.5167361111111111,0.4440509259259259
joint,0.8,0.3399584867500396,0.549828125,0.4366653806584362,0.4933744855967078,0.5501778549382715,0.49307870370370366,0.5000578703703703,0.33339095155381554,0.34692711291343475,0.4365947145061728,0.5049447016460905,0.501954732510288,0.4931995884773662,0.5496930941358025,0.43681545781893005
joint,0.9,0.3395850379784195,0.573168144467504,0.4214273128192848,0.4979609230878388,0.5733330894352207,0.4977224794238684,0.5002855825173833,0.3328873417605093,0.34678882047422777,0.4212814429012346,0.5053626543209876,0.502304615439194,0.497819462182489,0.5730329861111111,0.42159865013480924
oracle_label_conditional,0.1,0.3643323933379282,0.9014183568489126,0.9000771604938274,0.9010420340975899,0.9020234420928865,0.9010420340975899,0.5016093474426808,0.35594785496303655,0.3736228419294538,0.9002572016460907,0.5119475676072897,0.5062389770723104,0.9006606407995298,0.9020234420928865,0.9002572016460907
oracle_label_conditional,0.2,0.3673971927369985,0.8044434615667254,0.800679747207525,0.8028619194591418,0.8053468915343915,0.8028619194591418,0.5023313492063493,0.3575052283816691,0.37860489418825255,0.8008156966490301,0.5150309560552616,0.5081000146972369,0.8023725014697237,0.8053468915343915,0.8008156966490301
oracle_label_conditional,0.3,0.3722078026279948,0.7102605728248089,0.7016185332157554,0.7060640799529688,0.7109892204952969,0.7060640799529688,0.5035714285714286,0.3599864793959498,0.3862629687488785,0.7019883386610817,0.5198700902042915,0.5109384185773074,0.7055158730158729,0.7109892204952969,0.7019883386610817
oracle_label_conditional,0.4,0.3844364753303334,0.6219977108419995,0.604792382206714,0.6132046438200652,0.6228795938367896,0.6132046438200652,0.5072052522983438,0.3678285911430284,0.4036397970477818,0.6051118114471203,0.5302754694563543,0.5177455832269051,0.6125635021995175,0.6228795938367896,0.6051118114471203
oracle_label_conditional,0.5,0.4169499497130691,0.5668266806424437,0.529171938949469,0.5470929619153497,0.5668266806424437,0.5470929619153497,0.529171938949469,0.3897357124592427,0.4465821330421335,0.529171938949469,0.5668266806424437,0.5470929619153497,0.5470929619153497,0.5668266806424437,0.529171938949469
oracle_label_conditional,0.6,0.3385533266925928,0.6214968819051673,0.6050145388615216,0.6132520804192261,0.6226050288623325,0.6132520804192261,0.5069052370309555,0.3206561113552209,0.35922441896791957,0.6052021852003892,0.5293858803898316,0.5173132817409637,0.6126426012082141,0.6226050288623325,0.6052021852003892
oracle_label_conditional,0.7,0.3296536660318604,0.7101737796225344,0.7017089452958706,0.7064189105293033,0.7113806174169859,0.7064189105293033,0.5042916208961767,0.31594773461630093,0.3457502919137418,0.7022085971867461,0.5207023093667011,0.5118580411623994,0.7055570632893429,0.7113806174169859,0.7022085971867461
oracle_label_conditional,0.8,0.3231394867447879,0.8038534514433701,0.8003719915009426,0.8026027412880862,0.8051542158263902,0.8026027412880862,0.5022421442635162,0.3123742322214676,0.3361447948910762,0.8005763090676885,0.5144891965806119,0.5077055966064586,0.8019085629143101,0.8051542158263902,0.8005763090676885
oracle_label_conditional,0.9,0.3193048272769855,0.9008879853572441,0.90006611856109,0.9006754964118472,0.9016780598760366,0.9006754964118472,0.5013726237355308,0.31035255763452213,0.3299552115844442,0.8998704189916178,0.5103313181647713,0.5052366825295465,0.9003964009507592,0.9016780598760366,0.8998704189916178
