metric,contrast,method,baseline,estimand,dataset,n_clusters,estimate,ci_low,ci_high,bootstrap_replicates,bootstrap_seed,cluster_unit,dataset_stratified,paired_methods,seeds_averaged_first
acc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,per_dataset,BNCI2014_001,9,0.11368312757201648,0.05092592592592593,0.1805555555555555,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,per_dataset,Cho2017,52,0.07342948717948718,0.05808733974358974,0.09133573717948716,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,per_dataset,Lee2019_MI,54,0.12580246913580245,0.10530864197530863,0.14679012345679013,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,subject_weighted,ALL,115,0.10117230273752012,0.08829464573268922,0.11486179549114331,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,dataset_macro,ALL,115,0.10430502796243536,0.08155686464598502,0.1286977913633006,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_geodesic_minus_rct,spdim_geodesic,rct,per_dataset,BNCI2014_001,9,0.0010288065843621198,-0.0030864197530864087,0.005144032921810648,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_geodesic_minus_rct,spdim_geodesic,rct,per_dataset,Cho2017,52,-0.001623931623931612,-0.004060363247863251,0.0007905982905982989,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_geodesic_minus_rct,spdim_geodesic,rct,per_dataset,Lee2019_MI,54,-0.0044444444444444575,-0.007777777777777782,-0.0011111111111111367,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_geodesic_minus_rct,spdim_geodesic,rct,subject_weighted,ALL,115,-0.0027407407407407432,-0.004650603864734292,-0.000826046698872791,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_geodesic_minus_rct,spdim_geodesic,rct,dataset_macro,ALL,115,-0.0016798564946713165,-0.003589288540677424,0.00021819932468080636,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_bias_minus_rct,spdim_bias,rct,per_dataset,BNCI2014_001,9,-0.0036008230452674993,-0.012345679012345616,0.005144032921810686,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_bias_minus_rct,spdim_bias,rct,per_dataset,Cho2017,52,-0.0006837606837606839,-0.0040491452991452855,0.0027029914529914548,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_bias_minus_rct,spdim_bias,rct,per_dataset,Lee2019_MI,54,-0.0072839506172839566,-0.013333333333333315,-0.0013580246913580294,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_bias_minus_rct,spdim_bias,rct,subject_weighted,ALL,115,-0.004011272141706928,-0.007257689210950082,-0.0007149758454106444,10000,20260710,dataset_x_target_subject,True,True,True
acc,spdim_bias_minus_rct,spdim_bias,rct,dataset_macro,ALL,115,-0.00385617811543738,-0.007574166402870104,-0.00012275772923921974,10000,20260710,dataset_x_target_subject,True,True,True
bacc,rct_minus_source_only_tsmnet,rct,source_only_tsmnet,per_dataset,BNCI2014_001,9,0.11728395061728397,0.054012345679012363,0.1841563786008231,10000,20260710,dataset_x_target_subject,True,True,True
bacc,rct_minus_source_only_tsmnet,rct,source_only_tsmnet,per_dataset,Cho2017,52,0.07411324786324787,0.058781784188034224,0.09165624999999998,10000,20260710,dataset_x_target_subject,True,True,True
bacc,rct_minus_source_only_tsmnet,rct,source_only_tsmnet,per_dataset,Lee2019_MI,54,0.1330864197530864,0.11197530864197532,0.15469135802469133,10000,20260710,dataset_x_target_subject,True,True,True
bacc,rct_minus_source_only_tsmnet,rct,source_only_tsmnet,subject_weighted,ALL,115,0.10518357487922704,0.09184367954911432,0.11899066022544283,10000,20260710,dataset_x_target_subject,True,True,True
bacc,rct_minus_source_only_tsmnet,rct,source_only_tsmnet,dataset_macro,ALL,115,0.10816120607787276,0.08531181083148676,0.13257395536562205,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_source_only_tsmnet,spdim_geodesic,source_only_tsmnet,per_dataset,BNCI2014_001,9,0.1183127572016461,0.05555555555555555,0.1846707818930041,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_source_only_tsmnet,spdim_geodesic,source_only_tsmnet,per_dataset,Cho2017,52,0.07248931623931625,0.057467948717948726,0.09006410256410256,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_source_only_tsmnet,spdim_geodesic,source_only_tsmnet,per_dataset,Lee2019_MI,54,0.12864197530864194,0.10790123456790122,0.1498765432098765,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_source_only_tsmnet,spdim_geodesic,source_only_tsmnet,subject_weighted,ALL,115,0.1024428341384863,0.08949911433172304,0.11610958132045089,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_source_only_tsmnet,spdim_geodesic,source_only_tsmnet,dataset_macro,ALL,115,0.10648134958320143,0.08398472617917062,0.1305148649361612,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,per_dataset,BNCI2014_001,9,0.11368312757201643,0.050925925925925916,0.1805555555555555,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,per_dataset,Cho2017,52,0.07342948717948719,0.05808733974358977,0.0913357371794872,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,per_dataset,Lee2019_MI,54,0.12580246913580245,0.10530864197530863,0.14679012345679013,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,subject_weighted,ALL,115,0.10117230273752012,0.08829464573268922,0.11486179549114328,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_source_only_tsmnet,spdim_bias,source_only_tsmnet,dataset_macro,ALL,115,0.10430502796243535,0.08155686464598502,0.12869779136330062,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_rct,spdim_geodesic,rct,per_dataset,BNCI2014_001,9,0.0010288065843621075,-0.0030864197530864213,0.005144032921810648,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_rct,spdim_geodesic,rct,per_dataset,Cho2017,52,-0.0016239316239316291,-0.00406036324786326,0.0007905982905982797,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_rct,spdim_geodesic,rct,per_dataset,Lee2019_MI,54,-0.00444444444444446,-0.007777777777777784,-0.0011111111111111367,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_rct,spdim_geodesic,rct,subject_weighted,ALL,115,-0.0027407407407407528,-0.004650603864734306,-0.0008260466988728008,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_geodesic_minus_rct,spdim_geodesic,rct,dataset_macro,ALL,115,-0.001679856494671327,-0.0035892885406774207,0.0002181993246807888,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_rct,spdim_bias,rct,per_dataset,BNCI2014_001,9,-0.0036008230452675306,-0.012345679012345671,0.005144032921810648,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_rct,spdim_bias,rct,per_dataset,Cho2017,52,-0.0006837606837606839,-0.0040491452991452724,0.0027029914529914487,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_rct,spdim_bias,rct,per_dataset,Lee2019_MI,54,-0.007283950617283964,-0.013333333333333324,-0.0013580246913580396,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_rct,spdim_bias,rct,subject_weighted,ALL,115,-0.004011272141706934,-0.007257689210950088,-0.0007149758454106429,10000,20260710,dataset_x_target_subject,True,True,True
bacc,spdim_bias_minus_rct,spdim_bias,rct,dataset_macro,ALL,115,-0.0038561781154373928,-0.007574166402870115,-0.00012275772923924026,10000,20260710,dataset_x_target_subject,True,True,True
