dataset,panel,seed,level,regime,epoch,trajectory_order,historical_blocked_unit_id,v2_unit_id,identity_changed,interface_id,montage_sha256
Lee2019_MI,A,5,0,OACI,49,10,c84_0c05f1cc18629f5edec0f124,c84v2_4fea141169bfb7e2bb9887c7f96c55f3,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,54,11,c84_29882ff3ce1504e787af1e1f,c84v2_c86443af27fcc6b583d01789172d78a8,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,59,12,c84_cb9ed690abd99a38c8f9b75c,c84v2_1708df6d469593eeead0a04d8a79f7cf,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,64,13,c84_b653d71f10d358ecfc0d5742,c84v2_ff9e1d555bb9072d64668a8309e319ad,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,69,14,c84_fb85ee07af9f852ea3060c64,c84v2_9e4bcc71115681d6f28489cb0df6216c,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,74,15,c84_43fae6a4ece95dab3fe81cbf,c84v2_8a7754c2784a247c88f6f009b218f1a6,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,79,16,c84_2342ff71c4aca184d5d2c074,c84v2_fe702de6fd7774ab52c51bd246ae5b28,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,84,17,c84_239a5516061709ce0f2d9f45,c84v2_afbe9805afe72dd15edd0cde66267775,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,89,18,c84_a1d7f9508a5ae041ff1c5284,c84v2_6a3322654b529c9ee6669c2daecbb711,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,94,19,c84_81e5565a0fa6aec4e9355edc,c84v2_99aced3b32675991c7ec82c6c622670e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,99,20,c84_5decbad2dd28e6688b99f0ec,c84v2_973f80e21b350382951e66e61d5ab2cc,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,104,21,c84_35c4b5952d2f960f8974f056,c84v2_60a779d1e52df64ea0d2bf4ef39bf460,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,109,22,c84_526b8e3b9a0ffb8991867dfb,c84v2_458f2d81f786a4efc906c1761f9b455f,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,114,23,c84_e140521f8d59ca8801a477bd,c84v2_656bf280e3ada1fbe5050eaf1bb94127,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,119,24,c84_c86d4552a5b447e06b934446,c84v2_4e4e2d32c18250e9774d431df4c2295e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,124,25,c84_17c1386fe2b1f4d592f66507,c84v2_858154a3c63070394ff52b6f61b7f5ec,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,129,26,c84_954e64ade67976d9980fc28b,c84v2_60ce8643fbd112a06d6d9525229fd6ba,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,134,27,c84_e7b22be24bca5cf03ab00f92,c84v2_d503d16d77bea517094274612148cd93,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,139,28,c84_ca9307a715cfa125487d7d70,c84v2_77ade3fcffa72b7b41858f5f2677c1e3,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,144,29,c84_29b71d530fe5a40b8a8bfc20,c84v2_3ca170cba91025962a8cfd3d21ae34fa,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,149,30,c84_22598509dfb1eaf4e16c8da1,c84v2_7a39f8331ff92de6183de44350678d6a,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,154,31,c84_2d0e0867dbf1d39a9b59e4ef,c84v2_3f9e47fba6aa1074fa8a4667212e52fd,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,159,32,c84_f63996c0baad55f4f43e8ab7,c84v2_36037a7bb7cd48f9b590e22cb723ccdb,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,164,33,c84_e2e807a63540032be9652f1d,c84v2_fc54fafa3f153ea39e1ababf6fb27e4e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,169,34,c84_fa29ba5e061cf53d05ddf811,c84v2_1f312fc3253bacc03ddb738beec80cee,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,174,35,c84_037d42193cc472f431b58729,c84v2_0a6d3172d5d219726197923415418d27,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,179,36,c84_4569c3ab8bc0a2bcd5420771,c84v2_ab73356e26d415f520e472e8ed413896,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,184,37,c84_622ff32f3b97b9b03aa7ecc3,c84v2_9f5ac3c9de3c22a58816b4304f1a0938,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,189,38,c84_30aa5ff302454904263ef3b8,c84v2_a7023c87aabb1e4727c2c6f3f9732d87,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,194,39,c84_321b432d417848eda345a18f,c84v2_41c0bf18b5532385bf92db69e5b907cc,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,OACI,199,40,c84_ed88aeee4f6d2e1464cbb4ce,c84v2_a8834b416b46b60dd9e0ea276159b5ae,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,4,1,c84_8cad3d531acf69c2d483bdb1,c84v2_6f2df8ed916e910fd8fd98dfd558f735,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,9,2,c84_090211a532517b10186913cc,c84v2_f92aee738491b191b32f2730244571fa,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,14,3,c84_58c86717eeb9849dcc48123b,c84v2_57dbb5f42ac703126a33463b2441b017,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,19,4,c84_2efa0fe49ffa8500c5b0b53e,c84v2_deae4a64b8e147ee143e3fe48f656d40,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,24,5,c84_9466b52398a60781c7cb3199,c84v2_804f82cdcbbc8c2e62d3b17e12462559,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,29,6,c84_90d25740144ceaa6822614ff,c84v2_32810fce269f352e0b660d3ef45efde2,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,34,7,c84_ddc1e76d1d612e0a77de131d,c84v2_794e9adc5c06a71b442c920fcc161736,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,39,8,c84_65a33b93721561be9d820fb8,c84v2_baf3430df6f32a513cf4f12df060bad0,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,44,9,c84_716c66c2ca8c19fe8b1b44fa,c84v2_b80bf88c03f0a0fe9a31b5635b6ca1de,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,49,10,c84_cb32419acb89e2a882be81f7,c84v2_ff7486a2b36c51d9a5dbe1bfc717265b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,54,11,c84_529bfec3b5a20c553913af03,c84v2_c136dd66e906aae209e3fcb0edc83517,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,59,12,c84_6152c9c5f9123b93a2028ada,c84v2_9fd47bcf914620f35c3f52d1e81c2f7e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,64,13,c84_d7c07f26487f439db0426a04,c84v2_6a8693f7c5101b1ed27111e5236d709b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,69,14,c84_607a20ede7648701b84d4dd9,c84v2_195045780520f002a48b267a4b7fdd6d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,74,15,c84_60716b0355a431e7255548e6,c84v2_8ef8f000e357159975e69d96cbc5478c,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,79,16,c84_ae3249396dda44bad7a2ab65,c84v2_8dab4f8dcdc594d3bb3925ccb4eaeaab,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,84,17,c84_91b0291bda255fa1f6efef03,c84v2_ed16915812ed8271b7bb8b8ebc22a786,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,89,18,c84_9734a897da7cc73d9acd17fc,c84v2_39ead2f10a5ce089b794ceb74675e99a,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,94,19,c84_a17b86793c61236942741ade,c84v2_56ebb9711fb4cfd3faecd3336dd87d63,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,99,20,c84_d612f80e986508ec5502a2d0,c84v2_09cafb459eefd4422cf94802309bd3f9,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,104,21,c84_16402859021810fd80a69b5d,c84v2_9c0169c925120ff13ec1f0963565a3c7,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,109,22,c84_751eac157d5f8f922374be27,c84v2_0450f1f154b12bd8601079a8a7d28098,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,114,23,c84_0d24023d445db4dfb5c85b9c,c84v2_5bebf659e076f1c7bf638dc8bf1a9973,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,119,24,c84_cb0c3f4c93392cb3d38f532b,c84v2_a1f282ba596f4d262bb8d1fe7363c03f,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,124,25,c84_8129220dffd2fb026e5f274c,c84v2_3d7b525aadb9bf29dfb4984681665a08,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,129,26,c84_a6a024dc1cf5ddfbb5f710f8,c84v2_e0d29c4b5f38909fcfbd7017f74b6348,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,134,27,c84_6f83e341f1386645d967e663,c84v2_9a3d98a4b4b096c948fd63f9b2e2ace0,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,139,28,c84_96219e2f06e5571a53488551,c84v2_f9d6e5a8ef9bed4fc4e3372e90b4c303,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,144,29,c84_90c70cd56d30a99b5a2c1ca9,c84v2_e6252c607c7bf2804802abb54f949c77,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,149,30,c84_0612cfa470429d0bae50212b,c84v2_ed50c2e7d26d7beaf4e55085dda3f88d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,154,31,c84_4c25c485a35db4d365a81e3a,c84v2_259bef65ecefce04fdd43e9cae5b7ec6,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,159,32,c84_b2167053c5aec689dd0fcd82,c84v2_0ef2c08ae3882b07cf8b4b1040b4ef69,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,164,33,c84_8101fa22f72dd642d32051d0,c84v2_c17fa626c767ee61aafd2cd9f614a979,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,169,34,c84_ca75322d593a81d095c7ed98,c84v2_1f93c0896400ce636ea3fbf6c7ce3f83,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,174,35,c84_601d9e255a4e7b26ec05ba6a,c84v2_eade79e9efe6a74f27e9fc8b8bf45c4c,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,179,36,c84_9a5285aa4f12a3d43569a389,c84v2_52be622de7332716a878573b12e20935,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,184,37,c84_2be651ab76b52e4675dc8a81,c84v2_ade9ade233a703c394a0ea63e1d7f206,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,189,38,c84_7b8ecdf4d09cf299a63d57c7,c84v2_b1681194bba023babd59f6a78561dd5f,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,194,39,c84_9e0514683d07630f0fdac6df,c84v2_728c78f7a830c9eeb33dc2276652ca56,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,0,SRC,199,40,c84_fbbd4a42f77098d08d577aff,c84v2_424d99ed2a164f925a91706766795406,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,ERM,199,0,c84_6038b675300a1fbf242805f2,c84v2_ccd04b77c83cd3a5e8e72f287e8a49e9,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,4,1,c84_68d469722fc5ba7d54d20594,c84v2_ff8ed82a4af349f3204cbc7766554434,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,9,2,c84_8d80381b5941131808da601b,c84v2_ae86b9fa1e4783d37226a00e18a6ffce,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,14,3,c84_a8a77b06dadcff30bf988d74,c84v2_838b0da4525b0aa55069a408837dac94,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,19,4,c84_30aa122da69841d980d7fa79,c84v2_18a1c61d575ccf5fb6705fbfb64856ff,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,24,5,c84_eee749212367af19607dceef,c84v2_b69e0aeff5cfb8ebd66df1bab49853a9,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,29,6,c84_c3ac5e3275c11359d1917e0a,c84v2_233c35d0b2dc72fb4106917a872e3385,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,34,7,c84_7b085ea05d7e603c9a522c0d,c84v2_2bf939562fc9096671464ea4ba955854,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,39,8,c84_732b4b4ad103ebd9bc779a49,c84v2_4e0984e28bd2c1e721955ff26da20b05,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,44,9,c84_6acb381be059abc4f1b09046,c84v2_6f94a0fc76d589f324c542f67dac0b71,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,49,10,c84_cb3547361e34029edf97b77c,c84v2_78f9f787927d5178800c822d4c5b7a55,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,54,11,c84_669c51503b2f2ce541d7bd2c,c84v2_22a7f0e24bd1ac53f8637102fa69ae06,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Lee2019_MI,A,5,1,OACI,59,12,c84_5833602958e0a47c05d3a7e5,c84v2_2cf539132df593a29cb18e2854ab755b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
