dataset,subject_id,partition,within_panel_role,subject_hash,source_audit_hash,C84P_row_identity,C84R_recomputed_identity,bit_for_bit_replay
Lee2019_MI,24,source_panel_A,source_training,0784464382baf417fbe556b10c0d31ef61a6d5656971900986bdf87a03c4c4cc,79decd1478d5542bc02dbf0799839767c1ae0a6bba2e4e5f20f8d7f528a40473,53fa88b2b87c3cf6bcfa185865e9fb33ead87bdb16ef8507302938e25a8aac20,53fa88b2b87c3cf6bcfa185865e9fb33ead87bdb16ef8507302938e25a8aac20,1
Lee2019_MI,15,source_panel_A,source_training,0b0bf23aaab147b2a8a3b611df4f8e13372c125f89b8c562c163e66605afc937,975a533c5729fae7d6310fd33974c0fb884655e0850d8f45ebed3ab3d049e99e,cb8143c7d58f383809d25b25e0c0aea9234c04c84914ddfbeadfd1dd88555f4f,cb8143c7d58f383809d25b25e0c0aea9234c04c84914ddfbeadfd1dd88555f4f,1
Lee2019_MI,33,source_panel_A,source_audit,118ef63063597307f1e513cfb5dc11f42c53b141d0b436623d8c49dd4e800149,af05bac5db534a6d566e25aab66bbcedf4be249fb304018c811b5767a330209d,047c16af9d66a3c4e6c5bbe800ede8ce7d680004cf0c1e21eaa1731580f99744,047c16af9d66a3c4e6c5bbe800ede8ce7d680004cf0c1e21eaa1731580f99744,1
Lee2019_MI,53,source_panel_A,source_audit,2a2cfc996cd4c26db048900f2142c318f68cb15f5c10660f3acbd549b7dd480e,c67e81851c2f658989cdd6f21bc04b9e6bee9ec8f61ee9fdbfc13f61882b4838,6da7159d3b5f1e9ff5147110f22d4de7c7139145ec425b2a6a91c27340bb28bc,6da7159d3b5f1e9ff5147110f22d4de7c7139145ec425b2a6a91c27340bb28bc,1
Lee2019_MI,34,source_panel_A,source_audit,1020c08315c81049e64cb50a67b01fad39a9bbf08d1d0addd82056a4d39d374c,d6afbd4952be5921402c27550324ac442ab463f52c760f55f63be26bdabbd778,cb6e30f75e7642338c2178349a0e03a8ce9a7aef82dfe8f5dcd7b5a4e48ecb17,cb6e30f75e7642338c2178349a0e03a8ce9a7aef82dfe8f5dcd7b5a4e48ecb17,1
Lee2019_MI,40,source_panel_A,source_audit,249b3d4dea15de2f58eabb36c8e03b6953f655d65014f6bc9abaf6adb35dfa76,e8a499fca6ba2d69cb561d35104524e809b1dee7fcb909ba217272f4304d3ed0,46258f92a7eb70473ef876e9e7845c5c0e76eb19e326731d684349b53b450ab5,46258f92a7eb70473ef876e9e7845c5c0e76eb19e326731d684349b53b450ab5,1
Lee2019_MI,16,source_panel_B,source_training,7e09a8797638a1771f870cb0ef2bb833329fac74c80572e698fadf06d0e06d1d,1efc41f310274acd28dc2220782a7b6c8d666394054953b74d73fa853262fd3f,c7f9011188ffd0a3f6c60c3f858453261d7d11d0421c58ab826d3d0a2b3b9a41,c7f9011188ffd0a3f6c60c3f858453261d7d11d0421c58ab826d3d0a2b3b9a41,1
Lee2019_MI,39,source_panel_B,source_training,60c663e39166096a57d3274cc1914b965fd109297ba8c8b095f3e56c18544ef6,232606a7a0e9c6d5dafe8422f2f294e4f0e18ff9504026ad50c67f7b83a6dc5f,fe5619f299cbc7d4a6af005b1b6e3d8906654587d33671cd4e76b5a5491392eb,fe5619f299cbc7d4a6af005b1b6e3d8906654587d33671cd4e76b5a5491392eb,1
Lee2019_MI,44,source_panel_B,source_training,6c4de3d56c10df41415398edbbc6c24a7ed0aa1be43b5dd52bcd237f46806caf,2e4ec2a812567dc5d84baa5dbf2598db755c1f62777ba0074317cc4ce5dc01af,32bbb36f2876a3386606fdf9474bffb4c46ed52b86746defa7d91b0726e73085,32bbb36f2876a3386606fdf9474bffb4c46ed52b86746defa7d91b0726e73085,1
Lee2019_MI,49,source_panel_B,source_training,5559145affc92b8b528ee8229dfc5e7d1d7356a388914adc8018ada441b32578,3941493a65963e6ac9946e5fd51d4681528d67ff1cdf8aec14fefb9dc9c9038c,1b890ce02422631f4e597284367d59357fd684b820281c286a33ab23cdd312cf,1b890ce02422631f4e597284367d59357fd684b820281c286a33ab23cdd312cf,1
Lee2019_MI,36,source_panel_B,source_training,788240cb2298bd98e23dd67da432c1bd5eb576676c5be504bef8e2dbe417e715,40e1143b7b84fca377763ec22149c2201ae755307f03fbdee978221c50bca168,3c2ae390deb4397ef37105a83d9e74ed1056d9c781880862a318706ad9347510,3c2ae390deb4397ef37105a83d9e74ed1056d9c781880862a318706ad9347510,1
Lee2019_MI,7,source_panel_B,source_training,4e19ded678527cee5546a993b924f2de28bbceb43cbbbd2270f7dbd15023a7ca,453825103b675b1a2cbc2986dc005f3e2d7031042ba2c3c8c1960a6e5319a760,25a43282f9aa7056a6065fd18149eb456400f833a5dfe2ccede57fff45431d0e,25a43282f9aa7056a6065fd18149eb456400f833a5dfe2ccede57fff45431d0e,1
Lee2019_MI,2,source_panel_B,source_training,67f5ac36ec1f5372caa69e31c41eb1edca0d98042b9984c5883631ffa75c4908,68f917949744554dc22d3458f6f0d3b0394deeabe81b6fc91501bffe9f71ea60,bd5e7c25f2439ad3f93b3dab4e5419347b000f2fa5da6f1f1e355fff74b20ac5,bd5e7c25f2439ad3f93b3dab4e5419347b000f2fa5da6f1f1e355fff74b20ac5,1
Lee2019_MI,27,source_panel_B,source_training,67c8a322ef84a3425c0ead7744e9105a3922bf662965bd96c5a0693ffd4cc4b7,7aca110282936648d08b868ac541d8d982268f79d073ccd0e846b046c3743cdc,4b098c5ba45866eaa40574ed90eda2e9ebd6a8cf20314e1a8fb7bd717039ffb5,4b098c5ba45866eaa40574ed90eda2e9ebd6a8cf20314e1a8fb7bd717039ffb5,1
Lee2019_MI,3,source_panel_B,source_training,67678ccad4c1004d214922e4df6095c186006ae24a915be64b3a635a34c843d4,86c911b20262de22f06096867c6fa18cd351a658bf33820ae1cced81eba416d7,18a6d9ae61c775020174987727a3fe84fcc8dc588dc12ce4410b89ee5cbea704,18a6d9ae61c775020174987727a3fe84fcc8dc588dc12ce4410b89ee5cbea704,1
Lee2019_MI,38,source_panel_B,source_training,8f37d96dc3d97d643a4377b3c6b810e659ca56f42faabb9073d9956e35fc5ece,9b2fec1d9ec7681be01b8e249c55d42fcdb6c9d2b410988b8257aa5054bb9514,764e4bedcb66f7e9cfcd6aa0e12db1efc29b1037b3cb8ac15b44f83b8988ba6b,764e4bedcb66f7e9cfcd6aa0e12db1efc29b1037b3cb8ac15b44f83b8988ba6b,1
Lee2019_MI,23,source_panel_B,source_training,41f84eace30dda1fa7212ef1c7087ab844076a565a42f45cf76e87a3f37494e2,aa169b81e757b28451a1bc334df3a6ee9f3cb3f273b21c7fe7afa486cbbdaba5,678da71ae7aa4832adde4c1b993152af8c453bb4ad582c7c0b0f607d44ac852b,678da71ae7aa4832adde4c1b993152af8c453bb4ad582c7c0b0f607d44ac852b,1
Lee2019_MI,30,source_panel_B,source_training,4304dfd26f8be3f21cca04f502e7ceb55ee7f1efd3e6c946c74067b38f96e941,bd23b7cf5cce8f046955906ffd27dc49c009a6ce1e609d15976fe721b10c54e9,eb22a814e6dcc5d9552ede14fa4bd94e5d70d45a1fe9bf8a571ab4a1faa236d9,eb22a814e6dcc5d9552ede14fa4bd94e5d70d45a1fe9bf8a571ab4a1faa236d9,1
Lee2019_MI,43,source_panel_B,source_audit,6cb3f60de140f3f0475e1453f0d94b83c069b83cd7be39cec1fe13c9d24a1c0f,da3458c2145531dfad35cda9fb7f85985d0ad73d61b55f64a84c4b24cf417e90,b2afac90bd77e0cf6957275bf21f13b8d4912043fcea8dfd975bdffac5640d06,b2afac90bd77e0cf6957275bf21f13b8d4912043fcea8dfd975bdffac5640d06,1
Lee2019_MI,42,source_panel_B,source_audit,8d28452c95818617d303eb4ad727b587ef6ef57ed60cb54f049b79409ee92b22,dba88ad3a88ec99003cfefe9264cda64369aae64afb4fc85862d466594d82bce,f68f8a7046d428c6da177a0e86544fc919e60f33635dfa6128afcadd9ee02f85,f68f8a7046d428c6da177a0e86544fc919e60f33635dfa6128afcadd9ee02f85,1
Lee2019_MI,20,source_panel_B,source_audit,369f93d298ccd468c699c0c4af2fd7ddbe8ca9bc4aa023b70a44c0940aff6c6a,eaff8b6414c681b4e0c00c65b69b2035cedcff24bc6550482fc56dfdc900d234,32624dd9c1adf2328b75e41b48ff973ef6cb51fb074a1a5b456c1bd2f7e08d86,32624dd9c1adf2328b75e41b48ff973ef6cb51fb074a1a5b456c1bd2f7e08d86,1
Lee2019_MI,51,source_panel_B,source_audit,590ed1869bae31fd767214b45b9ac5190c4755aa848a14de512ca0e1e64f6018,f89f61e7876a601d780f3c5ca53df64ea5356287740e72fdef5502f852f88e06,7de4df335f651858fcffc130fd5f58160dafc5eb2c9f7a83febb9fcd72af12d1,7de4df335f651858fcffc130fd5f58160dafc5eb2c9f7a83febb9fcd72af12d1,1
Lee2019_MI,19,target_population,target,905001fcfc97dad316e46c0176069c60e167a58d85c3f510e2492b0fe9499d50,NA,3d3fc331a08f7a03d58c25708d824c804b57d4f7b91b5416ea91687f56e23ac0,3d3fc331a08f7a03d58c25708d824c804b57d4f7b91b5416ea91687f56e23ac0,1
Lee2019_MI,37,target_population,target,9172b23f2ec548b7d8c1bd6a2871f8b19396fdbad5aacce7f0878332351b56aa,NA,7e9a8d43ef8eb3b16835a5befcc14e52b0789ae469fb72c3bd0098ca2353eac4,7e9a8d43ef8eb3b16835a5befcc14e52b0789ae469fb72c3bd0098ca2353eac4,1
Lee2019_MI,45,target_population,target,973994cd6993fa15c505a9ff8afbf2df3c759b697aa59ce84ca5561ea14ca837,NA,aa9b1f249bfda10daf150aa456befeea938293f7c0d499eab9d208496d801e7c,aa9b1f249bfda10daf150aa456befeea938293f7c0d499eab9d208496d801e7c,1
Lee2019_MI,41,target_population,target,9a99ccc39aa83b4b6a7886f37ba3cafb4d3808064e7595c465adc86436a682a5,NA,61d4c38499f2493f89402fd345564b085115673df97ef2b4d7bc8f0f0b20c9a8,61d4c38499f2493f89402fd345564b085115673df97ef2b4d7bc8f0f0b20c9a8,1
Lee2019_MI,12,target_population,target,a01a02dedf0f34abb2dc4e0470539bb6c0cefaca4d1f1c79ec91a5bca33e40e1,NA,13ac9f75b804dc964555cae4cfcba567f67b0096958d9aed55adca3f75c3d046,13ac9f75b804dc964555cae4cfcba567f67b0096958d9aed55adca3f75c3d046,1
Lee2019_MI,46,target_population,target,a2fae8f0cda5a7986120e79811efae7320ad151d0149fe0ea2a38ece164f4f57,NA,bdece0370e357b41e899b4995758fee5a9965181d34d22b9cc5c7491678be0f0,bdece0370e357b41e899b4995758fee5a9965181d34d22b9cc5c7491678be0f0,1
Lee2019_MI,14,target_population,target,a84bc605c0a32f0b7e0d879cb6baf9ebeaee9f9b43e21cba8bcf93f3a148cb2a,NA,28eadbef0c3b49c548a5748cc930f5334af8ca60a537e358dc4e68c73aa22ac9,28eadbef0c3b49c548a5748cc930f5334af8ca60a537e358dc4e68c73aa22ac9,1
Lee2019_MI,8,target_population,target,adac4058f9b3e448b1467cae0795aceca9d07472444c737cda6faa517b7e9a88,NA,a1669ed93e1014daf3ee34d5c36f0ab6c6620682a3a916f52c9990eec8bde725,a1669ed93e1014daf3ee34d5c36f0ab6c6620682a3a916f52c9990eec8bde725,1
Lee2019_MI,9,target_population,target,b542c80baed94c89531c6c468b004b37689e8e2d3a0636bde514fe14ed1cbee5,NA,33c0db0f8f252de86c7b6c7a1b01dce88bd62aa3321c572f5011b6b8e1e6d5e0,33c0db0f8f252de86c7b6c7a1b01dce88bd62aa3321c572f5011b6b8e1e6d5e0,1
Lee2019_MI,35,target_population,target,c16fecd9ce292f5dce1e7e19c44b401590dd4f9bbf98ada9f0f8d5eb78ce8842,NA,729b43c61bda7dce2fffa10f97013927dcdc7981476e5265543605fa1c9d61a7,729b43c61bda7dce2fffa10f97013927dcdc7981476e5265543605fa1c9d61a7,1
Lee2019_MI,50,target_population,target,c7c88d184f78cfbfb59cc55da411dd1cf0cd47931839d88891a2b1d7c2f29eb5,NA,6fe0acdd540bc9d31e840bdb47ac46e8a3f59c697eecfd90bf2f38e922bda44e,6fe0acdd540bc9d31e840bdb47ac46e8a3f59c697eecfd90bf2f38e922bda44e,1
Lee2019_MI,11,target_population,target,cc2494b565f9698a78ebf556e021e5a3acfe71bf8215167c8978a09a59c27f20,NA,485e18213d1a90399c0a0f1e4f83e75729a7fa4ca0e9a2b9e545c58455b1667f,485e18213d1a90399c0a0f1e4f83e75729a7fa4ca0e9a2b9e545c58455b1667f,1
Lee2019_MI,47,target_population,target,ce276d0fef8707184ea054bbeb260409529561bcd2ff9e572d4b44f02d6a1fc1,NA,1562b07f676796f487839f10c342dbaf7dad70f73dd715ea78aac790a8bb4a43,1562b07f676796f487839f10c342dbaf7dad70f73dd715ea78aac790a8bb4a43,1
Lee2019_MI,6,target_population,target,d633a41d9ee1c4802ce5981f3383de655fed77400eb3e2fa1cf26f879dae5994,NA,ddb8659af7150211c9933119137449743f0e1138564bbea774046b2bd2197e29,ddb8659af7150211c9933119137449743f0e1138564bbea774046b2bd2197e29,1
Lee2019_MI,25,target_population,target,dc4a704a875ac0347753868ea95ad5ba0fa369221e168e08e314ea36ec629862,NA,6ab16cb5bb5f63f7ad9d9f262be71e039d445abb6bf24881974c108671952012,6ab16cb5bb5f63f7ad9d9f262be71e039d445abb6bf24881974c108671952012,1
Lee2019_MI,48,target_population,target,e6ca52dd15bcd99d842230ad71391db8e762f255737e82b8a740e9860707e38b,NA,1cacbdff58ba884a8eb565b8622f6b512ab2046604d56775cb14245e50506e3e,1cacbdff58ba884a8eb565b8622f6b512ab2046604d56775cb14245e50506e3e,1
Lee2019_MI,1,target_population,target,ebbab2155acab5d139a31b46f29b49c271f70e843219fd47bf01c51cd9fba0ce,NA,c8b94b3dd781fad858a1c9f4d0ee2fac48b1d60694cf3fcd391b6005c550ca0f,c8b94b3dd781fad858a1c9f4d0ee2fac48b1d60694cf3fcd391b6005c550ca0f,1
Lee2019_MI,52,target_population,target,eeee8c9e60cb5fc4a6f5f5c72687d523eab43262aaf3e638035576d83b18d036,NA,1edc10cfa773e64e02a8d29235a5db0f16396a85170e6597ce5b17165d976b56,1edc10cfa773e64e02a8d29235a5db0f16396a85170e6597ce5b17165d976b56,1
Lee2019_MI,29,target_population,target,f3283d5ebbd507f28d5f65302edee6442d85a16c883163fdb84384174ea48499,NA,3ee69ab86f08aeaa3cd7a27a755a32e81370e11b2f895e812ad933ea3dc1fedf,3ee69ab86f08aeaa3cd7a27a755a32e81370e11b2f895e812ad933ea3dc1fedf,1
Lee2019_MI,17,target_population,target,f5480ad377f0de6362f5862f97cbf8dd7ca1bece66e19b407d7f64df220f86e5,NA,832026795ab2e6e1740cf589e29a3b0d8f2124bb2a6238e6823115dc5bedd740,832026795ab2e6e1740cf589e29a3b0d8f2124bb2a6238e6823115dc5bedd740,1
Lee2019_MI,22,target_population,target,f56dc46f56ed1c0c1b72c85230f28e02846f267bee9bfc8e108ceb4657ef0e0a,NA,ecd52ac2d0844b6a5496702d7832b55327acbfc65abc8d4e519f32b4ce999913,ecd52ac2d0844b6a5496702d7832b55327acbfc65abc8d4e519f32b4ce999913,1
Lee2019_MI,26,target_population,target,fb9b5251988218be478b4a2aef852a0f23391da00d84c2da951682cc2b7e0378,NA,2cb91b62d6bcdf925c8e3ff7c8df7b5b7f17359492e30df1d85efb82ed0a51b2,2cb91b62d6bcdf925c8e3ff7c8df7b5b7f17359492e30df1d85efb82ed0a51b2,1
Cho2017,17,source_panel_A,source_training,0e80b3e56729d44d03255d884a7ccbd5ae290e74a69f6bbefb5de916c326a61b,1a34f4daca2096582e2e270400d1b329f37964ffdbf3e576935d117eeaf6e8e5,38fc3643aeec329cd966e9dc213a326eb2f39d737ca799fca1a05036d2658936,38fc3643aeec329cd966e9dc213a326eb2f39d737ca799fca1a05036d2658936,1
Cho2017,38,source_panel_A,source_training,0a6d99d8edf6459eba9304300963a304d0bd119230043becac84b013b24feb1b,1f531a308693ba12a15d85a38e84288f5bc13264ed366f3e1ebbc7241ff2b23d,08e62b90b56969fa1c57b572dd30da9d18f2a693832b43e22a21029776fdfc2e,08e62b90b56969fa1c57b572dd30da9d18f2a693832b43e22a21029776fdfc2e,1
Cho2017,49,source_panel_A,source_training,0a30386f8be007e5760a5fe33dfea02bfeebe98390d0229b01d021565d01dcd1,24fa01703696ed3daa2a3ec43007f962df2b1b8764796980648c6f1af19ef2a6,627649067fcccb628fcf0c8ddf0699d60a45ff39f4189221306ee5c27d98559a,627649067fcccb628fcf0c8ddf0699d60a45ff39f4189221306ee5c27d98559a,1
Cho2017,52,source_panel_A,source_training,2045a639c03d9bdad6744278edf88948729d9e7e0368c3bb7b686f8b70516244,25c3790af2e170524fb5bd786592789e8c327f8a2baaa7168de98631f66ea5f7,82c7b7e05ea356dd83f603d6b4af5b2edea3bef8df1e779143a2f68d164d67ea,82c7b7e05ea356dd83f603d6b4af5b2edea3bef8df1e779143a2f68d164d67ea,1
Cho2017,33,source_panel_A,source_training,1a292992943ea7d1a6845f2de1763b8377588551741a621522d3673ddd2b2f4b,3af5e44ae8aee2566faddeaddbd9c1953f1631d072447115232d16ca4f7a6de1,6dcf87fcda5498cbd7eecd1dd2f1e24141b0e3aad920e391af70e31ea76f8bb3,6dcf87fcda5498cbd7eecd1dd2f1e24141b0e3aad920e391af70e31ea76f8bb3,1
Cho2017,51,source_panel_A,source_training,370c2e19d7ac1148241526a76d590a1fb47b6cf670b2b39472d789884ec4cd38,42051d209a290e2d84d7a6b71b44bd1258d15cf4ed345485b07fa7e066691bd3,4f5a50a5d2c4b4257d6f425fd686ea949684cf318052ad858864c45f0cb491e0,4f5a50a5d2c4b4257d6f425fd686ea949684cf318052ad858864c45f0cb491e0,1
Cho2017,18,source_panel_A,source_training,000edf500bf0ab187159df88bc6fd5e544be3c675fb24090a5e10a1253ad3e49,4be2a4c14df8c8a5950ed6ad419ecaa937639eed08a8bf403dfe70cc8a883090,410ccba00ce584403e7bb163efcf23c58b5cca649ad7e2c26463b13ce1788685,410ccba00ce584403e7bb163efcf23c58b5cca649ad7e2c26463b13ce1788685,1
Cho2017,46,source_panel_A,source_training,39115bc5eea6a8681bdf3cd162069ff40436b3d7519e56caea4048e384afe002,4ff84cfb4e23bfc1840b44bb6b7ae5a1a419326f98797e2ec44356b44238ed86,ef03a614c36ec6f5e47c133cf6d9f328c6d459126e3b499d2b167579f2229bea,ef03a614c36ec6f5e47c133cf6d9f328c6d459126e3b499d2b167579f2229bea,1
Cho2017,19,source_panel_A,source_training,3d834959f1f692409ef405709e912ddedf5738b37afe1aadb0d409caf9215c4b,5b637bc031c5b6c06341e4155a268ac68bdae099ad52555cda0c10b3fee09733,a54aeb75397821448ce057b3f51908849061377030d265b26fd8dbf507b2f0ad,a54aeb75397821448ce057b3f51908849061377030d265b26fd8dbf507b2f0ad,1
Cho2017,28,source_panel_A,source_training,2fee082d1e31428228614b9d813fc6a377f3c0f5a0a33dfeca18d9c62f432bf6,a74724ce127e7ebbfceb6fa05d5371dade5a97e49ff050bd430adf7001f4dec8,31b054f94fe78211be3f7127b3e8c8a306879b29c3891edfa623a5215127cdf7,31b054f94fe78211be3f7127b3e8c8a306879b29c3891edfa623a5215127cdf7,1
Cho2017,35,source_panel_A,source_training,2adfdcd0adf079fccc113a9df14e0a1dac9bf8f7b01b1d9dd718042ab49fba8b,beff6fc0a46f7cdf94bc5adb4b5398fe86ba124812db8eac39b4b5180db5d6d0,0b689fe84fd0ef29223b80274353edace67b22bd8f885c820b7b15abf4572405,0b689fe84fd0ef29223b80274353edace67b22bd8f885c820b7b15abf4572405,1
Cho2017,23,source_panel_A,source_training,2c64cef1b958087a059c3245c761cf1ed8ed35f3598d07c60e8179193a850582,d561a9446cf061af82f144551b5607125c545b48a1b5f6c6e5bf8ae200f6a431,0c8832f1136f1ddd65fea937a42db7ca772468565cb576b8ebc199baaf70ba2d,0c8832f1136f1ddd65fea937a42db7ca772468565cb576b8ebc199baaf70ba2d,1
Cho2017,34,source_panel_A,source_audit,0fe5e9f1b49df6d1f4e5ab98896e33f28806ddbf0c9654dd567286fc4d43d617,d66af26172ac479108d171a25f7371640302658ab1ea00100bc4cc24cb4d7480,88f2c82e666414b5a694a0f0a3991d79013fceba44c9b62a0bb04703103e7203,88f2c82e666414b5a694a0f0a3991d79013fceba44c9b62a0bb04703103e7203,1
Cho2017,11,source_panel_A,source_audit,295831aec782917c3f392beedc776ffa32fec2f5981cca71cd9b4f1b212f6b68,dc25b1110a0c0b99b8fb36a8e779ed816316613bc9f157726e9a73b3635f8229,d4d5bc892abb6a7b9a8b8fc6a844149c8aee23f93b75a8b5b5b2caa649be80ae,d4d5bc892abb6a7b9a8b8fc6a844149c8aee23f93b75a8b5b5b2caa649be80ae,1
Cho2017,25,source_panel_A,source_audit,2e8f9ebd2be58310e1ea1654d91348022b6f611b247b7c9b90953841910ad970,dcbc04838fe2161cc1ab8fed6b51aaf41fcc1e3eec362b5dd6043e0e64334208,fc281cdd3c7d943c1f9373623a0ba82e8244cd4777025c5a868889cfab5639fa,fc281cdd3c7d943c1f9373623a0ba82e8244cd4777025c5a868889cfab5639fa,1
Cho2017,14,source_panel_A,source_audit,307989b875f724fcf0804adae437cde6cc46e4b80a6e9edad73c872d4accb559,f034b2e285d6d56ffda3d1ee0800126488937b933f30feb0f75908dbfdaa2b6f,57eb1d976dc252fda31a29aa21b86249b77901ade67ea3f4575480d3eaa1de84,57eb1d976dc252fda31a29aa21b86249b77901ade67ea3f4575480d3eaa1de84,1
Cho2017,37,source_panel_B,source_training,9b37bd091775eee16fc9c77470c6202b432fdea04b33f84c1041fd927af54fa6,0456501a0a3a54e80beba9c8a7d8cfc2f0da5a51da8f023456214ed8ddd7255d,99dd86a671bc547720eb3382e715b10b1c2154fdbed328c89eed971bb0effca7,99dd86a671bc547720eb3382e715b10b1c2154fdbed328c89eed971bb0effca7,1
Cho2017,8,source_panel_B,source_training,63e3fa1c004701e83d189ca147dd2c56526b897bf39737ceac9989c319ea6630,11e2652d39cfdde49ea4b6d83e7f19bdcc00f0d8e79c420611ffa7e828922734,c11aa2452f84d1b256c6288ef18e08c60d3f21c13d6adfb0ef6f5a98e5e72ea0,c11aa2452f84d1b256c6288ef18e08c60d3f21c13d6adfb0ef6f5a98e5e72ea0,1
Cho2017,13,source_panel_B,source_training,a6e4ae85312645c096c5af1d79d2646e56a816d34eb7a350b774bc5543e191ea,2408fe60062c27c64870dcd8a02e3420e1f30d347dc03259906ea122a07849ce,55befa83d6de80cbec9d1989b097756cfdcd1241a936cb3a0f8e8081c436a613,55befa83d6de80cbec9d1989b097756cfdcd1241a936cb3a0f8e8081c436a613,1
Cho2017,29,source_panel_B,source_training,5854408709197a42082108a4dc571a8d469c859324865c0ea9b947d66ef33352,2d97793cf6a59dfa88147720d0cd47ec60a7106e2d1b87f7aa9c03d9a2a4cada,02d9bd4882bdca7f5e7b33409f01086b293bfafe6ecc3843cfe488490ff8740c,02d9bd4882bdca7f5e7b33409f01086b293bfafe6ecc3843cfe488490ff8740c,1
Cho2017,5,source_panel_B,source_training,6f02ba8c765fcdd9e7cf2b443870967a017cb6f66e9e90991ad4e8a7e468b685,3952a06055067bd67377ed660f7dc14a9829ffa39db7388c991d2f27feb5adc9,c8ee16900fffca7746a7e385196ad33d7ebb55732ef0ab6eb0b4e5d3ef663972,c8ee16900fffca7746a7e385196ad33d7ebb55732ef0ab6eb0b4e5d3ef663972,1
