dataset,target_subject_id,adverse_rank_1_is_worst,primary_Q1_effect,level0_Q1_effect,level1_Q1_effect,primary_Q2_excess,favorable,registered_Q1_floor_breached,LOTO_category_frozen,LOTO_category_changed,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
Lee2019_MI,45,13,0.17047532160093878,0.16938597724722076,0.1715646659546568,-0.22490539353347302,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=45|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=45,0
Lee2019_MI,14,14,0.19575058758898267,0.20167572042104154,0.18982545475692378,-0.2755444164631149,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=14|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=14,0
Lee2019_MI,41,15,0.1982687978836056,0.13178283390428197,0.26475476186292923,-0.15855931308659466,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=41|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=41,0
Lee2019_MI,17,16,0.22560857598046502,0.36879166810201286,0.08242548385891718,-0.15997030971263426,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=17|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=17,0
Lee2019_MI,22,17,0.2661573638825234,0.2887814655320766,0.24353326223297023,-0.33733983994624267,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=22|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=22,0
Lee2019_MI,1,18,0.26641956708410425,0.3459849077723315,0.186854226395877,-0.27497902161252197,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=1|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=1,0
Lee2019_MI,52,19,0.27612212003057063,0.3092176466554337,0.24302659340570754,-0.13945667190419064,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=52|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=52,0
Lee2019_MI,9,20,0.30206106654614906,0.2166925644757967,0.38742956861650146,-0.37564359627970456,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=9|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=9,0
Lee2019_MI,11,21,0.307332790772674,0.126539704660194,0.488125876885154,-0.20404277598253984,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=11|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=11,0
Lee2019_MI,50,22,0.411429173455578,0.4612468584230873,0.3616114884880687,-0.18907755377925003,1,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=50|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=50,0
Cho2017,3,1,-0.3051707956879253,-0.328310126916584,-0.28203146445926663,0.11735334865585445,0,1,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=3|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=3,0
Cho2017,41,2,-0.014796733188157551,0.0385025193708437,-0.0680959857471588,-0.07297028323684152,0,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=41|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=41,0
Cho2017,43,3,0.0173476252815115,0.0798921269509987,-0.045196876387975704,-0.1389817158326589,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=43|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=43,0
Cho2017,40,4,0.1501084399040952,0.23290812815700912,0.06730875165118128,-0.049576799456551884,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=40|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=40,0
Cho2017,12,5,0.16471134808344867,0.24178802774908598,0.08763466841781137,-0.12556888644676745,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=12|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=12,0
Cho2017,47,6,0.18589509290351067,0.20484865121397544,0.1669415345930459,-0.17584198562119227,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=47|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=47,0
Cho2017,10,7,0.1867175887719189,0.1828312052116139,0.19060397233222393,-0.14977251774145006,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=10|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=10,0
Cho2017,36,8,0.2010295288807153,0.3516936971542853,0.050365360607145304,-0.23029521740035375,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=36|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=36,0
Cho2017,16,9,0.20706461004350327,0.28693480788135683,0.1271944122056497,-0.23385688366699384,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=16|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=16,0
Cho2017,45,10,0.20811321624771034,0.15856661650227138,0.2576598159931493,-0.14546918035434864,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=45|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=45,0
Cho2017,2,11,0.20983096022175285,0.346592766619777,0.0730691538237287,-0.051572433483828034,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=2|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=2,0
Cho2017,4,12,0.21941606982919865,0.18372202788629716,0.25511011177210013,-0.10414588919180756,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=4|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=4,0
Cho2017,1,13,0.21945162657027628,0.14208285063207338,0.2968204025084792,-0.1857423575879243,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=1|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=1,0
Cho2017,30,14,0.22762696728857348,0.33925108761305056,0.1160028469640964,-0.1771518276592345,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=30|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=30,0
Cho2017,31,15,0.24502388773327463,0.38275416379713223,0.10729361166941703,-0.18530579174933984,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=31|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=31,0
Cho2017,20,16,0.2557389347431315,0.21895899268298225,0.29251887680328076,-0.1608847683188713,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=20|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=20,0
Cho2017,48,17,0.26819969732684373,0.20356352203585407,0.3328358726178334,-0.20359898863351877,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=48|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=48,0
Cho2017,21,18,0.28053796116632873,0.33337670783220075,0.22769921450045674,-0.3167612957224921,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=21|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=21,0
Cho2017,24,19,0.317261156613864,0.29406218763992603,0.34046012558780203,-0.21321995519386158,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=24|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=24,0
Cho2017,50,20,0.37598538758736194,0.4219731673153882,0.3299976078593357,-0.21181104612054946,1,0,A,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=50|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=50,0
PhysionetMI,38,1,-0.31044711910270695,-0.2676177228948618,-0.35327651531055204,0.14099593453676668,0,1,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=38|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=38,0
PhysionetMI,17,2,-0.19943554312615094,-0.1316746322409198,-0.2671964540113821,0.02785689062781624,0,1,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=17|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=17,0
PhysionetMI,68,3,-0.17813894181045953,-0.40111544303231866,0.04483755941139961,0.04943909747589831,0,1,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=68|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=68,0
PhysionetMI,74,4,-0.15273624715782072,-0.07198862151253765,-0.2334838728031038,0.18954912999373344,0,1,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=74|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=74,0
PhysionetMI,57,5,-0.1444926690681838,-0.006740814915804805,-0.2822445232205628,0.07866079514876337,0,1,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=57|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=57,0
PhysionetMI,86,6,-0.14011067116737722,-0.3356496329333882,0.055428290598633745,0.18922746444492844,0,1,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=86|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=86,0
PhysionetMI,41,7,-0.12378659348241047,0.19922591723321165,-0.4467991041980326,0.0054116175103305075,0,1,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=41|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=41,0
PhysionetMI,58,8,-0.11391518740445195,0.04180365722289714,-0.26963403203180103,0.08472677768950893,0,1,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=58|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=58,0
PhysionetMI,102,9,-0.10084954632598697,-0.02563831590909299,-0.17606077674288095,-0.008031825668397802,0,1,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=102|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=102,0
PhysionetMI,61,10,-0.09109563010789347,-0.04504999099530976,-0.13714126922047717,-0.0560855401127138,0,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=61|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=61,0
PhysionetMI,13,11,-0.0845337552856672,0.09059417478148168,-0.2596616853528161,0.013851885160709232,0,0,C,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=13|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=13,0
