dataset,level,method_id,method_name,target_count,minimum_75pct_targets,Q1_mean,Q1_mean_pass,Q1_mean_distance,Q1_maxT_p,Q1_maxT_pass,Q1_maxT_distance,Q1_favorable_targets_descriptive,Q1_favorable_pass_descriptive,Q1_favorable_distance_descriptive,Q1_worst_target_descriptive,Q1_worst_pass_descriptive,Q1_worst_distance_descriptive,Q1_panel_seed_cell_means_descriptive,Q1_positive_panel_seed_cells_descriptive,Q1_panel_seed_at_least_3_positive_descriptive,Q1_panel_seed_distance_descriptive,Q1_pass_frozen,Q1_nearest_available_failing_component,Q1_nearest_available_failing_normalized_distance,Q2_mean_excess,Q2_mean_pass,Q2_mean_distance,Q2_simultaneous_upper,Q2_upper_component_status,Q2_maxT_p,Q2_maxT_pass,Q2_maxT_distance,Q2_within_margin_targets_descriptive,Q2_target_count_pass_descriptive,Q2_target_count_distance_descriptive,Q2_worst_excess_descriptive,Q2_worst_pass_descriptive,Q2_worst_distance_descriptive,Q2_panel_seed_cell_means_descriptive,Q2_within_margin_panel_seed_cells_descriptive,Q2_panel_seed_at_least_3_within_margin_descriptive,Q2_panel_seed_distance_descriptive,Q2_pass_frozen,Q2_nearest_available_failing_component,Q2_nearest_available_failing_normalized_distance,level_heterogeneity_frozen,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
Lee2019_MI,0,U15,Agreement-on-the-Line,22,17,0.0024287710834728637,0,-0.04757122891652714,1.0,0,-0.95,3,0,-14,0.0,1,0.1,"{""A5"":0.0,""A6"":0.00971508433389144,""B5"":0.0,""B6"":0.0}",1,0,-2,0,Q1_panel_seed_descriptive,0.6666666666666666,0.003090246262244182,1,0.04690975373775582,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,0.18154630208889636,0,-0.13154630208889634,15,0,-2,0.287773904701049,0,-0.08777390470104901,"{""A5"":-0.047680064727905695,""A6"":0.1328752640561187,""B5"":0.05899554566866696,""B6"":-0.13182975994790327}",2,0,-1,0,Q2_target_count_descriptive,0.11764705882352941,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Lee2019_MI|level=0|method_id=U15||dataset=Lee2019_MI|method_id=U15|level=0,0
Lee2019_MI,1,U15,Agreement-on-the-Line,22,17,0.0,0,-0.05,1.0,0,-0.95,0,0,-17,0.0,1,0.1,"{""A5"":0.0,""A6"":0.0,""B5"":0.0,""B6"":0.0}",0,0,-3,0,Q1_favorable_descriptive,1.0,-0.020038194824898187,1,0.07003819482489819,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,0.09380960373529457,0,-0.043809603735294564,17,1,0,0.27677599816949544,0,-0.07677599816949543,"{""A5"":-0.09889768894203149,""A6"":-0.16440709055949457,""B5"":0.006619872654410066,""B6"":0.1765321275475233}",3,1,0,0,Q2_worst_descriptive,0.38387999084747715,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Lee2019_MI|level=1|method_id=U15||dataset=Lee2019_MI|method_id=U15|level=1,0
Cho2017,0,U5,NuclearNorm,20,15,-0.15559856692525548,0,-0.20559856692525547,1.0,0,-0.95,0,0,-15,-0.26380268354170594,0,-0.16380268354170593,"{""A5"":-0.00786461454416872,""A6"":-0.4626280720607053,""B5"":-0.0586041814201817,""B6"":-0.09329739967596616}",0,0,-3,0,Q1_favorable_descriptive,1.0,0.20625480010183725,0,-0.15625480010183723,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,2,0,-13,0.3815930181982072,0,-0.18159301819820717,"{""A5"":0.16366728692945046,""A6"":0.2594447292966653,""B5"":0.2333049030424922,""B6"":0.16860228113874096}",0,0,-3,0,Q2_target_count_descriptive,0.8666666666666667,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=0|method_id=U5||dataset=Cho2017|method_id=U5|level=0,0
Cho2017,1,U5,NuclearNorm,20,15,-0.2043559725167201,0,-0.2543559725167201,1.0,0,-0.95,2,0,-13,-0.41036391990496623,0,-0.31036391990496626,"{""A5"":-0.47635127148724055,""A6"":-0.3247258804154271,""B5"":-0.00403905132809064,""B6"":-0.012307686836122397}",0,0,-3,0,Q1_favorable_descriptive,0.8666666666666667,0.21419154889595898,0,-0.164191548895959,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,3,0,-12,0.38359260544816365,0,-0.18359260544816364,"{""A5"":0.26128964890850537,""A6"":0.24571529103742393,""B5"":0.1686837416501195,""B6"":0.18107751398778693}",0,0,-3,0,Q2_target_count_descriptive,0.8,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=1|method_id=U5||dataset=Cho2017|method_id=U5|level=1,0
Cho2017,0,U7,ATC,20,15,-0.06908920188880226,0,-0.11908920188880226,1.0,0,-0.95,9,0,-6,-0.5112553105009343,0,-0.41125531050093433,"{""A5"":0.07949545602620879,""A6"":-0.31737303762773805,""B5"":-0.030494245994940005,""B6"":-0.007984979958739823}",1,0,-2,0,Q1_favorable_descriptive,0.4,0.11974543506538401,0,-0.06974543506538401,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,6,0,-9,0.4406167588977187,0,-0.24061675889771866,"{""A5"":0.07630721635907295,""A6"":0.1141896948636981,""B5"":0.2051949676172505,""B6"":0.08328986142151462}",0,0,-3,0,Q2_target_count_descriptive,0.6,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=0|method_id=U7||dataset=Cho2017|method_id=U7|level=0,0
Cho2017,1,U7,ATC,20,15,-0.14673668954325247,0,-0.19673668954325246,1.0,0,-0.95,5,0,-10,-0.4821699952876369,0,-0.38216999528763684,"{""A5"":-0.29085817503770317,""A6"":-0.21877541911851844,""B5"":0.05008268037242421,""B6"":-0.12739584438921245}",1,0,-2,0,Q1_favorable_descriptive,0.6666666666666666,0.15657226592249127,0,-0.10657226592249126,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.0,0,-0.95,8,0,-7,0.4676381136991466,0,-0.2676381136991466,"{""A5"":0.07579655245896808,""A6"":0.13976482974051527,""B5"":0.11456200994960468,""B6"":0.29616567154087703}",0,0,-3,0,Q2_target_count_descriptive,0.4666666666666667,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=1|method_id=U7||dataset=Cho2017|method_id=U7|level=1,0
Cho2017,0,U11,MaNo,20,15,0.26158663971057455,1,0.21158663971057456,0.00010680989364786304,1,0.04989319010635214,19,1,4,-0.00259967378678444,1,0.09740032621321557,"{""A5"":0.235701090118506,""A6"":0.02374185961192908,""B5"":0.507322298237347,""B6"":0.279581310874516}",4,1,1,1,NONE,NA,-0.2109304065339928,1,0.2609304065339928,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.5258556235409006e-05,1,0.049984741443764594,20,1,5,-0.013301263502838001,1,0.213301263502838,"{""A5"":-0.0798984177332243,""A6"":-0.22692520237596905,""B5"":-0.3326215766150365,""B6"":-0.20427642941174123}",4,1,1,1,NONE,NA,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=0|method_id=U11||dataset=Cho2017|method_id=U11|level=0,0
Cho2017,1,U11,MaNo,20,15,0.13381974815885286,1,0.08381974815885286,0.014526145536109373,1,0.03547385446389063,17,1,2,-0.05471596465385281,1,0.045284035346147195,"{""A5"":-0.024032001607547898,""A6"":0.12296206440457302,""B5"":0.4151072348577314,""B6"":0.021241694980654837}",3,1,0,1,NONE,NA,-0.12398417177961404,1,0.17398417177961406,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,7.629278117704503e-05,1,0.04992370721882296,18,1,3,0.12011588087843339,1,0.07988411912156662,"{""A5"":-0.19102962097118723,""A6"":-0.20197265378257617,""B5"":-0.2504625445357025,""B6"":0.1475281321710097}",3,1,0,1,NONE,NA,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=1|method_id=U11||dataset=Cho2017|method_id=U11|level=1,0
Cho2017,0,U13,COTT,20,15,0.21579965636647688,1,0.16579965636647687,0.0012054259425973114,1,0.048794574057402694,19,1,4,-0.328310126916584,0,-0.228310126916584,"{""A5"":0.2735500773314282,""A6"":-0.018576437309119346,""B5"":0.38553623154046807,""B6"":0.22268875390313064}",3,1,0,0,Q1_worst_descriptive,2.28310126916584,-0.16514342318989514,1,0.21514342318989516,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.5258556235409006e-05,1,0.049984741443764594,19,1,4,0.07798188266823058,1,0.12201811733176943,"{""A5"":-0.11774740494614648,""A6"":-0.18460690545492064,""B5"":-0.21083550991815753,""B6"":-0.14738387244035583}",4,1,1,1,NONE,NA,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=0|method_id=U13||dataset=Cho2017|method_id=U13|level=0,0
Cho2017,1,U13,COTT,20,15,0.14620960066561678,1,0.09620960066561678,0.03549140180356135,1,0.014508598196438655,17,1,2,-0.28203146445926663,0,-0.18203146445926663,"{""A5"":-0.04149354801664673,""A6"":0.04278859081460632,""B5"":0.2593263872327142,""B6"":0.3242169726317933}",3,1,0,0,Q1_worst_descriptive,1.8203146445926661,-0.13637402428637796,1,0.18637402428637795,NOT_FROZEN_AT_LEVEL_SCOPE,NOT_RECOMPUTED,1.5258556235409006e-05,1,0.049984741443764594,19,1,4,0.15672481464347832,1,0.043275185356521695,"{""A5"":-0.1735680745620884,""A6"":-0.12179918019260946,""B5"":-0.09468169691068531,""B6"":-0.15544714548012875}",4,1,1,1,NONE,NA,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,dataset=Cho2017|level=1|method_id=U13||dataset=Cho2017|method_id=U13|level=1,0
