dataset,left_out_target,target_Q1_effect,full_panel_mean_Q1_effect,descriptive_mean_without_target,descriptive_mean_shift_after_omission,full_category_frozen,LOTO_category_frozen,category_changed_frozen,same_method_preserved_frozen,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
Cho2017,1,0.21945162657027628,0.18100462851604684,0.17898110230266634,-0.0020235262133805054,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=1|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=1,0
Cho2017,4,0.21941606982919865,0.18100462851604684,0.17898297371009148,-0.0020216548059553696,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=4|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=4,0
Cho2017,40,0.1501084399040952,0.18100462851604684,0.18263074370614954,0.001626115190102695,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=40|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=40,0
Cho2017,2,0.20983096022175285,0.18100462851604684,0.17948745316311493,-0.0015171753529319154,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=2|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=2,0
Cho2017,45,0.20811321624771034,0.18100462851604684,0.17957786074069612,-0.0014267677753507235,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=45|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=45,0
Cho2017,16,0.20706461004350327,0.18100462851604684,0.17963305054091755,-0.0013715779751292956,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=16|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=16,0
Cho2017,36,0.2010295288807153,0.18100462851604684,0.1799506863915906,-0.001053942124456253,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=36|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=36,0
Cho2017,12,0.16471134808344867,0.18100462851604684,0.18186216959144674,0.000857541075399898,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=12|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=12,0
Cho2017,10,0.1867175887719189,0.18100462851604684,0.1807039463973167,-0.0003006821187301334,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=10|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=10,0
Cho2017,47,0.18589509290351067,0.18100462851604684,0.18074723565354875,-0.0002573928624980959,A,A,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Cho2017|target_subject_id=47|method_id=U13|levels=0|1||dataset=Cho2017|left_out_target=47,0
Lee2019_MI,50,0.411429173455578,0.14803848665826158,0.13549607300124653,-0.012542413657015056,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=50|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=50,0
Lee2019_MI,8,-0.1078732437869526,0.14803848665826158,0.16022475953660512,0.012186272878343535,C,A,1,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=8|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=8,0
Lee2019_MI,12,-0.08465759064848219,0.14803848665826158,0.159119252244297,0.011080765586035407,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=12|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=12,0
Lee2019_MI,11,0.307332790772674,0.14803848665826158,0.1404530436051943,-0.00758544305306727,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=11|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=11,0
Lee2019_MI,9,0.30206106654614906,0.14803848665826158,0.1407040780921717,-0.007334408566089884,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=9|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=9,0
Lee2019_MI,29,0.0106206448988522,0.14803848665826158,0.15458219340870963,0.006543706750448047,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=29|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=29,0
Lee2019_MI,35,0.017632601892443617,0.14803848665826158,0.1542482906947291,0.006209804036467509,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=35|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=35,0
Lee2019_MI,52,0.27612212003057063,0.14803848665826158,0.14193926602148496,-0.00609922063677662,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=52|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=52,0
Lee2019_MI,1,0.26641956708410425,0.14803848665826158,0.1424012923522691,-0.005637194305992493,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=1|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=1,0
Lee2019_MI,22,0.2661573638825234,0.14803848665826158,0.14241377821901102,-0.005624708439250559,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=22|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=22,0
Lee2019_MI,47,0.030822636629740455,0.14803848665826158,0.15362019380247688,0.005581707144215298,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=47|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=47,0
Lee2019_MI,19,0.06534276187190291,0.14803848665826158,0.15197637831475486,0.003937891656493275,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=19|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=19,0
Lee2019_MI,17,0.22560857598046502,0.14803848665826158,0.1443446728810138,-0.003693813777247784,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=17|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=17,0
Lee2019_MI,6,0.07599231154102526,0.14803848665826158,0.1514692569019395,0.003430770243677911,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=6|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=6,0
Lee2019_MI,26,0.08485401412600904,0.14803848665826158,0.1510472710645593,0.003008784406297732,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=26|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=26,0
Lee2019_MI,25,0.09630955969799723,0.14803848665826158,0.15050176889446465,0.002463282236203068,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=25|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=25,0
Lee2019_MI,41,0.1982687978836056,0.14803848665826158,0.14564656707610235,-0.00239191958215923,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=41|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=41,0
Lee2019_MI,14,0.19575058758898267,0.14803848665826158,0.14576648185203678,-0.0022720048062248033,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=14|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=14,0
Lee2019_MI,46,0.12436256804515289,0.14803848665826158,0.1491659113541239,0.001127424695862328,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=46|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=46,0
Lee2019_MI,45,0.17047532160093878,0.14803848665826158,0.14697006594670553,-0.0010684207115560507,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=45|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=45,0
Lee2019_MI,37,0.16574321462288952,0.14803848665826158,0.14719540437423168,-0.0008430822840299057,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=37|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=37,0
Lee2019_MI,48,0.15807186276558502,0.14803848665826158,0.14756070684362715,-0.000477779814634427,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=Lee2019_MI|target_subject_id=48|method_id=U13|levels=0|1||dataset=Lee2019_MI|left_out_target=48,0
PhysionetMI,38,-0.31044711910270695,0.09664007199525672,0.10206790120989623,0.00542782921463951,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=38|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=38,0
PhysionetMI,17,-0.19943554312615094,0.09664007199525672,0.10058774686354215,0.003947674868285428,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=17|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=17,0
PhysionetMI,62,0.3874616739804708,0.09664007199525672,0.09276245063545385,-0.003877621359802866,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=62|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=62,0
PhysionetMI,105,0.37711844537850026,0.09664007199525672,0.0929003603501468,-0.0037397116451099166,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=105|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=105,0
PhysionetMI,94,0.37307951031342357,0.09664007199525672,0.09295421281768115,-0.003685859177575565,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=94|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=94,0
PhysionetMI,68,-0.17813894181045953,0.09664007199525672,0.10030379217933293,0.003663720184076208,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=68|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=68,0
PhysionetMI,5,0.3702687916714287,0.09664007199525672,0.09299168906624108,-0.003648382929015634,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=5|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=5,0
PhysionetMI,74,-0.15273624715782072,0.09664007199525672,0.09996508958396441,0.0033250175887076933,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=74|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=74,0
PhysionetMI,57,-0.1444926690681838,0.09664007199525672,0.09985517520943592,0.003215103214179199,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=57|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=57,0
PhysionetMI,86,-0.14011067116737722,0.09664007199525672,0.0997967485707585,0.0031566765755017823,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=86|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=86,0
PhysionetMI,21,0.3213713419626912,0.09664007199525672,0.09364365506235758,-0.0029964169328991347,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=21|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=21,0
PhysionetMI,41,-0.12378659348241047,0.09664007199525672,0.0995790942016256,0.00293902220636888,C,C,0,1,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,dataset=PhysionetMI|target_subject_id=41|method_id=U13|levels=0|1||dataset=PhysionetMI|left_out_target=41,0
