dataset,subject,seed,src_subject,cls_a,cls_b,weight,excess_risk,l_hold,l_ref
BNCI2014_001,1,0,3,0,2,1.5989749716163109,0.16226193227776214,0.5345430566684486,0.37228112439068645
BNCI2014_001,1,0,3,0,3,1.7322804040674948,0.17578959683575512,0.6433002175563391,0.467510620720584
BNCI2014_001,1,0,3,1,2,0.5333720301476146,0.05412591051827437,0.4597500478335961,0.4056241373153217
BNCI2014_001,1,0,3,1,3,2.5009777623682674,0.25379602026876985,0.6038419549975443,0.3500459347287745
BNCI2014_001,1,0,3,2,3,1.201792941499925,0.12195640854117556,0.4987493817671761,0.3767929732260005
BNCI2014_001,1,0,4,0,1,2.3146256506448353,0.2348852466362596,0.6030776253467347,0.3681923787104751
BNCI2014_001,1,0,4,0,2,2.351679428333224,0.23864541654050203,0.602387738228628,0.363742321688126
BNCI2014_001,1,0,4,0,3,0.8506128600334615,0.08631910363789158,0.5658576421923157,0.47953853855442413
BNCI2014_001,1,0,4,1,2,2.964557203167935,0.3008394682048946,0.6775873694328677,0.3767479012279731
BNCI2014_001,1,0,4,1,3,1.5367616445514558,0.15594860352517542,0.5172126319045133,0.36126402837933785
BNCI2014_001,1,0,4,2,3,1.8043355676011457,0.1831016625485422,0.5489606248505903,0.36585896230204806
BNCI2014_001,1,0,5,0,1,0.09223565425276041,0.009359956065370989,0.40229640218646845,0.39293644612109746
BNCI2014_001,1,0,5,0,2,0.0,0.0,0.36248664958424975,0.39566021613886265
BNCI2014_001,1,0,5,0,3,1.3534248881984874,0.13734382429382896,0.6120512718295384,0.4747074475357095
BNCI2014_001,1,0,5,1,2,0.5373020824943694,0.05452472719711993,0.4590877031076971,0.40456297591057716
BNCI2014_001,1,0,5,1,3,0.0,0.0,0.2941439842408126,0.39467705083938087
BNCI2014_001,1,0,5,2,3,0.0,0.0,0.28873252364892876,0.4054565588400402
BNCI2014_001,1,0,6,0,1,0.0,0.0,0.2771837577443522,0.4086293782498512
BNCI2014_001,1,0,6,0,2,0.0,0.0,0.2243960728885071,0.4146967873495102
BNCI2014_001,1,0,6,0,3,0.0,0.0,0.31638115378336495,0.514706520062189
BNCI2014_001,1,0,6,1,2,0.0,0.0,0.18985735850654528,0.4420551166508099
BNCI2014_001,1,0,6,1,3,0.0,0.0,0.25222174283060744,0.397653927940207
BNCI2014_001,1,0,6,2,3,0.0,0.0,0.3335392421071448,0.4019944322814572
BNCI2014_001,1,0,7,0,1,0.0,0.0,0.14318637239127774,0.42791038212788957
BNCI2014_001,1,0,7,0,2,0.019643478330827826,0.0019933950231844633,0.3952630156486417,0.39326962062545723
BNCI2014_001,1,0,7,0,3,0.0,0.0,0.3718764079959085,0.5091694732764503
BNCI2014_001,1,0,7,1,2,0.0,0.0,0.34738775891123946,0.4257469962674477
BNCI2014_001,1,0,7,1,3,0.0,0.0,0.196074382353607,0.4107018743077252
BNCI2014_001,1,0,7,2,3,0.838882158517197,0.08512868707178445,0.47669833771874126,0.3915696506469568
BNCI2014_001,1,1,0,0,1,3.582560590609249,0.3253499724318364,0.7001980646052592,0.37484809217342285
BNCI2014_001,1,1,0,0,2,1.734814339110332,0.1575470346219366,0.5439660012060914,0.3864189665841548
BNCI2014_001,1,1,0,0,3,1.390180258158856,0.12624911630324998,0.6444503759148498,0.5182012596115998
BNCI2014_001,1,1,0,1,2,3.601954591517052,0.34296261986963883,0.7241677238208339,0.3812051039511951
BNCI2014_001,1,1,0,1,3,3.601954591517052,0.49177780957922107,0.8238161811058089,0.3320383715265878
BNCI2014_001,1,1,0,2,3,3.601954591517052,0.369042088747317,0.709385229342953,0.34034314059563603
BNCI2014_001,1,1,1,0,1,0.0,0.0,0.22537519206760925,0.4379457048350815
BNCI2014_001,1,1,1,0,2,0.0,0.0,0.18465034796775598,0.4378361662446677
BNCI2014_001,1,1,1,0,3,0.0,0.0,0.4362743675717508,0.544615711289157
BNCI2014_001,1,1,1,1,2,0.0,0.0,0.20305456366463764,0.4526562275390474
BNCI2014_001,1,1,1,1,3,0.0,0.0,0.24632554195989442,0.41074678641143414
BNCI2014_001,1,1,1,2,3,0.0,0.0,0.17308772041931386,0.4118126977199456
BNCI2014_001,1,1,2,0,1,1.721426790889749,0.15633124543028587,0.5497240356266808,0.39339279019639495
BNCI2014_001,1,1,2,0,2,0.854748609737213,0.07762393114664962,0.4748176229545209,0.3971936918078713
BNCI2014_001,1,1,2,0,3,1.6239699946930841,0.14748071376335659,0.6610270216076186,0.513546307844262
BNCI2014_001,1,1,2,1,2,0.8435729368894312,0.07660901325176073,0.48887546256836933,0.4122664493166086
BNCI2014_001,1,1,2,1,3,0.9955101248114941,0.09040717762374345,0.4681962936974611,0.3777891160737176
BNCI2014_001,1,1,2,2,3,0.4999694999516565,0.045404692792193,0.4201318406426776,0.3747271478504846
BNCI2014_001,1,1,3,0,1,1.6544942864601013,0.15025277504012385,0.5429591067717949,0.3927063317316711
BNCI2014_001,1,1,3,0,2,1.1552222544513773,0.10491142274706994,0.49683807381063516,0.3919266510635652
BNCI2014_001,1,1,3,0,3,1.5540705924040712,0.14113280476571288,0.6540999385991169,0.512967133833404
BNCI2014_001,1,1,3,1,2,0.1125491411520979,0.010221141846713244,0.42975330599408157,0.4195321641473683
BNCI2014_001,1,1,3,1,3,1.6606206244518407,0.15080913796722833,0.5220260440199831,0.37121690605275476
BNCI2014_001,1,1,3,2,3,1.607983623005337,0.1460289126126581,0.5089132742912676,0.36288436167860955
BNCI2014_001,1,1,4,0,1,2.324766159898126,0.21112346515950892,0.6029458016109284,0.39182233645141945
BNCI2014_001,1,1,4,0,2,2.333369665442971,0.21190479187291322,0.594034928880149,0.38213013700723575
BNCI2014_001,1,1,4,0,3,0.8137809189209126,0.0739034533653059,0.5967346407180922,0.5228311873527863
BNCI2014_001,1,1,4,1,2,2.8397358309395746,0.25789039736876274,0.6497080466170585,0.39181764924829576
BNCI2014_001,1,1,4,1,3,1.8273295633583446,0.1659487978014666,0.5391495620877548,0.3732007642862882
BNCI2014_001,1,1,4,2,3,1.6622106666073346,0.15095353752680912,0.5158579738226405,0.3649044362958314
BNCI2014_001,1,1,5,0,1,0.062254238920863424,0.005653614057431311,0.41917643038560937,0.41352281632817806
BNCI2014_001,1,1,5,0,2,0.0,0.0,0.4030464374694123,0.40867228153638097
BNCI2014_001,1,1,5,0,3,1.0186848007491474,0.0925117840879568,0.6128829822885765,0.5203711982006197
BNCI2014_001,1,1,5,1,2,0.7369584185679461,0.06692682373411468,0.4804933992245728,0.4135665754904581
BNCI2014_001,1,1,5,1,3,0.0,0.0,0.2975693380151925,0.40451507459100655
BNCI2014_001,1,1,5,2,3,0.0,0.0,0.26498847572141304,0.397867787190346
BNCI2014_001,1,1,6,0,1,0.0,0.0,0.32913274316181707,0.4227701690655633
BNCI2014_001,1,1,6,0,2,0.0,0.0,0.2683475429834197,0.4254805760113253
BNCI2014_001,1,1,6,0,3,0.0,0.0,0.4058585117150631,0.5475393708235233
BNCI2014_001,1,1,6,1,2,0.0,0.0,0.1550113331154935,0.45842509617247623
BNCI2014_001,1,1,6,1,3,0.0,0.0,0.2551886815430484,0.41076994812013845
BNCI2014_001,1,1,6,2,3,0.0,0.0,0.3205592183478494,0.3915778731448359
BNCI2014_001,1,1,7,0,1,0.0,0.0,0.1536575336057866,0.4470364218443515
BNCI2014_001,1,1,7,0,2,1.5485299832087944,0.14062963475550733,0.5323126851391955,0.39168305038368817
BNCI2014_001,1,1,7,0,3,0.0,0.0,0.43243832527376713,0.5445017860494531
BNCI2014_001,1,1,7,1,2,0.6601818318668276,0.059954363747786454,0.4825470355102752,0.42259267176248877
BNCI2014_001,1,1,7,1,3,0.0,0.0,0.19913154165127542,0.4186502767915696
BNCI2014_001,1,1,7,2,3,0.3746399516446234,0.034022899224354586,0.4146164611797091,0.3805935619553545
BNCI2014_001,1,2,0,0,1,3.3729953284727534,0.43082948978923524,0.7737674448030682,0.342937955013833
BNCI2014_001,1,2,0,0,2,2.794820630483915,0.26844856576964676,0.6206056702651995,0.35215710449555276
BNCI2014_001,1,2,0,0,3,1.4694301697035328,0.14114194565941118,0.6426699581838984,0.5015280125244872
BNCI2014_001,1,2,0,1,2,3.3729953284727534,0.34858000628675373,0.7209381803289314,0.3723581740421777
BNCI2014_001,1,2,0,1,3,3.3729953284727534,0.4140934653691075,0.7321394081326028,0.3180459427634953
BNCI2014_001,1,2,0,2,3,3.2632491103347063,0.31344213430496554,0.644058087153821,0.3306159528488554
BNCI2014_001,1,2,1,0,1,0.0,0.0,0.23594425615816567,0.4157739526004726
BNCI2014_001,1,2,1,0,2,0.0,0.0,0.1991532705919459,0.41368059083224845
BNCI2014_001,1,2,1,0,3,0.0,0.0,0.4483441293538981,0.5287322257807882
BNCI2014_001,1,2,1,1,2,0.0,0.0,0.19520545480743362,0.44435158304501854
BNCI2014_001,1,2,1,1,3,0.0,0.0,0.21186249436504162,0.3912665589935357
BNCI2014_001,1,2,1,2,3,0.0,0.0,0.16672538298670758,0.3985703258914986
BNCI2014_001,1,2,2,0,1,1.096955415626508,0.10536493999874158,0.48613959515149396,0.3807746551527524
BNCI2014_001,1,2,2,0,2,0.7288735535007229,0.07000988111026507,0.4476851075368875,0.37767522642662243
BNCI2014_001,1,2,2,0,3,1.467773590944393,0.140982827687,0.6427576858676985,0.5017748581806986
BNCI2014_001,1,2,2,1,2,0.6012519777379265,0.05775155275777505,0.4636118165137503,0.4058602637559752
BNCI2014_001,1,2,2,1,3,0.6270378032836822,0.06022833706709435,0.4220862119485314,0.36185787488143706
BNCI2014_001,1,2,2,2,3,0.4723493777169142,0.04537017925487957,0.41016300527354255,0.364792826018663
BNCI2014_001,1,2,3,0,1,1.7439816628528833,0.16751321033448863,0.5391623160741517,0.37164910573966303
BNCI2014_001,1,2,3,0,2,1.4388627908528218,0.13820588281433693,0.5054484006621313,0.3672425178477943
BNCI2014_001,1,2,3,0,3,1.6518958041885683,0.15866816446053517,0.6549847577101764,0.4963165932496412
BNCI2014_001,1,2,3,1,2,0.6697482740488071,0.06433077015177463,0.47038265342443875,0.4060518832726641
BNCI2014_001,1,2,3,1,3,1.8003262019500648,0.17292522516814585,0.5204045682459649,0.3474793430778191
BNCI2014_001,1,2,3,2,3,0.6782115110658823,0.06514368237026252,0.42697143159705964,0.3618277492267971
BNCI2014_001,1,2,4,0,1,2.265068290965911,0.21756470789140442,0.587647807620206,0.37008309972880155
BNCI2014_001,1,2,4,0,2,2.612397060872296,0.2509263873905859,0.6065140325887994,0.3555876451982135
BNCI2014_001,1,2,4,0,3,1.712450146402373,0.16448453998786394,0.6649136306016878,0.5004290906138239
BNCI2014_001,1,2,4,1,2,3.1962944409058784,0.3070109935069825,0.6867221352418109,0.3797111417348284
BNCI2014_001,1,2,4,1,3,2.519317657235088,0.2419859093732986,0.5846475460161352,0.3426616366428366
BNCI2014_001,1,2,4,2,3,3.210908730805566,0.3084147276574041,0.64107008755825,0.33265535990084594
BNCI2014_001,1,2,5,0,1,0.0,0.0,0.3703692342328869,0.4025832123330824
BNCI2014_001,1,2,5,0,2,0.0,0.0,0.33563878017891324,0.39648813231415836
BNCI2014_001,1,2,5,0,3,0.2524805746448878,0.02425130522110852,0.538960793646733,0.5147094884256245
BNCI2014_001,1,2,5,1,2,0.36827600740184085,0.03537370696210945,0.4453125103219038,0.4099388033597943
BNCI2014_001,1,2,5,1,3,0.0,0.0,0.29940069564792793,0.3833214017560804
BNCI2014_001,1,2,5,2,3,0.0,0.0,0.2346936813550102,0.39007331322031863
BNCI2014_001,1,2,6,0,1,0.0,0.0,0.3591587934072814,0.40458134770433335
BNCI2014_001,1,2,6,0,2,0.0,0.0,0.2182755117642098,0.4090527736068135
BNCI2014_001,1,2,6,0,3,0.0,0.0,0.37580013288647357,0.5404479882202106
BNCI2014_001,1,2,6,1,2,0.0,0.0,0.1692908271965822,0.4501497181504316
BNCI2014_001,1,2,6,1,3,0.0,0.0,0.24219451031885852,0.387513124214221
BNCI2014_001,1,2,6,2,3,0.0,0.0,0.3407117129832235,0.3791033631124686
BNCI2014_001,1,2,7,0,1,0.0,0.0,0.13999279779924267,0.4284191663145989
BNCI2014_001,1,2,7,0,2,0.18976970196586218,0.018227790278780187,0.4014664741707579,0.38323868389197774
BNCI2014_001,1,2,7,0,3,0.0,0.0,0.4397966548040164,0.530572278457127
BNCI2014_001,1,2,7,1,2,0.0,0.0,0.3927083784848085,0.42479939782840775
BNCI2014_001,1,2,7,1,3,0.0,0.0,0.15132240449678053,0.39933927060148555
BNCI2014_001,1,2,7,2,3,1.0492830293622308,0.1007859041994939,0.46930615109553264,0.36852024689603874
BNCI2014_001,2,0,0,0,1,0.0,0.0,0.160664448855734,0.3152356454045947
BNCI2014_001,2,0,0,0,2,0.0,0.0,0.12463844410801132,0.3505404509442921
BNCI2014_001,2,0,0,0,3,0.15796753640226832,0.016264179925937483,0.5071411941482301,0.49087701422229263
BNCI2014_001,2,0,0,1,2,0.0,0.0,0.24157821058265466,0.34934665578453733
BNCI2014_001,2,0,0,1,3,0.0,0.0,0.162404812519307,0.3157405461287147
BNCI2014_001,2,0,0,2,3,0.0,0.0,0.025007199902612222,0.33500737080716164
BNCI2014_001,2,0,1,0,1,0.0,0.0,0.15533306649487225,0.31758003945568725
BNCI2014_001,2,0,1,0,2,0.0,0.0,0.15475874716462812,0.34738689233834663
BNCI2014_001,2,0,1,0,3,0.0,0.0,0.3416340921889651,0.5137340430679408
BNCI2014_001,2,0,1,1,2,0.0,0.0,0.17984945906350963,0.35991195177795066
BNCI2014_001,2,0,1,1,3,0.0,0.0,0.23183660005649098,0.30388734717418586
BNCI2014_001,2,0,1,2,3,0.0,0.0,0.24910203436996506,0.30657248067810655
BNCI2014_001,2,0,2,0,1,2.8583764276792714,0.2942955848690854,0.5657508310006281,0.27145524613154265
BNCI2014_001,2,0,2,0,2,1.7446890596023075,0.1796314447034646,0.4830580977610447,0.3034266530575801
BNCI2014_001,2,0,2,0,3,2.484179710099206,0.25576866420534067,0.7207024763725597,0.464933812167219
BNCI2014_001,2,0,2,1,2,1.7741804485656882,0.18266784868424696,0.4979207006345251,0.31525285195027813
BNCI2014_001,2,0,2,1,3,2.168870362518609,0.2233047283981659,0.4934351743013964,0.2701304459032305
BNCI2014_001,2,0,2,2,3,1.7539398974976634,0.1805839017425654,0.45506646617641455,0.27448256443384916
BNCI2014_001,2,0,3,0,1,1.5971323151870467,0.16443914953248723,0.4427824159053607,0.2783432663728735
BNCI2014_001,2,0,3,0,2,1.9145144386038544,0.1971164962715159,0.4968345576998437,0.2997180614283278
BNCI2014_001,2,0,3,0,3,2.712285465560318,0.27925420518075944,0.7434019735425597,0.4641477683618002
BNCI2014_001,2,0,3,1,2,0.8262829173543328,0.08507326469507709,0.4139821684824653,0.3289089037873882
BNCI2014_001,2,0,3,1,3,3.274665217262975,0.3433631191692425,0.6052534973980512,0.26189037822880873
BNCI2014_001,2,0,3,2,3,2.0483510357274386,0.21089617876748173,0.4859720762212979,0.27507589745381616
BNCI2014_001,2,0,4,0,1,3.1340008414837968,0.3226735994928134,0.5822576440265855,0.25958404453377215
BNCI2014_001,2,0,4,0,2,3.274665217262975,0.3696871308024277,0.6484865868886832,0.2787994560862555
BNCI2014_001,2,0,4,0,3,1.3027794502008034,0.13413287226257914,0.6114306889378192,0.47729781667524
BNCI2014_001,2,0,4,1,2,3.274665217262975,0.34738171940368506,0.6446577967662694,0.2972760773625844
BNCI2014_001,2,0,4,1,3,2.442780248552672,0.2515062169534249,0.5185306328439162,0.2670244158904913
BNCI2014_001,2,0,4,2,3,2.812571993352797,0.2895796060150855,0.5527624519955487,0.26318284598046326
BNCI2014_001,2,0,5,0,1,0.0,0.0,0.28202273636558217,0.30335343796850717
BNCI2014_001,2,0,5,0,2,0.0,0.0,0.24277053930146358,0.33586904519673055
BNCI2014_001,2,0,5,0,3,0.7106624401153331,0.07316909572614932,0.5582957287679687,0.4851266330418194
BNCI2014_001,2,0,5,1,2,1.3975888904715719,0.14389435763077824,0.46322044156202646,0.31932608393124823
BNCI2014_001,2,0,5,1,3,0.0,0.0,0.2800361423709168,0.3013071717083222
BNCI2014_001,2,0,5,2,3,0.0,0.0,0.2575891906958735,0.30530490117149817
BNCI2014_001,2,0,6,0,1,0.0,0.0,0.2953498187566101,0.297413309365434
BNCI2014_001,2,0,6,0,2,0.0,0.0,0.2636779624457779,0.3335984791160355
BNCI2014_001,2,0,6,0,3,0.0,0.0,0.32792367652621557,0.5160359106323719
BNCI2014_001,2,0,6,1,2,0.0,0.0,0.15615809465136138,0.3619591827048644
BNCI2014_001,2,0,6,1,3,0.0,0.0,0.2580563497412403,0.3017303221022815
BNCI2014_001,2,0,6,2,3,0.8472697944221786,0.08723405261700656,0.3798643959832104,0.29263034336620386
BNCI2014_001,2,0,7,0,1,0.0,0.0,0.16268046942227604,0.3167290243769366
BNCI2014_001,2,0,7,0,2,1.769495198254008,0.1821854599871594,0.49189819364533827,0.30971273365817886
BNCI2014_001,2,0,7,0,3,0.0,0.0,0.414763636291249,0.5040478864878148
BNCI2014_001,2,0,7,1,2,0.0,0.0,0.3259589356570125,0.34037307742665834
BNCI2014_001,2,0,7,1,3,0.0,0.0,0.18562824457958857,0.31789294299385523
BNCI2014_001,2,0,7,2,3,1.7180854103549237,0.17689235952241744,0.4669225499308951,0.29003019040847766
BNCI2014_001,2,1,0,0,1,0.0,0.0,0.18285285856189265,0.3301659163991892
BNCI2014_001,2,1,0,0,2,0.0,0.0,0.10755301668949822,0.35206015955992215
BNCI2014_001,2,1,0,0,3,0.0,0.0,0.44812624271446533,0.4781406812769772
BNCI2014_001,2,1,0,1,2,0.0,0.0,0.2552959409880651,0.36506969100727726
BNCI2014_001,2,1,0,1,3,0.0,0.0,0.15961187114452244,0.3157347953422658
BNCI2014_001,2,1,0,2,3,0.0,0.0,0.03198822157717728,0.3123991897139011
BNCI2014_001,2,1,1,0,1,0.0,0.0,0.15780810331114623,0.33436162378249895
BNCI2014_001,2,1,1,0,2,0.0,0.0,0.15460373752306011,0.3445198138275898
BNCI2014_001,2,1,1,0,3,0.0,0.0,0.3768714449139817,0.48384786477594927
BNCI2014_001,2,1,1,1,2,0.0,0.0,0.22092464074420276,0.37077969276490536
BNCI2014_001,2,1,1,1,3,0.0,0.0,0.21037811362571857,0.31175800168999807
BNCI2014_001,2,1,1,2,3,0.0,0.0,0.19832343605323358,0.2938721858695613
BNCI2014_001,2,1,2,0,1,1.8785487768719635,0.18913482865340153,0.4792612582618861,0.29012642960848456
BNCI2014_001,2,1,2,0,2,1.3554157063628327,0.1364650843955893,0.44304235380270546,0.30657726940711616
BNCI2014_001,2,1,2,0,3,1.5943947782742496,0.16052582020090472,0.6136452180282588,0.45311939782735405
BNCI2014_001,2,1,2,1,2,1.4736004564854168,0.14836408469788676,0.4824255157069873,0.3340614310091005
BNCI2014_001,2,1,2,1,3,1.9903294659516395,0.2003890594384266,0.47281764768430956,0.27242858824588295
BNCI2014_001,2,1,2,2,3,2.0520927065455488,0.20660746593956586,0.45880887861002495,0.2522014126704591
BNCI2014_001,2,1,3,0,1,2.0568075253777396,0.20708216026900622,0.49457658683428163,0.2874944265652754
BNCI2014_001,2,1,3,0,2,2.0013336251924185,0.20149697305669584,0.49919986110838976,0.2977028880516939
BNCI2014_001,2,1,3,0,3,2.9700881481411403,0.29903248715189484,0.7398760860520215,0.44084359890012664
BNCI2014_001,2,1,3,1,2,0.5757244362221625,0.057964714005334816,0.4055507676589972,0.3475860536536624
BNCI2014_001,2,1,3,1,3,3.060807664908284,0.30816625065621217,0.5732728732955614,0.26510662263934925
BNCI2014_001,2,1,3,2,3,1.956133029147783,0.19694611598383932,0.45384393095909886,0.25689781497525954
BNCI2014_001,2,1,4,0,1,3.668389206054561,0.3997042211759006,0.6683512539028055,0.2686470327269049
BNCI2014_001,2,1,4,0,2,3.668389206054561,0.4211519583477453,0.7011723052545418,0.28002034690679645
BNCI2014_001,2,1,4,0,3,1.8174568571671594,0.18298401164628847,0.6350392535322678,0.4520552418859793
BNCI2014_001,2,1,4,1,2,3.548173247203148,0.35723487588104813,0.6701120779184198,0.3128772020373716
BNCI2014_001,2,1,4,1,3,2.944180712996314,0.296424091582244,0.5639319486079057,0.26750785702566177
BNCI2014_001,2,1,4,2,3,3.668389206054561,0.37068321492676765,0.6097110064731273,0.2390277915463596
BNCI2014_001,2,1,5,0,1,0.0,0.0,0.29340049595987905,0.3181564520324262
BNCI2014_001,2,1,5,0,2,0.0,0.0,0.23084389854936888,0.3346789748344613
BNCI2014_001,2,1,5,0,3,0.0,0.0,0.42765279749080043,0.47709937908806294
BNCI2014_001,2,1,5,1,2,0.9886107501029133,0.099534665869562,0.43861555565609717,0.33908088978653517
BNCI2014_001,2,1,5,1,3,0.0,0.0,0.29731637027188174,0.3041584987699591
BNCI2014_001,2,1,5,2,3,0.0,0.0,0.2135113553653935,0.28974585410226045
BNCI2014_001,2,1,6,0,1,0.0,0.0,0.303553632068914,0.31382914650488886
BNCI2014_001,2,1,6,0,2,0.0,0.0,0.2310568396654637,0.3344000627135162
BNCI2014_001,2,1,6,0,3,0.0,0.0,0.34989998479065687,0.4877026236345979
BNCI2014_001,2,1,6,1,2,0.0,0.0,0.1326329260298206,0.3829203139865062
BNCI2014_001,2,1,6,1,3,0.0,0.0,0.26572038295225864,0.30387122961623936
BNCI2014_001,2,1,6,2,3,0.0,0.0,0.2116018980485388,0.28759180945599355
BNCI2014_001,2,1,7,0,1,0.0,0.0,0.21546502372118742,0.3271492836171178
BNCI2014_001,2,1,7,0,2,2.284981491986697,0.2300550234754714,0.5288663766515381,0.2988113531760667
BNCI2014_001,2,1,7,0,3,0.0,0.0,0.45237936812380164,0.47533255478825026
BNCI2014_001,2,1,7,1,2,1.5008935233159655,0.15111198753755495,0.4916902661754199,0.34057827863786494
BNCI2014_001,2,1,7,1,3,0.0,0.0,0.20561937377348796,0.31586683833283297
BNCI2014_001,2,1,7,2,3,0.9452590028312933,0.09516995338884782,0.3630808284684953,0.2679108750796475
BNCI2014_001,2,2,0,0,1,0.0,0.0,0.14841035325624152,0.34273688364997446
BNCI2014_001,2,2,0,0,2,0.0,0.0,0.12014418450546646,0.36764087817146013
BNCI2014_001,2,2,0,0,3,0.0,0.0,0.42586956398446774,0.46494263293745464
BNCI2014_001,2,2,0,1,2,0.0,0.0,0.2721359014292157,0.37772845947237277
BNCI2014_001,2,2,0,1,3,0.0,0.0,0.13067621328958642,0.32830678589720985
BNCI2014_001,2,2,0,2,3,0.0,0.0,0.024781241779816977,0.3280773132587572
BNCI2014_001,2,2,1,0,1,0.0,0.0,0.1604765423011928,0.34270832588087086
BNCI2014_001,2,2,1,0,2,0.0,0.0,0.1496409956250423,0.3635332054677972
BNCI2014_001,2,2,1,0,3,0.0,0.0,0.314809997273606,0.4815587204032744
BNCI2014_001,2,2,1,1,2,0.0,0.0,0.17977143467775508,0.38955642175071536
BNCI2014_001,2,2,1,1,3,0.0,0.0,0.15512586467808961,0.3252549639847106
BNCI2014_001,2,2,1,2,3,0.0,0.0,0.16772613419301174,0.3080502011598815
BNCI2014_001,2,2,2,0,1,2.8094467359622013,0.31855567785667865,0.6056053130683765,0.28704963521169785
BNCI2014_001,2,2,2,0,2,2.34321220983525,0.2656905875136537,0.5747967512335309,0.3091061637198772
BNCI2014_001,2,2,2,0,3,3.037302089322626,0.34439158911062306,0.7682104953725426,0.42381890626191954
BNCI2014_001,2,2,2,1,2,1.0722923016642398,0.121584366289885,0.46954044994344174,0.34795608365355674
BNCI2014_001,2,2,2,1,3,2.0438416470523046,0.23174575726044916,0.509925919303312,0.27818016204286283
BNCI2014_001,2,2,2,2,3,1.671048057254067,0.18947568565571737,0.45657474261202313,0.26709905695630576
BNCI2014_001,2,2,3,0,1,2.0785427236884413,0.2356804198574231,0.5273678195640109,0.2916873997065878
BNCI2014_001,2,2,3,0,2,2.1025627337605863,0.23840398478311153,0.5501599326836224,0.31175594790051087
BNCI2014_001,2,2,3,0,3,2.5193449228028517,0.28566180642089306,0.7135034212374246,0.42784161481653155
BNCI2014_001,2,2,3,1,2,1.8163903015608698,0.20595565538203703,0.5528344833773214,0.3468788279952844
BNCI2014_001,2,2,3,1,3,2.2676269146561503,0.257120172337753,0.5298544851281177,0.27273431279036475
BNCI2014_001,2,2,3,2,3,1.1826705431825573,0.1340998609235476,0.4093264145555058,0.2752265536319582
BNCI2014_001,2,2,4,0,1,3.0643896975464013,0.3474629808151843,0.6266307873076888,0.27916780649250456
BNCI2014_001,2,2,4,0,2,3.3771624993729406,0.39266394733040844,0.6842243102705903,0.29156036294018184
BNCI2014_001,2,2,4,0,3,1.5353578034317392,0.17409012940664603,0.6181417203369277,0.4440515909302817
BNCI2014_001,2,2,4,1,2,3.22873711407411,0.3660978963684231,0.6878194316687718,0.3217215353003487
BNCI2014_001,2,2,4,1,3,3.3771624993729406,0.4648299870463725,0.7200167226857404,0.25518673563936783
BNCI2014_001,2,2,4,2,3,3.3771624993729406,0.387134844951475,0.6335094029063233,0.24637455795484833
BNCI2014_001,2,2,5,0,1,0.3381914195461894,0.038346623739051455,0.3571035542181077,0.31875693047905623
BNCI2014_001,2,2,5,0,2,0.0,0.0,0.27921178642104266,0.3497898814448391
BNCI2014_001,2,2,5,0,3,0.0,0.0,0.4607414661306165,0.46109455918050585
BNCI2014_001,2,2,5,1,2,1.3355209037481919,0.15143115594236817,0.4967810486980252,0.34534989275565703
BNCI2014_001,2,2,5,1,3,0.0,0.0,0.2849291245262951,0.31201768691384923
BNCI2014_001,2,2,5,2,3,0.0,0.0,0.17839394663701533,0.3102915733475246
BNCI2014_001,2,2,6,0,1,0.0,0.0,0.3058119811638064,0.3211950489553499
