unit_id,target_id,W_shape,b_shape,external_path,sha256,size_bytes,stored_once_per_unit
c74u_d9c3628a82614737,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_d9c3628a82614737/checkpoint_Wb_sha256_02d9563d309b4a33.npz,02d9563d309b4a333e1d16882399e2a1fe1b9b12a00111a1b188d4a5c9a2bb00,13266,1
c74u_707d1dbb0c80825a,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_707d1dbb0c80825a/checkpoint_Wb_sha256_000e3cb814cdbf63.npz,000e3cb814cdbf6338c53fa474b9509f75ffe0bbd708f39b3fff4c9877aeed77,13266,1
c74u_56087fff436b9ea7,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_56087fff436b9ea7/checkpoint_Wb_sha256_b310dc495868563d.npz,b310dc495868563dcd7491e01f6a831b49659fbe5f9fd7f64ad2ad50bbc30127,13266,1
c74u_c1a04c34195fd182,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_c1a04c34195fd182/checkpoint_Wb_sha256_9a8159282878d66c.npz,9a8159282878d66c52944844b99f3321a6fe224303437c0fe52f58c1b6952d59,13266,1
c74u_14c1812c5b404785,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_14c1812c5b404785/checkpoint_Wb_sha256_01e8902449b0d45b.npz,01e8902449b0d45bf864505d9c37de0862a4ffc52629bfde26003a130e1bb17b,13266,1
c74u_b20e667bf3001af5,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_b20e667bf3001af5/checkpoint_Wb_sha256_0523c87d1550e2d6.npz,0523c87d1550e2d667a37ee6ebc3917a06c4a055ac9cc19bf30cceb55e7b23c2,13266,1
c74u_4155efd189441eda,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_4155efd189441eda/checkpoint_Wb_sha256_b88e2b6c1be1d437.npz,b88e2b6c1be1d4370ba83590e7d6a13119008f33d07c9888e127a5a9491a2120,13266,1
c74u_4a48200dc93b7759,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_4a48200dc93b7759/checkpoint_Wb_sha256_a6af2c63d1f42503.npz,a6af2c63d1f425037e17c26aadd2d900a2655e88435a5859389896133f9507a1,13266,1
c74u_b0ad1d1b38e887a9,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_b0ad1d1b38e887a9/checkpoint_Wb_sha256_9527f568167a61e6.npz,9527f568167a61e6d39f1876d3975d8d329f7772621bd3d6090e3d4a9f0c2e4e,13266,1
c74u_0a7470a918eab12f,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_0a7470a918eab12f/checkpoint_Wb_sha256_71a9d2e82b926337.npz,71a9d2e82b9263372f1b268cc58e4693e220d3aaea8b25ff9d422b2a4b9101e2,13266,1
c74u_1d77e982f4d620b6,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_1d77e982f4d620b6/checkpoint_Wb_sha256_828114016949d633.npz,828114016949d633c18ab86ad96e5eac872ff2b35295af5891e53dc1be58e468,13266,1
c74u_196e2ca7fcf43997,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_196e2ca7fcf43997/checkpoint_Wb_sha256_1b4acfa91801dd65.npz,1b4acfa91801dd6578a2f15575178c464ff7a025d0ec6d3a4be8d3d2941b562e,13266,1
c74u_6c9c3de839144092,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-001/units/c74u_6c9c3de839144092/checkpoint_Wb_sha256_6f1876c6ac1de925.npz,6f1876c6ac1de92599b21186c05fd0be2a88f3ea55962513d9ebb0d8f6d8308b,13266,1
c74u_0afac496453e9e8b,1,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-001/units/c74u_0afac496453e9e8b/checkpoint_Wb_sha256_7305954e570c83e8.npz,7305954e570c83e8840eb476caa89d3fe0b77eb3e8272306b99d0755cc10db5e,13266,1
c74u_bceb21dabd02b117,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_bceb21dabd02b117/checkpoint_Wb_sha256_05a7daf67d1aee65.npz,05a7daf67d1aee652a21b631e91b13e18e681ecb386166f53d7fedaffe1c284f,13266,1
c74u_b8c7081a68609c66,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-002/units/c74u_b8c7081a68609c66/checkpoint_Wb_sha256_f980389848347882.npz,f980389848347882b7e809539eff7a3a609ee4a70a4cff5762c67d2e51e4c125,13266,1
c74u_4eaedba5367824d7,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_4eaedba5367824d7/checkpoint_Wb_sha256_9d4163df486b0f78.npz,9d4163df486b0f78a2e2618b3df076eb7262a92d6da6fdf9948be8a6a25edf7f,13266,1
c74u_1936dd0ef319fc3b,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_1936dd0ef319fc3b/checkpoint_Wb_sha256_0dc298af4e54ddfa.npz,0dc298af4e54ddfa548a37f911439d24966e39d87354184173c07411035a2101,13266,1
c74u_bd8770d1c2d11c56,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_bd8770d1c2d11c56/checkpoint_Wb_sha256_dba3ad28b7c1730a.npz,dba3ad28b7c1730a1357e618abb7e6311a5d0c69d5ca9f0e13a5b9f46f5d7f76,13266,1
c74u_8d14b04b9bb1e131,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_8d14b04b9bb1e131/checkpoint_Wb_sha256_bb99a89009692282.npz,bb99a8900969228215f656f0eea1aca60f126821376ccf7cb28a30a433b479d9,13266,1
c74u_17a5cabd53494039,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-002/units/c74u_17a5cabd53494039/checkpoint_Wb_sha256_06f84aaf38aa9efc.npz,06f84aaf38aa9efc28f88676dd0f38cf77679d5da4243291266bcd4fecf893cf,13266,1
c74u_6dac984eb661dcf2,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_6dac984eb661dcf2/checkpoint_Wb_sha256_16f14102ef5a392c.npz,16f14102ef5a392c2f24c18ab29fcb105b249f002283a9834d205bb021a323fa,13266,1
c74u_32e5a27826e1cbda,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_32e5a27826e1cbda/checkpoint_Wb_sha256_6740b3ff8aee1dc4.npz,6740b3ff8aee1dc42d408c8b402fd9dadc4b280cbdab483cdb4c70399e51e65e,13266,1
c74u_7d46efa444eb8476,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_7d46efa444eb8476/checkpoint_Wb_sha256_359da0c51501b9ba.npz,359da0c51501b9baa12dfcfedd386dace112a62af97182dfcc4eabf677970693,13266,1
c74u_9f5145468b4e0891,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-002/units/c74u_9f5145468b4e0891/checkpoint_Wb_sha256_4f4d07d16c420ee1.npz,4f4d07d16c420ee126490a0dd8d31371063841ea036afc7ce0898cf509db4209,13266,1
c74u_274d9423c553421a,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_274d9423c553421a/checkpoint_Wb_sha256_0035303edd549cf4.npz,0035303edd549cf4293f367cea3bca50fde447cea82f98e893240b5cc014c982,13266,1
c74u_11365bad3ff0b4ca,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_11365bad3ff0b4ca/checkpoint_Wb_sha256_2dbfd71de95d37e6.npz,2dbfd71de95d37e69638d6330ce15251966a29224a09bd1507668333cb94a026,13266,1
c74u_553d0810585f0df6,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-002/units/c74u_553d0810585f0df6/checkpoint_Wb_sha256_c0d20fba531cbd0e.npz,c0d20fba531cbd0e41169f66be0c341d3642c4a59d90028e4338adf4f4f0f7f3,13266,1
c74u_bf542ed679aee4d3,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_bf542ed679aee4d3/checkpoint_Wb_sha256_97dae5643f6d6133.npz,97dae5643f6d6133a6e49ba0e9b6418152ed7cde35565b2164c449b9fd992678,13266,1
c74u_0730054332a016a9,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_0730054332a016a9/checkpoint_Wb_sha256_4763815d0c4d698e.npz,4763815d0c4d698eb1c2c184e7d7aaec6528db87b518592ed2c7061a096bdc7e,13266,1
c74u_c5f318fb78edd63c,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_c5f318fb78edd63c/checkpoint_Wb_sha256_fec0315412da2df8.npz,fec0315412da2df84b3799b5af43b46c9c93e47cce80eaef05adc171a0601581,13266,1
c74u_49b587170517b1bc,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-002/units/c74u_49b587170517b1bc/checkpoint_Wb_sha256_1862b1b1991a2954.npz,1862b1b1991a2954e0a022b90506229de14c93a008d972cf23d35d21a4db9877,13266,1
c74u_06ecbc4df8335b74,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_06ecbc4df8335b74/checkpoint_Wb_sha256_e6c27fddeffb3af1.npz,e6c27fddeffb3af15275c6051b3139c3e4c0498e30c735699b8fb5c0f67170f3,13266,1
c74u_bec46de33f68a387,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_bec46de33f68a387/checkpoint_Wb_sha256_1197ca3269831f41.npz,1197ca3269831f41fd5280b186d2e102e3a82648c3424183b13e4624d528324b,13266,1
c74u_e50d2743fb582edd,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_e50d2743fb582edd/checkpoint_Wb_sha256_c2bf86bcadc72db3.npz,c2bf86bcadc72db3c338dfd633be0487498b93e0589ec5a07c029a65be2f6b73,13266,1
c74u_57e15153e2730a5d,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_57e15153e2730a5d/checkpoint_Wb_sha256_a4ae6ca59dbb9543.npz,a4ae6ca59dbb954331adcbff4b34e7e782ba5cc151e31b74e664dd550784e364,13266,1
c74u_6c5478992b5df90f,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-002/units/c74u_6c5478992b5df90f/checkpoint_Wb_sha256_2d188c7f8d91c2a4.npz,2d188c7f8d91c2a48f06ddff39b4040e7e367188c67388ae48978829703c1092,13266,1
c74u_150f8dfa6c61016f,2,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-002/units/c74u_150f8dfa6c61016f/checkpoint_Wb_sha256_bf03f540b98c2dad.npz,bf03f540b98c2dad00562b651d9590a91b55573e2357ab4c99a6c4b92d894303,13266,1
c74u_10b84ec460735004,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_10b84ec460735004/checkpoint_Wb_sha256_5ada1a699735fece.npz,5ada1a699735fece239261afca1266919cb87e51ff1c2c6af5354a5bd0dc6f5e,13266,1
c74u_3a508709f6926276,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_3a508709f6926276/checkpoint_Wb_sha256_f4133ec84a477a68.npz,f4133ec84a477a68a50278f068fa5bd08fc3f3a22477cca38f4d83a97af6f3ee,13266,1
c74u_eae29b2ab318ce1a,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-003/units/c74u_eae29b2ab318ce1a/checkpoint_Wb_sha256_7acb2f33e33e2ea3.npz,7acb2f33e33e2ea36d3af23d5fd351e40a1ab2a3e7a06b32d2b4141070da646c,13266,1
c74u_496693be2db1238b,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_496693be2db1238b/checkpoint_Wb_sha256_500861d67e6a03ce.npz,500861d67e6a03ce26a85c6221578784ac462c2d9e0ae5740ef977d77637dc73,13266,1
c74u_1838277ac7e17726,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_1838277ac7e17726/checkpoint_Wb_sha256_f3bec055117e137a.npz,f3bec055117e137af730c9dd2ad8dce84f9a2f3ed8898ed1fb1692f92c0a8dd0,13266,1
c74u_e353e3efe8d27f0b,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_e353e3efe8d27f0b/checkpoint_Wb_sha256_6d21ecbd1e385ecb.npz,6d21ecbd1e385ecb88b52d2b1313492108b6fda095f0119ecc3ebbf4dcd2abfe,13266,1
c74u_3d87b488e4fc1e00,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_3d87b488e4fc1e00/checkpoint_Wb_sha256_f2d881a9f13a44a7.npz,f2d881a9f13a44a7a620419ef5e8ee07ae9bfbfcafc27e5062c81cd1895238bf,13266,1
c74u_9e5f2c0578969e4e,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-003/units/c74u_9e5f2c0578969e4e/checkpoint_Wb_sha256_b1ddcc2132522067.npz,b1ddcc213252206772f2ffee4a85f6f0b6effcec40bf7b39b97e83608c4644c2,13266,1
c74u_2e4767debd8f414b,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_2e4767debd8f414b/checkpoint_Wb_sha256_6cb284d9cab29605.npz,6cb284d9cab296050257a99832fd504f4c2eecb55d4006cbfce6ee6bf50e5684,13266,1
c74u_c0e50cf0a8266eb3,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-003/units/c74u_c0e50cf0a8266eb3/checkpoint_Wb_sha256_d522de28c462ab70.npz,d522de28c462ab708a843659eb12758d0e2616de29656307585ea31e65fc6e62,13266,1
c74u_4f23ac0fde02923d,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_4f23ac0fde02923d/checkpoint_Wb_sha256_a1a34e087e5e8ce6.npz,a1a34e087e5e8ce671946452f942517193823adb0301fad45f7f654e5e58a00b,13266,1
c74u_43f5bddef9a506cf,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_43f5bddef9a506cf/checkpoint_Wb_sha256_8addc6743f0220c4.npz,8addc6743f0220c4750865a6ff2f9b5bfafe06c6e8dfa39cb0f9c5bce110e1a6,13266,1
c74u_f681fbd47e0d6aa6,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_f681fbd47e0d6aa6/checkpoint_Wb_sha256_cb356545f0c3ece6.npz,cb356545f0c3ece6ad6976e69a6ed0a31ac6a1eb59c9bd3b38e3707bc73052b5,13266,1
c74u_cf7bf722370e82a9,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_cf7bf722370e82a9/checkpoint_Wb_sha256_93f679cc1138c5bb.npz,93f679cc1138c5bbea5d9ee9882e9f92af462385096ca350c60d125c31b6ac26,13266,1
c74u_062bb7c3204c56e4,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_062bb7c3204c56e4/checkpoint_Wb_sha256_89911cbe5533ea45.npz,89911cbe5533ea4558d7e5afced1f7284e9130c2ed81ba52327b6ea616818a76,13266,1
c74u_d140e38bbd0c86bd,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-003/units/c74u_d140e38bbd0c86bd/checkpoint_Wb_sha256_1416882c5c0b223f.npz,1416882c5c0b223fa77f517912e59e9c259e927854d593c976fb851356fef214,13266,1
c74u_d249a8c5fe5cc951,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_d249a8c5fe5cc951/checkpoint_Wb_sha256_0db042a59b0647cd.npz,0db042a59b0647cdb3a384a38941250d9931558ac8edc57b52dd04307ca9f4c2,13266,1
c74u_5231268cab8e0eae,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-003/units/c74u_5231268cab8e0eae/checkpoint_Wb_sha256_e2b6d27fd2b46b9d.npz,e2b6d27fd2b46b9d82afec41c40080d937a9aa1c95e5dcd27d15c272b0ca1304,13266,1
c74u_016a5a496f3a07ec,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_016a5a496f3a07ec/checkpoint_Wb_sha256_5796719b0339ce43.npz,5796719b0339ce434b6b78a26a366d0fd3c831f64623e20b8ee92413fdd9dcd7,13266,1
c74u_53ce0641db7cab3f,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_53ce0641db7cab3f/checkpoint_Wb_sha256_3b11a913bf5aa7ba.npz,3b11a913bf5aa7bac091b37f9664776f648dadf2df5c44adf600c51e64752afa,13266,1
c74u_f473976190e0ba69,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_f473976190e0ba69/checkpoint_Wb_sha256_0af56a8335cc38fc.npz,0af56a8335cc38fc1e79cb4feaf99291726c691ca92540e9b4ab99f76a2f2673,13266,1
c74u_ba573fd30e725d80,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-003/units/c74u_ba573fd30e725d80/checkpoint_Wb_sha256_da4728e57576e4fd.npz,da4728e57576e4fd0a5b9d7d2907ce5b5e7775f949266676e19b9c12d38a32fa,13266,1
c74u_28a9e99a2c31125b,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_28a9e99a2c31125b/checkpoint_Wb_sha256_423e6ff62525a5ad.npz,423e6ff62525a5ad5a2d57b90898e1c18a59e6dff7ed6b5142cab3dd09a4a742,13266,1
c74u_66e4d259a6adbbe3,3,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-003/units/c74u_66e4d259a6adbbe3/checkpoint_Wb_sha256_1777a89ede1c2874.npz,1777a89ede1c28746a878bd72ddb39e023eaa88ccc1f6ce545fa447b0e6be712,13266,1
c74u_960c1b0dbf884cc9,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_960c1b0dbf884cc9/checkpoint_Wb_sha256_6ad7698662914821.npz,6ad769866291482165671257dd5d8aba1f7f34b00656e02ddad1ea99fca0e6bc,13266,1
c74u_24c1e53db5b16039,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P0_pilot/target-004/units/c74u_24c1e53db5b16039/checkpoint_Wb_sha256_beba4a4644e1a9d5.npz,beba4a4644e1a9d5e1a88b6a62fdb37d882e57f830bfbe3a1b5df81b452da2e4,13266,1
c74u_6bd9ad44cc0d8fef,4,"[4, 800]",[4],/projects/EEG-foundation-model/yinghao/oaci-c74-t2-source-wz/protocol_76d0f4d9d96d0128/P1_expansion/target-004/units/c74u_6bd9ad44cc0d8fef/checkpoint_Wb_sha256_4f9ad06b00d656e1.npz,4f9ad06b00d656e1471d7163441575eeaff8a5fc90ef4c52eec9c2b927fe500b,13266,1
