unit_id,target_id,Wz_plus_b_logits_max_abs,Wz_plus_b_logits_max_relative,hook_z_max_abs,numpy_softmax_cross_implementation_max_abs,passed,repeat_logits_max_abs,repeat_z_max_abs,softmax_probability_max_abs,state_hash_after
c74u_6c9c3de839144092,1,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,0a88dd039cd1101f88dc4938a5a10d79e234488008dd2f2725d41960e046cab0
c74u_0afac496453e9e8b,1,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,c4c32750a1e84792d4418a8f2d70678435b19dd7a8a0fb664784a9cef3a0d384
c74u_bceb21dabd02b117,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,2f415fe88316e3da148941b045789545616d6005f0bf81d3c7cf5214da4134c6
c74u_b8c7081a68609c66,2,0.0,0.0,0.0,2.384185791015625e-07,True,0.0,0.0,0.0,28882bbb648b7eaf639bad4856ba2886e0f4729450d095fec4f4a39d6d8214ac
c74u_4eaedba5367824d7,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,088b2c5d94a847f262e8eb207dc42d4e31fb7aed28e7bb91fb293c823fce2ddf
c74u_1936dd0ef319fc3b,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,f9c72de6db70eb41b6377644b25eed7452834c145e78b26da83598ff0a08b44a
c74u_bd8770d1c2d11c56,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,fa07a7fc8f225e1f79790e6c89b3a897f8237d08b58ae92db2689beedcdf603c
c74u_8d14b04b9bb1e131,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,fb3a239153aa9da1f163141e83690f9e694a21cc7628f40e528870a37821824f
c74u_17a5cabd53494039,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,01e72246f2b7bb026ea0188f4cc3baf82491eb3a09e19ff205e9677bec13c3ac
c74u_6dac984eb661dcf2,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,b445de1fd3f5919e33eb158f85b811aaa54463f7d0d9ef9712675eef0b5327b4
c74u_32e5a27826e1cbda,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,55794e3bb4eed5533125ef7fe97c708a15b058a73c9bf3fd5e3c2a7739a7a5a4
c74u_7d46efa444eb8476,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,76a2dff3a130abc75d00d81557fb560d2bfa4b552988977fbbc4543171dd2514
c74u_9f5145468b4e0891,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,49aa997c015d83a9e4948f24c91b26901ba86682f27e13a716cdd9d779e74b5a
c74u_274d9423c553421a,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,f966054e0bcba807f6d3275061e568506d9e8650661a7b2d7b8e880b1dd5bb76
c74u_11365bad3ff0b4ca,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,040a68b25b68866e2f14f0eb14531d741b1aaf0795ea630cb639112e7bb3a55e
c74u_553d0810585f0df6,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,dad04c7d7c3276407c7def5b58f42737bee1da0e9a4410bbb11f652c43549fab
c74u_bf542ed679aee4d3,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,d60de79ec8f4c6ef53ecf7ded1457a2413f5770a010d307966fd89a64580e5af
c74u_0730054332a016a9,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,7d882ba838807d086dd51a8a029040ad311819bb638720c6848526745be048c9
c74u_c5f318fb78edd63c,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,ccf58b48594d3ce3e60388d37ea4c69ce95e4047e8a75c430599cb75874a4e10
c74u_49b587170517b1bc,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,f3acb42a355a848b57317aa2aba6a1135d3920883a502d37808e749561559569
c74u_06ecbc4df8335b74,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,89e7c4469b267708fcecd2166da233275826be30f0b1605d46f19cb6378b30de
c74u_bec46de33f68a387,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,0724a869469c28e97345ff921ab675e21786fc1503b2224dd598ce36d78bb628
c74u_e50d2743fb582edd,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,2d4a8fd0c9821df25816acb8f5835835dc27b64a8be660f0a88be039b239334a
c74u_57e15153e2730a5d,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,5b2351c7540584f77d752c6744fed9ef6c494a27f6c00e6ca1855f0cbbb4562c
c74u_6c5478992b5df90f,2,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,6b4644a8752ad642786bae5dcf67e239911f073717566bb79c59d16dbf11c39b
c74u_150f8dfa6c61016f,2,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,6c135655adb102411e1042eb5ab3c148664213113809c03fe8bfb2213a80d0ec
c74u_10b84ec460735004,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,af5632a01738f17e4fec841dd80e3971bdd41c0e002954025ed768e0cb0ec5ec
c74u_3a508709f6926276,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,3109960fb527dbc90dd4c1a1440f5e0edb85b7467bae5223ad09126984950ccf
c74u_eae29b2ab318ce1a,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,8faf8beba63e1792ef30d8e27c833da1f576698bf3934f5888420fd4813a046b
c74u_496693be2db1238b,3,0.0,0.0,0.0,2.384185791015625e-07,True,0.0,0.0,0.0,443162e0380cfd2522c36e199166815319c0c7fcc3ea9c96ce7cf6e6bed7b161
c74u_1838277ac7e17726,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,ccb7f97ea1f33f133544840351f7c64ed7003c26b5fa35aa674d80bd09561b61
c74u_e353e3efe8d27f0b,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,5be2de7d44c6ca8d59e10d6f4057554b63e3f0c685b7b4ff47d491519ba11ed4
c74u_3d87b488e4fc1e00,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,5c626f7d059dbe2b0eb66e11b1d137b8c13f2a29bb4805f99546d46971bdee92
c74u_9e5f2c0578969e4e,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,224fddd187f9e9fe838f3b4253357bea81fa7a5cbfb15ecd82269a4630528b59
c74u_2e4767debd8f414b,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,ce16f3cbf60b5b60202f9fb87371e39ddd20f2e0b5d6e05a763b1a39df0a23f9
c74u_c0e50cf0a8266eb3,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,4b62200c85f1e533a55485f3e014364ded3609cd40e8baea4cb3371626cf536f
c74u_4f23ac0fde02923d,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,b1ad752c14a50d5f022ef9b309d931e2dd15ee9f17c3d22375dfe9becfdea41e
c74u_43f5bddef9a506cf,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,9461a208e455cb082479e998ea044625315cfb01b89ad57c08a11763eb90aca8
c74u_f681fbd47e0d6aa6,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,1370db392725b844becd52bf4176450937f028ae29486580ecd4c7144281039c
c74u_cf7bf722370e82a9,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,ee126b94e67647e882ff2f0e0137cb1cd7851c7b6a32af81460e826ac03eb2f4
c74u_062bb7c3204c56e4,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,e738d7245b37ba5ce9332ead9b6be7b5620876ac72b39b167d9aadad96560f29
c74u_d140e38bbd0c86bd,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,f6747d710ddf13ebb4f040039d72567c9651c2aef0662b2f5f685ec892938256
c74u_d249a8c5fe5cc951,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,f98fc86307a3f9998e9f4b4aedb89fcf51bd72c65c9221e2ad93b4a454b0be9c
c74u_5231268cab8e0eae,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,400178979206977bf390050347e7dd5209d8c82526ff236077b33c154384a504
c74u_016a5a496f3a07ec,3,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,92e7976f45fd46add2329fc6e0eb02073377f41312f59bab3ebd1db795298bc2
c74u_53ce0641db7cab3f,3,0.0,0.0,0.0,2.384185791015625e-07,True,0.0,0.0,0.0,7a843802d752c08156676bcd8490f87309760e951a9d87aef3bc54c801a795a3
c74u_f473976190e0ba69,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,7d1ac29b6f7c01831e3364d0e662af2a78f404da512a2a398b15e5f3d99f3b6f
c74u_ba573fd30e725d80,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,ea27c0d3b6f414ec5b32a1fd881c079267ce657fa76efb70dcb95f594555ea25
c74u_28a9e99a2c31125b,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,1d08f3b5a26962f050a6ef3361bd2a0f3d620f54b11cc17fb2481c4e9db6e7f7
c74u_66e4d259a6adbbe3,3,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,855e278a62f19b91d892e015929d122c915eee6d9998c21770f557d97aefa68d
c74u_960c1b0dbf884cc9,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,953ce8ae8364a9f21c74e3c37becbc2431ade55c4d939eefe69dc856d13d7956
c74u_24c1e53db5b16039,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,4fa3abb83a1f2306f457350169dbf1d176e9daef8d41c5aeb242cc2c745145b0
c74u_6bd9ad44cc0d8fef,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,f90e4616964a0ceebd63e0c7de24ef5014fddf2919522d7ae12ae1fe666fb26d
c74u_298ad3ed2d7828ad,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,820653bad52805ba4ba47581d479d6b0331ce463d2c24d92a3314e0625598414
c74u_5068e144f0795e7e,4,0.0,0.0,0.0,2.384185791015625e-07,True,0.0,0.0,0.0,28e7b2a5dfd57e78a6b5fe05f794e996e003cb12e8ce025e565f254c7d47de6e
c74u_27a5b432476b5d70,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,de959dc8e5c9a4883a771bccd789f9273dfa9a5f496be58fd0d0cb341d655053
c74u_803ac1aeda569cd9,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,ff5db817909465f647be9d55d5dbee143ddbd68fdb64ec09bf5a2ba126294d94
c74u_42d02f2883df0e40,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,ef650619efe18b0145c17948c522a77daad36ceb341c2133cdf1b229dbb2e4a9
c74u_5981ecb37f7df7be,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,7c375cc27c90dfd8096d15104331110ee26fab8170d1044bf444c145a8bf9bc4
c74u_ac5668a10f28ee53,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,0f92aaafb91dc70c80ba0245efb3205aa4e621600228bb0e13aaefd8f1a05b91
c74u_81625fdeea0bb41f,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,9eba716655d309da8a6f298dc33934b13b9d20858bedd28790e823e61f17aefe
c74u_65e7fa63e32262ba,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,3ec7bfc7e8d645e7d72444b5553ac01eaaf315e7f8f4c00a12b14ca2e22e4dc8
c74u_ade05c6a6df1456a,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,ba4952ddb3db19fe8974fe07af488b475ea6cd16a7e027cab21b8935cab2a830
c74u_c8b1537675aee8bc,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,77ade95d0ac2b8e796db9c4da9cd0e6b35df726587b31c631a718cfb807897b9
c74u_96521ad24afea34c,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,da2aca80e0c587e5598a6b91f7bfe36d055f3dd0f83d731be76095b1ce29a78a
c74u_7463a8695e468850,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,8bc98cf9071bba11be4e86dca61f5240450b35c8b8cc62efd4172f46b9828755
c74u_2f97b3ab17d2ac93,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,83102891b0b508ecb7cc415f2da5cee6804e3864eded54946655d8eb50481e0a
c74u_699a2905261ffa28,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,2efe87488addb5a732a9b0ea23840c10910f5f5ffcafbf3776f6798a3e70eda5
c74u_3ef02bcc25577828,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,16eaa712fca4b2acd4b3c7ca43eaef5208e7f08aed1aa1d6d2ce477398bc578c
c74u_ddcc5909161f7150,4,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,6cdafa27bc21230663454e266643be50840bda56c59b22129611fa63c1f48ce1
c74u_d031216ac7a20957,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,1a09266346b4c1dadd337d783c023028af3c3d0bde80fd55e900d56ac69ffcd0
c74u_807888911be8d9f9,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,9d87f4b551bf8977c60cba74e2c5feb74add32b8c1532ece1cc13f61709108b4
c74u_c1a49c61d2252886,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,243431ba5ae4c41b8f654d3f38fb998d1943909a62a9073abbcc4221e1e9db1a
c74u_56ff85c4d4ff45c8,4,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,ef2e2f99e5c540b5e3d92560216f801ef6c625e458c392d5aced14d3b6d0791c
c74u_4307eca170f06263,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,165bd73ca3fec39e374d02160bb44cc5c320bb720ce92dd1796584ee08027b42
c74u_9a21e67d79e98832,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,1c3012b5449d50d120effbb81cede2c27b6d96cd3e2c4fbb87d1f60edbc240d2
c74u_a907b19ba775d196,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,78233c8189b141d7eec653c2d6fcf6a918f0383266c88602b4bd4486fd4ec823
c74u_d85050b600bf2143,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,ed6f594a96a108e97f1f958c1fa7b308bbdb4bea7ba2c13bd70a19a0afc65c4a
c74u_3e90a02e4dd3c93f,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,4c066c0cdabfb306075aa65a2f6c65af4774bfcc6f5d694d3e61b1d57b2f6830
c74u_12fe6b6a92ae544f,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,978106709453ab08b754889f3fc9459e97af1a55817cee5432195b5c1b7d7078
c74u_a26193c28e5b5fac,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,dc9b52ea5d7f8640611b73d4b2c1c52cf75a11a3adad1d97ae011905e64a7dcd
c74u_9e7add0e8cf37962,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,44bfa0182c9af077c6d2ea346960fc2e565bb2c983886fc8a6245d42a1c7923d
c74u_66f7c67c31dc3feb,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,259ae996289249866c40b38c9a7f730d0fac1d4820513ec5c220fcdb6c0f839a
c74u_bcff5224e47679c8,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,70de8a519d7079c03ce5189d7aa4ee3196dd3baff95e5c85e8679dcf9eef2eb0
c74u_c7efecf5c6cb3741,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,532d50bc02a0acd5753ed1d4276c9bdefe1452eb581cf397893d5115bc644eca
c74u_43344f25e2f98b44,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,340d3e633b3bdf9a310e91fa4ebd499090cce8b4f59e26259c0e25831278145e
c74u_a208d2e674242794,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,4da93d55ee5ab30e7f11b3094e92a865dce86766340eacabe8cf97970b68152e
c74u_a39d01ae29cb7b1e,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,0f0177f0564387b6378fa14fd11827449abd832f1811b55e2296c7403add36c7
c74u_a20fc3e3b92b7c25,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,643bc1404853bd326033c892833a8cf5925fcbc962efaa95451e7bdfedfdf322
c74u_a4b01b58b314b96c,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,c9a0058cd4915f8724e03d0947f5d8c864b3770a1fe0b6aab8780cf8e401a842
c74u_e0038fe39fce4a48,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,10ba7ff4aa3c249e6500d23b3508d4712736119fff65743d263a683d5e522583
c74u_c043cd495512737e,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,22d6e30860b551255ad057ee1736869923a11171c60688f2dfa690bb673dbde5
c74u_a168f74ec8af5f97,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,88aaa626ed8946282991437ec683503b015c1b73fb828813688389ec3478a132
c74u_a59c2f54d377b974,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,3ebb56ab0bad0cba058aa1dba7648b3f15589f461d553bdf128b1b6bbb3c68d8
c74u_03f2c1ece37100be,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,aa1a42d788c84246b50196af7cd097c515758c34148486463f114c289ca26b9f
c74u_04a852af93db9bca,5,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,fff255609aa17cd4663bda1c33ec0550080becd6b826363d2f6b912ea84834f6
c74u_f43fd1d08bdb5741,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,eae57528d258a23e6b5190f4a9baa9829db381ed08d575cd831d1f64604f5f45
c74u_a6e82e4893d148c9,5,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,84e6fb1b9cc1cac544fd22c1d92365bfd40dab1ba0e9c7f71ad71b8f9cc98926
c74u_a3a5a5127e646065,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,1c358393d3c7ab67128c61bf456dce1ca7e37cbd393d5e189dcb9143b87a5b12
c74u_a5f2248373579afc,6,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,c3a404637303a19d53bfb1d6a5b69f539503a12b873ef1f33e7a7ed2f1791088
c74u_868d18390eb816d5,6,0.0,0.0,0.0,2.384185791015625e-07,True,0.0,0.0,0.0,e40893461912dcf60f8379a2d704243e91834e3ba17c9e085ae79ac3f8f0fb49
c74u_00678182331e77c7,6,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,d691b3f36b83a30abbf0c055e38f21eb27d643e8419caec920e0f3a89fe25498
c74u_de92bc0c0fb88e30,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,c17bc564aecdbda426fd72b4780d4e9469c28573dcfc60a85ea7e3eef1989886
c74u_e76b5da321387677,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,bf1e7281cd632159b64eb4f92e04227f84a48bbc3a6bea97b2a528714acd39bf
c74u_0c42b3198a884c49,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,a5f55560bb5591dafeac5bd40c40a55ca4f39c23f4af6499c58852e4970c4e6e
c74u_636915a35874976c,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,b4072ac008a2ca99e04bdd99daa203b6ba102cc0f95113dffbdb4e2f8a6d7a1f
c74u_887fecca8a0e9737,6,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,b6f28d8519e2e32e46d73b2073eb65121051c776efb9632299f6aefca68fcd52
c74u_9a043b3c53baedab,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,26983ad3460baa69bc6dbfb85021d23b549b683b4ca52f7801cca136c743d62c
c74u_653e76f8fdcbf46e,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,505eff4a32a01203a21c4f8f05d455e12ee24b7dcc36c86e4112e879762af678
c74u_e454b3450d812faa,6,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,f941e6e42a2d3dd87e5246e3c22f9b6fd565a6040ea30ca1019d223efc564447
c74u_993b3ab3837252fe,6,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,28d0d0e286c2565f8457938b5121603f235d96ad645db669ee7a189963fde8c9
c74u_b1666c9575bf694e,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,1b1e6934bbd038ded72eaf33d3f292d65224f4b47f6b14cc2c21ad4e5961205a
c74u_9db3834f5159a111,6,0.0,0.0,0.0,2.384185791015625e-07,True,0.0,0.0,0.0,a2d2170dfa24ba570bdbf883e000a9dea869f0cd1e35809828f4e3bba1cc64b2
c74u_3e397b587786775d,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,99218b7dabb60771705f2c9c27f6dc38c92f04f9fee9b71111abd6fb01e9d9cf
c74u_d2f60adb645dd8ac,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,99bac50e9382e33ab3301e6d2001a337583e755dfaa40221307903f8ee43e734
c74u_001e90efe1da5f0a,6,0.0,0.0,0.0,1.7881393432617188e-07,True,0.0,0.0,0.0,a35f92e313a1b9aa95225a371414b2a618da1a199e8daf6ca6ff0574a5464f00
c74u_da728be378bd255e,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,44cba5ea377dbb5716afe4e2c190f2d40555edc19b008627720b3fd64f51dfb7
c74u_7a2e9be429274471,6,0.0,0.0,0.0,1.1920928955078125e-07,True,0.0,0.0,0.0,816abaebc54122901cff16ac1f1f3f0a39e78d4bfc4cd61d4434de35738c2990
