path,sha256,size_bytes,row_count,external_raw_payload
oaci/reports/c74_tables/pilot_unit_manifest.csv,7e0f058606ba05657d511f7976b1ab2492ccd0c6d9567ca562f675d0a57943e6,20042,54,0
oaci/reports/c74_tables/power_and_storage_plan.csv,33350cdc6237143b1b61874ce230e7e47f69cec21a219192763c1f7062dbbe8e,731,2,0
oaci/reports/c74_tables/precision_drift_audit.csv,7997c2571aef510625a3823a8f63b8dec590e0f0d9b954e17f512dfcb0c45f9f,30672,216,0
oaci/reports/c74_tables/preprocessing_contract_audit.csv,f316e447ac5de13c433d36e9a637d3bb9884566dbf50b020f81aeff3de406e83,9459,18,0
oaci/reports/c74_tables/projection_counterfactual_feasibility.csv,432c732b6e1fdbaa78803a61c404799819e455dc07d0e668668bcb15a405e4be,9887,54,0
oaci/reports/c74_tables/projection_split_stability_smoke.csv,0b25a7d47a59ebee073e32f37d70096b1881fea12e370343c02206cd21977723,4173,36,0
oaci/reports/c74_tables/red_team_checks.csv,ba524050b3f80ccf2be87b2c07596c68bd069545bf846a96cd9bf610a7e90ddb,2075,33,0
oaci/reports/c74_tables/risk_register.csv,d68973c18fae66f8ec77e65e3151526e12ba58e77de6c0ddd4930f8aba3d0c61,1680,20,0
oaci/reports/c74_tables/source_trial_schema.csv,8a7abe4ec45c3763ab5af2e98ed2b6e5e6692dd719b9a4fbb0b83f13971586cb,587,10,0
oaci/reports/c74_tables/t2_sampling_blindness_audit.csv,865e22ceff661ebbc2757cc93b6a9a793e2c27378e2f6aaa6300783bf338f90b,2334,25,0
oaci/reports/c74_tables/t2_t3_ho_new_variable_split.csv,8b29e22ada540934d699f32c2f9dbe746f9d72966f0a98f6373d8f6a548a47c4,478504,1268,0
oaci/reports/c74_tables/t3_ho_holdout_unit_manifest.csv,d7c7114fbe125a712ec560bce2a8bb94e895859068a62210bd513b96c8078980,397518,1052,0
oaci/reports/c74_tables/target_common_candidate_projection_variance.csv,2ac22b94a4ddbd63a70d840a79f52223b1248689d9a3549e717acd0d016acdad,6257,36,0
oaci/reports/c74_tables/target_unlabeled_representation_schema.csv,d733f58d2960862afb51f66aa8d65d46b02219e0f5982865ecea1856cff7933e,530,8,0
oaci/reports/c74_tables/test_command_manifest.csv,8498207a35e83f945939a752bc17d4c98d09f77ccf9b4abf5c1dc99d4e0325c6,1762,4,0
