unit_id,target_id,model_factory,input_shape,representation_shape,W_shape,b_shape,checkpoint_file_sha256,state_hash_after,state_hash_unchanged,passed
c74u_d9c3628a82614737,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],39dd0ebf2b127c1de4044c85c76b8566dfb7c50b2a9065353a612d57d9fc1aeb,fa58e38030a6df6e3e73055338e4091fff50e013d5b46fa7eab87a0fb45c0ce7,1,1
c74u_707d1dbb0c80825a,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a0877efb1088cc38b4373b1e239c512393c3c0b27bfa6bde75b9b9cdaf9e70b8,fa832bede57c57373e116016c95af42978130e9dc22ff8577b11809e67a1a6a7,1,1
c74u_56087fff436b9ea7,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],054d8ba4857fa84a8c9741641189361ba4ac7efe807492752e0712a65ec99737,ae2b61b5b02366e4ce193d1ae202c8b6edd7f9a1de43da57941250d07a7dd924,1,1
c74u_c1a04c34195fd182,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b0e24b140895543a29b537a9ed4ac6fef428e7292a863080b040758bbedc5d0e,e52940fe13c7f126d0a05a3b8dbd14b2df68cebb112492b638cabd195d9d3d2a,1,1
c74u_14c1812c5b404785,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],bb5af0f0ffae6d07c4b232af6d1e1458322d7b584b300cffa9e363c11e21e9b5,0853dd0b1eefcea11b1dc398b705830c46fbf34e6333319a816910ed2723fbca,1,1
c74u_b20e667bf3001af5,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],2015f5ec5fc177f0daa73b22829b4539832ff15ea98123f6d3b3cbb5a141b608,d6beba1aecf8396ea51eada0fc02e0cdfb597e16ac4dbd8a26ae95b402ebc692,1,1
c74u_4155efd189441eda,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],cf24d0e1ee9081d1f1d4a700caa8b29a3df0fe03bc361fe549a59ddd75fc1d23,72fb1402a94f3e6639f6db2181d2f4a5f7dc7607cd595fdec05ba5f2b99fb702,1,1
c74u_4a48200dc93b7759,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],8cec5c332dfebda2c9b05e7b0fc7f95ae6833c73b007775332a6663c1d5d7d9b,e699369a7d9c81f471065e14e47b1adf8c14bde49d6d66b51f815d46bcf20016,1,1
c74u_b0ad1d1b38e887a9,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a1d490147f7b45ad39b365fbd4a82a21cd960209e8f1f0b5bc86ff064f608511,33199ca2d720f8436e4204ab80ad631dafac895e4300b5d1e6f30d3d0d98355a,1,1
c74u_0a7470a918eab12f,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],d431b9be3f01562722887f2bff9df4b7f99c9035e53d2b0dd12586047c25e52f,4a3f6824de624883d46bffe71cdf3af8fe88815733de2b074f58ec9b51559c49,1,1
c74u_1d77e982f4d620b6,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],9764fd661c2a85069fdfe8a26639256412cb4e057354fdb5b99affa826e7b1b2,d8533109c5b6ead85a386e83043fa8b5fd90ddd59e8b838b4c2602ad930378ac,1,1
c74u_196e2ca7fcf43997,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],71c7876cf5f66eec5aa31a7e69f64ba0ca9821ca6e275dd35ec6c9e2c95dc32c,8d99a4674fd36db435d55e6ff72e1637be1ef40f39be6e5f9d36001554fc861d,1,1
c74u_6c9c3de839144092,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ae92f0885d10d8f95bae3f66ea49af556da922b3954463c4fceadb881935de22,0a88dd039cd1101f88dc4938a5a10d79e234488008dd2f2725d41960e046cab0,1,1
c74u_0afac496453e9e8b,1,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],1657d0484626bc45d0d6106198f718ca2076c4ca693338a494d8c2461aa2751c,c4c32750a1e84792d4418a8f2d70678435b19dd7a8a0fb664784a9cef3a0d384,1,1
c74u_bceb21dabd02b117,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],c5f11276dcedf5829f046d48ae718e0d01cb4816d6f30921766dea9fab15ce1b,2f415fe88316e3da148941b045789545616d6005f0bf81d3c7cf5214da4134c6,1,1
c74u_b8c7081a68609c66,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],402479fcd5d31370930eb642a7715a030db72e8461633d5f5a9d13e748a055cf,28882bbb648b7eaf639bad4856ba2886e0f4729450d095fec4f4a39d6d8214ac,1,1
c74u_4eaedba5367824d7,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e6b190cc3201885b7f70010b351dae74d267fa14a447360478c0d14b71dbeb9c,088b2c5d94a847f262e8eb207dc42d4e31fb7aed28e7bb91fb293c823fce2ddf,1,1
c74u_1936dd0ef319fc3b,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],8e4b941546be3444a935e9b88192a9fa70007cf3d27e0827e559a6355a2a4db2,f9c72de6db70eb41b6377644b25eed7452834c145e78b26da83598ff0a08b44a,1,1
c74u_bd8770d1c2d11c56,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],755f6934e7388556c7b4b0e992270df1713d53f7ef6ded96abe3ab44782cc3ca,fa07a7fc8f225e1f79790e6c89b3a897f8237d08b58ae92db2689beedcdf603c,1,1
c74u_8d14b04b9bb1e131,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],84bc8937a7dc93d1b93e77724f419a623b52a225a2aae3ec34b955dd112445a9,fb3a239153aa9da1f163141e83690f9e694a21cc7628f40e528870a37821824f,1,1
c74u_17a5cabd53494039,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],eb43c40ab41235f472bae7c8fb69baad82771f3863f7c913cec278c8ffcc61cc,01e72246f2b7bb026ea0188f4cc3baf82491eb3a09e19ff205e9677bec13c3ac,1,1
c74u_6dac984eb661dcf2,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],981a9086696450629ea388e0af3b0a5121b1132a08954550d7073efa123224c7,b445de1fd3f5919e33eb158f85b811aaa54463f7d0d9ef9712675eef0b5327b4,1,1
c74u_32e5a27826e1cbda,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a1efbb3de6db1a7490a2f8349a83a3a2da51146cd05b7ac47cd3743820d9870b,55794e3bb4eed5533125ef7fe97c708a15b058a73c9bf3fd5e3c2a7739a7a5a4,1,1
c74u_7d46efa444eb8476,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],66754ea423e634081c456a5c20df09dfa431204a4f91a542978322dbedd05212,76a2dff3a130abc75d00d81557fb560d2bfa4b552988977fbbc4543171dd2514,1,1
c74u_9f5145468b4e0891,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],5699eb5a10c24e6d7eb386a840115af1d10011caaebe0a4d4fb47c8fe8b34804,49aa997c015d83a9e4948f24c91b26901ba86682f27e13a716cdd9d779e74b5a,1,1
c74u_274d9423c553421a,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],3c64240e22885d5ed013b28b43f4d9ae0e358b12e04cccc3f2ff1a91c2ab6e69,f966054e0bcba807f6d3275061e568506d9e8650661a7b2d7b8e880b1dd5bb76,1,1
c74u_11365bad3ff0b4ca,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e581cf08aa22cddb3fa5ef34f89bb18f03414955d0b6fa5a8df6e5b63764cadf,040a68b25b68866e2f14f0eb14531d741b1aaf0795ea630cb639112e7bb3a55e,1,1
c74u_553d0810585f0df6,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],931362156ccccf380d3edd62afb6b2f39eb51bd3c74a757a3bafe1e74728570b,dad04c7d7c3276407c7def5b58f42737bee1da0e9a4410bbb11f652c43549fab,1,1
c74u_bf542ed679aee4d3,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],4f745f63db2f7c51d257ebcaa613e3f0154fb83e6b77a62d40fec486eaa2ae0e,d60de79ec8f4c6ef53ecf7ded1457a2413f5770a010d307966fd89a64580e5af,1,1
c74u_0730054332a016a9,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],d685e96d99b19f75442d0cfc043e8a533c66f090fb108289f212d0833743f288,7d882ba838807d086dd51a8a029040ad311819bb638720c6848526745be048c9,1,1
c74u_c5f318fb78edd63c,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],8d09562c4cce2796544ae457ce824319e18ea4cc5b3a957b7fa27f0b824e4248,ccf58b48594d3ce3e60388d37ea4c69ce95e4047e8a75c430599cb75874a4e10,1,1
c74u_49b587170517b1bc,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],8e47a69ae313a25875a5b6f3867745673d4b46b71aebf130451246a487849f64,f3acb42a355a848b57317aa2aba6a1135d3920883a502d37808e749561559569,1,1
c74u_06ecbc4df8335b74,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],d4e8d5644ce8daffcac1c7227981e7c96e4985b5dd877a099e5f968998f44ed9,89e7c4469b267708fcecd2166da233275826be30f0b1605d46f19cb6378b30de,1,1
c74u_bec46de33f68a387,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],7fe5510e077d8d8d32661383f9ac19f50b2e8171483f169e1cb86a57eb2bad17,0724a869469c28e97345ff921ab675e21786fc1503b2224dd598ce36d78bb628,1,1
c74u_e50d2743fb582edd,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],91b810500234e1b94142029f79d3245e8efe7863d33c7c17c96fc984f0350fd4,2d4a8fd0c9821df25816acb8f5835835dc27b64a8be660f0a88be039b239334a,1,1
c74u_57e15153e2730a5d,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],0382de3e6337c46214021418a20fb47655923ba9a30b3ae09d16436d28f351dc,5b2351c7540584f77d752c6744fed9ef6c494a27f6c00e6ca1855f0cbbb4562c,1,1
c74u_6c5478992b5df90f,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b7b7dad30c1604880d0fb1a7578b96e988d2ebf3b1e5605562415b34dd420870,6b4644a8752ad642786bae5dcf67e239911f073717566bb79c59d16dbf11c39b,1,1
c74u_150f8dfa6c61016f,2,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],6e3673d6a1eef14735a32bc75cf023b18f57fecabb400f13fcd7e55352198062,6c135655adb102411e1042eb5ab3c148664213113809c03fe8bfb2213a80d0ec,1,1
c74u_10b84ec460735004,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],3a32c1d2c858ae52b6b963a0e7a117a8ff466e10b3ea2a87082581f774afac86,af5632a01738f17e4fec841dd80e3971bdd41c0e002954025ed768e0cb0ec5ec,1,1
c74u_3a508709f6926276,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],689960c86979236c69360bef8db74df1fbd633c90158d9a3f8aef2f0d0b24c6f,3109960fb527dbc90dd4c1a1440f5e0edb85b7467bae5223ad09126984950ccf,1,1
c74u_eae29b2ab318ce1a,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],5be0357113b20d89597b53e7e12077fa776786ef1fefd0c7a720b122e4423a4d,8faf8beba63e1792ef30d8e27c833da1f576698bf3934f5888420fd4813a046b,1,1
c74u_496693be2db1238b,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],3cfb9ffe04f02a1add5550ce762c9e585ccb77938c658186b6ed1c87da0f4164,443162e0380cfd2522c36e199166815319c0c7fcc3ea9c96ce7cf6e6bed7b161,1,1
c74u_1838277ac7e17726,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e61c09dd8ca48e9d9ab7a9ae5b07cef2f248a1afebeda7d0d2d82d9c3955df6d,ccb7f97ea1f33f133544840351f7c64ed7003c26b5fa35aa674d80bd09561b61,1,1
c74u_e353e3efe8d27f0b,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],791d6fba9cb6f67a9358448561a562b5bf7ab7500af2bfc6c86efd9d914ea569,5be2de7d44c6ca8d59e10d6f4057554b63e3f0c685b7b4ff47d491519ba11ed4,1,1
c74u_3d87b488e4fc1e00,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b72246f8d9f23c268ca1931e03eb6e22ac9b50700f6db4f2d775c111b5c416db,5c626f7d059dbe2b0eb66e11b1d137b8c13f2a29bb4805f99546d46971bdee92,1,1
c74u_9e5f2c0578969e4e,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],dd6c71f31435346093f252f700fe33268ad768569e23b67464d8057cd4509d10,224fddd187f9e9fe838f3b4253357bea81fa7a5cbfb15ecd82269a4630528b59,1,1
c74u_2e4767debd8f414b,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],00352baff190d7bf28d4604a16079349295a99940891747a774186873bf0043c,ce16f3cbf60b5b60202f9fb87371e39ddd20f2e0b5d6e05a763b1a39df0a23f9,1,1
c74u_c0e50cf0a8266eb3,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],17b03d9f8decafb236e8646b936b737111502e931cdb62be4a97cafeb8a6702e,4b62200c85f1e533a55485f3e014364ded3609cd40e8baea4cb3371626cf536f,1,1
c74u_4f23ac0fde02923d,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],61fe74d610859eb6ff93151a9f2c2e41ae056f52319e949d51e6f0e4c4671534,b1ad752c14a50d5f022ef9b309d931e2dd15ee9f17c3d22375dfe9becfdea41e,1,1
c74u_43f5bddef9a506cf,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],50c7a91a54182f0bb5f173ef8656b04c69c18c153eb5dbc17cd1280877a78ebc,9461a208e455cb082479e998ea044625315cfb01b89ad57c08a11763eb90aca8,1,1
c74u_f681fbd47e0d6aa6,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],32352df3336c4000f26003aacd73055f2ab7e89347bdfffeefc560b155ed9504,1370db392725b844becd52bf4176450937f028ae29486580ecd4c7144281039c,1,1
c74u_cf7bf722370e82a9,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],28a52fd9a14e707a744c338528ba34a0b8d14fae8488c7a8900c7bee1e8c7d23,ee126b94e67647e882ff2f0e0137cb1cd7851c7b6a32af81460e826ac03eb2f4,1,1
c74u_062bb7c3204c56e4,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],af97d777ad3d12b5afcfc83f595ba50a452bc09cf4aa172e88f333d07284e301,e738d7245b37ba5ce9332ead9b6be7b5620876ac72b39b167d9aadad96560f29,1,1
c74u_d140e38bbd0c86bd,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],918d65a31eaa7a5014fed9a789c801730dd21678e7f5194a97123d641df9960b,f6747d710ddf13ebb4f040039d72567c9651c2aef0662b2f5f685ec892938256,1,1
c74u_d249a8c5fe5cc951,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],5ab7f62a93210e742318c62cbbc15c78dd78f84dbdec4c3178707b77156cbd85,f98fc86307a3f9998e9f4b4aedb89fcf51bd72c65c9221e2ad93b4a454b0be9c,1,1
c74u_5231268cab8e0eae,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b08e3006a4b85cd4d9aff5cb43c6d4a1770121c38ed0a90e782bbcbec7924c68,400178979206977bf390050347e7dd5209d8c82526ff236077b33c154384a504,1,1
c74u_016a5a496f3a07ec,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],794314d560701fd9a96e37b94df1538e13e384652661105bef612cb56b3d8ddc,92e7976f45fd46add2329fc6e0eb02073377f41312f59bab3ebd1db795298bc2,1,1
c74u_53ce0641db7cab3f,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],146224c9a0f7e1adb6fa12c0b27cb350d1aa3f77cd7a3d85c435481cacda05f3,7a843802d752c08156676bcd8490f87309760e951a9d87aef3bc54c801a795a3,1,1
c74u_f473976190e0ba69,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],7f5f17f6593928a5c6236a7aa96c4363bb978cedb117983e9519cf0fc9de391a,7d1ac29b6f7c01831e3364d0e662af2a78f404da512a2a398b15e5f3d99f3b6f,1,1
c74u_ba573fd30e725d80,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],6fbb6a42f3a97105a87244df1ee1477272f6b4cde8939f5cef9c37676dd1fec8,ea27c0d3b6f414ec5b32a1fd881c079267ce657fa76efb70dcb95f594555ea25,1,1
c74u_28a9e99a2c31125b,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e8e13454e18bdb2df206e03bb848b44757555219ecfb277dff738d0cd402516d,1d08f3b5a26962f050a6ef3361bd2a0f3d620f54b11cc17fb2481c4e9db6e7f7,1,1
c74u_66e4d259a6adbbe3,3,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ef691171be2e3b66a02debb213905ca9cfc46591f942134bdbe440809ca8c512,855e278a62f19b91d892e015929d122c915eee6d9998c21770f557d97aefa68d,1,1
c74u_960c1b0dbf884cc9,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a72bcc4c788fbd0b4da10b4d9fe5073979e43f03d7176bd1d37c870d4c1c1ed3,953ce8ae8364a9f21c74e3c37becbc2431ade55c4d939eefe69dc856d13d7956,1,1
c74u_24c1e53db5b16039,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ba2735c6b0e05698e7fd72b51d0d187105546cd8eef936222eb19a17fd42f166,4fa3abb83a1f2306f457350169dbf1d176e9daef8d41c5aeb242cc2c745145b0,1,1
c74u_6bd9ad44cc0d8fef,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],990ff82eb0be62ee319c0e4ef5705062c4674183ec69ccf59f2a6ecd104e89c3,f90e4616964a0ceebd63e0c7de24ef5014fddf2919522d7ae12ae1fe666fb26d,1,1
c74u_298ad3ed2d7828ad,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],6c85d78fce139f632f93166a32d183b2b1bfd15601ce06a0921a7ab3ee4d11d0,820653bad52805ba4ba47581d479d6b0331ce463d2c24d92a3314e0625598414,1,1
c74u_5068e144f0795e7e,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],05a7ce39ab04611bea5ce3b49a115ba3921ff7e83ac2e2fbf91cb3c761b2d2eb,28e7b2a5dfd57e78a6b5fe05f794e996e003cb12e8ce025e565f254c7d47de6e,1,1
c74u_27a5b432476b5d70,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],50df3e1b6db876137354fff59104ca085fc5c6f05811f6d0490b44b395dbbe35,de959dc8e5c9a4883a771bccd789f9273dfa9a5f496be58fd0d0cb341d655053,1,1
c74u_803ac1aeda569cd9,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],d68fdb9a6fdbfe07b503b8b2959e609bacc9bf9f111297bcf16541d5d88c6bfd,ff5db817909465f647be9d55d5dbee143ddbd68fdb64ec09bf5a2ba126294d94,1,1
c74u_42d02f2883df0e40,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],7fd545b91b89e55b43a21405c118c580a822af54aa82e1da829905c10487e2d0,ef650619efe18b0145c17948c522a77daad36ceb341c2133cdf1b229dbb2e4a9,1,1
c74u_5981ecb37f7df7be,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],1d8d38ef1d266adc7fa810e080e182af14799e8722bc45b28ee460ec13c36079,7c375cc27c90dfd8096d15104331110ee26fab8170d1044bf444c145a8bf9bc4,1,1
c74u_ac5668a10f28ee53,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],92fa95e8338f48f438b2a24a4f47c35a108e3f74f0b74d028de7fd6073d52fd2,0f92aaafb91dc70c80ba0245efb3205aa4e621600228bb0e13aaefd8f1a05b91,1,1
c74u_81625fdeea0bb41f,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e9f6fc4e75d48c7067892167acc96fff1d85112bbbf9f1c25b9f499841cfb616,9eba716655d309da8a6f298dc33934b13b9d20858bedd28790e823e61f17aefe,1,1
c74u_65e7fa63e32262ba,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],23cba0d5451803e0ba495d30af48a719fde0aecc389bb4ee41b07c346b2f6dae,3ec7bfc7e8d645e7d72444b5553ac01eaaf315e7f8f4c00a12b14ca2e22e4dc8,1,1
c74u_ade05c6a6df1456a,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],565ec703333b401b431d92165ede5e81eb2c3bc1fab639006a2fec16d87feaae,ba4952ddb3db19fe8974fe07af488b475ea6cd16a7e027cab21b8935cab2a830,1,1
c74u_c8b1537675aee8bc,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],64b69f4d91691143f6cbca9586a10ab5cd814a0c4fdc2bbcc905142e3ef43ef0,77ade95d0ac2b8e796db9c4da9cd0e6b35df726587b31c631a718cfb807897b9,1,1
c74u_96521ad24afea34c,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ddcd4a7ef427952524932c3984094d30ce39fe49102305cd87c7dd7ec7a44562,da2aca80e0c587e5598a6b91f7bfe36d055f3dd0f83d731be76095b1ce29a78a,1,1
c74u_7463a8695e468850,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],50425b718ed7ae5771c35382083f7637284b375dbab66d5dc957fe4b3e43f583,8bc98cf9071bba11be4e86dca61f5240450b35c8b8cc62efd4172f46b9828755,1,1
c74u_2f97b3ab17d2ac93,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],53b65b6342d32e106c4f87a3f5ba702fc932bd074aa8449ef67fd0bd36f294e3,83102891b0b508ecb7cc415f2da5cee6804e3864eded54946655d8eb50481e0a,1,1
c74u_699a2905261ffa28,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],f39c07cc917e2084d76cb596b58e38ba2f9994bce8d086ab59425c824f255501,2efe87488addb5a732a9b0ea23840c10910f5f5ffcafbf3776f6798a3e70eda5,1,1
c74u_3ef02bcc25577828,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],f1eef676bb657e6e37c854094332f0ecdf3d97703cd6c3eef07556f56eb8623d,16eaa712fca4b2acd4b3c7ca43eaef5208e7f08aed1aa1d6d2ce477398bc578c,1,1
c74u_ddcc5909161f7150,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],69811c8111f77b89c9e9036a2785e1b732a714d07e1258f2382fd305ce7c7e6e,6cdafa27bc21230663454e266643be50840bda56c59b22129611fa63c1f48ce1,1,1
c74u_d031216ac7a20957,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],f2a43503e4b023ba8f65286dc72c94f1a13d60f3a78816c87756bb2fdc297e5f,1a09266346b4c1dadd337d783c023028af3c3d0bde80fd55e900d56ac69ffcd0,1,1
c74u_807888911be8d9f9,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],66f8bdbd646637b7239e5a223df2348dd37a69f3628ee97c07e781285d3b12e5,9d87f4b551bf8977c60cba74e2c5feb74add32b8c1532ece1cc13f61709108b4,1,1
c74u_c1a49c61d2252886,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],75f83cc14c8355c876823e3cc829d326b71149fb6a346c7bae747b3665b4786d,243431ba5ae4c41b8f654d3f38fb998d1943909a62a9073abbcc4221e1e9db1a,1,1
c74u_56ff85c4d4ff45c8,4,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],c985548c8a285f01cb7ae1f0dca5e643098315ca89389339288d3bb7c06c6d24,ef2e2f99e5c540b5e3d92560216f801ef6c625e458c392d5aced14d3b6d0791c,1,1
c74u_4307eca170f06263,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],683d5d698a718bbf5317f38f91c18466485d55b244a57fada4c510e1ed7c31a2,165bd73ca3fec39e374d02160bb44cc5c320bb720ce92dd1796584ee08027b42,1,1
c74u_9a21e67d79e98832,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],a2a1ee30cfa888f54cd577cfb9fe560e949d32473eca7992e6b7d26826b28aae,1c3012b5449d50d120effbb81cede2c27b6d96cd3e2c4fbb87d1f60edbc240d2,1,1
c74u_a907b19ba775d196,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],fd1c8f9eea792b7e067e0beb8ad444498dc76754850b4572973ce4926c9694ef,78233c8189b141d7eec653c2d6fcf6a918f0383266c88602b4bd4486fd4ec823,1,1
c74u_d85050b600bf2143,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],8a84aabf37408af0a165861d823e8e3d4f0960bdbb627b7010d2bcd5b26d2853,ed6f594a96a108e97f1f958c1fa7b308bbdb4bea7ba2c13bd70a19a0afc65c4a,1,1
c74u_3e90a02e4dd3c93f,5,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],dc6921d866bf76298ea01821f669eb96afe31b836c3b35694326b8728434c247,4c066c0cdabfb306075aa65a2f6c65af4774bfcc6f5d694d3e61b1d57b2f6830,1,1
