target_id,counterfactual,candidate_count,mean_evaluation_bAcc,utility_spearman_vs_original,pairwise_rank_flip_fraction,top1_agreement,original_best_bAcc,counterfactual_best_bAcc,best_utility_delta,original_Wz_plus_b_vs_stored_logits_max_abs,evaluation_labels_used,same_label_oracle_used,hyperparameter_tuned_on_evaluation,diagnostic_only
7,I0_original,24,0.28594617054619037,0.9999999999999999,0.0,1,0.341556757417383,0.341556757417383,0.0,2.2165477275848389e-07,1,0,0,1
7,shrink_candidate_residual_alpha_0.5,24,0.28096434219694866,0.7721739130434783,0.21014492753623187,0,0.341556757417383,0.31339214413766137,-0.02816461327972164,2.2165477275848389e-07,1,0,0,1
7,replace_with_target_common_alpha_0,24,0.27368596685064434,0.2116068736390519,0.4068441064638783,0,0.341556757417383,0.2764883419756433,-0.06506841544173969,2.2165477275848389e-07,1,0,0,1
7,candidate_permuted_residual,24,0.28584913291403574,-0.07391304347826086,0.5289855072463768,0,0.341556757417383,0.3315817926231411,-0.009974964794241925,2.2165477275848389e-07,1,0,0,1
7,trajectory_preserving_shuffle,24,0.28541530731452386,0.4260869565217391,0.322463768115942,0,0.341556757417383,0.34464317717046944,0.0030864197530864335,2.2165477275848389e-07,1,0,0,1
7,magnitude_matched_random_residual,24,0.2865119916647624,-0.09826086956521737,0.5289855072463768,0,0.341556757417383,0.3163519064163897,-0.02520485100099329,2.2165477275848389e-07,1,0,0,1
8,I0_original,24,0.45023595480979184,0.9999999999999999,0.0,1,0.5399110524782285,0.5399110524782285,0.0,2.2933818399906158e-07,1,0,0,1
8,shrink_candidate_residual_alpha_0.5,24,0.5016262047203482,0.8182608695652173,0.17753623188405798,1,0.5399110524782285,0.5420796424916015,0.002168590013372995,2.2933818399906158e-07,1,0,0,1
8,replace_with_target_common_alpha_0,24,0.5365843380855299,0.30050545333078776,0.3793103448275862,0,0.5399110524782285,0.5482993385745984,0.00838828609636999,2.2933818399906158e-07,1,0,0,1
8,candidate_permuted_residual,24,0.4477594617465404,0.1826086956521739,0.43478260869565216,0,0.5399110524782285,0.5431161806833567,0.0032051282051281937,2.2933818399906158e-07,1,0,0,1
8,trajectory_preserving_shuffle,24,0.44839595987203146,-0.12956521739130433,0.5217391304347826,0,0.5399110524782285,0.5399110524782285,0.0,2.2933818399906158e-07,1,0,0,1
8,magnitude_matched_random_residual,24,0.4354801668878889,-0.22608695652173913,0.5833333333333334,0,0.5399110524782285,0.49741236403964234,-0.04249868843858612,2.2933818399906158e-07,1,0,0,1
9,I0_original,24,0.4553904102515213,0.9999999999999999,0.0,1,0.5458136708136708,0.5458136708136708,0.0,4.3958425521850586e-07,1,0,0,1
9,shrink_candidate_residual_alpha_0.5,24,0.4826473298695521,0.7426086956521739,0.2246376811594203,0,0.5458136708136708,0.5443598360265027,-0.0014538347871680957,4.3958425521850586e-07,1,0,0,1
9,replace_with_target_common_alpha_0,24,0.4918988929405596,0.435000787608463,0.29015544041450775,0,0.5458136708136708,0.5010486677153344,-0.04476500309833642,4.3958425521850586e-07,1,0,0,1
9,candidate_permuted_residual,24,0.4552737261070594,-0.3060869565217391,0.6123188405797102,0,0.5458136708136708,0.5491920491920492,0.0033783783783783994,4.3958425521850586e-07,1,0,0,1
9,trajectory_preserving_shuffle,24,0.45467416821583484,0.33999999999999997,0.3804347826086957,0,0.5458136708136708,0.5458136708136708,0.0,4.3958425521850586e-07,1,0,0,1
9,magnitude_matched_random_residual,24,0.44558745253189697,0.1591304347826087,0.4384057971014493,0,0.5458136708136708,0.5025025025025025,-0.043311168311168324,4.3958425521850586e-07,1,0,0,1
