dataset,method,seed,fold,R3_task_drop_k2,R3_task_drop_k8,random_subspace_task_drop_k2,head_replay_ok
BNCI2014_001,fcigl_align_eta0.05,0,7,0.07465277777777773,0.1371527777777778,0.0,True
BNCI2014_001,fcigl_align_eta0.05,0,8,0.022569444444444475,0.08333333333333337,0.005208333333333315,True
BNCI2014_001,fcigl_align_eta0.05,1,0,0.001736111111111105,0.09374999999999994,0.019097222222222154,True
BNCI2014_001,fcigl_align_eta0.05,1,1,0.001736111111111105,0.0017361111111111605,-0.0017361111111111605,True
BNCI2014_001,fcigl_align_eta0.05,1,2,0.020833333333333315,0.1388888888888889,0.00694444444444442,True
BNCI2014_001,fcigl_align_eta0.05,1,3,0.0,0.039930555555555525,0.005208333333333315,True
BNCI2014_001,fcigl_align_eta0.05,1,4,0.02604166666666663,0.015624999999999944,0.012152777777777735,True
BNCI2014_001,fcigl_align_eta0.05,1,5,-0.005208333333333259,-0.006944444444444364,-0.01041666666666663,True
BNCI2014_001,fcigl_align_eta0.05,1,6,-0.001736111111111105,0.02430555555555558,0.0034722222222222376,True
BNCI2014_001,fcigl_align_eta0.05,1,7,0.048611111111111105,0.05208333333333337,-0.01215277777777779,True
BNCI2014_001,fcigl_align_eta0.05,1,8,0.052083333333333315,0.11458333333333334,0.017361111111111105,True
BNCI2014_001,fcigl_align_eta0.05,2,0,-0.015624999999999944,0.125,-0.00868055555555547,True
BNCI2014_001,fcigl_align_eta0.05,2,1,0.01041666666666674,0.00520833333333337,-0.00347222222222221,True
BNCI2014_001,fcigl_align_eta0.05,2,2,0.02256944444444442,0.13368055555555558,0.013888888888888895,True
BNCI2014_001,fcigl_align_eta0.05,2,3,-0.010416666666666685,-0.00520833333333337,0.00347222222222221,True
BNCI2014_001,fcigl_align_eta0.05,2,4,0.019097222222222265,0.026041666666666685,0.00868055555555558,True
BNCI2014_001,fcigl_align_eta0.05,2,5,0.012152777777777846,-0.010416666666666574,-0.008680555555555525,True
BNCI2014_001,fcigl_align_eta0.05,2,6,0.013888888888888895,0.02430555555555558,0.010416666666666685,True
BNCI2014_001,fcigl_align_eta0.05,2,7,0.00868055555555558,0.10416666666666663,-0.00868055555555558,True
BNCI2014_001,fcigl_align_eta0.05,2,8,-0.006944444444444475,0.059027777777777735,0.01388888888888884,True
BNCI2015_001,fcigl_align_eta0.01,0,0,0.0024999999999999467,0.1524999999999999,-0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.01,0,1,0.23249999999999993,0.27499999999999997,-0.01750000000000007,True
BNCI2015_001,fcigl_align_eta0.01,0,2,0.17249999999999993,-0.010000000000000009,0.019999999999999907,True
BNCI2015_001,fcigl_align_eta0.01,0,3,0.1825,0.22250000000000003,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,0,4,0.040000000000000036,0.09250000000000003,0.0,True
BNCI2015_001,fcigl_align_eta0.01,0,5,0.11250000000000004,0.21250000000000002,0.01000000000000012,True
BNCI2015_001,fcigl_align_eta0.01,0,6,-0.012500000000000067,-0.07250000000000001,-0.0025000000000000577,True
BNCI2015_001,fcigl_align_eta0.01,0,7,0.00666666666666671,-0.011666666666666603,0.0033333333333332993,True
BNCI2015_001,fcigl_align_eta0.01,0,8,0.056666666666666754,0.05166666666666675,0.011666666666666714,True
BNCI2015_001,fcigl_align_eta0.01,0,9,0.030000000000000027,0.013333333333333308,-0.00666666666666671,True
BNCI2015_001,fcigl_align_eta0.01,0,10,-0.015000000000000013,0.03666666666666668,-0.018333333333333313,True
BNCI2015_001,fcigl_align_eta0.01,0,11,-0.05250000000000005,-0.04999999999999999,0.0,True
BNCI2015_001,fcigl_align_eta0.01,1,0,0.09750000000000003,-0.022499999999999964,-0.022499999999999964,True
BNCI2015_001,fcigl_align_eta0.01,1,1,0.050000000000000044,0.315,-0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.01,1,2,0.2575,0.26749999999999996,0.030000000000000027,True
BNCI2015_001,fcigl_align_eta0.01,1,3,0.1924999999999999,0.1775,0.0024999999999999467,True
BNCI2015_001,fcigl_align_eta0.01,1,4,0.07250000000000001,0.09500000000000003,0.022500000000000075,True
BNCI2015_001,fcigl_align_eta0.01,1,5,0.050000000000000044,0.10999999999999999,0.0050000000000000044,True
BNCI2015_001,fcigl_align_eta0.01,1,6,0.05999999999999994,0.08999999999999991,-0.01000000000000012,True
BNCI2015_001,fcigl_align_eta0.01,1,7,0.03999999999999998,0.023333333333333317,-0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,1,8,0.043333333333333335,0.03499999999999992,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,1,9,0.036666666666666625,0.07166666666666666,0.0,True
BNCI2015_001,fcigl_align_eta0.01,1,10,-0.010000000000000009,0.020000000000000018,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,1,11,-0.03249999999999997,0.0050000000000000044,-0.012500000000000067,True
BNCI2015_001,fcigl_align_eta0.01,2,0,0.025000000000000022,0.040000000000000036,0.0050000000000000044,True
BNCI2015_001,fcigl_align_eta0.01,2,1,0.07750000000000001,0.13,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,2,2,0.17500000000000004,0.12250000000000005,0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.01,2,3,0.12250000000000005,0.16749999999999998,0.0,True
BNCI2015_001,fcigl_align_eta0.01,2,4,0.019999999999999907,0.10249999999999998,0.03500000000000003,True
BNCI2015_001,fcigl_align_eta0.01,2,5,0.03749999999999998,0.08499999999999996,-1.1102230246251565e-16,True
BNCI2015_001,fcigl_align_eta0.01,2,6,-0.007499999999999951,0.040000000000000036,-0.022499999999999964,True
BNCI2015_001,fcigl_align_eta0.01,2,7,0.020000000000000018,0.03833333333333333,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,2,8,0.05666666666666664,0.05166666666666664,0.026666666666666616,True
BNCI2015_001,fcigl_align_eta0.01,2,9,0.015000000000000013,0.0616666666666667,0.01333333333333342,True
BNCI2015_001,fcigl_align_eta0.01,2,10,0.0050000000000000044,0.015000000000000013,-0.008333333333333304,True
BNCI2015_001,fcigl_align_eta0.01,2,11,0.015000000000000013,0.007500000000000007,-0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.05,0,0,0.13999999999999996,0.10249999999999998,-0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.05,0,1,0.22000000000000008,0.31250000000000006,0.0025000000000000577,True
BNCI2015_001,fcigl_align_eta0.05,0,2,0.20750000000000002,-0.057499999999999885,0.06000000000000005,True
BNCI2015_001,fcigl_align_eta0.05,0,3,0.16749999999999998,0.20750000000000002,0.03249999999999997,True
BNCI2015_001,fcigl_align_eta0.05,0,4,0.012499999999999956,0.08250000000000002,-0.0050000000000000044,True
BNCI2015_001,fcigl_align_eta0.05,0,5,0.07750000000000012,0.18750000000000006,0.0,True
BNCI2015_001,fcigl_align_eta0.05,0,6,0.04749999999999999,-0.03249999999999997,0.0025000000000000577,True
BNCI2015_001,fcigl_align_eta0.05,0,7,0.013333333333333308,-0.021666666666666723,0.0033333333333332993,True
BNCI2015_001,fcigl_align_eta0.05,0,8,0.06666666666666665,0.0633333333333333,0.011666666666666714,True
BNCI2015_001,fcigl_align_eta0.05,0,9,0.030000000000000027,0.03500000000000003,0.0016666666666667052,True
BNCI2015_001,fcigl_align_eta0.05,0,10,-0.05499999999999999,0.0533333333333334,-0.023333333333333373,True
BNCI2015_001,fcigl_align_eta0.05,0,11,-0.04749999999999999,-0.057499999999999996,-0.0024999999999999467,True
BNCI2015_001,fcigl_align_eta0.05,1,0,0.09499999999999997,-0.007500000000000062,-0.03500000000000003,True
BNCI2015_001,fcigl_align_eta0.05,1,1,0.050000000000000044,0.27,-0.0024999999999999467,True
BNCI2015_001,fcigl_align_eta0.05,1,2,0.2375,0.235,0.0,True
BNCI2015_001,fcigl_align_eta0.05,1,3,0.17499999999999993,0.2074999999999999,0.0024999999999999467,True
BNCI2015_001,fcigl_align_eta0.05,1,4,0.07500000000000007,0.05750000000000011,0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.05,1,5,0.04749999999999999,0.04499999999999993,0.0050000000000000044,True
BNCI2015_001,fcigl_align_eta0.05,1,6,0.03249999999999997,0.050000000000000044,-0.012499999999999956,True
BNCI2015_001,fcigl_align_eta0.05,1,7,0.008333333333333304,0.03500000000000003,0.0,True
BNCI2015_001,fcigl_align_eta0.05,1,8,0.05333333333333329,0.033333333333333326,0.004999999999999893,True
BNCI2015_001,fcigl_align_eta0.05,1,9,0.05666666666666664,0.07166666666666666,0.021666666666666612,True
BNCI2015_001,fcigl_align_eta0.05,1,10,-0.00666666666666671,-0.04833333333333334,0.006666666666666599,True
BNCI2015_001,fcigl_align_eta0.05,1,11,-0.03500000000000009,0.0025000000000000022,0.0025000000000000022,True
BNCI2015_001,fcigl_align_eta0.05,2,0,0.02749999999999997,0.05249999999999999,0.007499999999999951,True
BNCI2015_001,fcigl_align_eta0.05,2,1,0.039999999999999925,0.13,0.012500000000000067,True
BNCI2015_001,fcigl_align_eta0.05,2,2,0.1725,0.12,0.025000000000000022,True
BNCI2015_001,fcigl_align_eta0.05,2,3,0.10750000000000004,0.20750000000000002,0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.05,2,4,0.012499999999999956,0.057499999999999996,0.01750000000000007,True
BNCI2015_001,fcigl_align_eta0.05,2,5,0.03249999999999986,0.07750000000000001,-0.022500000000000075,True
BNCI2015_001,fcigl_align_eta0.05,2,6,0.0025000000000000577,0.06,0.0025000000000000577,True
BNCI2015_001,fcigl_align_eta0.05,2,7,0.011666666666666714,0.043333333333333335,0.0033333333333332993,True
BNCI2015_001,fcigl_align_eta0.05,2,8,0.05666666666666664,0.053333333333333344,0.0050000000000000044,True
BNCI2015_001,fcigl_align_eta0.05,2,9,0.025000000000000022,0.03166666666666662,0.0016666666666665941,True
BNCI2015_001,fcigl_align_eta0.05,2,10,0.0,0.02833333333333332,-0.0033333333333332993,True
BNCI2015_001,fcigl_align_eta0.05,2,11,0.022500000000000075,-0.07499999999999996,-0.0024999999999999467,True
