dataset,method,seed,fold,target_bacc,source_bacc,graph_kl,node_kl,R3_task_drop_k2,R3_task_drop_k8,random_subspace_task_drop_k2,task_head_alignment_k2,task_head_alignment_k8,head_replay_ok,firewall_passed,projector_excludes_target,projector_excludes_source_val,projector_k
BNCI2014_001,fcigl_align_eta0.01,1,5,0.2725694444444445,0.49636627906976744,0.8426674008369446,0.5068793892860413,5.551115123125783e-17,-0.012152777777777735,-0.022569444444444475,0.007302979441988479,0.39210103988985456,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,1,6,0.22743055555555555,0.501453488372093,1.010835886001587,0.5152956247329712,0.0,0.019097222222222238,0.0069444444444444475,0.01751343655369105,0.3464283381631103,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,1,7,0.4305555555555555,0.4425872093023256,0.9644555449485779,0.48165130615234375,0.046874999999999944,0.05034722222222221,-0.012152777777777846,0.02170086925335079,0.2699931504272387,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,1,8,0.3680555555555556,0.4491279069767442,0.9474783539772034,0.4382065534591675,0.04340277777777779,0.13368055555555555,0.00868055555555558,0.014131778197179,0.3000913378552635,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,2,0,0.42013888888888884,0.4585755813953489,0.8175135850906372,0.4735771119594574,-0.01736111111111116,0.13368055555555547,-0.03298611111111116,0.013751105373745553,0.26220711949472375,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,2,1,0.2847222222222222,0.5116279069767442,1.0558815002441406,0.6130350828170776,0.008680555555555525,0.013888888888888895,-0.00520833333333337,0.002970374085963349,0.3148321605924319,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,2,2,0.390625,0.4418604651162791,0.595029354095459,0.366011381149292,0.015625,0.109375,0.01041666666666663,0.017543389097276384,0.47334328506758316,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,2,3,0.25,0.4978197674418604,0.9677910804748535,0.47817543148994446,-0.013888888888888895,-0.006944444444444475,0.008680555555555525,0.009058014487247877,0.35881003842200576,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,2,4,0.2725694444444444,0.5290697674418605,0.8036990165710449,0.43419331312179565,0.012152777777777735,0.02604166666666663,0.015624999999999944,0.022433442415207536,0.29437384059568905,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,2,5,0.3107638888888889,0.502906976744186,0.8450387120246887,0.4855961203575134,-0.00694444444444442,-0.02604166666666663,-0.005208333333333315,0.026457163957973564,0.33926129961360757,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,2,6,0.21354166666666666,0.4992732558139535,0.8502373695373535,0.4615791141986847,-0.0017361111111111327,0.0,-0.0069444444444444475,0.012604455093160858,0.3653257605129701,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,2,7,0.4149305555555556,0.4694767441860465,1.0298429727554321,0.4871409833431244,0.01388888888888895,0.11631944444444448,-0.0017361111111110494,0.005558647294488526,0.31733985059022934,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.01,2,8,0.40798611111111116,0.44840116279069764,0.8094965219497681,0.4012022018432617,0.01388888888888895,0.08506944444444453,0.00868055555555558,0.04362291180439978,0.29339367444390124,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,0,0,0.4791666666666667,0.48401162790697677,0.8600161671638489,0.4192400872707367,0.05034722222222221,0.14236111111111116,0.01215277777777779,0.01658656058608333,0.26657322402930844,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,0,1,0.2604166666666667,0.5087209302325582,0.9773630499839783,0.50301593542099,-0.008680555555555525,0.0034722222222222654,-0.00694444444444442,0.007023939677577947,0.2337085623099222,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,0,2,0.4322916666666667,0.4745639534883721,0.7744428515434265,0.3633268177509308,0.0798611111111111,0.06250000000000006,-0.017361111111111105,0.031105792215832873,0.2287418848737154,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,0,3,0.2881944444444444,0.5050872093023255,1.0566037893295288,0.48794272541999817,0.020833333333333315,0.019097222222222154,0.01041666666666663,0.018428893113980188,0.14557713933839084,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,0,4,0.25520833333333337,0.5065406976744187,0.8960649371147156,0.4461766481399536,0.015625000000000056,0.0017361111111111605,-0.00347222222222221,0.01790864263457665,0.30251477400406646,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,0,5,0.3142361111111111,0.49127906976744184,0.9635383486747742,0.42559969425201416,0.0,0.05381944444444442,0.0,0.013637423184680982,0.2476206319028623,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,0,6,0.23263888888888887,0.5152616279069768,1.0186585187911987,0.45627737045288086,0.003472222222222182,0.012152777777777735,-0.0069444444444444475,0.009945158263684048,0.4234089438427179,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,0,7,0.4496527777777778,0.47674418604651164,0.7927482724189758,0.4164908826351166,0.07465277777777773,0.1371527777777778,0.0,0.02118148543137432,0.2674443406622464,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,0,8,0.3420138888888889,0.47674418604651164,0.7911331057548523,0.38986462354660034,0.022569444444444475,0.08333333333333337,0.005208333333333315,0.057278392749334314,0.38824810400722554,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,1,0,0.4548611111111111,0.4680232558139535,0.8310525417327881,0.42507854104042053,0.001736111111111105,0.09374999999999994,0.019097222222222154,0.00837729416848851,0.3141739646202843,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,1,1,0.2916666666666667,0.5167151162790697,1.0881229639053345,0.48895061016082764,0.001736111111111105,0.0017361111111111605,-0.0017361111111111605,0.0064115420208283105,0.2758644380125305,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,1,2,0.4079861111111111,0.44549418604651164,0.7811415195465088,0.4490935206413269,0.020833333333333315,0.1388888888888889,0.00694444444444442,0.014028003129171296,0.48570858516196785,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,1,3,0.3055555555555555,0.49418604651162795,1.0980901718139648,0.4995841681957245,0.0,0.039930555555555525,0.005208333333333315,0.017203696323617058,0.2893843623320247,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,1,4,0.27604166666666663,0.5276162790697675,0.8534913063049316,0.4155183732509613,0.02604166666666663,0.015624999999999944,0.012152777777777735,0.03146678271455556,0.3183206400648605,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,1,5,0.28298611111111116,0.4934593023255814,0.8676429390907288,0.5055462718009949,-0.005208333333333259,-0.006944444444444364,-0.01041666666666663,0.008671439178243291,0.36570383967538134,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,1,6,0.22222222222222224,0.49709302325581395,1.0096336603164673,0.5165132880210876,-0.001736111111111105,0.02430555555555558,0.0034722222222222376,0.015300543270954387,0.33551621722492164,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,1,7,0.4253472222222222,0.44040697674418605,0.9819101691246033,0.48400527238845825,0.048611111111111105,0.05208333333333337,-0.01215277777777779,0.02134369832720731,0.26807677003829117,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,1,8,0.359375,0.4505813953488372,0.9537723660469055,0.44052332639694214,0.052083333333333315,0.11458333333333334,0.017361111111111105,0.013651746964234449,0.2829319396652536,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,2,0,0.42708333333333337,0.4629360465116279,0.7903432250022888,0.468208909034729,-0.015624999999999944,0.125,-0.00868055555555547,0.01404172050152161,0.25815363434625105,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,2,1,0.2881944444444445,0.5101744186046512,1.0722461938858032,0.6147469282150269,0.01041666666666674,0.00520833333333337,-0.00347222222222221,0.0023435681728135936,0.3060879517202668,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,2,2,0.4027777777777778,0.4418604651162791,0.5848884582519531,0.36931928992271423,0.02256944444444442,0.13368055555555558,0.013888888888888895,0.017393659414269392,0.41325091008355985,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,2,3,0.24305555555555552,0.49491279069767435,0.9674015641212463,0.4787456691265106,-0.010416666666666685,-0.00520833333333337,0.00347222222222221,0.0076267958124484605,0.3389622583915668,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,2,4,0.27083333333333337,0.532703488372093,0.7988435626029968,0.43518587946891785,0.019097222222222265,0.026041666666666685,0.00868055555555558,0.020874013637326896,0.2538315431995354,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,2,5,0.31597222222222227,0.4992732558139535,0.8245972990989685,0.4800618886947632,0.012152777777777846,-0.010416666666666574,-0.008680555555555525,0.02205596164971028,0.3003050731009945,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,2,6,0.22916666666666669,0.4992732558139535,0.8667133450508118,0.4623410999774933,0.013888888888888895,0.02430555555555558,0.010416666666666685,0.009014072747036314,0.32769882618299895,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,2,7,0.4027777777777778,0.4738372093023256,1.0290875434875488,0.4917568266391754,0.00868055555555558,0.10416666666666663,-0.00868055555555558,0.005281907169474443,0.3209793657472373,True,True,True,True,2
BNCI2014_001,fcigl_align_eta0.05,2,8,0.38541666666666663,0.4549418604651163,0.8066912889480591,0.3992163836956024,-0.006944444444444475,0.059027777777777735,0.01388888888888884,0.03357311463738973,0.23737473377917087,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,0,0.565,0.6884615384615385,0.22581472992897034,0.39666426181793213,0.0024999999999999467,0.1524999999999999,-0.007500000000000062,0.6424955845618726,0.67182832956507,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,1,0.7725,0.6711538461538462,0.4340316355228424,0.4125789701938629,0.23249999999999993,0.27499999999999997,-0.01750000000000007,0.20738269740619472,0.6326358728661675,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,2,0.6625,0.6878205128205128,0.3998914659023285,0.4102828800678253,0.17249999999999993,-0.010000000000000009,0.019999999999999907,0.39639050842036305,0.6814232116215841,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,3,0.7175,0.6884615384615385,0.5397432446479797,0.48875924944877625,0.1825,0.22250000000000003,0.010000000000000009,0.24773955513526316,0.643402184184679,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,4,0.5625,0.691025641025641,0.3268625736236572,0.3935531675815582,0.040000000000000036,0.09250000000000003,0.0,0.453907435989969,0.6004992950926019,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,5,0.6325000000000001,0.6974358974358974,0.5675466060638428,0.49781402945518494,0.11250000000000004,0.21250000000000002,0.01000000000000012,0.12709586571935003,0.6828016463714152,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,6,0.5025,0.6897435897435897,0.2918471693992615,0.39246582984924316,-0.012500000000000067,-0.07250000000000001,-0.0025000000000000577,0.5581942858123525,0.6193300790800144,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,7,0.515,0.7046666666666667,0.31962403655052185,0.29705584049224854,0.00666666666666671,-0.011666666666666603,0.0033333333333332993,0.3075593202214345,0.6505167335870884,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,8,0.55,0.7,0.3716156482696533,0.3810589015483856,0.056666666666666754,0.05166666666666675,0.011666666666666714,0.28360289621016743,0.5652239067544929,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,9,0.5466666666666666,0.704,0.4902099072933197,0.47089827060699463,0.030000000000000027,0.013333333333333308,-0.00666666666666671,0.22126616186163645,0.6661030877628703,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,10,0.4966666666666667,0.7213333333333334,0.6545822024345398,0.5383442640304565,-0.015000000000000013,0.03666666666666668,-0.018333333333333313,0.11385303923554899,0.5970146879309206,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,0,11,0.455,0.7256410256410257,0.33123651146888733,0.3782816231250763,-0.05250000000000005,-0.04999999999999999,0.0,0.5500042467295743,0.6125016251620621,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,0,0.6075,0.6903846153846154,0.49460896849632263,0.45890235900878906,0.09750000000000003,-0.022499999999999964,-0.022499999999999964,0.15328144040335856,0.6629406727125579,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,1,0.8125,0.6878205128205128,0.6929030418395996,0.5176171660423279,0.050000000000000044,0.315,-0.007500000000000062,0.06650712020706118,0.6390926547239276,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,2,0.6575,0.6916666666666667,0.49675437808036804,0.4828625023365021,0.2575,0.26749999999999996,0.030000000000000027,0.423364857786829,0.5344203763346554,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,3,0.7324999999999999,0.7096153846153845,0.8685184717178345,0.5967439413070679,0.1924999999999999,0.1775,0.0024999999999999467,0.14474916485387915,0.5389114844030286,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,4,0.5775,0.7141025641025641,0.5314527153968811,0.4911307096481323,0.07250000000000001,0.09500000000000003,0.022500000000000075,0.2784755868241835,0.6086039136648026,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,5,0.615,0.6993589743589743,0.866298496723175,0.6632776260375977,0.050000000000000044,0.10999999999999999,0.0050000000000000044,0.163115908583917,0.6641472890750169,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,6,0.5349999999999999,0.6942307692307692,0.4142095744609833,0.4461430013179779,0.05999999999999994,0.08999999999999991,-0.01000000000000012,0.26768959953207816,0.6042193107902375,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,7,0.53,0.7086666666666667,0.5218313932418823,0.4247187077999115,0.03999999999999998,0.023333333333333317,-0.010000000000000009,0.3604613981965034,0.6360646103347062,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,8,0.5366666666666666,0.696,0.40300095081329346,0.367864191532135,0.043333333333333335,0.03499999999999992,0.010000000000000009,0.28628686354928934,0.6329887813530796,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,9,0.5566666666666666,0.7193333333333334,0.6403355598449707,0.5102188587188721,0.036666666666666625,0.07166666666666666,0.0,0.19577097032537943,0.6672142486449728,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,10,0.51,0.7186666666666666,0.8817451000213623,0.5963921546936035,-0.010000000000000009,0.020000000000000018,0.010000000000000009,0.13618414334564122,0.7133413803031894,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,1,11,0.48,0.7192307692307692,0.7380831241607666,0.5321953892707825,-0.03249999999999997,0.0050000000000000044,-0.012500000000000067,0.05085330066463237,0.5685050701006795,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,0,0.5625,0.6993589743589743,0.48264309763908386,0.395018070936203,0.025000000000000022,0.040000000000000036,0.0050000000000000044,0.17642738446820577,0.6940800866402976,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,1,0.77,0.6826923076923077,0.6483637690544128,0.4727728068828583,0.07750000000000001,0.13,0.010000000000000009,0.10119004112661904,0.67098789635039,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,2,0.6125,0.6923076923076923,0.4011053442955017,0.4530494213104248,0.17500000000000004,0.12250000000000005,0.007500000000000062,0.5615711463401558,0.7085629762259663,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,3,0.73,0.7032051282051281,0.7125810384750366,0.48708030581474304,0.12250000000000005,0.16749999999999998,0.0,0.0911701758883092,0.5951208508759865,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,4,0.5575,0.6961538461538461,0.6262490153312683,0.4816240966320038,0.019999999999999907,0.10249999999999998,0.03500000000000003,0.14121864769094292,0.705505984297539,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,5,0.6224999999999999,0.7224358974358974,0.9928461909294128,0.6347559690475464,0.03749999999999998,0.08499999999999996,-1.1102230246251565e-16,0.058055537507540396,0.579537956181217,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,6,0.525,0.7134615384615385,0.6870949864387512,0.4858594536781311,-0.007499999999999951,0.040000000000000036,-0.022499999999999964,0.055204686975133664,0.5549831262344702,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,7,0.54,0.7226666666666667,0.595403254032135,0.44621217250823975,0.020000000000000018,0.03833333333333333,0.010000000000000009,0.16339950788802385,0.5514114636553281,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,8,0.5566666666666666,0.6993333333333334,0.47616273164749146,0.36173325777053833,0.05666666666666664,0.05166666666666664,0.026666666666666616,0.3683514339918229,0.5840017768734198,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,9,0.56,0.7266666666666667,0.6656776666641235,0.48624712228775024,0.015000000000000013,0.0616666666666667,0.01333333333333342,0.1963539696325433,0.6852930156568099,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,10,0.5233333333333333,0.6913333333333334,0.6707320809364319,0.5723296999931335,0.0050000000000000044,0.015000000000000013,-0.008333333333333304,0.01862972101310651,0.6306167685161409,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.01,2,11,0.505,0.7282051282051282,0.6425778269767761,0.45280760526657104,0.015000000000000013,0.007500000000000007,-0.007500000000000062,0.26198076296929945,0.5962146571378547,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,0,0.5625,0.6884615384615385,0.23883670568466187,0.4035641551017761,0.13999999999999996,0.10249999999999998,-0.007500000000000062,0.4475463768059263,0.5385174753299947,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,1,0.7675000000000001,0.667948717948718,0.38728857040405273,0.4139135181903839,0.22000000000000008,0.31250000000000006,0.0025000000000000577,0.11012613324287514,0.48151839784183703,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,2,0.665,0.6846153846153846,0.40267500281333923,0.42158740758895874,0.20750000000000002,-0.057499999999999885,0.06000000000000005,0.19152000772031394,0.4864924861919898,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,3,0.725,0.6974358974358974,0.5924928188323975,0.5042520761489868,0.16749999999999998,0.20750000000000002,0.03249999999999997,0.1291847193582103,0.3781614803718861,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,4,0.5625,0.6846153846153846,0.30736255645751953,0.40391623973846436,0.012499999999999956,0.08250000000000002,-0.0050000000000000044,0.2622825679804054,0.374065201238088,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,5,0.6325000000000001,0.6935897435897436,0.5885387659072876,0.501986026763916,0.07750000000000012,0.18750000000000006,0.0,0.06955705926484475,0.4678315720996807,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,6,0.505,0.6961538461538461,0.28547805547714233,0.40531277656555176,0.04749999999999999,-0.03249999999999997,0.0025000000000000577,0.29213020778788135,0.36964902843648423,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,7,0.5183333333333333,0.7033333333333334,0.3034783899784088,0.30330216884613037,0.013333333333333308,-0.021666666666666723,0.0033333333333332993,0.19358845304407285,0.4732539326141793,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,8,0.5566666666666666,0.708,0.3957701623439789,0.3980761766433716,0.06666666666666665,0.0633333333333333,0.011666666666666714,0.1371219527558968,0.4115584697258738,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,9,0.5483333333333333,0.7046666666666667,0.4809369742870331,0.4714703857898712,0.030000000000000027,0.03500000000000003,0.0016666666666667052,0.16559836268880873,0.5624088306308371,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,10,0.49833333333333335,0.7226666666666667,0.6067376136779785,0.5504019856452942,-0.05499999999999999,0.0533333333333334,-0.023333333333333373,0.18692723070491518,0.457117743514166,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,0,11,0.4525,0.7211538461538463,0.38685184717178345,0.399493932723999,-0.04749999999999999,-0.057499999999999996,-0.0024999999999999467,0.24563468138171377,0.3291366161051837,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,0,0.605,0.6929487179487179,0.4879229962825775,0.4688608944416046,0.09499999999999997,-0.007500000000000062,-0.03500000000000003,0.10131432904544532,0.5128314830930782,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,1,0.81,0.6935897435897436,0.7219884395599365,0.5233237147331238,0.050000000000000044,0.27,-0.0024999999999999467,0.044699276781522974,0.585349618853344,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,2,0.645,0.698076923076923,0.5147135853767395,0.5002297759056091,0.2375,0.235,0.0,0.17229564484747673,0.2776593562454476,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,3,0.7324999999999999,0.7102564102564102,0.8645896911621094,0.6012093424797058,0.17499999999999993,0.2074999999999999,0.0024999999999999467,0.11122577925500654,0.3582277238187242,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,4,0.5800000000000001,0.7121794871794872,0.5837845802307129,0.5097939968109131,0.07500000000000007,0.05750000000000011,0.007500000000000062,0.10643987856311408,0.33944394845110726,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,5,0.615,0.6942307692307692,0.8819069266319275,0.6647725701332092,0.04749999999999999,0.04499999999999993,0.0050000000000000044,0.08727302094852421,0.4522645914606451,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,6,0.54,0.6942307692307692,0.3944823741912842,0.4623326063156128,0.03249999999999997,0.050000000000000044,-0.012499999999999956,0.09879109511795874,0.43876398271319994,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,7,0.5383333333333333,0.7133333333333334,0.5951299071311951,0.4590400755405426,0.008333333333333304,0.03500000000000003,0.0,0.09651306745897635,0.41882613608776736,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,8,0.5366666666666666,0.6966666666666667,0.4250771105289459,0.38213223218917847,0.05333333333333329,0.033333333333333326,0.004999999999999893,0.125341952204892,0.439374023709587,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,9,0.5716666666666667,0.7133333333333334,0.6351056694984436,0.5151949524879456,0.05666666666666664,0.07166666666666666,0.021666666666666612,0.11198928608451086,0.5084286276563191,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,10,0.5183333333333333,0.7186666666666667,0.9088049530982971,0.5923820734024048,-0.00666666666666671,-0.04833333333333334,0.006666666666666599,0.08545627222999704,0.6009767172898994,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,1,11,0.4825,0.716025641025641,0.710838258266449,0.5312230587005615,-0.03500000000000009,0.0025000000000000022,0.0025000000000000022,0.05733761796622974,0.4720818911294695,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,2,0,0.5675,0.6961538461538461,0.5225783586502075,0.4015886187553406,0.02749999999999997,0.05249999999999999,0.007499999999999951,0.08330907708839247,0.5494505135081343,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,2,1,0.7775,0.6788461538461539,0.6395127773284912,0.4825701415538788,0.039999999999999925,0.13,0.012500000000000067,0.07215256937531697,0.48487358045864554,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,2,2,0.62,0.6942307692307692,0.43130505084991455,0.4696672856807709,0.1725,0.12,0.025000000000000022,0.3367797965171227,0.475372561702664,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,2,3,0.7375,0.7038461538461538,0.7273141741752625,0.49859634041786194,0.10750000000000004,0.20750000000000002,0.007500000000000062,0.05549624895938299,0.40912682980721177,True,True,True,True,2
BNCI2015_001,fcigl_align_eta0.05,2,4,0.5425,0.6967948717948718,0.6762259006500244,0.49636462330818176,0.012499999999999956,0.057499999999999996,0.01750000000000007,0.07307898413221536,0.46167913388483567,True,True,True,True,2
