scope,seed,target,level,regime,candidate_order,neighbor_seed,neighbor_target,neighbor_level,neighbor_regime,neighbor_order,neighbor_relation,same_target,same_trajectory,source_distance,source_distance_primary,source_distance_rank_l1,source_distance_family_block,target_utility_gap,joint_good_disagreement,pareto_good_disagreement,preference_robust_disagreement,target_gauge_gap,endpoint_vector_gap_raw,endpoint_vector_gap_z,target_divergent,source_equivalent_q01,source_equivalent_q02,source_equivalent_q05,source_equivalent_q10,target_labels_diagnostic_only
cross_target,0,1,0,S0_full_support,3,1,2,0,S2_rare_cells,1,nearest_source,0,0,2.1920046337624184,2.1920046337624184,0.14945116802701944,0.5099258321518391,1.3531367892804371,0,1,0,0.06774309764706768,0.10445306006561321,2.1655461376877816,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,3,1,3,1,S0_full_support,15,nearest_source,0,0,2.305236418079227,2.3052364180792266,0.13622291021671828,0.5194373256429743,1.1421296489353887,0,1,0,0.053819444444444475,0.07550990786452738,1.374872463402038,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,4,0,1,0,S0_full_support,5,nearest_source,1,1,3.6383918053413717,3.6383918053413726,0.22755417956656346,0.6672226532796366,0.9173049855282116,0,0,0,0.041666666666666685,0.04276467537692395,0.9811897240779135,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,4,0,1,0,S2_rare_cells,4,nearest_source,1,0,0.16027631926624986,0.16027631926624986,0.0,0.015549061886699592,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S0_full_support,4,1,5,0,S2_rare_cells,11,nearest_source,0,0,1.9778883157735636,1.9778883157735636,0.16763795301402293,0.46482301131282994,0.8534760082461699,1,0,0,0.06597222222222215,0.11321745252669362,1.5942603168117335,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,4,1,1,1,S0_full_support,7,nearest_source,1,0,1.8431892029863515,1.8431892029863515,0.14259697687124384,0.40828269107124326,1.5357404025632637,1,1,0,0.10243055555555552,0.22085733571137448,2.546357244902762,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,5,0,1,0,S0_full_support,6,nearest_source,1,1,2.390130020882772,2.390130020882772,0.19969040247678016,0.5167703479740803,0.754756555531471,0,0,0,0.034722222222222265,0.11351480526396442,0.9266700404434548,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,5,0,1,0,S3_nonestimable_cells,5,nearest_source,1,0,0.46312746051820947,0.46312746051820947,0.027863777089783284,0.07553981402432107,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,1,0,S0_full_support,5,1,4,1,S2_rare_cells,14,nearest_source,0,0,1.4253885534158879,1.4253885534158879,0.11885852739265043,0.3208048011299008,1.1551874969302391,1,0,0,0.046875,0.5757184133136254,2.961874109325209,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,5,1,4,1,S0_full_support,14,nearest_source,0,0,1.4680400021966402,1.4680400021966404,0.11535872930407862,0.3492231019342392,1.1551874969302391,1,0,0,0.046875,0.5757184133136254,2.961874109325209,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,6,0,1,0,S0_full_support,7,nearest_source,1,1,1.5691455367676144,1.5691455367676144,0.1006191950464396,0.2673851312796597,0.7590492724960689,0,0,0,0.04513888888888895,0.12539763704422835,1.2436454330202753,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,6,0,1,0,S3_nonestimable_cells,6,nearest_source,1,0,0.16069588178434002,0.16069588178434002,0.018575851393188854,0.025491942187817872,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S0_full_support,6,2,3,0,S2_rare_cells,5,nearest_source,0,0,1.1188160600170916,1.1188160600170916,0.07636738906088748,0.26550222027429593,1.3555194747885035,1,1,0,0.12152777777777768,0.3494273233193868,3.1794474350373845,1,0,0,0,1,1
same_regime,0,1,0,S0_full_support,6,0,6,1,S0_full_support,14,nearest_source,0,0,1.4462673292771713,1.4462673292771713,0.10727554179566563,0.3017225061899584,0.6908308274861514,0,0,0,0.02951388888888895,0.1643384959227613,0.9792895980424193,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,7,0,1,0,S0_full_support,8,nearest_source,1,1,1.3332469342652182,1.3332469342652182,0.1191950464396285,0.29507723735191077,0.23017216802945914,1,1,0,0.012152777777777679,0.06307911212124086,0.3730817125627465,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,7,0,1,0,S3_nonestimable_cells,7,nearest_source,1,0,0.21922814915603958,0.2192281491560396,0.012383900928792569,0.03601516429687189,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S0_full_support,7,0,5,1,S0_full_support,9,nearest_source,0,0,1.589670041845773,1.589670041845773,0.09354268022998674,0.27428539129184687,0.17560419998519347,0,1,0,0.00520833333333337,0.31854039273109624,1.7199696982825234,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,7,0,1,0,S0_full_support,8,nearest_source,1,1,1.3332469342652182,1.3332469342652182,0.1191950464396285,0.29507723735191077,0.23017216802945914,1,1,0,0.012152777777777679,0.06307911212124086,0.3730817125627465,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,8,0,1,0,S0_full_support,7,nearest_source,1,1,1.3332469342652182,1.3332469342652182,0.1191950464396285,0.29507723735191077,0.23017216802945914,1,1,0,0.012152777777777679,0.06307911212124086,0.3730817125627465,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,8,0,1,0,S2_rare_cells,8,nearest_source,1,0,0.34886967104220673,0.34886967104220673,0.006191950464396291,0.055057449035575766,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,1,0,S0_full_support,8,1,9,1,S3_nonestimable_cells,7,nearest_source,0,0,1.678944995996595,1.678944995996595,0.05882352941176472,0.36525596042623387,0.5494790516295601,0,1,0,0.03993055555555558,0.18565627437393556,1.2020426552300412,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,8,0,1,0,S0_full_support,7,nearest_source,1,1,1.3332469342652182,1.3332469342652182,0.1191950464396285,0.29507723735191077,0.23017216802945914,1,1,0,0.012152777777777679,0.06307911212124086,0.3730817125627465,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,9,0,1,0,S0_full_support,0,nearest_source,1,1,6.13981424395821,6.13981424395821,0.31269349845201244,1.2590188950162555,0.32509685999348115,0,0,0,0.01388888888888884,0.1399285009465454,0.7152943756266571,0,0,0,0,0,1
within_target,0,1,0,S0_full_support,9,0,1,0,S3_nonestimable_cells,9,nearest_source,1,0,0.6160900287527277,0.6160900287527277,0.03405572755417957,0.09653171726419725,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,1,0,S0_full_support,9,0,6,1,S0_full_support,16,nearest_source,0,0,3.701814216449973,3.701814216449973,0.12956656346749226,0.7655153458267021,0.25967869094180496,0,0,0,0.03534943198372298,0.21944719496310983,1.1648012517287505,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,9,1,1,1,S0_full_support,1,nearest_source,1,0,3.329047693091944,3.329047693091944,0.14787834638499364,0.7472805665982618,0.432370731803215,0,0,0,0.025372134491465692,0.07822054918201998,1.5547953911975596,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,10,0,1,0,S0_full_support,14,nearest_source,1,1,1.9038577727883346,1.9038577727883346,0.1780185758513932,0.44122369703748393,0.04063710749918514,0,1,0,0.001736111111111105,0.18632473528118532,0.8605856991652118,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,10,0,1,0,S2_rare_cells,10,nearest_source,1,0,0.14023975375872844,0.14023975375872844,0.009287925696594427,0.013355643729392876,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S0_full_support,10,1,4,1,S3_nonestimable_cells,10,nearest_source,0,0,1.831642969481478,1.8316429694814778,0.11899313501144165,0.4288885989803184,3.1290572774372674,1,0,0,0.13368055555555552,0.6177802206889313,4.411770590724906,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,10,1,4,1,S0_full_support,10,nearest_source,0,0,1.859871797629457,1.859871797629457,0.11266657692825414,0.43533750901449225,3.1290572774372674,1,0,0,0.13368055555555552,0.6177802206889313,4.411770590724906,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,11,0,1,0,S0_full_support,19,nearest_source,1,1,1.930005850903578,1.930005850903578,0.1501547987616099,0.45486590380310615,0.40637107499185277,0,1,0,0.017361111111111105,0.16262464501057158,0.8839969899959129,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,11,0,1,0,S3_nonestimable_cells,11,nearest_source,1,0,0.3374430179391076,0.3374430179391076,0.030959752321981428,0.050828792540141984,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,1,0,S0_full_support,11,2,2,0,S0_full_support,3,nearest_source,0,0,1.2927439462479364,1.2927439462479366,0.10012383900928792,0.29391447707704277,0.45735187499304186,0,0,0,0.038440835811510476,0.08434954368897976,1.2118995700896884,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,11,2,2,0,S0_full_support,3,nearest_source,0,0,1.2927439462479364,1.2927439462479366,0.10012383900928792,0.29391447707704277,0.45735187499304186,0,0,0,0.038440835811510476,0.08434954368897976,1.2118995700896884,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,12,0,1,0,S0_full_support,16,nearest_source,1,1,1.4378522285019153,1.4378522285019153,0.13622291021671828,0.3253560932287749,0.32509685999348004,0,1,1,0.013888888888888784,0.07082518117584291,0.7489912994282559,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,12,0,1,0,S3_nonestimable_cells,12,nearest_source,1,0,0.20896575559900624,0.20896575559900624,0.009287925696594427,0.03184774469351567,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S0_full_support,12,2,3,0,S0_full_support,15,nearest_source,0,0,1.29410863566498,1.29410863566498,0.12605042016806725,0.2845939628664922,1.1378390099771858,0,0,0,0.048611111111110994,0.07389450409610708,1.240436321187735,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,12,2,3,0,S0_full_support,15,nearest_source,0,0,1.29410863566498,1.29410863566498,0.12605042016806725,0.2845939628664922,1.1378390099771858,0,0,0,0.048611111111110994,0.07389450409610708,1.240436321187735,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,13,0,1,0,S0_full_support,16,nearest_source,1,1,2.5664751907094048,2.5664751907094048,0.27244582043343657,0.5943566894848319,0.20318553749592572,0,1,1,0.008680555555555525,0.030730645079329766,0.3291791685387071,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,13,0,1,0,S3_nonestimable_cells,13,nearest_source,1,0,0.14345437803413943,0.14345437803413943,0.009287925696594427,0.024004078259257842,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S0_full_support,13,1,6,1,S2_rare_cells,10,nearest_source,0,0,1.330398610537598,1.330398610537598,0.18492002063983493,0.2526909574667212,1.263386187953396,1,0,0,0.06944444444444442,0.0717020815853968,1.6285271200090474,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,13,2,7,1,S0_full_support,18,nearest_source,0,0,1.5088589528796552,1.5088589528796552,0.14332958063608217,0.3018920318177097,1.3401034761492163,1,0,1,0.09027777777777779,0.09330166549580093,2.129679144944252,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,14,0,1,0,S0_full_support,10,nearest_source,1,1,1.9038577727883346,1.9038577727883346,0.1780185758513932,0.44122369703748393,0.04063710749918514,0,1,0,0.001736111111111105,0.18632473528118532,0.8605856991652118,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,14,0,1,0,S3_nonestimable_cells,14,nearest_source,1,0,0.1638689954381208,0.1638689954381208,0.006191950464396284,0.027280928128289705,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S0_full_support,14,1,4,0,S0_full_support,16,nearest_source,0,0,1.6051943194304914,1.6051943194304914,0.1563467492260062,0.36824630271370296,3.210331492435638,1,1,0,0.13715277777777773,0.4586922057110228,3.8122141093291515,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,14,1,4,0,S0_full_support,16,nearest_source,0,0,1.6051943194304914,1.6051943194304914,0.1563467492260062,0.36824630271370296,3.210331492435638,1,1,0,0.13715277777777773,0.4586922057110228,3.8122141093291515,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,15,0,1,0,S0_full_support,12,nearest_source,1,1,2.0537589021269684,2.053758902126969,0.17956656346749228,0.38352681059564064,0.28445975249429756,0,0,0,0.01215277777777779,0.02360996788882267,0.31630441408045373,0,0,0,0,0,1
within_target,0,1,0,S0_full_support,15,0,1,0,S2_rare_cells,15,nearest_source,1,0,0.5788509720878029,0.5788509720878029,0.04643962848297214,0.09257047441845404,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,1,0,S0_full_support,15,2,7,1,S3_nonestimable_cells,20,nearest_source,0,0,1.6260541606918122,1.6260541606918122,0.11792851111736562,0.35671789675607035,1.685791776604339,1,0,0,0.09722222222222221,0.1166476612622263,2.377874096581972,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,15,1,1,1,S0_full_support,14,nearest_source,1,0,1.6503767720607494,1.6503767720607494,0.1597158987433983,0.3392157509377151,1.6254842999674104,0,1,0,0.06944444444444436,0.12380338713628726,1.7546719759332001,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,16,0,1,0,S0_full_support,12,nearest_source,1,1,1.4378522285019153,1.4378522285019153,0.13622291021671828,0.3253560932287749,0.32509685999348004,0,1,1,0.013888888888888784,0.07082518117584291,0.7489912994282559,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,16,0,1,0,S2_rare_cells,16,nearest_source,1,0,0.07232083025099945,0.07232083025099945,0.01547987616099071,0.01118399255704378,0.0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1
cross_target,0,1,0,S0_full_support,16,0,9,0,S3_nonestimable_cells,16,nearest_source,0,0,1.6152868687299373,1.6152868687299373,0.13608830259792704,0.23103509432022226,0.7314679349853367,0,1,1,0.031250000000000056,0.0941872678067506,0.89428663708807,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,16,0,1,0,S0_full_support,12,nearest_source,1,1,1.4378522285019153,1.4378522285019153,0.13622291021671828,0.3253560932287749,0.32509685999348004,0,1,1,0.013888888888888784,0.07082518117584291,0.7489912994282559,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,17,0,1,0,S0_full_support,16,nearest_source,1,1,2.5248136257014386,2.5248136257014386,0.18885448916408668,0.5056620342390878,0.9346534724812614,0,1,1,0.039930555555555525,0.08193396656591159,1.0538918407857585,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,17,0,1,0,S2_rare_cells,17,nearest_source,1,0,0.15721176532808873,0.15721176532808875,0.01547987616099071,0.016450919127756862,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S0_full_support,17,2,5,0,S0_full_support,20,nearest_source,0,0,2.0652413874656514,2.0652413874656514,0.14123544154503906,0.44238765613151754,0.5346162097653755,0,0,0,0.11069768141638733,0.47836374600790116,3.182768371760289,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,17,2,1,0,S0_full_support,17,nearest_source,1,0,2.0045277007922406,2.00452770079224,0.15224458204334368,0.43354782972126327,2.027169067321388,1,0,0,0.14062499999999994,0.19756476979556156,3.332376904606863,1,0,0,0,0,1
within_trajectory,0,1,0,S0_full_support,18,0,1,0,S0_full_support,12,nearest_source,1,1,2.024004918288429,2.024004918288429,0.15789473684210525,0.430461273648016,0.5282823974894111,0,0,0,0.02256944444444453,0.10558489578525079,0.6829780861924124,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,18,0,1,0,S2_rare_cells,18,nearest_source,1,0,0.4272662234900689,0.42726622349006893,0.02786377708978328,0.06408523765236372,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,1,0,S0_full_support,18,0,9,0,S0_full_support,18,nearest_source,0,0,1.2598538405918112,1.2598538405918112,0.1299636559429264,0.2653952116663426,1.3747939087177072,0,0,1,0.0625,0.07568045509187353,1.4786255833613557,1,0,0,0,1,1
same_regime,0,1,0,S0_full_support,18,0,9,0,S0_full_support,18,nearest_source,0,0,1.2598538405918112,1.2598538405918112,0.1299636559429264,0.2653952116663426,1.3747939087177072,0,0,1,0.0625,0.07568045509187353,1.4786255833613557,1,0,0,0,1,1
within_trajectory,0,1,0,S0_full_support,19,0,1,0,S0_full_support,11,nearest_source,1,1,1.930005850903578,1.930005850903578,0.1501547987616099,0.45486590380310615,0.40637107499185277,0,1,0,0.017361111111111105,0.16262464501057158,0.8839969899959129,1,0,0,0,0,1
within_target,0,1,0,S0_full_support,19,0,1,0,S2_rare_cells,19,nearest_source,1,0,0.8034827151485043,0.8034827151485043,0.021671826625386994,0.11942183298293092,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,1,0,S0_full_support,19,0,9,0,S2_rare_cells,18,nearest_source,0,0,1.7205320807286544,1.7205320807286544,0.10088841028402208,0.42521807524012206,0.2775920062397039,0,1,1,0.015625,0.16599596742161832,0.8248089613123225,1,0,0,0,0,1
same_regime,0,1,0,S0_full_support,19,0,9,0,S0_full_support,18,nearest_source,0,0,1.7623833781439726,1.7623833781439726,0.10600349979808858,0.43674771089181935,0.2775920062397039,0,1,1,0.015625,0.16599596742161832,0.8248089613123225,1,0,0,0,0,1
within_trajectory,0,1,0,S2_rare_cells,0,0,1,0,S2_rare_cells,1,nearest_source,1,1,3.0128160282322702,3.0128160282322707,0.1609907120743034,0.5857713681535128,0.5282823974894097,0,0,0,0.022569444444444475,0.033687564196957585,0.5828672550485229,1,0,0,0,0,1
within_target,0,1,0,S2_rare_cells,0,0,1,0,S3_nonestimable_cells,0,nearest_source,1,0,0.16990067098958117,0.16990067098958117,0.0,0.024378037450554134,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S2_rare_cells,0,0,3,1,S0_full_support,16,nearest_source,0,0,2.021624449063407,2.021624449063407,0.16008771929824558,0.5080665127205697,0.36573396749266784,0,0,0,0.015625,0.0208401626732854,0.3939124622961497,0,0,0,0,0,1
same_regime,0,1,0,S2_rare_cells,0,0,3,1,S2_rare_cells,16,nearest_source,0,0,2.125016154160463,2.125016154160463,0.1649896800825593,0.5368096312473388,0.36573396749266784,0,0,0,0.015625,0.0208401626732854,0.3939124622961497,0,0,0,0,0,1
within_trajectory,0,1,0,S2_rare_cells,1,0,1,0,S2_rare_cells,0,nearest_source,1,1,3.0128160282322702,3.0128160282322707,0.1609907120743034,0.5857713681535128,0.5282823974894097,0,0,0,0.022569444444444475,0.033687564196957585,0.5828672550485229,1,0,0,0,0,1
within_target,0,1,0,S2_rare_cells,1,0,1,0,S3_nonestimable_cells,1,nearest_source,1,0,0.4639268436845733,0.4639268436845733,0.012383900928792569,0.06607424839650315,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,1,0,S2_rare_cells,1,1,7,1,S2_rare_cells,2,nearest_source,0,0,1.9628225768389835,1.9628225768389833,0.09628482972136222,0.40852061706874787,1.3233222463019962,1,0,0,0.07465277777777773,0.16208442553523628,1.9065599101417232,1,0,0,0,0,1
same_regime,0,1,0,S2_rare_cells,1,1,7,1,S2_rare_cells,2,nearest_source,0,0,1.9628225768389835,1.9628225768389833,0.09628482972136222,0.40852061706874787,1.3233222463019962,1,0,0,0.07465277777777773,0.16208442553523628,1.9065599101417232,1,0,0,0,0,1
within_trajectory,0,1,0,S2_rare_cells,2,0,1,0,S2_rare_cells,0,nearest_source,1,1,3.937927040281674,3.937927040281674,0.19349845201238386,0.9966524012505241,0.9752905799804479,0,0,0,0.041666666666666685,0.046965029987273504,0.9802578973127873,1,0,0,0,0,1
within_target,0,1,0,S2_rare_cells,2,0,1,0,S3_nonestimable_cells,2,nearest_source,1,0,0.007218148414842331,0.007218148414842331,0.0,0.0009973804555242724,0.0,0,0,0,0.0,0.0,0.0,0,1,1,1,1,1
cross_target,0,1,0,S2_rare_cells,2,0,9,0,S0_full_support,2,nearest_source,0,0,2.064795996761421,2.0647959967614207,0.12444474357248622,0.48967639226037357,0.7721050424845195,0,0,0,0.03298611111111105,0.10483129167555098,0.8652199523175319,1,0,0,0,0,1
same_regime,0,1,0,S2_rare_cells,2,0,9,0,S2_rare_cells,2,nearest_source,0,0,2.219774601272293,2.219774601272293,0.1397900121146857,0.5410103800810818,0.7721050424845195,0,0,0,0.03298611111111105,0.10483129167555098,0.8652199523175319,1,0,0,0,0,1
within_trajectory,0,1,0,S2_rare_cells,3,0,1,0,S2_rare_cells,0,nearest_source,1,1,3.864143948449554,3.864143948449554,0.16873065015479874,0.9252921765325635,0.5282823974894097,0,0,0,0.022569444444444475,0.055849984588779614,0.6002954190763781,1,0,0,0,0,1
within_target,0,1,0,S2_rare_cells,3,0,1,0,S3_nonestimable_cells,3,nearest_source,1,0,0.3369946925310277,0.3369946925310277,0.0,0.04819568702022106,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1
cross_target,0,1,0,S2_rare_cells,3,1,2,0,S2_rare_cells,1,nearest_source,0,0,2.4663030640413504,2.4663030640413504,0.14945116802701944,0.6119907377080352,1.3531367892804371,0,1,0,0.06774309764706768,0.10445306006561321,2.1655461376877816,1,0,0,0,0,1
same_regime,0,1,0,S2_rare_cells,3,1,2,0,S2_rare_cells,1,nearest_source,0,0,2.4663030640413504,2.4663030640413504,0.14945116802701944,0.6119907377080352,1.3531367892804371,0,1,0,0.06774309764706768,0.10445306006561321,2.1655461376877816,1,0,0,0,0,1
within_trajectory,0,1,0,S2_rare_cells,4,0,1,0,S2_rare_cells,5,nearest_source,1,1,3.821938686299681,3.821938686299681,0.23374613003095976,0.7593791373166017,0.9173049855282116,0,0,0,0.041666666666666685,0.04276467537692395,0.9811897240779135,1,0,0,0,0,1
within_target,0,1,0,S2_rare_cells,4,0,1,0,S0_full_support,4,nearest_source,1,0,0.16027631926624986,0.16027631926624986,0.0,0.015549061886699592,0.0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1
cross_target,0,1,0,S2_rare_cells,4,1,5,0,S2_rare_cells,11,nearest_source,0,0,1.971618377114432,1.971618377114432,0.16763795301402293,0.46306275128431873,0.8534760082461699,1,0,0,0.06597222222222215,0.11321745252669362,1.5942603168117335,1,0,0,0,0,1
same_regime,0,1,0,S2_rare_cells,4,1,1,1,S2_rare_cells,7,nearest_source,1,0,1.9650408496050655,1.9650408496050655,0.15297759970861408,0.44827947554338926,1.5357404025632637,1,1,0,0.10243055555555552,0.22085733571137448,2.546357244902762,1,0,0,0,0,1
within_trajectory,0,1,0,S2_rare_cells,5,0,1,0,S2_rare_cells,6,nearest_source,1,1,2.2725736125241025,2.272573612524102,0.1811145510835913,0.4573307289101584,0.754756555531471,0,0,0,0.034722222222222265,0.11351480526396442,0.9266700404434548,1,0,0,0,0,1
within_target,0,1,0,S2_rare_cells,5,0,1,0,S3_nonestimable_cells,5,nearest_source,1,0,0.07920409331497895,0.07920409331497894,0.009287925696594437,0.011537969786652967,0.0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1
cross_target,0,1,0,S2_rare_cells,5,1,4,1,S2_rare_cells,14,nearest_source,0,0,1.579959626702988,1.579959626702988,0.12262754071880468,0.38965359328543275,1.1551874969302391,1,0,0,0.046875,0.5757184133136254,2.961874109325209,1,0,0,0,0,1
