seed,target,level,regime,candidate_order,neighbor_order,source_equivalent_radius_q10,source_distance,source_distance_primary,source_distance_rank_l1,source_distance_family_block,target_utility_gap,joint_good_disagreement,pareto_good_disagreement,preference_robust_disagreement,target_gauge_gap,endpoint_vector_gap_raw,endpoint_vector_gap_z,target_divergent,target_labels_diagnostic_only
2,4,0,S3_nonestimable_cells,25,27,1.269009511962666,0.050502369396636944,0.050502369396636944,0.09019607843137256,0.010675124493931038,0.0,0,1,0,0.0,8.538333691880132e-05,0.0007823273390310515,1,1
0,3,0,S3_nonestimable_cells,17,19,1.269009511962666,0.05542883475888527,0.05542883475888527,0.1229946524064171,0.012308876781270123,0.0015522585542931955,0,1,0,0.0,0.0001480354522315405,0.0015673332993316918,1,1
0,3,0,S3_nonestimable_cells,17,22,1.269009511962666,0.055669215711188866,0.055669215711188866,0.17647058823529413,0.01278489390760022,0.002952504116536414,0,1,0,0.0,0.00029605168600700134,0.0030007170930562706,1,1
0,3,0,S0_full_support,17,19,1.269009511962666,0.05812155508152191,0.05812155508152191,0.10962566844919787,0.012894954264193233,0.0015522585542931955,0,1,0,0.0,0.0001480354522315405,0.0015673332993316918,1,1
0,3,0,S3_nonestimable_cells,17,20,1.269009511962666,0.06626073911878119,0.06626073911878119,0.15240641711229946,0.014454798896548488,0.002023014582223537,0,1,0,0.0,0.0001977478227225286,0.0020490898609629516,1,1
0,3,0,S0_full_support,17,20,1.269009511962666,0.07035957782592156,0.07035957782592156,0.14705882352941177,0.015316481308142985,0.002023014582223537,0,1,0,0.0,0.0001977478227225286,0.0020490898609629516,1,1
0,3,0,S0_full_support,17,22,1.269009511962666,0.07342554659439982,0.07342554659439982,0.17647058823529413,0.01623945604661403,0.002952504116536414,0,1,0,0.0,0.00029605168600700134,0.0030007170930562706,1,1
2,4,0,S2_rare_cells,23,24,1.269009511962666,0.07516336179773443,0.07516336179773443,0.09509803921568628,0.01743111214383006,0.040637107499186476,0,1,0,0.0017361111111111605,0.0025805121690039004,0.04608996810463392,1,1
2,4,0,S3_nonestimable_cells,23,24,1.269009511962666,0.07617699270879706,0.07617699270879706,0.08725490196078434,0.01824786023465249,0.040637107499186476,0,1,0,0.0017361111111111605,0.0025805121690039004,0.04608996810463392,1,1
2,4,0,S0_full_support,23,24,1.269009511962666,0.07667996041707177,0.07667996041707177,0.10098039215686275,0.01834735361192571,0.040637107499186476,0,1,0,0.0017361111111111605,0.0025805121690039004,0.04608996810463392,1,1
0,3,0,S3_nonestimable_cells,17,21,1.269009511962666,0.08061974733756017,0.08061974733756017,0.18449197860962566,0.01658262105782157,0.0025354377913314186,0,1,0,0.0,0.00024296048265427174,0.0025615970804691145,1,1
0,3,0,S0_full_support,17,21,1.269009511962666,0.09307295040740939,0.09307295040740939,0.17379679144385024,0.01875845183397596,0.0025354377913314186,0,1,0,0.0,0.00024296048265427174,0.0025615970804691145,1,1
2,4,0,S2_rare_cells,21,22,1.269009511962666,0.09409125666415409,0.09409125666415409,0.040196078431372545,0.018938728909301157,0.0812742149983704,0,1,1,0.00347222222222221,0.004731445222821381,0.08913775337213399,1,1
2,4,0,S3_nonestimable_cells,21,22,1.269009511962666,0.09412140504630592,0.09412140504630592,0.040196078431372545,0.018967413013967885,0.0812742149983704,0,1,1,0.00347222222222221,0.004731445222821381,0.08913775337213399,1,1
2,4,0,S0_full_support,21,22,1.269009511962666,0.09447701540327887,0.09447701540327887,0.044117647058823525,0.019246706117576933,0.0812742149983704,0,1,1,0.00347222222222221,0.004731445222821381,0.08913775337213399,1,1
2,4,0,S0_full_support,27,28,1.269009511962666,0.1136293117683128,0.1136293117683128,0.04999999999999999,0.012894421537614362,0.04063710749918392,0,1,0,0.0017361111111110494,0.0024530479278636035,0.045181827328147114,1,1
2,4,0,S2_rare_cells,27,28,1.269009511962666,0.11367085370335395,0.11367085370335395,0.04411764705882353,0.012741375827352347,0.04063710749918392,0,1,0,0.0017361111111110494,0.0024530479278636035,0.045181827328147114,1,1
2,4,0,S3_nonestimable_cells,27,28,1.269009511962666,0.11368653487896245,0.11368653487896245,0.048039215686274506,0.012948428940783897,0.04063710749918392,0,1,0,0.0017361111111110494,0.0024530479278636035,0.045181827328147114,1,1
0,3,0,S2_rare_cells,13,15,1.269009511962666,0.14536540389750008,0.14536540389750008,0.10427807486631015,0.028401360415611816,0.0022691063749547546,0,1,0,1.1102230246251565e-16,0.0004688451149736387,0.002768957533219578,1,1
0,3,0,S0_full_support,13,15,1.269009511962666,0.1508679198956845,0.1508679198956845,0.106951871657754,0.02993341602539686,0.0022691063749547546,0,1,0,1.1102230246251565e-16,0.0004688451149736387,0.002768957533219578,1,1
2,4,0,S2_rare_cells,22,24,1.269009511962666,0.15257270165507322,0.15257270165507322,0.14215686274509806,0.03569196263605449,0.0,0,1,0,0.0,0.0003793725125275685,0.004112405437694765,1,1
0,3,0,S3_nonestimable_cells,13,15,1.269009511962666,0.1527679879580886,0.1527679879580886,0.11497326203208554,0.030337890015507563,0.0022691063749547546,0,1,0,1.1102230246251565e-16,0.0004688451149736387,0.002768957533219578,1,1
2,4,0,S2_rare_cells,21,23,1.269009511962666,0.1541529168840461,0.1541529168840461,0.10686274509803918,0.03605958907934134,0.12191132249755687,0,1,1,0.00520833333333337,0.007058815042605622,0.1334437434892464,1,1
2,4,0,S3_nonestimable_cells,22,24,1.269009511962666,0.15597864313991397,0.15597864313991397,0.14215686274509806,0.03764570179044428,0.0,0,1,0,0.0,0.0003793725125275685,0.004112405437694765,1,1
2,4,0,S3_nonestimable_cells,21,23,1.269009511962666,0.156147267494892,0.156147267494892,0.11470588235294114,0.03722141027471053,0.12191132249755687,0,1,1,0.00520833333333337,0.007058815042605622,0.1334437434892464,1,1
2,4,0,S0_full_support,22,24,1.269009511962666,0.15615208964463603,0.15615208964463603,0.14215686274509803,0.03706731089259211,0.0,0,1,0,0.0,0.0003793725125275685,0.004112405437694765,1,1
2,4,0,S0_full_support,21,23,1.269009511962666,0.15654713016430866,0.15654713016430866,0.10490196078431371,0.03694319089416444,0.12191132249755687,0,1,1,0.00520833333333337,0.007058815042605622,0.1334437434892464,1,1
2,9,1,S0_full_support,22,23,1.269009511962666,0.1581498224545381,0.1581498224545381,0.07403651115618662,0.030708449528813013,0.011777080520368813,0,0,1,0.0,0.0011301081151098096,0.011900658547196373,1,1
2,9,1,S3_nonestimable_cells,22,23,1.269009511962666,0.1825821979701365,0.1825821979701365,0.08215010141987832,0.03647709839431344,0.011777080520368813,0,0,1,0.0,0.0011301081151098096,0.011900658547196373,1,1
2,9,1,S3_nonestimable_cells,20,23,1.269009511962666,0.18999239684773858,0.18999239684773858,0.11156186612576066,0.029904734652891785,0.020165584904098824,0,0,1,0.0017361111111111605,0.0032075038789966155,0.045999303086472966,1,1
2,4,0,S2_rare_cells,20,21,1.269009511962666,0.19018687361434497,0.19018687361434497,0.03921568627450981,0.030181042754745386,0.0812742149983704,0,1,1,0.00347222222222221,0.005161999807387519,0.09218982552530043,1,1
2,4,0,S3_nonestimable_cells,20,21,1.269009511962666,0.19070824698494918,0.19070824698494918,0.03921568627450981,0.030755144477747,0.0812742149983704,0,1,1,0.00347222222222221,0.005161999807387519,0.09218982552530043,1,1
2,4,0,S0_full_support,20,21,1.269009511962666,0.19130680683191967,0.19130680683191967,0.0431372549019608,0.031200196418213793,0.0812742149983704,0,1,1,0.00347222222222221,0.005161999807387519,0.09218982552530043,1,1
2,9,1,S0_full_support,20,23,1.269009511962666,0.1928174244345891,0.1928174244345891,0.11561866125760652,0.03185955696618077,0.020165584904098824,0,0,1,0.0017361111111111605,0.0032075038789966155,0.045999303086472966,1,1
2,9,1,S2_rare_cells,20,23,1.269009511962666,0.19307229586346095,0.19307229586346095,0.11967545638945234,0.03310914409444933,0.020165584904098824,0,0,1,0.0017361111111111605,0.0032075038789966155,0.045999303086472966,1,1
0,2,0,S0_full_support,17,18,1.269009511962666,0.19428959651318464,0.19428959651318464,0.05316742081447962,0.043399963639161244,0.010353188812660452,1,0,0,0.0009056490094436209,0.0029136358131799252,0.014619418492811781,1,1
0,2,0,S3_nonestimable_cells,17,18,1.269009511962666,0.19531465994906833,0.19531465994906833,0.057692307692307675,0.04368851293552178,0.010353188812660452,1,0,0,0.0009056490094436209,0.0029136358131799252,0.014619418492811781,1,1
0,2,0,S2_rare_cells,17,18,1.269009511962666,0.20087620304737944,0.20087620304737944,0.05316742081447962,0.04530634908693354,0.010353188812660452,1,0,0,0.0009056490094436209,0.0029136358131799252,0.014619418492811781,1,1
2,9,1,S2_rare_cells,22,23,1.269009511962666,0.20496092173866198,0.20496092173866198,0.09837728194726168,0.04095347474231899,0.011777080520368813,0,0,1,0.0,0.0011301081151098096,0.011900658547196373,1,1
0,3,0,S2_rare_cells,12,15,1.269009511962666,0.2053639582404862,0.2053639582404862,0.14705882352941177,0.04560420782168334,0.030595479039843443,0,1,0,0.0017361111111111605,0.0032671891014093373,0.050929382984052494,1,1
2,4,0,S2_rare_cells,21,24,1.269009511962666,0.20673713786192094,0.20673713786192094,0.1549019607843137,0.04508950824987358,0.0812742149983704,0,0,1,0.00347222222222221,0.0045009337622623265,0.08754281174916806,1,1
2,4,0,S3_nonestimable_cells,21,24,1.269009511962666,0.2101559977470477,0.2101559977470477,0.1549019607843137,0.047067823181457996,0.0812742149983704,0,0,1,0.00347222222222221,0.0045009337622623265,0.08754281174916806,1,1
2,4,0,S0_full_support,21,24,1.269009511962666,0.2113304468731317,0.2113304468731317,0.15882352941176467,0.04690961180783466,0.0812742149983704,0,0,1,0.00347222222222221,0.0045009337622623265,0.08754281174916806,1,1
2,9,1,S2_rare_cells,21,23,1.269009511962666,0.22226145515262435,0.22226145515262435,0.10446247464503043,0.030779783225430773,0.00961996923096016,0,0,1,0.0,0.0012132829205074188,0.010156795540626819,1,1
2,9,1,S3_nonestimable_cells,21,23,1.269009511962666,0.22373085905917683,0.22373085905917683,0.10851926977687629,0.0325526025601708,0.00961996923096016,0,0,1,0.0,0.0012132829205074188,0.010156795540626819,1,1
2,9,1,S0_full_support,21,23,1.269009511962666,0.22459491212380367,0.22459491212380367,0.10851926977687627,0.033302375374920735,0.00961996923096016,0,0,1,0.0,0.0012132829205074188,0.010156795540626819,1,1
0,3,0,S3_nonestimable_cells,16,18,1.269009511962666,0.22832456162736237,0.22832456162736237,0.13235294117647062,0.028011707475882924,0.0018441427501579288,0,1,0,1.1102230246251565e-16,0.0002059014107439608,0.0019045929425379458,1,1
0,3,0,S0_full_support,16,18,1.269009511962666,0.22928180570515788,0.22928180570515788,0.1323529411764706,0.029442215142896456,0.0018441427501579288,0,1,0,1.1102230246251565e-16,0.0002059014107439608,0.0019045929425379458,1,1
0,3,0,S2_rare_cells,16,20,1.269009511962666,0.23050279257924178,0.23050279257924178,0.1751336898395722,0.030260509915347022,0.022909685913774736,0,1,0,0.0017361111111110494,0.002660550463407577,0.04665362773717592,1,1
0,3,0,S2_rare_cells,16,18,1.269009511962666,0.23076366836944867,0.23076366836944867,0.1590909090909091,0.03060461946700716,0.0018441427501579288,0,1,0,1.1102230246251565e-16,0.0002059014107439608,0.0019045929425379458,1,1
0,3,0,S2_rare_cells,16,19,1.269009511962666,0.23138209146262875,0.23138209146262875,0.18315508021390373,0.03139843961401549,0.022438929885844394,0,1,0,0.0017361111111110494,0.0026279327969681216,0.04642304357635695,1,1
0,3,0,S2_rare_cells,16,21,1.269009511962666,0.23181468785936105,0.23181468785936105,0.19652406417112298,0.031030005377084398,0.023422109122882617,0,1,0,0.0017361111111110494,0.0026953031622976476,0.04690788151789403,1,1
1,2,1,S0_full_support,12,15,1.269009511962666,0.23202322589189,0.23202322589189,0.1050420168067227,0.038600847511703805,0.021907953158392335,0,1,0,0.004042549523803229,0.011226490513318787,0.20949241448098074,1,1
0,3,0,S2_rare_cells,16,22,1.269009511962666,0.2326351402752297,0.2326351402752297,0.2152406417112299,0.031538947987015224,0.023839175448087613,0,1,0,0.0017361111111110494,0.002726450113644126,0.04712005694411465,1,1
0,3,0,S3_nonestimable_cells,16,19,1.269009511962666,0.2332945599741244,0.2332945599741244,0.17780748663101603,0.03285162999305867,0.022438929885844394,0,1,0,0.0017361111111110494,0.0026279327969681216,0.04642304357635695,1,1
0,3,0,S3_nonestimable_cells,16,22,1.269009511962666,0.23390109452006358,0.23390109452006358,0.2098930481283422,0.03269223980197262,0.023839175448087613,0,1,0,0.0017361111111110494,0.002726450113644126,0.04712005694411465,1,1
2,4,0,S0_full_support,23,28,1.269009511962666,0.23390769211207582,0.23390769211207582,0.1431372549019608,0.03785915478548528,0.040637107499186476,0,1,0,0.0017361111111111605,0.0026894359014973277,0.04689682252385212,1,1
2,4,0,S3_nonestimable_cells,23,28,1.269009511962666,0.23456644266215093,0.23456644266215093,0.12941176470588237,0.037616184077500836,0.040637107499186476,0,1,0,0.0017361111111111605,0.0026894359014973277,0.04689682252385212,1,1
2,4,0,S2_rare_cells,23,28,1.269009511962666,0.2345899794481402,0.2345899794481402,0.1372549019607843,0.037853510469663454,0.040637107499186476,0,1,0,0.0017361111111111605,0.0026894359014973277,0.04689682252385212,1,1
0,3,0,S3_nonestimable_cells,16,20,1.269009511962666,0.23604591717421203,0.23604591717421203,0.196524064171123,0.03443797962492398,0.022909685913774736,0,1,0,0.0017361111111110494,0.002660550463407577,0.04665362773717592,1,1
1,2,1,S3_nonestimable_cells,12,15,1.269009511962666,0.23681036783096907,0.23681036783096907,0.1050420168067227,0.0418959787317708,0.021907953158392335,0,1,0,0.004042549523803229,0.011226490513318787,0.20949241448098074,1,1
0,3,0,S0_full_support,16,19,1.269009511962666,0.2368304266065418,0.2368304266065418,0.16978609625668448,0.03533270308757897,0.022438929885844394,0,1,0,0.0017361111111110494,0.0026279327969681216,0.04642304357635695,1,1
1,2,1,S2_rare_cells,12,15,1.269009511962666,0.23693469296107825,0.23693469296107825,0.1050420168067227,0.041958969717548714,0.021907953158392335,0,1,0,0.004042549523803229,0.011226490513318787,0.20949241448098074,1,1
2,9,1,S3_nonestimable_cells,23,24,1.269009511962666,0.23702814240370113,0.23702814240370113,0.09127789046653143,0.030944424629581514,0.018862173222344743,0,0,1,0.0017361111111111605,0.0024501336348106096,0.0448402833358803,1,1
2,9,1,S0_full_support,23,24,1.269009511962666,0.23763573772340907,0.23763573772340907,0.08113590263691683,0.03147391255035209,0.018862173222344743,0,0,1,0.0017361111111111605,0.0024501336348106096,0.0448402833358803,1,1
2,9,1,S3_nonestimable_cells,23,25,1.269009511962666,0.24029125823068292,0.24029125823068292,0.10040567951318458,0.029614107188339744,0.018101012302556174,0,0,1,0.0017361111111111605,0.002487149461403061,0.0445880901384597,1,1
0,3,0,S3_nonestimable_cells,16,21,1.269009511962666,0.2403113934187035,0.2403113934187035,0.21256684491978609,0.03616975366439474,0.023422109122882617,0,1,0,0.0017361111111110494,0.0026953031622976476,0.04690788151789403,1,1
2,9,1,S0_full_support,23,25,1.269009511962666,0.24056359024220647,0.24056359024220647,0.0922920892494929,0.029975588986935996,0.018101012302556174,0,0,1,0.0017361111111111605,0.002487149461403061,0.0445880901384597,1,1
0,3,0,S0_full_support,16,20,1.269009511962666,0.24065724208859673,0.24065724208859673,0.2018716577540107,0.037201273174685086,0.022909685913774736,0,1,0,0.0017361111111110494,0.002660550463407577,0.04665362773717592,1,1
0,3,0,S0_full_support,16,22,1.269009511962666,0.242183387341888,0.242183387341888,0.23663101604278072,0.0379269641520875,0.023839175448087613,0,1,0,0.0017361111111110494,0.002726450113644126,0.04712005694411465,1,1
0,3,0,S3_nonestimable_cells,12,15,1.269009511962666,0.24751304870601357,0.24751304870601357,0.15775401069518716,0.053923823594434296,0.030595479039843443,0,1,0,0.0017361111111111605,0.0032671891014093373,0.050929382984052494,1,1
0,3,0,S0_full_support,12,15,1.269009511962666,0.24784191438136174,0.24784191438136174,0.1497326203208556,0.05390081350107003,0.030595479039843443,0,1,0,0.0017361111111111605,0.0032671891014093373,0.050929382984052494,1,1
0,3,0,S0_full_support,16,21,1.269009511962666,0.24920269976900578,0.24920269976900578,0.21791443850267378,0.04024825724497714,0.023422109122882617,0,1,0,0.0017361111111110494,0.0026953031622976476,0.04690788151789403,1,1
2,9,1,S3_nonestimable_cells,23,26,1.269009511962666,0.2519002631867885,0.2519002631867885,0.13488843813387422,0.03646303505018285,0.037131011550300574,0,0,1,0.00347222222222221,0.004865574257728984,0.08943284279110753,1,1
0,2,0,S0_full_support,17,19,1.269009511962666,0.2520348911293545,0.2520348911293545,0.09615384615384613,0.059994112444152946,0.01811758952062087,1,0,0,0.0015733909135773883,0.0050951765361852445,0.025491306595164985,1,1
0,3,0,S0_full_support,14,15,1.269009511962666,0.25233044346674877,0.25233044346674877,0.053475935828877,0.029454077916409954,0.0115226742698602,0,1,0,0.0,0.001033633145241716,0.01155068355089086,1,1
2,9,1,S0_full_support,23,26,1.269009511962666,0.25317359707973863,0.25317359707973863,0.12271805273833669,0.03735268125052228,0.037131011550300574,0,0,1,0.00347222222222221,0.004865574257728984,0.08943284279110753,1,1
2,9,1,S2_rare_cells,23,24,1.269009511962666,0.2536353709064133,0.2536353709064133,0.1075050709939148,0.03834858718556813,0.018862173222344743,0,0,1,0.0017361111111111605,0.0024501336348106096,0.0448402833358803,1,1
0,3,0,S2_rare_cells,14,15,1.269009511962666,0.25401197655057395,0.25401197655057395,0.06417112299465239,0.03224912289538899,0.0115226742698602,0,1,0,0.0,0.001033633145241716,0.01155068355089086,1,1
0,3,0,S3_nonestimable_cells,14,15,1.269009511962666,0.2540376756899939,0.2540376756899939,0.058823529411764705,0.03227896535526246,0.0115226742698602,0,1,0,0.0,0.001033633145241716,0.01155068355089086,1,1
1,2,1,S2_rare_cells,13,15,1.269009511962666,0.2557883869616716,0.2557883869616716,0.08193277310924373,0.039986888696882675,0.007508659241637461,0,1,0,0.00036683582230251366,0.004027994873349395,0.08172733690934625,1,1
1,2,1,S0_full_support,13,15,1.269009511962666,0.2558648723799579,0.2558648723799579,0.08403361344537819,0.039852249378074335,0.007508659241637461,0,1,0,0.00036683582230251366,0.004027994873349395,0.08172733690934625,1,1
2,9,1,S2_rare_cells,23,25,1.269009511962666,0.25654881927584083,0.25654881927584083,0.11663286004056796,0.038318356708411085,0.018101012302556174,0,0,1,0.0017361111111111605,0.002487149461403061,0.0445880901384597,1,1
1,2,1,S3_nonestimable_cells,14,15,1.269009511962666,0.2584284220156742,0.2584284220156742,0.08403361344537817,0.033649711672510935,0.002603527506169656,0,1,0,0.0018823372817055595,0.00265372380055976,0.046025988369047886,1,1
1,2,1,S2_rare_cells,14,15,1.269009511962666,0.2584494482945899,0.2584494482945899,0.08403361344537817,0.03369870459970879,0.002603527506169656,0,1,0,0.0018823372817055595,0.00265372380055976,0.046025988369047886,1,1
1,2,1,S3_nonestimable_cells,13,15,1.269009511962666,0.25884889740178624,0.25884889740178624,0.08193277310924373,0.042092897842493836,0.007508659241637461,0,1,0,0.00036683582230251366,0.004027994873349395,0.08172733690934625,1,1
1,2,1,S0_full_support,12,16,1.269009511962666,0.25919020011220356,0.25919020011220356,0.1670168067226891,0.04763008781248797,0.024105058588940964,0,1,0,0.003910863011641952,0.011498689523510743,0.20940898262516505,1,1
1,2,1,S0_full_support,14,15,1.269009511962666,0.25936758498607737,0.25936758498607737,0.08193277310924371,0.034882418220798475,0.002603527506169656,0,1,0,0.0018823372817055595,0.00265372380055976,0.046025988369047886,1,1
2,9,1,S2_rare_cells,23,26,1.269009511962666,0.26300531316906517,0.26300531316906517,0.1430020283975659,0.04142834170109721,0.037131011550300574,0,0,1,0.00347222222222221,0.004865574257728984,0.08943284279110753,1,1
1,2,1,S3_nonestimable_cells,12,16,1.269009511962666,0.264967852625822,0.264967852625822,0.1880252100840336,0.050809549618016245,0.024105058588940964,0,1,0,0.003910863011641952,0.011498689523510743,0.20940898262516505,1,1
1,2,1,S2_rare_cells,12,16,1.269009511962666,0.2653589074577631,0.2653589074577631,0.19222689075630253,0.0509765468416282,0.024105058588940964,0,1,0,0.003910863011641952,0.011498689523510743,0.20940898262516505,1,1
1,2,1,S0_full_support,12,17,1.269009511962666,0.26587647568880834,0.26587647568880834,0.1628151260504202,0.04768727239501126,0.02563909311720347,0,1,0,0.0038246223588557222,0.011705233247480127,0.20938428163212083,1,1
0,2,0,S3_nonestimable_cells,17,19,1.269009511962666,0.26724631784433356,0.26724631784433356,0.10067873303167418,0.06378525613989602,0.01811758952062087,1,0,0,0.0015733909135773883,0.0050951765361852445,0.025491306595164985,1,1
1,2,1,S3_nonestimable_cells,12,17,1.269009511962666,0.27103458679950243,0.27103458679950243,0.18382352941176472,0.050599506509069456,0.02563909311720347,0,1,0,0.0038246223588557222,0.011705233247480127,0.20938428163212083,1,1
1,2,1,S2_rare_cells,12,17,1.269009511962666,0.27282924002867426,0.27282924002867426,0.19642857142857142,0.05135766095961625,0.02563909311720347,0,1,0,0.0038246223588557222,0.011705233247480127,0.20938428163212083,1,1
1,2,1,S3_nonestimable_cells,14,16,1.269009511962666,0.2748197594086152,0.2748197594086152,0.15861344537815128,0.042650792482253966,0.004800632936718285,0,1,0,0.002014023793866837,0.002952839894106387,0.04691809438634293,1,1
1,2,1,S2_rare_cells,14,16,1.269009511962666,0.27497767609952317,0.27497767609952317,0.1628151260504202,0.04280734798513237,0.004800632936718285,0,1,0,0.002014023793866837,0.002952839894106387,0.04691809438634293,1,1
1,2,1,S0_full_support,14,16,1.269009511962666,0.27652443112287417,0.27652443112287417,0.1355042016806723,0.04391899410865717,0.004800632936718285,0,1,0,0.002014023793866837,0.002952839894106387,0.04691809438634293,1,1
2,9,1,S0_full_support,23,27,1.269009511962666,0.27816395214820816,0.27816395214820816,0.15821501014198783,0.04830286611161681,0.03673592581992545,0,0,1,0.00347222222222221,0.004906967759417352,0.08931877555097448,1,1
1,2,1,S3_nonestimable_cells,14,17,1.269009511962666,0.2787793732526405,0.2787793732526405,0.15861344537815125,0.04214988299080639,0.006334667464980792,0,1,0,0.0021002644466530662,0.0032087774285659634,0.04758653462475537,1,1
1,2,1,S2_rare_cells,14,17,1.269009511962666,0.27965923285449096,0.27965923285449096,0.17121848739495799,0.04289520825905798,0.006334667464980792,0,1,0,0.0021002644466530662,0.0032087774285659634,0.04758653462475537,1,1
1,2,1,S2_rare_cells,13,16,1.269009511962666,0.2798470580725491,0.2798470580725491,0.17752100840336138,0.04981388063240918,0.00970576467218609,0,1,0,0.0004985223344637912,0.004364030527788681,0.08204865431876637,1,1
1,2,1,S0_full_support,13,16,1.269009511962666,0.27990247904816407,0.27990247904816407,0.1544117647058824,0.04960814204080204,0.00970576467218609,0,1,0,0.0004985223344637912,0.004364030527788681,0.08204865431876637,1,1
0,2,0,S2_rare_cells,17,19,1.269009511962666,0.2801120290361691,0.2801120290361691,0.09615384615384613,0.06677286761218487,0.01811758952062087,1,0,0,0.0015733909135773883,0.0050951765361852445,0.025491306595164985,1,1
0,3,0,S2_rare_cells,14,18,1.269009511962666,0.280536446038886,0.280536446038886,0.22860962566844925,0.036713893300318864,0.011970346260050724,0,1,0,1.1102230246251565e-16,0.0011474849079745777,0.012094401835049636,1,1
1,2,1,S0_full_support,14,17,1.269009511962666,0.2808262345049295,0.2808262345049295,0.1355042016806723,0.043662671544252456,0.006334667464980792,0,1,0,0.0021002644466530662,0.0032087774285659634,0.04758653462475537,1,1
0,3,0,S3_nonestimable_cells,14,18,1.269009511962666,0.28105751526528755,0.28105751526528755,0.21791443850267384,0.03809371528338849,0.011970346260050724,0,1,0,1.1102230246251565e-16,0.0011474849079745777,0.012094401835049636,1,1
