unit_id,dataset,target,seed,level,regime,smooth_temperature,epoch,trajectory_order,checkpoint_id,checkpoint_file_sha256,sidecar_sha256,optimizer_state_hash,checkpoint_hash_match,checkpoint_file_match,sidecar_hash_match,optimizer_hash_match,optimizer_file_match,target_outcome_used_for_retention,all_hashes_passed
c78r_97b5e93e163e6d269df0,BNCI2014_001,4,3,0,SRC,0.1,64,13,82ea359b76544eaf3c2c12ceef03298fd70229d4e51589cba44790c219922b55,3c1ce4d03b7379784c1937e1e7735336adda9d267e0cc038c5e0f116f2549155,76b05d41b41adb09b017621c4a1a1f75c063dd02309f937c10a0648add4ab0e6,6bd45efa5a7a6736246447fb7e428a1b96009a4b02aa7bd26374bb5ba7eb2317,1,1,1,1,1,0,1
c78r_d9684f844fa14124c952,BNCI2014_001,4,3,0,SRC,0.1,69,14,767088d9ce18febd704d33cde9a998e0254f42442f190fe5597ee2fa97b8dd3e,db0fdb022e4cdcdcd6e9b37480ace394e1081653fca4ca52dde9271e6c989256,0e9f5d0cf0b5a143b5fb9910b873a88c068f25b21cebca228999e896aa422814,a66b49c308a340e0e2cc658ee5dbca57484a89cf8e93ae2d90e5822250d69be4,1,1,1,1,1,0,1
c78r_c82e9fe66cb24a682855,BNCI2014_001,4,3,0,SRC,0.1,74,15,26936c44eebc4eacf19fe272334418fa553413363b078b50d90131e7e2f5ecef,ae79c5df479a95a9e068eda621ae3d807f6b9f3ebf6e875c15e2b24f47558dda,c28b6ab5063f452df8ab44492c320c127567e0c37f33008643f89c346ff2b0d8,92637e29a79f6d74fff42575d5c26dfbbc55bce5a4074ac2b68ef9d85537e2f7,1,1,1,1,1,0,1
c78r_dd99715066aea042c86c,BNCI2014_001,4,3,0,SRC,0.1,79,16,1fd148eb16b94affc643d960d73611785a733a49c802cb8aa33db237dc39c86c,b7e0606e4579bfa25e8bc29a123048da454fe68370b339af811370e527efbf6c,b886a468eed8f495fca89efd5cd57ffa064eb134fe3d94b30c67ebe8adc454ed,d386cf9b2ed1407a53cd27c0344277a254452044d62ac7a9075e9d5c3c3bfbd7,1,1,1,1,1,0,1
c78r_cc0d1a69aa6ce2f904ee,BNCI2014_001,4,3,0,SRC,0.1,84,17,3909ec5e6996086e669b562433dd4f667dfb3cb67e6833b80e3c1f67390c13af,2643eeb0c4975b0764b7a4dd79b4164eae6bee3c00c18e8948dded76f4bd22b4,6f8931e3b0320cb86970ad95678d5b8a1d1e4c4725fc04661b36969d7cf022a2,aba40e2fcc23eeb0521bca5f33fb4555a01021bfe097fd3947b6cbde4442fcda,1,1,1,1,1,0,1
c78r_47a25f7734c4bde4e0c0,BNCI2014_001,4,3,0,SRC,0.1,89,18,94a8fae947f74afaa12ec8f993a036635946519345c1c41ee8ebf658feb2d04a,70131b965bee8187dc3afe63522df3c9a901e041aa02fc431742920b47862099,8427ac1db680a4edd002368b62e090a289246a11dcfbd54994a8c7d5a1e9598e,8beec2286799b868476151d4c1985cc69bde70d779ed8772ad749ebddfe900de,1,1,1,1,1,0,1
c78r_5c679383b9851f34cad0,BNCI2014_001,4,3,0,SRC,0.1,94,19,d6f29626a412f65378ab4312436373b1db45b096eacb788db65f453b07856940,8ec4aa08a5e4e6b0a12acc27d9aa34c94b4d451c919177e15a087a7027e9b7a5,4cafd803510ba0db7170aba32025fbaa061f155a7dbc975feb2d4d839db6e21e,95a1d1485254198ffc7f6cfcffe288a5e176ea5e18e3da525231f1b5f726f978,1,1,1,1,1,0,1
c78r_e81d3cc9e8857757ad75,BNCI2014_001,4,3,0,SRC,0.1,99,20,6de0c1e8d1b73546f8a5c8cf70b340b77ce7d8eef65b2f85aa9897607525d571,57ce0b7470b7918eb69442547a3329005f6ee4908968059ca58d063323e17563,830d7eb538d6fe874412b849fcb33949081bb99788602c722dcc138f6040abb0,f0f22effa24b6e84e2c114559e100c825d548f86bc4e4ae3b766540ca28652d5,1,1,1,1,1,0,1
c78r_bd68ca5e9c5d6f237288,BNCI2014_001,4,3,0,SRC,0.1,104,21,86697a69df69fe0202c8caef7b40ee60db97a4a54b2149215ec8c113918a5521,3e6e81e6bdd3bb14b1e7036c9029980e9d958ae790e6f1159ce4ad323321855a,59238c7190b48d1cda327166f67ee907ae809f80fedcb3ca654ae3df30d11fa4,6a7954bd33c02820ae1711d5362fd5ab7c8ed163f14f22f8bc8a76e7028db704,1,1,1,1,1,0,1
c78r_547a0cfede888deead21,BNCI2014_001,4,3,0,SRC,0.1,109,22,39f01885d943af8a2f3e2da3e6fd6a0108023af05c5cf82336f3f3848afad08b,79e5a063e33498e5771a19736254b4b782dcac6487ae576553129d81eeb474ab,035baa564da67edacf9e432e0139fda2dc102913997c9a1025371367cc3ccfaa,f865458d50b1ba8dac31723d7ee5dd7ab481b42e5e08d3546fc988637af99a3f,1,1,1,1,1,0,1
c78r_f403073cecf007f59661,BNCI2014_001,4,3,0,SRC,0.1,114,23,b0d4ff489cd62913b95ee0200d3056b3571581b7665d09648839853e83235a9d,eaa24c0693e71548a1bbcba11f0d198029bc08a607eca86b5916f62050ed2610,0c66e280404446e0c03b6b115b83f9a7aa52594869433f645f6a1c0bee3caeb8,4d588b1c36a37abcd1b47b6bac47224692124afe76a6a9b9341643235371dbea,1,1,1,1,1,0,1
c78r_96be43c36639d75105a8,BNCI2014_001,4,3,0,SRC,0.1,119,24,f075a39e5a0b184a8acf21c2ed658d3216d95b8e693929616b35aed8a0fa06ff,097e72291694739b47447df8a448281349859675893580955a9d0e0d7ef7fa7c,007257cd871ffcb0a360ddf77c19ed8a9dfb3c28c67de2855c9ebed176c3ec22,f7f9ba6c396d3b94eeb74da8fea9b5444678e5adf21391438ef0d97c7351705a,1,1,1,1,1,0,1
c78r_3994f82d18042b88577d,BNCI2014_001,4,3,0,SRC,0.1,124,25,cd525bc4499020b27d156bb3487294b72ef303d77087638459c97f4fbda09c33,17a40e267aaf48de5bad6a748cd2606dc9cb63e2ca0cf4890f2f3a0cb26a49d1,24c8dc9567a68e8ab0e533c38af5f41205d2c26099827d06b2f943da4efe8a49,e74f76e92c9b48604ff83cc5490f67d942a1600044ae581adc5ada7a6073ed3b,1,1,1,1,1,0,1
c78r_113c99a160f249a6d426,BNCI2014_001,4,3,0,SRC,0.1,129,26,0db155462880e7a97a2eca0320f3eaace23d49ed773c1badf41aa93b92021501,a8552ebe22831e0b5770e7760b2f7269127d69a4a975e60a886d0cc2bf3383f4,50a663261182ba71302d0f2a4f095c970c88845c4f1065556dbdfd26ac695d5a,45cb26988d66c64894997002adcf682bcbad25ea68f8453445985ccbdd7b1dff,1,1,1,1,1,0,1
c78r_9cddd3ef5b2ce3832226,BNCI2014_001,4,3,0,SRC,0.1,134,27,b1ce86c71535b2cf7b13c431b7efee4bedbc871119ce9317c8ca31029e7e2b0a,e1b5122c898bc2e54441633913675de2dad92e247bd0b050f63d681957d89b87,fbdbf3b5e55636d5e31e24dff0cff0eec77f3ab2a821cd2fad31c922f6453698,333103ccc90977cf2b752cc0aa29cd9ba874518ae9e2de2d99ba8053c834cce6,1,1,1,1,1,0,1
c78r_7ee119cde7ad236dc115,BNCI2014_001,4,3,0,SRC,0.1,139,28,67c096adb06116bb906ed5d064a3f2a81400a38ba7c58d49aba4d5dba72d345d,d9c24a188b261742fc635dad4a3e534218ae0125a822ed2254b1854cd59775e2,86f2232e522e1f7f1d53cfeb4b0d849f16016ab11d6b0d0a9997d4408a93eaff,2739c5f1dfc8fb4813478eff013ba66992ba198810443a15f718efa056e9f145,1,1,1,1,1,0,1
c78r_abf9a757176f191397bf,BNCI2014_001,4,3,0,SRC,0.1,144,29,f7d5ee17c84d1ea3283da9092969cd77d72a22c9cf67ba857fc42d186f09cc9c,c82344a791186d26d2bdec3dafb48112a2ec82ce388882a706935855042f3255,8d45bf440747ec5662589b38fbb6d34ed55d1e7d9db67e4c638d2b8a15532b32,2e8ee666b2ae741ffb7c53542aab74b3b705575ad2587f4b89dc2b35bae4175b,1,1,1,1,1,0,1
c78r_8cd5418bce5c84a5df2a,BNCI2014_001,4,3,0,SRC,0.1,149,30,3c1a100d1bacbef53f90c3f6c9b46c03eb5584e283408b2de45962ae7e0bb378,51dd1cf3f65519e53c430c03d7005fd9ce0472005151a399190cb95369a19c7a,9922fbde215c1c27db9a09c6d84e12b2a2b436c2e9472ce979c87ca35535cefd,6f8875f0460e3d38ec087122588d9eec731fff2206ad1631bb16b4bb2eaa8ae3,1,1,1,1,1,0,1
c78r_1b3c72bc760011224e4c,BNCI2014_001,4,3,0,SRC,0.1,154,31,f937ae28aefdd42e9fec376cd626ebcbc69058ebea84c2b5ea2414c73a4a711e,df4f3853930b47d1f1c621c7bbd2d3754ecb68243c57865774d171f8e9fadedc,31523e62e12856dbcb83edb4438c9b08b8600b9a17d5dbefe11074d351e70b78,297a77e7c40aa3846a59ff05c886f30b06e05d2c10e1751564cd4954df076bc6,1,1,1,1,1,0,1
c78r_0c564da90d247b41452e,BNCI2014_001,4,3,0,SRC,0.1,159,32,ceb68b25890882ab8ad86010705c75aef05863387b6038065109fba74ca150fd,83b98d778695fe8601541b67108bcd34b995565e318cd272e534ff3976da89bd,dee7ddcb112b24fcc712282c0f4bab34f7009f464962e699ea93d272bdf2b850,5107fc0c847322b9c6a28ff9da857220e8de672bfbe6d4379c5c96367c4bbdda,1,1,1,1,1,0,1
c78r_f494c417a563e10ffdf3,BNCI2014_001,4,3,0,SRC,0.1,164,33,932a9d896ab1901c1e98a1a3aaa7db1f6e3c815a7098762e7e2856d624e3ff1c,ee336ee8992fd4570a2fdba49c366350da4dac9b7a43b31a1c6df5e9b8f93916,6b472a0991b19989035b4ce4557112c8c1795fb2c1492cf2cc5208ccda59242d,c5d34a3cade40d8dd8dd805affdd6ea26b0774bfab8a60e5bf5e5ae92336e93d,1,1,1,1,1,0,1
c78r_1d8a7a2e4e4866dcbd37,BNCI2014_001,4,3,0,SRC,0.1,169,34,07ce4131619645757dc0f3bec67acf366ecceb9d9dee19db193230cf729e0855,2fdf6231567e20a04a1c1bbe89708b76e3bf2a9ffcc1bd16eede7b3741ac2717,f2dec409bb87f6eb8ea060dd69cd6795a4a398e98de43fd4ed03dd4c5aa4b739,a33a1d39c1991e6fbcc8d7c6ab84ccbe1d607fdeefb67755301d59380babe540,1,1,1,1,1,0,1
c78r_7553c289222815b25c3e,BNCI2014_001,4,3,0,SRC,0.1,174,35,cc2bf74e36e9290f7154cfe769186df64a808207fbbaf9d398d383185ae6cfa5,ff5bb20e51e816c1f40146ed3e8f62ff8e707c580d1319925c4bff3a0b548e70,61b24f5953d72d4f651c95c8afab18ebdb8e9f613daf439cb48ef9f12da43863,d09b5e2b6b860e6d094843251c346cc5244ba34b7d916cd05636edec46301232,1,1,1,1,1,0,1
c78r_42f6796a6cc7147673b0,BNCI2014_001,4,3,0,SRC,0.1,179,36,f5b68ea46df9d075ce629b2a16a3cf987e2707423b77f9018c4d13569b23a1ce,b1b05c259afad4efdb2a5e46ad15f1047b99d916aa522854a222af1e5b669970,fa009df0d718ad481dfab5ceb113030ab5b65ccf67d7b64ca4ff3f8ae5599083,d7b89070e67b642cb2c159f002a90f14bb58ea52c7f243eb25a74f3006e69c16,1,1,1,1,1,0,1
c78r_02dff4b4e03c14d39e45,BNCI2014_001,4,3,0,SRC,0.1,184,37,a3465d0866a2685e61884bb09c40ea32dc2d72a6dbd146b152086b038372d6ea,60f219d1f731f3258b11bd4044ab79877670cb7949d9df686245babde4e4c954,be5888546d325fe37581916b9309875ea6f7a5bd5378c08158a015c64faa4350,af0ad59b182de2bbd3f2d84cfb478c6ebdb729b8b9cdd624a2a6eef37c48309f,1,1,1,1,1,0,1
c78r_1793efb4b7c7e7dcaa52,BNCI2014_001,4,3,0,SRC,0.1,189,38,41c99408c12e2ea8b5c055159294e3634b68d2c90e213ee0e64b7b87ce2d2b83,231c24ea5409dd5e8a58d87f354ebf578dcea09aec9d91e273800499eea421bd,4a161c9aef8fea9afef813a37f78e65af0bd36c8e389b3e64f0342a36fe5c40c,cc1bc4f3ec51297cb9e0ca20c70db258394f9dc9ccc6fe8b5c14e04d7ce67f6d,1,1,1,1,1,0,1
c78r_7af3bd1c68b24f3d2650,BNCI2014_001,4,3,0,SRC,0.1,194,39,5831d687d6e0786160faaa7307a16d79cd9c7fb776bc21c4707c3a49f8bbff0a,0aade37f5ab5d8a8c289ae15277e43d4b207c5c8b8e5fb5ff793d0f73d7fd737,dbdbaad38cc0948444d76ac778c52bdac62ee3f947df91c12d8dd7ba1e031b00,054d4c425affe298a15e3b221ee1df9dd6fafa9829e7eeada63f3d376a3a1be0,1,1,1,1,1,0,1
c78r_5daa6819dd99cada4cdb,BNCI2014_001,4,3,0,SRC,0.1,199,40,aef566463740041729d276310ef449030c6f0ade4a9bbd4cdbcded0311350e42,c8285b1610ec0b7ceae105d315ecc4188573f43f6bfa062675b8f9531ee2c00d,a418a77ed7ba42be011790017914f44fffbb21c9c38bda510b3ae80b82ea6371,8d1740702602d885a32b26e6f2e8172bd50d2b8bd5fd0f4d375ee5599a86de37,1,1,1,1,1,0,1
c78r_f1f7bccb9c8e9094d02d,BNCI2014_001,4,3,1,SRC,0.1,4,1,b2c4641797a853ec1c486f04f1734a63c27f0861b125c08baf15a18c83239e3f,12b277afbe4da503527c005014c883f8b602d4bc736a1ba5ae321cc5b276ce49,a31983d5c3960dec9218fb06ba2cc9a2279bf49aa1078700e62149c84331b200,d3438b3d502c448f1fdf20fafb821439f0a76475eb5e5ca6e635e93dd1da99ee,1,1,1,1,1,0,1
c78r_d57c41e59a7b7487899e,BNCI2014_001,4,3,1,SRC,0.1,9,2,5ff0c3c7ffc0356325aed66b0dc4d1deacdb6c6622ccfd629c13fc06600d9e12,f62360d3596345967b757308616b679f1ffc388017246c5f52962e258dd67fa5,abb91fef4b0fe05a2ee17951ac63dc64ebb383ad18f9503cd59400a15ee6106f,8a3ce9d12370d8b1f32443c4c7352c051a489b6e9bdf557da42683670183ce60,1,1,1,1,1,0,1
c78r_d913123f714bffed77dc,BNCI2014_001,4,3,1,SRC,0.1,14,3,71c98c6ec4d04190962cb98fdd7844e3b9aaf3186b71f00e08a0d6af44482654,f4d7fd6b762099793f52131c02c2eed778118fd21f31f7b2f8f2b42a285c2816,14abe76e77f01dea464656472e74f74071ddb75cea41929f0a19b1b05e1d1aca,4b2661d3dc440f38e91edd20bb3c50a591b9dacb85d5cc75851878607df1b6c4,1,1,1,1,1,0,1
c78r_dade2debd55eaf0c2907,BNCI2014_001,4,3,1,SRC,0.1,19,4,3515e859f2df8affef11453676596aff7098cc22232c64235390d0d1d7e37542,cf44fd1ebdb0c3a369f443761c74ce1c4fe5901c7911474a7b3269149c594f9e,40754f314cbbfb6ffcf14bad6d012d2831946ac4ebae1f3dfdb1aef5121da1a3,bd2d55c2a7978bebad4592b972b0708c5c91b65c19e89b70e9653b46897f11f2,1,1,1,1,1,0,1
c78r_ae1664697bd9c6b42355,BNCI2014_001,4,3,1,SRC,0.1,24,5,a7ae8513c10a6f5fc21f44569675ec825fc97d5606c6b6fb4413b835522307ce,5872f5f172a3ddbab4b245c6d8617b8be2b3f6e46f7372165d17c95a7d3f024d,fe32622ab6389d6b7e0ceffd6cbbc50b0bdf2e7995a05d8bb120f57eef410cf8,e45a25dca2104255c40dbd233012c0d2f0336757d5c0fdb18deae63dfba41153,1,1,1,1,1,0,1
c78r_e1640750018199837316,BNCI2014_001,4,3,1,SRC,0.1,29,6,9b7a6248f103e9667822287cf990bc77cea23a8cafe84b8add33981fcd344e95,8eb38374e60338a2df972f74124c3ac7c59ce1c2983de28f7e45d12f5122ec66,a71c6d5454b7a17a71212e8176d17fcbc2ec17431b137f6ac86c62c98015f211,0c4243a22fb75d1d5536c405e096bc6161186fd0b1ef557da54628bcbd459599,1,1,1,1,1,0,1
c78r_06c7a829d2675d735407,BNCI2014_001,4,3,1,SRC,0.1,34,7,e477649e199838997423166506b9db17ea76f046b2781337d2e2d1284b3187e3,f4a14c4b131321eff8f15c735c7dab9f6dc8003f0f6d8b6bd5074256d287ac82,14b6da6a35256b9a48cd6e4668b255d6e09ccdc98ea73c7e98b96ce6174967ab,8db9ee676fd9bf213e3f010051196388cfed5c1e5baac62e2489cc0b278c8fed,1,1,1,1,1,0,1
c78r_39c647878502e4cd9291,BNCI2014_001,4,3,1,SRC,0.1,39,8,429049332033f48e83fdc9b8ce4d469dc3e4e940bf168cee4707afddfc37629e,e6d05d3571083eef804b4f625301f78833de8a589aba4703dd0948e468e5745c,7dbda4cdda44e1b771143c9e6a3920560629512508023dcbcb8a6717739d9359,eb724abc90d0c019398a61bcdf24b712bc8042d5ffefcb693750936e000a96aa,1,1,1,1,1,0,1
c78r_6994bc3df363601febd1,BNCI2014_001,4,3,1,SRC,0.1,44,9,18eed8f7e7583ef36bf8ed7eb0268ed66959abdc8b39cf79224003412123bed5,0126d60c50f8d5f3a300952dcd6d50ad368d6492945515c28b1e85747f0d19a1,e7fd08690d82c3e1f381ddc8a741da474e8dd1b3c15ede5ed388e514092b5088,dfb5aa491ddd666b3f18d9d5548cc76da7c36adbc2bc95e026de2602ee5744b2,1,1,1,1,1,0,1
c78r_a6bf4c06a91f07384153,BNCI2014_001,4,3,1,SRC,0.1,49,10,8652daa6e69248234c5d5f71306872dc995c8f4d1531a4ec1a3998babbf897b0,f02ebae71328dda879e1875a5b6255108965870ad4631cf8a928a1cab35614ae,46120e4ab9455d73ab17d0b34eb18e0b75207b8faa578c3ca332c11aa9ad1f71,11532dff96ee575d803f1010fb6c29a2b5df8c1dccdb10e518d6a42f2f94a011,1,1,1,1,1,0,1
c78r_0bf8c170756f98ff5c60,BNCI2014_001,4,3,1,SRC,0.1,54,11,4125b6520858ba5df20d26fd9abf012ac1e2e103c535237befe3066c1b4dc5a6,dec8f86235c265cd2e9652aa26c468254d0a7c77c56c9a57d8223d190c487122,95a26c66e93a28a3c8566b1222b02686223dd99a6f7a5aedaab0daccc5b3083d,416403699ab056995ddcc08541bf0ad2379713210a79627dc946f0bedd35f921,1,1,1,1,1,0,1
c78r_ee15e89e9886aebced87,BNCI2014_001,4,3,1,SRC,0.1,59,12,f9beca9d43deb17e2c8fa3a8a4a8a0952aa52ecfbb8deea9e51c074ea0b5b413,b23b5a078cd9e6bb9ee95568b47e1bf46cf0394ed7c3fae64fbad25d617b045a,f25dc0fb6913a4601fcfd69626606f84fb633fb89e06d6236780a84fb32ec0eb,3b399c9cbf1bcc49df071ab3f935ba698b5e9514f121a8b797896c7d920121ea,1,1,1,1,1,0,1
c78r_5e66e9d274b6ede0c2da,BNCI2014_001,4,3,1,SRC,0.1,64,13,2458d001fd0f17c3d3d5ad2f15d4cc3cda25795a73cab8fe7a7abbbcffc5a14e,d5e4d940542fd932ef2503e5e881f4f7fa49286258a6776fdb70d0554cb09762,0a565c288a59d5ab1066a14e5f143919640a37113cce99c4f3e4b7325a45948c,a58a1dd2fcffcdcb8055f08a36236e510be5239ce83e1dd179d4fbbca0c8e569,1,1,1,1,1,0,1
c78r_4f8e1a472e10f136e870,BNCI2014_001,4,3,1,SRC,0.1,69,14,f214cebd5305910c4ac81715ef75a65274ef7bb788d93379f7e98d3e200160c8,fe8c1cc11699e62ad9759bcb52fe9be72ab35f6546a0b603ec47213ecd0fee43,6eabef9a8cf72f6d1c22f5c508583b6df2cf6fa4af46b17cb3e4905134944051,7ca9abd1dba9987757a37aa5a708aebcc1923b232d3c84298c99dccd281e7162,1,1,1,1,1,0,1
c78r_a60cdd6bdcee1633fb12,BNCI2014_001,4,3,1,SRC,0.1,74,15,0f25760ec88862f7a8c0dee8fcc6b39caae9ac33ea4ce08e24bd963444c3cbdd,a8e1ceb884a7206b71339817c570f59c177953c33e5373b68d57a7e221f5f281,4f6aae2d9a606fa1207e58b37cdb5da0ab131b4d07bd85eb4d2a07ca9de1d171,2d91d02887cb50d7d4abc21f0a76e4c21953e0f9a70269687823bde0919759c2,1,1,1,1,1,0,1
c78r_1e72a8799ebf2d360cf0,BNCI2014_001,4,3,1,SRC,0.1,79,16,202463a4b470ac69b01922c803786750237f5ddcc9cab6276d316e86317661a1,c3757280b06cd112e720c68ff7c4caf9f6bac9dbc4bbc217af337d288836f717,80296991e2759742b018f7d18469ba6ea7962cb35360bf77bb50eed73b2fea63,a9cfa919959ca0718bbcde9931003421dd2d875af26566810cf5f632c0180056,1,1,1,1,1,0,1
c78r_4540ab25ecd4ee800295,BNCI2014_001,4,3,1,SRC,0.1,84,17,851633445b6654c5437b21a136b962f78e95ac6ad75fab128bc54ff1d84d3270,7718000131e7318bf93ab70831aa78904cea27f71bb692c4d5ebf12c47c84512,494b000e05d6f443d5f7faad09d3646998ead0a5cfc285a3a3b4d39172c9eaf5,975f90fc1257c01636e0aad461dffa56ce0892911186fb5942c938f5a5901d7b,1,1,1,1,1,0,1
c78r_3a828edc53b4e3629f27,BNCI2014_001,4,3,1,SRC,0.1,89,18,c83333d58db864b02e15756b926adb9791b04ca77d4f2d7aff39b248510c8cf9,915744b7c6ac1d0293695d3f71939dd0f03115b997047b5126ede48b3be817fb,c3b3d106d46d0255cf905ada59936e4f7beff739fac12126162ec756ad9f8210,8ef976a041c49838c25ea3ab21c5297ae6060658bccffb1cd3d9c9ce4a76701d,1,1,1,1,1,0,1
c78r_131aa78843e80f18cf2b,BNCI2014_001,4,3,1,SRC,0.1,94,19,767d9e5ae53776beb8dc1715a3fa3d156879f0ad79461d7c83b21bef21343d27,a1a0cbf09ec8e48035c10d2a55229831791885cbd1c5d358be7aed3c3b904888,1ea01872527c9ed122bd6c17c84b71ec1f72f13743c6b34b886ad598e812fb30,e6509d778e69cca98d2a20cb29017ce3c2baa21c7a8e738d9b79a9c618ca09dd,1,1,1,1,1,0,1
