unit_id,level,trajectory_order,checkpoint_id,parent_ERM_checkpoint_id,previous_SRC_trajectory_checkpoint_id,genealogy_rule,parent_ERM_read_only,ERM_retrained,OACI_weight_access,passed
c78r_6505420602112dfc2890,0,11,13e9f62ceda67a1074ea4c0849e58e3471a64117537bd6780545265713e7ac3b,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,8c981346ff975d2c062d9863574a98a301d90ea90f4bea279b885b7a562e250e,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_cea7577f5725fcc24f5e,0,12,90d893057bea4ecce02006c5f8418ad1df2837118c433515508fc6c2a39a7cc9,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,13e9f62ceda67a1074ea4c0849e58e3471a64117537bd6780545265713e7ac3b,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_97b5e93e163e6d269df0,0,13,82ea359b76544eaf3c2c12ceef03298fd70229d4e51589cba44790c219922b55,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,90d893057bea4ecce02006c5f8418ad1df2837118c433515508fc6c2a39a7cc9,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_d9684f844fa14124c952,0,14,767088d9ce18febd704d33cde9a998e0254f42442f190fe5597ee2fa97b8dd3e,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,82ea359b76544eaf3c2c12ceef03298fd70229d4e51589cba44790c219922b55,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_c82e9fe66cb24a682855,0,15,26936c44eebc4eacf19fe272334418fa553413363b078b50d90131e7e2f5ecef,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,767088d9ce18febd704d33cde9a998e0254f42442f190fe5597ee2fa97b8dd3e,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_dd99715066aea042c86c,0,16,1fd148eb16b94affc643d960d73611785a733a49c802cb8aa33db237dc39c86c,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,26936c44eebc4eacf19fe272334418fa553413363b078b50d90131e7e2f5ecef,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_cc0d1a69aa6ce2f904ee,0,17,3909ec5e6996086e669b562433dd4f667dfb3cb67e6833b80e3c1f67390c13af,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,1fd148eb16b94affc643d960d73611785a733a49c802cb8aa33db237dc39c86c,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_47a25f7734c4bde4e0c0,0,18,94a8fae947f74afaa12ec8f993a036635946519345c1c41ee8ebf658feb2d04a,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,3909ec5e6996086e669b562433dd4f667dfb3cb67e6833b80e3c1f67390c13af,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_5c679383b9851f34cad0,0,19,d6f29626a412f65378ab4312436373b1db45b096eacb788db65f453b07856940,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,94a8fae947f74afaa12ec8f993a036635946519345c1c41ee8ebf658feb2d04a,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_e81d3cc9e8857757ad75,0,20,6de0c1e8d1b73546f8a5c8cf70b340b77ce7d8eef65b2f85aa9897607525d571,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,d6f29626a412f65378ab4312436373b1db45b096eacb788db65f453b07856940,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_bd68ca5e9c5d6f237288,0,21,86697a69df69fe0202c8caef7b40ee60db97a4a54b2149215ec8c113918a5521,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,6de0c1e8d1b73546f8a5c8cf70b340b77ce7d8eef65b2f85aa9897607525d571,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_547a0cfede888deead21,0,22,39f01885d943af8a2f3e2da3e6fd6a0108023af05c5cf82336f3f3848afad08b,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,86697a69df69fe0202c8caef7b40ee60db97a4a54b2149215ec8c113918a5521,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_f403073cecf007f59661,0,23,b0d4ff489cd62913b95ee0200d3056b3571581b7665d09648839853e83235a9d,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,39f01885d943af8a2f3e2da3e6fd6a0108023af05c5cf82336f3f3848afad08b,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_96be43c36639d75105a8,0,24,f075a39e5a0b184a8acf21c2ed658d3216d95b8e693929616b35aed8a0fa06ff,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,b0d4ff489cd62913b95ee0200d3056b3571581b7665d09648839853e83235a9d,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_3994f82d18042b88577d,0,25,cd525bc4499020b27d156bb3487294b72ef303d77087638459c97f4fbda09c33,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,f075a39e5a0b184a8acf21c2ed658d3216d95b8e693929616b35aed8a0fa06ff,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_113c99a160f249a6d426,0,26,0db155462880e7a97a2eca0320f3eaace23d49ed773c1badf41aa93b92021501,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,cd525bc4499020b27d156bb3487294b72ef303d77087638459c97f4fbda09c33,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_9cddd3ef5b2ce3832226,0,27,b1ce86c71535b2cf7b13c431b7efee4bedbc871119ce9317c8ca31029e7e2b0a,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,0db155462880e7a97a2eca0320f3eaace23d49ed773c1badf41aa93b92021501,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_7ee119cde7ad236dc115,0,28,67c096adb06116bb906ed5d064a3f2a81400a38ba7c58d49aba4d5dba72d345d,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,b1ce86c71535b2cf7b13c431b7efee4bedbc871119ce9317c8ca31029e7e2b0a,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_abf9a757176f191397bf,0,29,f7d5ee17c84d1ea3283da9092969cd77d72a22c9cf67ba857fc42d186f09cc9c,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,67c096adb06116bb906ed5d064a3f2a81400a38ba7c58d49aba4d5dba72d345d,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_8cd5418bce5c84a5df2a,0,30,3c1a100d1bacbef53f90c3f6c9b46c03eb5584e283408b2de45962ae7e0bb378,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,f7d5ee17c84d1ea3283da9092969cd77d72a22c9cf67ba857fc42d186f09cc9c,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_1b3c72bc760011224e4c,0,31,f937ae28aefdd42e9fec376cd626ebcbc69058ebea84c2b5ea2414c73a4a711e,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,3c1a100d1bacbef53f90c3f6c9b46c03eb5584e283408b2de45962ae7e0bb378,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_0c564da90d247b41452e,0,32,ceb68b25890882ab8ad86010705c75aef05863387b6038065109fba74ca150fd,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,f937ae28aefdd42e9fec376cd626ebcbc69058ebea84c2b5ea2414c73a4a711e,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_f494c417a563e10ffdf3,0,33,932a9d896ab1901c1e98a1a3aaa7db1f6e3c815a7098762e7e2856d624e3ff1c,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,ceb68b25890882ab8ad86010705c75aef05863387b6038065109fba74ca150fd,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_1d8a7a2e4e4866dcbd37,0,34,07ce4131619645757dc0f3bec67acf366ecceb9d9dee19db193230cf729e0855,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,932a9d896ab1901c1e98a1a3aaa7db1f6e3c815a7098762e7e2856d624e3ff1c,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_7553c289222815b25c3e,0,35,cc2bf74e36e9290f7154cfe769186df64a808207fbbaf9d398d383185ae6cfa5,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,07ce4131619645757dc0f3bec67acf366ecceb9d9dee19db193230cf729e0855,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_42f6796a6cc7147673b0,0,36,f5b68ea46df9d075ce629b2a16a3cf987e2707423b77f9018c4d13569b23a1ce,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,cc2bf74e36e9290f7154cfe769186df64a808207fbbaf9d398d383185ae6cfa5,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_02dff4b4e03c14d39e45,0,37,a3465d0866a2685e61884bb09c40ea32dc2d72a6dbd146b152086b038372d6ea,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,f5b68ea46df9d075ce629b2a16a3cf987e2707423b77f9018c4d13569b23a1ce,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_1793efb4b7c7e7dcaa52,0,38,41c99408c12e2ea8b5c055159294e3634b68d2c90e213ee0e64b7b87ce2d2b83,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,a3465d0866a2685e61884bb09c40ea32dc2d72a6dbd146b152086b038372d6ea,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_7af3bd1c68b24f3d2650,0,39,5831d687d6e0786160faaa7307a16d79cd9c7fb776bc21c4707c3a49f8bbff0a,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,41c99408c12e2ea8b5c055159294e3634b68d2c90e213ee0e64b7b87ce2d2b83,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_5daa6819dd99cada4cdb,0,40,aef566463740041729d276310ef449030c6f0ade4a9bbd4cdbcded0311350e42,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,5831d687d6e0786160faaa7307a16d79cd9c7fb776bc21c4707c3a49f8bbff0a,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_f1f7bccb9c8e9094d02d,1,1,b2c4641797a853ec1c486f04f1734a63c27f0861b125c08baf15a18c83239e3f,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_d57c41e59a7b7487899e,1,2,5ff0c3c7ffc0356325aed66b0dc4d1deacdb6c6622ccfd629c13fc06600d9e12,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,b2c4641797a853ec1c486f04f1734a63c27f0861b125c08baf15a18c83239e3f,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_d913123f714bffed77dc,1,3,71c98c6ec4d04190962cb98fdd7844e3b9aaf3186b71f00e08a0d6af44482654,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,5ff0c3c7ffc0356325aed66b0dc4d1deacdb6c6622ccfd629c13fc06600d9e12,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_dade2debd55eaf0c2907,1,4,3515e859f2df8affef11453676596aff7098cc22232c64235390d0d1d7e37542,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,71c98c6ec4d04190962cb98fdd7844e3b9aaf3186b71f00e08a0d6af44482654,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_ae1664697bd9c6b42355,1,5,a7ae8513c10a6f5fc21f44569675ec825fc97d5606c6b6fb4413b835522307ce,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,3515e859f2df8affef11453676596aff7098cc22232c64235390d0d1d7e37542,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_e1640750018199837316,1,6,9b7a6248f103e9667822287cf990bc77cea23a8cafe84b8add33981fcd344e95,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,a7ae8513c10a6f5fc21f44569675ec825fc97d5606c6b6fb4413b835522307ce,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_06c7a829d2675d735407,1,7,e477649e199838997423166506b9db17ea76f046b2781337d2e2d1284b3187e3,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,9b7a6248f103e9667822287cf990bc77cea23a8cafe84b8add33981fcd344e95,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_39c647878502e4cd9291,1,8,429049332033f48e83fdc9b8ce4d469dc3e4e940bf168cee4707afddfc37629e,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,e477649e199838997423166506b9db17ea76f046b2781337d2e2d1284b3187e3,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_6994bc3df363601febd1,1,9,18eed8f7e7583ef36bf8ed7eb0268ed66959abdc8b39cf79224003412123bed5,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,429049332033f48e83fdc9b8ce4d469dc3e4e940bf168cee4707afddfc37629e,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_a6bf4c06a91f07384153,1,10,8652daa6e69248234c5d5f71306872dc995c8f4d1531a4ec1a3998babbf897b0,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,18eed8f7e7583ef36bf8ed7eb0268ed66959abdc8b39cf79224003412123bed5,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_0bf8c170756f98ff5c60,1,11,4125b6520858ba5df20d26fd9abf012ac1e2e103c535237befe3066c1b4dc5a6,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,8652daa6e69248234c5d5f71306872dc995c8f4d1531a4ec1a3998babbf897b0,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_ee15e89e9886aebced87,1,12,f9beca9d43deb17e2c8fa3a8a4a8a0952aa52ecfbb8deea9e51c074ea0b5b413,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,4125b6520858ba5df20d26fd9abf012ac1e2e103c535237befe3066c1b4dc5a6,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_5e66e9d274b6ede0c2da,1,13,2458d001fd0f17c3d3d5ad2f15d4cc3cda25795a73cab8fe7a7abbbcffc5a14e,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,f9beca9d43deb17e2c8fa3a8a4a8a0952aa52ecfbb8deea9e51c074ea0b5b413,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_4f8e1a472e10f136e870,1,14,f214cebd5305910c4ac81715ef75a65274ef7bb788d93379f7e98d3e200160c8,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,2458d001fd0f17c3d3d5ad2f15d4cc3cda25795a73cab8fe7a7abbbcffc5a14e,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_a60cdd6bdcee1633fb12,1,15,0f25760ec88862f7a8c0dee8fcc6b39caae9ac33ea4ce08e24bd963444c3cbdd,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,f214cebd5305910c4ac81715ef75a65274ef7bb788d93379f7e98d3e200160c8,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_1e72a8799ebf2d360cf0,1,16,202463a4b470ac69b01922c803786750237f5ddcc9cab6276d316e86317661a1,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,0f25760ec88862f7a8c0dee8fcc6b39caae9ac33ea4ce08e24bd963444c3cbdd,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_4540ab25ecd4ee800295,1,17,851633445b6654c5437b21a136b962f78e95ac6ad75fab128bc54ff1d84d3270,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,202463a4b470ac69b01922c803786750237f5ddcc9cab6276d316e86317661a1,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_3a828edc53b4e3629f27,1,18,c83333d58db864b02e15756b926adb9791b04ca77d4f2d7aff39b248510c8cf9,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,851633445b6654c5437b21a136b962f78e95ac6ad75fab128bc54ff1d84d3270,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_131aa78843e80f18cf2b,1,19,767d9e5ae53776beb8dc1715a3fa3d156879f0ad79461d7c83b21bef21343d27,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,c83333d58db864b02e15756b926adb9791b04ca77d4f2d7aff39b248510c8cf9,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_6b0572e87948cfc92854,1,20,12ee28467bfe2c4b0ba18433724a79f22bac8dd0a55813c8478c0ab7635d00a6,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,767d9e5ae53776beb8dc1715a3fa3d156879f0ad79461d7c83b21bef21343d27,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_070d7ef76eebc6220d11,1,21,29a1c14d4bc86a0b58105b76f6171044311ded61222d006fa080e7fbc741bde0,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,12ee28467bfe2c4b0ba18433724a79f22bac8dd0a55813c8478c0ab7635d00a6,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_90b70d61836d92b568f2,1,22,c20aad38adf4bab8ae43eea52bca8ba4a9b1e2adb5ce26eb8705a4a8dc0deddc,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,29a1c14d4bc86a0b58105b76f6171044311ded61222d006fa080e7fbc741bde0,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_43c98351b607512e445c,1,23,0842be4c0a1e42b1f0b3675522e5f4ba414c6793ef51eb76680a5dd333f5ed6c,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,c20aad38adf4bab8ae43eea52bca8ba4a9b1e2adb5ce26eb8705a4a8dc0deddc,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_933f619863d47609644d,1,24,05d323ed5ededc048d7c78e2ac02f09c0beb056ce1e234186c42db434f44df68,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,0842be4c0a1e42b1f0b3675522e5f4ba414c6793ef51eb76680a5dd333f5ed6c,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_4be1e536ca789520e364,1,25,b4d85a0629bac3d914f732043d135cb09ab4e88f55eb0f8e9384c5234cf80ca2,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,05d323ed5ededc048d7c78e2ac02f09c0beb056ce1e234186c42db434f44df68,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_571bfd608f3d352461fa,1,26,0f2367d1d0b67fc69b1cf3cfc2f31a1136ad6f63b9ba2286c05f6b0a0ed50e4b,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,b4d85a0629bac3d914f732043d135cb09ab4e88f55eb0f8e9384c5234cf80ca2,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_9986a5c54e01348b37ab,1,27,9b53b33995341b4504be8c63bfe53200103e980cc8a5ecebc16df395ee24235e,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,0f2367d1d0b67fc69b1cf3cfc2f31a1136ad6f63b9ba2286c05f6b0a0ed50e4b,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_6bd13e211521449c1d9e,1,28,9101d27ee419887d9c3f5b3f1ad68928d6278fe02a10b9683e7e4dbc76b5f831,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,9b53b33995341b4504be8c63bfe53200103e980cc8a5ecebc16df395ee24235e,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_e31b8be998ae77b93e36,1,29,8648e38a9afca81fc3884a5a5cbcb40a12dd4a3ad94f432576883dd603fb9cb4,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,9101d27ee419887d9c3f5b3f1ad68928d6278fe02a10b9683e7e4dbc76b5f831,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_0491f82ee5c0bbab4660,1,30,4ca863c5abc51dd4e1f9338ab494e5045d822cbe1207eeb95872eecbd7de9bb9,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,8648e38a9afca81fc3884a5a5cbcb40a12dd4a3ad94f432576883dd603fb9cb4,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_df4d8aa0065030546e98,1,31,c5c1ea8dc95fc51155d5ccbcdba3fc8a27d63db7f9c975d7d6a94cc2a465b4da,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,4ca863c5abc51dd4e1f9338ab494e5045d822cbe1207eeb95872eecbd7de9bb9,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_1acd4260aab96edc3eaa,1,32,8ad6dea2b54205562faa4870d853772d3d38cd3fdac97c0c52c28999de2d79cd,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,c5c1ea8dc95fc51155d5ccbcdba3fc8a27d63db7f9c975d7d6a94cc2a465b4da,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_d20af56baee0a9ab7b6e,1,33,c5f5e823a2d33b4d85202ee241176669f41b66369b0e3dbf50a312904743f63e,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,8ad6dea2b54205562faa4870d853772d3d38cd3fdac97c0c52c28999de2d79cd,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
c78r_37784d3a4908585c9076,1,34,23704242a6ff82c2403743f98fa91f61be463d6fcd3de7790205307ff7df89bf,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,c5f5e823a2d33b4d85202ee241176669f41b66369b0e3dbf50a312904743f63e,read_only_C78_ERM_parent_plus_previous_SRC_order,1,0,0,1
