path,sha256,size_bytes,row_count,raw_EEG_or_weights,tracked_or_to_be_tracked
oaci/reports/c78r_tables/red_team_checks.csv,cb13d1adcb89a19819293ae6689c94b38daa65b634cbba78509a6080fc0b5308,6754,59,0,1
oaci/reports/c78r_tables/red_team_repair_ledger.csv,a2342dbc520fbfa748159b2935b70333f8c4566b10579dd7cf534e95a8836977,1274,7,0,1
oaci/reports/c78r_tables/regression_verification.csv,9327ec8bcb93506a0ead9e2689108ef9635a5d724c5fc8d4e17fbc9060b51efe,737,4,0,1
oaci/reports/c78r_tables/risk_register.csv,35b6367e7b2e2472051a5a138f01ddc47335be9595254632a8c09c92001d2b7a,2448,26,0,1
oaci/reports/c78r_tables/seed4_protection_audit.csv,23121fb19ced8499d64accbdba8b60446833783508718667a1117aba74853b02,129,1,0,1
oaci/reports/c78r_tables/updated_full_seed3_compute_plan.csv,bc0633f0121fbfacee850e3094a1806d15df0c67335c8cef58d301c836bc63cc,570,4,0,1
oaci/reports/c78r_tables/updated_full_seed3_storage_plan.csv,9f78b9f4a2123630bea3803217606b681fb3918db5c059753099a95f7d6941fc,827,9,0,1
oaci/reports/C78R_PROTOCOL_RED_TEAM_VERIFICATION.md,c64823432e99164799755bfd187e5d9a5d20add8eb6ded730a9db83c7ed01866,386,0,0,1
oaci/reports/C78R_PROTOCOL_TIMING_AUDIT.md,06eeeaad51611032a97a368988b102286b2c14b0a302745a7041793c40783720,774,0,0,1
oaci/reports/C78R_RED_TEAM_VERIFICATION.md,4b6db69744e2ea9c8454a93d3109a609360c4e47a5d086cbf66c96e3676c1985,336,0,0,1
oaci/reports/C78R_SEED3_SRC_CANARY.md,c17f797329941a9f4fa6c0f437a66fc8183b1ab68423cc33254b3b2c82e43206,3715,0,0,1
oaci/reports/C78R_AUTHORIZED_CANARY_STATE.json,eb5b0307e9cc96312a5fc02f37d240403a2bba6e96a994585b79f7e9205c6c7f,3069,0,0,1
oaci/reports/C78R_AUTHORIZED_EXECUTION_LOCK.json,d41228d863522a6c96c66eff4af14900966474065361a51a4f69a7a3793767cb,2461,0,0,1
oaci/reports/C78R_SEED3_SRC_CANARY.json,c9c87c5964dc290b441d8e2aad7cb72b4ac4a60bfc0c9c871eb787789853bbf6,4298,0,0,1
oaci/reports/C78R_SRC_CANARY_PROTOCOL.json,8f0a2dd57420a5b9aa66c4174eb10477b93e46946122c6952660aceab4d0d29d,6619,0,0,1
oaci/reports/C78R_AUTHORIZED_EXECUTION_LOCK.sha256,6bcc4e54c5ababe662eabd78c79441261153b5e3ad00f0fff8737596d1bd4553,65,0,0,1
oaci/reports/C78R_SRC_CANARY_PROTOCOL.sha256,ab38bd05ff4ad18b6e2cfb02af0183c0d489bffb76f499a1dada4511e072b3ce,65,0,0,1
oaci/conditioned_ceiling_coverage/c78r_collect.py,bab3ca2ed2465ceaa77e262ff6a716c793a82b62fee64d7178a1c47683e914ae,31856,0,0,1
oaci/conditioned_ceiling_coverage/c78r_common.py,525145d8a6f76e3d6c6c99d3636146d44b375c3ec5da412d3db0594e991b78b4,7711,0,0,1
oaci/conditioned_ceiling_coverage/c78r_finalize.py,bc8319190a87f2deb30e35b2ccf10e73df105f4f0da5834809ec1f0165a9e7eb,15028,0,0,1
oaci/conditioned_ceiling_coverage/c78r_instrument.py,8036b0ef50f4c4b9fb7f86fa286ed4a801d70fb4e10b159b66c2dbb8a6829b0e,19748,0,0,1
oaci/conditioned_ceiling_coverage/c78r_protocol_red_team.py,f8dcd463c83a7f90a9712fcfa0767ced8827a0a6d2bd5be738fdcd45b03b54b4,7074,0,0,1
oaci/conditioned_ceiling_coverage/c78r_red_team.py,de889ed64d14754cc05ae7df2c8fa97243318f595aa1e2044ee65a84e10b7227,14344,0,0,1
oaci/conditioned_ceiling_coverage/c78r_seed3_src_canary.py,862ee010b466359b564ba6a078daa53560e1662c0ccfcca26c4fb97e2db1f700,21456,0,0,1
oaci/conditioned_ceiling_coverage/c78r_train.py,857f0bed7b5d28c0b65e70f92a2829a9654fc57de52817e6ed0746f67d43d007,24786,0,0,1
oaci/slurm_c78r_aggregate.sh,05ebca8b044e42ef4df36d4fc0c77b3939b04c824c1606c0283a0bd96be93a4c,673,0,0,1
oaci/slurm_c78r_collect.sh,ce5700a4b9eac0563046d9b2cbec5c9d513c7a656e78a5928518fda4a113e452,508,0,0,1
oaci/slurm_c78r_finalize.sh,d67ff0d4fe1d64bae29132919cff8bd2bb9f54a5f423ac4bd5fcbde440b22d83,510,0,0,1
oaci/slurm_c78r_instrument.sh,aa16d7d436a45c8d2499b8ec06a3182616bda9a7d16e1a6dd338b38dd18fa5b6,812,0,0,1
oaci/slurm_c78r_link_views.sh,05048a0f38925d4ac0ca6b829ae00400cf6ddeec69869decc7c8526e47e2920f,611,0,0,1
oaci/slurm_c78r_protocol_test.sh,15b34ba06845104eb558f2f95d0231abe54a0a802458c88df3439ed5c8f07ccd,765,0,0,1
oaci/slurm_c78r_red_team.sh,f2b6c420235b90e85fe0c74e1e3d2c8a4511ac165f8e83a504df556e45756883,509,0,0,1
oaci/slurm_c78r_regression.sh,65ca352b304e029fb2a80001225e3b85d369c61ef2fd987cfbbc4fae406eaa7a,1095,0,0,1
oaci/slurm_c78r_train.sh,4d955504915f4fed59be759b83710de17d33e0ab4e3df6422263950ef34f97d9,892,0,0,1
oaci/tests/test_c78r_collect.py,00c3cbf067e81de8ac3e22cb3146da6eafc4d37d6d0462d80d261219799645bd,2737,0,0,1
oaci/tests/test_c78r_seed3_SRC_canary.py,b2ce3fe632c05c545ec4f6ce93b5293a27415f6cb78d0bb1107c237f7ce1d01c,5542,0,0,1
