seed,target,level,regime,selected_joint_good,has_binary_joint_neighbor,has_continuous_better,selected_to_continuous_better_joint_min_delta,selected_to_continuous_better_norm_regret_reduction,selected_to_oracle_joint_min_delta,selected_to_oracle_norm_regret_reduction,threshold_artifact,continuous_pair_case
0,4,0,S2_rare_cells,1,0,0,0.0,0.0,0.0,0.0,,continuous_tiny_or_no_regret
0,4,0,S3_nonestimable_cells,1,0,0,0.0,0.0,0.0,0.0,,continuous_tiny_or_no_regret
0,4,1,S0_full_support,0,1,1,0.36573396749266784,1.0418563623663704,2.4382264499511175,3.766640616286156,0,source_active_misranking
0,4,1,S2_rare_cells,0,1,1,0.36573396749266784,1.0418563623663704,2.4382264499511175,3.766640616286156,0,source_active_misranking
0,4,1,S3_nonestimable_cells,0,1,1,0.36573396749266784,1.0418563623663704,2.4382264499511175,3.766640616286156,0,source_active_misranking
0,5,0,S0_full_support,1,0,1,-0.09011798552994343,0.4331155413544836,0.22142779055980863,0.7569464270143983,,endpoint_tradeoff
0,5,0,S2_rare_cells,1,0,1,-0.09011798552994343,0.4331155413544836,0.22142779055980863,0.7569464270143983,,endpoint_tradeoff
0,5,0,S3_nonestimable_cells,1,0,1,-0.09011798552994343,0.4331155413544836,0.22142779055980863,0.7569464270143983,,endpoint_tradeoff
0,5,1,S0_full_support,0,1,1,0.14780056971677014,-0.6181638004270336,0.3463690454175744,-1.1217091605335168,0,source_active_misranking
0,5,1,S2_rare_cells,0,1,1,0.14780056971677014,-0.6181638004270336,0.3463690454175744,-1.1217091605335168,0,source_active_misranking
0,5,1,S3_nonestimable_cells,0,1,1,0.14780056971677014,-0.6181638004270336,0.3463690454175744,-1.1217091605335168,0,source_active_misranking
0,6,0,S0_full_support,0,1,1,0.4876452899902245,0.3658559134190744,0.9346534724812625,1.1458452291247114,0,source_active_misranking
0,6,0,S2_rare_cells,0,1,1,0.4876452899902245,0.3658559134190744,0.9346534724812625,1.1458452291247114,0,source_active_misranking
0,6,0,S3_nonestimable_cells,0,1,1,0.4876452899902245,0.3658559134190744,0.9346534724812625,1.1458452291247114,0,source_active_misranking
0,6,1,S0_full_support,0,1,1,0.44700818249103935,0.7910419814910793,1.0159276874796328,1.7534773635545406,0,real_endpoint_regret
0,6,1,S2_rare_cells,0,1,1,0.44700818249103935,0.7910419814910793,1.0159276874796328,1.7534773635545406,0,source_active_misranking
0,6,1,S3_nonestimable_cells,0,1,1,0.44700818249103935,0.7910419814910793,1.0159276874796328,1.7534773635545406,0,source_active_misranking
0,7,0,S0_full_support,1,0,1,-0.08271115455908006,0.14251977094988377,0.12079093403910872,0.7188514107865737,,endpoint_tradeoff
0,7,0,S2_rare_cells,1,0,1,-0.08271115455908006,0.14251977094988377,0.12079093403910872,0.7188514107865737,,endpoint_tradeoff
0,7,0,S3_nonestimable_cells,1,0,1,-0.08271115455908006,0.14251977094988377,0.12079093403910872,0.7188514107865737,,endpoint_tradeoff
0,7,1,S0_full_support,0,1,1,0.3556716836525734,0.6056941103325338,0.3556716836525734,0.6056941103325338,0,real_endpoint_regret
0,7,1,S2_rare_cells,0,1,1,0.3556716836525734,0.6056941103325338,0.3556716836525734,0.6056941103325338,0,real_endpoint_regret
0,7,1,S3_nonestimable_cells,0,1,1,0.3556716836525734,0.6056941103325338,0.3556716836525734,0.6056941103325338,0,source_active_misranking
0,8,0,S0_full_support,1,0,1,-0.09531697921376915,1.1054131359587827,0.04480998494825747,1.2398700745033024,,endpoint_tradeoff
0,8,0,S2_rare_cells,1,0,1,-0.09531697921376915,1.1054131359587827,0.04480998494825747,1.2398700745033024,,endpoint_tradeoff
0,8,0,S3_nonestimable_cells,1,0,1,-0.09531697921376915,1.1054131359587827,0.04480998494825747,1.2398700745033024,,endpoint_tradeoff
0,8,1,S0_full_support,1,0,1,-0.04593989262211018,0.09800697353712629,0.07156181001606993,-0.09537048931069425,,endpoint_tradeoff
0,8,1,S2_rare_cells,1,0,1,-0.04593989262211018,0.09800697353712629,0.07156181001606993,-0.09537048931069425,,endpoint_tradeoff
0,8,1,S3_nonestimable_cells,1,0,1,-0.04593989262211018,0.09800697353712629,0.07156181001606993,-0.09537048931069425,,endpoint_tradeoff
0,9,0,S0_full_support,0,1,1,0.29855124547045797,0.1684042464221518,1.280397780394485,1.9543664748243148,0,endpoint_tradeoff
0,9,0,S2_rare_cells,0,1,1,0.29855124547045797,0.1684042464221518,1.280397780394485,1.9543664748243148,0,endpoint_tradeoff
0,9,0,S3_nonestimable_cells,0,1,1,0.29855124547045797,0.1684042464221518,1.280397780394485,1.9543664748243148,0,endpoint_tradeoff
0,9,1,S0_full_support,0,1,1,0.6441522988529468,0.9939329270880348,1.4668234800704198,2.366989608215666,0,source_active_misranking
0,9,1,S2_rare_cells,0,1,1,0.6441522988529468,0.9939329270880348,1.4668234800704198,2.366989608215666,0,gauge_jump
0,9,1,S3_nonestimable_cells,0,1,1,0.6441522988529468,0.9939329270880348,1.4668234800704198,2.366989608215666,0,source_active_misranking
1,1,0,S0_full_support,1,0,1,0.6501937199869652,0.8733009717125592,1.2320407616598177,1.6629901500694624,,real_endpoint_regret
1,1,0,S2_rare_cells,1,0,1,0.6501937199869652,0.8733009717125592,1.2320407616598177,1.6629901500694624,,real_endpoint_regret
1,1,0,S3_nonestimable_cells,1,0,1,0.6501937199869652,0.8733009717125592,1.2320407616598177,1.6629901500694624,,real_endpoint_regret
1,1,1,S0_full_support,0,1,1,0.3250968599934826,0.3436353733775448,0.9668208975746703,1.8439364080690968,0,real_endpoint_regret
1,1,1,S2_rare_cells,0,1,1,0.3250968599934826,0.3436353733775448,0.9668208975746703,1.8439364080690968,0,source_active_misranking
1,1,1,S3_nonestimable_cells,0,1,1,0.3250968599934826,0.3436353733775448,0.9668208975746703,1.8439364080690968,0,real_endpoint_regret
1,2,0,S0_full_support,0,1,1,0.29085487934681475,0.08537620456098383,1.1702981387763434,1.4665894849233745,0,endpoint_tradeoff
1,2,0,S2_rare_cells,0,1,1,0.29085487934681475,0.08537620456098383,1.1702981387763434,1.4665894849233745,0,endpoint_tradeoff
1,2,0,S3_nonestimable_cells,0,1,1,0.29085487934681475,0.08537620456098383,1.1702981387763434,1.4665894849233745,0,endpoint_tradeoff
1,2,1,S0_full_support,0,1,1,0.2676770422269166,0.4780594914085674,1.1631578645015481,1.353937746036633,0,source_active_misranking
1,2,1,S2_rare_cells,0,1,1,0.2676770422269166,0.4780594914085674,1.1631578645015481,1.353937746036633,0,source_active_misranking
1,2,1,S3_nonestimable_cells,0,1,1,0.2676770422269166,0.4780594914085674,1.1631578645015481,1.353937746036633,0,source_active_misranking
1,3,0,S0_full_support,1,0,1,-0.40511823558920207,1.0060077105605807,0.0,0.0,,source_active_misranking
1,3,0,S2_rare_cells,1,0,1,-0.40511823558920207,1.0060077105605807,0.0,0.0,,gauge_jump
1,3,0,S3_nonestimable_cells,1,0,1,-0.40511823558920207,1.0060077105605807,0.0,0.0,,source_active_misranking
1,3,1,S0_full_support,0,1,1,0.07251453768062288,0.1571590071083382,0.4303907869603051,0.9124361461707651,0,real_endpoint_regret
1,3,1,S2_rare_cells,0,1,1,0.07251453768062288,0.1571590071083382,0.4303907869603051,0.9124361461707651,0,real_endpoint_regret
1,3,1,S3_nonestimable_cells,0,1,1,0.07251453768062288,0.1571590071083382,0.4303907869603051,0.9124361461707651,0,real_endpoint_regret
1,4,0,S0_full_support,1,0,1,0.12191132249755543,-0.0692334393731745,0.4876452899902244,0.7712850651088132,,endpoint_tradeoff
1,4,0,S2_rare_cells,1,0,1,0.12191132249755543,-0.0692334393731745,0.4876452899902244,0.7712850651088132,,endpoint_tradeoff
1,4,0,S3_nonestimable_cells,1,0,1,0.12191132249755543,-0.0692334393731745,0.4876452899902244,0.7712850651088132,,endpoint_tradeoff
1,4,1,S0_full_support,1,0,1,0.12191132249755676,-0.06384369342876484,0.6501937199869651,0.8047724772505229,,endpoint_tradeoff
1,4,1,S2_rare_cells,1,0,1,0.12191132249755676,-0.06384369342876484,0.6501937199869651,0.8047724772505229,,endpoint_tradeoff
1,4,1,S3_nonestimable_cells,1,0,1,0.12191132249755676,-0.06384369342876484,0.6501937199869651,0.8047724772505229,,endpoint_tradeoff
1,5,0,S0_full_support,1,0,0,0.0,0.0,0.0,0.0,,continuous_tiny_or_no_regret
1,5,0,S2_rare_cells,1,0,0,0.0,0.0,0.0,0.0,,continuous_tiny_or_no_regret
1,5,0,S3_nonestimable_cells,1,0,0,0.0,0.0,0.0,0.0,,continuous_tiny_or_no_regret
1,5,1,S0_full_support,0,1,1,0.15511792187158902,-0.3090664495444848,1.377743018235623,1.4053204778554682,0,endpoint_tradeoff
1,5,1,S2_rare_cells,0,1,1,0.15511792187158902,-0.3090664495444848,1.377743018235623,1.4053204778554682,0,endpoint_tradeoff
1,5,1,S3_nonestimable_cells,0,1,1,0.15511792187158902,-0.3090664495444848,1.377743018235623,1.4053204778554682,0,endpoint_tradeoff
1,6,0,S0_full_support,1,0,1,0.4335758097390383,0.883730023411792,0.7708313766749568,1.8581699218562793,,real_endpoint_regret
1,6,0,S2_rare_cells,1,0,1,0.4335758097390383,0.883730023411792,0.7708313766749568,1.8581699218562793,,real_endpoint_regret
1,6,0,S3_nonestimable_cells,1,0,1,0.4335758097390383,0.883730023411792,0.7708313766749568,1.8581699218562793,,real_endpoint_regret
1,6,1,S0_full_support,1,0,1,0.5750347170672647,0.3948576692071451,0.6600623403875926,0.8925340567084888,,real_endpoint_regret
1,6,1,S2_rare_cells,1,0,1,0.5750347170672647,0.3948576692071451,0.6600623403875926,0.8925340567084888,,real_endpoint_regret
1,6,1,S3_nonestimable_cells,1,0,1,0.5750347170672647,0.3948576692071451,0.6600623403875926,0.8925340567084888,,real_endpoint_regret
1,7,0,S0_full_support,0,1,1,-0.051338976118122104,0.13010078396845226,0.7813606991177953,1.4375164837768826,0,endpoint_tradeoff
1,7,0,S2_rare_cells,0,1,1,-0.051338976118122104,0.13010078396845226,0.7813606991177953,1.4375164837768826,0,endpoint_tradeoff
1,7,0,S3_nonestimable_cells,0,1,1,-0.051338976118122104,0.13010078396845226,0.7813606991177953,1.4375164837768826,0,endpoint_tradeoff
1,7,1,S0_full_support,0,1,1,0.6777127832194388,1.0117211390910352,0.9620838319319899,1.895549179290378,0,source_active_misranking
1,7,1,S2_rare_cells,0,1,1,0.6777127832194388,1.0117211390910352,0.9620838319319899,1.895549179290378,0,gauge_jump
1,7,1,S3_nonestimable_cells,0,1,1,0.6777127832194388,1.0117211390910352,0.9620838319319899,1.895549179290378,0,gauge_jump
1,8,0,S0_full_support,0,1,1,1.8664394937386817,2.006281264754644,2.326017413644168,3.8106467954944656,0,real_endpoint_regret
1,8,0,S2_rare_cells,0,1,1,1.8664394937386817,2.006281264754644,2.326017413644168,3.8106467954944656,0,real_endpoint_regret
1,8,0,S3_nonestimable_cells,0,1,1,1.8664394937386817,2.006281264754644,2.326017413644168,3.8106467954944656,0,source_active_misranking
1,8,1,S0_full_support,0,1,1,2.098266854532922,2.0761146947625364,2.356952234952747,2.460340297451683,0,gauge_jump
1,8,1,S2_rare_cells,0,1,1,2.098266854532922,2.0761146947625364,2.356952234952747,2.460340297451683,0,source_active_misranking
1,8,1,S3_nonestimable_cells,0,1,1,2.098266854532922,2.0761146947625364,2.356952234952747,2.460340297451683,0,source_active_misranking
1,9,0,S0_full_support,1,0,1,0.2744560882332865,-0.740247287002622,0.4681005766091618,0.6588932000490554,,endpoint_tradeoff
1,9,0,S2_rare_cells,1,0,1,0.2744560882332865,-0.740247287002622,0.4681005766091618,0.6588932000490554,,endpoint_tradeoff
1,9,0,S3_nonestimable_cells,1,0,1,0.2744560882332865,-0.740247287002622,0.4681005766091618,0.6588932000490554,,endpoint_tradeoff
1,9,1,S0_full_support,1,0,1,0.3432772133800716,0.5572669304318815,0.35140748065477884,0.6270788841460451,,real_endpoint_regret
1,9,1,S2_rare_cells,1,0,1,0.3432772133800716,0.5572669304318815,0.35140748065477884,0.6270788841460451,,real_endpoint_regret
1,9,1,S3_nonestimable_cells,1,0,1,0.3432772133800716,0.5572669304318815,0.35140748065477884,0.6270788841460451,,real_endpoint_regret
2,1,0,S0_full_support,1,0,1,-0.15595793650339723,0.47377823146011844,0.03900840624661556,0.22393792162205794,,endpoint_tradeoff
2,1,0,S2_rare_cells,1,0,1,-0.15595793650339723,0.47377823146011844,0.03900840624661556,0.22393792162205794,,endpoint_tradeoff
2,1,0,S3_nonestimable_cells,1,0,1,-0.15595793650339723,0.47377823146011844,0.03900840624661556,0.22393792162205794,,endpoint_tradeoff
2,1,1,S0_full_support,0,1,1,0.5282823974894109,0.5438886998912171,1.1806294334952374,1.8705227232869615,0,real_endpoint_regret
2,1,1,S2_rare_cells,0,1,1,0.5282823974894109,0.5438886998912171,1.1806294334952374,1.8705227232869615,0,source_active_misranking
2,1,1,S3_nonestimable_cells,0,1,1,0.5282823974894109,0.5438886998912171,1.1806294334952374,1.8705227232869615,0,source_active_misranking
2,2,0,S0_full_support,1,0,0,0.01761630727633945,-0.22520363716046965,0.01761630727633945,-0.22520363716046965,,endpoint_tradeoff
2,2,0,S2_rare_cells,1,0,0,0.01761630727633945,-0.22520363716046965,0.01761630727633945,-0.22520363716046965,,endpoint_tradeoff
2,2,0,S3_nonestimable_cells,1,0,0,0.01761630727633945,-0.22520363716046965,0.01761630727633945,-0.22520363716046965,,endpoint_tradeoff
2,2,1,S0_full_support,0,1,1,0.6631180207615617,1.2888942381642503,0.6631180207615617,1.2888942381642503,0,real_endpoint_regret
2,2,1,S2_rare_cells,0,1,1,0.6631180207615617,1.2888942381642503,0.6631180207615617,1.2888942381642503,0,real_endpoint_regret
2,2,1,S3_nonestimable_cells,0,1,1,0.6631180207615617,1.2888942381642503,0.6631180207615617,1.2888942381642503,0,real_endpoint_regret
2,3,0,S0_full_support,0,1,1,0.3619046237923413,1.0721583864074073,0.5996019592317557,1.9822101822680374,0,source_active_misranking
2,3,0,S2_rare_cells,0,1,1,0.3619046237923413,1.0721583864074073,0.5996019592317557,1.9822101822680374,0,source_active_misranking
2,3,0,S3_nonestimable_cells,0,1,1,0.3619046237923413,1.0721583864074073,0.5996019592317557,1.9822101822680374,0,source_active_misranking
2,3,1,S0_full_support,0,1,1,0.7721050424845219,0.78575166976753,1.1793310441259908,1.4246544170873583,0,source_active_misranking
2,3,1,S2_rare_cells,0,1,1,0.7721050424845219,0.78575166976753,1.1793310441259908,1.4246544170873583,0,source_active_misranking
2,3,1,S3_nonestimable_cells,0,1,1,0.7721050424845219,0.78575166976753,1.1793310441259908,1.4246544170873583,0,source_active_misranking
2,4,0,S0_full_support,1,0,1,0.12191132249755687,0.12363403081248492,0.34063498087235367,0.4560135966293498,,real_endpoint_regret
2,4,0,S2_rare_cells,1,0,1,0.12191132249755687,0.12363403081248492,0.34063498087235367,0.4560135966293498,,real_endpoint_regret
2,4,0,S3_nonestimable_cells,1,0,1,0.12191132249755687,0.12363403081248492,0.34063498087235367,0.4560135966293498,,real_endpoint_regret
2,4,1,S0_full_support,1,0,1,0.44700818249103813,0.732609406690917,1.2191132249755587,1.831642033870318,,real_endpoint_regret
2,4,1,S2_rare_cells,1,0,1,0.44700818249103813,0.732609406690917,1.2191132249755587,1.831642033870318,,real_endpoint_regret
2,4,1,S3_nonestimable_cells,1,0,1,0.44700818249103813,0.732609406690917,1.2191132249755587,1.831642033870318,,real_endpoint_regret
2,5,0,S0_full_support,0,0,1,0.8622040180964714,1.0628918498674729,0.8622040180964714,1.0628918498674729,,real_endpoint_regret
2,5,0,S2_rare_cells,0,0,1,0.8622040180964714,1.0628918498674729,0.8622040180964714,1.0628918498674729,,real_endpoint_regret
2,5,0,S3_nonestimable_cells,0,0,1,0.8622040180964714,1.0628918498674729,0.8622040180964714,1.0628918498674729,,real_endpoint_regret
2,5,1,S0_full_support,0,0,1,0.10874842123653894,-0.41421656598371626,0.32509685999348126,0.7441551939446458,,source_active_misranking
2,5,1,S2_rare_cells,0,0,1,0.10874842123653894,-0.41421656598371626,0.32509685999348126,0.7441551939446458,,source_active_misranking
2,5,1,S3_nonestimable_cells,0,0,1,0.10874842123653894,-0.41421656598371626,0.32509685999348126,0.7441551939446458,,source_active_misranking
2,6,0,S0_full_support,0,1,1,0.20318553749592583,0.2759798904912434,1.6254842999674115,1.7510226773136826,0,real_endpoint_regret
2,6,0,S2_rare_cells,0,1,1,0.20318553749592583,0.2759798904912434,1.6254842999674115,1.7510226773136826,0,real_endpoint_regret
2,6,0,S3_nonestimable_cells,0,1,1,0.20318553749592583,0.2759798904912434,1.6254842999674115,1.7510226773136826,0,real_endpoint_regret
2,6,1,S0_full_support,1,0,1,-0.134947295693769,0.08833010887436132,0.3204526830144502,0.43589982428164253,,endpoint_tradeoff
2,6,1,S2_rare_cells,1,0,1,-0.134947295693769,0.08833010887436132,0.3204526830144502,0.43589982428164253,,endpoint_tradeoff
2,6,1,S3_nonestimable_cells,1,0,1,-0.134947295693769,0.08833010887436132,0.3204526830144502,0.43589982428164253,,endpoint_tradeoff
2,7,0,S0_full_support,0,1,1,0.7314679349853347,0.9374344033026152,1.410452896478061,1.816364823553287,0,real_endpoint_regret
2,7,0,S2_rare_cells,0,1,1,0.7314679349853347,0.9374344033026152,1.410452896478061,1.816364823553287,0,real_endpoint_regret
2,7,0,S3_nonestimable_cells,0,1,1,0.7314679349853347,0.9374344033026152,1.410452896478061,1.816364823553287,0,real_endpoint_regret
2,7,1,S0_full_support,0,1,1,0.5405989984436276,1.1892091928244066,0.6350893358231828,1.4856006017128274,0,gauge_jump
2,7,1,S2_rare_cells,0,1,1,0.5405989984436276,1.1892091928244066,0.6350893358231828,1.4856006017128274,0,source_active_misranking
2,7,1,S3_nonestimable_cells,0,1,1,0.5405989984436276,1.1892091928244066,0.6350893358231828,1.4856006017128274,0,source_active_misranking
2,8,0,S0_full_support,0,1,1,0.44700818249103924,0.48969120866329585,1.2100519499798819,1.3553186541325088,0,real_endpoint_regret
2,8,0,S2_rare_cells,0,1,1,0.44700818249103924,0.48969120866329585,1.2100519499798819,1.3553186541325088,0,real_endpoint_regret
2,8,0,S3_nonestimable_cells,0,1,1,0.44700818249103924,0.48969120866329585,1.2100519499798819,1.3553186541325088,0,real_endpoint_regret
2,8,1,S0_full_support,1,0,1,-0.1557949029526351,0.6267223068002612,0.07630838929157838,0.20957035493487863,,endpoint_tradeoff
2,8,1,S2_rare_cells,1,0,1,-0.1557949029526351,0.6267223068002612,0.07630838929157838,0.20957035493487863,,endpoint_tradeoff
2,8,1,S3_nonestimable_cells,1,0,1,-0.1557949029526351,0.6267223068002612,0.07630838929157838,0.20957035493487863,,endpoint_tradeoff
2,9,0,S0_full_support,1,0,1,-0.0190171591961249,0.1006847587822941,0.7770112215054812,1.6902976098680953,,endpoint_tradeoff
2,9,0,S2_rare_cells,1,0,1,-0.0190171591961249,0.1006847587822941,0.7770112215054812,1.6902976098680953,,endpoint_tradeoff
2,9,0,S3_nonestimable_cells,1,0,1,-0.0190171591961249,0.1006847587822941,0.7770112215054812,1.6902976098680953,,endpoint_tradeoff
2,9,1,S0_full_support,1,0,1,0.03606428810890088,0.08346079628651748,0.9171756092355717,1.6719351635379425,,continuous_tiny_or_no_regret
2,9,1,S2_rare_cells,1,0,1,0.03606428810890088,0.08346079628651748,0.9171756092355717,1.6719351635379425,,continuous_tiny_or_no_regret
2,9,1,S3_nonestimable_cells,1,0,1,0.03606428810890088,0.08346079628651748,0.9171756092355717,1.6719351635379425,,continuous_tiny_or_no_regret
