seed,target,level,regime,order,epoch,selected_oaci,primary_joint_good,target_bacc_delta,target_nll_delta,target_ece_delta,target_bacc_z,target_nll_z,target_ece_z,continuous_joint_min_margin,pareto_distance,dominated_hypervolume_regret,endpoint_vector_norm_regret
0,1,0,S0_full_support,19,194,0,0,-0.032986111111111105,0.07020961769504486,0.04632124009875946,-0.7654710667334708,0.11364927825572997,0.26075393393529533,-0.7654710667334708,0.0,1.931691141228037,1.063401739142674
0,1,1,S0_full_support,0,4,0,1,0.022569444444444364,0.12284529601864036,0.011341518439616435,0.5349163732404568,0.31043016252229416,-0.1379132544660918,-0.1379132544660918,0.0,0.22777302413170974,0.22777302413170972
0,1,1,S0_full_support,1,9,0,0,-0.09375000000000006,-0.32911390783564154,-0.15701821467665106,-2.187769829204958,-1.3792399361527585,-2.056725019051032,-2.187769829204958,2.9813142971834825,30.506117141316462,3.856919944008807
0,1,1,S0_full_support,2,14,0,0,-0.08854166666666669,-0.1459369824783454,-0.05566750335495067,-2.065858506707401,-0.6944246455159396,-0.9016213987641679,-2.065858506707401,1.866798057395481,13.376563953706368,2.9591887517960465
0,1,1,S0_full_support,3,19,0,0,-0.0920138888888889,-0.20981601731746946,-0.09195786269705238,-2.147132721705771,-0.9332393309553128,-1.315226048508718,-2.147132721705771,2.258661428760543,18.86913842269054,3.273280817947548
0,1,1,S0_full_support,4,29,0,0,-0.029513888888888895,-0.027219180287058498,-0.0029391696498764913,-0.6841968517351005,-0.25059272698793134,-0.3006716041337261,-0.6841968517351005,0.4645322587952295,3.816921013481636,1.3976761040335168
0,1,1,S0_full_support,5,34,0,0,-0.08854166666666669,-0.15673939725550667,-0.09937849602979466,-2.065858506707401,-0.7348099658873326,-1.3997997068056451,-2.065858506707401,2.185981624717854,17.334970933563103,3.1742152192386395
0,1,1,S0_full_support,6,59,0,0,-0.0763888888888889,-0.17131835815700835,-0.06347994297151828,-1.7813987542131036,-0.7893140762029228,-0.9906605102483078,-1.7813987542131036,1.7554238811262781,13.487523176168644,2.782494786263719
0,1,1,S0_full_support,7,94,0,1,0.013888888888888895,0.07100137175302224,-0.0067648310932677536,0.3317308357445323,0.11660928691549462,-0.3442730285897077,-0.3442730285897077,0.3484756101147453,1.059971158873389,0.5170320889359706
0,1,1,S0_full_support,8,99,0,0,-0.048611111111111105,-0.026659693472999457,-0.02741869729284449,-1.1312050342261384,-0.24850106001388442,-0.5796670905447858,-1.1312050342261384,0.8640915069062837,5.939054330774234,1.8805932235567202
0,1,1,S0_full_support,9,104,0,1,0.010416666666666685,0.10390670396937396,0.010976342328195124,0.25045662074616204,0.23962737230637068,-0.14207520106561922,-0.14207520106561922,0.23193497073123714,0.6944071615926497,0.373797025857049
0,1,1,S0_full_support,10,109,0,0,-0.001736111111111105,-0.006949063014890067,-0.0037303149845542977,-0.03400313174813536,-0.1748119689917686,-0.30968836216474477,-0.30968836216474477,0.4351799512490083,2.261262535004903,0.8478018866468208
0,1,1,S0_full_support,11,114,0,0,0.010416666666666685,-0.0057467107580382315,-0.020282393661993414,0.25045662074616204,-0.17031692023703182,-0.49833396468938385,-0.49833396468938385,0.6117062297598563,2.0206810049071042,0.8111762924945478
0,1,1,S0_full_support,12,124,0,0,-0.02430555555555558,-0.016408816402968318,-0.007584543329210172,-0.562285529237545,-0.21017768851770455,-0.35361536628998386,-0.562285529237545,0.4897573302595184,3.603273500395505,1.2928862075127383
0,1,1,S0_full_support,13,139,0,1,0.015625000000000056,0.0696939827991605,-0.008118796534247935,0.37236794324371875,0.1117215536779822,-0.35970430047940627,-0.35970430047940627,0.3392615088908944,1.0200498832728946,0.5177016095093837
0,1,1,S0_full_support,14,154,1,1,0.0034722222222222654,0.06374432540997321,-0.0027869797903432164,0.08790819074942141,0.08947848814874902,-0.2989370819441399,-0.2989370819441399,0.38879685160975785,1.453624983087924,0.632296567635846
0,1,1,S0_full_support,15,164,0,0,-0.036458333333333315,-0.0032257360540739466,-0.0024741767007491478,-0.846745281731841,-0.16089214131787521,-0.2953720356162444,-0.846745281731841,0.4634903308657807,3.8541180899229905,1.5098136264846456
0,1,1,S0_full_support,16,169,0,0,-0.0625,-0.05946977603350656,-0.051663510475217875,-1.4563018942196209,-0.3711630502217943,-0.8559875141010229,-1.4563018942196209,1.3004612324233842,8.787635842090793,2.3074112291774638
0,1,1,S0_full_support,17,179,0,0,-0.027777777777777846,0.03918150775194196,0.031326702115095334,-0.6435597442359167,-0.0023507260414861054,0.08985976966561793,-0.6435597442359167,0.0,1.8598618132156077,1.2192775909172344
0,1,1,S0_full_support,18,184,0,0,-0.06250000000000006,-0.143944546568346,-0.04714879171877366,-1.4563018942196222,-0.686975832986086,-0.8045328384294065,-1.4563018942196222,1.3889562544709826,10.318384515333863,2.399938967131831
0,1,1,S0_full_support,19,199,0,0,-0.09895833333333331,-0.1042223120561041,-0.08516181478609984,-2.309681151702512,-0.5384724474249127,-1.2377708491991948,-2.309681151702512,2.196813625391322,15.54546506779317,3.251918476873953
0,2,0,S0_full_support,0,4,0,1,0.03125,0.16034134029257285,0.07799128463154023,0.7381019107363852,0.45061083433506804,0.6217004198296533,0.45061083433506804,0.0,0.12795152035675184,0.10362296059663748
0,2,0,S0_full_support,1,14,0,1,0.01388888888888884,0.12046281828959704,0.08017191844172825,0.33173083574453105,0.3015231608610964,0.6465533091268278,0.3015231608610964,0.0,0.7575224428333829,0.47694928458238733
0,2,0,S0_full_support,2,19,1,1,0.020833333333333315,-0.09770844222469632,0.01524590950409166,0.49427926574127296,-0.5141200479452026,-0.0934145410897667,-0.5141200479452026,1.1012839159027088,3.4698093538438988,1.3198213997030726
0,2,0,S0_full_support,3,34,0,0,-0.006944444444444475,-0.15792313319383866,-0.04236346670765473,-0.1559144542456921,-0.739235416686143,-0.7499940377391224,-0.7499940377391224,1.8086793075684053,9.396557384366227,2.101156188133027
0,2,0,S0_full_support,4,44,0,0,-0.0034722222222222654,0.02855615293190983,0.02870659141563081,-0.07464023924732181,-0.04207409968697458,0.05999812079275196,-0.07464023924732181,0.7919870687124861,3.5823077027466317,1.1647239960530666
0,2,0,S0_full_support,5,94,0,0,0.008680555555555525,-0.11772825936568854,-0.015228311388139959,0.2098195132469756,-0.5889650474841058,-0.44073211211604324,-0.5889650474841058,1.4106811145692135,5.827073925826812,1.661706781528503
0,2,0,S0_full_support,6,99,0,0,-0.00520833333333337,0.17283595052278855,0.07078359079282448,-0.11527734674650697,0.49732250459325716,0.5395536530389078,-0.11527734674650697,0.3775622472128551,1.1622492164471963,0.8617475677513533
0,2,0,S0_full_support,7,104,0,1,0.01041666666666663,0.18724979049806723,0.07751637192203084,0.25045662074616076,0.5512093027945564,0.6162877948670785,0.25045662074616076,0.0,0.5326696397278725,0.4885835959209613
0,2,0,S0_full_support,8,109,0,1,0.02083333333333326,0.12177094737653404,0.07467180680365465,0.4942792657412716,0.3064136611198701,0.5838680178025781,0.3064136611198701,0.06268529132424971,0.6453609579605184,0.3511464568292561
0,2,0,S0_full_support,9,114,0,1,0.013888888888888895,0.03701404448823231,0.04028640029276975,0.3317308357445323,-0.010453886316650245,0.19197429522488169,-0.010453886316650245,0.5513363382236035,2.1946597973768704,0.8290024538399575
0,2,0,S0_full_support,10,119,0,1,0.005208333333333315,0.03151264127923015,0.03171656183910487,0.12854529824860528,-0.031021133147191522,0.09430303772693478,-0.031021133147191522,0.6759071181650881,2.9530994064643776,1.0077360302310079
0,2,0,S0_full_support,11,124,0,1,0.012152777777777735,0.002646094269927346,0.028100849277205686,0.2910937282453459,-0.1389400358217401,0.05309442048388836,-0.1389400358217401,0.7401706929129769,2.897058542280069,1.0140591093796094
0,2,0,S0_full_support,12,129,0,1,0.01041666666666663,-0.016918442720659677,0.01965261048167144,0.25045662074616076,-0.21208294975181052,-0.043190954236319565,-0.21208294975181052,0.863796204972498,3.4324584338647455,1.1384902900285658
0,2,0,S0_full_support,13,134,0,1,0.01041666666666663,-0.03178440476606181,0.014365312401901809,0.25045662074616076,-0.2676600269347608,-0.10345078935570094,-0.2676600269347608,0.9450297069582766,3.735217774895899,1.212786483995259
0,2,0,S0_full_support,14,139,0,1,0.01041666666666663,-0.04275305115966388,0.011091440950154352,0.25045662074616076,-0.30866681178648564,-0.14076341121055713,-0.30866681178648564,0.9994022807989155,3.9452121412485504,1.2637454171625928
0,2,0,S0_full_support,15,144,0,1,0.00694444444444442,-0.051613650650039755,0.004642436810418593,0.16918240574779042,-0.34179256713685247,-0.21426331991281378,-0.34179256713685247,1.0868681552125392,4.526565017244009,1.3645977472092765
0,2,0,S0_full_support,16,149,0,1,0.00694444444444442,-0.05752291748160543,0.0025223506600902668,0.16918240574779042,-0.3638846307240961,-0.2384261418173498,-0.3638846307240961,1.1190970242968865,4.6636624640813285,1.3943654251710942
0,2,0,S0_full_support,17,154,0,1,0.008680555555555525,-0.061422608794327704,0.0005027855869328413,0.2098195132469756,-0.37846380457203954,-0.2614433155202991,-0.37846380457203954,1.1409217826313263,4.626845070843568,1.40279444268517
0,2,0,S0_full_support,18,159,0,0,0.008680555555555525,-0.0641919180084709,-0.00040286342251077967,0.2098195132469756,-0.3888169933847,-0.2717650827370779,-0.3888169933847,1.1553097281477045,4.68763762162393,1.4163475554542253
0,2,0,S0_full_support,19,164,0,0,0.008680555555555525,-0.06626876861092112,-0.001070605326644547,0.2098195132469756,-0.3965813940926604,-0.2793754002259598,-0.3965813940926604,1.1660001350788967,4.733054962463403,1.42644084048615
0,2,0,S0_full_support,20,169,0,0,0.00694444444444442,-0.06802696637638261,-0.0008423654392603619,0.16918240574779042,-0.40315449663493186,-0.2767741286929509,-0.40315449663493186,1.1728282698244157,4.897382531981718,1.4446498614712124
0,2,0,S0_full_support,21,174,0,0,0.00694444444444442,-0.06947996156729519,-0.0013099444580291775,0.16918240574779042,-0.40858658543114806,-0.28210317089015546,-0.40858658543114806,1.180288397702517,4.930159645846068,1.4516474806539534
0,2,0,S0_full_support,22,179,0,0,0.00694444444444442,-0.07004301497809706,-0.0015254667066306737,0.16918240574779042,-0.4106915862898,-0.2845594982939342,-0.4106915862898,1.1834875995533682,4.944089916553116,1.4546112139402458
0,2,0,S0_full_support,23,184,0,0,0.00694444444444442,-0.07109839799099715,-0.0018681190324277286,0.16918240574779042,-0.41463718382236364,-0.28846473918337967,-0.41463718382236364,1.188934978061192,4.968088890638978,1.4597217507225635
0,2,0,S0_full_support,24,189,0,0,0.00694444444444442,-0.07160001472794408,-0.002032157608036267,0.16918240574779042,-0.4165125008735182,-0.29033430230810886,-0.4165125008735182,1.1915349764389345,4.979553852233713,1.4621604867152307
0,2,0,S0_full_support,25,194,0,0,0.005208333333333315,-0.07187229249105953,-0.0038690556543548027,0.12854529824860528,-0.41753042371024096,-0.3112696026698943,-0.41753042371024096,1.2148033381972363,5.203945415481357,1.4924612731655447
0,2,0,S0_full_support,26,199,0,0,0.00347222222222221,-0.07239584397771481,-0.005781100444388287,0.0879081907494201,-0.4194877448236827,-0.33306135756057187,-0.4194877448236827,1.2405446801779703,5.437770029891795,1.524680139227346
0,2,1,S0_full_support,0,9,1,0,-0.01909722222222221,-0.2770078536103717,-0.043875299138774804,-0.4403742067399882,-1.1844390757353538,-0.7672245346116192,-1.1844390757353538,3.0893786753542423,19.74534862998371,3.0893786753542423
0,2,1,S0_full_support,1,14,0,1,0.0017361111111111605,-0.07193224034484191,0.009286342610421383,0.04727108325023625,-0.417754541495988,-0.16133628731579783,-0.417754541495988,2.0136396389251225,8.678906791946885,2.0136396389251225
0,2,1,S0_full_support,2,19,0,0,-0.0034722222222221544,-0.49445551274118427,-0.04922562303576511,-0.07464023924731922,-1.997377067764119,-0.8282026809169187,-1.997377067764119,3.553643198915724,21.9777886404092,3.553643198915724
0,2,1,S0_full_support,3,24,0,0,0.003472222222222321,-0.44798647146407,-0.05409995682600521,0.0879081907494227,-1.8236504373726028,-0.8837559230616279,-1.8236504373726028,3.414094421529619,19.491827244841485,3.414094421529619
0,2,1,S0_full_support,4,44,0,0,-0.006944444444444364,-0.3558328607083203,-0.025818812532422186,-0.15591445424568953,-1.4791299601900365,-0.5614330529667003,-1.4791299601900365,3.0394494139547694,17.771769829301714,3.0394494139547694
0,2,1,S0_full_support,5,54,0,0,-0.026041666666666574,-0.3855986297178944,-0.06340168904100413,-0.6029226367367275,-1.5904106453285152,-0.9897686428182743,-1.5904106453285152,3.55810006586966,26.148107143967852,3.55810006586966
0,2,1,S0_full_support,6,64,0,0,-0.027777777777777735,-0.13662183100194292,-0.011802515814946735,-0.643559744235914,-0.6595995268324827,-0.40168799671365896,-0.6595995268324827,2.6653321395934544,15.184526558346224,2.6653321395934544
0,2,1,S0_full_support,7,99,0,1,0.02430555555555558,0.11706516368196263,0.07817355834203343,0.5755534807396445,0.2888208741343582,0.6237778105073124,0.2888208741343582,0.8384450093560452,2.1372247294784437,0.8384450093560452
0,2,1,S0_full_support,8,104,0,1,0.039930555555555636,0.22458800357109832,0.13419381287257584,0.9412874482323136,0.6907999154636579,1.262245937408027,0.6907999154636579,0.0,0.0,0.0
0,2,1,S0_full_support,9,109,0,1,0.01909722222222221,0.1531057388979289,0.0972654213661509,0.45364215824208776,0.4235602084860961,0.8413695748825977,0.4235602084860961,0.6973893477590127,1.6786406389717206,0.6973893477590127
0,2,1,S0_full_support,10,114,0,1,0.020833333333333426,-0.001406695516050549,0.061823560499759955,0.4942792657412755,-0.15409157529517975,0.43743534232920495,-0.15409157529517975,1.2625254310804646,3.8714652460790804,1.2625254310804646
0,2,1,S0_full_support,11,119,0,1,0.01041666666666674,0.18270874994094966,0.09732957116579766,0.2504566207461633,0.5342324155427899,0.8421006962022838,0.2504566207461633,0.8235791631315732,1.7771792036572256,0.8235791631315732
0,2,1,S0_full_support,12,124,0,1,0.005208333333333426,0.1763337328801573,0.07763512524113936,0.12854529824860786,0.510399123479471,0.6176412376504047,0.12854529824860786,1.0529052507506422,2.5190630847901234,1.0529052507506422
0,2,1,S0_full_support,13,129,0,1,0.001736111111111216,0.16241577700680865,0.08288429448539164,0.047271083250237544,0.45836621061183497,0.6774665148335954,0.047271083250237544,1.0932784005336402,2.699270742336906,1.0932784005336402
0,2,1,S0_full_support,14,134,0,0,1.1102230246251565e-16,0.1479697869262806,0.07490034642705656,0.006633975751052396,0.40435921777560885,0.5864727054552638,0.006633975751052396,1.1884001211448858,3.1706928456970074,1.1884001211448858
0,2,1,S0_full_support,15,139,0,0,-0.0017361111111110494,0.13331892254859112,0.07079246073169404,-0.03400313174813406,0.3495862930345811,0.5396547445691628,-0.03400313174813406,1.2608554570203767,3.5636378232504917,1.2608554570203767
0,2,1,S0_full_support,16,144,0,0,-0.0017361111111110494,0.12338072983109938,0.06469010947353326,-0.03400313174813406,0.3124319062527378,0.47010567146804133,-0.03400313174813406,1.3121891124057934,3.8794196999555757,1.3121891124057934
0,2,1,S0_full_support,17,149,0,0,-0.0034722222222221544,0.11742964897385533,0.06438252589904803,-0.07464023924731922,0.29018351902324624,0.46660011244634947,-0.07464023924731922,1.3511679547945046,4.070080278253397,1.3511679547945046
0,2,1,S0_full_support,18,154,0,0,-0.001736111111110994,0.11326092586619252,0.06390497930580546,-0.034003131748132756,0.27459855753865925,0.4611574688623371,-0.034003131748132756,1.3289687807371877,4.038381454922015,1.3289687807371877
0,2,1,S0_full_support,19,159,0,0,-0.001736111111110994,0.10999513610398126,0.0638940539829676,-0.034003131748132756,0.26238925355124315,0.4610329519270513,-0.034003131748132756,1.3329177239207854,4.082169494898208,1.3329177239207854
0,2,1,S0_full_support,20,164,0,0,-0.0017361111111110494,0.10749355297306051,0.06314425775551996,-0.03400313174813406,0.25303697091241123,0.4524874535727959,-0.03400313174813406,1.3410954153839718,4.139713371305335,1.3410954153839718
0,2,1,S0_full_support,21,169,0,0,-0.0034722222222221544,0.10571090614165057,0.060880279176101115,-0.07464023924731922,0.2463724644219043,0.4266846760763671,-0.07464023924731922,1.3884478552921384,4.344899784333998,1.3884478552921384
0,2,1,S0_full_support,22,174,0,0,-0.0034722222222221544,0.10441358803239775,0.060481175432581746,-0.07464023924731922,0.2415223814963204,0.4221360530524401,-0.07464023924731922,1.392746921198336,4.376136264309844,1.392746921198336
0,2,1,S0_full_support,23,179,0,0,-0.0034722222222221544,0.1036057800253729,0.060220433930500306,-0.07464023924731922,0.23850235441577833,0.4191643575499063,-0.07464023924731922,1.3955173593379766,4.396039453480526,1.3955173593379766
0,2,1,S0_full_support,24,184,0,0,-0.0034722222222221544,0.1029703838418825,0.060016658309512194,-0.07464023924731922,0.2361268968016833,0.41684190756943756,-0.07464023924731922,1.397692596300858,4.4116761326556215,1.397692596300858
0,2,1,S0_full_support,25,189,0,0,-0.0034722222222221544,0.10251166356143115,0.05987794216598763,-0.07464023924731922,0.23441195010975935,0.41526094659256924,-0.07464023924731922,1.3992078529561813,4.422697737650627,1.3992078529561813
0,2,1,S0_full_support,26,194,0,0,-0.0034722222222221544,0.1021357794610338,0.059762727663195014,-0.07464023924731922,0.23300669025534657,0.4139478360327146,-0.07464023924731922,1.4004618424046054,4.431789042415541,1.4004618424046054
0,2,1,S0_full_support,27,199,0,0,-0.0034722222222221544,0.10184587529106226,0.058516604754536794,-0.07464023924731922,0.23192287029260486,0.39974565565980474,-0.07464023924731922,1.4094622892395503,4.477595873248022,1.4094622892395503
0,3,0,S0_full_support,0,9,1,0,-0.08333333333333337,-0.11868515259763623,-0.07378072591069368,-1.9439471842098457,-0.5925424364781972,-1.1080595053778377,-1.9439471842098457,2.0818810945214627,17.047415906073642,4.008116932486146
0,3,0,S0_full_support,1,14,0,1,0.015624999999999889,0.06523255220687962,0.010885253939347306,0.37236794324371486,0.09504229191098076,-0.1431133440283286,-0.1431133440283286,0.0,2.0456197611948532,1.4801653817095026
0,3,0,S0_full_support,2,39,0,0,-0.07638888888888884,-0.09623586802917394,-0.00272541999533623,-1.7813987542131025,-0.5086147621472019,-0.2982354791517236,-1.7813987542131025,1.6707188572635165,8.831799250820424,3.71406455658818
0,3,0,S0_full_support,3,44,0,0,-0.02256944444444442,-0.08286493490632751,-0.0010929323962352924,-0.5216484217383586,-0.4586269187834864,-0.27962986394484585,-0.5216484217383586,0.49463337572593435,5.842498720804724,2.4865313614873377
0,3,0,S0_full_support,4,59,0,0,-0.01736111111111116,-0.06483366669164536,-0.01068872824551468,-0.3997370992408044,-0.39121620010861835,-0.38899405468894216,-0.3997370992408044,0.42241126978404836,5.9495285097443995,2.3593384745807615
0,3,0,S0_full_support,5,69,0,0,-0.006944444444444531,-0.0028027897932594303,0.011715783029699854,-0.15591445424569342,-0.1593109374301121,-0.13364772561767244,-0.1593109374301121,0.0,3.4250258580725648,2.048100600849113
0,3,0,S0_full_support,6,74,0,0,-0.03819444444444453,-0.06522660055696594,-0.008765468411743728,-0.8873823892310287,-0.3926852012868819,-0.36707448088654815,-0.8873823892310287,0.8024941974978733,6.8641983197641885,2.8240871820611058
0,3,0,S0_full_support,7,124,0,1,0.04861111111111105,0.07831845226959122,-0.008135471633014611,1.1444729857282367,0.14396452617826352,-0.35989434815349597,-0.35989434815349597,0.21678100412516738,1.4384214425238144,0.7479526303995833
0,3,0,S0_full_support,8,129,0,1,0.05208333333333337,0.07019724400607985,-0.011814300912476906,1.2257472007266097,0.1136030186551373,-0.40182231258224055,-0.40182231258224055,0.2574974106719763,1.4625533545105385,0.6972002395959499
0,3,0,S0_full_support,9,134,0,1,0.07291666666666663,0.10380743203906517,-0.03226458095688441,1.7133924907168314,0.23925623966685353,-0.6348960839166655,-0.6348960839166655,0.26775072846602693,0.8203088996536985,0.5221459332131873
0,3,0,S0_full_support,10,139,0,1,0.05034722222222221,0.08761851775727114,-0.0009664546109237476,1.1851100932274232,0.17873324520476885,-0.2781883846913307,-0.2781883846913307,0.13507504066300213,1.1555792914654064,0.6808877313508188
0,3,0,S0_full_support,11,144,0,1,0.05729166666666663,0.10129284033237285,0.005273474467850904,1.3476585232241638,0.22985532387414365,-0.20707132418696497,-0.20707132418696497,0.0,0.7408680322298036,0.5013183395168159
0,3,0,S0_full_support,12,149,0,1,0.07465277777777779,0.12541257936745864,-0.008519147990965405,1.754029598216018,0.32002806842249837,-0.364267143808385,-0.364267143808385,0.0,0.330637045365914,0.24452160246126328
0,3,0,S0_full_support,13,154,0,1,0.07638888888888884,0.12516332162463661,-0.011004551004451822,1.7946667057152017,0.3190962069816472,-0.3925935164732737,-0.3925935164732737,0.0,0.31132654328538334,0.26211670201167675
0,3,0,S0_full_support,14,159,0,1,0.07638888888888895,0.12495388147734132,-0.010192627578760015,1.7946667057152044,0.3183132054378595,-0.38333994857836823,-0.38333994857836823,0.0,0.3027062384926258,0.25298324345302026
0,3,0,S0_full_support,15,164,0,1,0.07638888888888895,0.12473884917870881,-0.011203646168839891,1.7946667057152044,0.3175092973812247,-0.39486262284822843,-0.39486262284822843,0.002768957533219578,0.31577282651800975,0.2643689491007378
0,3,0,S0_full_support,16,169,0,1,0.07638888888888895,0.12461904976713545,-0.008980521354573175,1.7946667057152044,0.3170614218166867,-0.3695254595681596,-0.3695254595681596,0.0,0.2899156351637775,0.23937101092571922
0,3,0,S0_full_support,17,174,0,1,0.078125,0.12455191015973921,-0.010813152608961908,1.8353038132143882,0.31681041733201915,-0.3904121308997108,-0.3904121308997108,0.0,0.26080823464116953,0.25678456553768747
0,3,0,S0_full_support,18,179,0,1,0.07638888888888884,0.12449171747100485,-0.00914232950427047,1.7946667057152017,0.3165853842196365,-0.3713696023183175,-0.3713696023183175,0.0017278212182230135,0.29245355740233614,0.24119477034649356
0,3,0,S0_full_support,19,184,0,1,0.078125,0.12449390439018493,-0.0109493503542289,1.8353038132143882,0.31659356011674245,-0.39196438945400397,-0.39196438945400397,0.0015673332993316918,0.26263836286954834,0.2583394949728644
0,3,0,S0_full_support,20,189,0,1,0.078125,0.12446474935118501,-0.010990655270473444,1.8353038132143882,0.3164845626736021,-0.3924351454819343,-0.3924351454819343,0.0020490898609629516,0.2632479403231891,0.258811678857416
0,3,0,S0_full_support,21,194,0,1,0.078125,0.12445423838304426,-0.011035616134441588,1.8353038132143882,0.3164452669397746,-0.3929475686910422,-0.3929475686910422,0.0025615970804691145,0.2638116644183268,0.2593245940599132
0,3,0,S0_full_support,22,199,0,1,0.078125,0.12440860715434754,-0.011072210226941583,1.8353038132143882,0.31627467250992974,-0.3933646350162472,-0.3933646350162472,0.002925009501250809,0.26444512569730483,0.25974402978398553
0,3,1,S0_full_support,0,4,0,0,-0.06423611111111116,-0.05364789180564733,-0.002576599931738026,-1.4969390017188076,-0.349397670484261,-0.29653936284438,-1.4969390017188076,0.0,1.2909804508993,0.7524091488267067
0,3,1,S0_full_support,1,9,0,0,-0.11979166666666674,-0.1697829717406012,-0.08896135982065131,-2.797326441692738,-0.7835739640521114,-1.2810746224793108,-2.797326441692738,1.687846623779154,9.503030113873187,2.3578307745113762
0,3,1,S0_full_support,2,14,0,0,-0.08854166666666663,-0.2082912130811858,-0.07624113731278358,-2.0658585067073996,-0.9275387807675746,-1.1361010462894563,-2.0658585067073996,1.1673818427854776,6.982002522097387,1.7702816033642523
