dataset,method,metric,raw_mean,cluster_ci_lo,cluster_ci_hi,n_folds,n_clusters,n_rows,seed_sd_descriptive
BNCI2014_001,cigl_nested,graph_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,cigl_nested,node_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,cigl_nested,R_rel_k2,0.03536522633744857,0.012602880658436216,0.05967078189300412,9,9,27,0.047369288786110665
BNCI2014_001,cigl_nested,R_rel_k2_random_control,0.000578703703703716,-0.00347222222222221,0.004372427983539113,9,9,27,0.008557512736427032
BNCI2014_001,cigl_nested,marginal_moment_gap,0.9293256969646463,0.4717430924638669,1.4416763912157424,9,9,27,1.270538649586331
BNCI2014_001,cigl_nested,class_conditional_moment_gap,1.0508311549053886,0.549564685479503,1.6093472965699667,9,9,27,1.3805632890157693
BNCI2014_001,cigl_nested,per_domain_risk_variance,0.08635342321899994,0.07970625940104616,0.09281725679252655,9,9,27,0.017876101550346128
BNCI2014_001,cigl_nested,irmv1_diagnostic,0.1811214576952061,0.15309062435782805,0.2079408308754702,9,9,27,0.0972317102032002
BNCI2014_001,cigl_nested,feature_norm,7.700673812046912,5.949051529236899,9.66401635642696,9,9,27,4.662498338657058
BNCI2014_001,cigl_nested,top_singular_value,142.2118111691459,104.0045923207998,183.88895437120271,9,9,27,100.44044688416933
BNCI2014_001,cigl_nested,effective_rank,37.09296889242718,35.638950065105114,38.57698140334472,9,9,27,3.9272092933363534
BNCI2014_001,cond_dann,target_bacc,0.32966820987654316,0.29603748713991773,0.366063850308642,9,9,27,0.05734392750883388
BNCI2014_001,cond_dann,source_bacc,0.41755490956072355,0.4049041774332472,0.4309337316968131,9,9,27,0.021775691933954823
BNCI2014_001,cond_dann,graph_kl,0.34452390836344826,0.3099205278688007,0.3797294845597612,9,9,27,0.09719902520623183
BNCI2014_001,cond_dann,node_kl,0.33299039911340783,0.3079900644719601,0.3554398826702877,9,9,27,0.05165563384328585
BNCI2014_001,cond_dann,graph_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,cond_dann,node_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,cond_dann,R_rel_k2,0.030092592592592598,0.012795781893004114,0.049897119341563795,9,9,27,0.032651062653955946
BNCI2014_001,cond_dann,R_rel_k2_random_control,0.01813271604938272,0.009837962962962974,0.02687757201646091,9,9,27,0.029300675225381986
BNCI2014_001,cond_dann,marginal_moment_gap,3571.501702513083,1061.2248277947042,8283.092389270356,9,9,27,9937.50370559081
BNCI2014_001,cond_dann,class_conditional_moment_gap,9105.31515282897,2255.9389867683412,21780.365059673968,9,9,27,29179.04395599688
BNCI2014_001,cond_dann,per_domain_risk_variance,0.03331467949656207,0.02950994386296241,0.03681108994259568,9,9,27,0.008141749051927265
BNCI2014_001,cond_dann,irmv1_diagnostic,0.03499733375335887,0.02961703680773829,0.04068338863996244,9,9,27,0.013122449396789358
BNCI2014_001,cond_dann,feature_norm,134.7772474674125,112.33765116189817,159.85738799873,9,9,27,52.572266976441824
BNCI2014_001,cond_dann,top_singular_value,2940.8017559966297,2458.815919838863,3585.8612924582476,9,9,27,1419.6199755900384
BNCI2014_001,cond_dann,effective_rank,18.155172336773635,17.190932706818366,18.95770650223626,9,9,27,2.5002998147040874
BNCI2014_001,coral,target_bacc,0.3314043209876544,0.28427211934156377,0.37950263631687237,9,9,27,0.07709487950946071
BNCI2014_001,coral,source_bacc,0.4850613695090439,0.4705796457795004,0.49903168066322134,9,9,27,0.022984506109896115
BNCI2014_001,coral,graph_kl,1.1676412555906508,1.1367809021914448,1.2012027850857487,9,9,27,0.05766071130279905
BNCI2014_001,coral,node_kl,0.4539937112066481,0.42645205049603074,0.4813155582657566,9,9,27,0.056488832726610975
BNCI2014_001,coral,graph_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,coral,node_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,coral,R_rel_k2,0.004822530864197526,0.001284400720164621,0.008937757201646078,9,9,27,0.011919360884085961
BNCI2014_001,coral,R_rel_k2_random_control,-0.0012860082304526786,-0.004886831275720172,0.002057613168724281,9,9,27,0.008655991383551767
BNCI2014_001,coral,marginal_moment_gap,0.5947439212158213,0.5611990866820893,0.627642376062947,9,9,27,0.06951309694413418
BNCI2014_001,coral,class_conditional_moment_gap,0.7196541711279982,0.6839099882787013,0.7542107352776671,9,9,27,0.07700575811377687
BNCI2014_001,coral,per_domain_risk_variance,0.09871538420302794,0.09294073940062149,0.10485320771171809,9,9,27,0.019667430305675308
BNCI2014_001,coral,irmv1_diagnostic,0.27142979871682515,0.25013995925379295,0.293542439255673,9,9,27,0.0488485539306051
BNCI2014_001,coral,feature_norm,8.548437276930843,8.465541673170833,8.63290514010468,9,9,27,0.3449943756860286
BNCI2014_001,coral,top_singular_value,129.47079369978943,126.51499126552935,132.2623936151656,9,9,27,7.738978544804939
BNCI2014_001,coral,effective_rank,45.84082947116365,45.37681885028609,46.23914084679362,9,9,27,1.0529731306106729
BNCI2014_001,erm,target_bacc,0.32671039094650206,0.28150720164609055,0.3727527006172839,9,9,27,0.07260527313737533
BNCI2014_001,erm,source_bacc,0.48344638242894056,0.4701758990094746,0.4965546942291128,9,9,27,0.022331832053069815
BNCI2014_001,erm,graph_kl,1.297723483156275,1.2632369641904477,1.3359827288874875,9,9,27,0.06460409371126193
BNCI2014_001,erm,node_kl,0.5330001292405305,0.49968360541043466,0.5659927928337344,9,9,27,0.06675843058366968
BNCI2014_001,erm,graph_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,erm,node_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,erm,R_rel_k2,0.001864711934156377,-0.000835905349794244,0.00392232510288066,9,9,27,0.006813416758718934
BNCI2014_001,erm,R_rel_k2_random_control,-0.001993312757201646,-0.006751543209876538,0.003150720164609045,9,9,27,0.013210879070774277
BNCI2014_001,erm,marginal_moment_gap,2.528116825299406,2.208522519700036,2.83945347662646,9,9,27,0.7466111240465244
BNCI2014_001,erm,class_conditional_moment_gap,2.8088588191301636,2.4882782400201084,3.1205787632163187,9,9,27,0.7576938599555263
BNCI2014_001,erm,per_domain_risk_variance,0.10088216535449818,0.09494540591791548,0.10704489527956577,9,9,27,0.021983403136593156
BNCI2014_001,erm,irmv1_diagnostic,0.3344554101199087,0.3094010774986867,0.36061849604614304,9,9,27,0.05945673979333401
BNCI2014_001,erm,feature_norm,13.901163274692639,13.426525132314744,14.37183352097806,9,9,27,1.2423670257187218
BNCI2014_001,erm,top_singular_value,258.88306894365184,243.4022748651755,273.8882979179666,9,9,27,40.487713848087274
BNCI2014_001,erm,effective_rank,42.45696143334346,41.83622613326834,43.045015277646904,9,9,27,1.4683024632861872
BNCI2014_001,irm,target_bacc,0.337770061728395,0.2874839248971194,0.38914609053497945,9,9,27,0.08039377364615019
BNCI2014_001,irm,source_bacc,0.48446920757967266,0.46942291128337643,0.4988970984065461,9,9,27,0.023905476173783347
BNCI2014_001,irm,graph_kl,1.2622710201475356,1.2283261317897727,1.2996710450560958,9,9,27,0.06320261237045124
BNCI2014_001,irm,node_kl,0.4966095056798723,0.46680033648455577,0.5265747366404092,9,9,27,0.06259116503398858
BNCI2014_001,irm,graph_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,irm,node_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,irm,R_rel_k2,0.005465534979423876,-0.002057613168724266,0.012538580246913593,9,9,27,0.013168561016059697
BNCI2014_001,irm,R_rel_k2_random_control,6.430041152263557e-05,-0.0030221193415637918,0.0028935185185185288,9,9,27,0.008921320039552228
BNCI2014_001,irm,marginal_moment_gap,1.7613617449867676,1.539141531324371,1.9743819138503267,9,9,27,0.4916614331003229
BNCI2014_001,irm,class_conditional_moment_gap,1.953839459114034,1.7286452859663957,2.169624125537253,9,9,27,0.4976720495164377
BNCI2014_001,irm,per_domain_risk_variance,0.08385202394402791,0.07940018305938003,0.08816780185726118,9,9,27,0.01691036662040411
BNCI2014_001,irm,irmv1_diagnostic,0.19553107338847417,0.1775501569773312,0.21542660217557316,9,9,27,0.04149257461118792
BNCI2014_001,irm,feature_norm,11.751241184533876,11.331378644738566,12.1679565221294,9,9,27,1.0126946852749514
BNCI2014_001,irm,top_singular_value,223.46393387837767,209.78858979760358,237.3551859951232,9,9,27,32.51583272185178
BNCI2014_001,irm,effective_rank,41.099284330274116,40.46241355055637,41.722409199505336,9,9,27,1.488305829170236
BNCI2014_001,label_coral,target_bacc,0.33076131687242794,0.2833719135802469,0.37917952674897115,9,9,27,0.07720490191571981
BNCI2014_001,label_coral,source_bacc,0.4853305340223944,0.4708757267441861,0.49938092161929376,9,9,27,0.023013172372737995
BNCI2014_001,label_coral,graph_kl,1.177589972813924,1.145665967905963,1.2122197938186154,9,9,27,0.05949783505314833
BNCI2014_001,label_coral,node_kl,0.4586944105448546,0.4305549063616329,0.4866588251734222,9,9,27,0.057658237266756084
BNCI2014_001,label_coral,graph_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,label_coral,node_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,label_coral,R_rel_k2,0.003922325102880658,-0.0001929012345679128,0.0087448559670782,9,9,27,0.011599052835522008
BNCI2014_001,label_coral,R_rel_k2_random_control,-0.00270061728395062,-0.007394547325102881,0.0014789094650205705,9,9,27,0.009477714889304198
BNCI2014_001,label_coral,marginal_moment_gap,0.6162440775548643,0.5773326242229001,0.6543043935640036,9,9,27,0.07824940682044523
BNCI2014_001,label_coral,class_conditional_moment_gap,0.738332444620383,0.6971243667670511,0.778411698663506,9,9,27,0.08555329205575046
BNCI2014_001,label_coral,per_domain_risk_variance,0.09822767350485877,0.09241719288057712,0.1043892971041891,9,9,27,0.019700136955755444
BNCI2014_001,label_coral,irmv1_diagnostic,0.2669425266625313,0.2463916922650167,0.28837000621262104,9,9,27,0.0475426251712789
BNCI2014_001,label_coral,feature_norm,8.512871540648737,8.420541023071598,8.60474072546978,9,9,27,0.3364405819217745
BNCI2014_001,label_coral,top_singular_value,129.543150855154,126.10958452185791,132.63093921645282,9,9,27,8.358989256134777
BNCI2014_001,label_coral,effective_rank,45.71776293728456,45.242327659725234,46.130306816519756,9,9,27,1.0727814736653356
BNCI2014_001,vrex,target_bacc,0.32503858024691357,0.2761059670781893,0.37493730709876544,9,9,27,0.07904103076305537
BNCI2014_001,vrex,source_bacc,0.47760551248923344,0.4626655361757106,0.49173664944013784,9,9,27,0.02384475541276801
BNCI2014_001,vrex,graph_kl,1.222515304883321,1.1851581953189991,1.2600646164682174,9,9,27,0.06715821121377888
BNCI2014_001,vrex,node_kl,0.471725661445547,0.4430368917959708,0.4993349336639598,9,9,27,0.05716152240464643
BNCI2014_001,vrex,graph_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,vrex,node_perm_p,0.0196078431372549,0.0196078431372549,0.0196078431372549,9,9,27,0.0
BNCI2014_001,vrex,R_rel_k2,0.00038580246913580727,-0.0030221193415637775,0.0037294238683127645,9,9,27,0.009068409933289466
BNCI2014_001,vrex,R_rel_k2_random_control,-0.0006430041152263301,-0.003729423868312742,0.002572016460905361,9,9,27,0.01100194885390255
BNCI2014_001,vrex,marginal_moment_gap,1.2838458969744166,1.1502234122858255,1.4059820325016361,9,9,27,0.3386263655348554
BNCI2014_001,vrex,class_conditional_moment_gap,1.4497020006360362,1.3098239983784046,1.5775546396044757,9,9,27,0.3527860137692211
BNCI2014_001,vrex,per_domain_risk_variance,0.07208437964517343,0.06774475013471294,0.07624435077847218,9,9,27,0.011517181929642737
BNCI2014_001,vrex,irmv1_diagnostic,0.12005158674697451,0.11143522334567965,0.1292381459574554,9,9,27,0.02326431074325383
BNCI2014_001,vrex,feature_norm,10.800426388490852,10.455798407716603,11.145924276143576,9,9,27,0.9831695132044221
BNCI2014_001,vrex,top_singular_value,197.71606106571565,186.9375431491984,208.4885878491895,9,9,27,29.208323589874766
BNCI2014_001,vrex,effective_rank,42.28594690224637,41.68594326891896,42.802262943475064,9,9,27,1.2907202181729087
BNCI2015_001,cigl_graph_node,target_bacc,0.5861574074074074,0.5396984953703703,0.6409496527777778,12,12,36,0.08965453195154888
BNCI2015_001,cigl_graph_node,source_bacc,0.6999800569800569,0.6927022435897436,0.7070029914529916,12,12,36,0.015159126387489357
BNCI2015_001,cigl_graph_node,graph_kl,0.40254364245467716,0.33906678220050196,0.475026670615706,12,12,36,0.16115170689770866
BNCI2015_001,cigl_graph_node,node_kl,0.2860126909282472,0.2548121341711117,0.3221854515891108,12,12,36,0.07289015348125841
BNCI2015_001,cigl_graph_node,graph_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,cigl_graph_node,node_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,cigl_graph_node,R_rel_k2,0.0627777777777778,0.02069444444444445,0.10875520833333327,12,12,36,0.08882072038871543
BNCI2015_001,cigl_graph_node,R_rel_k2_random_control,-0.00032407407407408003,-0.003564814814814821,0.0025231481481481476,12,12,36,0.009412277282827682
BNCI2015_001,cigl_graph_node,marginal_moment_gap,0.11057132913132445,0.06961089434887066,0.16394981615759166,12,12,36,0.11806256147350454
BNCI2015_001,cigl_graph_node,class_conditional_moment_gap,0.13795049157242972,0.09240970205446891,0.19667961810721327,12,12,36,0.12987764480867242
BNCI2015_001,cigl_graph_node,per_domain_risk_variance,0.047079682328458626,0.042565420821691166,0.05158728594761768,12,12,36,0.009123891751985755
BNCI2015_001,cigl_graph_node,irmv1_diagnostic,0.04715553933191563,0.04333811027884001,0.05142494090346511,12,12,36,0.010900738888045556
BNCI2015_001,cigl_graph_node,feature_norm,4.916498201142387,4.218459518312158,5.722496624895665,12,12,36,1.768070937227475
BNCI2015_001,cigl_graph_node,top_singular_value,88.20691711118972,76.35636967827178,101.56867039624113,12,12,36,32.03522481125547
BNCI2015_001,cigl_graph_node,effective_rank,31.607784102750728,30.93670121391175,32.24227247424593,12,12,36,1.77861709914064
BNCI2015_001,cigl_nested,target_bacc,0.5866898148148149,0.5416197916666666,0.6401388888888888,12,12,36,0.08763206218153222
BNCI2015_001,cigl_nested,source_bacc,0.7054131054131054,0.6974961182336182,0.713261574074074,12,12,36,0.016160174649858295
BNCI2015_001,cigl_nested,graph_kl,0.9930812627491024,0.7994183887417119,1.1365723066031932,12,12,36,0.348388904946244
BNCI2015_001,cigl_nested,node_kl,0.5073929659815298,0.4066960613812424,0.5820959436758939,12,12,36,0.1823520008356075
BNCI2015_001,cigl_nested,graph_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,cigl_nested,node_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,cigl_nested,R_rel_k2,0.03143518518518519,0.014351851851851857,0.048865740740740744,12,12,36,0.03975407188123685
BNCI2015_001,cigl_nested,R_rel_k2_random_control,0.0005555555555555545,-0.004583333333333336,0.005578703703703701,12,12,36,0.015947444549341473
BNCI2015_001,cigl_nested,marginal_moment_gap,1.3106600247324693,0.9729866516687496,1.618952184368094,12,12,36,0.7228518926148214
BNCI2015_001,cigl_nested,class_conditional_moment_gap,1.3380856718783418,1.0058682904492393,1.6340794943869572,12,12,36,0.6963213534692486
BNCI2015_001,cigl_nested,per_domain_risk_variance,0.05846938036788507,0.05094485607801902,0.06577926622196496,12,12,36,0.01552463143592501
BNCI2015_001,cigl_nested,irmv1_diagnostic,0.09760930240438484,0.0798666970583351,0.11375781501219771,12,12,36,0.03672653343095046
BNCI2015_001,cigl_nested,feature_norm,8.94777926627164,7.60350138357594,9.937622594451506,12,12,36,2.49684578031514
BNCI2015_001,cigl_nested,top_singular_value,193.00786677650723,158.7785151119482,217.9596255637856,12,12,36,62.56436292057073
BNCI2015_001,cigl_nested,effective_rank,37.52110129674381,35.86292734994733,38.81102642273888,12,12,36,3.4300762506079234
BNCI2015_001,cond_dann,target_bacc,0.5732175925925926,0.5329855324074073,0.6169218750000001,12,12,36,0.07789751516905423
BNCI2015_001,cond_dann,source_bacc,0.6365548433048432,0.6273034188034188,0.6453243767806268,12,12,36,0.02384009829736507
BNCI2015_001,cond_dann,graph_kl,0.5224794294271204,0.3501759054553178,0.7081861194016205,12,12,36,0.6260240708158425
BNCI2015_001,cond_dann,node_kl,0.4599183268017239,0.36279766027712157,0.594675195362005,12,12,36,0.3615791642138367
BNCI2015_001,cond_dann,graph_perm_p,0.032135076252723306,0.021786492374727667,0.047930283224400884,12,12,36,0.04693902183755227
BNCI2015_001,cond_dann,node_perm_p,0.026143790849673207,0.019607843137254898,0.03867102396514161,12,12,36,0.035499282650981095
BNCI2015_001,cond_dann,R_rel_k2,0.021643518518518527,0.005995370370370417,0.0388888888888889,12,12,36,0.03879725618674633
BNCI2015_001,cond_dann,R_rel_k2_random_control,0.004398148148148145,-0.0023148148148147995,0.010833333333333315,12,12,36,0.018989327646651392
BNCI2015_001,cond_dann,marginal_moment_gap,7.315901911837613e+16,2134179926.2000508,2.1904759022350394e+17,12,12,36,4.302230396220967e+17
BNCI2015_001,cond_dann,class_conditional_moment_gap,9.174892390670592e+16,2415485511.8375072,2.746799267674389e+17,12,12,36,5.393697150053146e+17
BNCI2015_001,cond_dann,per_domain_risk_variance,0.03594377543058521,0.016462827162597823,0.07210575136184982,12,12,36,0.10204967896176764
BNCI2015_001,cond_dann,irmv1_diagnostic,0.2186386995329309,0.014912583501370045,0.621877664771112,12,12,36,1.18784038180135
BNCI2015_001,cond_dann,feature_norm,28704.883118073525,807.276205197514,76026.58097756427,12,12,36,131519.6385093229
BNCI2015_001,cond_dann,top_singular_value,769137.5610592011,22832.25142950543,2022615.656423883,12,12,36,3477230.3279143763
BNCI2015_001,cond_dann,effective_rank,12.073135464020401,10.742634086080027,13.397784446616937,12,12,36,3.913077952086446
BNCI2015_001,coral,target_bacc,0.5893981481481483,0.5435636574074074,0.6444675925925926,12,12,36,0.08934639447928042
BNCI2015_001,coral,source_bacc,0.7059772079772079,0.6973806980056979,0.7145420405982905,12,12,36,0.01654488796913961
BNCI2015_001,coral,graph_kl,0.9434275262885623,0.9201217099610304,0.9699750541812844,12,12,36,0.05416013020029668
BNCI2015_001,coral,node_kl,0.4742480706837442,0.45800757025265026,0.4908243295219209,12,12,36,0.04024399204351919
BNCI2015_001,coral,graph_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,coral,node_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,coral,R_rel_k2,0.03655092592592593,0.01937442129629629,0.053356481481481484,12,12,36,0.0401512153207752
BNCI2015_001,coral,R_rel_k2_random_control,-0.0005555555555555668,-0.004976851851851863,0.0035648148148148076,12,12,36,0.013057033013326998
BNCI2015_001,coral,marginal_moment_gap,0.28809278092392365,0.27371831278674474,0.3008164096833696,12,12,36,0.036952101176584436
BNCI2015_001,coral,class_conditional_moment_gap,0.3367271253503159,0.3196687261442387,0.3514427603110604,12,12,36,0.04189779471241107
BNCI2015_001,coral,per_domain_risk_variance,0.05679856532774511,0.04994074478933941,0.0631716411588604,12,12,36,0.014183913098770314
BNCI2015_001,coral,irmv1_diagnostic,0.08033720037043957,0.07212962350510611,0.08895650299033768,12,12,36,0.021334642507365043
BNCI2015_001,coral,feature_norm,5.599927783053254,5.46881701555718,5.715795550939864,12,12,36,0.3674972080029893
BNCI2015_001,coral,top_singular_value,100.95171325412021,98.60487139970634,103.27106229350294,12,12,36,6.487365190050856
BNCI2015_001,coral,effective_rank,40.25567190358433,39.915931514686015,40.57640483305405,12,12,36,1.5091969271083776
BNCI2015_001,erm,target_bacc,0.5888888888888889,0.5431707175925926,0.6437274305555555,12,12,36,0.08941100996915147
BNCI2015_001,erm,source_bacc,0.7063326210826211,0.6981666666666667,0.7145978098290597,12,12,36,0.01590019791063792
BNCI2015_001,erm,graph_kl,1.166061994102266,1.1338315836257404,1.1988186484409704,12,12,36,0.07824475310885626
BNCI2015_001,erm,node_kl,0.5886554502778583,0.5654288281997046,0.6128945345059038,12,12,36,0.05645297627108899
BNCI2015_001,erm,graph_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,erm,node_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,erm,R_rel_k2,0.02243055555555554,0.005508101851851839,0.03932928240740738,12,12,36,0.034880956613304905
BNCI2015_001,erm,R_rel_k2_random_control,-0.0011111111111111276,-0.006505208333333356,0.004328703703703679,12,12,36,0.01492780982504933
BNCI2015_001,erm,marginal_moment_gap,1.689720388936892,1.5292711389665605,1.8498855294830319,12,12,36,0.6812492976279029
BNCI2015_001,erm,class_conditional_moment_gap,1.716616606128298,1.5718613829988402,1.8642557561675925,12,12,36,0.6420239831001566
BNCI2015_001,erm,per_domain_risk_variance,0.06223944916388405,0.054532042451387625,0.06917909692424457,12,12,36,0.01633075256365479
BNCI2015_001,erm,irmv1_diagnostic,0.11091951232437629,0.10088298176409288,0.12124745517888204,12,12,36,0.028221295099312725
BNCI2015_001,erm,feature_norm,10.007912030284885,9.630744131107065,10.336157639774914,12,12,36,1.4149103392209585
BNCI2015_001,erm,top_singular_value,220.3898204445579,212.62617478593606,227.9456206731815,12,12,36,32.87982922458527
BNCI2015_001,erm,effective_rank,38.973816615397574,38.53231621553473,39.363190024856756,12,12,36,1.6944638082759664
BNCI2015_001,irm,target_bacc,0.5873842592592593,0.5423373842592591,0.6416909722222222,12,12,36,0.08773340843676818
BNCI2015_001,irm,source_bacc,0.708062678062678,0.6995204950142451,0.716830608974359,12,12,36,0.016469214384511464
BNCI2015_001,irm,graph_kl,1.1060241560141246,1.0762524019512865,1.1378427017894057,12,12,36,0.07364677692693491
BNCI2015_001,irm,node_kl,0.5639902758929465,0.540301019160284,0.5896939048750534,12,12,36,0.057999267893411505
BNCI2015_001,irm,graph_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,irm,node_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,irm,R_rel_k2,0.03361111111111111,0.015392361111111119,0.05175983796296295,12,12,36,0.03802614435255021
BNCI2015_001,irm,R_rel_k2_random_control,-0.00016203703703703462,-0.0032407407407407385,0.002476851851851863,12,12,36,0.012735163608952035
BNCI2015_001,irm,marginal_moment_gap,1.3566878666438624,1.2239206081592822,1.4916319842320076,12,12,36,0.5054263205017129
BNCI2015_001,irm,class_conditional_moment_gap,1.378282960781143,1.260932372913384,1.4988556292320674,12,12,36,0.46868390783997305
BNCI2015_001,irm,per_domain_risk_variance,0.04868429528608974,0.042920526371462854,0.05389114513185221,12,12,36,0.01136415856640232
BNCI2015_001,irm,irmv1_diagnostic,0.05364222772186084,0.04764207790735178,0.059874739348706164,12,12,36,0.015784550262890877
BNCI2015_001,irm,feature_norm,8.783304272621843,8.476928162139117,9.081909900302248,12,12,36,1.142918603601518
BNCI2015_001,irm,top_singular_value,207.67302211504318,199.22226262015897,215.8102274317598,12,12,36,28.566079062811163
BNCI2015_001,irm,effective_rank,37.36908321038817,36.904339279361515,37.786797104505716,12,12,36,1.8049611683367504
BNCI2015_001,label_coral,target_bacc,0.589375,0.543541087962963,0.644398726851852,12,12,36,0.08941475848814796
BNCI2015_001,label_coral,source_bacc,0.7058269230769231,0.6969472400284901,0.7146668625356125,12,12,36,0.017022620530433477
BNCI2015_001,label_coral,graph_kl,0.947880486647288,0.9233902148074575,0.9747309036966828,12,12,36,0.05418575749873578
BNCI2015_001,label_coral,node_kl,0.4746403387851185,0.4585613847813672,0.4913790808990598,12,12,36,0.04007872513587526
BNCI2015_001,label_coral,graph_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,label_coral,node_perm_p,0.019607843137254905,0.019607843137254898,0.019607843137254898,12,12,36,3.469446951953614e-18
BNCI2015_001,label_coral,R_rel_k2,0.043402777777777776,0.021156250000000005,0.06560185185185184,12,12,36,0.04596629493511228
BNCI2015_001,label_coral,R_rel_k2_random_control,-0.001898148148148141,-0.006249999999999998,0.0025694444444444536,12,12,36,0.013342894591385242
BNCI2015_001,label_coral,marginal_moment_gap,0.30666800150681556,0.2892478798835674,0.3219498638189839,12,12,36,0.04356026138499951
