dataset,outer_seed,fold,protocol,information_regime,removal_kind,rank,fit_removed_energy_fraction,source_removed_energy_fraction,heldout_removed_energy_fraction,balanced_accuracy,nll,cohen_kappa,n_test_recordings,prediction_sha256
eegmat,123,4,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.47945675067797894,0.4474191909504878,0.6428571428571428,0.5987553442896549,0.2857142857142857,14,976a9ac52a598c2fa3aa349b36132ba921c81917c7573180c8e71b04fd94d546
eegmat,123,4,source_subject_leace,source_only,subject_leace,28,0.4476771786838397,0.4476771786838397,0.3989925858151136,0.7142857142857142,0.6175982001850352,0.4285714285714286,14,03a072f776cd453563d931fd3b060f055d963dc9d0d91bf2e98bbca4a918b997
eegmat,123,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.7857142857142857,0.5470236055523767,0.5714285714285714,14,26106d4f3718aa3eff06f4578c31b470ea78b66efd5a2d703ea1c0643dc34811
eegmat,2024,0,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.47273926451723514,0.47291591328909627,0.75,0.5866260364585411,0.5,16,d2745de16ace24abc774c334d7b6cb1b7474b2dd6f514841cfe80c49d944ac5d
eegmat,2024,0,source_subject_leace,source_only,subject_leace,27,0.4374091201062685,0.4374091201062685,0.41677956106991637,0.6875,0.6356409142921446,0.375,16,0b1f7a88d5cf4ee0f7ace6a6348514575535e014e368a27e7f1358161a1cd46f
eegmat,2024,0,unchanged,source_only,none,0,0.0,0.0,0.0,0.6875,0.598361741612377,0.375,16,bc2d6dffb236a04b0c097dba5dad59611b7523376535b6a5662574ff1f034e08
eegmat,2024,1,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.46846333433608384,0.4907089850898645,0.7142857142857143,0.6155981646979313,0.4285714285714286,14,a51a9ce2c3ee4326b7c09d198821af5b3e4423e1379f5adda0baf40631f942b0
eegmat,2024,1,source_subject_leace,source_only,subject_leace,28,0.4326538477827073,0.4326538477827073,0.3943801547606039,0.7142857142857142,0.6343089924510851,0.4285714285714286,14,f9b648b94471ec128762a85a56ad444894617cf341abdc52479caecc35db18ca
eegmat,2024,1,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.6646060095040619,0.1428571428571429,14,410132dc164f52be5b9e64bc9d763c8e1347af9b1d1e97fa4ca4f96ba3a7f50b
eegmat,2024,2,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.4752522495877245,0.4622701103314433,0.6428571428571428,0.6217980421732408,0.2857142857142857,14,c96ed1d1a6cab617d01bf7bcaccb95ca7f37fb7d157b2ae0627ec52a6df714e9
eegmat,2024,2,source_subject_leace,source_only,subject_leace,28,0.4449639769445945,0.4449639769445945,0.377782502027696,0.7857142857142857,0.636914844486973,0.5714285714285714,14,3747baa67b1c54918697afd415b856cf95c83e631282a8e76bb0caf51421169b
eegmat,2024,2,unchanged,source_only,none,0,0.0,0.0,0.0,0.7857142857142857,0.5727274494845086,0.5714285714285714,14,f966168f8ee3e9f6d7491c82a9213ad6ca41205e9727431507c3c76914517a81
eegmat,2024,3,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.4680912193538488,0.4924152852888371,0.5714285714285714,0.6291731238028211,0.1428571428571429,14,481424f8144fca9902b93ec4f58fe728f8d55de96104a6ade6164016f8846f1c
eegmat,2024,3,source_subject_leace,source_only,subject_leace,28,0.4373995175084933,0.4373995175084933,0.4292000918652781,0.6428571428571428,0.6424590729674655,0.2857142857142857,14,8786178c111f4fa27ccb9a079d50f8f613eac655bf716dc1f43f4087663a982f
eegmat,2024,3,unchanged,source_only,none,0,0.0,0.0,0.0,0.6428571428571428,0.5635294495538525,0.2857142857142857,14,c34bf97df8081bc97577723b34c2a02eccad27c21ff24170ef186831f87c29e0
eegmat,2024,4,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.47945675067797894,0.4474191909504878,0.6428571428571428,0.5987553442896549,0.2857142857142857,14,976a9ac52a598c2fa3aa349b36132ba921c81917c7573180c8e71b04fd94d546
eegmat,2024,4,source_subject_leace,source_only,subject_leace,28,0.4476771786838397,0.4476771786838397,0.3989925858151136,0.7142857142857142,0.6175982001850352,0.4285714285714286,14,03a072f776cd453563d931fd3b060f055d963dc9d0d91bf2e98bbca4a918b997
eegmat,2024,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.7857142857142857,0.5470236055523767,0.5714285714285714,14,26106d4f3718aa3eff06f4578c31b470ea78b66efd5a2d703ea1c0643dc34811
sleepdep,42,0,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6785987815527098,0.6754310761773188,0.5,0.7142323223965895,0.0,16,f0c044b07017b3669e9ca30c70bc12c9ba227eb456ec150912d9621494453ad6
sleepdep,42,0,source_subject_leace,source_only,subject_leace,27,0.6396823612026242,0.6396823612026242,0.6379104308344118,0.625,0.72588440248574,0.25,16,71a854f8e32b88ac417632756a56cdf0518cd155ece2c7384f79d48b5c9bb87d
sleepdep,42,0,unchanged,source_only,none,0,0.0,0.0,0.0,0.5625,0.7836964444791461,0.125,16,3363146bf631881c2080769a083214046290afdb8f33645e4575b25633a7bcc7
sleepdep,42,1,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6745883171805936,0.6894329143659127,0.6428571428571428,0.6327282270594702,0.2857142857142857,14,2408bd8e5c1aeffcb581e6a5ad76d781096ca1946940e583052fa93060e7fc4f
sleepdep,42,1,source_subject_leace,source_only,subject_leace,28,0.6332472084320924,0.6332472084320924,0.5398363401978815,0.5,0.6392862797096157,0.0,14,13d78a21eacfdaa7ad523424ffd1cb56e4ecf9c36b93c5d51b0b4d206f47ab6e
sleepdep,42,1,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.6684642058627821,0.1428571428571429,14,2ba7ead3a38bdfb266f8ca3565b6b4cce691793831916c42924cdfe6f1c0363f
sleepdep,42,2,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.683525606551852,0.656376763316112,0.6428571428571428,0.6393761413655409,0.2857142857142857,14,2d7eda61141882127dea088ec0d1504198eb23d3618acdec1face2c0c4814e7e
sleepdep,42,2,source_subject_leace,source_only,subject_leace,28,0.643922537352339,0.643922537352339,0.5625969256080652,0.5,0.6692914956201971,0.0,14,30fb0987590a45521a7f235de36bd45ab781595c4713971223a7280a34d95320
sleepdep,42,2,unchanged,source_only,none,0,0.0,0.0,0.0,0.7142857142857143,0.600241371539233,0.4285714285714286,14,6b6d60a90ebd22fa75ad259404b9105abb2042c0eba6a0c3b60eb9a6d46212e0
sleepdep,42,3,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6666404588078144,0.7342651183103838,0.6428571428571428,0.6700067703540917,0.2857142857142857,14,3fda8a518fb34b8aa2a630954b666b4183df341985676a5861bb4549c8bc8043
sleepdep,42,3,source_subject_leace,source_only,subject_leace,28,0.6369226229690256,0.6369226229690256,0.6520016798590149,0.5714285714285714,0.6913726759158372,0.1428571428571429,14,f17bd3c9fce01d586702c19310deea6437c7eca5bd550570f7367ea637e70e44
sleepdep,42,3,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.7092396905604891,0.1428571428571429,14,a24020116573c2496b9913d169832682ee73f9a3d39e7cafd75ed27a37aeafae
sleepdep,42,4,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6863800088065478,0.6396450734488244,0.7142857142857143,0.6714238229454763,0.4285714285714286,14,647cad5613f58090b5a1c3e775cc618640196f0f09605ff2460d6b2fe2a6e323
sleepdep,42,4,source_subject_leace,source_only,subject_leace,28,0.6567409552508855,0.6567409552508855,0.6592251997546976,0.6428571428571428,0.6865483940078512,0.2857142857142857,14,066d8f0751d93215637d1055eb9ad1f56b9d4e0e395924e023e2a615f50120b0
sleepdep,42,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.42857142857142855,0.7604050515562703,-0.1428571428571428,14,ae406ef90c2e7b215155889caf3876c3389bb926e2fd73b7e3839b7593e0467e
sleepdep,123,0,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6785987815527098,0.6754310761773188,0.5,0.7142323223965895,0.0,16,f0c044b07017b3669e9ca30c70bc12c9ba227eb456ec150912d9621494453ad6
sleepdep,123,0,source_subject_leace,source_only,subject_leace,27,0.6396823612026242,0.6396823612026242,0.6379104308344118,0.625,0.72588440248574,0.25,16,71a854f8e32b88ac417632756a56cdf0518cd155ece2c7384f79d48b5c9bb87d
sleepdep,123,0,unchanged,source_only,none,0,0.0,0.0,0.0,0.5625,0.7836964444791461,0.125,16,3363146bf631881c2080769a083214046290afdb8f33645e4575b25633a7bcc7
sleepdep,123,1,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6745883171805936,0.6894329143659127,0.6428571428571428,0.6327282270594702,0.2857142857142857,14,2408bd8e5c1aeffcb581e6a5ad76d781096ca1946940e583052fa93060e7fc4f
sleepdep,123,1,source_subject_leace,source_only,subject_leace,28,0.6332472084320924,0.6332472084320924,0.5398363401978815,0.5,0.6392862797096157,0.0,14,13d78a21eacfdaa7ad523424ffd1cb56e4ecf9c36b93c5d51b0b4d206f47ab6e
sleepdep,123,1,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.6684642058627821,0.1428571428571429,14,2ba7ead3a38bdfb266f8ca3565b6b4cce691793831916c42924cdfe6f1c0363f
sleepdep,123,2,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.683525606551852,0.656376763316112,0.6428571428571428,0.6393761413655409,0.2857142857142857,14,2d7eda61141882127dea088ec0d1504198eb23d3618acdec1face2c0c4814e7e
sleepdep,123,2,source_subject_leace,source_only,subject_leace,28,0.643922537352339,0.643922537352339,0.5625969256080652,0.5,0.6692914956201971,0.0,14,30fb0987590a45521a7f235de36bd45ab781595c4713971223a7280a34d95320
sleepdep,123,2,unchanged,source_only,none,0,0.0,0.0,0.0,0.7142857142857143,0.600241371539233,0.4285714285714286,14,6b6d60a90ebd22fa75ad259404b9105abb2042c0eba6a0c3b60eb9a6d46212e0
sleepdep,123,3,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6666404588078144,0.7342651183103838,0.6428571428571428,0.6700067703540917,0.2857142857142857,14,3fda8a518fb34b8aa2a630954b666b4183df341985676a5861bb4549c8bc8043
sleepdep,123,3,source_subject_leace,source_only,subject_leace,28,0.6369226229690256,0.6369226229690256,0.6520016798590149,0.5714285714285714,0.6913726759158372,0.1428571428571429,14,f17bd3c9fce01d586702c19310deea6437c7eca5bd550570f7367ea637e70e44
sleepdep,123,3,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.7092396905604891,0.1428571428571429,14,a24020116573c2496b9913d169832682ee73f9a3d39e7cafd75ed27a37aeafae
sleepdep,123,4,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6863800088065478,0.6396450734488244,0.7142857142857143,0.6714238229454763,0.4285714285714286,14,647cad5613f58090b5a1c3e775cc618640196f0f09605ff2460d6b2fe2a6e323
sleepdep,123,4,source_subject_leace,source_only,subject_leace,28,0.6567409552508855,0.6567409552508855,0.6592251997546976,0.6428571428571428,0.6865483940078512,0.2857142857142857,14,066d8f0751d93215637d1055eb9ad1f56b9d4e0e395924e023e2a615f50120b0
sleepdep,123,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.42857142857142855,0.7604050515562703,-0.1428571428571428,14,ae406ef90c2e7b215155889caf3876c3389bb926e2fd73b7e3839b7593e0467e
sleepdep,2024,0,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6785987815527098,0.6754310761773188,0.5,0.7142323223965895,0.0,16,f0c044b07017b3669e9ca30c70bc12c9ba227eb456ec150912d9621494453ad6
sleepdep,2024,0,source_subject_leace,source_only,subject_leace,27,0.6396823612026242,0.6396823612026242,0.6379104308344118,0.625,0.72588440248574,0.25,16,71a854f8e32b88ac417632756a56cdf0518cd155ece2c7384f79d48b5c9bb87d
sleepdep,2024,0,unchanged,source_only,none,0,0.0,0.0,0.0,0.5625,0.7836964444791461,0.125,16,3363146bf631881c2080769a083214046290afdb8f33645e4575b25633a7bcc7
sleepdep,2024,1,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6745883171805936,0.6894329143659127,0.6428571428571428,0.6327282270594702,0.2857142857142857,14,2408bd8e5c1aeffcb581e6a5ad76d781096ca1946940e583052fa93060e7fc4f
sleepdep,2024,1,source_subject_leace,source_only,subject_leace,28,0.6332472084320924,0.6332472084320924,0.5398363401978815,0.5,0.6392862797096157,0.0,14,13d78a21eacfdaa7ad523424ffd1cb56e4ecf9c36b93c5d51b0b4d206f47ab6e
sleepdep,2024,1,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.6684642058627821,0.1428571428571429,14,2ba7ead3a38bdfb266f8ca3565b6b4cce691793831916c42924cdfe6f1c0363f
sleepdep,2024,2,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.683525606551852,0.656376763316112,0.6428571428571428,0.6393761413655409,0.2857142857142857,14,2d7eda61141882127dea088ec0d1504198eb23d3618acdec1face2c0c4814e7e
sleepdep,2024,2,source_subject_leace,source_only,subject_leace,28,0.643922537352339,0.643922537352339,0.5625969256080652,0.5,0.6692914956201971,0.0,14,30fb0987590a45521a7f235de36bd45ab781595c4713971223a7280a34d95320
sleepdep,2024,2,unchanged,source_only,none,0,0.0,0.0,0.0,0.7142857142857143,0.600241371539233,0.4285714285714286,14,6b6d60a90ebd22fa75ad259404b9105abb2042c0eba6a0c3b60eb9a6d46212e0
sleepdep,2024,3,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6666404588078144,0.7342651183103838,0.6428571428571428,0.6700067703540917,0.2857142857142857,14,3fda8a518fb34b8aa2a630954b666b4183df341985676a5861bb4549c8bc8043
sleepdep,2024,3,source_subject_leace,source_only,subject_leace,28,0.6369226229690256,0.6369226229690256,0.6520016798590149,0.5714285714285714,0.6913726759158372,0.1428571428571429,14,f17bd3c9fce01d586702c19310deea6437c7eca5bd550570f7367ea637e70e44
sleepdep,2024,3,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.7092396905604891,0.1428571428571429,14,a24020116573c2496b9913d169832682ee73f9a3d39e7cafd75ed27a37aeafae
sleepdep,2024,4,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6863800088065478,0.6396450734488244,0.7142857142857143,0.6714238229454763,0.4285714285714286,14,647cad5613f58090b5a1c3e775cc618640196f0f09605ff2460d6b2fe2a6e323
sleepdep,2024,4,source_subject_leace,source_only,subject_leace,28,0.6567409552508855,0.6567409552508855,0.6592251997546976,0.6428571428571428,0.6865483940078512,0.2857142857142857,14,066d8f0751d93215637d1055eb9ad1f56b9d4e0e395924e023e2a615f50120b0
sleepdep,2024,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.42857142857142855,0.7604050515562703,-0.1428571428571428,14,ae406ef90c2e7b215155889caf3876c3389bb926e2fd73b7e3839b7593e0467e
