dataset,outer_seed,fold,protocol,information_regime,removal_kind,rank,fit_removed_energy_fraction,source_removed_energy_fraction,heldout_removed_energy_fraction,balanced_accuracy,nll,cohen_kappa,n_test_recordings,prediction_sha256
eegmat,42,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.7857142857142857,0.5470236055523767,0.5714285714285714,14,26106d4f3718aa3eff06f4578c31b470ea78b66efd5a2d703ea1c0643dc34811
eegmat,123,0,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.47273926451723514,0.47291591328909627,0.875,0.5449094806795469,0.75,16,cdf93332d69323f8209468058491a30ad9b8b8effe407ed9516e14f47f4d3f55
eegmat,123,0,source_subject_leace,source_only,subject_leace,27,0.4374091201062685,0.4374091201062685,0.41677956106991637,0.6875,0.5920036810378437,0.375,16,b97b003d389d4e7629142e2bcbdba2beb30842ade07583714502f43ac0dc1743
eegmat,123,0,unchanged,source_only,none,0,0.0,0.0,0.0,0.6875,0.598361741612377,0.375,16,bc2d6dffb236a04b0c097dba5dad59611b7523376535b6a5662574ff1f034e08
eegmat,123,1,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.46846333433608384,0.4907089850898645,0.7857142857142857,0.6116630028414699,0.5714285714285714,14,0b8074daee83f38573b5fcc621c06af59e1aaa938a070582efea92b0d0d7dd28
eegmat,123,1,source_subject_leace,source_only,subject_leace,28,0.4326538477827073,0.4326538477827073,0.3943801547606039,0.6428571428571428,0.6404709463299403,0.2857142857142857,14,77a79b95a96546b940c3be518e1043506a509c678ea377a6b4220ea69a7c77a4
eegmat,123,1,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.6646060095040619,0.1428571428571429,14,410132dc164f52be5b9e64bc9d763c8e1347af9b1d1e97fa4ca4f96ba3a7f50b
eegmat,123,2,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.4752522495877245,0.4622701103314433,0.7142857142857143,0.6333989524582186,0.4285714285714286,14,e12f9d652efd260c15b4273824b91f4c96eb818f5aaccbb86aafd79779160b8a
eegmat,123,2,source_subject_leace,source_only,subject_leace,28,0.4449639769445945,0.4449639769445945,0.377782502027696,0.7142857142857143,0.6295324973381422,0.4285714285714286,14,7b94f504fe5f326172aee9d8de531bad24215aa2d5a7b370ddcef85ba0cd098b
eegmat,123,2,unchanged,source_only,none,0,0.0,0.0,0.0,0.7857142857142857,0.5727274494845086,0.5714285714285714,14,f966168f8ee3e9f6d7491c82a9213ad6ca41205e9727431507c3c76914517a81
eegmat,123,3,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.4680912193538488,0.4924152852888371,0.7142857142857143,0.6143806425980424,0.4285714285714286,14,6a46cb674c404eebf6a315cfde371064c53e6bddce8ae291a0ffb71fa2769714
eegmat,123,3,source_subject_leace,source_only,subject_leace,28,0.4373995175084933,0.4373995175084933,0.4292000918652781,0.7142857142857143,0.6099621015264934,0.4285714285714286,14,633080a80481534dbbc76af92adf244278fa0f35b8d325b80145a104bedb9a14
eegmat,123,3,unchanged,source_only,none,0,0.0,0.0,0.0,0.6428571428571428,0.5635294495538525,0.2857142857142857,14,c34bf97df8081bc97577723b34c2a02eccad27c21ff24170ef186831f87c29e0
eegmat,123,4,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.47945675067797894,0.4474191909504878,0.6428571428571428,0.5895630792845669,0.2857142857142857,14,a2ae3e223262479db8a2462bb26003b2087567f50ea5d8d2bb15cf2643853748
eegmat,123,4,source_subject_leace,source_only,subject_leace,28,0.4476771786838397,0.4476771786838397,0.3989925858151136,0.7142857142857142,0.5983062803083266,0.4285714285714286,14,4c6963cc63739b6f6e6358c4560a982814823ace5a78248e0ac31c1a1623715c
eegmat,123,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.7857142857142857,0.5470236055523767,0.5714285714285714,14,26106d4f3718aa3eff06f4578c31b470ea78b66efd5a2d703ea1c0643dc34811
eegmat,2024,0,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.47273926451723514,0.47291591328909627,0.875,0.5449094806795469,0.75,16,cdf93332d69323f8209468058491a30ad9b8b8effe407ed9516e14f47f4d3f55
eegmat,2024,0,source_subject_leace,source_only,subject_leace,27,0.4374091201062685,0.4374091201062685,0.41677956106991637,0.6875,0.5920036810378437,0.375,16,b97b003d389d4e7629142e2bcbdba2beb30842ade07583714502f43ac0dc1743
eegmat,2024,0,unchanged,source_only,none,0,0.0,0.0,0.0,0.6875,0.598361741612377,0.375,16,bc2d6dffb236a04b0c097dba5dad59611b7523376535b6a5662574ff1f034e08
eegmat,2024,1,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.46846333433608384,0.4907089850898645,0.7857142857142857,0.6116630028414699,0.5714285714285714,14,0b8074daee83f38573b5fcc621c06af59e1aaa938a070582efea92b0d0d7dd28
eegmat,2024,1,source_subject_leace,source_only,subject_leace,28,0.4326538477827073,0.4326538477827073,0.3943801547606039,0.6428571428571428,0.6404709463299403,0.2857142857142857,14,77a79b95a96546b940c3be518e1043506a509c678ea377a6b4220ea69a7c77a4
eegmat,2024,1,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.6646060095040619,0.1428571428571429,14,410132dc164f52be5b9e64bc9d763c8e1347af9b1d1e97fa4ca4f96ba3a7f50b
eegmat,2024,2,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.4752522495877245,0.4622701103314433,0.7142857142857143,0.6333989524582186,0.4285714285714286,14,e12f9d652efd260c15b4273824b91f4c96eb818f5aaccbb86aafd79779160b8a
eegmat,2024,2,source_subject_leace,source_only,subject_leace,28,0.4449639769445945,0.4449639769445945,0.377782502027696,0.7142857142857143,0.6295324973381422,0.4285714285714286,14,7b94f504fe5f326172aee9d8de531bad24215aa2d5a7b370ddcef85ba0cd098b
eegmat,2024,2,unchanged,source_only,none,0,0.0,0.0,0.0,0.7857142857142857,0.5727274494845086,0.5714285714285714,14,f966168f8ee3e9f6d7491c82a9213ad6ca41205e9727431507c3c76914517a81
eegmat,2024,3,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.4680912193538488,0.4924152852888371,0.7142857142857143,0.6143806425980424,0.4285714285714286,14,6a46cb674c404eebf6a315cfde371064c53e6bddce8ae291a0ffb71fa2769714
eegmat,2024,3,source_subject_leace,source_only,subject_leace,28,0.4373995175084933,0.4373995175084933,0.4292000918652781,0.7142857142857143,0.6099621015264934,0.4285714285714286,14,633080a80481534dbbc76af92adf244278fa0f35b8d325b80145a104bedb9a14
eegmat,2024,3,unchanged,source_only,none,0,0.0,0.0,0.0,0.6428571428571428,0.5635294495538525,0.2857142857142857,14,c34bf97df8081bc97577723b34c2a02eccad27c21ff24170ef186831f87c29e0
eegmat,2024,4,global_subject_leace,global_oracle,subject_leace,35,0.4727771184334799,0.47945675067797894,0.4474191909504878,0.6428571428571428,0.5895630792845669,0.2857142857142857,14,a2ae3e223262479db8a2462bb26003b2087567f50ea5d8d2bb15cf2643853748
eegmat,2024,4,source_subject_leace,source_only,subject_leace,28,0.4476771786838397,0.4476771786838397,0.3989925858151136,0.7142857142857142,0.5983062803083266,0.4285714285714286,14,4c6963cc63739b6f6e6358c4560a982814823ace5a78248e0ac31c1a1623715c
eegmat,2024,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.7857142857142857,0.5470236055523767,0.5714285714285714,14,26106d4f3718aa3eff06f4578c31b470ea78b66efd5a2d703ea1c0643dc34811
sleepdep,42,0,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6785987815527098,0.6754310761773188,0.5,0.699091743425786,0.0,16,6f89f9a7d8b832d7d138b9928efcbd4cd4bf7aad0e7cbf1042fa9f8e8d6b63c1
sleepdep,42,0,source_subject_leace,source_only,subject_leace,27,0.6396823612026242,0.6396823612026242,0.6379104308344118,0.6875,0.6972693263643939,0.375,16,47afecb43a90e66e5ad1d4f0608d6cce51e8db8b54c2391505de9d7667cd1be6
sleepdep,42,0,unchanged,source_only,none,0,0.0,0.0,0.0,0.5625,0.7836964444791461,0.125,16,3363146bf631881c2080769a083214046290afdb8f33645e4575b25633a7bcc7
sleepdep,42,1,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6745883171805936,0.6894329143659127,0.5714285714285714,0.6906192996748006,0.1428571428571429,14,310582d8a4f482a8a1f1f0b47b4f5822343fe4ffe34a4aaabae4322677081273
sleepdep,42,1,source_subject_leace,source_only,subject_leace,28,0.6332472084320924,0.6332472084320924,0.5398363401978815,0.5714285714285714,0.6580198164056686,0.1428571428571429,14,08c86a5960869fbad0748beb0eb6ed4a7fc22f3ae8741f178515c62d815b6c9c
sleepdep,42,1,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.6684642058627821,0.1428571428571429,14,2ba7ead3a38bdfb266f8ca3565b6b4cce691793831916c42924cdfe6f1c0363f
sleepdep,42,2,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.683525606551852,0.656376763316112,0.6428571428571428,0.6655620560104634,0.2857142857142857,14,ddb94fb4e571e33090154e1a89b6cf84224439e150e02ab39f584b87e8ddc3d3
sleepdep,42,2,source_subject_leace,source_only,subject_leace,28,0.643922537352339,0.643922537352339,0.5625969256080652,0.5,0.6692044774582561,0.0,14,6726e9128808a7951d96dd17a396ed79eb1eed1ce2bd2c03deb81fa2e3e9a5f5
sleepdep,42,2,unchanged,source_only,none,0,0.0,0.0,0.0,0.7142857142857143,0.600241371539233,0.4285714285714286,14,6b6d60a90ebd22fa75ad259404b9105abb2042c0eba6a0c3b60eb9a6d46212e0
sleepdep,42,3,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6666404588078144,0.7342651183103838,0.6428571428571428,0.6564494167430694,0.2857142857142857,14,5de6cf6a76a7757b107f218bb4cc9e952194966da67c69ab0d5a4dc8d7218667
sleepdep,42,3,source_subject_leace,source_only,subject_leace,28,0.6369226229690256,0.6369226229690256,0.6520016798590149,0.5,0.6752652688760119,0.0,14,ad0406522720a9e3659486b3ec49d31ed89a7047580a3e7895f2feef7c22f534
sleepdep,42,3,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.7092396905604891,0.1428571428571429,14,a24020116573c2496b9913d169832682ee73f9a3d39e7cafd75ed27a37aeafae
sleepdep,42,4,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6863800088065478,0.6396450734488244,0.7142857142857143,0.694561304427448,0.4285714285714286,14,6688fe3e9a0a51de8a6c1065e327a9ba0366a70d98aee54d1d01bb6ee3686346
sleepdep,42,4,source_subject_leace,source_only,subject_leace,28,0.6567409552508855,0.6567409552508855,0.6592251997546976,0.5714285714285714,0.7119087982748135,0.1428571428571429,14,79be3436d22a7ae76057c3883a85e35df666962583357a374e6a1eec73de64e8
sleepdep,42,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.42857142857142855,0.7604050515562703,-0.1428571428571428,14,ae406ef90c2e7b215155889caf3876c3389bb926e2fd73b7e3839b7593e0467e
sleepdep,123,0,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6785987815527098,0.6754310761773188,0.5,0.699091743425786,0.0,16,6f89f9a7d8b832d7d138b9928efcbd4cd4bf7aad0e7cbf1042fa9f8e8d6b63c1
sleepdep,123,0,source_subject_leace,source_only,subject_leace,27,0.6396823612026242,0.6396823612026242,0.6379104308344118,0.6875,0.6972693263643939,0.375,16,47afecb43a90e66e5ad1d4f0608d6cce51e8db8b54c2391505de9d7667cd1be6
sleepdep,123,0,unchanged,source_only,none,0,0.0,0.0,0.0,0.5625,0.7836964444791461,0.125,16,3363146bf631881c2080769a083214046290afdb8f33645e4575b25633a7bcc7
sleepdep,123,1,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6745883171805936,0.6894329143659127,0.5714285714285714,0.6906192996748006,0.1428571428571429,14,310582d8a4f482a8a1f1f0b47b4f5822343fe4ffe34a4aaabae4322677081273
sleepdep,123,1,source_subject_leace,source_only,subject_leace,28,0.6332472084320924,0.6332472084320924,0.5398363401978815,0.5714285714285714,0.6580198164056686,0.1428571428571429,14,08c86a5960869fbad0748beb0eb6ed4a7fc22f3ae8741f178515c62d815b6c9c
sleepdep,123,1,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.6684642058627821,0.1428571428571429,14,2ba7ead3a38bdfb266f8ca3565b6b4cce691793831916c42924cdfe6f1c0363f
sleepdep,123,2,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.683525606551852,0.656376763316112,0.6428571428571428,0.6655620560104634,0.2857142857142857,14,ddb94fb4e571e33090154e1a89b6cf84224439e150e02ab39f584b87e8ddc3d3
sleepdep,123,2,source_subject_leace,source_only,subject_leace,28,0.643922537352339,0.643922537352339,0.5625969256080652,0.5,0.6692044774582561,0.0,14,6726e9128808a7951d96dd17a396ed79eb1eed1ce2bd2c03deb81fa2e3e9a5f5
sleepdep,123,2,unchanged,source_only,none,0,0.0,0.0,0.0,0.7142857142857143,0.600241371539233,0.4285714285714286,14,6b6d60a90ebd22fa75ad259404b9105abb2042c0eba6a0c3b60eb9a6d46212e0
sleepdep,123,3,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6666404588078144,0.7342651183103838,0.6428571428571428,0.6564494167430694,0.2857142857142857,14,5de6cf6a76a7757b107f218bb4cc9e952194966da67c69ab0d5a4dc8d7218667
sleepdep,123,3,source_subject_leace,source_only,subject_leace,28,0.6369226229690256,0.6369226229690256,0.6520016798590149,0.5,0.6752652688760119,0.0,14,ad0406522720a9e3659486b3ec49d31ed89a7047580a3e7895f2feef7c22f534
sleepdep,123,3,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.7092396905604891,0.1428571428571429,14,a24020116573c2496b9913d169832682ee73f9a3d39e7cafd75ed27a37aeafae
sleepdep,123,4,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6863800088065478,0.6396450734488244,0.7142857142857143,0.694561304427448,0.4285714285714286,14,6688fe3e9a0a51de8a6c1065e327a9ba0366a70d98aee54d1d01bb6ee3686346
sleepdep,123,4,source_subject_leace,source_only,subject_leace,28,0.6567409552508855,0.6567409552508855,0.6592251997546976,0.5714285714285714,0.7119087982748135,0.1428571428571429,14,79be3436d22a7ae76057c3883a85e35df666962583357a374e6a1eec73de64e8
sleepdep,123,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.42857142857142855,0.7604050515562703,-0.1428571428571428,14,ae406ef90c2e7b215155889caf3876c3389bb926e2fd73b7e3839b7593e0467e
sleepdep,2024,0,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6785987815527098,0.6754310761773188,0.5,0.699091743425786,0.0,16,6f89f9a7d8b832d7d138b9928efcbd4cd4bf7aad0e7cbf1042fa9f8e8d6b63c1
sleepdep,2024,0,source_subject_leace,source_only,subject_leace,27,0.6396823612026242,0.6396823612026242,0.6379104308344118,0.6875,0.6972693263643939,0.375,16,47afecb43a90e66e5ad1d4f0608d6cce51e8db8b54c2391505de9d7667cd1be6
sleepdep,2024,0,unchanged,source_only,none,0,0.0,0.0,0.0,0.5625,0.7836964444791461,0.125,16,3363146bf631881c2080769a083214046290afdb8f33645e4575b25633a7bcc7
sleepdep,2024,1,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6745883171805936,0.6894329143659127,0.5714285714285714,0.6906192996748006,0.1428571428571429,14,310582d8a4f482a8a1f1f0b47b4f5822343fe4ffe34a4aaabae4322677081273
sleepdep,2024,1,source_subject_leace,source_only,subject_leace,28,0.6332472084320924,0.6332472084320924,0.5398363401978815,0.5714285714285714,0.6580198164056686,0.1428571428571429,14,08c86a5960869fbad0748beb0eb6ed4a7fc22f3ae8741f178515c62d815b6c9c
sleepdep,2024,1,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.6684642058627821,0.1428571428571429,14,2ba7ead3a38bdfb266f8ca3565b6b4cce691793831916c42924cdfe6f1c0363f
sleepdep,2024,2,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.683525606551852,0.656376763316112,0.6428571428571428,0.6655620560104634,0.2857142857142857,14,ddb94fb4e571e33090154e1a89b6cf84224439e150e02ab39f584b87e8ddc3d3
sleepdep,2024,2,source_subject_leace,source_only,subject_leace,28,0.643922537352339,0.643922537352339,0.5625969256080652,0.5,0.6692044774582561,0.0,14,6726e9128808a7951d96dd17a396ed79eb1eed1ce2bd2c03deb81fa2e3e9a5f5
sleepdep,2024,2,unchanged,source_only,none,0,0.0,0.0,0.0,0.7142857142857143,0.600241371539233,0.4285714285714286,14,6b6d60a90ebd22fa75ad259404b9105abb2042c0eba6a0c3b60eb9a6d46212e0
sleepdep,2024,3,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6666404588078144,0.7342651183103838,0.6428571428571428,0.6564494167430694,0.2857142857142857,14,5de6cf6a76a7757b107f218bb4cc9e952194966da67c69ab0d5a4dc8d7218667
sleepdep,2024,3,source_subject_leace,source_only,subject_leace,28,0.6369226229690256,0.6369226229690256,0.6520016798590149,0.5,0.6752652688760119,0.0,14,ad0406522720a9e3659486b3ec49d31ed89a7047580a3e7895f2feef7c22f534
sleepdep,2024,3,unchanged,source_only,none,0,0.0,0.0,0.0,0.5714285714285714,0.7092396905604891,0.1428571428571429,14,a24020116573c2496b9913d169832682ee73f9a3d39e7cafd75ed27a37aeafae
sleepdep,2024,4,global_subject_leace,global_oracle,subject_leace,35,0.6778960538670873,0.6863800088065478,0.6396450734488244,0.7142857142857143,0.694561304427448,0.4285714285714286,14,6688fe3e9a0a51de8a6c1065e327a9ba0366a70d98aee54d1d01bb6ee3686346
sleepdep,2024,4,source_subject_leace,source_only,subject_leace,28,0.6567409552508855,0.6567409552508855,0.6592251997546976,0.5714285714285714,0.7119087982748135,0.1428571428571429,14,79be3436d22a7ae76057c3883a85e35df666962583357a374e6a1eec73de64e8
sleepdep,2024,4,unchanged,source_only,none,0,0.0,0.0,0.0,0.42857142857142855,0.7604050515562703,-0.1428571428571428,14,ae406ef90c2e7b215155889caf3876c3389bb926e2fd73b7e3839b7593e0467e
