model_seed,subject,label,true_exposures,shuffled_exposures,marginal_equal,subject_total_exposures
0,10,1,63,63,True,600
0,10,2,65,65,True,600
0,10,3,64,64,True,600
0,10,4,86,86,True,600
0,10,5,65,65,True,600
0,10,6,65,65,True,600
0,10,7,64,64,True,600
0,10,8,63,63,True,600
0,11,0,64,64,True,600
0,11,1,63,63,True,600
0,11,2,64,64,True,600
0,11,3,66,66,True,600
0,11,4,85,85,True,600
0,11,5,65,65,True,600
0,11,6,65,65,True,600
0,11,7,63,63,True,600
0,11,8,65,65,True,600
0,12,0,64,64,True,600
0,12,1,64,64,True,600
0,12,2,64,64,True,600
0,12,3,64,64,True,600
0,12,4,85,85,True,600
0,12,5,66,66,True,600
0,12,6,65,65,True,600
0,12,7,64,64,True,600
0,12,8,64,64,True,600
0,13,0,65,65,True,600
0,13,1,65,65,True,600
0,13,2,63,63,True,600
0,13,3,64,64,True,600
0,13,4,84,84,True,600
0,13,5,66,66,True,600
0,13,6,63,63,True,600
0,13,7,65,65,True,600
0,13,8,65,65,True,600
0,14,0,63,63,True,600
0,14,1,64,64,True,600
0,14,2,65,65,True,600
0,14,3,66,66,True,600
0,14,4,86,86,True,600
0,14,5,64,64,True,600
0,14,6,64,64,True,600
0,14,7,64,64,True,600
0,14,8,64,64,True,600
0,15,0,63,63,True,600
0,15,1,64,64,True,600
0,15,2,65,65,True,600
0,15,3,67,67,True,600
0,15,4,86,86,True,600
0,15,5,63,63,True,600
0,15,6,64,64,True,600
0,15,7,64,64,True,600
0,15,8,64,64,True,600
0,16,0,63,63,True,600
0,16,1,63,63,True,600
0,16,2,66,66,True,600
0,16,3,65,65,True,600
0,16,4,86,86,True,600
0,16,5,65,65,True,600
0,16,6,64,64,True,600
0,16,7,64,64,True,600
0,16,8,64,64,True,600
0,17,0,65,65,True,600
0,17,1,65,65,True,600
0,17,2,66,66,True,600
0,17,3,64,64,True,600
0,17,4,86,86,True,600
0,17,5,64,64,True,600
0,17,6,64,64,True,600
0,17,7,63,63,True,600
0,17,8,63,63,True,600
0,18,0,63,63,True,600
0,18,1,65,65,True,600
0,18,2,64,64,True,600
0,18,3,64,64,True,600
0,18,4,85,85,True,600
0,18,5,64,64,True,600
0,18,6,67,67,True,600
0,18,7,64,64,True,600
0,18,8,64,64,True,600
0,19,0,65,65,True,600
0,19,1,64,64,True,600
0,19,2,64,64,True,600
0,19,3,64,64,True,600
0,19,4,85,85,True,600
0,19,5,65,65,True,600
0,19,6,64,64,True,600
0,19,7,63,63,True,600
0,19,8,66,66,True,600
0,20,0,64,64,True,600
0,20,1,66,66,True,600
0,20,2,65,65,True,600
0,20,3,64,64,True,600
0,20,4,86,86,True,600
0,20,5,64,64,True,600
0,20,6,63,63,True,600
0,20,7,63,63,True,600
0,20,8,65,65,True,600
0,21,0,66,66,True,600
0,21,1,64,64,True,600
0,21,2,64,64,True,600
0,21,3,63,63,True,600
0,21,4,85,85,True,600
0,21,5,65,65,True,600
0,21,6,65,65,True,600
0,21,7,65,65,True,600
0,21,8,63,63,True,600
0,22,0,65,65,True,600
0,22,1,64,64,True,600
0,22,2,64,64,True,600
0,22,3,63,63,True,600
0,22,4,87,87,True,600
0,22,5,66,66,True,600
0,22,6,64,64,True,600
0,22,7,64,64,True,600
0,22,8,63,63,True,600
0,23,0,64,64,True,600
0,23,1,66,66,True,600
0,23,2,63,63,True,600
0,23,3,65,65,True,600
0,23,4,85,85,True,600
0,23,5,64,64,True,600
0,23,6,66,66,True,600
0,23,7,63,63,True,600
0,23,8,64,64,True,600
0,24,0,66,66,True,600
0,24,1,65,65,True,600
0,24,2,65,65,True,600
0,24,3,63,63,True,600
0,24,4,86,86,True,600
0,24,5,65,65,True,600
0,24,6,63,63,True,600
0,24,7,63,63,True,600
0,24,8,64,64,True,600
0,25,0,65,65,True,600
0,25,1,64,64,True,600
0,25,2,65,65,True,600
0,25,3,65,65,True,600
0,25,4,84,84,True,600
0,25,5,64,64,True,600
0,25,6,65,65,True,600
0,25,7,64,64,True,600
0,25,8,64,64,True,600
0,26,0,63,63,True,600
0,26,1,66,66,True,600
0,26,2,64,64,True,600
0,26,3,63,63,True,600
0,26,4,86,86,True,600
0,26,5,63,63,True,600
0,26,6,63,63,True,600
0,26,7,66,66,True,600
0,26,8,66,66,True,600
0,27,0,63,63,True,600
0,27,1,65,65,True,600
0,27,2,64,64,True,600
0,27,3,63,63,True,600
0,27,4,85,85,True,600
0,27,5,68,68,True,600
0,27,6,63,63,True,600
0,27,7,65,65,True,600
0,27,8,64,64,True,600
0,28,0,64,64,True,600
0,28,1,63,63,True,600
0,28,2,64,64,True,600
0,28,3,65,65,True,600
0,28,4,84,84,True,600
0,28,5,66,66,True,600
0,28,6,65,65,True,600
0,28,7,64,64,True,600
0,28,8,65,65,True,600
0,29,0,65,65,True,600
0,29,1,64,64,True,600
0,29,2,63,63,True,600
0,29,3,64,64,True,600
0,29,4,87,87,True,600
0,29,5,64,64,True,600
0,29,6,65,65,True,600
0,29,7,64,64,True,600
0,29,8,64,64,True,600
0,30,0,63,63,True,600
0,30,1,66,66,True,600
0,30,2,64,64,True,600
0,30,3,65,65,True,600
0,30,4,86,86,True,600
0,30,5,64,64,True,600
0,30,6,64,64,True,600
0,30,7,63,63,True,600
0,30,8,65,65,True,600
0,31,0,63,63,True,600
0,31,1,66,66,True,600
0,31,2,64,64,True,600
0,31,3,64,64,True,600
0,31,4,88,88,True,600
0,31,5,63,63,True,600
0,31,6,64,64,True,600
0,31,7,63,63,True,600
0,31,8,65,65,True,600
0,32,0,63,63,True,600
0,32,1,63,63,True,600
0,32,2,66,66,True,600
0,32,3,66,66,True,600
0,32,4,87,87,True,600
0,32,5,65,65,True,600
0,32,6,63,63,True,600
0,32,7,63,63,True,600
0,32,8,64,64,True,600
0,33,0,65,65,True,600
0,33,1,65,65,True,600
0,33,2,63,63,True,600
0,33,3,64,64,True,600
0,33,4,86,86,True,600
0,33,5,63,63,True,600
0,33,6,63,63,True,600
0,33,7,66,66,True,600
0,33,8,65,65,True,600
0,34,0,65,65,True,600
0,34,1,63,63,True,600
0,34,2,65,65,True,600
0,34,3,65,65,True,600
0,34,4,86,86,True,600
0,34,5,64,64,True,600
0,34,6,63,63,True,600
0,34,7,63,63,True,600
0,34,8,66,66,True,600
0,35,0,64,64,True,600
0,35,1,64,64,True,600
0,35,2,65,65,True,600
0,35,3,64,64,True,600
0,35,4,85,85,True,600
0,35,5,65,65,True,600
0,35,6,63,63,True,600
0,35,7,65,65,True,600
0,35,8,65,65,True,600
0,36,0,65,65,True,600
0,36,1,65,65,True,600
0,36,2,65,65,True,600
0,36,3,64,64,True,600
0,36,4,85,85,True,600
0,36,5,64,64,True,600
0,36,6,63,63,True,600
0,36,7,65,65,True,600
0,36,8,64,64,True,600
0,37,0,66,66,True,600
0,37,1,63,63,True,600
0,37,2,63,63,True,600
0,37,3,64,64,True,600
0,37,4,85,85,True,600
0,37,5,65,65,True,600
0,37,6,66,66,True,600
0,37,7,63,63,True,600
0,37,8,65,65,True,600
0,38,0,63,63,True,600
0,38,1,64,64,True,600
0,38,2,65,65,True,600
0,38,3,67,67,True,600
0,38,4,85,85,True,600
0,38,5,63,63,True,600
0,38,6,65,65,True,600
0,38,7,63,63,True,600
0,38,8,65,65,True,600
0,39,0,67,67,True,600
0,39,1,63,63,True,600
0,39,2,65,65,True,600
0,39,3,64,64,True,600
0,39,4,85,85,True,600
0,39,5,64,64,True,600
0,39,6,63,63,True,600
0,39,7,64,64,True,600
0,39,8,65,65,True,600
0,40,0,66,66,True,600
0,40,1,65,65,True,600
0,40,2,65,65,True,600
0,40,3,64,64,True,600
0,40,4,87,87,True,600
0,40,5,64,64,True,600
0,40,6,63,63,True,600
0,40,7,63,63,True,600
0,40,8,63,63,True,600
0,41,0,65,65,True,600
0,41,1,63,63,True,600
0,41,2,64,64,True,600
0,41,3,63,63,True,600
0,41,4,88,88,True,600
0,41,5,63,63,True,600
0,41,6,64,64,True,600
0,41,7,65,65,True,600
0,41,8,65,65,True,600
0,42,0,65,65,True,600
0,42,1,64,64,True,600
0,42,2,65,65,True,600
0,42,3,64,64,True,600
0,42,4,84,84,True,600
0,42,5,66,66,True,600
0,42,6,63,63,True,600
0,42,7,66,66,True,600
0,42,8,63,63,True,600
0,43,0,65,65,True,600
0,43,1,64,64,True,600
0,43,2,65,65,True,600
0,43,3,63,63,True,600
0,43,4,86,86,True,600
0,43,5,64,64,True,600
0,43,6,65,65,True,600
0,43,7,64,64,True,600
0,43,8,64,64,True,600
0,44,0,63,63,True,600
0,44,1,64,64,True,600
0,44,2,66,66,True,600
0,44,3,66,66,True,600
0,44,4,85,85,True,600
0,44,5,64,64,True,600
0,44,6,63,63,True,600
0,44,7,64,64,True,600
0,44,8,65,65,True,600
0,45,0,64,64,True,600
0,45,1,63,63,True,600
0,45,2,64,64,True,600
0,45,3,63,63,True,600
0,45,4,85,85,True,600
0,45,5,65,65,True,600
0,45,6,64,64,True,600
0,45,7,65,65,True,600
0,45,8,67,67,True,600
0,46,0,66,66,True,600
0,46,1,66,66,True,600
0,46,2,64,64,True,600
0,46,3,63,63,True,600
0,46,4,85,85,True,600
0,46,5,64,64,True,600
0,46,6,63,63,True,600
0,46,7,64,64,True,600
0,46,8,65,65,True,600
0,47,0,64,64,True,600
0,47,1,63,63,True,600
0,47,2,65,65,True,600
0,47,3,64,64,True,600
0,47,4,87,87,True,600
0,47,5,64,64,True,600
0,47,6,65,65,True,600
0,47,7,64,64,True,600
0,47,8,64,64,True,600
0,48,0,63,63,True,600
0,48,1,65,65,True,600
0,48,2,64,64,True,600
0,48,3,64,64,True,600
0,48,4,85,85,True,600
0,48,5,66,66,True,600
0,48,6,64,64,True,600
0,48,7,65,65,True,600
0,48,8,64,64,True,600
0,49,0,66,66,True,600
0,49,1,63,63,True,600
0,49,2,65,65,True,600
0,49,3,63,63,True,600
0,49,4,87,87,True,600
0,49,5,65,65,True,600
0,49,6,63,63,True,600
0,49,7,64,64,True,600
0,49,8,64,64,True,600
0,50,0,64,64,True,600
0,50,1,64,64,True,600
0,50,2,64,64,True,600
0,50,3,66,66,True,600
0,50,4,85,85,True,600
0,50,5,64,64,True,600
0,50,6,65,65,True,600
0,50,7,63,63,True,600
0,50,8,65,65,True,600
0,51,0,65,65,True,600
0,51,1,63,63,True,600
0,51,2,63,63,True,600
0,51,3,63,63,True,600
0,51,4,86,86,True,600
0,51,5,64,64,True,600
0,51,6,66,66,True,600
0,51,7,64,64,True,600
0,51,8,66,66,True,600
0,52,0,63,63,True,600
0,52,1,65,65,True,600
0,52,2,65,65,True,600
0,52,3,66,66,True,600
0,52,4,84,84,True,600
0,52,5,65,65,True,600
0,52,6,65,65,True,600
0,52,7,63,63,True,600
0,52,8,64,64,True,600
0,53,0,65,65,True,600
0,53,1,64,64,True,600
0,53,2,64,64,True,600
0,53,3,64,64,True,600
0,53,4,85,85,True,600
0,53,5,65,65,True,600
0,53,6,64,64,True,600
0,53,7,65,65,True,600
0,53,8,64,64,True,600
0,54,0,65,65,True,600
0,54,1,65,65,True,600
0,54,2,64,64,True,600
0,54,3,63,63,True,600
0,54,4,87,87,True,600
0,54,5,64,64,True,600
0,54,6,63,63,True,600
0,54,7,65,65,True,600
0,54,8,64,64,True,600
0,55,0,63,63,True,600
0,55,1,64,64,True,600
0,55,2,65,65,True,600
0,55,3,63,63,True,600
0,55,4,88,88,True,600
0,55,5,65,65,True,600
0,55,6,66,66,True,600
0,55,7,63,63,True,600
0,55,8,63,63,True,600
0,56,0,66,66,True,600
0,56,1,63,63,True,600
0,56,2,65,65,True,600
0,56,3,64,64,True,600
0,56,4,87,87,True,600
0,56,5,63,63,True,600
0,56,6,64,64,True,600
0,56,7,64,64,True,600
0,56,8,64,64,True,600
0,57,0,64,64,True,600
0,57,1,63,63,True,600
0,57,2,64,64,True,600
0,57,3,65,65,True,600
0,57,4,86,86,True,600
0,57,5,64,64,True,600
0,57,6,64,64,True,600
0,57,7,65,65,True,600
0,57,8,65,65,True,600
0,58,0,65,65,True,600
0,58,1,65,65,True,600
0,58,2,65,65,True,600
0,58,3,63,63,True,600
0,58,4,86,86,True,600
0,58,5,64,64,True,600
0,58,6,63,63,True,600
0,58,7,65,65,True,600
0,58,8,64,64,True,600
0,59,0,64,64,True,600
0,59,1,63,63,True,600
0,59,2,68,68,True,600
0,59,3,64,64,True,600
0,59,4,85,85,True,600
0,59,5,66,66,True,600
0,59,6,64,64,True,600
0,59,7,63,63,True,600
0,59,8,63,63,True,600
0,60,0,66,66,True,600
0,60,1,63,63,True,600
0,60,2,65,65,True,600
0,60,3,65,65,True,600
0,60,4,86,86,True,600
0,60,5,63,63,True,600
0,60,6,64,64,True,600
0,60,7,63,63,True,600
0,60,8,65,65,True,600
0,61,0,65,65,True,600
0,61,1,63,63,True,600
0,61,2,65,65,True,600
0,61,3,63,63,True,600
0,61,4,87,87,True,600
0,61,5,64,64,True,600
0,61,6,65,65,True,600
0,61,7,63,63,True,600
0,61,8,65,65,True,600
0,62,0,63,63,True,600
0,62,1,65,65,True,600
0,62,2,63,63,True,600
0,62,3,67,67,True,600
0,62,4,85,85,True,600
0,62,5,63,63,True,600
0,62,6,65,65,True,600
0,62,7,65,65,True,600
0,62,8,64,64,True,600
0,63,0,64,64,True,600
0,63,1,64,64,True,600
0,63,2,64,64,True,600
0,63,3,65,65,True,600
0,63,4,86,86,True,600
0,63,5,63,63,True,600
0,63,6,65,65,True,600
0,63,7,64,64,True,600
0,63,8,65,65,True,600
0,64,0,64,64,True,600
0,64,1,65,65,True,600
0,64,2,65,65,True,600
0,64,3,64,64,True,600
0,64,4,85,85,True,600
0,64,5,64,64,True,600
0,64,6,64,64,True,600
0,64,7,65,65,True,600
0,64,8,64,64,True,600
0,65,0,64,64,True,600
0,65,1,64,64,True,600
0,65,2,64,64,True,600
0,65,3,66,66,True,600
0,65,4,86,86,True,600
0,65,5,63,63,True,600
0,65,6,64,64,True,600
0,65,7,64,64,True,600
0,65,8,65,65,True,600
0,66,0,67,67,True,600
0,66,1,64,64,True,600
0,66,2,65,65,True,600
0,66,3,64,64,True,600
0,66,4,85,85,True,600
0,66,5,65,65,True,600
0,66,6,64,64,True,600
0,66,7,63,63,True,600
0,66,8,63,63,True,600
0,67,0,63,63,True,600
0,67,1,65,65,True,600
0,67,2,67,67,True,600
0,67,3,64,64,True,600
0,67,4,86,86,True,600
0,67,5,65,65,True,600
0,67,6,63,63,True,600
0,67,7,63,63,True,600
0,67,8,64,64,True,600
0,68,0,64,64,True,600
0,68,1,64,64,True,600
0,68,2,64,64,True,600
0,68,3,63,63,True,600
0,68,4,87,87,True,600
0,68,5,67,67,True,600
0,68,6,63,63,True,600
0,68,7,64,64,True,600
0,68,8,64,64,True,600
0,69,0,63,63,True,600
0,69,1,65,65,True,600
0,69,2,64,64,True,600
0,69,3,63,63,True,600
0,69,4,88,88,True,600
0,69,5,64,64,True,600
0,69,6,64,64,True,600
0,69,7,64,64,True,600
0,69,8,65,65,True,600
0,70,0,66,66,True,600
0,70,1,64,64,True,600
0,70,2,64,64,True,600
0,70,3,65,65,True,600
0,70,4,85,85,True,600
0,70,5,65,65,True,600
0,70,6,63,63,True,600
0,70,7,65,65,True,600
0,70,8,63,63,True,600
0,71,0,65,65,True,600
0,71,1,64,64,True,600
0,71,2,66,66,True,600
0,71,3,65,65,True,600
0,71,4,86,86,True,600
0,71,5,64,64,True,600
0,71,6,63,63,True,600
0,71,7,64,64,True,600
0,71,8,63,63,True,600
0,72,0,65,65,True,600
0,72,1,65,65,True,600
0,72,2,63,63,True,600
0,72,3,64,64,True,600
0,72,4,85,85,True,600
0,72,5,63,63,True,600
0,72,6,64,64,True,600
0,72,7,65,65,True,600
0,72,8,66,66,True,600
0,73,0,64,64,True,600
0,73,1,66,66,True,600
0,73,2,63,63,True,600
0,73,3,66,66,True,600
0,73,4,85,85,True,600
0,73,5,63,63,True,600
0,73,6,65,65,True,600
0,73,7,64,64,True,600
0,73,8,64,64,True,600
0,74,0,65,65,True,600
0,74,1,63,63,True,600
0,74,2,64,64,True,600
0,74,3,66,66,True,600
0,74,4,85,85,True,600
0,74,5,64,64,True,600
0,74,6,65,65,True,600
0,74,7,63,63,True,600
0,74,8,65,65,True,600
0,75,0,64,64,True,600
0,75,1,64,64,True,600
0,75,2,63,63,True,600
0,75,3,65,65,True,600
0,75,4,88,88,True,600
0,75,5,64,64,True,600
0,75,6,65,65,True,600
0,75,7,63,63,True,600
0,75,8,64,64,True,600
0,76,0,64,64,True,600
0,76,1,64,64,True,600
0,76,2,64,64,True,600
0,76,3,65,65,True,600
0,76,4,86,86,True,600
0,76,5,64,64,True,600
0,76,6,65,65,True,600
0,76,7,65,65,True,600
0,76,8,63,63,True,600
0,77,0,63,63,True,600
0,77,1,64,64,True,600
0,77,2,65,65,True,600
0,77,3,64,64,True,600
0,77,4,85,85,True,600
0,77,5,66,66,True,600
0,77,6,65,65,True,600
0,77,7,63,63,True,600
0,77,8,65,65,True,600
0,78,0,65,65,True,600
0,78,1,64,64,True,600
0,78,2,63,63,True,600
0,78,3,66,66,True,600
0,78,4,87,87,True,600
0,78,5,64,64,True,600
0,78,6,63,63,True,600
0,78,7,65,65,True,600
0,78,8,63,63,True,600
0,79,0,64,64,True,600
0,79,1,65,65,True,600
0,79,2,64,64,True,600
0,79,3,63,63,True,600
0,79,4,87,87,True,600
0,79,5,63,63,True,600
0,79,6,64,64,True,600
0,79,7,66,66,True,600
0,79,8,64,64,True,600
0,80,0,63,63,True,600
0,80,1,63,63,True,600
0,80,2,64,64,True,600
0,80,3,65,65,True,600
0,80,4,87,87,True,600
0,80,5,65,65,True,600
0,80,6,66,66,True,600
0,80,7,64,64,True,600
0,80,8,63,63,True,600
1,1,0,65,65,True,600
1,1,1,63,63,True,600
1,1,2,64,64,True,600
1,1,3,63,63,True,600
1,1,4,88,88,True,600
1,1,5,64,64,True,600
1,1,6,66,66,True,600
1,1,7,63,63,True,600
1,1,8,64,64,True,600
1,2,0,64,64,True,600
1,2,1,63,63,True,600
1,2,2,65,65,True,600
1,2,3,64,64,True,600
1,2,4,85,85,True,600
1,2,5,64,64,True,600
1,2,6,64,64,True,600
1,2,7,66,66,True,600
1,2,8,65,65,True,600
1,3,0,64,64,True,600
1,3,1,65,65,True,600
1,3,2,66,66,True,600
1,3,3,65,65,True,600
1,3,4,86,86,True,600
1,3,5,63,63,True,600
1,3,6,64,64,True,600
1,3,7,64,64,True,600
1,3,8,63,63,True,600
1,4,0,64,64,True,600
1,4,1,64,64,True,600
1,4,2,64,64,True,600
1,4,3,63,63,True,600
1,4,4,84,84,True,600
1,4,5,67,67,True,600
1,4,6,64,64,True,600
1,4,7,64,64,True,600
1,4,8,66,66,True,600
1,5,0,64,64,True,600
1,5,1,64,64,True,600
1,5,2,66,66,True,600
1,5,3,64,64,True,600
1,5,4,84,84,True,600
1,5,5,66,66,True,600
1,5,6,64,64,True,600
1,5,7,64,64,True,600
1,5,8,64,64,True,600
1,6,0,65,65,True,600
1,6,1,64,64,True,600
1,6,2,64,64,True,600
1,6,3,63,63,True,600
1,6,4,86,86,True,600
1,6,5,65,65,True,600
1,6,6,65,65,True,600
1,6,7,64,64,True,600
1,6,8,64,64,True,600
1,7,0,66,66,True,600
1,7,1,65,65,True,600
1,7,2,64,64,True,600
1,7,3,63,63,True,600
1,7,4,87,87,True,600
1,7,5,64,64,True,600
1,7,6,63,63,True,600
1,7,7,64,64,True,600
1,7,8,64,64,True,600
1,8,0,64,64,True,600
1,8,1,65,65,True,600
1,8,2,64,64,True,600
1,8,3,65,65,True,600
1,8,4,85,85,True,600
1,8,5,64,64,True,600
1,8,6,63,63,True,600
1,8,7,64,64,True,600
1,8,8,66,66,True,600
1,9,0,64,64,True,600
1,9,1,63,63,True,600
1,9,2,66,66,True,600
1,9,3,64,64,True,600
1,9,4,86,86,True,600
1,9,5,65,65,True,600
1,9,6,64,64,True,600
1,9,7,64,64,True,600
1,9,8,64,64,True,600
1,10,0,65,65,True,600
1,10,1,63,63,True,600
1,10,2,65,65,True,600
1,10,3,64,64,True,600
1,10,4,86,86,True,600
1,10,5,65,65,True,600
1,10,6,65,65,True,600
1,10,7,64,64,True,600
1,10,8,63,63,True,600
1,11,0,64,64,True,600
1,11,1,63,63,True,600
1,11,2,64,64,True,600
1,11,3,66,66,True,600
1,11,4,85,85,True,600
1,11,5,65,65,True,600
1,11,6,65,65,True,600
1,11,7,63,63,True,600
1,11,8,65,65,True,600
1,12,0,64,64,True,600
1,12,1,64,64,True,600
1,12,2,64,64,True,600
1,12,3,64,64,True,600
1,12,4,85,85,True,600
1,12,5,66,66,True,600
1,12,6,65,65,True,600
1,12,7,64,64,True,600
1,12,8,64,64,True,600
1,13,0,65,65,True,600
1,13,1,65,65,True,600
1,13,2,63,63,True,600
1,13,3,64,64,True,600
1,13,4,84,84,True,600
1,13,5,66,66,True,600
1,13,6,63,63,True,600
1,13,7,65,65,True,600
1,13,8,65,65,True,600
1,14,0,63,63,True,600
1,14,1,64,64,True,600
1,14,2,65,65,True,600
1,14,3,66,66,True,600
1,14,4,86,86,True,600
1,14,5,64,64,True,600
1,14,6,64,64,True,600
1,14,7,64,64,True,600
1,14,8,64,64,True,600
1,15,0,63,63,True,600
1,15,1,64,64,True,600
1,15,2,65,65,True,600
1,15,3,67,67,True,600
1,15,4,86,86,True,600
1,15,5,63,63,True,600
1,15,6,64,64,True,600
1,15,7,64,64,True,600
1,15,8,64,64,True,600
1,16,0,63,63,True,600
1,16,1,63,63,True,600
1,16,2,66,66,True,600
1,16,3,65,65,True,600
1,16,4,86,86,True,600
1,16,5,65,65,True,600
1,16,6,64,64,True,600
1,16,7,64,64,True,600
1,16,8,64,64,True,600
1,17,0,65,65,True,600
1,17,1,65,65,True,600
1,17,2,66,66,True,600
1,17,3,64,64,True,600
1,17,4,86,86,True,600
1,17,5,64,64,True,600
1,17,6,64,64,True,600
1,17,7,63,63,True,600
1,17,8,63,63,True,600
1,18,0,63,63,True,600
1,18,1,65,65,True,600
1,18,2,64,64,True,600
1,18,3,64,64,True,600
1,18,4,85,85,True,600
1,18,5,64,64,True,600
1,18,6,67,67,True,600
1,18,7,64,64,True,600
1,18,8,64,64,True,600
1,19,0,65,65,True,600
1,19,1,64,64,True,600
1,19,2,64,64,True,600
1,19,3,64,64,True,600
1,19,4,85,85,True,600
1,19,5,65,65,True,600
1,19,6,64,64,True,600
1,19,7,63,63,True,600
1,19,8,66,66,True,600
1,20,0,64,64,True,600
1,20,1,66,66,True,600
1,20,2,65,65,True,600
1,20,3,64,64,True,600
1,20,4,86,86,True,600
1,20,5,64,64,True,600
1,20,6,63,63,True,600
1,20,7,63,63,True,600
1,20,8,65,65,True,600
1,21,0,66,66,True,600
1,21,1,64,64,True,600
1,21,2,64,64,True,600
1,21,3,63,63,True,600
1,21,4,85,85,True,600
1,21,5,65,65,True,600
1,21,6,65,65,True,600
1,21,7,65,65,True,600
1,21,8,63,63,True,600
1,22,0,65,65,True,600
1,22,1,64,64,True,600
1,22,2,64,64,True,600
1,22,3,63,63,True,600
1,22,4,87,87,True,600
1,22,5,66,66,True,600
1,22,6,64,64,True,600
1,22,7,64,64,True,600
1,22,8,63,63,True,600
1,23,0,64,64,True,600
1,23,1,66,66,True,600
1,23,2,63,63,True,600
1,23,3,65,65,True,600
1,23,4,85,85,True,600
1,23,5,64,64,True,600
1,23,6,66,66,True,600
1,23,7,63,63,True,600
1,23,8,64,64,True,600
1,24,0,66,66,True,600
1,24,1,65,65,True,600
1,24,2,65,65,True,600
1,24,3,63,63,True,600
1,24,4,86,86,True,600
1,24,5,65,65,True,600
1,24,6,63,63,True,600
1,24,7,63,63,True,600
1,24,8,64,64,True,600
1,25,0,65,65,True,600
1,25,1,64,64,True,600
1,25,2,65,65,True,600
1,25,3,65,65,True,600
1,25,4,84,84,True,600
1,25,5,64,64,True,600
1,25,6,65,65,True,600
1,25,7,64,64,True,600
1,25,8,64,64,True,600
1,26,0,63,63,True,600
1,26,1,66,66,True,600
1,26,2,64,64,True,600
1,26,3,63,63,True,600
1,26,4,86,86,True,600
1,26,5,63,63,True,600
1,26,6,63,63,True,600
1,26,7,66,66,True,600
1,26,8,66,66,True,600
1,27,0,63,63,True,600
1,27,1,65,65,True,600
1,27,2,64,64,True,600
1,27,3,63,63,True,600
1,27,4,85,85,True,600
1,27,5,68,68,True,600
1,27,6,63,63,True,600
1,27,7,65,65,True,600
1,27,8,64,64,True,600
1,28,0,64,64,True,600
1,28,1,63,63,True,600
1,28,2,64,64,True,600
1,28,3,65,65,True,600
1,28,4,84,84,True,600
1,28,5,66,66,True,600
1,28,6,65,65,True,600
1,28,7,64,64,True,600
1,28,8,65,65,True,600
1,29,0,65,65,True,600
1,29,1,64,64,True,600
1,29,2,63,63,True,600
1,29,3,64,64,True,600
1,29,4,87,87,True,600
1,29,5,64,64,True,600
1,29,6,65,65,True,600
1,29,7,64,64,True,600
1,29,8,64,64,True,600
1,30,0,63,63,True,600
1,30,1,66,66,True,600
1,30,2,64,64,True,600
1,30,3,65,65,True,600
1,30,4,86,86,True,600
1,30,5,64,64,True,600
1,30,6,64,64,True,600
1,30,7,63,63,True,600
1,30,8,65,65,True,600
1,31,0,63,63,True,600
1,31,1,66,66,True,600
1,31,2,64,64,True,600
1,31,3,64,64,True,600
