dataset,method,seed,fold,R3_task_drop_k2,R3_task_drop_k8,random_subspace_task_drop_k2,head_replay_ok
BNCI2014_001,dcigl_consistency_beta0.1,1,1,0.00694444444444442,0.008680555555555525,0.00347222222222221,True
BNCI2014_001,dcigl_consistency_beta0.1,1,2,0.01215277777777779,0.17881944444444442,0.00868055555555558,True
BNCI2014_001,dcigl_consistency_beta0.1,1,3,0.015625,0.0034722222222222654,-0.00694444444444442,True
BNCI2014_001,dcigl_consistency_beta0.1,1,4,-0.015625,0.005208333333333315,-0.006944444444444475,True
BNCI2014_001,dcigl_consistency_beta0.1,1,5,-0.008680555555555525,0.020833333333333315,-0.008680555555555525,True
BNCI2014_001,dcigl_consistency_beta0.1,1,6,0.020833333333333315,0.03819444444444445,0.020833333333333315,True
BNCI2014_001,dcigl_consistency_beta0.1,1,7,0.029513888888888895,0.027777777777777735,0.010416666666666685,True
BNCI2014_001,dcigl_consistency_beta0.1,1,8,0.03819444444444442,0.11631944444444445,-0.015625,True
BNCI2014_001,cigl_graph_node,1,0,-0.00347222222222221,0.10243055555555558,0.006944444444444475,True
BNCI2014_001,cigl_graph_node,1,1,-0.017361111111111105,0.05208333333333334,0.005208333333333315,True
BNCI2014_001,cigl_graph_node,1,2,0.02951388888888884,0.16666666666666663,0.01736111111111105,True
BNCI2014_001,cigl_graph_node,1,3,-0.006944444444444475,0.036458333333333315,0.00868055555555558,True
BNCI2014_001,cigl_graph_node,1,4,0.008680555555555552,0.00694444444444442,0.001736111111111105,True
BNCI2014_001,cigl_graph_node,1,5,-0.00868055555555558,0.0,-0.01909722222222221,True
BNCI2014_001,cigl_graph_node,1,6,0.015625,0.05902777777777776,0.015625,True
BNCI2014_001,cigl_graph_node,1,7,0.043402777777777735,0.055555555555555525,5.551115123125783e-17,True
BNCI2014_001,cigl_graph_node,1,8,0.027777777777777735,0.12673611111111108,0.00694444444444442,True
BNCI2014_001,fcigl_align_eta0.01,1,0,0.00520833333333337,0.10069444444444448,0.026041666666666685,True
BNCI2014_001,fcigl_align_eta0.01,1,1,-0.00347222222222221,-0.0017361111111110494,0.00347222222222221,True
BNCI2014_001,fcigl_align_eta0.01,1,2,0.015625,0.12847222222222227,-0.01215277777777779,True
BNCI2014_001,fcigl_align_eta0.01,1,3,-0.001736111111111105,0.03472222222222221,0.008680555555555525,True
BNCI2014_001,fcigl_align_eta0.01,1,4,0.02430555555555558,0.017361111111111105,0.006944444444444475,True
BNCI2014_001,fcigl_align_eta0.01,1,5,5.551115123125783e-17,-0.012152777777777735,-0.022569444444444475,True
BNCI2014_001,fcigl_align_eta0.01,1,6,0.0,0.019097222222222238,0.0069444444444444475,True
BNCI2014_001,fcigl_align_eta0.01,1,7,0.046874999999999944,0.05034722222222221,-0.012152777777777846,True
BNCI2014_001,fcigl_align_eta0.01,1,8,0.04340277777777779,0.13368055555555555,0.00868055555555558,True
BNCI2014_001,dcigl_consistency_beta0.1,2,0,-0.012152777777777735,0.10243055555555558,-0.02430555555555547,True
BNCI2014_001,dcigl_consistency_beta0.1,2,1,-0.02256944444444442,0.020833333333333315,0.00694444444444442,True
BNCI2014_001,dcigl_consistency_beta0.1,2,2,0.09374999999999994,0.1284722222222222,0.0034722222222221544,True
BNCI2014_001,dcigl_consistency_beta0.1,2,3,0.00694444444444442,0.017361111111111133,0.00347222222222221,True
BNCI2014_001,dcigl_consistency_beta0.1,2,4,0.008680555555555525,0.03472222222222224,0.005208333333333315,True
BNCI2014_001,dcigl_consistency_beta0.1,2,5,-0.00694444444444442,0.00520833333333337,-0.005208333333333315,True
BNCI2014_001,dcigl_consistency_beta0.1,2,6,-0.0017361111111111605,0.012152777777777762,-0.013888888888888895,True
BNCI2014_001,dcigl_consistency_beta0.1,2,7,0.01909722222222221,0.09201388888888884,0.0017361111111110494,True
BNCI2014_001,dcigl_consistency_beta0.1,2,8,-0.017361111111111105,0.08506944444444442,0.00347222222222221,True
BNCI2014_001,cigl_graph_node,2,0,0.02256944444444442,0.08680555555555558,-0.010416666666666685,True
BNCI2014_001,cigl_graph_node,2,1,-0.005208333333333315,0.024305555555555525,-0.00347222222222221,True
BNCI2014_001,cigl_graph_node,2,2,0.04340277777777779,0.13368055555555558,0.0017361111111111605,True
BNCI2014_001,cigl_graph_node,2,3,0.010416666666666685,0.026041666666666685,0.0,True
BNCI2014_001,cigl_graph_node,2,4,0.00694444444444442,-0.00347222222222221,-0.001736111111111105,True
BNCI2014_001,cigl_graph_node,2,5,0.013888888888888895,-0.01736111111111105,-0.017361111111111105,True
BNCI2014_001,cigl_graph_node,2,6,-0.005208333333333315,0.017361111111111105,0.00694444444444442,True
BNCI2014_001,cigl_graph_node,2,7,0.031249999999999944,0.078125,-0.01388888888888895,True
BNCI2014_001,cigl_graph_node,2,8,0.02083333333333337,0.09027777777777779,-0.02256944444444442,True
BNCI2014_001,fcigl_align_eta0.01,2,0,-0.01736111111111116,0.13368055555555547,-0.03298611111111116,True
BNCI2014_001,fcigl_align_eta0.01,2,1,0.008680555555555525,0.013888888888888895,-0.00520833333333337,True
BNCI2014_001,fcigl_align_eta0.01,2,2,0.015625,0.109375,0.01041666666666663,True
BNCI2014_001,fcigl_align_eta0.01,2,3,-0.013888888888888895,-0.006944444444444475,0.008680555555555525,True
BNCI2014_001,fcigl_align_eta0.01,2,4,0.012152777777777735,0.02604166666666663,0.015624999999999944,True
BNCI2014_001,fcigl_align_eta0.01,2,5,-0.00694444444444442,-0.02604166666666663,-0.005208333333333315,True
BNCI2014_001,fcigl_align_eta0.01,2,6,-0.0017361111111111327,0.0,-0.0069444444444444475,True
BNCI2014_001,fcigl_align_eta0.01,2,7,0.01388888888888895,0.11631944444444448,-0.0017361111111110494,True
BNCI2014_001,fcigl_align_eta0.01,2,8,0.01388888888888895,0.08506944444444453,0.00868055555555558,True
BNCI2015_001,dcigl_consistency_beta0.1,0,0,0.12750000000000006,0.19250000000000006,0.0,True
BNCI2015_001,dcigl_consistency_beta0.1,0,10,-0.04500000000000004,-0.05833333333333324,0.0033333333333332993,True
BNCI2015_001,dcigl_consistency_beta0.1,0,11,-0.015000000000000013,-0.05500000000000005,0.0025000000000000022,True
BNCI2015_001,dcigl_consistency_beta0.1,0,1,0.10250000000000004,0.24250000000000005,-0.012499999999999956,True
BNCI2015_001,dcigl_consistency_beta0.1,0,2,0.13249999999999995,0.16249999999999998,-0.010000000000000009,True
BNCI2015_001,dcigl_consistency_beta0.1,0,3,0.1449999999999999,0.11749999999999994,0.019999999999999907,True
BNCI2015_001,dcigl_consistency_beta0.1,0,4,0.040000000000000036,0.07,0.010000000000000009,True
BNCI2015_001,dcigl_consistency_beta0.1,0,5,0.10750000000000004,0.11499999999999999,0.020000000000000018,True
BNCI2015_001,dcigl_consistency_beta0.1,0,6,-0.01000000000000012,-0.032500000000000084,-0.0025000000000000577,True
BNCI2015_001,dcigl_consistency_beta0.1,0,7,0.016666666666666607,0.018333333333333313,0.008333333333333304,True
BNCI2015_001,dcigl_consistency_beta0.1,0,8,-0.008333333333333304,0.046666666666666745,-0.0033333333333332993,True
BNCI2015_001,dcigl_consistency_beta0.1,0,9,0.0033333333333332993,0.021666666666666612,-0.0033333333333332993,True
BNCI2015_001,cigl_graph_node,0,0,0.18,0.13,0.0024999999999999467,True
BNCI2015_001,cigl_graph_node,0,10,-0.07999999999999996,0.1383333333333333,0.011666666666666714,True
BNCI2015_001,cigl_graph_node,0,11,-0.019999999999999962,0.00500000000000006,0.0050000000000000044,True
BNCI2015_001,cigl_graph_node,0,1,0.23250000000000004,0.21000000000000008,0.022500000000000075,True
BNCI2015_001,cigl_graph_node,0,2,0.2675,0.135,-0.0024999999999999467,True
BNCI2015_001,cigl_graph_node,0,3,0.15499999999999992,0.20499999999999996,-0.022500000000000075,True
BNCI2015_001,cigl_graph_node,0,4,0.05499999999999994,0.05999999999999994,-0.0025000000000000577,True
BNCI2015_001,cigl_graph_node,0,5,0.09750000000000003,0.10999999999999999,0.012500000000000067,True
BNCI2015_001,cigl_graph_node,0,6,5.551115123125783e-17,-0.03499999999999992,-0.010000000000000009,True
BNCI2015_001,cigl_graph_node,0,7,0.01333333333333342,0.03833333333333333,-0.0016666666666665941,True
BNCI2015_001,cigl_graph_node,0,8,0.05666666666666664,0.08333333333333326,-0.0016666666666667052,True
BNCI2015_001,cigl_graph_node,0,9,0.02833333333333321,0.04166666666666663,-0.0033333333333334103,True
BNCI2015_001,fcigl_align_eta0.01,0,0,0.0024999999999999467,0.1524999999999999,-0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.01,0,10,-0.015000000000000013,0.03666666666666668,-0.018333333333333313,True
BNCI2015_001,fcigl_align_eta0.01,0,11,-0.05250000000000005,-0.04999999999999999,0.0,True
BNCI2015_001,fcigl_align_eta0.01,0,1,0.23249999999999993,0.27499999999999997,-0.01750000000000007,True
BNCI2015_001,fcigl_align_eta0.01,0,2,0.17249999999999993,-0.010000000000000009,0.019999999999999907,True
BNCI2015_001,fcigl_align_eta0.01,0,3,0.1825,0.22250000000000003,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,0,4,0.040000000000000036,0.09250000000000003,0.0,True
BNCI2015_001,fcigl_align_eta0.01,0,5,0.11250000000000004,0.21250000000000002,0.01000000000000012,True
BNCI2015_001,fcigl_align_eta0.01,0,6,-0.012500000000000067,-0.07250000000000001,-0.0025000000000000577,True
BNCI2015_001,fcigl_align_eta0.01,0,7,0.00666666666666671,-0.011666666666666603,0.0033333333333332993,True
BNCI2015_001,fcigl_align_eta0.01,0,8,0.056666666666666754,0.05166666666666675,0.011666666666666714,True
BNCI2015_001,fcigl_align_eta0.01,0,9,0.030000000000000027,0.013333333333333308,-0.00666666666666671,True
BNCI2015_001,dcigl_consistency_beta0.1,1,0,0.10000000000000009,0.135,-0.0050000000000000044,True
BNCI2015_001,dcigl_consistency_beta0.1,1,10,-0.015000000000000013,0.044999999999999984,-0.00666666666666671,True
BNCI2015_001,dcigl_consistency_beta0.1,1,11,-0.022499999999999964,-0.04249999999999998,-0.020000000000000018,True
BNCI2015_001,dcigl_consistency_beta0.1,1,1,0.0724999999999999,0.23249999999999993,0.0024999999999999467,True
BNCI2015_001,dcigl_consistency_beta0.1,1,2,0.28,0.18000000000000005,0.007499999999999951,True
BNCI2015_001,dcigl_consistency_beta0.1,1,3,0.09499999999999997,0.08999999999999997,-0.007499999999999951,True
BNCI2015_001,dcigl_consistency_beta0.1,1,4,-0.0050000000000000044,0.014999999999999902,0.010000000000000009,True
BNCI2015_001,dcigl_consistency_beta0.1,1,5,0.03249999999999997,0.08500000000000008,-0.014999999999999902,True
BNCI2015_001,dcigl_consistency_beta0.1,1,6,-0.010000000000000009,0.012500000000000067,-0.0024999999999999467,True
BNCI2015_001,dcigl_consistency_beta0.1,1,7,-0.0016666666666667052,0.03999999999999998,-0.00666666666666671,True
BNCI2015_001,dcigl_consistency_beta0.1,1,8,0.03499999999999992,0.04666666666666658,0.004999999999999893,True
BNCI2015_001,dcigl_consistency_beta0.1,1,9,0.01333333333333342,0.010000000000000009,-0.00666666666666671,True
BNCI2015_001,cigl_graph_node,1,0,-0.04499999999999993,0.07500000000000007,-0.025000000000000022,True
BNCI2015_001,cigl_graph_node,1,10,-0.006666666666666654,-0.02999999999999997,0.015000000000000013,True
BNCI2015_001,cigl_graph_node,1,11,-0.044999999999999984,-0.0025000000000000022,-0.007500000000000007,True
BNCI2015_001,cigl_graph_node,1,1,0.08250000000000002,0.38,1.1102230246251565e-16,True
BNCI2015_001,cigl_graph_node,1,2,0.21250000000000002,0.22000000000000008,0.007500000000000062,True
BNCI2015_001,cigl_graph_node,1,3,0.08999999999999986,0.21749999999999992,0.0024999999999999467,True
BNCI2015_001,cigl_graph_node,1,4,0.11499999999999999,0.10999999999999999,-0.0025000000000000577,True
BNCI2015_001,cigl_graph_node,1,5,0.03749999999999987,0.057499999999999885,0.029999999999999916,True
BNCI2015_001,cigl_graph_node,1,6,0.014999999999999902,0.022499999999999964,-0.012500000000000067,True
BNCI2015_001,cigl_graph_node,1,7,0.013333333333333308,-0.01666666666666672,0.0,True
BNCI2015_001,cigl_graph_node,1,8,0.010000000000000009,0.026666666666666616,-0.0016666666666667052,True
BNCI2015_001,cigl_graph_node,1,9,0.0,0.053333333333333344,-0.0050000000000000044,True
BNCI2015_001,fcigl_align_eta0.01,1,0,0.09750000000000003,-0.022499999999999964,-0.022499999999999964,True
BNCI2015_001,fcigl_align_eta0.01,1,10,-0.010000000000000009,0.020000000000000018,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,1,11,-0.03249999999999997,0.0050000000000000044,-0.012500000000000067,True
BNCI2015_001,fcigl_align_eta0.01,1,1,0.050000000000000044,0.315,-0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.01,1,2,0.2575,0.26749999999999996,0.030000000000000027,True
BNCI2015_001,fcigl_align_eta0.01,1,3,0.1924999999999999,0.1775,0.0024999999999999467,True
BNCI2015_001,fcigl_align_eta0.01,1,4,0.07250000000000001,0.09500000000000003,0.022500000000000075,True
BNCI2015_001,fcigl_align_eta0.01,1,5,0.050000000000000044,0.10999999999999999,0.0050000000000000044,True
BNCI2015_001,fcigl_align_eta0.01,1,6,0.05999999999999994,0.08999999999999991,-0.01000000000000012,True
BNCI2015_001,fcigl_align_eta0.01,1,7,0.03999999999999998,0.023333333333333317,-0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,1,8,0.043333333333333335,0.03499999999999992,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,1,9,0.036666666666666625,0.07166666666666666,0.0,True
BNCI2015_001,dcigl_consistency_beta0.1,2,0,0.03500000000000014,0.07250000000000012,0.007500000000000062,True
BNCI2015_001,dcigl_consistency_beta0.1,2,10,0.025000000000000022,0.023333333333333317,-0.010000000000000009,True
BNCI2015_001,dcigl_consistency_beta0.1,2,11,0.0050000000000000044,-0.030000000000000027,-0.007499999999999951,True
BNCI2015_001,dcigl_consistency_beta0.1,2,1,0.039999999999999925,0.1349999999999999,-0.007500000000000062,True
BNCI2015_001,dcigl_consistency_beta0.1,2,2,0.11750000000000005,0.185,0.010000000000000009,True
BNCI2015_001,dcigl_consistency_beta0.1,2,3,0.10499999999999987,0.11499999999999999,0.0024999999999999467,True
BNCI2015_001,dcigl_consistency_beta0.1,2,4,0.08750000000000002,0.13,0.02749999999999997,True
BNCI2015_001,dcigl_consistency_beta0.1,2,5,0.0025000000000000577,0.06500000000000006,0.0050000000000000044,True
BNCI2015_001,dcigl_consistency_beta0.1,2,6,0.007499999999999951,0.052499999999999936,0.0024999999999999467,True
BNCI2015_001,dcigl_consistency_beta0.1,2,7,0.008333333333333304,0.03833333333333333,-0.0050000000000000044,True
BNCI2015_001,dcigl_consistency_beta0.1,2,8,0.015000000000000124,0.036666666666666736,0.0016666666666667052,True
BNCI2015_001,dcigl_consistency_beta0.1,2,9,0.04166666666666674,0.043333333333333335,0.0033333333333332993,True
BNCI2015_001,cigl_graph_node,2,0,0.04500000000000004,0.010000000000000009,0.0,True
BNCI2015_001,cigl_graph_node,2,10,-0.029999999999999916,-0.033333333333333326,0.008333333333333304,True
BNCI2015_001,cigl_graph_node,2,11,-0.04500000000000004,-0.025000000000000022,0.0024999999999999467,True
BNCI2015_001,cigl_graph_node,2,1,0.11250000000000004,0.26999999999999996,0.007499999999999951,True
BNCI2015_001,cigl_graph_node,2,2,0.17999999999999994,0.22249999999999998,0.009999999999999898,True
BNCI2015_001,cigl_graph_node,2,3,0.1050000000000001,0.22250000000000003,0.022499999999999964,True
BNCI2015_001,cigl_graph_node,2,4,0.06750000000000012,0.06750000000000012,0.007500000000000062,True
BNCI2015_001,cigl_graph_node,2,5,0.02499999999999991,0.039999999999999925,0.007499999999999951,True
BNCI2015_001,cigl_graph_node,2,6,0.012500000000000011,0.02749999999999997,-0.0050000000000000044,True
BNCI2015_001,cigl_graph_node,2,7,0.023333333333333317,0.03166666666666662,0.010000000000000009,True
BNCI2015_001,cigl_graph_node,2,8,0.020000000000000018,0.031666666666666676,0.010000000000000009,True
BNCI2015_001,cigl_graph_node,2,9,0.015000000000000013,0.036666666666666736,-0.0016666666666665941,True
BNCI2015_001,fcigl_align_eta0.01,2,0,0.025000000000000022,0.040000000000000036,0.0050000000000000044,True
BNCI2015_001,fcigl_align_eta0.01,2,10,0.0050000000000000044,0.015000000000000013,-0.008333333333333304,True
BNCI2015_001,fcigl_align_eta0.01,2,11,0.015000000000000013,0.007500000000000007,-0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.01,2,1,0.07750000000000001,0.13,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,2,2,0.17500000000000004,0.12250000000000005,0.007500000000000062,True
BNCI2015_001,fcigl_align_eta0.01,2,3,0.12250000000000005,0.16749999999999998,0.0,True
BNCI2015_001,fcigl_align_eta0.01,2,4,0.019999999999999907,0.10249999999999998,0.03500000000000003,True
BNCI2015_001,fcigl_align_eta0.01,2,5,0.03749999999999998,0.08499999999999996,-1.1102230246251565e-16,True
BNCI2015_001,fcigl_align_eta0.01,2,6,-0.007499999999999951,0.040000000000000036,-0.022499999999999964,True
BNCI2015_001,fcigl_align_eta0.01,2,7,0.020000000000000018,0.03833333333333333,0.010000000000000009,True
BNCI2015_001,fcigl_align_eta0.01,2,8,0.05666666666666664,0.05166666666666664,0.026666666666666616,True
BNCI2015_001,fcigl_align_eta0.01,2,9,0.015000000000000013,0.0616666666666667,0.01333333333333342,True
