dataset,backbone,feature_object,training_method,level,eraser,mean,ci_lo,ci_hi,n_clusters,state
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,whitening_only,-0.0024862389642549484,-0.003821294950473728,-0.001191490363910416,8,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L0_STRICT_SOURCE_ORIGINAL_HEAD,lw_leace_full,-0.02055555555555556,-0.0341666666666667,-0.008333333333333312,6,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L0_STRICT_SOURCE_ORIGINAL_HEAD,repo_leace,-0.019861111111111114,-0.03416666666666668,-0.006944444444444441,6,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L0_STRICT_SOURCE_ORIGINAL_HEAD,random_k,-0.008243738373407033,-0.012832593795093794,-0.0042028112449798835,6,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L0_STRICT_SOURCE_ORIGINAL_HEAD,whitening_only,-0.03035714285714287,-0.057738095238095234,-0.003568452380952436,7,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L1_STRICT_SOURCE_FRESH_HEAD,lw_leace_full,-0.030208333333333334,-0.06374999999999997,-0.010625000000000008,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L1_STRICT_SOURCE_FRESH_HEAD,repo_leace,-0.030624999999999986,-0.06374999999999997,-0.01145833333333332,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L1_STRICT_SOURCE_FRESH_HEAD,random_k,-0.0014687500000000009,-0.006758333333333329,0.004481249999999968,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L1_STRICT_SOURCE_FRESH_HEAD,whitening_only,-0.00020833333333332427,-0.0035416666666666236,0.0033333333333332715,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L2_TARGET_X_UNLABELED_FRESH_HEAD,lw_leace_full,-0.030416666666666693,-0.071875,0.0006249999999999862,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L2_TARGET_X_UNLABELED_FRESH_HEAD,repo_leace,-0.031145833333333355,-0.07302083333333334,-4.336808689942018e-19,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L2_TARGET_X_UNLABELED_FRESH_HEAD,random_k,-0.001058333333333329,-0.005933333333333325,0.0035999999999999734,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L2_TARGET_X_UNLABELED_FRESH_HEAD,whitening_only,-9.215718466126788e-18,-0.0037499999999999756,0.0037499999999999574,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,lw_leace_full,-0.02595039682539688,-0.038017857142857256,-0.016329365079365166,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,repo_leace,-0.025979166666666706,-0.03795535714285726,-0.01615476190476195,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,random_k,0.0041598522570915905,0.0017646130819350104,0.00707713104256855,10,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,whitening_only,-0.0014900793650794348,-0.0034126984126984783,0.0010555555555554624,4,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L0_STRICT_SOURCE_ORIGINAL_HEAD,lw_leace_full,-0.029431818181818184,-0.05381376262626261,-0.009772095959595987,11,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L0_STRICT_SOURCE_ORIGINAL_HEAD,repo_leace,-0.029062500000000005,-0.05232667824074072,-0.01009201388888891,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L0_STRICT_SOURCE_ORIGINAL_HEAD,random_k,-0.0038874999999999986,-0.0074791840277777626,-0.00035340277777779676,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L0_STRICT_SOURCE_ORIGINAL_HEAD,whitening_only,-0.013118686868686875,-0.027247790404040396,-0.0007954545454545672,11,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L1_STRICT_SOURCE_FRESH_HEAD,lw_leace_full,-0.018090277777777778,-0.03672482638888887,-0.0021064814814814856,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L1_STRICT_SOURCE_FRESH_HEAD,repo_leace,-0.018472222222222223,-0.0371183449074074,-0.002488136574074098,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L1_STRICT_SOURCE_FRESH_HEAD,random_k,-0.0002187500000000033,-0.003481944444444442,0.0018201388888888926,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L1_STRICT_SOURCE_FRESH_HEAD,whitening_only,-0.0006597222222222174,-0.002592592592592586,0.001261863425925921,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L2_TARGET_X_UNLABELED_FRESH_HEAD,lw_leace_full,-0.017546296296296292,-0.04239583333333329,0.0045726273148148,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L2_TARGET_X_UNLABELED_FRESH_HEAD,repo_leace,-0.01732638888888888,-0.04192274305555553,0.004560763888888879,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L2_TARGET_X_UNLABELED_FRESH_HEAD,random_k,-0.00026041666666667046,-0.003953599537037039,0.0021491087962962874,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L2_TARGET_X_UNLABELED_FRESH_HEAD,whitening_only,-0.0008680555555555568,-0.0028587962962962885,0.0009262152777777881,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,lw_leace_full,-0.034227513227513225,-0.04212285879629631,-0.026794025573192225,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,repo_leace,-0.03435857583774248,-0.042067848875661326,-0.026997459215167555,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,random_k,0.0029150359359912544,0.0018006197114897125,0.0039067179303948546,12,practical_gain_ruled_out
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,graphcmi,L3_ORACLE_GLOBAL_GEOMETRY_FRESH_HEAD,whitening_only,-0.003946097883597879,-0.00506538800705463,-0.002801474316578489,12,practical_gain_ruled_out
