suite,test_file,leading_numeric_parser,C34S_included,C84FL2_focused_file
c65,oaci/tests/test_c78f_full_seed3_field.py,1,0,0
c65,oaci/tests/test_c78r_collect.py,1,0,0
c65,oaci/tests/test_c78r_seed3_SRC_canary.py,1,0,0
c65,oaci/tests/test_c78s_seed3_scientific_analysis.py,1,0,0
c65,oaci/tests/test_c79_seed4_locked_confirmation.py,1,0,0
c65,oaci/tests/test_c79e_analysis_authorization_bridge.py,1,0,0
c65,oaci/tests/test_c79e_authorized_runtime.py,1,0,0
c65,oaci/tests/test_c79e_seed4_result.py,1,0,0
c65,oaci/tests/test_c79p_post_seed3_protocol.py,1,0,0
c65,oaci/tests/test_c80_label_budget_frontier.py,1,0,0
c65,oaci/tests/test_c80e_preflight_blocker.py,1,0,0
c65,oaci/tests/test_c80r_additive_repair.py,1,0,0
c65,oaci/tests/test_c81_baseline_comparison.py,1,0,0
c65,oaci/tests/test_c82_post_c81_baseline_recovery.py,1,0,0
c65,oaci/tests/test_c83_evidence_freeze.py,1,0,0
c65,oaci/tests/test_c84_multidataset_external_validity.py,1,0,0
c65,oaci/tests/test_c84c_canary_contract.py,1,0,0
c65,oaci/tests/test_c84c_complete_engineering_replay.py,1,0,0
c65,oaci/tests/test_c84c_engineering_result.py,1,0,0
c65,oaci/tests/test_c84f_dual_level_training_contract.py,1,0,1
c65,oaci/tests/test_c84f_full_field_contract.py,1,0,0
c65,oaci/tests/test_c84f_target_instrumentation_contract.py,1,0,1
c65,oaci/tests/test_c84fl2_full_field_lock.py,1,0,1
c65,oaci/tests/test_c84fl_full_field_lock.py,1,0,0
c65,oaci/tests/test_c84l1_canary_contract.py,1,0,0
c65,oaci/tests/test_c84l1_intervention.py,1,0,0
c65,oaci/tests/test_c84l1_protocol_lock.py,1,0,0
c65,oaci/tests/test_c84l1c_engineering_result.py,1,0,0
c65,oaci/tests/test_c84l1r1_float32_linear_replay.py,1,0,0
c65,oaci/tests/test_c84r2_canary_runtime_repair.py,1,0,0
c65,oaci/tests/test_c84r3_execution_lock.py,1,0,0
c65,oaci/tests/test_c84r3_float32_linear_replay.py,1,0,0
c65,oaci/tests/test_c84r_montage_repair.py,1,0,0
c23,oaci/tests/test_c23_score_gauge.py,1,0,0
c23,oaci/tests/test_c24_information_ladder.py,1,0,0
c23,oaci/tests/test_c25_unlabeled_gauge.py,1,0,0
c23,oaci/tests/test_c26_predmix_mechanism.py,1,0,0
c23,oaci/tests/test_c27_logit_geometry.py,1,0,0
c23,oaci/tests/test_c28_source_target_homology.py,1,0,0
c23,oaci/tests/test_c29_rep_head_geometry.py,1,0,0
c23,oaci/tests/test_c30_rank_gauge.py,1,0,0
c23,oaci/tests/test_c31_endpoint_geometry.py,1,0,0
c23,oaci/tests/test_c32_joint_good_localization.py,1,0,0
c23,oaci/tests/test_c33_local_boundary.py,1,0,0
c23,oaci/tests/test_c34_continuous_regret.py,1,0,0
c23,oaci/tests/test_c34s_artifact_hygiene.py,1,1,0
c23,oaci/tests/test_c35_utility_cone.py,1,0,0
c23,oaci/tests/test_c36_selector_mechanics.py,1,0,0
c23,oaci/tests/test_c37_selector_trace_recovery.py,1,0,0
c23,oaci/tests/test_c38_leakage_objective_geometry.py,1,0,0
c23,oaci/tests/test_c39_leakage_atoms.py,1,0,0
c23,oaci/tests/test_c40_leakage_drift.py,1,0,0
c23,oaci/tests/test_c41_objective_field.py,1,0,0
c23,oaci/tests/test_c42_rank_actionability.py,1,0,0
c23,oaci/tests/test_c43_source_scalarization.py,1,0,0
c23,oaci/tests/test_c44_source_frontier_geometry.py,1,0,0
c23,oaci/tests/test_c45_source_nonidentifiability.py,1,0,0
c23,oaci/tests/test_c46_conditioning_boundary.py,1,0,0
c23,oaci/tests/test_c47_conditioned_actionability.py,1,0,0
c23,oaci/tests/test_c48_conditioned_local_ceiling.py,1,0,0
c23,oaci/tests/test_c49_sparse_local_bayes_coverage.py,1,0,0
c23,oaci/tests/test_c50_conditioned_island_morphology.py,1,0,0
c23,oaci/tests/test_c51_trajectory_fragmentation_underuse.py,1,0,0
c23,oaci/tests/test_c52_minimal_gauge_key_sufficiency.py,1,0,0
c23,oaci/tests/test_c53_diagnostic_label_content_minimality.py,1,0,0
c23,oaci/tests/test_c54_endpoint_scalar_tautology_bit_budget.py,1,0,0
c23,oaci/tests/test_c55_cross_cell_endpoint_template_boundary.py,1,0,0
c23,oaci/tests/test_c56_mechanism_closure_review_gauntlet.py,1,0,0
c23,oaci/tests/test_c57_manuscript_scaffold_claim_contract.py,1,0,0
c23,oaci/tests/test_c58_formal_lower_bound_attempt.py,1,0,0
c23,oaci/tests/test_c59_formal_lower_bound_theory_factory.py,1,0,0
c23,oaci/tests/test_c60_rank_gauge_proof_stress_empirical_bridge.py,1,0,0
c23,oaci/tests/test_c61_conditional_observability_divergence.py,1,0,0
c23,oaci/tests/test_c62_conditional_divergence_estimator_stress.py,1,0,0
c23,oaci/tests/test_c63_trajectory_dynamic_observability.py,1,0,0
c23,oaci/tests/test_c64_trial_level_instrumentation_readiness.py,1,0,0
c23,oaci/tests/test_c65_frozen_checkpoint_recovery_trial_cache_gate.py,1,0,0
c23,oaci/tests/test_c66_reinference_only_trial_cache_microcampaign.py,1,0,0
c23,oaci/tests/test_c67_c66_dual_mode_cache_consumption.py,1,0,0
c23,oaci/tests/test_c68_powered_trial_cache_scaleup.py,1,0,0
c23,oaci/tests/test_c69_powered_trial_cache_scaleup.py,1,0,0
c23,oaci/tests/test_c70_split_label_information_budget.py,1,0,0
c23,oaci/tests/test_c71_t3_ho_hierarchical_confirmation.py,1,0,0
c23,oaci/tests/test_c72_measurement_control_gap.py,1,0,0
c23,oaci/tests/test_c73_attribution_robustness_instrumentation_gate.py,1,0,0
c23,oaci/tests/test_c74_t2_source_wz_instrumentation.py,1,0,0
c23,oaci/tests/test_c75_representation_construct_validity.py,1,0,0
c23,oaci/tests/test_c76_representation_association_orbit.py,1,0,0
c23,oaci/tests/test_c77_independent_multiregime_replication_protocol.py,1,0,0
c23,oaci/tests/test_c78_authorized_collect.py,1,0,0
c23,oaci/tests/test_c78_authorized_pilot.py,1,0,0
c23,oaci/tests/test_c78_seed3_instrumented_pilot.py,1,0,0
c23,oaci/tests/test_c78f_collect_repair.py,1,0,0
c23,oaci/tests/test_c78f_full_seed3_field.py,1,0,0
c23,oaci/tests/test_c78r_collect.py,1,0,0
c23,oaci/tests/test_c78r_seed3_SRC_canary.py,1,0,0
c23,oaci/tests/test_c78s_seed3_scientific_analysis.py,1,0,0
c23,oaci/tests/test_c79_seed4_locked_confirmation.py,1,0,0
c23,oaci/tests/test_c79e_analysis_authorization_bridge.py,1,0,0
c23,oaci/tests/test_c79e_authorized_runtime.py,1,0,0
c23,oaci/tests/test_c79e_seed4_result.py,1,0,0
c23,oaci/tests/test_c79p_post_seed3_protocol.py,1,0,0
c23,oaci/tests/test_c80_label_budget_frontier.py,1,0,0
c23,oaci/tests/test_c80e_preflight_blocker.py,1,0,0
c23,oaci/tests/test_c80r_additive_repair.py,1,0,0
c23,oaci/tests/test_c81_baseline_comparison.py,1,0,0
c23,oaci/tests/test_c82_post_c81_baseline_recovery.py,1,0,0
c23,oaci/tests/test_c83_evidence_freeze.py,1,0,0
c23,oaci/tests/test_c84_multidataset_external_validity.py,1,0,0
c23,oaci/tests/test_c84c_canary_contract.py,1,0,0
c23,oaci/tests/test_c84c_complete_engineering_replay.py,1,0,0
c23,oaci/tests/test_c84c_engineering_result.py,1,0,0
c23,oaci/tests/test_c84f_dual_level_training_contract.py,1,0,1
c23,oaci/tests/test_c84f_full_field_contract.py,1,0,0
c23,oaci/tests/test_c84f_target_instrumentation_contract.py,1,0,1
c23,oaci/tests/test_c84fl2_full_field_lock.py,1,0,1
c23,oaci/tests/test_c84fl_full_field_lock.py,1,0,0
c23,oaci/tests/test_c84l1_canary_contract.py,1,0,0
c23,oaci/tests/test_c84l1_intervention.py,1,0,0
c23,oaci/tests/test_c84l1_protocol_lock.py,1,0,0
c23,oaci/tests/test_c84l1c_engineering_result.py,1,0,0
c23,oaci/tests/test_c84l1r1_float32_linear_replay.py,1,0,0
c23,oaci/tests/test_c84r2_canary_runtime_repair.py,1,0,0
c23,oaci/tests/test_c84r3_execution_lock.py,1,0,0
c23,oaci/tests/test_c84r3_float32_linear_replay.py,1,0,0
c23,oaci/tests/test_c84r_montage_repair.py,1,0,0
full,oaci/tests/test_artifact_pure_science_hash.py,0,0,0
full,oaci/tests/test_backbone.py,0,0,0
full,oaci/tests/test_bnci001_loso.py,0,0,0
full,oaci/tests/test_bnci_gpu_compare.py,0,0,0
full,oaci/tests/test_bnci_gpu_runner.py,0,0,0
full,oaci/tests/test_bnci_gpu_runtime.py,0,0,0
full,oaci/tests/test_bnci_gpu_script.py,0,0,0
full,oaci/tests/test_bnci_loader.py,0,0,0
full,oaci/tests/test_bnci_real_preflight.py,0,0,0
full,oaci/tests/test_bnci_runner_adapter.py,0,0,0
full,oaci/tests/test_c12_src_stress.py,0,0,0
full,oaci/tests/test_c15_spine.py,0,0,0
full,oaci/tests/test_c18_support_stress.py,0,0,0
full,oaci/tests/test_c19_competence_probe.py,0,0,0
full,oaci/tests/test_c20_probe_validation.py,0,0,0
full,oaci/tests/test_c21_manuscript_lock.py,0,0,0
full,oaci/tests/test_c22_estimand_transport.py,0,0,0
full,oaci/tests/test_c23_score_gauge.py,0,0,0
full,oaci/tests/test_c24_information_ladder.py,0,0,0
full,oaci/tests/test_c25_unlabeled_gauge.py,0,0,0
full,oaci/tests/test_c26_predmix_mechanism.py,0,0,0
full,oaci/tests/test_c27_logit_geometry.py,0,0,0
full,oaci/tests/test_c28_source_target_homology.py,0,0,0
full,oaci/tests/test_c29_rep_head_geometry.py,0,0,0
full,oaci/tests/test_c30_rank_gauge.py,0,0,0
full,oaci/tests/test_c31_endpoint_geometry.py,0,0,0
full,oaci/tests/test_c32_joint_good_localization.py,0,0,0
full,oaci/tests/test_c33_local_boundary.py,0,0,0
full,oaci/tests/test_c34_continuous_regret.py,0,0,0
full,oaci/tests/test_c34s_artifact_hygiene.py,0,1,0
full,oaci/tests/test_c35_utility_cone.py,0,0,0
full,oaci/tests/test_c36_selector_mechanics.py,0,0,0
full,oaci/tests/test_c37_selector_trace_recovery.py,0,0,0
full,oaci/tests/test_c38_leakage_objective_geometry.py,0,0,0
full,oaci/tests/test_c39_leakage_atoms.py,0,0,0
full,oaci/tests/test_c40_leakage_drift.py,0,0,0
full,oaci/tests/test_c41_objective_field.py,0,0,0
full,oaci/tests/test_c42_rank_actionability.py,0,0,0
full,oaci/tests/test_c43_source_scalarization.py,0,0,0
full,oaci/tests/test_c44_source_frontier_geometry.py,0,0,0
full,oaci/tests/test_c45_source_nonidentifiability.py,0,0,0
full,oaci/tests/test_c46_conditioning_boundary.py,0,0,0
full,oaci/tests/test_c47_conditioned_actionability.py,0,0,0
full,oaci/tests/test_c48_conditioned_local_ceiling.py,0,0,0
full,oaci/tests/test_c49_sparse_local_bayes_coverage.py,0,0,0
full,oaci/tests/test_c50_conditioned_island_morphology.py,0,0,0
full,oaci/tests/test_c51_trajectory_fragmentation_underuse.py,0,0,0
full,oaci/tests/test_c52_minimal_gauge_key_sufficiency.py,0,0,0
full,oaci/tests/test_c53_diagnostic_label_content_minimality.py,0,0,0
full,oaci/tests/test_c54_endpoint_scalar_tautology_bit_budget.py,0,0,0
full,oaci/tests/test_c55_cross_cell_endpoint_template_boundary.py,0,0,0
full,oaci/tests/test_c56_mechanism_closure_review_gauntlet.py,0,0,0
full,oaci/tests/test_c57_manuscript_scaffold_claim_contract.py,0,0,0
full,oaci/tests/test_c58_formal_lower_bound_attempt.py,0,0,0
full,oaci/tests/test_c59_formal_lower_bound_theory_factory.py,0,0,0
full,oaci/tests/test_c60_rank_gauge_proof_stress_empirical_bridge.py,0,0,0
full,oaci/tests/test_c61_conditional_observability_divergence.py,0,0,0
full,oaci/tests/test_c62_conditional_divergence_estimator_stress.py,0,0,0
full,oaci/tests/test_c63_trajectory_dynamic_observability.py,0,0,0
full,oaci/tests/test_c64_trial_level_instrumentation_readiness.py,0,0,0
full,oaci/tests/test_c65_frozen_checkpoint_recovery_trial_cache_gate.py,0,0,0
full,oaci/tests/test_c66_reinference_only_trial_cache_microcampaign.py,0,0,0
full,oaci/tests/test_c67_c66_dual_mode_cache_consumption.py,0,0,0
full,oaci/tests/test_c68_powered_trial_cache_scaleup.py,0,0,0
full,oaci/tests/test_c69_powered_trial_cache_scaleup.py,0,0,0
full,oaci/tests/test_c70_split_label_information_budget.py,0,0,0
full,oaci/tests/test_c71_t3_ho_hierarchical_confirmation.py,0,0,0
full,oaci/tests/test_c72_measurement_control_gap.py,0,0,0
full,oaci/tests/test_c73_attribution_robustness_instrumentation_gate.py,0,0,0
full,oaci/tests/test_c74_t2_source_wz_instrumentation.py,0,0,0
full,oaci/tests/test_c75_representation_construct_validity.py,0,0,0
full,oaci/tests/test_c76_representation_association_orbit.py,0,0,0
full,oaci/tests/test_c77_independent_multiregime_replication_protocol.py,0,0,0
full,oaci/tests/test_c78_authorized_collect.py,0,0,0
full,oaci/tests/test_c78_authorized_pilot.py,0,0,0
full,oaci/tests/test_c78_seed3_instrumented_pilot.py,0,0,0
full,oaci/tests/test_c78f_collect_repair.py,0,0,0
full,oaci/tests/test_c78f_full_seed3_field.py,0,0,0
full,oaci/tests/test_c78r_collect.py,0,0,0
full,oaci/tests/test_c78r_seed3_SRC_canary.py,0,0,0
full,oaci/tests/test_c78s_seed3_scientific_analysis.py,0,0,0
full,oaci/tests/test_c79_seed4_locked_confirmation.py,0,0,0
full,oaci/tests/test_c79e_analysis_authorization_bridge.py,0,0,0
full,oaci/tests/test_c79e_authorized_runtime.py,0,0,0
full,oaci/tests/test_c79e_seed4_result.py,0,0,0
full,oaci/tests/test_c79p_post_seed3_protocol.py,0,0,0
full,oaci/tests/test_c80_label_budget_frontier.py,0,0,0
full,oaci/tests/test_c80e_preflight_blocker.py,0,0,0
full,oaci/tests/test_c80r_additive_repair.py,0,0,0
full,oaci/tests/test_c81_baseline_comparison.py,0,0,0
full,oaci/tests/test_c82_post_c81_baseline_recovery.py,0,0,0
full,oaci/tests/test_c83_evidence_freeze.py,0,0,0
full,oaci/tests/test_c84_multidataset_external_validity.py,0,0,0
full,oaci/tests/test_c84c_canary_contract.py,0,0,0
full,oaci/tests/test_c84c_complete_engineering_replay.py,0,0,0
full,oaci/tests/test_c84c_engineering_result.py,0,0,0
full,oaci/tests/test_c84f_dual_level_training_contract.py,0,0,1
full,oaci/tests/test_c84f_full_field_contract.py,0,0,0
full,oaci/tests/test_c84f_target_instrumentation_contract.py,0,0,1
full,oaci/tests/test_c84fl2_full_field_lock.py,0,0,1
full,oaci/tests/test_c84fl_full_field_lock.py,0,0,0
full,oaci/tests/test_c84l1_canary_contract.py,0,0,0
full,oaci/tests/test_c84l1_intervention.py,0,0,0
full,oaci/tests/test_c84l1_protocol_lock.py,0,0,0
full,oaci/tests/test_c84l1c_engineering_result.py,0,0,0
full,oaci/tests/test_c84l1r1_float32_linear_replay.py,0,0,0
full,oaci/tests/test_c84r2_canary_runtime_repair.py,0,0,0
full,oaci/tests/test_c84r3_execution_lock.py,0,0,0
full,oaci/tests/test_c84r3_float32_linear_replay.py,0,0,0
full,oaci/tests/test_c84r_montage_repair.py,0,0,0
full,oaci/tests/test_c8_aggregate.py,0,0,0
full,oaci/tests/test_c8_submit.py,0,0,0
full,oaci/tests/test_c8_wave.py,0,0,0
full,oaci/tests/test_conditioned_coverage_refactor_utils.py,0,0,0
full,oaci/tests/test_confirmatory_adapter.py,0,0,0
full,oaci/tests/test_confirmatory_report.py,0,0,0
full,oaci/tests/test_confirmatory_staged.py,0,0,0
full,oaci/tests/test_cuda_runtime.py,0,0,0
full,oaci/tests/test_data_contract.py,0,0,0
full,oaci/tests/test_decision_artifacts.py,0,0,0
full,oaci/tests/test_decision_callsite.py,0,0,0
full,oaci/tests/test_decision_k1.py,0,0,0
full,oaci/tests/test_decision_k2.py,0,0,0
full,oaci/tests/test_decision_plans.py,0,0,0
full,oaci/tests/test_diagnostics_transfer.py,0,0,0
full,oaci/tests/test_discriminative_controls.py,0,0,0
full,oaci/tests/test_eval.py,0,0,0
full,oaci/tests/test_falsification_battery.py,0,0,0
full,oaci/tests/test_harm_decomposition.py,0,0,0
full,oaci/tests/test_leakage_crossfit.py,0,0,0
full,oaci/tests/test_leakage_estimate.py,0,0,0
full,oaci/tests/test_leakage_parallel.py,0,0,0
full,oaci/tests/test_leakage_plan.py,0,0,0
full,oaci/tests/test_leakage_ucb.py,0,0,0
full,oaci/tests/test_loader_protocol.py,0,0,0
full,oaci/tests/test_manifest_artifacts.py,0,0,0
full,oaci/tests/test_method_closure.py,0,0,0
full,oaci/tests/test_methods.py,0,0,0
full,oaci/tests/test_missing_cell.py,0,0,0
full,oaci/tests/test_optimization_seed_decoupling.py,0,0,0
full,oaci/tests/test_plan_sampler.py,0,0,0
full,oaci/tests/test_rare_cell_sampler.py,0,0,0
full,oaci/tests/test_real_data_blockers.py,0,0,0
full,oaci/tests/test_replay_store.py,0,0,0
full,oaci/tests/test_runner_artifacts.py,0,0,0
full,oaci/tests/test_runner_audit.py,0,0,0
full,oaci/tests/test_runner_contracts.py,0,0,0
full,oaci/tests/test_runner_fake.py,0,0,0
full,oaci/tests/test_runner_fake_artifact.py,0,0,0
full,oaci/tests/test_runner_finalize.py,0,0,0
full,oaci/tests/test_runner_plans.py,0,0,0
full,oaci/tests/test_runner_scope.py,0,0,0
full,oaci/tests/test_runner_scoring.py,0,0,0
full,oaci/tests/test_runner_train_select.py,0,0,0
full,oaci/tests/test_sample_mass.py,0,0,0
full,oaci/tests/test_scientific_hash.py,0,0,0
full,oaci/tests/test_selector_replay.py,0,0,0
full,oaci/tests/test_source_robust.py,0,0,0
full,oaci/tests/test_source_signal_identifiability.py,0,0,0
full,oaci/tests/test_source_target_transfer.py,0,0,0
full,oaci/tests/test_staged_executor.py,0,0,0
full,oaci/tests/test_support_graph.py,0,0,0
full,oaci/tests/test_target_oracle.py,0,0,0
full,oaci/tests/test_train_adversary.py,0,0,0
full,oaci/tests/test_train_engine.py,0,0,0
full,oaci/tests/test_train_primal_dual.py,0,0,0
full,oaci/tests/test_train_risk.py,0,0,0
full,oaci/tests/test_train_selector.py,0,0,0
