dataset,panel,training_seed,level,regime,epoch,trajectory_order,unit_id,historical_planned_unit_id,identity_status,level_intervention_id,deleted_source_subject,deleted_class,level_intervention_registry_sha256,C84C_reusable,C84L1C_canary,reuse_source,wave,wave_order,train_in_C84F,target_subject_contexts,complete_target_artifact_required
Lee2019_MI,A,5,0,OACI,169,34,c84v2_1f312fc3253bacc03ddb738beec80cee,c84v2_1f312fc3253bacc03ddb738beec80cee,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,174,35,c84v2_0a6d3172d5d219726197923415418d27,c84v2_0a6d3172d5d219726197923415418d27,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,179,36,c84v2_ab73356e26d415f520e472e8ed413896,c84v2_ab73356e26d415f520e472e8ed413896,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,184,37,c84v2_9f5ac3c9de3c22a58816b4304f1a0938,c84v2_9f5ac3c9de3c22a58816b4304f1a0938,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,189,38,c84v2_a7023c87aabb1e4727c2c6f3f9732d87,c84v2_a7023c87aabb1e4727c2c6f3f9732d87,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,194,39,c84v2_41c0bf18b5532385bf92db69e5b907cc,c84v2_41c0bf18b5532385bf92db69e5b907cc,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,OACI,199,40,c84v2_a8834b416b46b60dd9e0ea276159b5ae,c84v2_a8834b416b46b60dd9e0ea276159b5ae,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,4,1,c84v2_6f2df8ed916e910fd8fd98dfd558f735,c84v2_6f2df8ed916e910fd8fd98dfd558f735,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,9,2,c84v2_f92aee738491b191b32f2730244571fa,c84v2_f92aee738491b191b32f2730244571fa,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,14,3,c84v2_57dbb5f42ac703126a33463b2441b017,c84v2_57dbb5f42ac703126a33463b2441b017,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,19,4,c84v2_deae4a64b8e147ee143e3fe48f656d40,c84v2_deae4a64b8e147ee143e3fe48f656d40,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,24,5,c84v2_804f82cdcbbc8c2e62d3b17e12462559,c84v2_804f82cdcbbc8c2e62d3b17e12462559,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,29,6,c84v2_32810fce269f352e0b660d3ef45efde2,c84v2_32810fce269f352e0b660d3ef45efde2,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,34,7,c84v2_794e9adc5c06a71b442c920fcc161736,c84v2_794e9adc5c06a71b442c920fcc161736,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,39,8,c84v2_baf3430df6f32a513cf4f12df060bad0,c84v2_baf3430df6f32a513cf4f12df060bad0,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,44,9,c84v2_b80bf88c03f0a0fe9a31b5635b6ca1de,c84v2_b80bf88c03f0a0fe9a31b5635b6ca1de,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,49,10,c84v2_ff7486a2b36c51d9a5dbe1bfc717265b,c84v2_ff7486a2b36c51d9a5dbe1bfc717265b,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,54,11,c84v2_c136dd66e906aae209e3fcb0edc83517,c84v2_c136dd66e906aae209e3fcb0edc83517,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,59,12,c84v2_9fd47bcf914620f35c3f52d1e81c2f7e,c84v2_9fd47bcf914620f35c3f52d1e81c2f7e,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,64,13,c84v2_6a8693f7c5101b1ed27111e5236d709b,c84v2_6a8693f7c5101b1ed27111e5236d709b,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,69,14,c84v2_195045780520f002a48b267a4b7fdd6d,c84v2_195045780520f002a48b267a4b7fdd6d,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,74,15,c84v2_8ef8f000e357159975e69d96cbc5478c,c84v2_8ef8f000e357159975e69d96cbc5478c,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,79,16,c84v2_8dab4f8dcdc594d3bb3925ccb4eaeaab,c84v2_8dab4f8dcdc594d3bb3925ccb4eaeaab,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,84,17,c84v2_ed16915812ed8271b7bb8b8ebc22a786,c84v2_ed16915812ed8271b7bb8b8ebc22a786,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,89,18,c84v2_39ead2f10a5ce089b794ceb74675e99a,c84v2_39ead2f10a5ce089b794ceb74675e99a,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,94,19,c84v2_56ebb9711fb4cfd3faecd3336dd87d63,c84v2_56ebb9711fb4cfd3faecd3336dd87d63,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,99,20,c84v2_09cafb459eefd4422cf94802309bd3f9,c84v2_09cafb459eefd4422cf94802309bd3f9,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,104,21,c84v2_9c0169c925120ff13ec1f0963565a3c7,c84v2_9c0169c925120ff13ec1f0963565a3c7,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,109,22,c84v2_0450f1f154b12bd8601079a8a7d28098,c84v2_0450f1f154b12bd8601079a8a7d28098,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,114,23,c84v2_5bebf659e076f1c7bf638dc8bf1a9973,c84v2_5bebf659e076f1c7bf638dc8bf1a9973,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,119,24,c84v2_a1f282ba596f4d262bb8d1fe7363c03f,c84v2_a1f282ba596f4d262bb8d1fe7363c03f,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,124,25,c84v2_3d7b525aadb9bf29dfb4984681665a08,c84v2_3d7b525aadb9bf29dfb4984681665a08,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
Lee2019_MI,A,5,0,SRC,129,26,c84v2_e0d29c4b5f38909fcfbd7017f74b6348,c84v2_e0d29c4b5f38909fcfbd7017f74b6348,UNCHANGED_LEVEL0,C84_LEVEL0_FULL_SOURCE_PANEL_V1,NONE,NONE,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1,0,C84C,DUAL_CANARY_REUSE,0,0,22,1
