stage,field_level,target_id,trajectory,field_index,raw_candidate_count,effective_candidate_multiplicity,effective_to_raw_ratio,temperature_from_T2,best_minus_second,best_minus_third,utility_iqr,utility_range
T2,trajectory_cell,3,2|3|1|S0_full_support,5,4,1.786930744202773,0.4467326860506933,0.01560197763538751,0.011340029255756612,0.10341343097108657,0.11207480225687272,0.17207900388150077
T2,target_universe,4,ALL_TARGET_CANDIDATES,0,24,4.083796994749069,0.17015820811454455,0.01560197763538751,0.007342690095854643,0.020307943567437203,0.03883748820457683,0.10561407317736432
T2,trajectory_cell,4,0|4|0|S0_full_support,0,4,2.2065989779289095,0.5516497444822274,0.01560197763538751,0.010047100236973694,0.03649328491100645,0.03048850596318947,0.04261546983065967
T2,trajectory_cell,4,0|4|1|S0_full_support,1,4,1.8132093275357206,0.45330233188393015,0.01560197763538751,0.028360082157550537,0.029277321207700935,0.011223725029104736,0.04214318296596781
T2,trajectory_cell,4,1|4|0|S0_full_support,2,4,3.118534348255198,0.7796335870637995,0.01560197763538751,0.0001815523967422794,0.003158369455837806,0.01266562935866733,0.04173206625738268
T2,trajectory_cell,4,1|4|1|S0_full_support,3,4,2.273682493781522,0.5684206234453805,0.01560197763538751,0.005455970645844077,0.037883359085890744,0.03538380239329608,0.04425304425304427
T2,trajectory_cell,4,2|4|0|S0_full_support,4,4,1.166710837228871,0.29167770930721776,0.01560197763538751,0.05236071375311885,0.055900750521003684,0.01816783007447559,0.06205120999424796
T2,trajectory_cell,4,2|4|1|S0_full_support,5,4,2.7394509055938405,0.6848627263984601,0.01560197763538751,0.007342690095854643,0.020307943567437203,0.01815684529292122,0.0337316207569372
T2,target_universe,5,ALL_TARGET_CANDIDATES,0,24,13.172782208510824,0.5488659253546176,0.01560197763538751,0.0035723099470626463,0.01512910928371275,0.014179406546449391,0.0521610105880021
T2,trajectory_cell,5,0|5|0|S0_full_support,0,4,2.5117310871420844,0.6279327717855211,0.01560197763538751,0.0123922306139983,0.026297286092062194,0.018082477651631096,0.03061474417233273
T2,trajectory_cell,5,0|5|1|S0_full_support,1,4,3.2260060825706844,0.8065015206426711,0.01560197763538751,0.004392570281124442,0.01586801353592393,0.013591511399909162,0.01993971583523818
T2,trajectory_cell,5,1|5|0|S0_full_support,2,4,3.536716522901476,0.884179130725369,0.01560197763538751,0.004496100578190165,0.009616893012415417,0.007851368159204009,0.016043095334140195
T2,trajectory_cell,5,1|5|1|S0_full_support,3,4,2.9024121610217284,0.7256030402554321,0.01560197763538751,0.004713320135456389,0.018893427009098657,0.01783304304349309,0.02879185155304556
T2,trajectory_cell,5,2|5|0|S0_full_support,4,4,1.8994926939649228,0.4748731734912307,0.01560197763538751,0.02013364740392254,0.031690446740572586,0.02170785214948809,0.0521610105880021
T2,trajectory_cell,5,2|5|1|S0_full_support,5,4,2.5772770356749097,0.6443192589187274,0.01560197763538751,0.01821971224956298,0.02318859274667584,0.009667886113500723,0.023764902962664147
T2,target_universe,6,ALL_TARGET_CANDIDATES,0,24,6.172820217052631,0.25720084237719293,0.01560197763538751,0.013420258969380705,0.020358699389232737,0.028474363130991387,0.09109464112365007
T2,trajectory_cell,6,0|6|0|S0_full_support,0,4,3.606722194479281,0.9016805486198203,0.01560197763538751,0.006264725660316273,0.009198797678275306,0.0056754227465316,0.013899474932249356
T2,trajectory_cell,6,0|6|1|S0_full_support,1,4,2.8933897208747643,0.7233474302186911,0.01560197763538751,0.007238167647534655,0.015278030578813218,0.014542577066395612,0.034050719471746926
T2,trajectory_cell,6,1|6|0|S0_full_support,2,4,1.9572128782922478,0.48930321957306194,0.01560197763538751,0.021499306061157575,0.02681950385268772,0.017198528445172556,0.052833520406099566
T2,trajectory_cell,6,1|6|1|S0_full_support,3,4,3.0843768504066014,0.7710942126016503,0.01560197763538751,0.011057359290943647,0.011242378048780477,0.0068171749231484835,0.026713643419083444
T2,trajectory_cell,6,2|6|0|S0_full_support,4,4,1.031472086159537,0.25786802153988425,0.01560197763538751,0.07577758438498566,0.08379027120495086,0.02837399321987627,0.08945791241960932
T2,trajectory_cell,6,2|6|1|S0_full_support,5,4,2.0174477171928493,0.5043619292982123,0.01560197763538751,0.02298277413744293,0.029297112000970793,0.013808782560773336,0.036292116652509865
T2,target_universe,7,ALL_TARGET_CANDIDATES,0,24,4.1012172923886725,0.170884053849528,0.01560197763538751,0.025454384114376172,0.026108988522020926,0.03713401968747293,0.08391919132062803
T2,trajectory_cell,7,0|7|0|S0_full_support,0,4,2.203018118001871,0.5507545295004678,0.01560197763538751,0.006973459487741973,0.04097925347713233,0.0368083329259018,0.045215949735436134
T2,trajectory_cell,7,0|7|1|S0_full_support,1,4,2.293659773406862,0.5734149433517155,0.01560197763538751,0.010077897373558853,0.03510847786542115,0.028009445800327715,0.036946041725723855
T2,trajectory_cell,7,1|7|0|S0_full_support,2,4,1.389635126131987,0.34740878153299676,0.01560197763538751,0.032178929458187344,0.05111387157883002,0.028653757290133752,0.0578102027986071
T2,trajectory_cell,7,1|7|1|S0_full_support,3,4,2.188919398839937,0.5472298497099842,0.01560197763538751,0.018372734207905916,0.026583479620981787,0.01570317847751529,0.03818047767083349
T2,trajectory_cell,7,2|7|0|S0_full_support,4,4,2.621536219424591,0.6553840548561477,0.01560197763538751,0.010110457887481494,0.026727740314481663,0.019453558599579313,0.02796238711731669
T2,trajectory_cell,7,2|7|1|S0_full_support,5,4,1.7530252992240647,0.4382563248060162,0.01560197763538751,0.025454384114376172,0.028366193265225992,0.020918087936160235,0.07493692429209142
T2,target_universe,8,ALL_TARGET_CANDIDATES,0,24,3.2394555268268173,0.13497731361778406,0.01560197763538751,0.01560197763538751,0.02593649012884014,0.08185633515291724,0.19286526155273925
T2,trajectory_cell,8,0|8|0|S0_full_support,0,4,1.0739933396433363,0.2684983349108341,0.01560197763538751,0.053264957818358716,0.09237890469680099,0.05522626872814229,0.10356323427724251
T2,trajectory_cell,8,0|8|1|S0_full_support,1,4,1.2765099512646234,0.31912748781615585,0.01560197763538751,0.03195654664219527,0.07925151348376447,0.05697844577482147,0.08602888257457847
T2,trajectory_cell,8,1|8|0|S0_full_support,2,4,2.02681235208171,0.5067030880204275,0.01560197763538751,0.009256676719203771,0.0402231190092564,0.04816501766872444,0.09976074380473998
T2,trajectory_cell,8,1|8|1|S0_full_support,3,4,1.2706031100239066,0.31765077750597664,0.01560197763538751,0.03947384804647902,0.04601858100676448,0.036529566474996056,0.12648406701912795
T2,trajectory_cell,8,2|8|0|S0_full_support,4,4,1.2449227060955914,0.31123067652389785,0.01560197763538751,0.033421884481323105,0.081284018624172,0.06498561121667235,0.11635604243814279
T2,trajectory_cell,8,2|8|1|S0_full_support,5,4,1.7405471053517099,0.43513677633792747,0.01560197763538751,0.013446669256585442,0.07676841851426663,0.07083451104077376,0.0933727963900517
T2,target_universe,9,ALL_TARGET_CANDIDATES,0,24,3.5644029035274576,0.1485167876469774,0.01560197763538751,0.012149053815720512,0.013918680585347287,0.0695293507793508,0.17856547023213692
T2,trajectory_cell,9,0|9|0|S0_full_support,0,4,1.054561745378513,0.26364043634462825,0.01560197763538751,0.0599111015777683,0.09045950712617384,0.046074348157681466,0.09265217598550934
T2,trajectory_cell,9,0|9|1|S0_full_support,1,4,2.260922684594551,0.5652306711486378,0.01560197763538751,0.0027944611277944675,0.03924162257495595,0.03917012250345586,0.04733900567233906
T2,trajectory_cell,9,1|9|0|S0_full_support,2,4,1.292442995577594,0.3231107488943985,0.01560197763538751,0.03317603317603324,0.05729539062872402,0.04705896372563034,0.11587778254444925
T2,trajectory_cell,9,1|9|1|S0_full_support,3,4,1.7013060151204265,0.4253265037801066,0.01560197763538751,0.014991181657848296,0.07021902855236184,0.0641519495686162,0.0909242575909242
T2,trajectory_cell,9,2|9|0|S0_full_support,4,4,2.006213430847708,0.501553357711927,0.01560197763538751,0.0017696267696267753,0.08315458315458313,0.08745352495352493,0.10565923065923066
T2,trajectory_cell,9,2|9|1|S0_full_support,5,4,1.0988712231677542,0.27471780579193855,0.01560197763538751,0.05789718289718293,0.06126364459697797,0.023487773487773478,0.0838517088517089
T3-HO,target_universe,1,ALL_TARGET_CANDIDATES,0,110,6.457020318047742,0.05870018470952493,0.01560197763538751,0.010006404356249554,0.01593928412813861,0.0536732925471316,0.1965346210702248
T3-HO,trajectory_cell,1,0|1|0|S0_full_support,0,16,3.496412508046352,0.218525781752897,0.01560197763538751,0.013078108472845296,0.015592917876199652,0.028061264854995494,0.11024047982252322
T3-HO,trajectory_cell,1,0|1|1|S0_full_support,1,16,4.085823010164626,0.2553639381352891,0.01560197763538751,0.010864743643381525,0.011618086888984691,0.07456851052052299,0.1370981454185789
T3-HO,trajectory_cell,1,1|1|0|S0_full_support,2,24,7.208096551365743,0.30033735630690594,0.01560197763538751,0.0019056178111905298,0.018884134789707574,0.015742835595776772,0.08519362718279128
T3-HO,trajectory_cell,1,1|1|1|S0_full_support,3,14,1.7919922565692397,0.12799944689780282,0.01560197763538751,0.027611545219904332,0.03458660792252116,0.046914658466515935,0.13036284379163626
T3-HO,trajectory_cell,1,2|1|0|S0_full_support,4,17,2.4371663296993966,0.1433627252764351,0.01560197763538751,0.0090433372167118,0.045190269454975396,0.04524337090126557,0.12325046825820818
T3-HO,trajectory_cell,1,2|1|1|S0_full_support,5,23,1.2992670737666816,0.056489872772464415,0.01560197763538751,0.04685465115031684,0.052518671326720945,0.056660718231925644,0.1965346210702248
T3-HO,target_universe,2,ALL_TARGET_CANDIDATES,0,142,43.00888752707828,0.3028794896273118,0.01560197763538751,0.012915928031460744,0.020046941540843966,0.034913089379953965,0.10997323084133093
T3-HO,trajectory_cell,2,0|2|0|S0_full_support,0,23,19.510197583017856,0.8482694601312112,0.01560197763538751,0.006671913523646544,0.006934893127126751,0.003289473684210509,0.051079171506000776
T3-HO,trajectory_cell,2,0|2|1|S0_full_support,1,24,12.114114610787494,0.5047547754494789,0.01560197763538751,0.020046941540843966,0.023577108421460158,0.003532395521323617,0.08949074923080058
T3-HO,trajectory_cell,2,1|2|0|S0_full_support,2,19,4.418988288266012,0.23257833096136904,0.01560197763538751,0.017659748965910715,0.029810298102981025,0.017191416040100216,0.07981972206940113
T3-HO,trajectory_cell,2,1|2|1|S0_full_support,3,25,21.650419377027738,0.8660167750811095,0.01560197763538751,0.002701112537441208,0.00879867351305097,0.0009691403305011059,0.02531035413737598
T3-HO,trajectory_cell,2,2|2|0|S0_full_support,4,22,7.741462667818828,0.3518846667190376,0.01560197763538751,0.003809065346292495,0.00418092996719438,0.05530212726939299,0.08438143122032721
T3-HO,trajectory_cell,2,2|2|1|S0_full_support,5,29,13.19798168405506,0.4551028166915538,0.01560197763538751,0.005409229374248703,0.008331932473460146,0.012618563685636852,0.03835745359333298
T3-HO,target_universe,3,ALL_TARGET_CANDIDATES,0,128,13.17035392540974,0.1028933900422636,0.01560197763538751,0.0,0.0,0.07128381307438869,0.3140087278192012
T3-HO,trajectory_cell,3,0|3|0|S0_full_support,0,19,12.343929179862274,0.649680483150646,0.01560197763538751,0.0,0.0,0.030107408197836527,0.11789709798900017
T3-HO,trajectory_cell,3,0|3|1|S0_full_support,1,21,11.078321301952283,0.5275391096167754,0.01560197763538751,0.00631908782507018,0.007715316589081089,0.035793128898729654,0.05355550812981014
T3-HO,trajectory_cell,3,1|3|0|S0_full_support,2,24,1.7262552852781323,0.07192730355325551,0.01560197763538751,0.0477801194239551,0.048672642310582326,0.0228029393587742,0.17737053883057002
T3-HO,trajectory_cell,3,1|3|1|S0_full_support,3,16,2.4203437495808693,0.15127148434880433,0.01560197763538751,0.019360886209334183,0.04038281468834615,0.06516747586844696,0.12687245735017538
T3-HO,trajectory_cell,3,2|3|0|S0_full_support,4,18,2.137773200405672,0.11876517780031512,0.01560197763538751,0.0020892078270263736,0.057995780590717305,0.07518628869829669,0.23902244423399266
T3-HO,trajectory_cell,3,2|3|1|S0_full_support,5,30,1.5195841643535295,0.05065280547845098,0.01560197763538751,0.04715543343426121,0.0511889486156869,0.0031949853943525897,0.1393793155575711
T3-HO,target_universe,4,ALL_TARGET_CANDIDATES,0,129,7.655007125160022,0.05934114050511645,0.01560197763538751,0.023891449524360953,0.025810203025392997,0.0327464757844505,0.14856429492505446
T3-HO,trajectory_cell,4,0|4|0|S0_full_support,0,20,6.701801393721882,0.3350900696860941,0.01560197763538751,0.0021946066249862173,0.008660550590930294,0.04714119983107323,0.09346306419091222
T3-HO,trajectory_cell,4,0|4|1|S0_full_support,1,32,9.455456831454136,0.29548302598294174,0.01560197763538751,0.009719240731898948,0.011147849755444694,0.009001000496253686,0.05538969383906095
T3-HO,trajectory_cell,4,1|4|0|S0_full_support,2,14,7.328314370081298,0.5234510264343785,0.01560197763538751,0.0033324028577192966,0.008879228024797625,0.025548585081812847,0.09055430969987932
T3-HO,trajectory_cell,4,1|4|1|S0_full_support,3,20,4.220779694549877,0.21103898472749383,0.01560197763538751,0.00328211957958785,0.006226667619072701,0.03701209555639934,0.12275409189966147
T3-HO,trajectory_cell,4,2|4|0|S0_full_support,4,27,12.071668385363523,0.4470988290875379,0.01560197763538751,0.006293398698462016,0.007096991274206488,0.014216735340153053,0.06313739146017627
T3-HO,trajectory_cell,4,2|4|1|S0_full_support,5,16,2.0567155839616045,0.12854472399760028,0.01560197763538751,0.023891449524360953,0.032470779306222386,0.022436856890970802,0.1131903220510816
T3-HO,target_universe,5,ALL_TARGET_CANDIDATES,0,102,35.78797124829565,0.3508624632185848,0.01560197763538751,0.013723611671372815,0.016457689032315814,0.01484833714311326,0.09398046671019156
T3-HO,trajectory_cell,5,0|5|0|S0_full_support,0,16,11.995208446071826,0.7497005278794892,0.01560197763538751,0.0010238783559678999,0.0013992537313433084,0.015454980807997343,0.050978976413925126
T3-HO,trajectory_cell,5,0|5|1|S0_full_support,1,18,12.240879939051132,0.6800488855028406,0.01560197763538751,0.009315752319483728,0.011903520360857234,0.01645017528092746,0.03910486979516836
T3-HO,trajectory_cell,5,1|5|0|S0_full_support,2,14,9.178730108699419,0.6556235791928157,0.01560197763538751,0.0038153825467258096,0.005461151449957402,0.019953372215499088,0.03679519071310117
T3-HO,trajectory_cell,5,1|5|1|S0_full_support,3,15,3.632926017546067,0.2421950678364045,0.01560197763538751,0.02610679709560304,0.031755636233248175,0.015801482452601878,0.09398046671019156
T3-HO,trajectory_cell,5,2|5|0|S0_full_support,4,18,8.211331379403372,0.4561850766335207,0.01560197763538751,0.02009174589982904,0.02090476670700553,0.012748756218905477,0.04537559948007713
T3-HO,trajectory_cell,5,2|5|1|S0_full_support,5,21,10.895976715905768,0.5188560340907509,0.01560197763538751,0.009260485534986596,0.015288142620232203,0.009451615794899365,0.044124815113621124
T3-HO,target_universe,6,ALL_TARGET_CANDIDATES,0,108,29.245657837956887,0.27079312812923045,0.01560197763538751,0.011358824525745215,0.012226880081300795,0.04476746886755251,0.12960808887473202
T3-HO,trajectory_cell,6,0|6|0|S0_full_support,0,18,4.468452759258496,0.2482473755143609,0.01560197763538751,0.02093634975528863,0.02727833773207139,0.032317333871799525,0.08038109124094978
T3-HO,trajectory_cell,6,0|6|1|S0_full_support,1,17,7.608293516242908,0.4475466774260534,0.01560197763538751,0.003170756987420642,0.005690709309145392,0.021113468480766895,0.09562736368968167
T3-HO,trajectory_cell,6,1|6|0|S0_full_support,2,17,3.4259029911584005,0.20152370536225886,0.01560197763538751,0.027539828803138766,0.030109867330016526,0.035156724001941586,0.09133353810217204
T3-HO,trajectory_cell,6,1|6|1|S0_full_support,3,21,13.43456002466046,0.63974095355526,0.01560197763538751,0.0034322480584880743,0.014265878433038115,0.0004340277777777346,0.04530968758848042
T3-HO,trajectory_cell,6,2|6|0|S0_full_support,4,19,4.945707987084175,0.26030042037285134,0.01560197763538751,0.012241100139546157,0.025003286413461112,0.027042284765198377,0.0873614018323019
T3-HO,trajectory_cell,6,2|6|1|S0_full_support,5,16,5.420616700001264,0.338788543750079,0.01560197763538751,0.012226880081300795,0.014186720108805562,0.036979656468672906,0.06933257998624764
T3-HO,target_universe,7,ALL_TARGET_CANDIDATES,0,112,25.386036144838844,0.22666103700748969,0.01560197763538751,0.007253845847657703,0.011871439582282928,0.034859009369728355,0.1358726235416093
T3-HO,trajectory_cell,7,0|7|0|S0_full_support,0,17,10.203768249009835,0.6002216617064609,0.01560197763538751,0.006049895848526998,0.01167508342687934,0.02056132176614106,0.08896783266091482
T3-HO,trajectory_cell,7,0|7|1|S0_full_support,1,20,6.812593558182123,0.34062967790910614,0.01560197763538751,0.008366800535475227,0.009064290683726162,0.017990967793699852,0.0886422683328617
T3-HO,trajectory_cell,7,1|7|0|S0_full_support,2,22,5.249172923515265,0.23859876925069387,0.01560197763538751,0.0007641892081057255,0.01781114526462113,0.06018141355264495,0.11657181605990927
T3-HO,trajectory_cell,7,1|7|1|S0_full_support,3,17,6.103695976403933,0.35904093978846663,0.01560197763538751,0.008133823154469089,0.01369099211171726,0.038563789808204074,0.1016432183353389
T3-HO,trajectory_cell,7,2|7|0|S0_full_support,4,17,8.023966021028006,0.4719980012369415,0.01560197763538751,0.005488646998347779,0.005647796968007435,0.04006887184668739,0.08887881669147576
T3-HO,trajectory_cell,7,2|7|1|S0_full_support,5,19,4.543047740419734,0.23910777581156495,0.01560197763538751,0.016660140960157888,0.018510866423644246,0.03341738870473532,0.08144527925058498
T3-HO,target_universe,8,ALL_TARGET_CANDIDATES,0,106,3.368513061746718,0.0317784251108181,0.01560197763538751,0.028280958037505743,0.036782345553267204,0.07172945196240305,0.27722724710730157
T3-HO,trajectory_cell,8,0|8|0|S0_full_support,0,16,3.9799350276533967,0.2487459392283373,0.01560197763538751,0.004566651392787002,0.010949047499275832,0.07238821584897454,0.21083884106116946
T3-HO,trajectory_cell,8,0|8|1|S0_full_support,1,20,4.361753192166957,0.21808765960834786,0.01560197763538751,0.012431609958237555,0.024288426051594203,0.05807497181803162,0.13211324917757628
T3-HO,trajectory_cell,8,1|8|0|S0_full_support,2,19,1.8238276584585291,0.09599092939255416,0.01560197763538751,0.0318922137247431,0.038870519419825,0.08989490180306492,0.1766464142492017
T3-HO,trajectory_cell,8,1|8|1|S0_full_support,3,18,1.2209174359694979,0.06782874644274989,0.01560197763538751,0.050499576232847065,0.05881004025165382,0.06614776721196075,0.21234952323082407
T3-HO,trajectory_cell,8,2|8|0|S0_full_support,4,19,3.021415574490984,0.15902187234163073,0.01560197763538751,0.014948842879093038,0.023763801486048897,0.03371535153581351,0.11821095759755151
T3-HO,trajectory_cell,8,2|8|1|S0_full_support,5,14,4.212648657053882,0.3009034755038487,0.01560197763538751,0.00850138751576146,0.012443438914027216,0.05306199784007415,0.1310225468198371
T3-HO,target_universe,9,ALL_TARGET_CANDIDATES,0,115,8.477638609449604,0.0737185966039096,0.01560197763538751,0.013638638638638678,0.01730301730301731,0.04113041613041607,0.21812288478955155
T3-HO,trajectory_cell,9,0|9|0|S0_full_support,0,20,2.5423392011587844,0.1271169600579392,0.01560197763538751,0.022451022451022484,0.029505696172362872,0.06906013156013158,0.15183040183040192
T3-HO,trajectory_cell,9,0|9|1|S0_full_support,1,15,1.8409943130447035,0.12273295420298024,0.01560197763538751,0.03219290719290724,0.03774607941274616,0.05024071690738363,0.13146479813146483
T3-HO,trajectory_cell,9,1|9|0|S0_full_support,2,18,4.559799405862927,0.2533221892146071,0.01560197763538751,0.007084465417798724,0.01459197292530623,0.04593432718432722,0.13779851279851274
T3-HO,trajectory_cell,9,1|9|1|S0_full_support,3,16,6.455445912929339,0.4034653695580837,0.01560197763538751,0.008663425330091956,0.010129176795843464,0.054938867438867445,0.11398898898898896
T3-HO,trajectory_cell,9,2|9|0|S0_full_support,4,20,3.605326912594233,0.18026634562971164,0.01560197763538751,0.0036643786643786314,0.007316840650174017,0.03575897325897326,0.20448424615091287
T3-HO,trajectory_cell,9,2|9|1|S0_full_support,5,26,9.863546760013538,0.37936718307744377,0.01560197763538751,0.007477715811049168,0.02084227084227075,0.0038207850707850377,0.1077863577863577
