stage,field_level,target_id,trajectory,candidate_count,k_definition,k,observed_hit,random_hit,enrichment,continuous_regret,regret_to_utility_range
T2,trajectory_cell,3,2|3|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,3,2|3|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,3,2|3|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,3,2|3|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,3,2|3|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.011340029255756612,0.0659001330782094
T2,trajectory_cell,3,2|3|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.011340029255756612,0.0659001330782094
T2,trajectory_cell,3,2|3|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.011340029255756612,0.0659001330782094
T2,trajectory_cell,3,2|3|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.011340029255756612,0.0659001330782094
T2,target_universe,4,ALL_TARGET_CANDIDATES,24,top1,1,1.0,0.041666666666666664,24.0,0.0,0.0
T2,target_universe,4,ALL_TARGET_CANDIDATES,24,top3,3,1.0,0.125,8.0,0.0,0.0
T2,target_universe,4,ALL_TARGET_CANDIDATES,24,top5,5,1.0,0.20833333333333334,4.8,0.0,0.0
T2,target_universe,4,ALL_TARGET_CANDIDATES,24,top10pct,3,1.0,0.125,8.0,0.0,0.0
T2,trajectory_cell,4,0|4|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,4,0|4|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,4,0|4|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,4,0|4|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,4,0|4|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,4,0|4|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,4,0|4|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,4,0|4|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,4,1|4|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.0001815523967422794,0.004350429130984176
T2,trajectory_cell,4,1|4|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0001815523967422794,0.004350429130984176
T2,trajectory_cell,4,1|4|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0001815523967422794,0.004350429130984176
T2,trajectory_cell,4,1|4|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.0001815523967422794,0.004350429130984176
T2,trajectory_cell,4,1|4|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,4,1|4|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,4,1|4|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,4,1|4|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,4,2|4|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.05236071375311885,0.843830664349214
T2,trajectory_cell,4,2|4|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.05236071375311885,0.843830664349214
T2,trajectory_cell,4,2|4|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.05236071375311885,0.843830664349214
T2,trajectory_cell,4,2|4|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.05236071375311885,0.843830664349214
T2,trajectory_cell,4,2|4|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,4,2|4|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,4,2|4|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,4,2|4|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,target_universe,5,ALL_TARGET_CANDIDATES,24,top1,1,0.0,0.041666666666666664,0.0,0.026760902693738486,0.5130441759480392
T2,target_universe,5,ALL_TARGET_CANDIDATES,24,top3,3,1.0,0.125,8.0,0.026760902693738486,0.5130441759480392
T2,target_universe,5,ALL_TARGET_CANDIDATES,24,top5,5,1.0,0.20833333333333334,4.8,0.026760902693738486,0.5130441759480392
T2,target_universe,5,ALL_TARGET_CANDIDATES,24,top10pct,3,1.0,0.125,8.0,0.026760902693738486,0.5130441759480392
T2,trajectory_cell,5,0|5|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.03061474417233273,1.0
T2,trajectory_cell,5,0|5|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.03061474417233273,1.0
T2,trajectory_cell,5,0|5|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.03061474417233273,1.0
T2,trajectory_cell,5,0|5|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.03061474417233273,1.0
T2,trajectory_cell,5,0|5|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,5,0|5|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,5,0|5|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,5,0|5|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,5,1|5|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.004496100578190165,0.28025144054478857
T2,trajectory_cell,5,1|5|0|S0_full_support,4,top3,3,0.0,0.75,0.0,0.004496100578190165,0.28025144054478857
T2,trajectory_cell,5,1|5|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.004496100578190165,0.28025144054478857
T2,trajectory_cell,5,1|5|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.004496100578190165,0.28025144054478857
T2,trajectory_cell,5,1|5|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.004713320135456389,0.1637032660707026
T2,trajectory_cell,5,1|5|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.004713320135456389,0.1637032660707026
T2,trajectory_cell,5,1|5|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.004713320135456389,0.1637032660707026
T2,trajectory_cell,5,1|5|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.004713320135456389,0.1637032660707026
T2,trajectory_cell,5,2|5|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,5,2|5|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,5,2|5|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,5,2|5|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,5,2|5|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.02318859274667584,0.9757495237033487
T2,trajectory_cell,5,2|5|1|S0_full_support,4,top3,3,0.0,0.75,0.0,0.02318859274667584,0.9757495237033487
T2,trajectory_cell,5,2|5|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.02318859274667584,0.9757495237033487
T2,trajectory_cell,5,2|5|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.02318859274667584,0.9757495237033487
T2,target_universe,6,ALL_TARGET_CANDIDATES,24,top1,1,0.0,0.041666666666666664,0.0,0.020358699389232737,0.22348953942963826
T2,target_universe,6,ALL_TARGET_CANDIDATES,24,top3,3,0.0,0.125,0.0,0.020358699389232737,0.22348953942963826
T2,target_universe,6,ALL_TARGET_CANDIDATES,24,top5,5,0.0,0.20833333333333334,0.0,0.020358699389232737,0.22348953942963826
T2,target_universe,6,ALL_TARGET_CANDIDATES,24,top10pct,3,0.0,0.125,0.0,0.020358699389232737,0.22348953942963826
T2,trajectory_cell,6,0|6|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.013899474932249356,1.0
T2,trajectory_cell,6,0|6|0|S0_full_support,4,top3,3,0.0,0.75,0.0,0.013899474932249356,1.0
T2,trajectory_cell,6,0|6|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.013899474932249356,1.0
T2,trajectory_cell,6,0|6|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.013899474932249356,1.0
T2,trajectory_cell,6,0|6|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.007238167647534655,0.21257018235812655
T2,trajectory_cell,6,0|6|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.007238167647534655,0.21257018235812655
T2,trajectory_cell,6,0|6|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.007238167647534655,0.21257018235812655
T2,trajectory_cell,6,0|6|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.007238167647534655,0.21257018235812655
T2,trajectory_cell,6,1|6|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.02681950385268772,0.50762288120387
T2,trajectory_cell,6,1|6|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.02681950385268772,0.50762288120387
T2,trajectory_cell,6,1|6|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.02681950385268772,0.50762288120387
T2,trajectory_cell,6,1|6|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.02681950385268772,0.50762288120387
T2,trajectory_cell,6,1|6|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,6,1|6|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,6,1|6|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,6,1|6|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,6,2|6|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,6,2|6|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,6,2|6|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,6,2|6|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,6,2|6|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.036292116652509865,1.0
T2,trajectory_cell,6,2|6|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.036292116652509865,1.0
T2,trajectory_cell,6,2|6|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.036292116652509865,1.0
T2,trajectory_cell,6,2|6|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.036292116652509865,1.0
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,top1,1,0.0,0.041666666666666664,0.0,0.04928315719367243,0.5872692100353716
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,top3,3,0.0,0.125,0.0,0.04928315719367243,0.5872692100353716
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,top5,5,0.0,0.20833333333333334,0.0,0.04928315719367243,0.5872692100353716
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,top10pct,3,0.0,0.125,0.0,0.04928315719367243,0.5872692100353716
T2,trajectory_cell,7,0|7|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,7,0|7|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,7,0|7|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,7,0|7|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,7,0|7|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.010077897373558853,0.27277339879530504
T2,trajectory_cell,7,0|7|1|S0_full_support,4,top3,3,0.0,0.75,0.0,0.010077897373558853,0.27277339879530504
T2,trajectory_cell,7,0|7|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.010077897373558853,0.27277339879530504
T2,trajectory_cell,7,0|7|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.010077897373558853,0.27277339879530504
T2,trajectory_cell,7,1|7|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.0578102027986071,1.0
T2,trajectory_cell,7,1|7|0|S0_full_support,4,top3,3,0.0,0.75,0.0,0.0578102027986071,1.0
T2,trajectory_cell,7,1|7|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0578102027986071,1.0
T2,trajectory_cell,7,1|7|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.0578102027986071,1.0
T2,trajectory_cell,7,1|7|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.018372734207905916,0.48120755235969875
T2,trajectory_cell,7,1|7|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.018372734207905916,0.48120755235969875
T2,trajectory_cell,7,1|7|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.018372734207905916,0.48120755235969875
T2,trajectory_cell,7,1|7|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.018372734207905916,0.48120755235969875
T2,trajectory_cell,7,2|7|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.02796238711731669,1.0
T2,trajectory_cell,7,2|7|0|S0_full_support,4,top3,3,0.0,0.75,0.0,0.02796238711731669,1.0
T2,trajectory_cell,7,2|7|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.02796238711731669,1.0
T2,trajectory_cell,7,2|7|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.02796238711731669,1.0
T2,trajectory_cell,7,2|7|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.025454384114376172,0.3396774601418027
T2,trajectory_cell,7,2|7|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.025454384114376172,0.3396774601418027
T2,trajectory_cell,7,2|7|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.025454384114376172,0.3396774601418027
T2,trajectory_cell,7,2|7|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.025454384114376172,0.3396774601418027
T2,target_universe,8,ALL_TARGET_CANDIDATES,24,top1,1,0.0,0.041666666666666664,0.0,0.05489548598746047,0.284631278569828
T2,target_universe,8,ALL_TARGET_CANDIDATES,24,top3,3,0.0,0.125,0.0,0.05489548598746047,0.284631278569828
T2,target_universe,8,ALL_TARGET_CANDIDATES,24,top5,5,0.0,0.20833333333333334,0.0,0.05489548598746047,0.284631278569828
T2,target_universe,8,ALL_TARGET_CANDIDATES,24,top10pct,3,0.0,0.125,0.0,0.05489548598746047,0.284631278569828
T2,trajectory_cell,8,0|8|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,8,0|8|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,8,0|8|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,8,0|8|0|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,8,0|8|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,8,0|8|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,8,0|8|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,8,0|8|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,8,1|8|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.0402231190092564,0.4031958611694439
T2,trajectory_cell,8,1|8|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0402231190092564,0.4031958611694439
T2,trajectory_cell,8,1|8|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0402231190092564,0.4031958611694439
T2,trajectory_cell,8,1|8|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.0402231190092564,0.4031958611694439
T2,trajectory_cell,8,1|8|1|S0_full_support,4,top1,1,0.0,0.25,0.0,0.03947384804647902,0.3120855375444993
T2,trajectory_cell,8,1|8|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.03947384804647902,0.3120855375444993
T2,trajectory_cell,8,1|8|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.03947384804647902,0.3120855375444993
T2,trajectory_cell,8,1|8|1|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.03947384804647902,0.3120855375444993
T2,trajectory_cell,8,2|8|0|S0_full_support,4,top1,1,0.0,0.25,0.0,0.033421884481323105,0.28723806500286264
T2,trajectory_cell,8,2|8|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.033421884481323105,0.28723806500286264
T2,trajectory_cell,8,2|8|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.033421884481323105,0.28723806500286264
T2,trajectory_cell,8,2|8|0|S0_full_support,4,top10pct,1,0.0,0.25,0.0,0.033421884481323105,0.28723806500286264
T2,trajectory_cell,8,2|8|1|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,8,2|8|1|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,8,2|8|1|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
T2,trajectory_cell,8,2|8|1|S0_full_support,4,top10pct,1,1.0,0.25,4.0,0.0,0.0
T2,target_universe,9,ALL_TARGET_CANDIDATES,24,top1,1,0.0,0.041666666666666664,0.0,0.012149053815720512,0.06803697153725533
T2,target_universe,9,ALL_TARGET_CANDIDATES,24,top3,3,0.0,0.125,0.0,0.012149053815720512,0.06803697153725533
T2,target_universe,9,ALL_TARGET_CANDIDATES,24,top5,5,1.0,0.20833333333333334,4.8,0.012149053815720512,0.06803697153725533
T2,target_universe,9,ALL_TARGET_CANDIDATES,24,top10pct,3,0.0,0.125,0.0,0.012149053815720512,0.06803697153725533
T2,trajectory_cell,9,0|9|0|S0_full_support,4,top1,1,1.0,0.25,4.0,0.0,0.0
T2,trajectory_cell,9,0|9|0|S0_full_support,4,top3,3,1.0,0.75,1.3333333333333333,0.0,0.0
T2,trajectory_cell,9,0|9|0|S0_full_support,4,top5,4,1.0,1.0,1.0,0.0,0.0
