left_out_trajectory_hash,component,mean_shapley_gain,trajectory_count_remaining
659d818b8d34e32a,shared_target_calibration,-0.00550171361384811,53
659d818b8d34e32a,candidate_specific_unexplained_residual,0.4568424107733882,53
65f8043c191912de,finite_label_noise,0.0,53
65f8043c191912de,extreme_order_geometry,0.2417061232457709,53
65f8043c191912de,utility_mismatch,0.0,53
65f8043c191912de,shared_target_calibration,-0.0037546835649312693,53
65f8043c191912de,candidate_specific_unexplained_residual,0.4412938433380283,53
6bf35e10ba7ffd13,finite_label_noise,0.0,53
6bf35e10ba7ffd13,extreme_order_geometry,0.24180726709070818,53
6bf35e10ba7ffd13,utility_mismatch,0.0,53
6bf35e10ba7ffd13,shared_target_calibration,-0.012453054229538279,53
6bf35e10ba7ffd13,candidate_specific_unexplained_residual,0.449891070157698,53
7457181779f7afd5,finite_label_noise,0.0,53
7457181779f7afd5,extreme_order_geometry,0.23821206314793725,53
7457181779f7afd5,utility_mismatch,0.0,53
7457181779f7afd5,shared_target_calibration,-0.005676416618739795,53
7457181779f7afd5,candidate_specific_unexplained_residual,0.44670963648967055,53
79380caf33dcb95a,finite_label_noise,0.0,53
79380caf33dcb95a,extreme_order_geometry,0.2463794286266235,53
79380caf33dcb95a,utility_mismatch,0.0,53
79380caf33dcb95a,shared_target_calibration,-0.00550171361384811,53
79380caf33dcb95a,candidate_specific_unexplained_residual,0.43836756800609256,53
7febdfd27671ce81,finite_label_noise,0.0,53
7febdfd27671ce81,extreme_order_geometry,0.2398935795700197,53
7febdfd27671ce81,utility_mismatch,0.0,53
7febdfd27671ce81,shared_target_calibration,-0.00471555009183553,53
7febdfd27671ce81,candidate_specific_unexplained_residual,0.44406725354068377,53
850437bd0a595888,finite_label_noise,0.0,53
850437bd0a595888,extreme_order_geometry,0.2377487203958332,53
850437bd0a595888,utility_mismatch,0.0,53
850437bd0a595888,shared_target_calibration,-0.00550171361384811,53
850437bd0a595888,candidate_specific_unexplained_residual,0.4469982762368828,53
882036f3a11222c0,finite_label_noise,0.0,53
882036f3a11222c0,extreme_order_geometry,0.23918834464586133,53
882036f3a11222c0,utility_mismatch,0.0,53
882036f3a11222c0,shared_target_calibration,-0.0058716729183246165,53
882036f3a11222c0,candidate_specific_unexplained_residual,0.4459286112913312,53
8c827d94c0fc2339,finite_label_noise,0.0,53
8c827d94c0fc2339,extreme_order_geometry,0.24497556519445815,53
8c827d94c0fc2339,utility_mismatch,0.0,53
8c827d94c0fc2339,shared_target_calibration,-0.00550171361384811,53
8c827d94c0fc2339,candidate_specific_unexplained_residual,0.439771431438258,53
8e07ab8855cff61f,finite_label_noise,0.0,53
8e07ab8855cff61f,extreme_order_geometry,0.23875364246310146,53
8e07ab8855cff61f,utility_mismatch,0.0,53
8e07ab8855cff61f,shared_target_calibration,-0.00550171361384811,53
8e07ab8855cff61f,candidate_specific_unexplained_residual,0.4459933541696146,53
962e5897bac10cf4,finite_label_noise,0.0,53
962e5897bac10cf4,extreme_order_geometry,0.24677251038762973,53
962e5897bac10cf4,utility_mismatch,0.0,53
962e5897bac10cf4,shared_target_calibration,-0.00550171361384811,53
962e5897bac10cf4,candidate_specific_unexplained_residual,0.4568424107733882,53
985cbb28b8c1de82,finite_label_noise,0.0,53
985cbb28b8c1de82,extreme_order_geometry,0.23964462778804907,53
985cbb28b8c1de82,utility_mismatch,0.0,53
985cbb28b8c1de82,shared_target_calibration,-0.005082426402108069,53
985cbb28b8c1de82,candidate_specific_unexplained_residual,0.444683081632927,53
98ab2069db07a653,finite_label_noise,0.0,53
98ab2069db07a653,extreme_order_geometry,0.2467725103876298,53
98ab2069db07a653,utility_mismatch,0.0,53
98ab2069db07a653,shared_target_calibration,-0.00550171361384811,53
98ab2069db07a653,candidate_specific_unexplained_residual,0.45684241077338816,53
a062a04f8717d557,finite_label_noise,0.0,53
a062a04f8717d557,extreme_order_geometry,0.23833911987876757,53
a062a04f8717d557,utility_mismatch,0.0,53
a062a04f8717d557,shared_target_calibration,-0.00578759125821632,53
a062a04f8717d557,candidate_specific_unexplained_residual,0.44669375439831677,53
a35a54ae46d31c40,finite_label_noise,0.0,53
a35a54ae46d31c40,extreme_order_geometry,0.24064043491593165,53
a35a54ae46d31c40,utility_mismatch,0.0,53
a35a54ae46d31c40,shared_target_calibration,-0.00550171361384811,53
a35a54ae46d31c40,candidate_specific_unexplained_residual,0.44410656171678436,53
a50ddc576cbc49e2,finite_label_noise,0.0,53
a50ddc576cbc49e2,extreme_order_geometry,0.2380221685774028,53
a50ddc576cbc49e2,utility_mismatch,0.0,53
a50ddc576cbc49e2,shared_target_calibration,-0.005228265432278516,53
a50ddc576cbc49e2,candidate_specific_unexplained_residual,0.4464513798737436,53
b45bcefe06fbc9ef,finite_label_noise,0.0,53
b45bcefe06fbc9ef,extreme_order_geometry,0.24385247444872588,53
b45bcefe06fbc9ef,utility_mismatch,0.0,53
b45bcefe06fbc9ef,shared_target_calibration,0.001012212711398971,53
b45bcefe06fbc9ef,candidate_specific_unexplained_residual,0.453248520387045,53
b642db44833aef48,finite_label_noise,0.0,53
b642db44833aef48,extreme_order_geometry,0.24122312082048214,53
b642db44833aef48,utility_mismatch,0.0,53
b642db44833aef48,shared_target_calibration,-0.00550171361384811,53
b642db44833aef48,candidate_specific_unexplained_residual,0.4435238758122339,53
b65c483340822a7d,finite_label_noise,0.0,53
b65c483340822a7d,extreme_order_geometry,0.24677251038762973,53
b65c483340822a7d,utility_mismatch,0.0,53
b65c483340822a7d,shared_target_calibration,-0.005501713613848106,53
b65c483340822a7d,candidate_specific_unexplained_residual,0.4568424107733882,53
b8039853d9aad86d,finite_label_noise,0.0,53
b8039853d9aad86d,extreme_order_geometry,0.23832125252599456,53
b8039853d9aad86d,utility_mismatch,0.0,53
b8039853d9aad86d,shared_target_calibration,-0.005108631852841822,53
b8039853d9aad86d,candidate_specific_unexplained_residual,0.4460326623457152,53
b96e65058a421903,finite_label_noise,0.0,53
b96e65058a421903,extreme_order_geometry,0.23875364246310146,53
b96e65058a421903,utility_mismatch,0.0,53
b96e65058a421903,shared_target_calibration,-0.00550171361384811,53
b96e65058a421903,candidate_specific_unexplained_residual,0.4459933541696146,53
bc06299b9f6c0bd1,finite_label_noise,0.0,53
bc06299b9f6c0bd1,extreme_order_geometry,0.24362785629957945,53
bc06299b9f6c0bd1,utility_mismatch,0.0,53
bc06299b9f6c0bd1,shared_target_calibration,-0.004453495584498005,53
bc06299b9f6c0bd1,candidate_specific_unexplained_residual,0.44007092230378647,53
beab4b14cf2f89c4,finite_label_noise,0.0,53
beab4b14cf2f89c4,extreme_order_geometry,0.23859640975869895,53
beab4b14cf2f89c4,utility_mismatch,0.0,53
beab4b14cf2f89c4,shared_target_calibration,-0.00550171361384811,53
beab4b14cf2f89c4,candidate_specific_unexplained_residual,0.4461505868740171,53
c226777360e44ea7,finite_label_noise,0.0,53
c226777360e44ea7,extreme_order_geometry,0.24677251038762973,53
c226777360e44ea7,utility_mismatch,0.0,53
c226777360e44ea7,shared_target_calibration,-0.005501713613848106,53
c226777360e44ea7,candidate_specific_unexplained_residual,0.4568424107733882,53
c4acad43cbb188a9,finite_label_noise,0.0,53
c4acad43cbb188a9,extreme_order_geometry,0.24382439718008259,53
c4acad43cbb188a9,utility_mismatch,0.0,53
c4acad43cbb188a9,shared_target_calibration,0.0009841354427556647,53
c4acad43cbb188a9,candidate_specific_unexplained_residual,0.4533046749243316,53
ca6e2376e07d1e50,finite_label_noise,0.0,53
ca6e2376e07d1e50,extreme_order_geometry,0.24677251038762973,53
ca6e2376e07d1e50,utility_mismatch,0.0,53
ca6e2376e07d1e50,shared_target_calibration,-0.00550171361384811,53
ca6e2376e07d1e50,candidate_specific_unexplained_residual,0.45684241077338816,53
cbd4d988ab34046c,finite_label_noise,0.0,53
cbd4d988ab34046c,extreme_order_geometry,0.2411452346511187,53
cbd4d988ab34046c,utility_mismatch,0.0,53
cbd4d988ab34046c,shared_target_calibration,-0.012122038009743511,53
cbd4d988ab34046c,candidate_specific_unexplained_residual,0.4502220863774928,53
cc96641e946dd6a2,finite_label_noise,0.0,53
cc96641e946dd6a2,extreme_order_geometry,0.23985427139391907,53
cc96641e946dd6a2,utility_mismatch,0.0,53
cc96641e946dd6a2,shared_target_calibration,-0.00550171361384811,53
cc96641e946dd6a2,candidate_specific_unexplained_residual,0.444892725238797,53
d08c0f19933e532f,finite_label_noise,0.0,53
d08c0f19933e532f,extreme_order_geometry,0.24677251038762973,53
d08c0f19933e532f,utility_mismatch,0.0,53
d08c0f19933e532f,shared_target_calibration,-0.00550171361384811,53
d08c0f19933e532f,candidate_specific_unexplained_residual,0.45684241077338816,53
e715c94dc5c54a6e,finite_label_noise,0.0,53
e715c94dc5c54a6e,extreme_order_geometry,0.24266027042633323,53
e715c94dc5c54a6e,utility_mismatch,0.0,53
e715c94dc5c54a6e,shared_target_calibration,-0.0059855065504712335,53
e715c94dc5c54a6e,candidate_specific_unexplained_residual,0.442570519143006,53
e8f9ea93af1dec4a,finite_label_noise,0.0,53
e8f9ea93af1dec4a,extreme_order_geometry,0.24677251038762973,53
e8f9ea93af1dec4a,utility_mismatch,0.0,53
e8f9ea93af1dec4a,shared_target_calibration,-0.00550171361384811,53
e8f9ea93af1dec4a,candidate_specific_unexplained_residual,0.45684241077338816,53
ec8f3e9c75f9a21b,finite_label_noise,0.0,53
ec8f3e9c75f9a21b,extreme_order_geometry,0.24395887251937423,53
ec8f3e9c75f9a21b,utility_mismatch,0.0,53
ec8f3e9c75f9a21b,shared_target_calibration,0.0011186107820472895,53
ec8f3e9c75f9a21b,candidate_specific_unexplained_residual,0.45303572424574834,53
ed830aad3718e1dc,finite_label_noise,0.0,53
ed830aad3718e1dc,extreme_order_geometry,0.2378934870801936,53
ed830aad3718e1dc,utility_mismatch,0.0,53
ed830aad3718e1dc,shared_target_calibration,-0.00550171361384811,53
ed830aad3718e1dc,candidate_specific_unexplained_residual,0.4468535095525225,53
f31c131a340c9ba8,finite_label_noise,0.0,53
f31c131a340c9ba8,extreme_order_geometry,0.24362785629957945,53
f31c131a340c9ba8,utility_mismatch,0.0,53
f31c131a340c9ba8,shared_target_calibration,-0.007635586030739395,53
f31c131a340c9ba8,candidate_specific_unexplained_residual,0.44325301275002793,53
