stage,field_level,target_id,trajectory,candidate_count,epsilon,epsilon_source,epsilon_optimal_count,epsilon_optimal_fraction,effective_candidate_multiplicity
T2,trajectory_cell,1,2|1|0|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.0138877377577535
T2,trajectory_cell,1,2|1|0|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,2.0138877377577535
T2,trajectory_cell,1,2|1|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.139325986678298
T2,trajectory_cell,1,2|1|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.139325986678298
T2,trajectory_cell,1,2|1|1|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.139325986678298
T2,trajectory_cell,1,2|1|1|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.139325986678298
T2,trajectory_cell,1,2|1|1|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,2.139325986678298
T2,target_universe,2,ALL_TARGET_CANDIDATES,24,0.0,T2_locked_rule,1,0.041666666666666664,4.473423233658141
T2,target_universe,2,ALL_TARGET_CANDIDATES,24,0.012149053816,T2_locked_rule,1,0.041666666666666664,4.473423233658141
T2,target_universe,2,ALL_TARGET_CANDIDATES,24,0.015601977635,T2_locked_rule,1,0.041666666666666664,4.473423233658141
T2,target_universe,2,ALL_TARGET_CANDIDATES,24,0.02,T2_locked_rule,1,0.041666666666666664,4.473423233658141
T2,target_universe,2,ALL_TARGET_CANDIDATES,24,0.025454384114,T2_locked_rule,1,0.041666666666666664,4.473423233658141
T2,trajectory_cell,2,0|2|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,3.2084832066326454
T2,trajectory_cell,2,0|2|0|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,3.2084832066326454
T2,trajectory_cell,2,0|2|0|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,3.2084832066326454
T2,trajectory_cell,2,0|2|0|S0_full_support,4,0.02,T2_locked_rule,4,1.0,3.2084832066326454
T2,trajectory_cell,2,0|2|0|S0_full_support,4,0.025454384114,T2_locked_rule,4,1.0,3.2084832066326454
T2,trajectory_cell,2,0|2|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.9321617961789093
T2,trajectory_cell,2,0|2|1|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,2.9321617961789093
T2,trajectory_cell,2,0|2|1|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.9321617961789093
T2,trajectory_cell,2,0|2|1|S0_full_support,4,0.02,T2_locked_rule,3,0.75,2.9321617961789093
T2,trajectory_cell,2,0|2|1|S0_full_support,4,0.025454384114,T2_locked_rule,4,1.0,2.9321617961789093
T2,trajectory_cell,2,1|2|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,3.48595326926084
T2,trajectory_cell,2,1|2|0|S0_full_support,4,0.012149053816,T2_locked_rule,3,0.75,3.48595326926084
T2,trajectory_cell,2,1|2|0|S0_full_support,4,0.015601977635,T2_locked_rule,3,0.75,3.48595326926084
T2,trajectory_cell,2,1|2|0|S0_full_support,4,0.02,T2_locked_rule,4,1.0,3.48595326926084
T2,trajectory_cell,2,1|2|0|S0_full_support,4,0.025454384114,T2_locked_rule,4,1.0,3.48595326926084
T2,trajectory_cell,2,1|2|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.5972127835429566
T2,trajectory_cell,2,1|2|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.5972127835429566
T2,trajectory_cell,2,1|2|1|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.5972127835429566
T2,trajectory_cell,2,1|2|1|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.5972127835429566
T2,trajectory_cell,2,1|2|1|S0_full_support,4,0.025454384114,T2_locked_rule,3,0.75,2.5972127835429566
T2,trajectory_cell,2,2|2|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.5846502343486737
T2,trajectory_cell,2,2|2|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,2.5846502343486737
T2,trajectory_cell,2,2|2|0|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.5846502343486737
T2,trajectory_cell,2,2|2|0|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.5846502343486737
T2,trajectory_cell,2,2|2|0|S0_full_support,4,0.025454384114,T2_locked_rule,3,0.75,2.5846502343486737
T2,trajectory_cell,2,2|2|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.1141034673231425
T2,trajectory_cell,2,2|2|1|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.1141034673231425
T2,trajectory_cell,2,2|2|1|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.1141034673231425
T2,trajectory_cell,2,2|2|1|S0_full_support,4,0.02,T2_locked_rule,1,0.25,1.1141034673231425
T2,trajectory_cell,2,2|2|1|S0_full_support,4,0.025454384114,T2_locked_rule,1,0.25,1.1141034673231425
T2,target_universe,3,ALL_TARGET_CANDIDATES,24,0.0,T2_locked_rule,1,0.041666666666666664,1.917998721013
T2,target_universe,3,ALL_TARGET_CANDIDATES,24,0.012149053816,T2_locked_rule,1,0.041666666666666664,1.917998721013
T2,target_universe,3,ALL_TARGET_CANDIDATES,24,0.015601977635,T2_locked_rule,1,0.041666666666666664,1.917998721013
T2,target_universe,3,ALL_TARGET_CANDIDATES,24,0.02,T2_locked_rule,1,0.041666666666666664,1.917998721013
T2,target_universe,3,ALL_TARGET_CANDIDATES,24,0.025454384114,T2_locked_rule,1,0.041666666666666664,1.917998721013
T2,trajectory_cell,3,0|3|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.2953078234805688
T2,trajectory_cell,3,0|3|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.2953078234805688
T2,trajectory_cell,3,0|3|0|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.2953078234805688
T2,trajectory_cell,3,0|3|0|S0_full_support,4,0.02,T2_locked_rule,1,0.25,1.2953078234805688
T2,trajectory_cell,3,0|3|0|S0_full_support,4,0.025454384114,T2_locked_rule,1,0.25,1.2953078234805688
T2,trajectory_cell,3,0|3|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.706694402111529
T2,trajectory_cell,3,0|3|1|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.706694402111529
T2,trajectory_cell,3,0|3|1|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.706694402111529
T2,trajectory_cell,3,0|3|1|S0_full_support,4,0.02,T2_locked_rule,2,0.5,1.706694402111529
T2,trajectory_cell,3,0|3|1|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,1.706694402111529
T2,trajectory_cell,3,1|3|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.0343026061136402
T2,trajectory_cell,3,1|3|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.0343026061136402
T2,trajectory_cell,3,1|3|0|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.0343026061136402
T2,trajectory_cell,3,1|3|0|S0_full_support,4,0.02,T2_locked_rule,1,0.25,1.0343026061136402
T2,trajectory_cell,3,1|3|0|S0_full_support,4,0.025454384114,T2_locked_rule,1,0.25,1.0343026061136402
T2,trajectory_cell,3,1|3|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.9105010230710158
T2,trajectory_cell,3,1|3|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.9105010230710158
T2,trajectory_cell,3,1|3|1|S0_full_support,4,0.015601977635,T2_locked_rule,3,0.75,2.9105010230710158
T2,trajectory_cell,3,1|3|1|S0_full_support,4,0.02,T2_locked_rule,3,0.75,2.9105010230710158
T2,trajectory_cell,3,1|3|1|S0_full_support,4,0.025454384114,T2_locked_rule,3,0.75,2.9105010230710158
T2,trajectory_cell,3,2|3|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.6951300901107738
T2,trajectory_cell,3,2|3|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.6951300901107738
T2,trajectory_cell,3,2|3|0|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,1.6951300901107738
T2,trajectory_cell,3,2|3|0|S0_full_support,4,0.02,T2_locked_rule,2,0.5,1.6951300901107738
T2,trajectory_cell,3,2|3|0|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,1.6951300901107738
T2,trajectory_cell,3,2|3|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.786930744202773
T2,trajectory_cell,3,2|3|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,1.786930744202773
T2,trajectory_cell,3,2|3|1|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,1.786930744202773
T2,trajectory_cell,3,2|3|1|S0_full_support,4,0.02,T2_locked_rule,2,0.5,1.786930744202773
T2,trajectory_cell,3,2|3|1|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,1.786930744202773
T2,target_universe,4,ALL_TARGET_CANDIDATES,24,0.0,T2_locked_rule,1,0.041666666666666664,4.083796994749069
T2,target_universe,4,ALL_TARGET_CANDIDATES,24,0.012149053816,T2_locked_rule,2,0.08333333333333333,4.083796994749069
T2,target_universe,4,ALL_TARGET_CANDIDATES,24,0.015601977635,T2_locked_rule,2,0.08333333333333333,4.083796994749069
T2,target_universe,4,ALL_TARGET_CANDIDATES,24,0.02,T2_locked_rule,2,0.08333333333333333,4.083796994749069
T2,target_universe,4,ALL_TARGET_CANDIDATES,24,0.025454384114,T2_locked_rule,3,0.125,4.083796994749069
T2,trajectory_cell,4,0|4|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.2065989779289095
T2,trajectory_cell,4,0|4|0|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.2065989779289095
T2,trajectory_cell,4,0|4|0|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.2065989779289095
T2,trajectory_cell,4,0|4|0|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.2065989779289095
T2,trajectory_cell,4,0|4|0|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,2.2065989779289095
T2,trajectory_cell,4,0|4|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.8132093275357206
T2,trajectory_cell,4,0|4|1|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.8132093275357206
T2,trajectory_cell,4,0|4|1|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.8132093275357206
T2,trajectory_cell,4,0|4|1|S0_full_support,4,0.02,T2_locked_rule,1,0.25,1.8132093275357206
T2,trajectory_cell,4,0|4|1|S0_full_support,4,0.025454384114,T2_locked_rule,1,0.25,1.8132093275357206
T2,trajectory_cell,4,1|4|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,3.118534348255198
T2,trajectory_cell,4,1|4|0|S0_full_support,4,0.012149053816,T2_locked_rule,3,0.75,3.118534348255198
T2,trajectory_cell,4,1|4|0|S0_full_support,4,0.015601977635,T2_locked_rule,3,0.75,3.118534348255198
T2,trajectory_cell,4,1|4|0|S0_full_support,4,0.02,T2_locked_rule,3,0.75,3.118534348255198
T2,trajectory_cell,4,1|4|0|S0_full_support,4,0.025454384114,T2_locked_rule,3,0.75,3.118534348255198
T2,trajectory_cell,4,1|4|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.273682493781522
T2,trajectory_cell,4,1|4|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.273682493781522
T2,trajectory_cell,4,1|4|1|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.273682493781522
T2,trajectory_cell,4,1|4|1|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.273682493781522
T2,trajectory_cell,4,1|4|1|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,2.273682493781522
T2,trajectory_cell,4,2|4|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.166710837228871
T2,trajectory_cell,4,2|4|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.166710837228871
T2,trajectory_cell,4,2|4|0|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.166710837228871
T2,trajectory_cell,4,2|4|0|S0_full_support,4,0.02,T2_locked_rule,1,0.25,1.166710837228871
T2,trajectory_cell,4,2|4|0|S0_full_support,4,0.025454384114,T2_locked_rule,1,0.25,1.166710837228871
T2,trajectory_cell,4,2|4|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.7394509055938405
T2,trajectory_cell,4,2|4|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.7394509055938405
T2,trajectory_cell,4,2|4|1|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.7394509055938405
T2,trajectory_cell,4,2|4|1|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.7394509055938405
T2,trajectory_cell,4,2|4|1|S0_full_support,4,0.025454384114,T2_locked_rule,3,0.75,2.7394509055938405
T2,target_universe,5,ALL_TARGET_CANDIDATES,24,0.0,T2_locked_rule,1,0.041666666666666664,13.172782208510824
T2,target_universe,5,ALL_TARGET_CANDIDATES,24,0.012149053816,T2_locked_rule,2,0.08333333333333333,13.172782208510824
T2,target_universe,5,ALL_TARGET_CANDIDATES,24,0.015601977635,T2_locked_rule,4,0.16666666666666666,13.172782208510824
T2,target_universe,5,ALL_TARGET_CANDIDATES,24,0.02,T2_locked_rule,7,0.2916666666666667,13.172782208510824
T2,target_universe,5,ALL_TARGET_CANDIDATES,24,0.025454384114,T2_locked_rule,11,0.4583333333333333,13.172782208510824
T2,trajectory_cell,5,0|5|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.5117310871420844
T2,trajectory_cell,5,0|5|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,2.5117310871420844
T2,trajectory_cell,5,0|5|0|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.5117310871420844
T2,trajectory_cell,5,0|5|0|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.5117310871420844
T2,trajectory_cell,5,0|5|0|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,2.5117310871420844
T2,trajectory_cell,5,0|5|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,3.2260060825706844
T2,trajectory_cell,5,0|5|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,3.2260060825706844
T2,trajectory_cell,5,0|5|1|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,3.2260060825706844
T2,trajectory_cell,5,0|5|1|S0_full_support,4,0.02,T2_locked_rule,4,1.0,3.2260060825706844
T2,trajectory_cell,5,0|5|1|S0_full_support,4,0.025454384114,T2_locked_rule,4,1.0,3.2260060825706844
T2,trajectory_cell,5,1|5|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,3.536716522901476
T2,trajectory_cell,5,1|5|0|S0_full_support,4,0.012149053816,T2_locked_rule,3,0.75,3.536716522901476
T2,trajectory_cell,5,1|5|0|S0_full_support,4,0.015601977635,T2_locked_rule,3,0.75,3.536716522901476
T2,trajectory_cell,5,1|5|0|S0_full_support,4,0.02,T2_locked_rule,4,1.0,3.536716522901476
T2,trajectory_cell,5,1|5|0|S0_full_support,4,0.025454384114,T2_locked_rule,4,1.0,3.536716522901476
T2,trajectory_cell,5,1|5|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.9024121610217284
T2,trajectory_cell,5,1|5|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.9024121610217284
T2,trajectory_cell,5,1|5|1|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.9024121610217284
T2,trajectory_cell,5,1|5|1|S0_full_support,4,0.02,T2_locked_rule,3,0.75,2.9024121610217284
T2,trajectory_cell,5,1|5|1|S0_full_support,4,0.025454384114,T2_locked_rule,3,0.75,2.9024121610217284
T2,trajectory_cell,5,2|5|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.8994926939649228
T2,trajectory_cell,5,2|5|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.8994926939649228
T2,trajectory_cell,5,2|5|0|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.8994926939649228
T2,trajectory_cell,5,2|5|0|S0_full_support,4,0.02,T2_locked_rule,1,0.25,1.8994926939649228
T2,trajectory_cell,5,2|5|0|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,1.8994926939649228
T2,trajectory_cell,5,2|5|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.5772770356749097
T2,trajectory_cell,5,2|5|1|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,2.5772770356749097
T2,trajectory_cell,5,2|5|1|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,2.5772770356749097
T2,trajectory_cell,5,2|5|1|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.5772770356749097
T2,trajectory_cell,5,2|5|1|S0_full_support,4,0.025454384114,T2_locked_rule,4,1.0,2.5772770356749097
T2,target_universe,6,ALL_TARGET_CANDIDATES,24,0.0,T2_locked_rule,1,0.041666666666666664,6.172820217052631
T2,target_universe,6,ALL_TARGET_CANDIDATES,24,0.012149053816,T2_locked_rule,1,0.041666666666666664,6.172820217052631
T2,target_universe,6,ALL_TARGET_CANDIDATES,24,0.015601977635,T2_locked_rule,2,0.08333333333333333,6.172820217052631
T2,target_universe,6,ALL_TARGET_CANDIDATES,24,0.02,T2_locked_rule,2,0.08333333333333333,6.172820217052631
T2,target_universe,6,ALL_TARGET_CANDIDATES,24,0.025454384114,T2_locked_rule,4,0.16666666666666666,6.172820217052631
T2,trajectory_cell,6,0|6|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,3.606722194479281
T2,trajectory_cell,6,0|6|0|S0_full_support,4,0.012149053816,T2_locked_rule,3,0.75,3.606722194479281
T2,trajectory_cell,6,0|6|0|S0_full_support,4,0.015601977635,T2_locked_rule,4,1.0,3.606722194479281
T2,trajectory_cell,6,0|6|0|S0_full_support,4,0.02,T2_locked_rule,4,1.0,3.606722194479281
T2,trajectory_cell,6,0|6|0|S0_full_support,4,0.025454384114,T2_locked_rule,4,1.0,3.606722194479281
T2,trajectory_cell,6,0|6|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.8933897208747643
T2,trajectory_cell,6,0|6|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.8933897208747643
T2,trajectory_cell,6,0|6|1|S0_full_support,4,0.015601977635,T2_locked_rule,3,0.75,2.8933897208747643
T2,trajectory_cell,6,0|6|1|S0_full_support,4,0.02,T2_locked_rule,3,0.75,2.8933897208747643
T2,trajectory_cell,6,0|6|1|S0_full_support,4,0.025454384114,T2_locked_rule,3,0.75,2.8933897208747643
T2,trajectory_cell,6,1|6|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.9572128782922478
T2,trajectory_cell,6,1|6|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.9572128782922478
T2,trajectory_cell,6,1|6|0|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.9572128782922478
T2,trajectory_cell,6,1|6|0|S0_full_support,4,0.02,T2_locked_rule,1,0.25,1.9572128782922478
T2,trajectory_cell,6,1|6|0|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,1.9572128782922478
T2,trajectory_cell,6,1|6|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,3.0843768504066014
T2,trajectory_cell,6,1|6|1|S0_full_support,4,0.012149053816,T2_locked_rule,3,0.75,3.0843768504066014
T2,trajectory_cell,6,1|6|1|S0_full_support,4,0.015601977635,T2_locked_rule,3,0.75,3.0843768504066014
T2,trajectory_cell,6,1|6|1|S0_full_support,4,0.02,T2_locked_rule,3,0.75,3.0843768504066014
T2,trajectory_cell,6,1|6|1|S0_full_support,4,0.025454384114,T2_locked_rule,3,0.75,3.0843768504066014
T2,trajectory_cell,6,2|6|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.031472086159537
T2,trajectory_cell,6,2|6|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.031472086159537
T2,trajectory_cell,6,2|6|0|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.031472086159537
T2,trajectory_cell,6,2|6|0|S0_full_support,4,0.02,T2_locked_rule,1,0.25,1.031472086159537
T2,trajectory_cell,6,2|6|0|S0_full_support,4,0.025454384114,T2_locked_rule,1,0.25,1.031472086159537
T2,trajectory_cell,6,2|6|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.0174477171928493
T2,trajectory_cell,6,2|6|1|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,2.0174477171928493
T2,trajectory_cell,6,2|6|1|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,2.0174477171928493
T2,trajectory_cell,6,2|6|1|S0_full_support,4,0.02,T2_locked_rule,1,0.25,2.0174477171928493
T2,trajectory_cell,6,2|6|1|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,2.0174477171928493
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,0.0,T2_locked_rule,1,0.041666666666666664,4.1012172923886725
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,0.012149053816,T2_locked_rule,1,0.041666666666666664,4.1012172923886725
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,0.015601977635,T2_locked_rule,1,0.041666666666666664,4.1012172923886725
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,0.02,T2_locked_rule,1,0.041666666666666664,4.1012172923886725
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,0.025454384114,T2_locked_rule,2,0.08333333333333333,4.1012172923886725
T2,trajectory_cell,7,0|7|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.203018118001871
T2,trajectory_cell,7,0|7|0|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.203018118001871
T2,trajectory_cell,7,0|7|0|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.203018118001871
T2,trajectory_cell,7,0|7|0|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.203018118001871
T2,trajectory_cell,7,0|7|0|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,2.203018118001871
T2,trajectory_cell,7,0|7|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.293659773406862
T2,trajectory_cell,7,0|7|1|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.293659773406862
T2,trajectory_cell,7,0|7|1|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.293659773406862
T2,trajectory_cell,7,0|7|1|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.293659773406862
T2,trajectory_cell,7,0|7|1|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,2.293659773406862
T2,trajectory_cell,7,1|7|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,1.389635126131987
T2,trajectory_cell,7,1|7|0|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,1.389635126131987
T2,trajectory_cell,7,1|7|0|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,1.389635126131987
T2,trajectory_cell,7,1|7|0|S0_full_support,4,0.02,T2_locked_rule,1,0.25,1.389635126131987
T2,trajectory_cell,7,1|7|0|S0_full_support,4,0.025454384114,T2_locked_rule,1,0.25,1.389635126131987
T2,trajectory_cell,7,1|7|1|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.188919398839937
T2,trajectory_cell,7,1|7|1|S0_full_support,4,0.012149053816,T2_locked_rule,1,0.25,2.188919398839937
T2,trajectory_cell,7,1|7|1|S0_full_support,4,0.015601977635,T2_locked_rule,1,0.25,2.188919398839937
T2,trajectory_cell,7,1|7|1|S0_full_support,4,0.02,T2_locked_rule,2,0.5,2.188919398839937
T2,trajectory_cell,7,1|7|1|S0_full_support,4,0.025454384114,T2_locked_rule,2,0.5,2.188919398839937
T2,trajectory_cell,7,2|7|0|S0_full_support,4,0.0,T2_locked_rule,1,0.25,2.621536219424591
T2,trajectory_cell,7,2|7|0|S0_full_support,4,0.012149053816,T2_locked_rule,2,0.5,2.621536219424591
T2,trajectory_cell,7,2|7|0|S0_full_support,4,0.015601977635,T2_locked_rule,2,0.5,2.621536219424591
