inference_family,metric,point_estimate,bootstrap_replicates,ci_lower,ci_upper,targets,checkpoint_target_units,trial_ids,trajectories,row_iid_used,target_population_generalization_claimed
leave_trajectory_out:962e5897bac1,spearman,0.5578618708408176,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:962e5897bac1,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:962e5897bac1,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:985cbb28b8c1,spearman,0.5536307110253236,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:985cbb28b8c1,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:985cbb28b8c1,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:523ddae07661,spearman,0.5539282874129818,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:523ddae07661,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:523ddae07661,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:850437bd0a59,spearman,0.5877600584007961,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:850437bd0a59,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:850437bd0a59,regret,0.03620182922684078,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:30c0ea2033e3,spearman,0.5518194013313278,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:30c0ea2033e3,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:30c0ea2033e3,regret,0.03591683721744986,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b96e65058a42,spearman,0.5577670561637627,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b96e65058a42,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b96e65058a42,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:220c06009953,spearman,0.5504206420726292,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:220c06009953,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:220c06009953,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:98ab2069db07,spearman,0.5612906884216111,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:98ab2069db07,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:98ab2069db07,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:0b3fae5b95a3,spearman,0.5516662387459418,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:0b3fae5b95a3,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:0b3fae5b95a3,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:52f9eeb49c19,spearman,0.5594272997192451,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:52f9eeb49c19,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:52f9eeb49c19,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:ed830aad3718,spearman,0.5587052795925836,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:ed830aad3718,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:ed830aad3718,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:62fc31b23ce0,spearman,0.5593776710866539,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:62fc31b23ce0,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:62fc31b23ce0,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:7febdfd27671,spearman,0.5533874963723356,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:7febdfd27671,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:7febdfd27671,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:ec8f3e9c75f9,spearman,0.551869833594047,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:ec8f3e9c75f9,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:ec8f3e9c75f9,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:beab4b14cf2f,spearman,0.5567907994486593,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:beab4b14cf2f,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:beab4b14cf2f,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:40ba5c44e5f0,spearman,0.5576868466829109,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:40ba5c44e5f0,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:40ba5c44e5f0,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:4ad1225855ec,spearman,0.5576954082052485,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:4ad1225855ec,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:4ad1225855ec,regret,0.04039885418885409,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:e8f9ea93af1d,spearman,0.5567598596729201,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:e8f9ea93af1d,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:e8f9ea93af1d,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:a50ddc576cbc,spearman,0.5610094375924493,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:a50ddc576cbc,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:a50ddc576cbc,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:d08c0f19933e,spearman,0.5571903306844207,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:d08c0f19933e,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:d08c0f19933e,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:7457181779f7,spearman,0.5553156215234274,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:7457181779f7,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:7457181779f7,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:79380caf33dc,spearman,0.5291992430424544,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:79380caf33dc,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:79380caf33dc,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:573244bc56ed,spearman,0.5615103270801898,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:573244bc56ed,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:573244bc56ed,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:cc96641e946d,spearman,0.551944712474958,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:cc96641e946d,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:cc96641e946d,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:e715c94dc5c5,spearman,0.56071560121485,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:e715c94dc5c5,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:e715c94dc5c5,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:cbd4d988ab34,spearman,0.55068983501377,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:cbd4d988ab34,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:cbd4d988ab34,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:01c7ddffd3b5,spearman,0.5514323056414355,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:01c7ddffd3b5,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:01c7ddffd3b5,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b45bcefe06fb,spearman,0.5632811695184159,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b45bcefe06fb,top1,0.1111111111111111,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b45bcefe06fb,regret,0.03985077837474732,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:c4acad43cbb1,spearman,0.5547205125238167,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:c4acad43cbb1,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:c4acad43cbb1,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:8e07ab8855cf,spearman,0.5609479335118805,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:8e07ab8855cf,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:8e07ab8855cf,regret,0.036706140365180905,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:2293aeed0931,spearman,0.553266549669698,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:2293aeed0931,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:2293aeed0931,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b8039853d9aa,spearman,0.5606021904901826,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b8039853d9aa,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b8039853d9aa,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:60cceb5bf4b0,spearman,0.5508447333947388,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:60cceb5bf4b0,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:60cceb5bf4b0,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b642db44833a,spearman,0.5572919169974329,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b642db44833a,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b642db44833a,regret,0.030725408795378304,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:32e09e8d9ffc,spearman,0.5555967671079718,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:32e09e8d9ffc,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:32e09e8d9ffc,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:40d5447358bb,spearman,0.5547886364695054,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:40d5447358bb,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:40d5447358bb,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:1c2dbc827374,spearman,0.5580683883913804,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:1c2dbc827374,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:1c2dbc827374,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:a062a04f8717,spearman,0.5561751066432946,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:a062a04f8717,top1,0.3333333333333333,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:a062a04f8717,regret,0.027634506729517522,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:8c827d94c0fc,spearman,0.5647695470135707,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:8c827d94c0fc,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:8c827d94c0fc,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:f31c131a340c,spearman,0.5518768880738093,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:f31c131a340c,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:f31c131a340c,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:4990aed0f345,spearman,0.5539535882775426,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:4990aed0f345,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:4990aed0f345,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:659d818b8d34,spearman,0.5636734397235194,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:659d818b8d34,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:659d818b8d34,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:c226777360e4,spearman,0.5732891439998145,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:c226777360e4,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:c226777360e4,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b65c48334082,spearman,0.5514956112473758,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b65c48334082,top1,0.1111111111111111,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:b65c48334082,regret,0.0380336687481881,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:882036f3a112,spearman,0.5615433804138327,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:882036f3a112,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:882036f3a112,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:a35a54ae46d3,spearman,0.5586944873491295,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:a35a54ae46d3,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:a35a54ae46d3,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:ca6e2376e07d,spearman,0.5449694735205121,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:ca6e2376e07d,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:ca6e2376e07d,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:5412b8cf5ae7,spearman,0.5578343614443293,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:5412b8cf5ae7,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:5412b8cf5ae7,regret,0.03564186556146687,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:051f1974096d,spearman,0.551706893376899,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:051f1974096d,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:051f1974096d,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:bc06299b9f6c,spearman,0.5705266182055757,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:bc06299b9f6c,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:bc06299b9f6c,regret,0.02953983198162214,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:65f8043c1919,spearman,0.5594755483607583,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:65f8043c1919,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:65f8043c1919,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:560e02ef2280,spearman,0.5602189464890163,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:560e02ef2280,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:560e02ef2280,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:6bf35e10ba7f,spearman,0.5539701974355637,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:6bf35e10ba7f,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:6bf35e10ba7f,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:0f02703d2ed3,spearman,0.5647753521552382,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:0f02703d2ed3,top1,0.2222222222222222,0,,,9,,shared_target_trial_clusters,53,0,0
leave_trajectory_out:0f02703d2ed3,regret,0.03690395717543856,0,,,9,,shared_target_trial_clusters,53,0,0
