file,dataset,backbone,config,method,acc,mean_bacc,worst,leak,label_sep,scps
BNCI2014_001_EEGConformer,BNCI2014_001,EEGConformer,erm:0,erm,0.44328703703703703,0.44328703703703703,0.2777777777777778,0.6083292331960466,0.9995179561340082,False
BNCI2014_001_EEGConformer,BNCI2014_001,EEGConformer,lpc_prior:0.1,lpc_prior,0.44290123456790126,0.44290123456790126,0.2864583333333333,0.407200339767668,0.999919659355668,False
BNCI2014_001_EEGConformer,BNCI2014_001,EEGConformer,lpc_prior:0.3,lpc_prior,0.44425154320987653,0.44425154320987653,0.2847222222222222,0.3257682720820109,1.0,False
BNCI2014_001_EEGConformer,BNCI2014_001,EEGConformer,lpc_prior:0.5,lpc_prior,0.43537808641975306,0.43537808641975306,0.2864583333333333,0.26143546568022835,0.999919659355668,False
BNCI2014_001_EEGConformer,BNCI2014_001,EEGConformer,cdann:1,cdann,0.2540509259259259,0.2540509259259259,0.2048611111111111,1.6616103367673025,0.41118341769100986,False
BNCI2014_001_EEGNet,BNCI2014_001,EEGNet,erm,erm,0.41878858024691357,0.41878858024691357,0.2881944444444444,0.979601714346144,0.7378484775447898,False
BNCI2014_001_EEGNet,BNCI2014_001,EEGNet,marginal,marginal,0.37808641975308643,0.37808641975308643,0.265625,0.3444023546245363,0.6895637503012774,False
BNCI2014_001_EEGNet,BNCI2014_001,EEGNet,chain,chain,0.2700617283950617,0.2700617283950617,0.25,0.15746161258882946,0.4744115047802684,False
BNCI2014_001_EEGNet,BNCI2014_001,EEGNet,lpc_uniform,lpc_uniform,0.37037037037037046,0.37037037037037046,0.2638888888888889,0.24394539992014566,0.6927773760745561,False
BNCI2014_001_EEGNet,BNCI2014_001,EEGNet,lpc_prior,lpc_prior,0.35320216049382724,0.35320216049382724,0.2586805555555556,0.23340763482782576,0.6896440909456093,False
BNCI2014_001_EEGNet_bb250,BNCI2014_001,EEGNet,erm:0,erm,0.4284336419753087,0.4284336419753087,0.2743055555555556,1.0731731719440885,0.6289065638306419,False
BNCI2014_001_EEGNet_bb250,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.3726851851851852,0.3726851851851852,0.25,0.12666703595055473,0.606170161484695,False
BNCI2014_001_EEGNet_bb250,BNCI2014_001,EEGNet,lpc_prior:0.5,lpc_prior,0.3603395061728395,0.3603395061728395,0.2517361111111111,0.07865178502268261,0.5924319113039288,False
BNCI2014_001_EEGNet_bb250,BNCI2014_001,EEGNet,lpc_prior:1.0,lpc_prior,0.35030864197530864,0.35030864197530864,0.23784722222222224,0.041798481407264866,0.5533060175142605,False
BNCI2014_001_EEGNet_bb250,BNCI2014_001,EEGNet,cdann:1,cdann,0.3722993827160494,0.3722993827160494,0.2604166666666667,0.21058593690395355,0.5723467502209368,False
BNCI2014_001_EEGNet_chsic,BNCI2014_001,EEGNet,erm:0,erm,0.41898148148148145,0.41898148148148145,0.2760416666666667,1.1726932393179998,0.6327629147585765,False
BNCI2014_001_EEGNet_chsic,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.4184027777777778,0.4184027777777778,0.2743055555555555,0.11746577173471451,0.6164537639591869,False
BNCI2014_001_EEGNet_chsic,BNCI2014_001,EEGNet,chsic:0.5,chsic,0.4207175925925926,0.4207175925925926,0.2725694444444444,0.7221705516179403,0.6405559572587772,False
BNCI2014_001_EEGNet_chsic,BNCI2014_001,EEGNet,chsic:1,chsic,0.4209104938271605,0.4209104938271605,0.2708333333333333,0.42594097389115226,0.6431268578774002,False
BNCI2014_001_EEGNet_chsic,BNCI2014_001,EEGNet,cdann:1,cdann,0.39178240740740744,0.39178240740740744,0.2743055555555556,0.19774113761054146,0.5376395918695267,False
BNCI2014_001_EEGNet_contrastive,BNCI2014_001,EEGNet,erm:0,erm,0.44135802469135804,0.44135802469135804,0.2638888888888889,1.1021393934885662,0.6410380011247689,False
BNCI2014_001_EEGNet_contrastive,BNCI2014_001,EEGNet,supcon:0.3,supcon,0.4182098765432099,0.4182098765432099,0.2465277777777778,0.7967231339878507,0.6358961998875231,False
BNCI2014_001_EEGNet_contrastive,BNCI2014_001,EEGNet,supcon:0.5,supcon,0.4089506172839506,0.4089506172839506,0.2569444444444445,0.7309693164295621,0.6367799469751748,False
BNCI2014_001_EEGNet_contrastive,BNCI2014_001,EEGNet,supcon:1.0,supcon,0.42303240740740744,0.42303240740740744,0.27604166666666663,0.6677077412605286,0.6316381457379288,False
BNCI2014_001_EEGNet_contrastive,BNCI2014_001,EEGNet,lpc_prior:0.5,lpc_prior,0.39467592592592593,0.39467592592592593,0.2604166666666667,0.09167519087592761,0.596368602876195,False
BNCI2014_001_EEGNet_contrastive,BNCI2014_001,EEGNet,lpc_supcon:0.5:0.5,lpc_supcon,0.4045138888888889,0.4045138888888889,0.2569444444444444,0.0924654176665677,0.5958865590102033,False
BNCI2014_001_EEGNet_contrastive,BNCI2014_001,EEGNet,lpc_supcon:0.5:1.0,lpc_supcon,0.3836805555555556,0.3836805555555556,0.2586805555555556,0.09768504566616482,0.6040009640877321,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,erm:0,erm,0.42148919753086417,0.42148919753086417,0.2760416666666667,1.1786387893888686,0.6327629147585764,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,coral:1,coral,0.4266975308641976,0.4266975308641976,0.28125,0.7719563444455465,0.6384671005061461,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,mmd:1,mmd,0.4164737654320987,0.4164737654320987,0.2690972222222222,0.16388838820987278,0.6322808708925847,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,irm:100,irm,0.355516975308642,0.355516975308642,0.2743055555555556,0.12257132762008244,0.4447658070217724,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,vrex:10,vrex,0.3713348765432099,0.3713348765432099,0.265625,0.7437277436256409,0.5330601751426046,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,groupdro:0.01,groupdro,0.38445216049382713,0.38445216049382713,0.2638888888888889,1.0577177206675212,0.5642323451434081,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,dann:1,dann,0.40721450617283955,0.40721450617283955,0.2690972222222222,0.41756760246223873,0.537237888647867,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,cdann:0.5,cdann,0.4050925925925926,0.4050925925925926,0.2534722222222222,0.3257610946893692,0.6256929380573633,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,cdann:1,cdann,0.3829089506172839,0.3829089506172839,0.2569444444444444,0.2803933132025931,0.5315337029002971,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,iib:0.5,iib,0.4349922839506173,0.4349922839506173,0.2673611111111111,0.8208264576064216,0.6072145898610107,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,iib:1,iib,0.4297839506172839,0.4297839506172839,0.2690972222222222,0.7336858246061537,0.410942395758014,False
BNCI2014_001_EEGNet_frameworks,BNCI2014_001,EEGNet,lpc_prior:0.5,lpc_prior,0.39101080246913583,0.39101080246913583,0.2638888888888889,0.076724112033844,0.5905037358399614,False
BNCI2014_001_EEGNet_imb,BNCI2014_001,EEGNet,erm:0,erm,0.4141589506172839,0.4141589506172839,0.2604166666666667,0.9632655051019456,0.6734417344173441,False
BNCI2014_001_EEGNet_imb,BNCI2014_001,EEGNet,marginal:0.5,marginal,0.3676697530864198,0.3676697530864198,0.2881944444444444,0.07265448363290893,0.6182249322493225,False
BNCI2014_001_EEGNet_imb,BNCI2014_001,EEGNet,lpc_uniform:0.5,lpc_uniform,0.3744212962962962,0.3744212962962962,0.29687499999999994,0.060100308515959315,0.6133130081300814,False
BNCI2014_001_EEGNet_imb,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.38310185185185186,0.38310185185185186,0.2517361111111111,0.10516021152337392,0.6283875338753389,False
BNCI2014_001_EEGNet_imb,BNCI2014_001,EEGNet,lpc_prior:0.5,lpc_prior,0.3767361111111111,0.3767361111111111,0.2621527777777778,0.06859432326422797,0.6309281842818427,False
BNCI2014_001_EEGNet_imb,BNCI2014_001,EEGNet,cdann:1,cdann,0.3703703703703704,0.3703703703703704,0.2725694444444445,0.08998283412721422,0.5709688346883469,False
BNCI2014_001_EEGNet_imb_classbal,BNCI2014_001,EEGNet,erm:0,erm,0.4650848765432099,0.4650848765432099,0.30902777777777773,1.1478984091016982,0.6585365853658537,False
BNCI2014_001_EEGNet_imb_classbal,BNCI2014_001,EEGNet,marginal:0.5,marginal,0.4147376543209877,0.4147376543209877,0.3611111111111111,0.036315173324611455,0.5914634146341463,False
BNCI2014_001_EEGNet_imb_classbal,BNCI2014_001,EEGNet,lpc_uniform:0.5,lpc_uniform,0.42148919753086417,0.42148919753086417,0.3420138888888889,0.06499413338800271,0.6007791327913279,False
BNCI2014_001_EEGNet_imb_classbal,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.449074074074074,0.449074074074074,0.32812499999999994,0.1127427178952429,0.6415989159891599,False
BNCI2014_001_EEGNet_imb_classbal,BNCI2014_001,EEGNet,lpc_prior:0.5,lpc_prior,0.4220679012345679,0.4220679012345679,0.3159722222222222,0.04923948935336537,0.6312669376693767,False
BNCI2014_001_EEGNet_imb_classbal,BNCI2014_001,EEGNet,cdann:1,cdann,0.4521604938271605,0.4521604938271605,0.3454861111111111,0.061496857553720474,0.5740176151761518,False
BNCI2014_001_EEGNet_lamsweep,BNCI2014_001,EEGNet,erm:0,erm,0.5202546296296297,0.5202546296296297,0.359375,1.2013093365563288,0.5900216919739695,False
BNCI2014_001_EEGNet_lamsweep,BNCI2014_001,EEGNet,lpc_prior:0.05,lpc_prior,0.513695987654321,0.513695987654321,0.39062499999999994,0.6108281513055166,0.5811842210974532,False
BNCI2014_001_EEGNet_lamsweep,BNCI2014_001,EEGNet,lpc_prior:0.1,lpc_prior,0.5009645061728395,0.5009645061728395,0.3524305555555556,0.30442171957757735,0.5784526391901663,False
BNCI2014_001_EEGNet_lamsweep,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.4712577160493827,0.4712577160493827,0.36458333333333337,0.12508265425761542,0.5609383787257973,False
BNCI2014_001_EEGNet_lamsweep,BNCI2014_001,EEGNet,lpc_prior:0.5,lpc_prior,0.4710648148148149,0.4710648148148149,0.3663194444444444,0.07577539545794328,0.5340242628745884,False
BNCI2014_001_EEGNet_lamsweep,BNCI2014_001,EEGNet,lpc_prior:1.0,lpc_prior,0.46064814814814814,0.46064814814814814,0.36111111111111105,0.03420652526741227,0.49610347874989963,False
BNCI2014_001_EEGNet_ms0,BNCI2014_001,EEGNet,erm:0,erm,0.5237268518518519,0.5237268518518519,0.359375,1.1999594238069322,0.5901823732626335,False
BNCI2014_001_EEGNet_ms0,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.47125771604938266,0.47125771604938266,0.3628472222222222,0.1255002866188685,0.5584478187515064,False
BNCI2014_001_EEGNet_ms0,BNCI2014_001,EEGNet,cdann:1,cdann,0.47685185185185186,0.47685185185185186,0.3472222222222222,0.21873378256956735,0.5243030449104202,False
BNCI2014_001_EEGNet_ms1,BNCI2014_001,EEGNet,erm:0,erm,0.5129243827160495,0.5129243827160495,0.3645833333333333,1.2027018732494779,0.5879328352213384,False
BNCI2014_001_EEGNet_ms1,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.49691358024691357,0.49691358024691357,0.3888888888888889,0.12993520746628442,0.5643930264320719,False
BNCI2014_001_EEGNet_ms1,BNCI2014_001,EEGNet,cdann:1,cdann,0.4895833333333333,0.4895833333333333,0.3315972222222222,0.22040816479259068,0.5337832409415924,False
BNCI2014_001_EEGNet_ms2,BNCI2014_001,EEGNet,erm:0,erm,0.5165895061728395,0.5165895061728395,0.3819444444444445,1.1911220815446641,0.5814252430304491,False
BNCI2014_001_EEGNet_ms2,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.511574074074074,0.511574074074074,0.3576388888888889,0.13008696917030546,0.5627862135454327,False
BNCI2014_001_EEGNet_ms2,BNCI2014_001,EEGNet,cdann:1,cdann,0.4731867283950617,0.4731867283950617,0.3506944444444444,0.21233834077914557,0.5390857234675022,False
BNCI2014_001_EEGNet_v2,BNCI2014_001,EEGNet,erm:0,erm,0.4398148148148148,0.4398148148148148,0.2829861111111111,1.190582315127055,0.6516429661765888,False
BNCI2014_001_EEGNet_v2,BNCI2014_001,EEGNet,lpc_prior:0.1,lpc_prior,0.41358024691358025,0.41358024691358025,0.2673611111111111,0.23821499281459385,0.6447336707640395,False
BNCI2014_001_EEGNet_v2,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.4079861111111111,0.4079861111111111,0.2899305555555556,0.11500745680597094,0.631236442516269,False
BNCI2014_001_EEGNet_v2,BNCI2014_001,EEGNet,lpc_prior:0.5,lpc_prior,0.40065586419753085,0.40065586419753085,0.2690972222222222,0.06666584975189632,0.6098658311239655,False
BNCI2014_001_EEGNet_v2,BNCI2014_001,EEGNet,lpc_prior:1.0,lpc_prior,0.40142746913580246,0.40142746913580246,0.2604166666666667,0.02337438258756366,0.47529525186791993,False
BNCI2014_001_EEGNet_v2,BNCI2014_001,EEGNet,marginal:0.5,marginal,0.37654320987654316,0.37654320987654316,0.2621527777777778,0.07131981518533495,0.6042419860207278,False
BNCI2014_001_EEGNet_v2,BNCI2014_001,EEGNet,lpc_uniform:0.5,lpc_uniform,0.4018132716049383,0.4018132716049383,0.27083333333333337,0.06490133744147089,0.6039206234434,False
BNCI2014_001_EEGNet_v2,BNCI2014_001,EEGNet,chain:0.5,chain,0.39718364197530864,0.39718364197530864,0.26388888888888884,0.011974053741950128,0.35582871374628433,False
BNCI2014_001_EEGNet_xsess,BNCI2014_001,EEGNet,erm:0,erm,0.5462962962962963,0.5462962962962963,0.5462962962962963,1.1958280801773071,0.5989717223650386,False
BNCI2014_001_EEGNet_xsess,BNCI2014_001,EEGNet,lpc_prior:0.1,lpc_prior,0.537229938271605,0.537229938271605,0.5370370370370371,0.29906441271305084,0.6259640102827764,False
BNCI2014_001_EEGNet_xsess,BNCI2014_001,EEGNet,lpc_prior:0.3,lpc_prior,0.49517746913580246,0.49517746913580246,0.49344135802469136,0.13815848529338837,0.589974293059126,False
BNCI2014_001_EEGNet_xsess,BNCI2014_001,EEGNet,cdann:1,cdann,0.4648919753086419,0.4648919753086419,0.4594907407407407,0.09648586064577103,0.550771208226221,False
BNCI2014_001_LogCov,BNCI2014_001,LogCov,erm:0,erm,0.3360339506172839,0.3360339506172839,0.2378472222222222,1.1422589355044894,1.0,False
BNCI2014_001_LogCov,BNCI2014_001,LogCov,lpc_prior:0.3,lpc_prior,0.3180941358024691,0.3180941358024691,0.2222222222222222,0.0331538300961256,1.0,False
BNCI2014_001_LogCov,BNCI2014_001,LogCov,lpc_prior:0.5,lpc_prior,0.3138503086419753,0.3138503086419753,0.23958333333333334,0.03288320162230068,1.0,False
BNCI2014_001_LogCov,BNCI2014_001,LogCov,cdann:1,cdann,0.31288580246913583,0.31288580246913583,0.2309027777777778,1.7323024802737765,1.0,False
BNCI2014_001_LogCov,BNCI2014_001,LogCov,marginal:0.5,marginal,0.3217592592592593,0.3217592592592593,0.24479166666666669,0.03786680371397071,1.0,False
BNCI2014_001_ShallowConvNet_bb250,BNCI2014_001,ShallowConvNet,erm:0,erm,0.4174382716049383,0.4174382716049383,0.2621527777777778,1.6024751000934176,0.7443560697356794,False
BNCI2014_001_ShallowConvNet_bb250,BNCI2014_001,ShallowConvNet,lpc_prior:0.3,lpc_prior,0.40798611111111105,0.40798611111111105,0.265625,0.23587654696570504,0.727886237647626,False
BNCI2014_001_ShallowConvNet_bb250,BNCI2014_001,ShallowConvNet,lpc_prior:0.5,lpc_prior,0.3998842592592593,0.3998842592592593,0.2604166666666667,0.1597076969014274,0.7160761629308268,False
BNCI2014_001_ShallowConvNet_bb250,BNCI2014_001,ShallowConvNet,lpc_prior:1.0,lpc_prior,0.4104938271604939,0.4104938271604939,0.2604166666666667,0.0910942330956459,0.6812886639350847,False
BNCI2014_001_ShallowConvNet_bb250,BNCI2014_001,ShallowConvNet,cdann:1,cdann,0.3904320987654321,0.3904320987654321,0.265625,0.8907543751928542,0.6640957660480438,False
BNCI2014_004_Deep4Net_bb250,BNCI2014_004,Deep4Net,erm:0,erm,0.6279319567245264,0.6279319567245264,0.5264705882352941,1.085362156232198,0.9465927503441122,False
BNCI2014_004_Deep4Net_bb250,BNCI2014_004,Deep4Net,lpc_prior:0.3,lpc_prior,0.6113089482671525,0.6113089482671525,0.5176470588235293,0.19333631296952566,0.9793041391952515,False
BNCI2014_004_Deep4Net_bb250,BNCI2014_004,Deep4Net,lpc_prior:0.5,lpc_prior,0.6115988795813357,0.6115988795813357,0.525,0.1610183748934004,0.9831974228323325,False
BNCI2014_004_Deep4Net_bb250,BNCI2014_004,Deep4Net,lpc_prior:1.0,lpc_prior,0.5966073658798117,0.5966073658798117,0.5044117647058823,0.13891149477826226,0.9828173947392962,False
BNCI2014_004_Deep4Net_bb250,BNCI2014_004,Deep4Net,cdann:1,cdann,0.6115351419530985,0.6115351419530985,0.4985294117647059,0.8181310494740804,0.9120004015155462,False
BNCI2014_004_EEGConformer,BNCI2014_004,EEGConformer,erm:0,erm,0.6628501308325868,0.6628501308325868,0.55,0.3005039559470283,1.0,False
BNCI2014_004_EEGConformer,BNCI2014_004,EEGConformer,lpc_prior:0.1,lpc_prior,0.6631290475201723,0.6631290475201723,0.5416666666666667,0.21134742266601986,1.0,False
BNCI2014_004_EEGConformer,BNCI2014_004,EEGConformer,lpc_prior:0.3,lpc_prior,0.6595256763471418,0.6595256763471418,0.5458333333333334,0.15415063748757044,0.9999361797179144,False
BNCI2014_004_EEGConformer,BNCI2014_004,EEGConformer,lpc_prior:0.5,lpc_prior,0.6575535545865783,0.6575535545865783,0.5527777777777778,0.10572004814942677,0.9987224832415672,False
BNCI2014_004_EEGConformer,BNCI2014_004,EEGConformer,cdann:1,cdann,0.5001543209876543,0.5001543209876543,0.5,1.8322959503306555,0.4998453630251316,False
BNCI2014_004_EEGNet,BNCI2014_004,EEGNet,erm,erm,0.6571010122609711,0.6571010122609711,0.5426470588235295,0.5268155700630612,0.806919558908858,False
BNCI2014_004_EEGNet,BNCI2014_004,EEGNet,marginal,marginal,0.6361578296562818,0.6361578296562818,0.5367647058823529,0.13990910102923712,0.7731969503508895,False
BNCI2014_004_EEGNet,BNCI2014_004,EEGNet,chain,chain,0.5833667000333668,0.5833667000333668,0.5,0.10144353616568777,0.703544935251068,False
BNCI2014_004_EEGNet,BNCI2014_004,EEGNet,lpc_uniform,lpc_uniform,0.650228014392101,0.650228014392101,0.5432432432432432,0.15596737960974374,0.773266474150189,False
BNCI2014_004_EEGNet,BNCI2014_004,EEGNet,lpc_prior,lpc_prior,0.6573222086895978,0.6573222086895978,0.5291666666666667,0.10565102472901344,0.7770289006247277,False
BNCI2014_004_EEGNet_bb250,BNCI2014_004,EEGNet,erm:0,erm,0.6552072454291237,0.6552072454291237,0.5470588235294118,0.5287563701470693,0.7329560425817905,False
BNCI2014_004_EEGNet_bb250,BNCI2014_004,EEGNet,lpc_prior:0.3,lpc_prior,0.6385611359553569,0.6385611359553569,0.5455882352941177,0.03233655852576097,0.7231190708241436,False
BNCI2014_004_EEGNet_bb250,BNCI2014_004,EEGNet,lpc_prior:0.5,lpc_prior,0.6424961080791833,0.6424961080791833,0.5352941176470588,0.020365432629154787,0.7149472763826847,False
BNCI2014_004_EEGNet_bb250,BNCI2014_004,EEGNet,lpc_prior:1.0,lpc_prior,0.6528600323749962,0.6528600323749962,0.5416666666666666,0.010551094853629669,0.70175886680929,False
BNCI2014_004_EEGNet_bb250,BNCI2014_004,EEGNet,cdann:1,cdann,0.653893560743406,0.653893560743406,0.538888888888889,0.06939891394641665,0.7099626108300916,False
BNCI2014_004_EEGNet_chsic,BNCI2014_004,EEGNet,erm:0,erm,0.6447339367231009,0.6447339367231009,0.5236111111111111,0.534982442855835,0.7399693290475542,False
BNCI2014_004_EEGNet_chsic,BNCI2014_004,EEGNet,lpc_prior:0.3,lpc_prior,0.6570979002738548,0.6570979002738548,0.5294117647058824,0.03615598566830158,0.7344895602853773,False
BNCI2014_004_EEGNet_chsic,BNCI2014_004,EEGNet,chsic:0.5,chsic,0.6525241701970287,0.6525241701970287,0.5277777777777778,0.20773818261093563,0.7422702395976172,False
BNCI2014_004_EEGNet_chsic,BNCI2014_004,EEGNet,chsic:1,chsic,0.650291132205477,0.650291132205477,0.5176470588235295,0.12882978717486063,0.7410609178811809,False
BNCI2014_004_EEGNet_chsic,BNCI2014_004,EEGNet,cdann:1,cdann,0.6501074862271973,0.6501074862271973,0.5235294117647059,0.08260423897041215,0.7182608124481844,False
BNCI2014_004_EEGNet_contrastive,BNCI2014_004,EEGNet,erm:0,erm,0.6503851116338217,0.6503851116338217,0.5264705882352941,0.554318388303121,0.7418276638701187,False
BNCI2014_004_EEGNet_contrastive,BNCI2014_004,EEGNet,supcon:0.3,supcon,0.6524205448999051,0.6524205448999051,0.5310810810810811,0.3624181846777598,0.7444522135902916,False
BNCI2014_004_EEGNet_contrastive,BNCI2014_004,EEGNet,supcon:0.5,supcon,0.6538280669730618,0.6538280669730618,0.5351351351351352,0.3237688210275438,0.7436181811645642,False
BNCI2014_004_EEGNet_contrastive,BNCI2014_004,EEGNet,supcon:1.0,supcon,0.6548886735032247,0.6548886735032247,0.5243243243243243,0.2563300414217843,0.7450809622664993,False
BNCI2014_004_EEGNet_contrastive,BNCI2014_004,EEGNet,lpc_prior:0.5,lpc_prior,0.6420377033380129,0.6420377033380129,0.5176470588235293,0.027876925344268482,0.733262050516828,False
BNCI2014_004_EEGNet_contrastive,BNCI2014_004,EEGNet,lpc_supcon:0.5:0.5,lpc_supcon,0.6469647537113997,0.6469647537113997,0.5310810810810811,0.02689707332238969,0.7272467863501705,False
BNCI2014_004_EEGNet_contrastive,BNCI2014_004,EEGNet,lpc_supcon:0.5:1.0,lpc_supcon,0.6445184477563218,0.6445184477563218,0.5108108108108108,0.03172165765944454,0.7351757770225671,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,erm:0,erm,0.6484334695893004,0.6484334695893004,0.5236111111111111,0.53701341814465,0.73901048895211,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,coral:1,coral,0.6513651938832538,0.6513651938832538,0.5175675675675675,0.3393717077043321,0.7423333477217976,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,mmd:1,mmd,0.6489506017885791,0.6489506017885791,0.5147058823529411,0.07426692835158771,0.7413201914714712,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,irm:100,irm,0.6439305533603779,0.6439305533603779,0.525,0.06010863929986954,0.7197286303595528,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,vrex:10,vrex,0.6440609598246337,0.6440609598246337,0.5294117647058824,0.3877846896648407,0.7344124548646848,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,groupdro:0.01,groupdro,0.6308711962736732,0.6308711962736732,0.5161764705882352,0.5412484043174319,0.7277630398069057,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,dann:1,dann,0.6517061437082077,0.6517061437082077,0.5222222222222223,0.10750393486685222,0.7195295174499909,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,cdann:0.5,cdann,0.6654268303391109,0.6654268303391109,0.525,0.10596544212765163,0.7395161882474292,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,cdann:1,cdann,0.6524438912596808,0.6524438912596808,0.525,0.08800796709126896,0.716670094118011,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,iib:0.5,iib,0.6558948912793082,0.6558948912793082,0.5367647058823529,0.40534276101324296,0.7314826205102214,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,iib:1,iib,0.6490702389696198,0.6490702389696198,0.5397058823529411,0.3665268619855245,0.7074467440942919,False
BNCI2014_004_EEGNet_frameworks,BNCI2014_004,EEGNet,lpc_prior:0.5,lpc_prior,0.6493507310199776,0.6493507310199776,0.5220588235294117,0.024545618074221745,0.7252206801595363,False
BNCI2014_004_EEGNet_imb,BNCI2014_004,EEGNet,erm:0,erm,0.6469403614140455,0.6469403614140455,0.5402777777777777,0.41055457790692645,0.7489405541525268,False
BNCI2014_004_EEGNet_imb,BNCI2014_004,EEGNet,marginal:0.5,marginal,0.6443848130896634,0.6443848130896634,0.5264705882352941,0.009681336581707,0.7387411014674233,False
