scalarization_id,target,n_trajectories,mean_pairwise_auc,top1_joint_good_rate,auc_positive_side
leakage_source_risk__leakage_0.2__source_risk_0.8,2,18,0.5867308252605309,0.3333333333333333,1
leakage_source_risk__leakage_0.2__source_risk_0.8,3,18,0.6463512584436497,0.3333333333333333,1
leakage_source_risk__leakage_0.2__source_risk_0.8,4,18,0.48448832838092376,0.6666666666666666,0
leakage_source_risk__leakage_0.2__source_risk_0.8,5,18,0.4398476562342109,0.16666666666666666,0
leakage_source_risk__leakage_0.2__source_risk_0.8,6,18,0.44828070640281037,0.5,0
leakage_source_risk__leakage_0.2__source_risk_0.8,7,18,0.5473499447412491,0.5,1
leakage_source_risk__leakage_0.2__source_risk_0.8,8,18,0.6571214547449274,0.5,1
leakage_source_risk__leakage_0.2__source_risk_0.8,9,18,0.646362229539391,1.0,1
leakage_source_risk__leakage_0.3__source_risk_0.7,1,18,0.5372281678471674,0.3333333333333333,1
leakage_source_risk__leakage_0.3__source_risk_0.7,2,18,0.5923262035742929,0.5,1
leakage_source_risk__leakage_0.3__source_risk_0.7,3,18,0.6182737267429297,0.3333333333333333,1
leakage_source_risk__leakage_0.3__source_risk_0.7,4,18,0.5012606240646136,0.6666666666666666,1
leakage_source_risk__leakage_0.3__source_risk_0.7,5,18,0.45219504069570415,0.16666666666666666,0
leakage_source_risk__leakage_0.3__source_risk_0.7,6,18,0.4653695211993452,0.5,0
leakage_source_risk__leakage_0.3__source_risk_0.7,7,18,0.5400011341315689,0.5,1
leakage_source_risk__leakage_0.3__source_risk_0.7,8,18,0.6583097363489492,0.6666666666666666,1
leakage_source_risk__leakage_0.3__source_risk_0.7,9,18,0.6330622988169216,1.0,1
leakage_source_risk__leakage_0.4__source_risk_0.6,1,18,0.5301142366334317,0.3333333333333333,1
leakage_source_risk__leakage_0.4__source_risk_0.6,2,18,0.5883797594973993,0.5,1
leakage_source_risk__leakage_0.4__source_risk_0.6,3,18,0.616073607015636,0.3333333333333333,1
leakage_source_risk__leakage_0.4__source_risk_0.6,4,18,0.5130984871896076,0.6666666666666666,1
leakage_source_risk__leakage_0.4__source_risk_0.6,5,18,0.4595497422786232,0.16666666666666666,0
leakage_source_risk__leakage_0.4__source_risk_0.6,6,18,0.48697611433617616,0.5,0
leakage_source_risk__leakage_0.4__source_risk_0.6,7,18,0.5329736447127752,0.5,1
leakage_source_risk__leakage_0.4__source_risk_0.6,8,18,0.6370127039219194,0.6666666666666666,1
leakage_source_risk__leakage_0.4__source_risk_0.6,9,18,0.6081863018707097,1.0,1
leakage_source_risk__leakage_0.5__source_risk_0.5,1,18,0.5325212670908125,0.3333333333333333,1
leakage_source_risk__leakage_0.5__source_risk_0.5,2,18,0.5730410117834419,0.5,1
leakage_source_risk__leakage_0.5__source_risk_0.5,3,18,0.5709073786519439,0.16666666666666666,1
leakage_source_risk__leakage_0.5__source_risk_0.5,4,18,0.5473554839652699,0.8333333333333334,1
leakage_source_risk__leakage_0.5__source_risk_0.5,5,18,0.4831731523018564,0.16666666666666666,0
leakage_source_risk__leakage_0.5__source_risk_0.5,6,18,0.49914470109631026,0.6666666666666666,0
leakage_source_risk__leakage_0.5__source_risk_0.5,7,18,0.5317684972032798,0.5,1
leakage_source_risk__leakage_0.5__source_risk_0.5,8,18,0.6173915888960136,0.6666666666666666,1
leakage_source_risk__leakage_0.5__source_risk_0.5,9,18,0.5677829705878181,0.8333333333333334,1
leakage_source_risk__leakage_0.6__source_risk_0.4,1,18,0.5282406571286598,0.5,1
leakage_source_risk__leakage_0.6__source_risk_0.4,2,18,0.5448073244555149,0.16666666666666666,1
leakage_source_risk__leakage_0.6__source_risk_0.4,3,18,0.5372261259942418,0.16666666666666666,1
leakage_source_risk__leakage_0.6__source_risk_0.4,4,18,0.5717977069754046,0.8333333333333334,1
leakage_source_risk__leakage_0.6__source_risk_0.4,5,18,0.5192896403643861,0.16666666666666666,1
leakage_source_risk__leakage_0.6__source_risk_0.4,6,18,0.505794030022702,0.5,1
leakage_source_risk__leakage_0.6__source_risk_0.4,7,18,0.50785431959345,0.3333333333333333,1
leakage_source_risk__leakage_0.6__source_risk_0.4,8,18,0.6027762827614824,0.6666666666666666,1
leakage_source_risk__leakage_0.6__source_risk_0.4,9,18,0.5376792634226418,0.6666666666666666,1
leakage_source_risk__leakage_0.7__source_risk_0.3,1,18,0.5091248854730678,0.3333333333333333,1
leakage_source_risk__leakage_0.7__source_risk_0.3,2,18,0.5278925387257618,0.16666666666666666,1
leakage_source_risk__leakage_0.7__source_risk_0.3,3,18,0.525255357229995,0.3333333333333333,1
leakage_source_risk__leakage_0.7__source_risk_0.3,4,18,0.5735750182617204,0.8333333333333334,1
leakage_source_risk__leakage_0.7__source_risk_0.3,5,18,0.5458676825328749,0.16666666666666666,1
leakage_source_risk__leakage_0.7__source_risk_0.3,6,18,0.5261470563764438,0.5,1
leakage_source_risk__leakage_0.7__source_risk_0.3,7,18,0.4851034472773603,0.16666666666666666,0
leakage_source_risk__leakage_0.7__source_risk_0.3,8,18,0.5808836961056413,0.6666666666666666,1
leakage_source_risk__leakage_0.7__source_risk_0.3,9,18,0.5086904239078152,0.5,1
leakage_source_risk__leakage_0.8__source_risk_0.2,1,18,0.4936501782256145,0.3333333333333333,0
leakage_source_risk__leakage_0.8__source_risk_0.2,2,18,0.48772055804774744,0.3333333333333333,0
leakage_source_risk__leakage_0.8__source_risk_0.2,3,18,0.4940544811468725,0.3333333333333333,0
leakage_source_risk__leakage_0.8__source_risk_0.2,4,18,0.5597491547980109,0.8333333333333334,1
leakage_source_risk__leakage_0.8__source_risk_0.2,5,18,0.5610060504797346,0.16666666666666666,1
leakage_source_risk__leakage_0.8__source_risk_0.2,6,18,0.5301708834348161,0.5,1
leakage_source_risk__leakage_0.8__source_risk_0.2,7,18,0.4667374171721998,0.3333333333333333,0
leakage_source_risk__leakage_0.8__source_risk_0.2,8,18,0.5633313724170987,0.5,1
leakage_source_risk__leakage_0.8__source_risk_0.2,9,18,0.5051369487214065,0.5,1
leakage_source_risk__leakage_0.9__source_risk_0.1,1,18,0.4691157430374132,0.3333333333333333,0
leakage_source_risk__leakage_0.9__source_risk_0.1,2,18,0.43746542372810127,0.3333333333333333,0
leakage_source_risk__leakage_0.9__source_risk_0.1,3,18,0.4734643711092985,0.16666666666666666,0
leakage_source_risk__leakage_0.9__source_risk_0.1,4,18,0.5771351925604411,0.8333333333333334,1
leakage_source_risk__leakage_0.9__source_risk_0.1,5,18,0.5778431202358666,0.16666666666666666,1
leakage_source_risk__leakage_0.9__source_risk_0.1,6,18,0.522084865989456,0.5,1
leakage_source_risk__leakage_0.9__source_risk_0.1,7,18,0.4611738020433672,0.3333333333333333,0
leakage_source_risk__leakage_0.9__source_risk_0.1,8,18,0.5408678073973381,0.5,1
leakage_source_risk__leakage_0.9__source_risk_0.1,9,18,0.5050029308337654,0.5,1
leakage_source_risk__leakage_1.0__source_risk_0.0,1,18,0.46367387595948795,0.3333333333333333,0
leakage_source_risk__leakage_1.0__source_risk_0.0,2,18,0.4025222346366554,0.3333333333333333,0
leakage_source_risk__leakage_1.0__source_risk_0.0,3,18,0.43775367982795516,0.16666666666666666,0
leakage_source_risk__leakage_1.0__source_risk_0.0,4,18,0.54693901929428,0.8333333333333334,1
leakage_source_risk__leakage_1.0__source_risk_0.0,5,18,0.5934017200713352,0.16666666666666666,1
leakage_source_risk__leakage_1.0__source_risk_0.0,6,18,0.5396538786158711,0.5,1
leakage_source_risk__leakage_1.0__source_risk_0.0,7,18,0.44530399552138683,0.3333333333333333,0
leakage_source_risk__leakage_1.0__source_risk_0.0,8,18,0.5196171878941542,0.5,1
leakage_source_risk__leakage_1.0__source_risk_0.0,9,18,0.49471885329581483,0.5,0
rank_source_risk__source_rank_0.0__source_risk_1.0,1,18,0.5269303027772423,0.3333333333333333,1
rank_source_risk__source_rank_0.0__source_risk_1.0,2,18,0.5699197190549676,0.3333333333333333,1
rank_source_risk__source_rank_0.0__source_risk_1.0,3,18,0.6443731221810931,0.3333333333333333,1
rank_source_risk__source_rank_0.0__source_risk_1.0,4,18,0.46853129395413196,0.5,0
rank_source_risk__source_rank_0.0__source_risk_1.0,5,18,0.4164316550650031,0.16666666666666666,0
rank_source_risk__source_rank_0.0__source_risk_1.0,6,18,0.4270457965710633,0.5,0
rank_source_risk__source_rank_0.0__source_risk_1.0,7,18,0.5584440680092855,0.6666666666666666,1
rank_source_risk__source_rank_0.0__source_risk_1.0,8,18,0.6350480650267767,0.5,1
rank_source_risk__source_rank_0.0__source_risk_1.0,9,18,0.6395127953098966,1.0,1
rank_source_risk__source_rank_0.1__source_risk_0.9,1,18,0.5561601881384889,0.3333333333333333,1
rank_source_risk__source_rank_0.1__source_risk_0.9,2,18,0.5919256806781794,0.3333333333333333,1
rank_source_risk__source_rank_0.1__source_risk_0.9,3,18,0.638690577851206,0.3333333333333333,1
rank_source_risk__source_rank_0.1__source_risk_0.9,4,18,0.4767734375433171,0.5,0
rank_source_risk__source_rank_0.1__source_risk_0.9,5,18,0.425663066927994,0.0,0
rank_source_risk__source_rank_0.1__source_risk_0.9,6,18,0.43769240593383724,0.5,0
rank_source_risk__source_rank_0.1__source_risk_0.9,7,18,0.5669625704408313,0.5555555555555556,1
rank_source_risk__source_rank_0.1__source_risk_0.9,8,18,0.6393742450254184,0.5,1
rank_source_risk__source_rank_0.1__source_risk_0.9,9,18,0.63669974977238,1.0,1
rank_source_risk__source_rank_0.2__source_risk_0.8,1,18,0.5691193950111417,0.3333333333333333,1
rank_source_risk__source_rank_0.2__source_risk_0.8,2,18,0.6107288528051675,0.3333333333333333,1
rank_source_risk__source_rank_0.2__source_risk_0.8,3,18,0.6427098800287205,0.3333333333333333,1
rank_source_risk__source_rank_0.2__source_risk_0.8,4,18,0.4766683323063887,0.5,0
rank_source_risk__source_rank_0.2__source_risk_0.8,5,18,0.43666780197813665,0.0,0
rank_source_risk__source_rank_0.2__source_risk_0.8,6,18,0.45570183185970436,0.5,0
rank_source_risk__source_rank_0.2__source_risk_0.8,7,18,0.5706676334937204,0.5,1
rank_source_risk__source_rank_0.2__source_risk_0.8,8,18,0.6381805449460324,0.5,1
rank_source_risk__source_rank_0.2__source_risk_0.8,9,18,0.6306443649667871,1.0,1
rank_source_risk__source_rank_0.3__source_risk_0.7,1,18,0.5795796811387623,0.3333333333333333,1
rank_source_risk__source_rank_0.3__source_risk_0.7,2,18,0.6321538182374922,0.3333333333333333,1
rank_source_risk__source_rank_0.3__source_risk_0.7,3,18,0.6361514922052363,0.3333333333333333,1
rank_source_risk__source_rank_0.3__source_risk_0.7,4,18,0.4815984666324505,0.5,0
rank_source_risk__source_rank_0.3__source_risk_0.7,5,18,0.4450387810626643,0.0,0
rank_source_risk__source_rank_0.3__source_risk_0.7,6,18,0.4644098326100424,0.5,0
rank_source_risk__source_rank_0.3__source_risk_0.7,7,18,0.5764832027875506,0.5,1
rank_source_risk__source_rank_0.3__source_risk_0.7,8,18,0.631968670272668,0.5,1
rank_source_risk__source_rank_0.3__source_risk_0.7,9,18,0.6215870009119219,1.0,1
rank_source_risk__source_rank_0.4__source_risk_0.6,1,18,0.5846776626143284,0.3333333333333333,1
rank_source_risk__source_rank_0.4__source_risk_0.6,2,18,0.6531935934338042,0.3333333333333333,1
rank_source_risk__source_rank_0.4__source_risk_0.6,3,18,0.6288486210738626,0.3333333333333333,1
rank_source_risk__source_rank_0.4__source_risk_0.6,4,18,0.49704795432603976,0.5,0
rank_source_risk__source_rank_0.4__source_risk_0.6,5,18,0.4586691313066073,0.0,0
rank_source_risk__source_rank_0.4__source_risk_0.6,6,18,0.46437794598797627,0.5,0
rank_source_risk__source_rank_0.4__source_risk_0.6,7,18,0.5796030780813388,0.5,1
rank_source_risk__source_rank_0.4__source_risk_0.6,8,18,0.6326429614523877,0.5,1
rank_source_risk__source_rank_0.4__source_risk_0.6,9,18,0.6169452911831722,1.0,1
rank_source_risk__source_rank_0.5__source_risk_0.5,1,18,0.591732846533188,0.3888888888888889,1
rank_source_risk__source_rank_0.5__source_risk_0.5,2,18,0.6732551456543994,0.3333333333333333,1
rank_source_risk__source_rank_0.5__source_risk_0.5,3,18,0.6163516491113109,0.3333333333333333,1
rank_source_risk__source_rank_0.5__source_risk_0.5,4,18,0.5096185028168737,0.5,1
rank_source_risk__source_rank_0.5__source_risk_0.5,5,18,0.46791869680709425,0.0,0
rank_source_risk__source_rank_0.5__source_risk_0.5,6,18,0.4634567037909058,0.5,0
rank_source_risk__source_rank_0.5__source_risk_0.5,7,18,0.5813677868025694,0.5,1
rank_source_risk__source_rank_0.5__source_risk_0.5,8,18,0.6318353413978474,0.5,1
rank_source_risk__source_rank_0.5__source_risk_0.5,9,18,0.6180539590313869,1.0,1
rank_source_risk__source_rank_0.6__source_risk_0.4,1,18,0.6030127720905708,0.3888888888888889,1
rank_source_risk__source_rank_0.6__source_risk_0.4,2,18,0.6872061439303063,0.3333333333333333,1
rank_source_risk__source_rank_0.6__source_risk_0.4,3,18,0.610267109210346,0.3333333333333333,1
rank_source_risk__source_rank_0.6__source_risk_0.4,4,18,0.5240544588904626,0.6111111111111112,1
rank_source_risk__source_rank_0.6__source_risk_0.4,5,18,0.4789152130815112,0.0,0
rank_source_risk__source_rank_0.6__source_risk_0.4,6,18,0.4738582964705435,0.5,0
rank_source_risk__source_rank_0.6__source_risk_0.4,7,18,0.5781809173113521,0.5,1
rank_source_risk__source_rank_0.6__source_risk_0.4,8,18,0.628242464116026,0.5,1
rank_source_risk__source_rank_0.6__source_risk_0.4,9,18,0.6208614658119073,1.0,1
rank_source_risk__source_rank_0.7__source_risk_0.3,1,18,0.6130057975348068,0.4444444444444444,1
rank_source_risk__source_rank_0.7__source_risk_0.3,2,18,0.6960831164925809,0.3333333333333333,1
rank_source_risk__source_rank_0.7__source_risk_0.3,3,18,0.5973583023703797,0.3333333333333333,1
rank_source_risk__source_rank_0.7__source_risk_0.3,4,18,0.5300260934815115,0.6666666666666666,1
rank_source_risk__source_rank_0.7__source_risk_0.3,5,18,0.49779881826911165,0.0,0
rank_source_risk__source_rank_0.7__source_risk_0.3,6,18,0.4860115514718461,0.5,0
