scalarization_id,grid_family,selection_rule,label,n_trajectories,mean_pairwise_auc_vs_target_utility,mean_hit_rate,mean_random_baseline,mean_enrichment_ratio,mean_regret_vs_target_oracle,mean_target_utility_delta_vs_oaci,hindsight_diagnostic_only
leakage_source_rank__leakage_0.0__source_rank_1.0,leakage_source_rank,top_decile,primary_joint_good,162,0.5904967774230292,0.5473251028806584,0.4297233780360411,1.5813268910414473,0.308485387954273,0.16715396967486484,1
leakage_source_rank__leakage_0.0__source_rank_1.0,leakage_source_rank,top_decile,pareto_good,162,0.5904967774230292,0.23559670781893002,0.1377191744332418,1.8634430727023317,0.308485387954273,0.16715396967486484,1
leakage_source_rank__leakage_0.0__source_rank_1.0,leakage_source_rank,top_decile,preference_robust_better_candidate,162,0.5904967774230292,0.011831275720164609,0.03019713146878921,0.44517543859649117,0.308485387954273,0.16715396967486484,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top1,primary_joint_good,162,0.5934919305628602,0.5,0.4297233780360411,1.1263149038313178,0.6413844480819604,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top1,pareto_good,162,0.5934919305628602,0.21604938271604937,0.1377191744332418,1.4003600823045268,0.6413844480819604,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top1,preference_robust_better_candidate,162,0.5934919305628602,0.012345679012345678,0.03019713146878921,0.37719298245614036,0.6413844480819604,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top3,primary_joint_good,162,0.5934919305628602,0.5246913580246914,0.4297233780360411,1.2049619342843338,0.2905975664572255,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top3,pareto_good,162,0.5934919305628602,0.22016460905349794,0.1377191744332418,1.7322359396433469,0.2905975664572255,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top3,preference_robust_better_candidate,162,0.5934919305628602,0.020576131687242795,0.03019713146878921,0.6403508771929824,0.2905975664572255,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top5,primary_joint_good,162,0.5934919305628602,0.5296296296296297,0.4297233780360411,1.5663465207706018,0.17760011026600758,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top5,pareto_good,162,0.5934919305628602,0.2037037037037037,0.1377191744332418,1.6793004115226338,0.17760011026600758,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top5,preference_robust_better_candidate,162,0.5934919305628602,0.02345679012345679,0.03019713146878921,0.7736842105263159,0.17760011026600758,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top_decile,primary_joint_good,162,0.5934919305628602,0.5370370370370371,0.4297233780360411,1.5426921778969303,0.3074067650665682,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top_decile,pareto_good,162,0.5934919305628602,0.2191358024691358,0.1377191744332418,1.7764746227709192,0.3074067650665682,0.18258917099558114,1
leakage_source_rank__leakage_0.1__source_rank_0.9,leakage_source_rank,top_decile,preference_robust_better_candidate,162,0.5934919305628602,0.018004115226337446,0.03019713146878921,0.6527777777777777,0.3074067650665682,0.18258917099558114,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top1,primary_joint_good,162,0.5967852807183203,0.47530864197530864,0.4297233780360411,1.0229280945621555,0.6415880332201968,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top1,pareto_good,162,0.5967852807183203,0.21604938271604937,0.1377191744332418,1.5371913580246912,0.6415880332201968,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top1,preference_robust_better_candidate,162,0.5967852807183203,0.024691358024691357,0.03019713146878921,0.7807017543859649,0.6415880332201968,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top3,primary_joint_good,162,0.5967852807183203,0.5246913580246914,0.4297233780360411,1.3666946950943726,0.27616262123889823,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top3,pareto_good,162,0.5967852807183203,0.2119341563786008,0.1377191744332418,1.7013545953360767,0.27616262123889823,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top3,preference_robust_better_candidate,162,0.5967852807183203,0.026748971193415638,0.03019713146878921,0.9298245614035088,0.27616262123889823,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top5,primary_joint_good,162,0.5967852807183203,0.5308641975308642,0.4297233780360411,1.563316668398189,0.16852881261682418,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top5,pareto_good,162,0.5967852807183203,0.20864197530864195,0.1377191744332418,1.768868312757202,0.16852881261682418,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top5,preference_robust_better_candidate,162,0.5967852807183203,0.027160493827160497,0.03019713146878921,0.8859649122807017,0.16852881261682418,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top_decile,primary_joint_good,162,0.5967852807183203,0.5221193415637859,0.4297233780360411,1.3155855645734773,0.28670397170126216,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top_decile,pareto_good,162,0.5967852807183203,0.20730452674897115,0.1377191744332418,1.6842935528120713,0.28670397170126216,0.18238558585734488,1
leakage_source_rank__leakage_0.2__source_rank_0.8,leakage_source_rank,top_decile,preference_robust_better_candidate,162,0.5967852807183203,0.021090534979423866,0.03019713146878921,0.7404970760233918,0.28670397170126216,0.18238558585734488,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top1,primary_joint_good,162,0.5999766414967519,0.5123456790123457,0.4297233780360411,1.5193752204210462,0.6120313693253707,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top1,pareto_good,162,0.5999766414967519,0.19135802469135801,0.1377191744332418,1.6992283950617286,0.6120313693253707,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top1,preference_robust_better_candidate,162,0.5999766414967519,0.030864197530864196,0.03019713146878921,1.1842105263157894,0.6120313693253707,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top3,primary_joint_good,162,0.5999766414967519,0.5020576131687242,0.4297233780360411,1.2476788781546801,0.26884076111485444,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top3,pareto_good,162,0.5999766414967519,0.19341563786008228,0.1377191744332418,1.5767318244170094,0.26884076111485444,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top3,preference_robust_better_candidate,162,0.5999766414967519,0.03909465020576131,0.03019713146878921,1.3099415204678362,0.26884076111485444,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top5,primary_joint_good,162,0.5999766414967519,0.5197530864197532,0.4297233780360411,1.5311422067970164,0.18452070573851193,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top5,pareto_good,162,0.5999766414967519,0.21234567901234572,0.1377191744332418,1.7423251028806583,0.18452070573851193,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top5,preference_robust_better_candidate,162,0.5999766414967519,0.03333333333333333,0.03019713146878921,1.0859649122807018,0.18452070573851193,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top_decile,primary_joint_good,162,0.5999766414967519,0.5025720164609053,0.4297233780360411,1.2164115053051572,0.27969557053747607,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top_decile,pareto_good,162,0.5999766414967519,0.18724279835390945,0.1377191744332418,1.5613168724279836,0.27969557053747607,0.21194224975217082,1
leakage_source_rank__leakage_0.3__source_rank_0.7,leakage_source_rank,top_decile,preference_robust_better_candidate,162,0.5999766414967519,0.030349794238683125,0.03019713146878921,1.0328947368421053,0.27969557053747607,0.21194224975217082,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top1,primary_joint_good,162,0.5955887328682483,0.5185185185185185,0.4297233780360411,1.241998131279251,0.6682117161730414,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top1,pareto_good,162,0.5955887328682483,0.14814814814814814,0.1377191744332418,1.2950102880658438,0.6682117161730414,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top1,preference_robust_better_candidate,162,0.5955887328682483,0.05555555555555555,0.03019713146878921,2.008771929824561,0.6682117161730414,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top3,primary_joint_good,162,0.5955887328682483,0.5102880658436213,0.4297233780360411,1.3870240047813982,0.2835790388253498,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top3,pareto_good,162,0.5955887328682483,0.1810699588477366,0.1377191744332418,1.514900548696845,0.2835790388253498,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top3,preference_robust_better_candidate,162,0.5955887328682483,0.04938271604938271,0.03019713146878921,1.6959064327485378,0.2835790388253498,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top5,primary_joint_good,162,0.5955887328682483,0.4987654320987654,0.4297233780360411,1.3202060315188144,0.19189030080224712,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top5,pareto_good,162,0.5955887328682483,0.19259259259259257,0.1377191744332418,1.5911728395061728,0.19189030080224712,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top5,preference_robust_better_candidate,162,0.5955887328682483,0.043209876543209874,0.03019713146878921,1.4719298245614036,0.19189030080224712,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top_decile,primary_joint_good,162,0.5955887328682483,0.5092592592592593,0.4297233780360411,1.2552000177849973,0.3038174718253841,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top_decile,pareto_good,162,0.5955887328682483,0.1697530864197531,0.1377191744332418,1.3900891632373114,0.3038174718253841,0.15576190290450012,1
leakage_source_rank__leakage_0.4__source_rank_0.6,leakage_source_rank,top_decile,preference_robust_better_candidate,162,0.5955887328682483,0.043209876543209874,0.03019713146878921,1.5431286549707603,0.3038174718253841,0.15576190290450012,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top1,primary_joint_good,162,0.5871992300242647,0.5061728395061729,0.4297233780360411,1.2885911746268581,0.701345334832833,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top1,pareto_good,162,0.5871992300242647,0.16049382716049382,0.1377191744332418,1.228343621399177,0.701345334832833,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top1,preference_robust_better_candidate,162,0.5871992300242647,0.05555555555555555,0.03019713146878921,1.9824561403508771,0.701345334832833,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top3,primary_joint_good,162,0.5871992300242647,0.48559670781893,0.4297233780360411,1.278979506304791,0.2726086101924589,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top3,pareto_good,162,0.5871992300242647,0.1625514403292181,0.1377191744332418,1.5012174211248284,0.2726086101924589,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top3,preference_robust_better_candidate,162,0.5871992300242647,0.06790123456790123,0.03019713146878921,2.3362573099415203,0.2726086101924589,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top5,primary_joint_good,162,0.5871992300242647,0.4679012345679012,0.4297233780360411,1.2168240351222777,0.19035314029584396,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top5,pareto_good,162,0.5871992300242647,0.17901234567901234,0.1377191744332418,1.5846296296296298,0.19035314029584396,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top5,preference_robust_better_candidate,162,0.5871992300242647,0.04938271604938271,0.03019713146878921,1.6631578947368424,0.19035314029584396,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top_decile,primary_joint_good,162,0.5871992300242647,0.48868312757201643,0.4297233780360411,1.200309194571599,0.2901553688032653,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top_decile,pareto_good,162,0.5871992300242647,0.16358024691358025,0.1377191744332418,1.451851851851852,0.2901553688032653,0.12262828424470852,1
leakage_source_rank__leakage_0.5__source_rank_0.5,leakage_source_rank,top_decile,preference_robust_better_candidate,162,0.5871992300242647,0.06584362139917695,0.03019713146878921,2.215643274853801,0.2901553688032653,0.12262828424470852,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top1,primary_joint_good,162,0.5664652661110405,0.4444444444444444,0.4297233780360411,1.1639852310666663,0.8399105389348459,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top1,pareto_good,162,0.5664652661110405,0.12962962962962962,0.1377191744332418,0.924537037037037,0.8399105389348459,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top1,preference_robust_better_candidate,162,0.5664652661110405,0.06790123456790123,0.03019713146878921,2.2719298245614037,0.8399105389348459,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top3,primary_joint_good,162,0.5664652661110405,0.41975308641975306,0.4297233780360411,1.1340715049313277,0.34096786656659467,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top3,pareto_good,162,0.5664652661110405,0.14197530864197527,0.1377191744332418,1.260168038408779,0.34096786656659467,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top3,preference_robust_better_candidate,162,0.5664652661110405,0.08230452674897118,0.03019713146878921,2.7923976608187133,0.34096786656659467,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top5,primary_joint_good,162,0.5664652661110405,0.4234567901234568,0.4297233780360411,1.0344914867205444,0.21462832665734424,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top5,pareto_good,162,0.5664652661110405,0.1580246913580247,0.1377191744332418,1.4729954099398543,0.21462832665734424,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top5,preference_robust_better_candidate,162,0.5664652661110405,0.058024691358024696,0.03019713146878921,2.0105263157894737,0.21462832665734424,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top_decile,primary_joint_good,162,0.5664652661110405,0.4140946502057613,0.4297233780360411,1.02648364916903,0.37306136775215404,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top_decile,pareto_good,162,0.5664652661110405,0.12345679012345678,0.1377191744332418,1.1083676268861453,0.37306136775215404,-0.015936919857304596,1
leakage_source_rank__leakage_0.6__source_rank_0.4,leakage_source_rank,top_decile,preference_robust_better_candidate,162,0.5664652661110405,0.0699588477366255,0.03019713146878921,2.3779239766081877,0.37306136775215404,-0.015936919857304596,1
leakage_source_rank__leakage_0.7__source_rank_0.3,leakage_source_rank,top1,primary_joint_good,162,0.5472447320455046,0.41358024691358025,0.4297233780360411,0.8088654053586054,0.8723579550383105,-0.04838433596076909,1
leakage_source_rank__leakage_0.7__source_rank_0.3,leakage_source_rank,top1,pareto_good,162,0.5472447320455046,0.12345679012345678,0.1377191744332418,0.7697016460905349,0.8723579550383105,-0.04838433596076909,1
leakage_source_rank__leakage_0.7__source_rank_0.3,leakage_source_rank,top1,preference_robust_better_candidate,162,0.5472447320455046,0.06790123456790123,0.03019713146878921,2.1491228070175437,0.8723579550383105,-0.04838433596076909,1
leakage_source_rank__leakage_0.7__source_rank_0.3,leakage_source_rank,top3,primary_joint_good,162,0.5472447320455046,0.41358024691358025,0.4297233780360411,1.0357254919371024,0.41681738042579314,-0.04838433596076909,1
leakage_source_rank__leakage_0.7__source_rank_0.3,leakage_source_rank,top3,pareto_good,162,0.5472447320455046,0.12757201646090532,0.1377191744332418,1.1895233196159123,0.41681738042579314,-0.04838433596076909,1
leakage_source_rank__leakage_0.7__source_rank_0.3,leakage_source_rank,top3,preference_robust_better_candidate,162,0.5472447320455046,0.07613168724279834,0.03019713146878921,2.6725146198830405,0.41681738042579314,-0.04838433596076909,1
leakage_source_rank__leakage_0.7__source_rank_0.3,leakage_source_rank,top5,primary_joint_good,162,0.5472447320455046,0.4074074074074074,0.4297233780360411,1.0110784671528685,0.25919996388524874,-0.04838433596076909,1
leakage_source_rank__leakage_0.7__source_rank_0.3,leakage_source_rank,top5,pareto_good,162,0.5472447320455046,0.13950617283950617,0.1377191744332418,1.1953442545109212,0.25919996388524874,-0.04838433596076909,1
leakage_source_rank__leakage_0.7__source_rank_0.3,leakage_source_rank,top5,preference_robust_better_candidate,162,0.5472447320455046,0.06419753086419755,0.03019713146878921,2.180701754385965,0.25919996388524874,-0.04838433596076909,1
