dataset,target_subject,token_seed,injtype,mean_disp,E4_netted_rec,harm
BNCI2014_001,7,20260726,covtoken,0.0,-0.1111,-0.0156
BNCI2014_001,7,20260727,varmod,0.0,-0.5,0.0139
BNCI2014_001,7,20260727,covtoken,0.0,-0.5,-0.0104
BNCI2014_001,7,20260728,varmod,0.0,-1.0,0.0052
BNCI2014_001,7,20260728,covtoken,0.0,-0.6667,0.0052
BNCI2014_001,8,0,varmod,0.0,1.1429,0.0122
BNCI2014_001,8,0,covtoken,0.0,0.5,0.0069
BNCI2014_001,8,20260721,varmod,0.0,,0.0
BNCI2014_001,8,20260721,covtoken,0.0,1.6667,-0.0052
BNCI2014_001,8,20260722,varmod,0.0,-1.4286,0.0122
BNCI2014_001,8,20260722,covtoken,0.0,-1.75,0.0069
BNCI2014_001,8,20260723,varmod,0.0,0.6,0.0087
BNCI2014_001,8,20260723,covtoken,0.0,0.4375,0.0278
BNCI2014_001,8,20260724,varmod,0.0,-0.2941,0.0295
BNCI2014_001,8,20260724,covtoken,0.0,,0.0
BNCI2014_001,8,20260725,varmod,0.0,-1.2857,0.0122
BNCI2014_001,8,20260725,covtoken,0.0,0.3889,0.0312
BNCI2014_001,8,20260726,varmod,0.0,0.6364,0.0382
BNCI2014_001,8,20260726,covtoken,0.0,0.4,0.0174
BNCI2014_001,8,20260727,varmod,0.0,0.8333,0.0104
BNCI2014_001,8,20260727,covtoken,0.0,,0.0
BNCI2014_001,8,20260728,varmod,0.0,-0.8333,0.0104
BNCI2014_001,8,20260728,covtoken,0.0,-1.0,0.0052
BNCI2014_001,9,0,varmod,0.0,8.0,-0.0035
BNCI2014_001,9,0,covtoken,0.0,-0.3333,0.0052
BNCI2014_001,9,20260721,varmod,0.0,2.0,0.0052
BNCI2014_001,9,20260721,covtoken,0.0,-0.25,0.0069
BNCI2014_001,9,20260722,varmod,0.0,-0.625,0.0139
BNCI2014_001,9,20260722,covtoken,0.0,-2.6667,0.0052
BNCI2014_001,9,20260723,varmod,0.0,-4.0,0.0017
BNCI2014_001,9,20260723,covtoken,0.0,-1.1667,0.0104
BNCI2014_001,9,20260724,varmod,0.0,-3.25,0.0069
BNCI2014_001,9,20260724,covtoken,0.0,-6.0,0.0035
BNCI2014_001,9,20260725,varmod,0.0,2.0,0.0069
BNCI2014_001,9,20260725,covtoken,0.0,,0.0
BNCI2014_001,9,20260726,varmod,0.0,-0.5,-0.0035
BNCI2014_001,9,20260726,covtoken,0.0,1.0,0.0052
BNCI2014_001,9,20260727,varmod,0.0,0.3333,0.0104
BNCI2014_001,9,20260727,covtoken,0.0,-0.4,0.0087
BNCI2014_001,9,20260728,varmod,0.0,0.125,0.0139
BNCI2014_001,9,20260728,covtoken,0.0,-1.3333,0.0104
BNCI2015_001,10,0,varmod,0.0,0.4342,0.1267
BNCI2015_001,10,0,covtoken,0.0,0.5,0.1167
BNCI2015_001,10,20260721,varmod,0.0,0.6923,0.0867
BNCI2015_001,10,20260721,covtoken,0.0,0.3067,0.125
BNCI2015_001,10,20260722,varmod,0.0,0.3529,0.1133
BNCI2015_001,10,20260722,covtoken,0.0,2.0667,0.025
BNCI2015_001,10,20260723,varmod,0.0,1.0435,0.0383
BNCI2015_001,10,20260723,covtoken,0.0,1.0952,0.035
BNCI2015_001,10,20260724,varmod,0.0,0.4074,0.135
BNCI2015_001,10,20260724,covtoken,0.0,0.4444,0.06
BNCI2015_001,10,20260725,varmod,0.0,1.0357,0.0467
BNCI2015_001,10,20260725,covtoken,0.0,0.5357,0.0467
BNCI2015_001,10,20260726,varmod,0.0,0.5833,0.06
BNCI2015_001,10,20260726,covtoken,0.0,4.2857,0.0117
BNCI2015_001,10,20260727,varmod,0.0,0.3611,0.12
BNCI2015_001,10,20260727,covtoken,0.0,0.4762,0.035
BNCI2015_001,10,20260728,varmod,0.0,0.8857,0.0583
BNCI2015_001,10,20260728,covtoken,0.0,1.5789,0.0317
BNCI2015_001,11,0,varmod,0.0,-0.1111,-0.03
BNCI2015_001,11,0,covtoken,0.0,0.2222,0.015
BNCI2015_001,11,20260721,varmod,0.0,0.4,-0.0083
BNCI2015_001,11,20260721,covtoken,0.0,0.5,-0.0267
BNCI2015_001,11,20260722,varmod,0.0,0.2857,0.0117
BNCI2015_001,11,20260722,covtoken,0.0,-0.1667,-0.03
BNCI2015_001,11,20260723,varmod,0.0,-0.1429,-0.0233
BNCI2015_001,11,20260723,covtoken,0.0,0.0769,0.0433
BNCI2015_001,11,20260724,varmod,0.0,0.4,-0.0167
BNCI2015_001,11,20260724,covtoken,0.0,-0.0,0.0083
BNCI2015_001,11,20260725,varmod,0.0,-0.0,-0.0267
BNCI2015_001,11,20260725,covtoken,0.0,0.5882,-0.0283
BNCI2015_001,11,20260726,varmod,0.0,-0.5,0.0067
BNCI2015_001,11,20260726,covtoken,0.0,-0.1579,-0.0317
BNCI2015_001,11,20260727,varmod,0.0,-0.25,-0.0067
BNCI2015_001,11,20260727,covtoken,0.0,,0.0
BNCI2015_001,11,20260728,varmod,0.0,2.5,0.0033
BNCI2015_001,11,20260728,covtoken,0.0,0.3889,0.03
BNCI2015_001,12,0,varmod,0.0,-2.3636,0.0275
BNCI2015_001,12,0,covtoken,0.0,6.8,-0.0125
BNCI2015_001,12,20260721,varmod,0.0,-22.0,0.0025
BNCI2015_001,12,20260721,covtoken,0.0,-2.7,0.025
BNCI2015_001,12,20260722,varmod,0.0,-3.0,0.0225
BNCI2015_001,12,20260722,covtoken,0.0,-1.1111,0.0675
BNCI2015_001,12,20260723,varmod,0.0,-4.0,0.015
BNCI2015_001,12,20260723,covtoken,0.0,3.7143,-0.0175
BNCI2015_001,12,20260724,varmod,0.0,-2.625,0.02
BNCI2015_001,12,20260724,covtoken,0.0,28.0,-0.0025
BNCI2015_001,12,20260725,varmod,0.0,-1.1667,0.045
BNCI2015_001,12,20260725,covtoken,0.0,-3.25,0.01
BNCI2015_001,12,20260726,varmod,0.0,-4.75,0.02
BNCI2015_001,12,20260726,covtoken,0.0,,0.0
BNCI2015_001,12,20260727,varmod,0.0,-25.0,0.0025
BNCI2015_001,12,20260727,covtoken,0.0,4.0,-0.0075
BNCI2015_001,12,20260728,varmod,0.0,6.8,-0.0125
BNCI2015_001,12,20260728,covtoken,0.0,-1.75,0.03
BNCI2015_001,1,0,varmod,0.0,-1.2917,0.06
BNCI2015_001,1,0,covtoken,0.0,-0.9667,0.075
BNCI2015_001,1,20260721,varmod,0.0,1.5,-0.03
BNCI2015_001,1,20260721,covtoken,0.0,21.0,-0.0075
BNCI2015_001,1,20260722,varmod,0.0,-1.4211,0.0475
BNCI2015_001,1,20260722,covtoken,0.0,4.2,-0.0375
BNCI2015_001,1,20260723,varmod,0.0,-1.2174,0.0575
BNCI2015_001,1,20260723,covtoken,0.0,4.6,-0.0125
BNCI2015_001,1,20260724,varmod,0.0,2.0909,-0.0275
BNCI2015_001,1,20260724,covtoken,0.0,27.0,-0.005
BNCI2015_001,1,20260725,varmod,0.0,1.5,-0.03
BNCI2015_001,1,20260725,covtoken,0.0,5.6667,-0.015
BNCI2015_001,1,20260726,varmod,0.0,-2.4667,0.0375
BNCI2015_001,1,20260726,covtoken,0.0,,0.0
BNCI2015_001,1,20260727,varmod,0.0,2.7222,-0.045
BNCI2015_001,1,20260727,covtoken,0.0,-2.5,0.03
BNCI2015_001,1,20260728,varmod,0.0,-1.0,0.0375
BNCI2015_001,1,20260728,covtoken,0.0,7.4286,-0.0175
BNCI2015_001,2,0,varmod,0.0,0.0781,0.16
BNCI2015_001,2,0,covtoken,0.0,0.0441,0.17
BNCI2015_001,2,20260721,varmod,0.0,-0.0769,0.0325
BNCI2015_001,2,20260721,covtoken,0.0,0.1111,0.0675
BNCI2015_001,2,20260722,varmod,0.0,0.0333,0.075
BNCI2015_001,2,20260722,covtoken,0.0,0.1408,0.1775
BNCI2015_001,2,20260723,varmod,0.0,0.1935,0.0775
BNCI2015_001,2,20260723,covtoken,0.0,0.1304,0.1725
BNCI2015_001,2,20260724,varmod,0.0,0.0658,0.19
BNCI2015_001,2,20260724,covtoken,0.0,0.0606,0.0825
BNCI2015_001,2,20260725,varmod,0.0,0.3846,0.065
BNCI2015_001,2,20260725,covtoken,0.0,0.1379,0.0725
BNCI2015_001,2,20260726,varmod,0.0,0.125,0.08
BNCI2015_001,2,20260726,covtoken,0.0,0.5714,0.035
BNCI2015_001,2,20260727,varmod,0.0,0.0896,0.1675
BNCI2015_001,2,20260727,covtoken,0.0,0.0682,0.11
BNCI2015_001,2,20260728,varmod,0.0,0.037,0.0675
BNCI2015_001,2,20260728,covtoken,0.0,0.1026,0.0975
BNCI2015_001,3,0,varmod,0.0,2.5122,-0.1025
BNCI2015_001,3,0,covtoken,0.0,2.2143,-0.105
BNCI2015_001,3,20260721,varmod,0.0,1.8333,-0.12
BNCI2015_001,3,20260721,covtoken,0.0,5.3846,-0.065
BNCI2015_001,3,20260722,varmod,0.0,10.2727,-0.0275
BNCI2015_001,3,20260722,covtoken,0.0,2.6176,-0.085
BNCI2015_001,3,20260723,varmod,0.0,2.459,-0.1525
BNCI2015_001,3,20260723,covtoken,0.0,32.25,-0.01
BNCI2015_001,3,20260724,varmod,0.0,-23.0,0.0125
BNCI2015_001,3,20260724,covtoken,0.0,2.125,-0.1
BNCI2015_001,3,20260725,varmod,0.0,1.5918,-0.1225
BNCI2015_001,3,20260725,covtoken,0.0,3.2292,-0.12
BNCI2015_001,3,20260726,varmod,0.0,1.7576,-0.0825
BNCI2015_001,3,20260726,covtoken,0.0,5.44,-0.0625
BNCI2015_001,3,20260727,varmod,0.0,37.6667,-0.0075
BNCI2015_001,3,20260727,covtoken,0.0,1.7755,-0.1225
BNCI2015_001,3,20260728,varmod,0.0,3.3137,-0.1275
BNCI2015_001,3,20260728,covtoken,0.0,10.3846,-0.0325
BNCI2015_001,4,0,varmod,0.0,0.04,0.0625
BNCI2015_001,4,0,covtoken,0.0,0.0357,0.07
BNCI2015_001,4,20260721,varmod,0.0,0.069,0.0725
BNCI2015_001,4,20260721,covtoken,0.0,-0.1333,0.075
BNCI2015_001,4,20260722,varmod,0.0,0.0,0.0575
BNCI2015_001,4,20260722,covtoken,0.0,-0.2208,0.1925
BNCI2015_001,4,20260723,varmod,0.0,0.0476,0.0525
BNCI2015_001,4,20260723,covtoken,0.0,0.0714,0.035
BNCI2015_001,4,20260724,varmod,0.0,-0.2692,0.065
BNCI2015_001,4,20260724,covtoken,0.0,-0.0519,0.1925
BNCI2015_001,4,20260725,varmod,0.0,-0.1667,0.045
BNCI2015_001,4,20260725,covtoken,0.0,-0.0625,0.04
BNCI2015_001,4,20260726,varmod,0.0,-0.3182,0.055
BNCI2015_001,4,20260726,covtoken,0.0,-0.038,0.1975
BNCI2015_001,4,20260727,varmod,0.0,-0.0811,0.0925
BNCI2015_001,4,20260727,covtoken,0.0,-0.1364,0.165
BNCI2015_001,4,20260728,varmod,0.0,-0.2899,0.1725
BNCI2015_001,4,20260728,covtoken,0.0,-0.0556,0.09
BNCI2015_001,5,0,varmod,0.0,0.1702,0.235
BNCI2015_001,5,0,covtoken,0.0,0.1695,0.1475
BNCI2015_001,5,20260721,varmod,0.0,0.1489,0.235
BNCI2015_001,5,20260721,covtoken,0.0,0.2394,0.1775
BNCI2015_001,5,20260722,varmod,0.0,0.1354,0.24
BNCI2015_001,5,20260722,covtoken,0.0,0.225,0.2
BNCI2015_001,5,20260723,varmod,0.0,0.2593,0.135
BNCI2015_001,5,20260723,covtoken,0.0,0.2353,0.17
BNCI2015_001,5,20260724,varmod,0.0,0.1702,0.235
BNCI2015_001,5,20260724,covtoken,0.0,0.1494,0.2175
BNCI2015_001,5,20260725,varmod,0.0,0.2254,0.1775
BNCI2015_001,5,20260725,covtoken,0.0,0.3333,0.1425
BNCI2015_001,5,20260726,varmod,0.0,0.1444,0.225
BNCI2015_001,5,20260726,covtoken,0.0,0.2121,0.165
BNCI2015_001,5,20260727,varmod,0.0,0.1778,0.225
BNCI2015_001,5,20260727,covtoken,0.0,0.1951,0.205
BNCI2015_001,5,20260728,varmod,0.0,0.3385,0.1625
BNCI2015_001,5,20260728,covtoken,0.0,0.1928,0.2075
BNCI2015_001,6,0,varmod,0.0,-0.0588,0.0425
BNCI2015_001,6,0,covtoken,0.0,-0.3684,0.0475
BNCI2015_001,6,20260721,varmod,0.0,-1.0,0.005
BNCI2015_001,6,20260721,covtoken,0.0,-0.55,0.05
BNCI2015_001,6,20260722,varmod,0.0,-0.0159,0.1575
BNCI2015_001,6,20260722,covtoken,0.0,-0.0444,0.1125
BNCI2015_001,6,20260723,varmod,0.0,-0.0435,0.115
BNCI2015_001,6,20260723,covtoken,0.0,-0.2424,0.0825
BNCI2015_001,6,20260724,varmod,0.0,-0.8,0.0375
BNCI2015_001,6,20260724,covtoken,0.0,-0.1,0.025
BNCI2015_001,6,20260725,varmod,0.0,-3.75,0.01
BNCI2015_001,6,20260725,covtoken,0.0,-0.8462,0.0325
BNCI2015_001,6,20260726,varmod,0.0,-0.1957,0.115
BNCI2015_001,6,20260726,covtoken,0.0,-0.2381,0.0525
BNCI2015_001,6,20260727,varmod,0.0,-1.2222,0.0225
BNCI2015_001,6,20260727,covtoken,0.0,-0.1667,0.09
BNCI2015_001,6,20260728,varmod,0.0,-0.0156,0.16
BNCI2015_001,6,20260728,covtoken,0.0,-0.1364,0.055
BNCI2015_001,7,0,varmod,0.0,8.5,-0.005
BNCI2015_001,7,0,covtoken,0.0,0.56,-0.0625
BNCI2015_001,7,20260721,varmod,0.0,0.9231,-0.065
BNCI2015_001,7,20260721,covtoken,0.0,2.4,-0.0125
BNCI2015_001,7,20260722,varmod,0.0,0.1429,-0.07
BNCI2015_001,7,20260722,covtoken,0.0,1.2,-0.05
BNCI2015_001,7,20260723,varmod,0.0,1.6364,-0.0275
BNCI2015_001,7,20260723,covtoken,0.0,0.8125,-0.04
BNCI2015_001,7,20260724,varmod,0.0,1.3,-0.05
BNCI2015_001,7,20260724,covtoken,0.0,0.1765,-0.0425
BNCI2015_001,7,20260725,varmod,0.0,1.8824,-0.0425
BNCI2015_001,7,20260725,covtoken,0.0,1.1053,-0.0475
BNCI2015_001,7,20260726,varmod,0.0,1.1176,-0.0425
BNCI2015_001,7,20260726,covtoken,0.0,1.2667,-0.0375
BNCI2015_001,7,20260727,varmod,0.0,0.8421,-0.0475
BNCI2015_001,7,20260727,covtoken,0.0,0.25,-0.06
BNCI2015_001,7,20260728,varmod,0.0,3.1,-0.025
BNCI2015_001,7,20260728,covtoken,0.0,7.0,-0.0075
BNCI2015_001,8,0,varmod,0.0,0.7692,-0.0217
BNCI2015_001,8,0,covtoken,0.0,2.1852,-0.045
BNCI2015_001,8,20260721,varmod,0.0,1.8261,-0.0383
BNCI2015_001,8,20260721,covtoken,0.0,4.9091,-0.0183
BNCI2015_001,8,20260722,varmod,0.0,0.375,-0.0267
BNCI2015_001,8,20260722,covtoken,0.0,1.6389,-0.06
BNCI2015_001,8,20260723,varmod,0.0,1.8276,-0.0483
BNCI2015_001,8,20260723,covtoken,0.0,7.5,-0.01
BNCI2015_001,8,20260724,varmod,0.0,3.2941,-0.0283
BNCI2015_001,8,20260724,covtoken,0.0,5.1,-0.0167
BNCI2015_001,8,20260725,varmod,0.0,6.7778,-0.015
BNCI2015_001,8,20260725,covtoken,0.0,4.3636,-0.0183
BNCI2015_001,8,20260726,varmod,0.0,0.2222,-0.015
BNCI2015_001,8,20260726,covtoken,0.0,4.5,-0.0033
BNCI2015_001,8,20260727,varmod,0.0,3.1176,-0.0283
BNCI2015_001,8,20260727,covtoken,0.0,6.5,-0.0167
BNCI2015_001,8,20260728,varmod,0.0,5.4,-0.0167
BNCI2015_001,8,20260728,covtoken,0.0,1.2381,-0.035
BNCI2015_001,9,0,varmod,0.0,-0.1373,0.085
BNCI2015_001,9,0,covtoken,0.0,-0.14,0.0833
BNCI2015_001,9,20260721,varmod,0.0,-0.25,0.1
BNCI2015_001,9,20260721,covtoken,0.0,-0.1,0.1167
BNCI2015_001,9,20260722,varmod,0.0,-0.2963,0.09
BNCI2015_001,9,20260722,covtoken,0.0,-0.2667,0.075
BNCI2015_001,9,20260723,varmod,0.0,-0.0909,0.1283
BNCI2015_001,9,20260723,covtoken,0.0,-0.0959,0.1217
BNCI2015_001,9,20260724,varmod,0.0,-0.0909,0.1283
BNCI2015_001,9,20260724,covtoken,0.0,-0.1207,0.0967
BNCI2015_001,9,20260725,varmod,0.0,-0.36,0.0833
BNCI2015_001,9,20260725,covtoken,0.0,-0.2885,0.0867
BNCI2015_001,9,20260726,varmod,0.0,-0.1321,0.0883
BNCI2015_001,9,20260726,covtoken,0.0,-0.1094,0.1067
BNCI2015_001,9,20260727,varmod,0.0,-0.037,0.09
BNCI2015_001,9,20260727,covtoken,0.0,-0.0986,0.1183
BNCI2015_001,9,20260728,varmod,0.0,-0.2222,0.12
BNCI2015_001,9,20260728,covtoken,0.0,-0.0886,0.1317
