dataset,target_subject_id,budget,construction_pool_rows_lower_bound,construction_pool_rows_upper_bound,support_basis,available,disposition,replacement_sampling,budget_substitution,target_deleted
Lee2019_MI,12,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,12,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,46,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,46,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,46,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,46,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,46,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,14,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,14,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,14,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,14,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,14,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,8,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,8,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,8,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,8,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,8,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,9,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,9,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,9,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,9,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,9,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,35,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,35,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,35,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,35,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,35,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,50,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,50,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,50,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,50,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,50,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,11,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,11,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,11,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,11,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,11,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,47,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,47,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,47,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,47,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,47,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,6,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,6,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,6,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,6,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,6,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,25,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,25,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,25,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,25,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,25,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,48,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,48,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,48,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,48,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,48,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,1,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,1,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,1,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,1,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,1,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,52,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,52,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,52,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,52,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,52,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,29,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,29,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,29,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,29,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,29,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,17,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,17,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,17,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,17,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,17,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,22,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,22,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,22,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,22,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,22,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Lee2019_MI,26,4,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,26,8,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,26,16,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,26,32,50,50,25_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Lee2019_MI,26,FULL,50,50,25_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,24,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,24,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,24,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,24,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,24,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,48,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,48,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,48,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,48,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,48,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,3,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,3,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,3,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,3,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,3,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,21,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,21,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,21,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,21,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,21,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,20,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,20,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,20,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,20,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,20,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,43,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,43,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,43,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,43,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,43,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,31,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,31,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,31,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,31,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,31,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,2,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,2,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,2,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,2,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,2,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,30,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,30,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,30,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,30,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,30,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,50,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,50,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,50,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,50,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,50,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,40,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,40,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,40,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,40,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,40,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,10,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,10,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,10,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,10,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,10,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,36,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,36,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,36,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,36,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,36,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,45,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,45,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,45,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,45,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,45,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,16,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,16,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,16,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,16,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,16,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,12,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,12,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,12,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,12,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,12,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,47,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,47,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,47,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,47,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,47,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,1,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,1,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,1,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,1,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,1,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,41,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,41,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,41,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,41,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,41,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
Cho2017,4,4,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,4,8,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,4,16,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,4,32,100,100,50_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
Cho2017,4,FULL,100,100,50_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,106,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,106,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,106,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,106,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,106,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,94,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,94,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,94,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,94,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,94,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,87,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,87,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
