dataset,method,seed,fold,conditioning,k,task_drop,subject_leak_drop,removal_mode,firewall_passed
BNCI2014_001,erm,0,3,marginal_domain,2,0.0017361111111110494,0.1105765760673364,head_replay,True
BNCI2014_001,erm,0,3,marginal_domain,4,-5.551115123125783e-17,0.26337353119231977,head_replay,True
BNCI2014_001,erm,0,3,marginal_domain,8,0.019097222222222182,0.4629099545750087,head_replay,True
BNCI2014_001,erm,0,3,random_subspace,1,0.008680555555555525,-0.0031230921855922578,head_replay,True
BNCI2014_001,erm,0,3,random_subspace,2,0.005208333333333259,0.00848405067155067,head_replay,True
BNCI2014_001,erm,0,3,random_subspace,4,0.015624999999999944,-0.0003668334320907629,head_replay,True
BNCI2014_001,erm,0,3,random_subspace,8,-0.024305555555555636,0.0031846192002441542,head_replay,True
BNCI2014_001,erm,0,4,label_conditional,1,0.006944444444444475,0.04576861920007247,head_replay,True
BNCI2014_001,erm,0,4,label_conditional,2,0.006944444444444475,0.13170849188651057,head_replay,True
BNCI2014_001,erm,0,4,label_conditional,4,-0.01215277777777779,0.23949031060099168,head_replay,True
BNCI2014_001,erm,0,4,label_conditional,8,0.0,0.4971457925889041,head_replay,True
BNCI2014_001,erm,0,4,marginal_domain,1,0.0034722222222222654,0.0483727858667391,head_replay,True
BNCI2014_001,erm,0,4,marginal_domain,2,0.0017361111111111605,0.12887833270960214,head_replay,True
BNCI2014_001,erm,0,4,marginal_domain,4,0.0,0.2708089955441446,head_replay,True
BNCI2014_001,erm,0,4,marginal_domain,8,0.0034722222222222654,0.45314721814455755,head_replay,True
BNCI2014_001,erm,0,4,random_subspace,1,-0.01215277777777779,0.0038461538461538325,head_replay,True
BNCI2014_001,erm,0,4,random_subspace,2,-0.015625,0.019578310943442534,head_replay,True
BNCI2014_001,erm,0,4,random_subspace,4,-0.01215277777777779,0.015695487782126705,head_replay,True
BNCI2014_001,erm,0,4,random_subspace,8,0.006944444444444475,0.01867192566205722,head_replay,True
BNCI2014_001,erm,0,5,label_conditional,1,-0.005208333333333315,0.05493411279982485,head_replay,True
BNCI2014_001,erm,0,5,label_conditional,2,-0.00347222222222221,0.10281023008746504,head_replay,True
BNCI2014_001,erm,0,5,label_conditional,4,-0.01388888888888884,0.2357290996005199,head_replay,True
BNCI2014_001,erm,0,5,label_conditional,8,-0.02951388888888884,0.4483119798534369,head_replay,True
BNCI2014_001,erm,0,5,marginal_domain,1,-0.005208333333333259,0.05554287903359112,head_replay,True
BNCI2014_001,erm,0,5,marginal_domain,2,-0.01388888888888884,0.11224459235295148,head_replay,True
BNCI2014_001,erm,0,5,marginal_domain,4,-0.01909722222222221,0.23601899302000884,head_replay,True
BNCI2014_001,erm,0,5,marginal_domain,8,-0.02951388888888884,0.4326858110284968,head_replay,True
BNCI2014_001,erm,0,5,random_subspace,1,-0.005208333333333259,0.006093082264957195,head_replay,True
BNCI2014_001,erm,0,5,random_subspace,2,5.551115123125783e-17,-0.004272953353835818,head_replay,True
BNCI2014_001,erm,0,5,random_subspace,4,-0.01388888888888884,0.004816047922665545,head_replay,True
BNCI2014_001,erm,0,5,random_subspace,8,-0.015625,0.0072134462759462226,head_replay,True
BNCI2014_001,erm,0,6,label_conditional,1,0.00347222222222221,0.017849865321082348,head_replay,True
BNCI2014_001,erm,0,6,label_conditional,2,0.005208333333333315,0.08614970139616995,head_replay,True
BNCI2014_001,erm,0,6,label_conditional,4,0.0017361111111110494,0.20004804505457563,head_replay,True
BNCI2014_001,erm,0,6,label_conditional,8,0.01041666666666663,0.46050419362629114,head_replay,True
BNCI2014_001,erm,0,6,marginal_domain,1,0.001736111111111105,0.01877852136898195,head_replay,True
BNCI2014_001,erm,0,6,marginal_domain,2,0.005208333333333315,0.0949374541866802,head_replay,True
BNCI2014_001,erm,0,6,marginal_domain,4,-0.001736111111111105,0.22531339006280948,head_replay,True
BNCI2014_001,erm,0,6,marginal_domain,8,0.001736111111111105,0.4677105270782708,head_replay,True
BNCI2014_001,erm,0,6,random_subspace,1,0.0,-0.007913961038961026,head_replay,True
BNCI2014_001,erm,0,6,random_subspace,2,-0.001736111111111105,-0.011994949494949503,head_replay,True
BNCI2014_001,erm,0,6,random_subspace,4,-0.005208333333333315,-0.014398795648795648,head_replay,True
BNCI2014_001,erm,0,6,random_subspace,8,-0.0034722222222222654,-0.017453683469308423,head_replay,True
BNCI2014_001,erm,0,7,label_conditional,1,0.02604166666666663,0.06565930723365909,head_replay,True
BNCI2014_001,erm,0,7,label_conditional,2,0.01215277777777779,0.07681811236256875,head_replay,True
BNCI2014_001,erm,0,7,label_conditional,4,0.04166666666666674,0.2171500147760308,head_replay,True
BNCI2014_001,erm,0,7,label_conditional,8,0.07986111111111116,0.44240022855541444,head_replay,True
BNCI2014_001,erm,0,7,marginal_domain,1,0.005208333333333315,0.06448286352020893,head_replay,True
BNCI2014_001,erm,0,7,marginal_domain,2,0.0017361111111110494,0.07690354316950698,head_replay,True
BNCI2014_001,erm,0,7,marginal_domain,4,0.015625000000000056,0.21373884583661107,head_replay,True
BNCI2014_001,erm,0,7,marginal_domain,8,0.036458333333333315,0.4523113983700769,head_replay,True
BNCI2014_001,erm,0,7,random_subspace,1,0.00694444444444442,0.0050019425019426356,head_replay,True
BNCI2014_001,erm,0,7,random_subspace,2,0.005208333333333315,0.0052386849261850665,head_replay,True
BNCI2014_001,erm,0,7,random_subspace,4,0.017361111111111105,0.0013944388944390207,head_replay,True
BNCI2014_001,erm,0,7,random_subspace,8,0.001736111111111105,-0.002316433566433518,head_replay,True
BNCI2014_001,erm,0,8,label_conditional,1,0.0034722222222222654,0.05574229222037852,head_replay,True
BNCI2014_001,erm,0,8,label_conditional,2,0.00694444444444442,0.08581575480762782,head_replay,True
BNCI2014_001,erm,0,8,label_conditional,4,-0.005208333333333259,0.27463425914470807,head_replay,True
BNCI2014_001,erm,0,8,label_conditional,8,0.06944444444444448,0.5329508008385233,head_replay,True
BNCI2014_001,erm,0,8,marginal_domain,1,0.0017361111111111605,0.061101196839151495,head_replay,True
BNCI2014_001,erm,0,8,marginal_domain,2,-0.001736111111111105,0.08275680395455931,head_replay,True
BNCI2014_001,erm,0,8,marginal_domain,4,-0.00868055555555558,0.2957249835164406,head_replay,True
BNCI2014_001,erm,0,8,marginal_domain,8,-0.00694444444444442,0.5000488950602631,head_replay,True
BNCI2014_001,erm,0,8,random_subspace,1,0.0017361111111111605,0.009418402777777724,head_replay,True
BNCI2014_001,erm,0,8,random_subspace,2,-0.01041666666666663,0.006577493686868774,head_replay,True
BNCI2014_001,erm,0,8,random_subspace,4,-0.00694444444444442,0.01387379981129988,head_replay,True
BNCI2014_001,erm,0,8,random_subspace,8,-0.01388888888888884,0.027158706634567764,head_replay,True
BNCI2014_001,erm,1,0,label_conditional,1,-0.00694444444444442,0.029427163608665152,head_replay,True
BNCI2014_001,erm,1,0,label_conditional,2,-0.0017361111111111605,0.10273640953667085,head_replay,True
BNCI2014_001,erm,1,0,label_conditional,4,0.02083333333333337,0.27434614601192575,head_replay,True
BNCI2014_001,erm,1,0,label_conditional,8,0.125,0.4864469950467919,head_replay,True
BNCI2014_001,erm,1,0,marginal_domain,1,-0.00694444444444442,0.03120858531196191,head_replay,True
BNCI2014_001,erm,1,0,marginal_domain,2,-0.01041666666666663,0.10325724287000415,head_replay,True
BNCI2014_001,erm,1,0,marginal_domain,4,-0.00868055555555558,0.2850305762832369,head_replay,True
BNCI2014_001,erm,1,0,marginal_domain,8,-0.005208333333333315,0.4816507674794246,head_replay,True
BNCI2014_001,erm,1,0,random_subspace,1,-0.015625000000000056,-0.001208296911421991,head_replay,True
BNCI2014_001,erm,1,0,random_subspace,2,-0.02430555555555558,-0.013728025446775427,head_replay,True
BNCI2014_001,erm,1,0,random_subspace,4,-0.00694444444444442,-0.0050110479797979,head_replay,True
BNCI2014_001,erm,1,0,random_subspace,8,-0.001736111111111105,-0.008977394133644068,head_replay,True
BNCI2014_001,erm,1,1,label_conditional,1,-0.00347222222222221,0.0385944934730732,head_replay,True
BNCI2014_001,erm,1,1,label_conditional,2,-0.006944444444444475,0.08725716846363141,head_replay,True
BNCI2014_001,erm,1,1,label_conditional,4,0.00694444444444442,0.26942407035044424,head_replay,True
BNCI2014_001,erm,1,1,label_conditional,8,0.0,0.5533684703830312,head_replay,True
BNCI2014_001,erm,1,1,marginal_domain,1,0.00520833333333337,0.03746714859572842,head_replay,True
BNCI2014_001,erm,1,1,marginal_domain,2,-0.00347222222222221,0.06576961869507347,head_replay,True
BNCI2014_001,erm,1,1,marginal_domain,4,0.001736111111111105,0.28422091499079705,head_replay,True
BNCI2014_001,erm,1,1,marginal_domain,8,-0.010416666666666685,0.494548350525034,head_replay,True
BNCI2014_001,erm,1,1,random_subspace,1,0.00347222222222221,0.0,head_replay,True
BNCI2014_001,erm,1,1,random_subspace,2,-0.010416666666666685,0.0068910256410257276,head_replay,True
BNCI2014_001,erm,1,1,random_subspace,4,-0.01215277777777779,-0.005008012820512886,head_replay,True
BNCI2014_001,erm,1,1,random_subspace,8,0.0,-0.0024191647812971118,head_replay,True
BNCI2014_001,erm,1,2,label_conditional,1,0.0,0.06950675004927132,head_replay,True
BNCI2014_001,erm,1,2,label_conditional,2,-0.00520833333333337,0.1719563248176832,head_replay,True
BNCI2014_001,erm,1,2,label_conditional,4,0.03125,0.3766223580126443,head_replay,True
BNCI2014_001,erm,1,2,label_conditional,8,0.07465277777777785,0.5314362296415315,head_replay,True
BNCI2014_001,erm,1,2,marginal_domain,1,-0.00347222222222221,0.07000415654392045,head_replay,True
BNCI2014_001,erm,1,2,marginal_domain,2,-0.00694444444444442,0.1750157813516463,head_replay,True
BNCI2014_001,erm,1,2,marginal_domain,4,0.01388888888888895,0.3658322220435223,head_replay,True
BNCI2014_001,erm,1,2,marginal_domain,8,0.045138888888888895,0.519471454543049,head_replay,True
BNCI2014_001,erm,1,2,random_subspace,1,0.01215277777777779,0.011608270202020154,head_replay,True
BNCI2014_001,erm,1,2,random_subspace,2,0.022569444444444475,0.006880808792815274,head_replay,True
BNCI2014_001,erm,1,2,random_subspace,4,0.01736111111111116,0.008724581339712767,head_replay,True
BNCI2014_001,erm,1,2,random_subspace,8,-0.005208333333333259,0.021172664141414055,head_replay,True
BNCI2014_001,erm,1,3,label_conditional,1,0.008680555555555525,0.0333690455195389,head_replay,True
BNCI2014_001,erm,1,3,label_conditional,2,0.006944444444444475,0.1281872567415815,head_replay,True
BNCI2014_001,erm,1,3,label_conditional,4,0.01909722222222221,0.294225677922224,head_replay,True
BNCI2014_001,erm,1,3,label_conditional,8,0.02777777777777779,0.5298758330431608,head_replay,True
BNCI2014_001,erm,1,3,marginal_domain,1,0.0034722222222222654,0.034827136040129436,head_replay,True
BNCI2014_001,erm,1,3,marginal_domain,2,0.00694444444444442,0.11738340644348766,head_replay,True
BNCI2014_001,erm,1,3,marginal_domain,4,0.013888888888888895,0.29681851959207806,head_replay,True
BNCI2014_001,erm,1,3,marginal_domain,8,0.006944444444444475,0.472041024152576,head_replay,True
BNCI2014_001,erm,1,3,random_subspace,1,0.00347222222222221,0.0019728535353535914,head_replay,True
BNCI2014_001,erm,1,3,random_subspace,2,-0.001736111111111105,-0.00176091269841272,head_replay,True
BNCI2014_001,erm,1,3,random_subspace,4,0.013888888888888895,0.007881466980731666,head_replay,True
BNCI2014_001,erm,1,3,random_subspace,8,0.012152777777777735,-0.00548264286775324,head_replay,True
BNCI2014_001,erm,1,4,label_conditional,1,-0.005208333333333315,0.03184340102514438,head_replay,True
BNCI2014_001,erm,1,4,label_conditional,2,-0.00347222222222221,0.06252989692303734,head_replay,True
BNCI2014_001,erm,1,4,label_conditional,4,-0.00347222222222221,0.2814709656367454,head_replay,True
BNCI2014_001,erm,1,4,label_conditional,8,0.019097222222222238,0.446286245681563,head_replay,True
BNCI2014_001,erm,1,4,marginal_domain,1,-0.005208333333333315,0.03468431011605355,head_replay,True
BNCI2014_001,erm,1,4,marginal_domain,2,0.0,0.0756804342512063,head_replay,True
BNCI2014_001,erm,1,4,marginal_domain,4,-0.01909722222222221,0.2897355902665016,head_replay,True
BNCI2014_001,erm,1,4,marginal_domain,8,-0.00694444444444442,0.4272424825346651,head_replay,True
BNCI2014_001,erm,1,4,random_subspace,1,-0.00868055555555558,0.005124562937062871,head_replay,True
BNCI2014_001,erm,1,4,random_subspace,2,0.001736111111111105,-0.004807692307692402,head_replay,True
BNCI2014_001,erm,1,4,random_subspace,4,-0.001736111111111105,0.012280573958205476,head_replay,True
BNCI2014_001,erm,1,4,random_subspace,8,-0.01041666666666663,0.0060975209001524755,head_replay,True
BNCI2014_001,erm,1,5,label_conditional,1,0.017361111111111105,0.04799291480793044,head_replay,True
BNCI2014_001,erm,1,5,label_conditional,2,0.008680555555555525,0.0922547284425671,head_replay,True
BNCI2014_001,erm,1,5,label_conditional,4,0.03472222222222221,0.26136695100994656,head_replay,True
BNCI2014_001,erm,1,5,label_conditional,8,0.01909722222222221,0.4758466048592791,head_replay,True
BNCI2014_001,erm,1,5,marginal_domain,1,0.00347222222222221,0.04342196492448058,head_replay,True
BNCI2014_001,erm,1,5,marginal_domain,2,0.010416666666666685,0.0938387251830558,head_replay,True
BNCI2014_001,erm,1,5,marginal_domain,4,0.00694444444444442,0.2661898497207129,head_replay,True
BNCI2014_001,erm,1,5,marginal_domain,8,-0.006944444444444475,0.4544193707264529,head_replay,True
BNCI2014_001,erm,1,5,random_subspace,1,0.006944444444444475,-0.0013354700854699697,head_replay,True
BNCI2014_001,erm,1,5,random_subspace,2,0.00694444444444442,0.0020440930597180884,head_replay,True
BNCI2014_001,erm,1,5,random_subspace,4,0.00868055555555558,-0.006960474676467321,head_replay,True
BNCI2014_001,erm,1,5,random_subspace,8,0.008680555555555525,-0.00968322935234689,head_replay,True
BNCI2014_001,erm,1,6,label_conditional,1,0.0069444444444444475,0.04002379105779841,head_replay,True
BNCI2014_001,erm,1,6,label_conditional,2,0.01215277777777779,0.0678844980859783,head_replay,True
BNCI2014_001,erm,1,6,label_conditional,4,0.00347222222222221,0.2739298860646576,head_replay,True
BNCI2014_001,erm,1,6,label_conditional,8,0.019097222222222238,0.5075351401372106,head_replay,True
BNCI2014_001,erm,1,6,marginal_domain,1,0.00347222222222221,0.027833928224553217,head_replay,True
BNCI2014_001,erm,1,6,marginal_domain,2,0.008680555555555552,0.06882594838404621,head_replay,True
BNCI2014_001,erm,1,6,marginal_domain,4,0.0,0.2755125067141321,head_replay,True
BNCI2014_001,erm,1,6,marginal_domain,8,-0.010416666666666657,0.48553666405833584,head_replay,True
BNCI2014_001,erm,1,6,random_subspace,1,0.001736111111111105,0.0025111607142856984,head_replay,True
BNCI2014_001,erm,1,6,random_subspace,2,-0.001736111111111105,0.00966754599567099,head_replay,True
BNCI2014_001,erm,1,6,random_subspace,4,0.008680555555555552,0.009058779761904723,head_replay,True
BNCI2014_001,erm,1,6,random_subspace,8,0.0034722222222222376,0.002087625915750846,head_replay,True
BNCI2014_001,erm,1,7,label_conditional,1,0.008680555555555525,0.031606538053664535,head_replay,True
BNCI2014_001,erm,1,7,label_conditional,2,0.00694444444444442,0.12049268053283146,head_replay,True
BNCI2014_001,erm,1,7,label_conditional,4,0.0034722222222222654,0.26710340971055946,head_replay,True
BNCI2014_001,erm,1,7,label_conditional,8,0.03125,0.5061532475522413,head_replay,True
BNCI2014_001,erm,1,7,marginal_domain,1,-0.015625,0.04259577859253749,head_replay,True
BNCI2014_001,erm,1,7,marginal_domain,2,-0.020833333333333315,0.11939191820069328,head_replay,True
BNCI2014_001,erm,1,7,marginal_domain,4,-0.010416666666666685,0.2877612725789003,head_replay,True
BNCI2014_001,erm,1,7,marginal_domain,8,-0.005208333333333315,0.45800800345595233,head_replay,True
BNCI2014_001,erm,1,7,random_subspace,1,-0.022569444444444475,0.0089981600732858,head_replay,True
BNCI2014_001,erm,1,7,random_subspace,2,-0.017361111111111105,0.015704183828941787,head_replay,True
BNCI2014_001,erm,1,7,random_subspace,4,-0.010416666666666685,0.018493352380978045,head_replay,True
BNCI2014_001,erm,1,7,random_subspace,8,0.005208333333333315,0.020418627881621187,head_replay,True
BNCI2014_001,erm,1,8,label_conditional,1,-0.0034722222222222654,0.05388838632235504,head_replay,True
BNCI2014_001,erm,1,8,label_conditional,2,-0.012152777777777735,0.09908546610123625,head_replay,True
BNCI2014_001,erm,1,8,label_conditional,4,0.005208333333333315,0.24012700714640545,head_replay,True
BNCI2014_001,erm,1,8,label_conditional,8,0.01041666666666663,0.453570774018723,head_replay,True
BNCI2014_001,erm,1,8,marginal_domain,1,-0.00347222222222221,0.05632592274426651,head_replay,True
BNCI2014_001,erm,1,8,marginal_domain,2,-0.01041666666666663,0.10198132754972922,head_replay,True
BNCI2014_001,erm,1,8,marginal_domain,4,-0.00868055555555558,0.2577737427207726,head_replay,True
BNCI2014_001,erm,1,8,marginal_domain,8,0.008680555555555525,0.44047958110216245,head_replay,True
BNCI2014_001,erm,1,8,random_subspace,1,-0.03125,0.007634943181818232,head_replay,True
BNCI2014_001,erm,1,8,random_subspace,2,-0.046875,0.0031394386863137225,head_replay,True
BNCI2014_001,erm,1,8,random_subspace,4,0.005208333333333315,-0.006250486484619566,head_replay,True
BNCI2014_001,erm,1,8,random_subspace,8,0.0034722222222222654,-0.0008700755943402694,head_replay,True
BNCI2014_001,erm,2,0,label_conditional,1,0.006944444444444475,0.009957153618870063,head_replay,True
BNCI2014_001,erm,2,0,label_conditional,2,0.0034722222222222654,0.08420252804685857,head_replay,True
BNCI2014_001,erm,2,0,label_conditional,4,0.00520833333333337,0.24135297375912707,head_replay,True
BNCI2014_001,erm,2,0,label_conditional,8,0.1267361111111111,0.47452380619466533,head_replay,True
BNCI2014_001,erm,2,0,marginal_domain,1,-0.006944444444444475,0.003585053496769852,head_replay,True
BNCI2014_001,erm,2,0,marginal_domain,2,-0.006944444444444364,0.07754977838424049,head_replay,True
BNCI2014_001,erm,2,0,marginal_domain,4,-0.00347222222222221,0.2472867822483245,head_replay,True
BNCI2014_001,erm,2,0,marginal_domain,8,-0.00347222222222221,0.41911713600834155,head_replay,True
BNCI2014_001,erm,2,0,random_subspace,1,0.0034722222222221544,0.007972929847929855,head_replay,True
BNCI2014_001,erm,2,0,random_subspace,2,-0.013888888888888895,0.009426987942612985,head_replay,True
BNCI2014_001,erm,2,0,random_subspace,4,-0.010416666666666685,0.005524683649683615,head_replay,True
BNCI2014_001,erm,2,0,random_subspace,8,0.019097222222222265,-0.004152457530214759,head_replay,True
BNCI2014_001,erm,2,1,label_conditional,1,0.010416666666666685,0.008357749250018975,head_replay,True
BNCI2014_001,erm,2,1,label_conditional,2,0.001736111111111105,0.06672925712810573,head_replay,True
BNCI2014_001,erm,2,1,label_conditional,4,5.551115123125783e-17,0.23900016808419478,head_replay,True
BNCI2014_001,erm,2,1,label_conditional,8,0.0017361111111111605,0.4739754593639075,head_replay,True
BNCI2014_001,erm,2,1,marginal_domain,1,0.012152777777777735,0.005316519646289319,head_replay,True
BNCI2014_001,erm,2,1,marginal_domain,2,0.00694444444444442,0.06816217180115203,head_replay,True
BNCI2014_001,erm,2,1,marginal_domain,4,-0.00694444444444442,0.2546723960218059,head_replay,True
BNCI2014_001,erm,2,1,marginal_domain,8,0.00347222222222221,0.4611553240253898,head_replay,True
BNCI2014_001,erm,2,1,random_subspace,1,0.001736111111111105,0.0026405885780885763,head_replay,True
BNCI2014_001,erm,2,1,random_subspace,2,-0.008680555555555525,0.005044434731934833,head_replay,True
BNCI2014_001,erm,2,1,random_subspace,4,-0.005208333333333315,0.005964001276501096,head_replay,True
BNCI2014_001,erm,2,1,random_subspace,8,0.01041666666666674,0.019251928626928483,head_replay,True
BNCI2014_001,erm,2,2,label_conditional,1,0.0017361111111111605,0.05291391722312766,head_replay,True
BNCI2014_001,erm,2,2,label_conditional,2,0.00520833333333337,0.11942736123632991,head_replay,True
BNCI2014_001,erm,2,2,label_conditional,4,0.05902777777777779,0.306190502286671,head_replay,True
BNCI2014_001,erm,2,2,label_conditional,8,0.13541666666666674,0.49577559040117086,head_replay,True
BNCI2014_001,erm,2,2,marginal_domain,1,-0.005208333333333315,0.0531521932015353,head_replay,True
BNCI2014_001,erm,2,2,marginal_domain,2,-0.001736111111111105,0.11574342772702861,head_replay,True
BNCI2014_001,erm,2,2,marginal_domain,4,0.01215277777777779,0.29200233393949526,head_replay,True
BNCI2014_001,erm,2,2,marginal_domain,8,0.038194444444444475,0.44892600734319,head_replay,True
BNCI2014_001,erm,2,2,random_subspace,1,0.0017361111111111605,-0.006426646270396352,head_replay,True
BNCI2014_001,erm,2,2,random_subspace,2,0.00868055555555558,0.0063362724897650935,head_replay,True
BNCI2014_001,erm,2,2,random_subspace,4,0.0,-0.002659722834355227,head_replay,True
BNCI2014_001,erm,2,2,random_subspace,8,0.02777777777777779,0.014722314901300937,head_replay,True
BNCI2014_001,erm,2,3,label_conditional,1,0.005208333333333315,0.03973858099245087,head_replay,True
BNCI2014_001,erm,2,3,label_conditional,2,0.0034722222222222654,0.14596053187868196,head_replay,True
BNCI2014_001,erm,2,3,label_conditional,4,0.019097222222222238,0.2788802850915853,head_replay,True
BNCI2014_001,erm,2,3,label_conditional,8,0.013888888888888895,0.4719413707852175,head_replay,True
BNCI2014_001,erm,2,3,marginal_domain,1,0.001736111111111105,0.03640164015551006,head_replay,True
BNCI2014_001,erm,2,3,marginal_domain,2,0.010416666666666685,0.13205685742813245,head_replay,True
BNCI2014_001,erm,2,3,marginal_domain,4,0.0034722222222222654,0.3049905545467174,head_replay,True
BNCI2014_001,erm,2,3,marginal_domain,8,0.001736111111111105,0.4577031337202099,head_replay,True
BNCI2014_001,erm,2,3,random_subspace,1,-0.012152777777777735,0.0011273448773447825,head_replay,True
BNCI2014_001,erm,2,3,random_subspace,2,-0.00694444444444442,0.0030609581390830254,head_replay,True
BNCI2014_001,erm,2,3,random_subspace,4,0.006944444444444475,-0.0011047979797980112,head_replay,True
BNCI2014_001,erm,2,3,random_subspace,8,0.02777777777777779,0.015314980158730007,head_replay,True
BNCI2014_001,erm,2,4,label_conditional,1,0.001736111111111105,0.03823127296787321,head_replay,True
BNCI2014_001,erm,2,4,label_conditional,2,0.00347222222222221,0.08806410321382263,head_replay,True
BNCI2014_001,erm,2,4,label_conditional,4,-0.00868055555555558,0.275894899733909,head_replay,True
BNCI2014_001,erm,2,4,label_conditional,8,0.00694444444444442,0.4433519626872955,head_replay,True
BNCI2014_001,erm,2,4,marginal_domain,1,0.0,0.04107218205878227,head_replay,True
BNCI2014_001,erm,2,4,marginal_domain,2,-0.006944444444444475,0.08725845783580877,head_replay,True
BNCI2014_001,erm,2,4,marginal_domain,4,0.001736111111111105,0.2693009837008966,head_replay,True
BNCI2014_001,erm,2,4,marginal_domain,8,-0.00520833333333337,0.39992430170448745,head_replay,True
BNCI2014_001,erm,2,4,random_subspace,1,0.0,0.002906611362493816,head_replay,True
BNCI2014_001,erm,2,4,random_subspace,2,-0.006944444444444475,0.006688203034710405,head_replay,True
BNCI2014_001,erm,2,4,random_subspace,4,-0.0017361111111111605,-0.006828358528726097,head_replay,True
BNCI2014_001,erm,2,4,random_subspace,8,0.00347222222222221,0.00614207330659533,head_replay,True
BNCI2014_001,erm,2,5,label_conditional,1,-0.0034722222222222376,0.03383261059223708,head_replay,True
BNCI2014_001,erm,2,5,label_conditional,2,0.0034722222222222376,0.06487891891819908,head_replay,True
BNCI2014_001,erm,2,5,label_conditional,4,-0.0069444444444444475,0.23175396745926924,head_replay,True
BNCI2014_001,erm,2,5,label_conditional,8,-0.029513888888888867,0.45264745560919134,head_replay,True
