dataset,method,seed,fold,target_subject,representation,total_subject_energy,effective_rank,top1_energy_fraction,top2_energy_fraction,top4_energy_fraction,top8_energy_fraction
BNCI2014_001,erm,2,5,6,graph_z,72746.6412260771,14.509342907985532,0.3628661649487048,0.6172812716294364,0.8627676048209026,0.9606124762075043
BNCI2014_001,erm,2,5,6,node_z,290454.10502888,13.202434701805322,0.4731234816917339,0.6687758489687315,0.903083370405812,0.9756948832031281
BNCI2014_001,erm,2,6,7,graph_z,93454.38796214978,13.284151132893241,0.4647637784405738,0.6714039823452161,0.8680780443246711,0.9703123873775928
BNCI2014_001,erm,2,6,7,node_z,243576.13912895697,13.199546667401334,0.4645794385422787,0.6850780702765307,0.8977360646357595,0.9758169666305998
BNCI2014_001,erm,2,7,8,graph_z,74834.81502216647,14.130719938801564,0.4138338696317141,0.6210292066489265,0.8563958032804398,0.9633699982594844
BNCI2014_001,erm,2,7,8,node_z,234248.98583892186,14.025014728491662,0.4094327837357664,0.6468519348045036,0.8776895033464305,0.9712955174942964
BNCI2014_001,erm,2,8,9,graph_z,55636.14429722047,15.022063564861218,0.3908837628413558,0.6520520097487525,0.845766477400591,0.953090901245198
BNCI2014_001,erm,2,8,9,node_z,168520.8962021562,14.993557668999483,0.3921379250822915,0.6425269385839916,0.8585872693080396,0.9616577823242022
BNCI2014_001,cigl_graph_node,0,0,1,graph_z,7413.2635608623805,15.501517641471983,0.35704163699453106,0.5643693220327988,0.7780051834851955,0.9456277417372375
BNCI2014_001,cigl_graph_node,0,0,1,node_z,52747.23007827385,14.759439605560713,0.38159816812225045,0.5872066264026788,0.8426603845108629,0.9647472931135531
BNCI2014_001,cigl_graph_node,0,1,2,graph_z,25492.95381101958,14.28952306338189,0.4647119254713251,0.734123285864628,0.8685077515258162,0.9589702770964494
BNCI2014_001,cigl_graph_node,0,1,2,node_z,104558.99235805962,14.715542796440374,0.44869461435495583,0.6365522963487773,0.8487988920168794,0.9655502255943818
BNCI2014_001,cigl_graph_node,0,2,3,graph_z,6589.141883191884,15.227599711856712,0.42861325164511516,0.6745813730717121,0.8235190516152359,0.9458086702596548
BNCI2014_001,cigl_graph_node,0,2,3,node_z,43819.73682163502,15.053006754417078,0.4272487841778498,0.6455811851228337,0.8454707166063979,0.9590578973525709
BNCI2014_001,cigl_graph_node,0,3,4,graph_z,20833.47608689533,14.842470423907354,0.42650041232028135,0.6340118464992528,0.8430389248930994,0.95319783325314
BNCI2014_001,cigl_graph_node,0,3,4,node_z,100820.76573872066,14.588118093416643,0.4143518872654372,0.6183064234391957,0.860114980149038,0.9644601585945121
BNCI2014_001,cigl_graph_node,0,4,5,graph_z,12211.875130921839,15.410853779485727,0.3566587662596806,0.6183293592594742,0.8283056887172707,0.947604167668491
BNCI2014_001,cigl_graph_node,0,4,5,node_z,68609.0613603803,15.406963823539455,0.3716559300874661,0.6297810711009054,0.8365673044043809,0.9544779047008516
BNCI2014_001,cigl_graph_node,0,5,6,graph_z,23920.525193469617,14.355383369969248,0.4131544940727126,0.6454037882134775,0.8669992711042013,0.9597018927824367
BNCI2014_001,cigl_graph_node,0,5,6,node_z,118789.94475179103,13.92764103260521,0.5681028207496864,0.7049129650903933,0.8724944345660802,0.9706925107593013
BNCI2014_001,cigl_graph_node,0,6,7,graph_z,11992.888103587018,14.170924522659748,0.4931880944263948,0.6886860236689502,0.8613784923365584,0.9611453615706314
BNCI2014_001,cigl_graph_node,0,6,7,node_z,58203.40554168136,14.867805327107337,0.35565920452318317,0.6043546549896704,0.8437147867347262,0.9627807481790169
BNCI2014_001,cigl_graph_node,0,7,8,graph_z,11480.185242533564,13.644544348419979,0.3823555069144728,0.6902491771919225,0.887035587650686,0.9649408652680588
BNCI2014_001,cigl_graph_node,0,7,8,node_z,53741.9546652883,14.96021789987023,0.35743671272125327,0.5452452105194059,0.8521409358827516,0.960442931462036
BNCI2014_001,cigl_graph_node,0,8,9,graph_z,7831.62242830913,15.071490782231562,0.4672340304590944,0.6668632534707134,0.8396688715860099,0.948319115299287
BNCI2014_001,cigl_graph_node,0,8,9,node_z,53384.27993410179,14.976322072615039,0.409441797422956,0.6185295840364601,0.8517361263016918,0.9608794977703624
BNCI2014_001,cigl_graph_node,1,0,1,graph_z,11110.437477244772,15.390343860388331,0.45510217609463055,0.6079222955697619,0.8365716727178458,0.9473437435592886
BNCI2014_001,cigl_graph_node,1,0,1,node_z,49006.58470955847,15.682504082413029,0.39623393684002406,0.5905971611078978,0.8256490523928915,0.95719040948927
BNCI2014_001,cigl_graph_node,1,1,2,graph_z,23369.159948109977,14.387767948022598,0.42178672086091407,0.6438036670091103,0.8599320085188062,0.9619893958474744
BNCI2014_001,cigl_graph_node,1,1,2,node_z,86744.70686057652,14.910937384109596,0.3277521364547057,0.5916221701394541,0.8438230039026023,0.961581382525489
BNCI2014_001,cigl_graph_node,1,2,3,graph_z,6626.824745784994,14.5283853822184,0.45197315207035466,0.6119702482560859,0.8350859753308816,0.9612107869159273
BNCI2014_001,cigl_graph_node,1,2,3,node_z,39204.643391156904,14.981273940181765,0.41553569697442966,0.6392168427069779,0.85182827725722,0.961713513821107
BNCI2014_001,cigl_graph_node,1,3,4,graph_z,21767.434820120412,14.917727754575056,0.29376989034370965,0.5328368763788902,0.8436415239168177,0.9552073171916118
BNCI2014_001,cigl_graph_node,1,3,4,node_z,87994.50685287843,14.782040608293919,0.3661176827547438,0.5749507876343244,0.8589366453509585,0.9627560208889882
BNCI2014_001,cigl_graph_node,1,4,5,graph_z,9390.311996271343,14.704807277669676,0.4648577241612484,0.6746097285562475,0.8476322711739069,0.95557915361992
BNCI2014_001,cigl_graph_node,1,4,5,node_z,42876.54650484627,16.11812930776305,0.32067966137462484,0.5559745719311064,0.8009648838938039,0.9502887295170837
BNCI2014_001,cigl_graph_node,1,5,6,graph_z,14672.655134058561,14.067238947599243,0.47914682900314914,0.6713282728875559,0.8784898699705086,0.9623160739837856
BNCI2014_001,cigl_graph_node,1,5,6,node_z,82917.28579010282,14.180053159871628,0.42800704598063544,0.6416622987145173,0.8617442888925002,0.9695053475137201
BNCI2014_001,cigl_graph_node,1,6,7,graph_z,17113.977097167906,13.837952665013779,0.47559828412480104,0.7125977135657305,0.859062494099807,0.964305727269968
BNCI2014_001,cigl_graph_node,1,6,7,node_z,76746.69114692157,14.165736462880314,0.4210316543433488,0.6148635846745513,0.8572282687347654,0.9711392436242905
BNCI2014_001,cigl_graph_node,1,7,8,graph_z,18588.703368016006,13.310893303792716,0.39522949227146537,0.6548667327285307,0.8886097748620256,0.9708726675717666
BNCI2014_001,cigl_graph_node,1,7,8,node_z,50029.51834681709,15.575563754768078,0.30073421895093927,0.5423912559166486,0.8157972485674536,0.9582692286476112
BNCI2014_001,cigl_graph_node,1,8,9,graph_z,14656.297120951105,15.166768919896473,0.38422257027531276,0.607366285344845,0.8102964667770638,0.9490799868180658
BNCI2014_001,cigl_graph_node,1,8,9,node_z,64209.665080413775,15.665202466211438,0.3538606534126507,0.5723855715445934,0.8205044248488812,0.9541370203557675
BNCI2014_001,cigl_graph_node,2,0,1,graph_z,6885.813888940889,15.30649843541526,0.4954086815047674,0.6632666966497094,0.8328162830661248,0.9471804348680608
BNCI2014_001,cigl_graph_node,2,0,1,node_z,40047.885480441124,15.912160934461285,0.3711525366471015,0.59629428694489,0.838858804494048,0.9475033335447787
BNCI2014_001,cigl_graph_node,2,1,2,graph_z,24894.40575945417,12.30548557295103,0.6418045297837243,0.843218823255596,0.9126321732712634,0.9756000798602601
BNCI2014_001,cigl_graph_node,2,1,2,node_z,83550.07247438654,14.45353659308604,0.345746638371804,0.6200708762469743,0.880276576267956,0.9657769180444874
BNCI2014_001,cigl_graph_node,2,2,3,graph_z,3625.0325016642823,15.329422175375928,0.40856859044890237,0.6315810309877923,0.8233080043498046,0.9503664431594281
BNCI2014_001,cigl_graph_node,2,2,3,node_z,28241.416375604116,15.742050011293715,0.5044408899535616,0.71469626949852,0.8407603765157563,0.9526293244240909
BNCI2014_001,cigl_graph_node,2,3,4,graph_z,18315.835553950325,14.547040291657733,0.45374876090494387,0.6887784519193686,0.8593374724388851,0.9580815574321537
BNCI2014_001,cigl_graph_node,2,3,4,node_z,65787.59920334331,15.239987662467685,0.32890193867667517,0.5760328131810524,0.8736106209110782,0.9570426265475476
BNCI2014_001,cigl_graph_node,2,4,5,graph_z,7495.965919208918,16.228277500057946,0.3612413796708964,0.5527626076079264,0.773957321733143,0.9330406641788106
BNCI2014_001,cigl_graph_node,2,4,5,node_z,46233.748085859006,16.21380235660724,0.36327722356119047,0.5981421464450517,0.8220996125533903,0.9453978755148209
BNCI2014_001,cigl_graph_node,2,5,6,graph_z,10333.700761432887,15.422112796575865,0.3391122529521923,0.6314815178162221,0.801819933476394,0.9473762050195237
BNCI2014_001,cigl_graph_node,2,5,6,node_z,73501.66885415389,14.418146841918958,0.40700050260861664,0.6467085569855402,0.8835623083590372,0.9662711535123172
BNCI2014_001,cigl_graph_node,2,6,7,graph_z,10899.922733626636,13.42103558181479,0.6666892795422074,0.7738260789868558,0.8709887915161312,0.9619331740958315
BNCI2014_001,cigl_graph_node,2,6,7,node_z,45657.41441740641,15.334360255046768,0.34455178599064556,0.5758644059241707,0.8400118874683828,0.9570561910972143
BNCI2014_001,cigl_graph_node,2,7,8,graph_z,10987.825124182717,14.831165204716553,0.3339570112203111,0.6633353472329514,0.8326999927861085,0.956442943513722
BNCI2014_001,cigl_graph_node,2,7,8,node_z,45757.87437397467,15.415617186804505,0.42983989021524316,0.6092010733973621,0.8330984653868377,0.9567564222005962
BNCI2014_001,cigl_graph_node,2,8,9,graph_z,8154.221603440443,16.266565256512628,0.35232027348618805,0.6003725743581642,0.8108187251059704,0.9362111670510186
BNCI2014_001,cigl_graph_node,2,8,9,node_z,53827.620339359695,15.53309464795965,0.35908952373451575,0.5968015321631097,0.8458586593580187,0.9537208107945754
BNCI2014_001,cdan,0,0,1,graph_z,1039600.7630426863,6.220403054379148,0.9141519493484116,0.9687819498271694,0.988379511113031,0.9975816918224885
BNCI2014_001,cdan,0,0,1,node_z,312380.35038762714,13.948166892547397,0.5009491944373615,0.6741059370241745,0.8849065195415775,0.9665229461782332
BNCI2014_001,cdan,0,1,2,graph_z,577340.6943627287,9.61038057244131,0.6748823121596645,0.8329159799036342,0.9676320886514085,0.9907238940427942
BNCI2014_001,cdan,0,1,2,node_z,420330.75455821666,13.962628052698363,0.6461965628298365,0.7506202465119335,0.8755071193565099,0.9699011773876289
BNCI2014_001,cdan,0,2,3,graph_z,332468.98317042406,9.425998294236583,0.663813573801028,0.8940512534942102,0.9666201432934691,0.9918294630430138
BNCI2014_001,cdan,0,2,3,node_z,146555.01454616737,16.07841437413112,0.34701543252541145,0.547832006866216,0.8057719979459114,0.9479429759259526
BNCI2014_001,cdan,0,3,4,graph_z,342923.66013309994,10.584322946647722,0.7390974884804999,0.8676575192528475,0.9489207802046392,0.9867724255936601
BNCI2014_001,cdan,0,3,4,node_z,215837.62096812378,15.420277248754976,0.3682905932618488,0.5860728851691412,0.8298453559651613,0.9544131510665494
BNCI2014_001,cdan,0,4,5,graph_z,448327.90446188336,11.010740567997082,0.6301599390942214,0.8398523767592405,0.9413920834391852,0.986508120149536
BNCI2014_001,cdan,0,4,5,node_z,228204.37110935626,16.427091469967632,0.3651530153019625,0.5704546936138598,0.7858046873019886,0.9421223499631354
BNCI2014_001,cdan,0,5,6,graph_z,194087.59017639566,11.425410382182548,0.5428610807537309,0.7752795690352233,0.933422438410943,0.9836427843215414
BNCI2014_001,cdan,0,5,6,node_z,207327.3256704691,14.943360159896123,0.5484724314223434,0.6708117790235686,0.8341507575146232,0.962157382200459
BNCI2014_001,cdan,0,6,7,graph_z,249821.00109726825,11.459363236386936,0.44270208152490825,0.8214884054894678,0.9295712697230213,0.983062354870711
BNCI2014_001,cdan,0,6,7,node_z,185286.0765547222,15.661145162826589,0.4131099398964845,0.5648364294970786,0.8115866627059295,0.9540498321257924
BNCI2014_001,cdan,0,7,8,graph_z,540035.2434959314,9.99644643372908,0.6812486696930063,0.8100154792172494,0.9422001823749546,0.9904455421030858
BNCI2014_001,cdan,0,7,8,node_z,242822.58885092736,15.347553912961056,0.3437751462863674,0.594956001459287,0.8063270694962968,0.9564044449782398
BNCI2014_001,cdan,0,8,9,graph_z,430447.2246168031,9.563045873597364,0.7457443925081121,0.8875074712007215,0.9636889696826018,0.9909100648501399
BNCI2014_001,cdan,0,8,9,node_z,210413.29699890874,15.719036421276465,0.3297185355025356,0.5535601319900418,0.8053369326830419,0.9535096686910445
BNCI2014_001,cdan,1,0,1,graph_z,297727.1466912028,10.592416913374361,0.6748976486034953,0.8095004954061916,0.952968534168273,0.98830947900737
BNCI2014_001,cdan,1,0,1,node_z,208749.96354610796,15.81102678360828,0.41408901701298423,0.5744591118038874,0.8138279749839625,0.9574159856074014
BNCI2014_001,cdan,1,1,2,graph_z,308661.3499102248,11.371127321054207,0.5856756419184534,0.8395008211784816,0.9280501987688503,0.9839418064877459
BNCI2014_001,cdan,1,1,2,node_z,337595.3625400691,15.278100081925563,0.48831052093455246,0.6725745221358953,0.8341023920717742,0.9598979472733175
BNCI2014_001,cdan,1,2,3,graph_z,190129.46086209491,10.451786927404465,0.6470054154013822,0.8142504574738915,0.9450589717032934,0.9878679082509992
BNCI2014_001,cdan,1,2,3,node_z,137408.3246348312,15.257918091629994,0.4179510275579695,0.6426894159236114,0.8269722088466949,0.9556174121261211
BNCI2014_001,cdan,1,3,4,graph_z,271495.83820175583,10.763123196736323,0.6034209719620821,0.8019621904318722,0.9399746318006171,0.987609411977267
BNCI2014_001,cdan,1,3,4,node_z,201369.6928179744,15.818096172789481,0.3187227837124642,0.49458463903204375,0.7747979701351222,0.9522597782169313
BNCI2014_001,cdan,1,4,5,graph_z,157668.33913350702,11.360668280456743,0.7834838984658797,0.8658608913410323,0.9313028514761,0.9819072897088187
BNCI2014_001,cdan,1,4,5,node_z,131312.7780245962,16.985660291685353,0.2749325527098615,0.4974995822170092,0.7744135640217275,0.9399300079983807
BNCI2014_001,cdan,1,5,6,graph_z,408107.3059122905,9.425290172471035,0.785274136032547,0.8912286174833183,0.9677879347091419,0.9917329667541416
BNCI2014_001,cdan,1,5,6,node_z,185601.54317509383,15.973828690333717,0.397700503587189,0.609293291983709,0.8274745861827772,0.9494093007353663
BNCI2014_001,cdan,1,6,7,graph_z,553256.0052935001,8.041639429585892,0.8465240182351854,0.9169311433361276,0.9684823234502141,0.9946733128281056
BNCI2014_001,cdan,1,6,7,node_z,242886.25997732265,15.016184633428223,0.33062028874681865,0.543655938911471,0.8302149689809158,0.9558382715735367
BNCI2014_001,cdan,1,7,8,graph_z,282446.86004838836,10.67601588549979,0.5666070946032072,0.7607394980689449,0.940526911035977,0.988256447885635
BNCI2014_001,cdan,1,7,8,node_z,263550.729948329,14.791239085598047,0.4107058192170378,0.6372993301328682,0.8413188526905245,0.9638592831499636
BNCI2014_001,cdan,1,8,9,graph_z,294283.36157929077,10.932361197121029,0.7050680003243757,0.8382770468186174,0.9446919942422948,0.9848766502356847
BNCI2014_001,cdan,1,8,9,node_z,154283.67389091197,16.581471439458102,0.40407962692658106,0.551560777475884,0.7860854269702531,0.9431471022119126
BNCI2014_001,cdan,2,0,1,graph_z,239817.69967771834,11.242794592714269,0.5238048913902847,0.8618638901699985,0.9446815902300759,0.9829572792646687
BNCI2014_001,cdan,2,0,1,node_z,236100.2880451046,14.855850197383512,0.500801190028103,0.6461696612901552,0.8388434880280787,0.9659343747120289
BNCI2014_001,cdan,2,1,2,graph_z,518454.8553561766,9.716242954390797,0.6555567944383697,0.8402344556676408,0.9549334980671984,0.9912278488530852
BNCI2014_001,cdan,2,1,2,node_z,440383.84349887725,15.455547561855363,0.47143192545995083,0.6274795206856659,0.8152101905466936,0.9550087452705813
BNCI2014_001,cdan,2,2,3,graph_z,285329.2908447893,9.296811473113285,0.8540177000024903,0.9216659024388235,0.9651521543523244,0.9899421540430194
BNCI2014_001,cdan,2,2,3,node_z,174218.13244851198,14.70700194717768,0.37444094969773517,0.6180841913870904,0.8765030389558486,0.9629143947962803
BNCI2014_001,cdan,2,3,4,graph_z,628028.6953837238,9.208422351461701,0.8198482903501079,0.8915504168467183,0.9675183086508367,0.9917391660628958
BNCI2014_001,cdan,2,3,4,node_z,256606.6462722713,14.877388147664332,0.38642710265663327,0.6619909501155056,0.8642716301164635,0.9594965175986678
BNCI2014_001,cdan,2,4,5,graph_z,401523.7015857266,10.86474635687795,0.6786651036611197,0.839508017765,0.9386536241415081,0.9863491182727095
BNCI2014_001,cdan,2,4,5,node_z,250063.59959118615,15.683622555756417,0.4568183755237011,0.6236428992509729,0.8124868425066462,0.9553010795557801
BNCI2014_001,cdan,2,5,6,graph_z,2203414.348755858,4.906598879447824,0.9700609708202576,0.9851858943049473,0.9941023284303571,0.9982493165507748
BNCI2014_001,cdan,2,5,6,node_z,604500.0287625829,13.511351054224615,0.47258593704743107,0.6975234523362377,0.9075994966177876,0.9702087030287047
BNCI2014_001,cdan,2,6,7,graph_z,598509.6263113047,10.838188336070537,0.4824353382036191,0.850288840617005,0.9372620038729326,0.9859551748323416
BNCI2014_001,cdan,2,6,7,node_z,382800.7458973705,15.610562286928374,0.2992598585866153,0.5342602877626113,0.8128684135988293,0.9517904923396272
BNCI2014_001,cdan,2,7,8,graph_z,875754.3032213798,8.282576558135244,0.7358025096247258,0.9302473506825188,0.9763958562534667,0.9945433129339792
BNCI2014_001,cdan,2,7,8,node_z,356821.18021955126,14.832309595921348,0.43062907306224396,0.6321126827026534,0.8243058961828494,0.9609450724985303
BNCI2014_001,cdan,2,8,9,graph_z,464226.25552629615,9.445059942801134,0.8173513206352515,0.9230493496528197,0.9648406224106106,0.9908781566522892
BNCI2014_001,cdan,2,8,9,node_z,224379.90953569347,15.274270368962668,0.37022455331436266,0.5937350471961533,0.8369923438502512,0.955952379672001
BNCI2015_001,erm,0,0,1,graph_z,29342.091662209456,9.779155491803014,0.5459700330056243,0.7897162693636827,0.9186876051528509,0.9855169565804256
BNCI2015_001,erm,0,0,1,node_z,61976.32159997935,11.316185747113328,0.43237211929866765,0.7436187103208147,0.8947336591675142,0.971805264253256
BNCI2015_001,erm,0,10,11,graph_z,51701.74890961766,11.64004016036196,0.3585973832167947,0.6342225493574273,0.8414186115756194,0.9682546354450253
BNCI2015_001,erm,0,10,11,node_z,139529.9228897293,12.16138413346676,0.35520671560112677,0.6374292547571223,0.8539139715684537,0.9604875141299352
BNCI2015_001,erm,0,11,12,graph_z,39063.72800944361,11.331238037869257,0.36960745485115787,0.6191334205576934,0.8895502678224078,0.9749842402935287
BNCI2015_001,erm,0,11,12,node_z,101246.37572736239,12.315775991840118,0.33079541847773114,0.5958749893147657,0.8705630009248173,0.9616720711696839
BNCI2015_001,erm,0,1,2,graph_z,49163.863227557216,10.77081254284692,0.4219276192249468,0.7355511372159868,0.8972826907987774,0.9778047216287034
BNCI2015_001,erm,0,1,2,node_z,106188.23770563518,12.066834049390067,0.3624118319718581,0.6756429672378401,0.8730134867532989,0.9609919728359946
BNCI2015_001,erm,0,2,3,graph_z,45534.36131123851,11.137326865672419,0.38854978523304784,0.6882733787486774,0.8741337057663068,0.9773742978120515
BNCI2015_001,erm,0,2,3,node_z,116774.2106432098,12.153736511919892,0.396899005193964,0.6212743062910566,0.8632414178753035,0.9659845750509494
BNCI2015_001,erm,0,3,4,graph_z,44769.294755658724,11.088969427261619,0.36796554164847195,0.6313808004465812,0.8879138500115947,0.9757764163307926
BNCI2015_001,erm,0,3,4,node_z,110688.88110147032,11.973561057006595,0.4227633530045307,0.6879715944554817,0.8688795063888731,0.9625618017371366
BNCI2015_001,erm,0,4,5,graph_z,43411.76060310308,10.589344594715055,0.38852920650909595,0.6844159154668106,0.9023978717775768,0.9799415712322257
BNCI2015_001,erm,0,4,5,node_z,83175.97977578054,12.11254736531842,0.37907936733013037,0.6178563896356839,0.8793033840533234,0.9629444699885981
BNCI2015_001,erm,0,5,6,graph_z,62212.48131318745,10.946425877179644,0.37092411230961136,0.6413958724413493,0.8886963850449093,0.9798089776379999
BNCI2015_001,erm,0,5,6,node_z,142873.64486772276,11.890090124498867,0.3615140801003882,0.6473268077095177,0.8821369272958307,0.9670177589548319
BNCI2015_001,erm,0,6,7,graph_z,45732.94302455108,11.178036274195295,0.44534049236689416,0.679873540590731,0.8673396457370725,0.9752098133816607
BNCI2015_001,erm,0,6,7,node_z,109072.80629536574,12.231131555087487,0.35933664333700543,0.6081827241315992,0.8536085414009866,0.9626314299008482
BNCI2015_001,erm,0,7,8,graph_z,54174.06954868287,11.994191509719805,0.31645457178598296,0.6031903161311407,0.8389451022115954,0.9614730639942913
