candidate_count,effective_multiplicity,top_gap,association_strength,transport_heterogeneity,label_budget,cell_id,replicates,association_detection_rate,mean_local_excess_r2,median_incremental_R2,median_trajectory_incremental_R2,transport_qualification_rate,mean_positive_regimes,mean_positive_trajectories,mean_top1_increment,mean_regret_reduction,actionability_qualification_rate,association_detection_count,transport_qualification_count,actionability_qualification_count
20,8,0.03,0.0,0.75,32,syn_7ad7991408ccd906,400,0.02,-0.00047185089550505347,-0.0008409977067742602,-0.000462762060329136,0.0,1.09,0.7275,-0.0011574074074074073,-0.002181705988793623,0.0,8,0,0
20,8,0.03,0.2,0.75,8,syn_d316314792406a4c,400,0.99,0.0546355329286817,0.07113461426913614,0.0712966480925884,0.9775,2.98,1.995,0.13078703703703703,0.22010796262980237,0.8975,396,391,359
20,8,0.03,0.5,0.0,128,syn_688fd30ea58dd299,400,1.0,0.19089422419597896,0.2311813682355066,0.2321127981739293,1.0,3.0,2.0,0.4612962962962963,0.8040603874466715,1.0,400,400,400
20,20,0.01,0.0,0.0,32,syn_26f2919ee207e9c8,400,0.02,-0.0002731386321794482,-0.008174437452556766,-0.010200691053403349,0.0,0.6475,0.3775,-0.00787037037037037,-0.002025462962962963,0.0,8,0,0
20,20,0.01,0.2,0.0,8,syn_ff98423bce1e043b,400,0.0275,0.0025979284371423538,0.05540845732531955,0.0421588208618503,0.41,2.4825,1.5125,0.09981481481481481,0.01297037037037037,0.105,11,164,42
20,20,0.01,0.2,1.5,128,syn_1268e2166738c204,400,0.7975,0.03242720387458587,0.06094718238163186,0.05909121283144125,0.7775,2.825,1.9375,0.12513888888888888,0.010638888888888887,0.1425,319,311,57
20,20,0.01,0.5,1.5,32,syn_b72dcd7b1a1e33a9,400,0.7225,0.02851469005248391,0.1416279506308201,0.13993740220619239,0.8075,2.8225,1.9325,0.31569444444444444,0.02441944444444445,0.5975,289,323,239
20,20,0.03,0.0,1.5,8,syn_b5a196d877d9649a,400,0.025,-4.995902580331494e-05,-0.004331797100039133,-0.0046596504654973225,0.0,0.9625,0.5225,-0.0011574074074074073,-0.0018277777777777776,0.0,10,0,0
20,20,0.03,0.2,0.75,128,syn_66dc4b76104155df,400,0.9975,0.06463342049808109,0.07852126932690752,0.07744503266849648,0.9875,2.9925,1.995,0.12875,0.04314166666666667,0.7975,399,395,319
20,20,0.03,0.5,0.75,32,syn_965dbedffb3308e4,400,1.0,0.1289423542112831,0.2295614567211879,0.22736663732366563,0.9975,2.9975,2.0,0.4001388888888889,0.11308333333333334,0.995,400,399,398
40,2,0.01,0.0,0.75,8,syn_b74f16301ca08475,400,0.0175,-0.0001370256644713751,-0.00047888253779186185,-0.00048736886677422375,0.0,1.1575,0.6625,-0.0010185185185185184,-0.001715038401646338,0.0,7,0,0
40,2,0.01,0.2,0.0,128,syn_3ff2967f0a42c1db,400,1.0,0.1031295428803871,0.11364159626705184,0.11395184031985162,1.0,3.0,2.0,0.1610648148148148,0.4583221218963327,0.9875,400,400,395
40,2,0.01,0.5,0.0,32,syn_284f3204cd3748b9,400,1.0,0.3915028928837249,0.4464510567398499,0.44723602144027164,1.0,3.0,2.0,0.5317592592592593,1.8921949198061543,1.0,400,400,400
40,2,0.03,0.0,0.0,8,syn_e7436741d1b08526,400,0.0225,-0.00010486090109488492,-0.0005165066443439208,-0.00033192266120785074,0.0,1.115,0.6975,0.0011111111111111111,-0.0006874008753590954,0.0,9,0,0
40,2,0.03,0.0,1.5,128,syn_003a82b2d2ebd469,400,0.0225,0.00028927411673708924,-0.0004055063475935464,-0.00029966422501975787,0.0,1.165,0.67,0.0006944444444444445,-0.0010761999147962077,0.0,9,0,0
40,2,0.03,0.2,1.5,32,syn_f3ad435d4f7b9a78,400,1.0,0.14030443153477934,0.09824095437502803,0.10248784295130145,0.8875,2.9025,1.9825,0.15842592592592591,0.46518285604671533,0.8525,400,355,341
40,2,0.03,0.5,1.5,8,syn_ca1faff40b97613b,400,1.0,0.3715616890514166,0.3242162427712191,0.33243855204941575,0.9225,2.925,1.995,0.40875,1.876956109343895,0.9225,400,369,369
40,8,0.01,0.0,0.75,128,syn_0796fc30c89a76ec,400,0.015,-0.0005545894319440362,-0.00042836405765123153,-0.00039772803985163585,0.0,1.105,0.595,-9.259259259259259e-05,-0.003646597209370851,0.0,6,0,0
40,8,0.01,0.2,0.75,32,syn_626ff447ef959f8d,400,1.0,0.09293938811782486,0.09416100451009488,0.09533949786650553,0.985,2.985,2.0,0.15486111111111112,0.38241415758933966,0.955,400,394,382
40,8,0.01,0.5,0.75,8,syn_c9b5431d5de81599,400,1.0,0.287694707702164,0.3039504138815605,0.3094885490722835,0.9975,2.9975,2.0,0.4776851851851852,1.5032819672987165,0.9975,400,399,399
40,8,0.03,0.0,0.0,128,syn_53f897d3e3a7ef54,400,0.025,0.00017812344272238973,-0.00039647936684332014,-0.00031186158704374356,0.0,1.1625,0.635,-0.00037037037037037035,-0.0010739963654874765,0.0,10,0,0
40,8,0.03,0.2,0.0,32,syn_4d3eb9a1bdcef384,400,1.0,0.08817674845176444,0.1012672868767158,0.10106757080967158,1.0,3.0,2.0,0.16518518518518518,0.4208762768390332,1.0,400,400,400
40,8,0.03,0.5,0.0,8,syn_455736de746718f8,400,1.0,0.30184300698726774,0.34282972066870654,0.3428643584330312,1.0,3.0,2.0,0.535,1.495363311232807,1.0,400,400,400
40,8,0.03,0.5,1.5,128,syn_a462fa9452cafe47,400,1.0,0.314914234520502,0.23592070592409256,0.25372049684683384,0.895,2.8975,2.0,0.41694444444444445,1.4849077954748537,0.895,400,358,358
40,20,0.01,0.0,1.5,32,syn_aab3ff0ba6ff7da5,400,0.0375,0.00038302281785373754,-0.0004204403733284086,-0.0003369963522364683,0.0,1.12,0.67,0.0001388888888888889,-0.0004089963435226632,0.0,15,0,0
40,20,0.01,0.2,1.5,8,syn_969c51f8fdb77d99,400,1.0,0.06047460410513716,0.0457545410906421,0.047366634940096186,0.8275,2.8525,1.9725,0.14833333333333334,0.12557874815666,0.65,400,331,260
40,20,0.01,0.5,0.75,128,syn_300cf464ac5d5f74,400,1.0,0.14764300409881417,0.15208036530058364,0.15262174531467942,1.0,3.0,2.0,0.45625,0.6654163313512663,0.9975,400,400,399
40,20,0.03,0.0,0.75,32,syn_0e2f849071f370fe,400,0.0325,0.00023293142661455452,-0.00048070240429184025,-0.00024255065147282817,0.0,1.1725,0.695,0.0006944444444444445,-0.0001556735575301824,0.0,13,0,0
40,20,0.03,0.2,0.75,8,syn_cc6d9b72fba08213,400,1.0,0.05662025388358702,0.06560206720511444,0.06660678259273084,0.9975,2.9975,2.0,0.15421296296296297,0.2443450478065207,0.9425,400,399,377
40,20,0.03,0.5,0.0,128,syn_b444d68a15e31e33,400,1.0,0.1740431274804269,0.18594830617860408,0.18542176533090785,1.0,3.0,2.0,0.522361111111111,0.772538496679262,1.0,400,400,400
80,2,0.01,0.0,0.0,32,syn_1441a477617f3457,400,0.0175,-0.00017306679425272388,-0.00020121671991004306,-0.00014185894311277703,0.0,1.125,0.725,0.00032407407407407406,0.0010257013938526492,0.0,7,0,0
80,2,0.01,0.2,0.0,8,syn_15a34318ea8a97a8,400,1.0,0.09718917316991348,0.11608177619130694,0.11623713171419892,1.0,3.0,2.0,0.1821759259259259,0.6110173044750932,1.0,400,400,400
80,2,0.01,0.2,1.5,128,syn_8e02940f4bd6e4e4,400,1.0,0.15360626360762653,0.1033352245960882,0.10529288977326817,0.9225,2.925,1.9975,0.1865277777777778,0.6236425113241999,0.9075,400,369,363
80,2,0.01,0.5,1.5,32,syn_3b6a4112ea31d9cb,400,1.0,0.41040183982712347,0.31316362187865876,0.3275149653923429,0.935,2.9375,1.995,0.43958333333333327,2.4012784692491094,0.935,400,374,374
80,2,0.03,0.0,1.5,8,syn_b62449794d4fe4a3,400,0.0325,0.00011110527237024267,-0.0002811847714312791,-0.0001471022491144891,0.0,1.115,0.6825,-0.0008796296296296296,-0.0024843019670227552,0.0,13,0,0
80,2,0.03,0.2,0.75,128,syn_edcfc78c4b9ae8a6,400,1.0,0.12348312633632971,0.11721317691280952,0.1179228906267997,1.0,3.0,2.0,0.1900925925925926,0.6137262132228894,0.995,400,400,398
80,2,0.03,0.5,0.75,32,syn_23a42b01531b0b74,400,1.0,0.40026270396111857,0.4121225850750528,0.41613109968174616,1.0,3.0,2.0,0.51,2.43671775133797,1.0,400,400,400
80,8,0.01,0.0,0.75,8,syn_fdeedc1f88720751,400,0.0175,1.0955738662837269e-05,-0.00022604193884027496,-0.00018945889414243022,0.0,1.1025,0.645,-4.6296296296296294e-05,-0.001987471792676026,0.0,7,0,0
80,8,0.01,0.2,0.0,128,syn_0625a60f8583aae4,400,1.0,0.10630684800330706,0.11259368444665613,0.11230867282793272,1.0,3.0,2.0,0.18337962962962961,0.6111213512153255,0.9975,400,400,399
80,8,0.01,0.5,0.0,32,syn_244e9ed47a97fb51,400,1.0,0.39313930341005304,0.4157945847127463,0.4155089425746108,1.0,3.0,2.0,0.5766666666666667,2.187803801875187,1.0,400,400,400
80,8,0.03,0.0,0.0,8,syn_42da4909154ca1c9,400,0.02,-0.00010032488798424131,-0.0002387351853028556,-0.00020428594879240425,0.0,1.15,0.655,-0.0015277777777777779,-0.002968975103613618,0.0,8,0,0
80,8,0.03,0.0,1.5,128,syn_a39a31a7eb53285c,400,0.025,0.0002146122335768838,-0.00018979106773279555,-0.00013409219407300998,0.0,1.1825,0.73,-0.00018518518518518518,0.0012777902410604325,0.0,10,0,0
80,8,0.03,0.2,1.5,32,syn_21dbcdc35e87324a,400,1.0,0.14381876957635875,0.10534476974766116,0.10955148020198366,0.9325,2.9425,1.9975,0.1910648148148148,0.5653757893914644,0.9175,400,373,367
80,8,0.03,0.5,1.5,8,syn_3068387d235b087c,400,1.0,0.37175964590258487,0.2981536518837956,0.3135169541722942,0.9475,2.9475,2.0,0.45004629629629633,2.2202819641412823,0.9475,400,379,379
80,20,0.01,0.0,0.75,128,syn_c511dd3c4605220d,400,0.035,-2.9286101941205278e-05,-0.00017425072701922803,-0.0001488028929116092,0.0,1.235,0.72,0.0,-0.0023501928005543924,0.0,14,0,0
80,20,0.01,0.2,0.75,32,syn_e51d7346e82042a6,400,1.0,0.09146563744154462,0.08897990067412129,0.08932905028153204,0.9975,2.9975,2.0,0.1834259259259259,0.4465188663218714,0.98,400,399,392
80,20,0.01,0.5,0.75,8,syn_2e90479b7b70342d,400,1.0,0.2703879296854631,0.26935521301656545,0.27212964889022134,1.0,3.0,2.0,0.5084259259259258,1.5454115365833438,1.0,400,400,400
80,20,0.03,0.0,0.0,128,syn_3b6fdaaf6e16a2d9,400,0.0075,5.5267272538357e-05,-0.00019600109510448105,-0.00011945788019321335,0.0,1.23,0.7175,-4.6296296296296294e-05,0.0009391624474568711,0.0,3,0,0
80,20,0.03,0.2,0.0,32,syn_cca6e7df46f73f22,400,1.0,0.0905336055299772,0.0974269044587783,0.09738265763104761,1.0,3.0,2.0,0.1874537037037037,0.5116981281536753,0.995,400,400,398
80,20,0.03,0.5,0.0,8,syn_afd006fc8b69ccd3,400,1.0,0.2939559743585229,0.30841116408841673,0.3079664592251138,1.0,3.0,2.0,0.5758333333333333,1.5761378897467104,1.0,400,400,400
80,20,0.03,0.5,1.5,128,syn_789f5e811aa18c3a,400,1.0,0.29519705763626647,0.21247935667367995,0.2221225833150639,0.925,2.925,1.9975,0.4325,1.4693879403133148,0.915,400,370,366
