candidate_count,effective_multiplicity,top_gap,association_strength,transport_heterogeneity,label_budget,cell_id,replicates,association_detection_rate,mean_local_excess_r2,median_incremental_R2,median_trajectory_incremental_R2,transport_qualification_rate,mean_positive_regimes,mean_positive_trajectories,mean_top1_increment,mean_regret_reduction,actionability_qualification_rate,association_detection_count,transport_qualification_count,actionability_qualification_count
20,8,0.03,0.0,0.75,128,syn_2efd6b58456aee58,400,0.0225,-0.00010610179718007925,-0.0008213531672801218,-0.0005247736526920455,0.0,1.195,0.715,-0.0006018518518518519,-0.001774165286885948,0.0,9,0,0
20,8,0.03,0.2,0.75,32,syn_a694f7a11a2f0535,400,0.995,0.05842891135230854,0.06935074555232637,0.07100458202926749,0.9625,2.9625,2.0,0.12175925925925928,0.21383200237395641,0.85,398,385,340
20,8,0.03,0.5,0.75,8,syn_e8b8cf7c2fa01cce,400,1.0,0.17289796011213276,0.20352999163961072,0.207322242285985,0.995,2.995,2.0,0.4064351851851852,0.7765422117963234,0.995,400,398,398
20,20,0.01,0.0,0.0,128,syn_dd0822644e0cf179,400,0.03,0.0007682470323154881,-0.002772244341087508,-0.00298435336767805,0.0,1.0075,0.5275,-0.0024999999999999996,-0.0005194444444444444,0.0,12,0,0
20,20,0.01,0.2,0.0,32,syn_c57a12df8f71e7f2,400,0.17,0.008327745543942736,0.07712486406240773,0.07654925836813631,0.885,2.9325,1.9425,0.12787037037037036,0.015219444444444445,0.2275,68,354,91
20,20,0.01,0.5,0.0,8,syn_41b92959956e181e,400,0.125,0.007666952192111247,0.23490072004829948,0.23024064814300518,0.8975,2.9375,1.9275,0.4147222222222222,0.04420416666666666,0.875,50,359,350
20,20,0.01,0.5,1.5,128,syn_53d573026161a357,400,1.0,0.0835240568661907,0.1578936707922055,0.1626949407257891,0.9025,2.9175,1.975,0.3243055555555555,0.025852314814814818,0.6375,400,361,255
20,20,0.03,0.0,1.5,32,syn_1d87fc926506adf5,400,0.015,-0.00031920936955441044,-0.0021720092946222276,-0.001895079761383034,0.0,1.025,0.63,-0.0029166666666666664,-0.001447222222222222,0.0,6,0,0
20,20,0.03,0.2,1.5,8,syn_9e10fbf303f87c11,400,0.5425,0.021732170680347787,0.05924568334206594,0.06054257697338694,0.7475,2.7725,1.89,0.12148148148148147,0.02985972222222222,0.515,217,299,206
20,20,0.03,0.5,0.75,128,syn_41c9fb8bb21ee5bf,400,1.0,0.19704017861124043,0.23171620969721024,0.2296447851661211,0.9975,2.9975,2.0,0.4022222222222222,0.11355972222222223,0.9975,400,399,399
40,2,0.01,0.0,0.75,32,syn_20ad4243f4bfb54f,400,0.0275,2.634012906044512e-05,-0.0003640789067427078,-0.00033075899720108604,0.0,1.24,0.6325,-0.0007870370370370369,-0.002404375995169429,0.0,11,0,0
40,2,0.01,0.2,0.75,8,syn_4b73fa3966f69747,400,1.0,0.0996305126246782,0.10773167127870441,0.1085917209081961,0.9975,2.9975,2.0,0.15356481481481482,0.4394652064313306,0.9725,400,399,389
40,2,0.01,0.5,0.0,128,syn_f16355ea0112cc20,400,1.0,0.40051253407958926,0.4484613495757492,0.4498388784462626,1.0,3.0,2.0,0.5324074074074074,1.8879339899884418,1.0,400,400,400
40,2,0.03,0.0,0.0,32,syn_e9208f17c3d76d50,400,0.0375,0.00043607110055591836,-0.0004422911297534693,-0.0002351859091497821,0.0,1.1775,0.7225,0.0006018518518518518,0.0006561160732519153,0.0,15,0,0
40,2,0.03,0.2,0.0,8,syn_e634399207de8577,400,1.0,0.09341152369430031,0.11560598307707873,0.11624024600271904,1.0,3.0,2.0,0.1675462962962963,0.46483104266839376,0.985,400,400,394
40,2,0.03,0.2,1.5,128,syn_8a0b6e29cf736c8b,400,1.0,0.14449723950632795,0.10044307528741861,0.10430433934482777,0.8875,2.9025,1.985,0.15837962962962962,0.4698820981986173,0.8575,400,355,343
40,2,0.03,0.5,1.5,32,syn_8e04f2b01eb562dd,400,1.0,0.38885966050797954,0.32507014182726485,0.3406902615211699,0.8875,2.8875,1.995,0.4139814814814815,1.9105327192227437,0.8875,400,355,355
40,8,0.01,0.0,1.5,8,syn_c8b5a63c7e8e8248,400,0.0275,0.00022549979705697166,-0.0005570364042415213,-0.0003740240643458903,0.0,1.13,0.6675,-0.00023148148148148146,-0.0037556484407750483,0.0,11,0,0
40,8,0.01,0.2,0.75,128,syn_6cdecd8c6d6ca7a6,400,1.0,0.09438800803016627,0.09727076061450732,0.09664293006497321,0.995,2.995,2.0,0.16208333333333333,0.4001494983059544,0.9775,400,398,391
40,8,0.01,0.5,0.75,32,syn_79a2c69231e66451,400,1.0,0.29713587456657536,0.30433120791906565,0.30883582566578804,0.9975,2.9975,2.0,0.4818518518518518,1.5056704131322243,0.9975,400,399,399
40,8,0.03,0.0,0.75,8,syn_7db2c4b7978d2d8a,400,0.0325,-3.0854773075638024e-05,-0.0005602931225582678,-0.00037399466481877197,0.0,1.005,0.6075,-0.00023148148148148146,-0.0016917931673840266,0.0,13,0,0
40,8,0.03,0.2,0.0,128,syn_e81daaa0486cc30b,400,1.0,0.08956937726684652,0.09990681045509815,0.09956145657239346,1.0,3.0,2.0,0.15888888888888889,0.41227836716759014,0.985,400,400,394
40,8,0.03,0.5,0.0,32,syn_451604f3ae4d0ba8,400,1.0,0.31184322009375465,0.3416259644030906,0.3406864684057952,1.0,3.0,2.0,0.5332870370370371,1.5044388608024746,1.0,400,400,400
40,20,0.01,0.0,0.0,8,syn_3220d5b403a23a62,400,0.0275,0.0002733690428606439,-0.0004609751305137596,-0.00031713198056496084,0.0,1.1225,0.6525,-0.0011574074074074073,0.0009262111252734469,0.0,11,0,0
40,20,0.01,0.0,1.5,128,syn_4787e2473bcf3ef3,400,0.0375,0.0003381919278473845,-0.0004203177336262927,-0.0002102660880854701,0.0,1.145,0.77,-0.0012037037037037036,-0.0031203516505724418,0.0,15,0,0
40,20,0.01,0.2,1.5,32,syn_f8df2e3d3cee27f3,400,1.0,0.06285441994405681,0.047405355906570246,0.049321711999536444,0.8,2.8525,1.975,0.14574074074074075,0.12808856920401357,0.6175,400,320,247
40,20,0.01,0.5,1.5,8,syn_b584cd57ba10e7b6,400,1.0,0.15744617392804422,0.10987942005929321,0.11634987727431656,0.8775,2.88,1.9925,0.3827777777777777,0.4641297904238239,0.8075,400,351,323
40,20,0.03,0.0,0.75,128,syn_00250ca8fbc2d2cd,400,0.03,-0.0002309895047216186,-0.0004760985314281041,-0.00029464728206099466,0.0,1.115,0.7175,0.0004629629629629629,-0.0018350505122044852,0.0,12,0,0
40,20,0.03,0.2,0.75,32,syn_ab9d64d723810ae4,400,1.0,0.058865522026871966,0.06496942661330704,0.06541844823552151,1.0,3.0,2.0,0.1597685185185185,0.2381424779124243,0.945,400,400,378
40,20,0.03,0.5,0.75,8,syn_27785a50b032812e,400,1.0,0.15809495012780256,0.16285728271464953,0.1643144848483747,1.0,3.0,2.0,0.45388888888888884,0.7391165545984147,1.0,400,400,400
80,2,0.01,0.0,0.0,128,syn_dd449205fde8a6f7,400,0.0275,-2.3795785469425428e-05,-0.00021353734974011163,-0.000147387102812091,0.0,1.1175,0.655,0.0001388888888888889,-0.0004899597784047689,0.0,11,0,0
80,2,0.01,0.2,0.0,32,syn_346e04f505b290e6,400,1.0,0.10718334496770206,0.11558473017601971,0.11559339818539302,1.0,3.0,2.0,0.1851851851851852,0.6037214487822931,0.995,400,400,398
80,2,0.01,0.5,0.0,8,syn_74de274d8219dbc3,400,1.0,0.3950184613967059,0.45533062762580256,0.4560506892807909,1.0,3.0,2.0,0.5796296296296296,2.4226593966289567,1.0,400,400,400
80,2,0.01,0.5,1.5,128,syn_ba0054e398dd1383,400,1.0,0.4138023959461078,0.3283951307909566,0.33895312864854144,0.9325,2.9325,1.9975,0.44037037037037036,2.389265236932482,0.9325,400,373,373
80,2,0.03,0.0,1.5,32,syn_5fc19a1c48f96053,400,0.02,2.313039047423738e-05,-0.00018701946835677127,-0.00015229698298918626,0.0,1.14,0.675,-0.0005092592592592592,-0.0012734573447985636,0.0,8,0,0
80,2,0.03,0.2,1.5,8,syn_56f03c0902645410,400,1.0,0.13859948988222745,0.10254748448155335,0.10492200049443284,0.8975,2.9025,1.9975,0.19023148148148145,0.6081443911306414,0.8875,400,359,355
80,2,0.03,0.5,0.75,128,syn_a26d1b77c0d9942d,400,1.0,0.4004081316681237,0.40984846782275036,0.41535556113891586,1.0,3.0,2.0,0.5074537037037037,2.3902394680431627,1.0,400,400,400
80,8,0.01,0.0,0.75,32,syn_d336bd77ce7387a7,400,0.0125,5.554816764056298e-05,-0.0002055683222078053,-0.0001486464748523264,0.0,1.165,0.645,-0.0001388888888888889,-0.0013729369194779423,0.0,5,0,0
80,8,0.01,0.2,0.75,8,syn_327a76bfbd8e2234,400,1.0,0.10647951974739764,0.10959614037723495,0.11024869042767962,0.9975,2.9975,2.0,0.18287037037037038,0.5848625356198273,0.9875,400,399,395
80,8,0.01,0.5,0.0,128,syn_7ce80e5887b28406,400,1.0,0.396061658059727,0.4154876942293775,0.41518861796394996,1.0,3.0,2.0,0.570925925925926,2.200049135060928,1.0,400,400,400
80,8,0.03,0.0,0.0,32,syn_a24cadb1411ed6df,400,0.0125,-0.00014367873434753705,-0.00018571552043763115,-9.704920984940357e-05,0.0,1.165,0.7175,-0.00018518518518518518,-0.0011175004701424332,0.0,5,0,0
80,8,0.03,0.2,0.0,8,syn_631eb873796ff018,400,1.0,0.09646342209475484,0.11206500894559217,0.11229619638646723,1.0,3.0,2.0,0.1814814814814815,0.5986647404724351,0.9975,400,400,399
80,8,0.03,0.2,1.5,128,syn_37c1a1c3606d3333,400,1.0,0.14249198124371293,0.09928513503375516,0.10107062916920817,0.9075,2.9225,1.99,0.18296296296296297,0.5248878307628279,0.8875,400,363,355
80,8,0.03,0.5,1.5,32,syn_15573187d0aaf5ae,400,1.0,0.38140996166452573,0.29185844665362437,0.3044729706825311,0.945,2.945,1.9975,0.4389814814814815,2.175999252056442,0.9425,400,378,377
80,20,0.01,0.0,1.5,8,syn_ac7bb28db3c192a2,400,0.025,6.859531593775403e-05,-0.0002147809803849099,-0.0001336024112882639,0.0,1.14,0.74,4.6296296296296294e-05,-0.0025762702511982326,0.0,10,0,0
80,20,0.01,0.2,0.75,128,syn_5df97ca8ed83a754,400,1.0,0.0935634671421894,0.08895441866873852,0.08996195781673585,1.0,3.0,2.0,0.18893518518518518,0.4614599257240519,0.975,400,400,390
80,20,0.01,0.5,0.75,32,syn_4589619f0cc368e6,400,1.0,0.2731948540680264,0.2621454292575337,0.2684955168195975,1.0,3.0,2.0,0.5011574074074074,1.5070548886201953,1.0,400,400,400
80,20,0.03,0.0,0.75,8,syn_0d6fcc591f1372a1,400,0.035,0.00014195154593594236,-0.000201004872102728,-0.00012620305256003106,0.0,1.155,0.72,-0.0008796296296296296,-0.0021739811976266197,0.0,14,0,0
80,20,0.03,0.2,0.0,128,syn_f43dd982471b7de4,400,1.0,0.0925188011039127,0.09766594171512688,0.09755446867014764,1.0,3.0,2.0,0.18888888888888888,0.506941731986271,1.0,400,400,400
80,20,0.03,0.5,0.0,32,syn_f7654c21d8643fa9,400,1.0,0.3020620466654426,0.3075946453116904,0.30731231018842864,1.0,3.0,2.0,0.5736111111111112,1.554894838512282,1.0,400,400,400
