dataset,target_subject,source_seed,q,method,checkpoint_hash,adaptation_manifest_hash,n_adapt,class_counts_adapt,n_eval,class_counts_eval,acc,bacc,macro_f1,prediction_hash,logits_hash,status,failure_reason,result_origin,target_labels_passed_to_adaptation,q_passed_to_method,target_performance_selection
Lee2019_MI,1,0,0.5,Joint-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.78,0.78,0.7799119647859143,9c82d779c3a1f25fb6ec65a3524ed03d34688ea4182742b367c46895fd07fa9a,e0f2b74d9be1df742b8f648e89449f763c0af1602c5ea83e1d124344cefe97ae,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,0,0.5,FP-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.78,0.78,0.7799119647859143,9c82d779c3a1f25fb6ec65a3524ed03d34688ea4182742b367c46895fd07fa9a,a24cd95ceb4b8d8c681db60e36d25bd38b2eaa293fa081c9947234f874402e81,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,0,0.9,source_only_tsmnet,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.56,0.56,0.45436507936507936,eef2221a3c8a95b2631ab98ac334624163144564ae89a3cb143844fd409d8964,1c9035576ae7389fc04d7803b75c038893f3302f2c5b56d99b7780faabd4ed78,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,1,0,0.9,rct,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.62,0.62,0.5824175824175825,67f2e8d6d61994a7621869a42981ad50a4cfbd7cec712ab08d9159055a3125c4,e8512bb0f13db9c1f4191c933611104913cc8938d40104bf0e80c8a3156d6d29,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,0,0.9,spdim_geodesic,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.62,0.62,0.5824175824175825,67f2e8d6d61994a7621869a42981ad50a4cfbd7cec712ab08d9159055a3125c4,e4d0a1a0c6ec734599c0efe05d0b42a161f5d8cdb92b62c931ac332db66a903e,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,0,0.9,spdim_bias,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.78,0.78,0.7799119647859143,9c82d779c3a1f25fb6ec65a3524ed03d34688ea4182742b367c46895fd07fa9a,937a6f0dac210351d4b2fa9fa5a9c6e9ead331a3c15fd64d9600f20437ebd7b7,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,0,0.9,Joint-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.54,0.54,0.46236559139784944,bd939e2e03b9ff1b6183a1f14c0108537f301e6fe61292dae56fbb52c7032060,133029bc11b50a988e6de021d6b6f9ac36a8f09f64c0d705d49eb0df9c74eada,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,0,0.9,FP-GEM,8ae4e3d0dd15dbe22a6133e36f4672ac6ebec4923f4239feae95c7916548d36d,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.56,0.56,0.4944852941176471,6ae307c55bb4ed021ee517c89263b2b199c1deb6151393f6450e5335def52aed,445d95d13c7f8b22a13a03c148deb0bf7e3cced3f61118a2f6e8fa8c58937d43,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.1,source_only_tsmnet,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.5,0.5,0.36580416032470825,d3b682150dc817e349d680fa5719bb68e869c5c6236d67472a09c08cd2099c13,a2fd52168ba85222cd2ef84d3bb7c0c528d61ab870eb9807e2da592b30246de6,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,1,1,0.1,rct,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.7,0.7,0.6899545266639107,d4362838742cef282f502c9a7f3c1dc22f7ee2cea85f28a2317428e5c0f5d8a3,05b004f8efda8ceace1a96e1e71d4fbf4a55b8f8f890bb1973ee08d311dd8c89,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.1,spdim_geodesic,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.74,0.74,0.7373737373737375,c2d90eb113b49c5859b9034a025ff6078a43fb21746a818cac75a59d65f9a50a,f148eaba9a7c37d1c4f9dea69cbc6119163a014c4de0457f61e02d8719ed58fe,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.1,spdim_bias,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.76,0.76,0.7584541062801933,c8785a4cfaf335b44040478a0b7ae48c58a5432f0568f38ff6726481c866d442,b9c1402d82564ae3227811d6f58fb8d79e1464d76795000506464c522ddb76d3,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.1,Joint-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.74,0.74,0.7390606182256123,a8c77229dcfdef83b774d9328c173c7435fb940a74540c1b9c0073d36e8e0735,a500ab0cba0eaab31344b326361c60f4c2afc179978afb6348f6911216d49863,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.1,FP-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.74,0.74,0.7390606182256123,a8c77229dcfdef83b774d9328c173c7435fb940a74540c1b9c0073d36e8e0735,fa259f146cafe8bcf53728005e56d32e7ae4d59151ebbe99a6204448b23909c3,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.5,source_only_tsmnet,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.5,0.5,0.36580416032470825,d3b682150dc817e349d680fa5719bb68e869c5c6236d67472a09c08cd2099c13,a2fd52168ba85222cd2ef84d3bb7c0c528d61ab870eb9807e2da592b30246de6,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,1,0.5,rct,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.78,0.78,0.779205138498595,c6915f2bd6ca56fb5b90a6c7de8b1e10c6e1794050486a7f62ed96ce04b8e855,26bf5e4b2c5e8aa576e33201288cfc22ca7cadacc9a53b4621a1a32fef3e370f,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,1,0.5,spdim_geodesic,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.78,0.78,0.7777777777777778,18f9d379d31b2833c46d757bc8c1aaef909893414fde6b64861d642ca3b513c6,086913d4267bd2663b3708f58bb28cfb1f6449d384f083718b81981141c6535d,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,1,0.5,spdim_bias,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.78,0.78,0.7777777777777778,18f9d379d31b2833c46d757bc8c1aaef909893414fde6b64861d642ca3b513c6,54b8ab752eb7c15ea15f2bf8449e9a7cd75d573cbe07e3bde836dd46b6cb1245,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,1,0.5,Joint-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.76,0.76,0.7536945812807883,55ed550f4266286c08bef48eb78b99dc3e8304b6afa0424c180d4be1b9be090c,76da921dd952f3f9b6375c29d9a525621927e6d0564e3fe1afd18e571495685e,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,1,0.5,FP-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.76,0.76,0.7536945812807883,55ed550f4266286c08bef48eb78b99dc3e8304b6afa0424c180d4be1b9be090c,597ec9ee79fd6255b07782262169261cfd4861ead781e2981c23290793361575,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,1,0.9,source_only_tsmnet,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.5,0.5,0.36580416032470825,d3b682150dc817e349d680fa5719bb68e869c5c6236d67472a09c08cd2099c13,a2fd52168ba85222cd2ef84d3bb7c0c528d61ab870eb9807e2da592b30246de6,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,1,1,0.9,rct,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.68,0.68,0.6604414261460102,71a06dcae5e49488fe382a993f6efbfb465c1af70d8816b42680c3eb44595f00,4687c3bb6aa91ff0a479b72a636b7e7e9231e72261646013445b82058dea96aa,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.9,spdim_geodesic,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.68,0.68,0.6604414261460102,71a06dcae5e49488fe382a993f6efbfb465c1af70d8816b42680c3eb44595f00,796945883d7d6d0cc9117ee17dffdd2cef1fa239c81e89150247067460ad5f6b,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.9,spdim_bias,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.78,0.78,0.7777777777777778,18f9d379d31b2833c46d757bc8c1aaef909893414fde6b64861d642ca3b513c6,f1f01410ca047ee7da1ebcdf50bae235f655f0c245cb4f7ba339c5388cf4c3e2,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.9,Joint-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.58,0.58,0.5091164095371669,c7eb108b5a55ec7656b2ab2f7fd13c16a902144d88e2cc3b2addaa8e24780a32,f498d96bbc0730f66863131748481ef1d6a6df5ac8cdadc57b4fdc91562bb3ee,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,1,0.9,FP-GEM,09ea1e97bed1994859a29ebc1021a422a17ad3e1d57919e79a42787b8d23f387,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.58,0.58,0.5091164095371669,c7eb108b5a55ec7656b2ab2f7fd13c16a902144d88e2cc3b2addaa8e24780a32,76ff0d29d9f5134e6246d778229072ca5a56db30b04e13557b777299091d4c1c,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.1,source_only_tsmnet,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,89c6621d08837a1eea821437a279986ba6fc4766184535225e8e52bdad849ffe,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,1,2,0.1,rct,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.78,0.78,0.7756017951856384,a82e84c34863b6e620196f054a31eb85e96e4f6aee90ee87129ecda14ff0e78d,6bbe7e2a3d34d94b003dc8829f644a5ab5964a94097654ff927519d2f419ff3d,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.1,spdim_geodesic,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.76,0.76,0.76,c386bb91302273cd6ad7452c5d7c86d7967660771753dfc4962c7de9a11b5334,2998fca231791cca35e52452bda9787f191cea4d3449d49414a2777bca9bd13b,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.1,spdim_bias,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.74,0.74,0.7398959583833533,47179fa97129f7e2307ee8f27edac51d8ad13a160b3c6a6f0c9089c51abd4e48,8d11c156a7ec35dbd4050fba72bb74fcf80fa9ff4e9dbde8ccca498f27b33736,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.1,Joint-GEM,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.78,0.78,0.7799119647859143,162e5afca2c5b416e8c7d4538542c76f5d2ae9241ac81b7b439f07efa55487ad,f8c3c1cc15559dea2a0d99497f0db2dfc3082596c1c675784fa5a71d46d44a9a,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.1,FP-GEM,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,77203c6d6f1f7524c4b917354123139a17f50d42814e4e26cae7f55991c5b2a9,50,"[5,45]",50,"[25,25]",0.78,0.78,0.7799119647859143,162e5afca2c5b416e8c7d4538542c76f5d2ae9241ac81b7b439f07efa55487ad,34c63165fabc2305a2808195b7e8be54f42067ddc9f85968dcd188a2e36f3dd2,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.5,source_only_tsmnet,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,89c6621d08837a1eea821437a279986ba6fc4766184535225e8e52bdad849ffe,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,2,0.5,rct,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.74,0.74,0.7398959583833533,47179fa97129f7e2307ee8f27edac51d8ad13a160b3c6a6f0c9089c51abd4e48,100c36313d45ceb1e62ca832e9f5af35fca6377cb878ecd4560b4291f2dbdd49,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,2,0.5,spdim_geodesic,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.76,0.76,0.7584541062801933,95d38db06e0376baa59ca4882c08ce5f816c9c9952161f2ab34cba2d4d366b7e,96a856ea41c35c3be7e86152dd13dbb345a8bcf1a71403fecbb02b95b6ee3e95,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,2,0.5,spdim_bias,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.76,0.76,0.7584541062801933,95d38db06e0376baa59ca4882c08ce5f816c9c9952161f2ab34cba2d4d366b7e,41339fcda2491dc6fa18f081d69861c09a0d80c88d6adfdf21ec1054d9b1dd44,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,2,0.5,Joint-GEM,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.68,0.68,0.6604414261460102,81c33b746d529e1f827e6c17e4f471bc5a6659df23aa5ef34ae1be1399ab6761,93e39140b1697946ec733f02da1d3bcf5ee7a5639b9257e10acec16708e04c7b,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,2,0.5,FP-GEM,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,0b62c50f637d7df0696c237c423d20b84adaa9827cd04b662ffeb9599e2651af,50,"[25,25]",50,"[25,25]",0.64,0.64,0.609375,6251cef62291a09c5ee3154cae6f29eecc11648e540d6a1bc75bd67815f6fcb1,7a9587fef37a4b5d69f20c3c2d5ecea062efcd60e3e2caaf6365008c584b3328,ok,,P12_q05_reused,False,False,False
Lee2019_MI,1,2,0.9,source_only_tsmnet,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.5,0.5,0.3333333333333333,d839af64379b649e2da543df1e1f60e4ee3301aba1b5cd37a284432223cb0049,89c6621d08837a1eea821437a279986ba6fc4766184535225e8e52bdad849ffe,ok,,P12_source_only_reused,False,False,False
Lee2019_MI,1,2,0.9,rct,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.64,0.64,0.609375,6251cef62291a09c5ee3154cae6f29eecc11648e540d6a1bc75bd67815f6fcb1,a7e15bca257a28e714403bf95ca182d12c42d233246a143ba6c645da1a1934f3,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.9,spdim_geodesic,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.72,0.72,0.7083333333333334,b369e11a202a08832fafbbbc42eb98a6d14f76f5204e958cd17a265701de601f,3f402b1732f4747dcf096492b5dce9eab060797c184e7cd107c401b1add3b9bd,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.9,spdim_bias,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.76,0.76,0.7564935064935066,d18fbe3be0b6d7061cbf887f92c73bb1c5cfe0983e93f8cd7f54a5cdbf511a03,eb59e6b808b3867f0e530a448777e00bd82b54912092de840ca6748596c15aeb,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.9,Joint-GEM,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.54,0.54,0.44147644487615345,a64aad7b058adfb515c6decb2110c24d13a40c85d0c9ad0811754314d17bc9ac,e91232a1121c4b8d4c6464d6bf039072d5086ffb5a41c6e24c6b0ec2a55f591a,ok,,P13_new_prevalence_adaptation,False,False,False
Lee2019_MI,1,2,0.9,FP-GEM,21a2068c24d74e3f21cb8888a81518930954ba17f072fbdfd43a2dd532f7a40e,10b36ded3cd0e55e9bbd892198fc027b80abf017ad71964cc127e62da4b04b0f,50,"[45,5]",50,"[25,25]",0.56,0.56,0.45436507936507936,eef2221a3c8a95b2631ab98ac334624163144564ae89a3cb143844fd409d8964,2a7055bc27623d90e3c46b26d7fef2992625017dea29e13bb7e3f7a687465896,ok,,P13_new_prevalence_adaptation,False,False,False
