dataset,target_subject,source_seed,hardware_group,slurm_array_job_id,slurm_array_task_id,raw_path,raw_sha256,stdout_path,stdout_sha256,stdout_status,stderr_path,stderr_sha256,stderr_status,scheduler_handoff_verified,launch_commit,runner_sha256,checkpoint_sha256,status
Lee2019_MI,4,1,V100,894918,4,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target4_seed1.json,8db7aad01b650a571e496c6a7f8673d9d6d3ac82cbbf3c795fe1baf5004d0baa,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894918_4.out,6a2adcedbc504d6e8b61013b081d460408681c19abe37a84f9b5c1d09cade9e3,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894918_4.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,512f3f73a2f00404c311a6aeff2efa9fbd36cb8f95b50018c5f7a332d3fd855b,pass
Lee2019_MI,4,2,V100,894784,5,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target4_seed2.json,a5f2a56eb83a6adc86950b39c6e993f049a9625dcfd1c5e87c2be6ddbf875f59,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.out,e77daec47f6f35da800a60f72b23a9bef7388c989be20bef2732536da252732c,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,981fbea8a02efae58395777d7fd32371488bc076d4ab5c83dddd627256bf133a,pass
Lee2019_MI,5,0,V100,894921,0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target5_seed0.json,968bf3f130b0f778d4ee0c586f34c192ac8b5003a8c2c2059e77c67e1213fefc,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894921_0.out,819e17b17038a81269de6ec3bd0c5de18ab98844772db73d3f2418d898f93c06,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894921_0.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,440af6dfe8c3b1cd40fa4540165c1cb2ef908bd67a284ea8bfff582e920fe07b,pass
Lee2019_MI,5,1,V100,894784,1,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target5_seed1.json,b618b7ae20f25936c71864487cae0d5e891486330414293c9a2872701590c670,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.out,34f6614e8bdcf00208cff7fd44395f29d71a87b76388e3399765d65fc70ffaae,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,d6cb5b86a17ff223c8bc752d7fd36ccb0ceee95ca31b4dc89b6dae79228704e5,pass
Lee2019_MI,5,2,V100,894897,2,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target5_seed2.json,a8247069c5af48cea41d1896ee1fba34778cb556dd039bf379b67396570d8a7d,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894897_2.out,96cd1ea7d1d8f33cda235e63a1943872117157ae7194b2991aff4168c70b41e2,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894897_2.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,a227730402a4e433773eadc0a79d31cce0be275822c01bd35844936d4f01289d,pass
Lee2019_MI,6,0,V100,894903,3,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target6_seed0.json,5648c183dfa5756f90a36dab2d159218e3aaa6037ca2be22ebacfd3ad485762f,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894903_3.out,543281c73a9b03136274038bd0108ad21dedebc7e060127a5292dd7ae4590d30,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894903_3.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,c8df476d322de5ef6426654acef88b0cfba14b309e530f7eeb012ad116a3cc72,pass
Lee2019_MI,6,1,V100,894918,4,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target6_seed1.json,4bf7c2f0701a3480cc2d516e4d063612c19436683688ff89fb964159be4328e1,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894918_4.out,6a2adcedbc504d6e8b61013b081d460408681c19abe37a84f9b5c1d09cade9e3,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894918_4.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,5e0b3e07358e98b0042fc942d446f1f79816ab4e1265a479a60c02b4153bca61,pass
Lee2019_MI,6,2,V100,894784,5,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target6_seed2.json,134cb216a3ecda8a263b830102acf948f2a9a831ec5f679aa11cc1ec36b28e23,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.out,e77daec47f6f35da800a60f72b23a9bef7388c989be20bef2732536da252732c,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,2242010aff242e326b1e63c086c8f709f97a664cacde32ca055a6cebcd0e71fb,pass
Lee2019_MI,7,0,V100,894921,0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target7_seed0.json,295a239c06beb204a0083448a3c11d81ec9f2ee5875493dcbff418839793a444,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894921_0.out,819e17b17038a81269de6ec3bd0c5de18ab98844772db73d3f2418d898f93c06,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894921_0.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,ec7c0f65e99b22ee68cd5054fa8e5ff13db26f916954bc933cacea3e85e3ca63,pass
Lee2019_MI,7,1,V100,894784,1,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target7_seed1.json,1f6c9c4c810a9d817401afc899d248d972d41e5d9957bbfff57157dc7045557f,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.out,34f6614e8bdcf00208cff7fd44395f29d71a87b76388e3399765d65fc70ffaae,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,cb46ef05543dc8fc8a7de8a453d3d831a30c882d1a9a4cb0190f5963a33cd0e0,pass
Lee2019_MI,7,2,V100,894897,2,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target7_seed2.json,551194781786ae291ee9b20cecff3a80c0220ce3145fa1cb4294c31b55342f90,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894897_2.out,96cd1ea7d1d8f33cda235e63a1943872117157ae7194b2991aff4168c70b41e2,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894897_2.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,08014be2b5916ee731839b7bb353bb19f6f85e3ee846e13ccb9c937ad6ad6676,pass
Lee2019_MI,8,0,V100,894903,3,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target8_seed0.json,2a1c681c2da765b35a579ab81fd0a60f61251f4465420335d0ded5b0ca5e9e72,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894903_3.out,543281c73a9b03136274038bd0108ad21dedebc7e060127a5292dd7ae4590d30,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894903_3.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,8de05e5385c55987f3db4320ac1587c8ac3d280f8591367826d0c3e4deef837e,pass
Lee2019_MI,8,1,V100,894918,4,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target8_seed1.json,7a9e75b6d75ea33d3d3d8ec2bd2e406044f77b22808c96597d46d2d38923d853,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894918_4.out,6a2adcedbc504d6e8b61013b081d460408681c19abe37a84f9b5c1d09cade9e3,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894918_4.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,a79d9f36d8ee8743d03b0afaaedafede54fd89693272529c2522139863fbdd18,pass
Lee2019_MI,8,2,V100,894784,5,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target8_seed2.json,c33d7bdec724040f1a8a8c128acadb8376d0b7419cd694d6a179c3c00c5d900e,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.out,e77daec47f6f35da800a60f72b23a9bef7388c989be20bef2732536da252732c,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,a46c44b9ced66b2ad895325a5f7e1ffda5340e1fb8fce3dab413cf76109fa15e,pass
Lee2019_MI,9,0,V100,894921,0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target9_seed0.json,468ff3ffa6e3a8f70dc2bf0d4aecfcfd96096e2e7a60ad883d778a491d7fab96,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894921_0.out,819e17b17038a81269de6ec3bd0c5de18ab98844772db73d3f2418d898f93c06,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894921_0.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,deb4a168861d81550deec0b3cab5fd36dd69fb5143ea8c2c0be86b947a7854e6,pass
Lee2019_MI,9,1,V100,894784,1,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target9_seed1.json,4fcd6ef82359d12a5c57e8b9c261f8e6a92761d6de6606cdeb1505bfbf07c5b6,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.out,34f6614e8bdcf00208cff7fd44395f29d71a87b76388e3399765d65fc70ffaae,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,3d857f070d02d7ea37751e06afdf0fc7de3639edca74eec685730a637a0aa133,pass
Lee2019_MI,9,2,V100,894897,2,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target9_seed2.json,a8c22576423dce0ff0f363ea88d01346837d350bb2ca3a26a222babe6ec032c0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894897_2.out,96cd1ea7d1d8f33cda235e63a1943872117157ae7194b2991aff4168c70b41e2,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894897_2.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,5836e22f39ecf668dfa79a51ca5542bb64568d4c6f6da825bf70472ea3886af7,pass
Lee2019_MI,10,0,V100,894903,3,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target10_seed0.json,f61f012458b869c0b7ec492f1f95e2c1e4cee64a38a80b27eaf9c2a01798b9d8,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894903_3.out,543281c73a9b03136274038bd0108ad21dedebc7e060127a5292dd7ae4590d30,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894903_3.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,dbffb716b8fb920a176c987fee99cada20ac045f0d5ad2f37ee7df98c19340f9,pass
Lee2019_MI,10,1,V100,894918,4,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target10_seed1.json,82840bb7872d79ca24dd4f2b1c56debf023de72145e1e344e7fb72afbea53c8c,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894918_4.out,6a2adcedbc504d6e8b61013b081d460408681c19abe37a84f9b5c1d09cade9e3,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894918_4.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,f54f425cdf5c422a6378985af7193e6afc04430b54f3a95be780e904c5872bab,pass
Lee2019_MI,10,2,V100,894784,5,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target10_seed2.json,6843f88fa8c63321ff15bc6da869f9b46d650d1f94f4bc63a894c28cfadd1f1c,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.out,e77daec47f6f35da800a60f72b23a9bef7388c989be20bef2732536da252732c,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_5.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,b04955d3ffcaf3aab9cd7528392ff8f29287e223b516d432089bfe2f592e6bdb,pass
Lee2019_MI,11,0,V100,894921,0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target11_seed0.json,311cc0e69e1e1e926e08df5034b957ce96ad06e564deba442588d19f12134783,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894921_0.out,819e17b17038a81269de6ec3bd0c5de18ab98844772db73d3f2418d898f93c06,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894921_0.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,703fbd3fe61b7b66d732c5c70bcf4f948c2570412ded7ebcf4f035251807c6b3,pass
Lee2019_MI,11,1,V100,894784,1,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/units/Lee2019_MI_target11_seed1.json,4ed3c1c73a21182658393a41eae60df7191969b5f1aefade3576758e296900c0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.out,34f6614e8bdcf00208cff7fd44395f29d71a87b76388e3399765d65fc70ffaae,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p13/logs/894784_1.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,False,afa21f2e9ae3b448bab271f30a399eb6cad765b0,e5b4450e4e8bb9f715fd9ef4e12b6f26d415c9cac4592ab154430f6550903d9e,ae5fc3e5903cbdddff2487d38e84cf5ab7aafbfcfe197461981a484bee89d3b5,pass
