dataset,variant,f_align,alpha,eraser,task_drop_ucb,benefit_lcb,dtgt_lcb,dtgt,domain_gain,gate_accept,accept_and_target_gain,n
Lee2019_MI,aligned_noise,0.25,1.0,fair_conditional_leace_disjoint_router,0.0027946488331938857,-0.007109374999999987,-0.0037499999999999756,0.0006250000000000422,0.2673349056603773,False,False,8
Lee2019_MI,aligned_noise,0.25,2.0,leace_baseline,0.03917217366904301,-0.048126953125000003,-0.005000000000000018,0.015625,0.4959433962264151,False,False,8
Lee2019_MI,aligned_noise,0.25,2.0,fair_conditional_leace_disjoint_router,0.002588163081001696,-0.006330078125000012,-0.0037500000000000033,0.0006250000000000006,0.2662735849056604,False,False,8
Lee2019_MI,aligned_noise,0.25,3.0,leace_baseline,0.03911862772341303,-0.047812500000000015,-0.004375000000000018,0.016249999999999987,0.4959433962264151,False,False,8
Lee2019_MI,aligned_noise,0.25,3.0,fair_conditional_leace_disjoint_router,0.0022894533423770376,-0.005468749999999996,-0.0024999999999999745,0.0012500000000000011,0.2664150943396226,False,False,8
Lee2019_MI,aligned_noise,0.35,0.5,leace_baseline,0.09220548235507321,-0.10867382812499997,-0.015625000000000014,0.0006250000000000144,0.5032075471698114,False,False,8
Lee2019_MI,aligned_noise,0.35,0.5,fair_conditional_leace_disjoint_router,0.00345150151587335,-0.0035937500000000067,-0.0006250000000000144,0.0024999999999999883,0.19146226415094342,False,False,8
Lee2019_MI,aligned_noise,0.35,1.0,leace_baseline,0.09213773597175733,-0.109375,-0.014999999999999986,0.0031250000000000028,0.5032075471698114,False,False,8
Lee2019_MI,aligned_noise,0.35,1.0,fair_conditional_leace_disjoint_router,0.0028003544790494036,-0.0041406249999999785,-0.005000000000000032,-0.0018750000000000017,0.1859433962264151,False,False,8
Lee2019_MI,aligned_noise,0.35,2.0,leace_baseline,0.09190199548774142,-0.10984374999999998,-0.012499999999999997,0.003124999999999989,0.5032075471698114,False,False,8
Lee2019_MI,aligned_noise,0.35,2.0,fair_conditional_leace_disjoint_router,0.0027089422086872543,-0.003515624999999996,-0.004374999999999962,-0.0006249999999999589,0.1856132075471698,False,False,8
Lee2019_MI,aligned_noise,0.35,3.0,leace_baseline,0.09185409360333523,-0.10960937500000001,-0.011249999999999982,0.0037500000000000033,0.5032075471698114,False,False,8
Lee2019_MI,aligned_noise,0.35,3.0,fair_conditional_leace_disjoint_router,0.003037603407435918,-0.0028144531250000053,-0.004374999999999962,2.7755575615628914e-17,0.18509433962264152,False,False,8
Lee2019_MI,aligned_noise_flip,0.15,0.5,leace_baseline,0.014541829372730741,-0.031328124999999984,0.06312500000000003,0.08375000000000003,0.4941745283018868,False,False,8
Lee2019_MI,aligned_noise_flip,0.15,0.5,fair_conditional_leace_disjoint_router,0.0027124567344899426,-0.009220703125000009,0.004999999999999949,0.015624999999999986,0.3670518867924528,False,False,8
Lee2019_MI,aligned_noise_flip,0.15,1.0,leace_baseline,0.015478079844809506,-0.031015625000000012,0.06250000000000001,0.08375000000000003,0.4941745283018868,False,False,8
Lee2019_MI,aligned_noise_flip,0.15,1.0,fair_conditional_leace_disjoint_router,0.001495317199455933,-0.009296875000000007,0.005624999999999977,0.011874999999999997,0.36424528301886794,False,False,8
Lee2019_MI,aligned_noise_flip,0.15,2.0,leace_baseline,0.015764613553684803,-0.03218750000000001,0.061874999999999986,0.0825,0.4941745283018868,False,False,8
Lee2019_MI,aligned_noise_flip,0.15,2.0,fair_conditional_leace_disjoint_router,0.0011007686866739842,-0.009921875000000004,0.0025000000000000022,0.009375000000000008,0.36382075471698117,False,False,8
Lee2019_MI,aligned_noise_flip,0.15,3.0,leace_baseline,0.01562819476739138,-0.03242187500000001,0.061234374999999945,0.08125,0.4941745283018868,False,False,8
Lee2019_MI,aligned_noise_flip,0.15,3.0,fair_conditional_leace_disjoint_router,0.0007658329247339294,-0.01046875000000001,0.0025000000000000022,0.008750000000000008,0.36424528301886794,False,False,8
Lee2019_MI,aligned_noise_flip,0.25,0.5,leace_baseline,0.0373302666422536,-0.04859570312500001,0.09250000000000003,0.12812500000000002,0.4959433962264151,False,False,8
Lee2019_MI,aligned_noise_flip,0.25,0.5,fair_conditional_leace_disjoint_router,0.0021309441030671616,-0.007189453125000003,0.0037500000000000033,0.010625000000000002,0.2718867924528302,False,False,8
Lee2019_MI,aligned_noise_flip,0.25,1.0,leace_baseline,0.03899840183048327,-0.04804882812500002,0.09685937500000003,0.13187500000000002,0.4959433962264151,False,False,8
Lee2019_MI,aligned_noise_flip,0.25,1.0,fair_conditional_leace_disjoint_router,0.002994333862315723,-0.008203124999999997,-0.001874999999999974,0.004375000000000011,0.26613207547169815,False,False,8
Lee2019_MI,aligned_noise_flip,0.25,2.0,leace_baseline,0.038860846611502624,-0.04757812499999999,0.09687500000000003,0.13312500000000002,0.4959433962264151,False,False,8
Lee2019_MI,aligned_noise_flip,0.25,2.0,fair_conditional_leace_disjoint_router,0.0032857132649055146,-0.008125000000000009,-0.0018750000000000364,0.0037499999999999686,0.2643632075471698,False,False,8
Lee2019_MI,aligned_noise_flip,0.25,3.0,leace_baseline,0.03871924722626087,-0.047031250000000004,0.09875,0.135625,0.4959433962264151,False,False,8
Lee2019_MI,aligned_noise_flip,0.25,3.0,fair_conditional_leace_disjoint_router,0.003521354523793833,-0.006953125000000013,-0.0025000000000000577,0.0024999999999999745,0.26419811320754716,False,False,8
Lee2019_MI,aligned_noise_flip,0.35,0.5,leace_baseline,0.09235869289898438,-0.11140625000000001,0.14125,0.195625,0.5032075471698114,False,False,8
Lee2019_MI,aligned_noise_flip,0.35,0.5,fair_conditional_leace_disjoint_router,0.002328052375560899,-0.004375000000000021,-0.0037499999999999895,0.0006250000000000144,0.1901179245283019,False,False,8
Lee2019_MI,aligned_noise_flip,0.35,1.0,leace_baseline,0.09300332678987339,-0.1121875,0.143125,0.196875,0.5032075471698114,False,False,8
Lee2019_MI,aligned_noise_flip,0.35,1.0,fair_conditional_leace_disjoint_router,0.0033078915252986296,-0.003593750000000003,-0.01187500000000001,-0.003124999999999996,0.1847877358490566,False,False,8
Lee2019_MI,aligned_noise_flip,0.35,2.0,leace_baseline,0.09287949270751253,-0.11156249999999998,0.144359375,0.19625000000000004,0.5032075471698114,False,False,8
Lee2019_MI,aligned_noise_flip,0.35,2.0,fair_conditional_leace_disjoint_router,0.0035173666389477537,-0.003124999999999996,-0.019374999999999996,-0.006874999999999985,0.18372641509433962,False,False,8
Lee2019_MI,aligned_noise_flip,0.35,3.0,leace_baseline,0.09312278914196995,-0.111328125,0.14375,0.195625,0.5032075471698114,False,False,8
Lee2019_MI,aligned_noise_flip,0.35,3.0,fair_conditional_leace_disjoint_router,0.0033804609739137505,-0.0023437500000000056,-0.022500000000000006,-0.008124999999999986,0.18349056603773584,False,False,8
Lee2019_MI,reversed,0.15,0.5,leace_baseline,0.31176683379049297,-0.22392578124999998,0.32125,0.415625,0.5037735849056604,False,False,8
Lee2019_MI,reversed,0.15,0.5,fair_conditional_leace_disjoint_router,0.002463002920796772,-0.0024218750000000056,-0.016249999999999983,-0.004999999999999987,0.011320754716981116,False,False,8
Lee2019_MI,reversed,0.15,1.0,leace_baseline,0.3121661878132359,-0.221412109375,0.3312343749999999,0.425,0.5037735849056604,False,False,8
Lee2019_MI,reversed,0.15,1.0,fair_conditional_leace_disjoint_router,0.0021668398222994736,-0.0006249999999999988,-0.010640625000000011,-0.0018750000000000051,0.008278301886792447,False,False,8
Lee2019_MI,reversed,0.15,2.0,leace_baseline,0.3121665735749876,-0.222279296875,0.33185937499999996,0.426875,0.5037735849056604,False,False,8
Lee2019_MI,reversed,0.15,2.0,fair_conditional_leace_disjoint_router,0.001654563408939389,0.0009374999999999991,-0.008124999999999997,-0.0012499999999999976,0.007311320754716993,False,False,8
Lee2019_MI,reversed,0.15,3.0,leace_baseline,0.31218822790258116,-0.22218945312500005,0.33498437499999995,0.4275,0.5037735849056604,False,False,8
Lee2019_MI,reversed,0.15,3.0,fair_conditional_leace_disjoint_router,0.001298212180713508,0.0003906249999999995,-0.006249999999999995,3.469446951953614e-18,0.0074056603773585,False,False,8
Lee2019_MI,reversed,0.25,0.5,leace_baseline,0.18743773161724145,-0.180080078125,0.22437500000000002,0.2975,0.5011320754716981,False,False,8
Lee2019_MI,reversed,0.25,0.5,fair_conditional_leace_disjoint_router,0.004083272695327713,3.469446951953614e-18,-0.024999999999999953,-0.016874999999999994,0.1012735849056604,False,False,8
Lee2019_MI,reversed,0.25,1.0,leace_baseline,0.18757420293491495,-0.179298828125,0.226234375,0.30062500000000003,0.5011320754716981,False,False,8
Lee2019_MI,reversed,0.25,1.0,fair_conditional_leace_disjoint_router,0.003252564512666048,-0.001249999999999996,-0.017499999999999974,-0.01187499999999999,0.09308962264150944,False,False,8
Lee2019_MI,reversed,0.25,2.0,leace_baseline,0.18677802689912124,-0.17898632812499998,0.224375,0.2975,0.5011320754716981,False,False,8
Lee2019_MI,reversed,0.25,2.0,fair_conditional_leace_disjoint_router,0.0024607178216290593,-0.0005468749999999996,-0.019374999999999996,-0.01249999999999999,0.09049528301886794,False,False,8
Lee2019_MI,reversed,0.25,3.0,leace_baseline,0.18675529591292953,-0.17791015625000003,0.22250000000000003,0.29687499999999994,0.5011320754716981,False,False,8
Lee2019_MI,reversed,0.25,3.0,fair_conditional_leace_disjoint_router,0.00279296906464833,-0.0016406249999999945,-0.019374999999999976,-0.011874999999999997,0.08997641509433962,False,False,8
Lee2019_MI,reversed,0.35,0.5,leace_baseline,0.07903564154051083,-0.05414062500000002,0.11250000000000002,0.15750000000000003,0.5042688679245284,False,False,8
Lee2019_MI,reversed,0.35,0.5,fair_conditional_leace_disjoint_router,0.005075215077464963,-0.00476562499999999,-0.0062500000000000056,-0.002500000000000016,0.28247641509433963,False,False,8
Lee2019_MI,reversed,0.35,1.0,leace_baseline,0.07838872944694408,-0.05195703124999997,0.11375000000000002,0.16375,0.5042688679245284,False,False,8
Lee2019_MI,reversed,0.35,1.0,fair_conditional_leace_disjoint_router,0.004835285332641274,-0.005158203124999996,-0.009375000000000022,-0.0031250000000000028,0.2787735849056604,False,False,8
Lee2019_MI,reversed,0.35,2.0,leace_baseline,0.0777580547433056,-0.052423828125,0.11623437500000003,0.16437500000000005,0.5042688679245284,False,False,8
Lee2019_MI,reversed,0.35,2.0,fair_conditional_leace_disjoint_router,0.004200437266224885,-0.005234374999999986,-0.011875000000000024,-0.005624999999999991,0.2775,False,False,8
Lee2019_MI,reversed,0.35,3.0,leace_baseline,0.07744055162344832,-0.052421874999999965,0.114375,0.16375,0.5042688679245284,False,False,8
Lee2019_MI,reversed,0.35,3.0,fair_conditional_leace_disjoint_router,0.0038598895571519106,-0.005156249999999987,-0.015625000000000028,-0.007500000000000034,0.27691037735849056,False,False,8
Cho2017,aligned_noise,0.15,0.5,leace_baseline,0.018757635333315373,-0.044843749999999995,-0.012604166666666666,-0.001979166666666657,0.49924686302898685,False,False,8
Cho2017,aligned_noise,0.15,0.5,fair_conditional_leace_disjoint_router,0.0012729075091587327,-0.008984374999999994,-0.005729166666666702,0.001145833333333332,0.3738543646125539,False,False,8
Cho2017,aligned_noise,0.15,1.0,leace_baseline,0.019512303521638456,-0.04593749999999998,-0.013124999999999998,-0.0024999999999999883,0.49924686302898685,False,False,8
Cho2017,aligned_noise,0.15,1.0,fair_conditional_leace_disjoint_router,0.002007920070349907,-0.008749999999999983,-0.008125000000000007,-0.002500000000000016,0.3732710840647905,False,False,8
Cho2017,aligned_noise,0.15,2.0,leace_baseline,0.020037079172884612,-0.04554687499999999,-0.011458333333333348,-0.0013541666666666702,0.49924686302898685,False,False,8
Cho2017,aligned_noise,0.15,2.0,fair_conditional_leace_disjoint_router,0.0018525432031828253,-0.010156249999999985,-0.010843749999999985,-0.0019791666666666707,0.3728822617862637,False,False,8
Cho2017,aligned_noise,0.15,3.0,leace_baseline,0.02017883040004426,-0.04601757812499999,-0.01145833333333332,-0.00010416666666664132,0.49924686302898685,False,False,8
Cho2017,aligned_noise,0.15,3.0,fair_conditional_leace_disjoint_router,0.0023868044047411054,-0.010470703124999987,-0.012499999999999956,-0.0038541666666666446,0.37278526830151115,False,False,8
Cho2017,aligned_noise,0.25,0.5,leace_baseline,0.04065208317182839,-0.06015625,-0.0003125000000000072,0.010312500000000002,0.5003839207613188,False,False,8
Cho2017,aligned_noise,0.25,0.5,fair_conditional_leace_disjoint_router,0.0020178178001150657,-0.003984374999999981,-0.005833333333333329,0.0008333333333333387,0.2801980589991856,False,False,8
Cho2017,aligned_noise,0.25,1.0,leace_baseline,0.04233702496874457,-0.0609375,0.0031249999999999334,0.016770833333333304,0.5003839207613188,False,False,8
Cho2017,aligned_noise,0.25,1.0,fair_conditional_leace_disjoint_router,0.0022911225044597466,-0.0024218750000000056,-0.0003125000000000211,0.001979166666666643,0.2767821728048744,False,False,8
Cho2017,aligned_noise,0.25,2.0,leace_baseline,0.04367731152947452,-0.060156250000000015,-0.0006250000000000283,0.014166666666666647,0.5003839207613188,False,False,8
Cho2017,aligned_noise,0.25,2.0,fair_conditional_leace_disjoint_router,0.0031099824703458455,-0.0021093749999999967,-0.0018906250000000008,0.0006250000000000006,0.27588623201520224,False,False,8
Cho2017,aligned_noise,0.25,3.0,leace_baseline,0.043718157437825464,-0.060390625,-0.0012500000000000293,0.013541666666666646,0.5003839207613188,False,False,8
Cho2017,aligned_noise,0.25,3.0,fair_conditional_leace_disjoint_router,0.003361422557369252,-0.0017968750000000085,-0.0024999999999999883,1.3877787807814457e-17,0.2755468019485416,False,False,8
Cho2017,aligned_noise,0.35,0.5,leace_baseline,0.09151646563282352,-0.12398632812499998,-0.04251302083333338,-0.016770833333333332,0.4987930013875064,False,False,8
Cho2017,aligned_noise,0.35,0.5,fair_conditional_leace_disjoint_router,0.000969228891226014,0.0007031249999999989,-0.004375000000000004,0.0022916666666667057,0.219431216631979,False,False,8
Cho2017,aligned_noise,0.35,1.0,leace_baseline,0.09234237132308377,-0.125158203125,-0.04094531249999999,-0.017187500000000036,0.4987930013875064,False,False,8
Cho2017,aligned_noise,0.35,1.0,fair_conditional_leace_disjoint_router,0.0022483072515324443,1.3834419720915039e-17,-0.008750000000000036,-0.001562500000000036,0.2146068983199107,False,False,8
Cho2017,aligned_noise,0.35,2.0,leace_baseline,0.09118240121694711,-0.1253125,-0.03937500000000002,-0.017083333333333325,0.4987930013875064,False,False,8
Cho2017,aligned_noise,0.35,2.0,fair_conditional_leace_disjoint_router,0.00237604117816775,7.812499999999652e-05,-0.009695312500000029,-0.0015624999999999806,0.21334701987753749,False,False,8
Cho2017,aligned_noise,0.35,3.0,leace_baseline,0.09121604320478052,-0.124453125,-0.038125000000000006,-0.017083333333333325,0.4987930013875064,False,False,8
Cho2017,aligned_noise,0.35,3.0,fair_conditional_leace_disjoint_router,0.0022221961388221366,0.0007031249999999867,-0.006874999999999992,-0.0015624999999999806,0.21325002639278495,False,False,8
Cho2017,aligned_noise_flip,0.15,0.5,leace_baseline,0.02008773996883412,-0.04585937499999998,0.06739583333333335,0.09864583333333334,0.49924686302898685,False,False,8
Cho2017,aligned_noise_flip,0.15,0.5,fair_conditional_leace_disjoint_router,0.003242377650430589,-0.012968749999999977,0.014062499999999999,0.020937499999999998,0.36902948074080777,False,False,8
Cho2017,aligned_noise_flip,0.15,1.0,leace_baseline,0.019486664719608405,-0.046173828125000003,0.06677083333333333,0.09739583333333332,0.49924686302898685,False,False,8
Cho2017,aligned_noise_flip,0.15,1.0,fair_conditional_leace_disjoint_router,0.00218916354136252,-0.009296874999999996,0.008125000000000007,0.017083333333333332,0.36985246433203633,False,False,8
Cho2017,aligned_noise_flip,0.15,2.0,leace_baseline,0.019011628188865835,-0.04632812499999998,0.06500000000000003,0.09624999999999999,0.49924686302898685,False,False,8
Cho2017,aligned_noise_flip,0.15,2.0,fair_conditional_leace_disjoint_router,0.002810966380076343,-0.008906249999999998,0.007500000000000007,0.014270833333333337,0.37094229783126714,False,False,8
Cho2017,aligned_noise_flip,0.15,3.0,leace_baseline,0.0188635112998578,-0.04632812499999999,0.06499999999999999,0.09562499999999999,0.49924686302898685,False,False,8
Cho2017,aligned_noise_flip,0.15,3.0,fair_conditional_leace_disjoint_router,0.0033606741024064953,-0.007968750000000009,0.007500000000000007,0.014166666666666668,0.37130595270412936,False,False,8
Cho2017,aligned_noise_flip,0.25,0.5,leace_baseline,0.04357436779668482,-0.060314453124999994,0.11613281249999997,0.16302083333333334,0.5003839207613188,False,False,8
Cho2017,aligned_noise_flip,0.25,0.5,fair_conditional_leace_disjoint_router,0.002174818579887526,-0.002343749999999988,0.00020833333333332427,0.01010416666666665,0.28157896721262027,False,False,8
Cho2017,aligned_noise_flip,0.25,1.0,leace_baseline,0.04437648232593758,-0.061640625000000004,0.11707812499999998,0.1670833333333333,0.5003839207613188,False,False,8
Cho2017,aligned_noise_flip,0.25,1.0,fair_conditional_leace_disjoint_router,0.0022416768777280436,-0.0027343749999999955,-0.004375000000000025,0.004062499999999969,0.27782393373148734,False,False,8
Cho2017,aligned_noise_flip,0.25,2.0,leace_baseline,0.04321970778245193,-0.061798828125000003,0.11458333333333337,0.16458333333333336,0.5003839207613188,False,False,8
Cho2017,aligned_noise_flip,0.25,2.0,fair_conditional_leace_disjoint_router,0.002006163618353625,-0.0023437500000000125,-0.008437499999999994,0.0003125000000000003,0.2766372010074503,False,False,8
Cho2017,aligned_noise_flip,0.25,3.0,leace_baseline,0.04299698994082078,-0.061875000000000006,0.11572916666666672,0.1663541666666667,0.5003839207613188,False,False,8
Cho2017,aligned_noise_flip,0.25,3.0,fair_conditional_leace_disjoint_router,0.0017205145681090032,-0.0029687500000000148,-0.007499999999999986,0.0008333333333333526,0.27649185217024097,False,False,8
Cho2017,aligned_noise_flip,0.35,0.5,leace_baseline,0.09052472709292614,-0.12476562500000002,0.168734375,0.24083333333333334,0.4987930013875064,False,False,8
Cho2017,aligned_noise_flip,0.35,0.5,fair_conditional_leace_disjoint_router,0.0024079003326179203,-0.0031249999999999993,-0.021875000000000006,-0.015,0.22044601921394744,False,False,8
Cho2017,aligned_noise_flip,0.35,1.0,leace_baseline,0.09102502803905134,-0.12601562499999996,0.1725,0.24322916666666666,0.4987930013875064,False,False,8
Cho2017,aligned_noise_flip,0.35,1.0,fair_conditional_leace_disjoint_router,0.0023934363184277513,-0.0028906249999999956,-0.02875000000000004,-0.02093750000000002,0.21538256341809187,False,False,8
Cho2017,aligned_noise_flip,0.35,2.0,leace_baseline,0.09120914896654614,-0.12500390625,0.17371875,0.2434375,0.4987930013875064,False,False,8
Cho2017,aligned_noise_flip,0.35,2.0,fair_conditional_leace_disjoint_router,0.0030717890198647536,-0.0005468749999999904,-0.03270833333333335,-0.022604166666666696,0.21450971631526558,False,False,8
Cho2017,aligned_noise_flip,0.35,3.0,leace_baseline,0.09115314230093285,-0.12406249999999999,0.17250000000000004,0.24468750000000003,0.4987930013875064,False,False,8
Cho2017,aligned_noise_flip,0.35,3.0,fair_conditional_leace_disjoint_router,0.002953033547405437,0.0006249999999999884,-0.03260416666666666,-0.022604166666666682,0.21426709121346482,False,False,8
Cho2017,reversed,0.15,0.5,leace_baseline,0.27596160030036465,-0.14446093749999997,0.3413541666666666,0.44885416666666667,0.5052827986909179,False,False,8
Cho2017,reversed,0.15,0.5,fair_conditional_leace_disjoint_router,0.0010408669847411626,-0.000312499999999989,-0.03084375000000002,-0.018229166666666685,0.03242730672940608,False,False,8
Cho2017,reversed,0.15,1.0,leace_baseline,0.27712733321450234,-0.144064453125,0.349328125,0.4584375,0.5052827986909179,False,False,8
Cho2017,reversed,0.15,1.0,fair_conditional_leace_disjoint_router,0.0008351925095735113,-0.0005468749999999961,-0.02104166666666668,-0.01020833333333334,0.02825913190359848,False,False,8
Cho2017,reversed,0.15,2.0,leace_baseline,0.27735145800042543,-0.144845703125,0.3506250000000001,0.46041666666666664,0.5052827986909179,False,False,8
Cho2017,reversed,0.15,2.0,fair_conditional_leace_disjoint_router,0.0008428925893295122,-0.00046874999999999966,-0.013125000000000008,-0.007916666666666669,0.027677453774922325,False,False,8
Cho2017,reversed,0.15,3.0,leace_baseline,0.2771062433637469,-0.14586328124999995,0.3530651041666667,0.4619791666666667,0.5052827986909179,False,False,8
Cho2017,reversed,0.15,3.0,fair_conditional_leace_disjoint_router,0.00026059966388880735,-0.0007031249999999998,-0.01187500000000001,-0.006250000000000002,0.027168544324797164,False,False,8
Cho2017,reversed,0.25,0.5,leace_baseline,0.1484593697327702,-0.116796875,0.239984375,0.32385416666666667,0.505378472536422,False,False,8
Cho2017,reversed,0.25,0.5,fair_conditional_leace_disjoint_router,0.0035766525616140314,-0.004375,-0.03447916666666666,-0.02385416666666666,0.11303615057460863,False,False,8
Cho2017,reversed,0.25,1.0,leace_baseline,0.1461295504716845,-0.11609570312499999,0.23937500000000006,0.324375,0.505378472536422,False,False,8
Cho2017,reversed,0.25,1.0,fair_conditional_leace_disjoint_router,0.0008258536180570359,-0.006718750000000008,-0.03770833333333332,-0.026979166666666655,0.10605563599070972,False,False,8
Cho2017,reversed,0.25,2.0,leace_baseline,0.14654267118702086,-0.116099609375,0.24030468750000003,0.32906250000000004,0.505378472536422,False,False,8
Cho2017,reversed,0.25,2.0,fair_conditional_leace_disjoint_router,0.0016211247439401925,-0.005625000000000016,-0.03208333333333334,-0.022916666666666686,0.10465050297107349,False,False,8
Cho2017,reversed,0.25,3.0,leace_baseline,0.14662046352919947,-0.11648828125,0.24175781250000003,0.3305208333333334,0.505378472536422,False,False,8
Cho2017,reversed,0.25,3.0,fair_conditional_leace_disjoint_router,0.0014250754419748157,-0.005468750000000015,-0.03249999999999997,-0.023333333333333345,0.1044567987814074,False,False,8
Cho2017,reversed,0.35,0.5,leace_baseline,0.049150738989320375,-0.0025019531250000055,0.1318645833333334,0.18520833333333336,0.5041189711338341,False,False,8
Cho2017,reversed,0.35,0.5,fair_conditional_leace_disjoint_router,0.0024724580083505562,-0.005705078125000021,-0.0006250000000000006,0.010520833333333326,0.2615971782342473,False,False,8
Cho2017,reversed,0.35,1.0,leace_baseline,0.05003435054473538,-0.0016406249999999858,0.13687500000000005,0.19260416666666672,0.5041189711338341,False,False,8
Cho2017,reversed,0.35,1.0,fair_conditional_leace_disjoint_router,0.0018375830333786924,-0.0073437499999999874,-0.005109374999999999,0.006770833333333358,0.25771960682291195,False,False,8
Cho2017,reversed,0.35,2.0,leace_baseline,0.05048638897845045,-0.0025039062499999805,0.13623437500000005,0.1935416666666667,0.5041189711338341,False,False,8
Cho2017,reversed,0.35,2.0,fair_conditional_leace_disjoint_router,0.002772931758506056,-0.00664062499999999,-0.003750000000000045,0.0059374999999999845,0.25662892498416434,False,False,8
Cho2017,reversed,0.35,3.0,leace_baseline,0.05018625265098593,-0.0017968749999999966,0.13530468750000005,0.19343750000000004,0.5041189711338341,False,False,8
Cho2017,reversed,0.35,3.0,fair_conditional_leace_disjoint_router,0.0022532301682692546,-0.0076562499999999825,-0.004166666666666735,0.005416666666666653,0.25641061894851147,False,False,8
