subject,sequence,chronological_epoch_start,chronological_epoch_end,shape,label_shape,classes_present,sequence_path,label_path,sequence_contract_pass
1,20,400,419,20;6;6000,20,2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-20.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-20.npy,True
1,21,420,439,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-21.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-21.npy,True
1,22,440,459,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-22.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-22.npy,True
1,23,460,479,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-23.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-23.npy,True
1,24,480,499,20;6;6000,20,2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-24.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-24.npy,True
1,25,500,519,20;6;6000,20,4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-25.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-25.npy,True
1,26,520,539,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-26.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-26.npy,True
1,27,540,559,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-27.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-27.npy,True
1,28,560,579,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-28.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-28.npy,True
1,29,580,599,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-29.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-29.npy,True
1,30,600,619,20;6;6000,20,0;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-30.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-30.npy,True
1,31,620,639,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-31.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-31.npy,True
1,32,640,659,20;6;6000,20,1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-32.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-32.npy,True
1,33,660,679,20;6;6000,20,1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-33.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-33.npy,True
1,34,680,699,20;6;6000,20,1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-34.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-34.npy,True
1,35,700,719,20;6;6000,20,0;1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-35.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-35.npy,True
1,36,720,739,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-36.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-36.npy,True
1,37,740,759,20;6;6000,20,2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-37.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-37.npy,True
1,38,760,779,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-38.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-38.npy,True
1,39,780,799,20;6;6000,20,1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-39.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-39.npy,True
1,40,800,819,20;6;6000,20,1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-40.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-40.npy,True
1,41,820,839,20;6;6000,20,0;1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-41.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-41.npy,True
1,42,840,859,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-42.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-42.npy,True
1,43,860,879,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-43.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-43.npy,True
1,44,880,899,20;6;6000,20,1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-44.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-44.npy,True
1,45,900,919,20;6;6000,20,2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-1/ISRUC-group3-1-45.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-1/ISRUC-group3-1-45.npy,True
2,0,0,19,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-0.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-0.npy,True
2,1,20,39,20;6;6000,20,0;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-1.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-1.npy,True
2,2,40,59,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-2.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-2.npy,True
2,3,60,79,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-3.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-3.npy,True
2,4,80,99,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-4.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-4.npy,True
2,5,100,119,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-5.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-5.npy,True
2,6,120,139,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-6.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-6.npy,True
2,7,140,159,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-7.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-7.npy,True
2,8,160,179,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-8.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-8.npy,True
2,9,180,199,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-9.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-9.npy,True
2,10,200,219,20;6;6000,20,2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-10.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-10.npy,True
2,11,220,239,20;6;6000,20,1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-11.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-11.npy,True
2,12,240,259,20;6;6000,20,0;1,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-12.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-12.npy,True
2,13,260,279,20;6;6000,20,0,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-13.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-13.npy,True
2,14,280,299,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-14.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-14.npy,True
2,15,300,319,20;6;6000,20,1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-15.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-15.npy,True
2,16,320,339,20;6;6000,20,0;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-16.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-16.npy,True
2,17,340,359,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-17.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-17.npy,True
2,18,360,379,20;6;6000,20,1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-18.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-18.npy,True
2,19,380,399,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-19.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-19.npy,True
2,20,400,419,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-20.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-20.npy,True
2,21,420,439,20;6;6000,20,1;3;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-21.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-21.npy,True
2,22,440,459,20;6;6000,20,4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-22.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-22.npy,True
2,23,460,479,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-23.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-23.npy,True
2,24,480,499,20;6;6000,20,2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-24.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-24.npy,True
2,25,500,519,20;6;6000,20,0;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-25.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-25.npy,True
2,26,520,539,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-26.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-26.npy,True
2,27,540,559,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-27.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-27.npy,True
2,28,560,579,20;6;6000,20,1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-28.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-28.npy,True
2,29,580,599,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-29.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-29.npy,True
2,30,600,619,20;6;6000,20,1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-30.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-30.npy,True
2,31,620,639,20;6;6000,20,1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-31.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-31.npy,True
2,32,640,659,20;6;6000,20,1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-32.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-32.npy,True
2,33,660,679,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-33.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-33.npy,True
2,34,680,699,20;6;6000,20,1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-34.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-34.npy,True
2,35,700,719,20;6;6000,20,1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-35.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-35.npy,True
2,36,720,739,20;6;6000,20,1;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-36.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-36.npy,True
2,37,740,759,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-37.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-37.npy,True
2,38,760,779,20;6;6000,20,1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-38.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-38.npy,True
2,39,780,799,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-39.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-39.npy,True
2,40,800,819,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-40.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-40.npy,True
2,41,820,839,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-41.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-41.npy,True
2,42,840,859,20;6;6000,20,0;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-42.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-42.npy,True
2,43,860,879,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-43.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-43.npy,True
2,44,880,899,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-2/ISRUC-group3-2-44.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-2/ISRUC-group3-2-44.npy,True
3,0,0,19,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-0.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-0.npy,True
3,1,20,39,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-1.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-1.npy,True
3,2,40,59,20;6;6000,20,0;1;2,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-2.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-2.npy,True
3,3,60,79,20;6;6000,20,2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-3.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-3.npy,True
3,4,80,99,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-4.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-4.npy,True
3,5,100,119,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-5.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-5.npy,True
3,6,120,139,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-6.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-6.npy,True
3,7,140,159,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-7.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-7.npy,True
3,8,160,179,20;6;6000,20,0;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-8.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-8.npy,True
3,9,180,199,20;6;6000,20,0;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-9.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-9.npy,True
3,10,200,219,20;6;6000,20,0;1;2;4,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-10.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-10.npy,True
3,11,220,239,20;6;6000,20,0;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-11.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-11.npy,True
3,12,240,259,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-12.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-12.npy,True
3,13,260,279,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-13.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-13.npy,True
3,14,280,299,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-14.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-14.npy,True
3,15,300,319,20;6;6000,20,0;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-15.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-15.npy,True
3,16,320,339,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-16.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-16.npy,True
3,17,340,359,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-17.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-17.npy,True
3,18,360,379,20;6;6000,20,3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-18.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-18.npy,True
3,19,380,399,20;6;6000,20,0;1;2;3,${ISRUC_PROCESSED_ROOT}/seq/ISRUC-group3-3/ISRUC-group3-3-19.npy,${ISRUC_PROCESSED_ROOT}/labels/ISRUC-group3-3/ISRUC-group3-3-19.npy,True
