trial_id,subject,session,record,trial,split,label,windows,first_window,last_window,trial_label_constant,window_chronology_contiguous
11_3_20180522.cnt-9,11,3,11_3_20180522.cnt,9,val,1,285,0,284,True,True
11_3_20180522.cnt-10,11,3,11_3_20180522.cnt,10,test,3,220,0,219,True,True
11_3_20180522.cnt-11,11,3,11_3_20180522.cnt,11,test,4,118,0,117,True,True
11_3_20180522.cnt-12,11,3,11_3_20180522.cnt,12,test,1,207,0,206,True,True
11_3_20180522.cnt-13,11,3,11_3_20180522.cnt,13,test,2,131,0,130,True,True
11_3_20180522.cnt-14,11,3,11_3_20180522.cnt,14,test,0,178,0,177,True,True
12_1_20180515.cnt-0,12,1,12_1_20180515.cnt,0,train,4,72,0,71,True,True
12_1_20180515.cnt-1,12,1,12_1_20180515.cnt,1,train,1,96,0,95,True,True
12_1_20180515.cnt-2,12,1,12_1_20180515.cnt,2,train,3,237,0,236,True,True
12_1_20180515.cnt-3,12,1,12_1_20180515.cnt,3,train,2,187,0,186,True,True
12_1_20180515.cnt-4,12,1,12_1_20180515.cnt,4,train,0,147,0,146,True,True
12_1_20180515.cnt-5,12,1,12_1_20180515.cnt,5,val,4,258,0,257,True,True
12_1_20180515.cnt-6,12,1,12_1_20180515.cnt,6,val,1,297,0,296,True,True
12_1_20180515.cnt-7,12,1,12_1_20180515.cnt,7,val,3,69,0,68,True,True
12_1_20180515.cnt-8,12,1,12_1_20180515.cnt,8,val,2,264,0,263,True,True
12_1_20180515.cnt-9,12,1,12_1_20180515.cnt,9,val,0,141,0,140,True,True
12_1_20180515.cnt-10,12,1,12_1_20180515.cnt,10,test,4,174,0,173,True,True
12_1_20180515.cnt-11,12,1,12_1_20180515.cnt,11,test,1,172,0,171,True,True
12_1_20180515.cnt-12,12,1,12_1_20180515.cnt,12,test,3,234,0,233,True,True
12_1_20180515.cnt-13,12,1,12_1_20180515.cnt,13,test,2,240,0,239,True,True
12_1_20180515.cnt-14,12,1,12_1_20180515.cnt,14,test,0,155,0,154,True,True
12_2_20180508.cnt-0,12,2,12_2_20180508.cnt,0,train,2,237,0,236,True,True
12_2_20180508.cnt-1,12,2,12_2_20180508.cnt,1,train,1,189,0,188,True,True
12_2_20180508.cnt-2,12,2,12_2_20180508.cnt,2,train,3,66,0,65,True,True
12_2_20180508.cnt-3,12,2,12_2_20180508.cnt,3,train,0,127,0,126,True,True
12_2_20180508.cnt-4,12,2,12_2_20180508.cnt,4,train,4,131,0,130,True,True
12_2_20180508.cnt-5,12,2,12_2_20180508.cnt,5,val,4,59,0,58,True,True
12_2_20180508.cnt-6,12,2,12_2_20180508.cnt,6,val,0,240,0,239,True,True
12_2_20180508.cnt-7,12,2,12_2_20180508.cnt,7,val,3,230,0,229,True,True
12_2_20180508.cnt-8,12,2,12_2_20180508.cnt,8,val,2,120,0,119,True,True
12_2_20180508.cnt-9,12,2,12_2_20180508.cnt,9,val,1,99,0,98,True,True
12_2_20180508.cnt-10,12,2,12_2_20180508.cnt,10,test,3,187,0,186,True,True
12_2_20180508.cnt-11,12,2,12_2_20180508.cnt,11,test,4,116,0,115,True,True
12_2_20180508.cnt-12,12,2,12_2_20180508.cnt,12,test,1,95,0,94,True,True
12_2_20180508.cnt-13,12,2,12_2_20180508.cnt,13,test,2,219,0,218,True,True
12_2_20180508.cnt-14,12,2,12_2_20180508.cnt,14,test,0,76,0,75,True,True
12_3_20180517.cnt-0,12,3,12_3_20180517.cnt,0,train,2,291,0,290,True,True
12_3_20180517.cnt-1,12,3,12_3_20180517.cnt,1,train,1,65,0,64,True,True
12_3_20180517.cnt-2,12,3,12_3_20180517.cnt,2,train,3,165,0,164,True,True
12_3_20180517.cnt-3,12,3,12_3_20180517.cnt,3,train,0,90,0,89,True,True
12_3_20180517.cnt-4,12,3,12_3_20180517.cnt,4,train,4,52,0,51,True,True
12_3_20180517.cnt-5,12,3,12_3_20180517.cnt,5,val,4,239,0,238,True,True
12_3_20180517.cnt-6,12,3,12_3_20180517.cnt,6,val,0,84,0,83,True,True
12_3_20180517.cnt-7,12,3,12_3_20180517.cnt,7,val,3,72,0,71,True,True
12_3_20180517.cnt-8,12,3,12_3_20180517.cnt,8,val,2,228,0,227,True,True
12_3_20180517.cnt-9,12,3,12_3_20180517.cnt,9,val,1,285,0,284,True,True
12_3_20180517.cnt-10,12,3,12_3_20180517.cnt,10,test,3,220,0,219,True,True
12_3_20180517.cnt-11,12,3,12_3_20180517.cnt,11,test,4,118,0,117,True,True
12_3_20180517.cnt-12,12,3,12_3_20180517.cnt,12,test,1,207,0,206,True,True
12_3_20180517.cnt-13,12,3,12_3_20180517.cnt,13,test,2,131,0,130,True,True
12_3_20180517.cnt-14,12,3,12_3_20180517.cnt,14,test,0,178,0,177,True,True
13_1_20180720.cnt-0,13,1,13_1_20180720.cnt,0,train,4,72,0,71,True,True
13_1_20180720.cnt-1,13,1,13_1_20180720.cnt,1,train,1,96,0,95,True,True
13_1_20180720.cnt-2,13,1,13_1_20180720.cnt,2,train,3,237,0,236,True,True
13_1_20180720.cnt-3,13,1,13_1_20180720.cnt,3,train,2,187,0,186,True,True
13_1_20180720.cnt-4,13,1,13_1_20180720.cnt,4,train,0,147,0,146,True,True
13_1_20180720.cnt-5,13,1,13_1_20180720.cnt,5,val,4,258,0,257,True,True
13_1_20180720.cnt-6,13,1,13_1_20180720.cnt,6,val,1,297,0,296,True,True
13_1_20180720.cnt-7,13,1,13_1_20180720.cnt,7,val,3,69,0,68,True,True
13_1_20180720.cnt-8,13,1,13_1_20180720.cnt,8,val,2,264,0,263,True,True
13_1_20180720.cnt-9,13,1,13_1_20180720.cnt,9,val,0,141,0,140,True,True
13_1_20180720.cnt-10,13,1,13_1_20180720.cnt,10,test,4,174,0,173,True,True
13_1_20180720.cnt-11,13,1,13_1_20180720.cnt,11,test,1,172,0,171,True,True
13_1_20180720.cnt-12,13,1,13_1_20180720.cnt,12,test,3,234,0,233,True,True
13_1_20180720.cnt-13,13,1,13_1_20180720.cnt,13,test,2,240,0,239,True,True
13_1_20180720.cnt-14,13,1,13_1_20180720.cnt,14,test,0,155,0,154,True,True
13_2_20180806.cnt-0,13,2,13_2_20180806.cnt,0,train,2,237,0,236,True,True
13_2_20180806.cnt-1,13,2,13_2_20180806.cnt,1,train,1,189,0,188,True,True
13_2_20180806.cnt-2,13,2,13_2_20180806.cnt,2,train,3,66,0,65,True,True
13_2_20180806.cnt-3,13,2,13_2_20180806.cnt,3,train,0,127,0,126,True,True
13_2_20180806.cnt-4,13,2,13_2_20180806.cnt,4,train,4,131,0,130,True,True
13_2_20180806.cnt-5,13,2,13_2_20180806.cnt,5,val,4,59,0,58,True,True
13_2_20180806.cnt-6,13,2,13_2_20180806.cnt,6,val,0,240,0,239,True,True
13_2_20180806.cnt-7,13,2,13_2_20180806.cnt,7,val,3,230,0,229,True,True
13_2_20180806.cnt-8,13,2,13_2_20180806.cnt,8,val,2,120,0,119,True,True
13_2_20180806.cnt-9,13,2,13_2_20180806.cnt,9,val,1,99,0,98,True,True
13_2_20180806.cnt-10,13,2,13_2_20180806.cnt,10,test,3,187,0,186,True,True
13_2_20180806.cnt-11,13,2,13_2_20180806.cnt,11,test,4,116,0,115,True,True
13_2_20180806.cnt-12,13,2,13_2_20180806.cnt,12,test,1,95,0,94,True,True
13_2_20180806.cnt-13,13,2,13_2_20180806.cnt,13,test,2,219,0,218,True,True
13_2_20180806.cnt-14,13,2,13_2_20180806.cnt,14,test,0,76,0,75,True,True
13_3_20180725.cnt-0,13,3,13_3_20180725.cnt,0,train,2,291,0,290,True,True
13_3_20180725.cnt-1,13,3,13_3_20180725.cnt,1,train,1,65,0,64,True,True
13_3_20180725.cnt-2,13,3,13_3_20180725.cnt,2,train,3,165,0,164,True,True
13_3_20180725.cnt-3,13,3,13_3_20180725.cnt,3,train,0,90,0,89,True,True
13_3_20180725.cnt-4,13,3,13_3_20180725.cnt,4,train,4,52,0,51,True,True
13_3_20180725.cnt-5,13,3,13_3_20180725.cnt,5,val,4,239,0,238,True,True
13_3_20180725.cnt-6,13,3,13_3_20180725.cnt,6,val,0,84,0,83,True,True
13_3_20180725.cnt-7,13,3,13_3_20180725.cnt,7,val,3,72,0,71,True,True
13_3_20180725.cnt-8,13,3,13_3_20180725.cnt,8,val,2,228,0,227,True,True
13_3_20180725.cnt-9,13,3,13_3_20180725.cnt,9,val,1,285,0,284,True,True
13_3_20180725.cnt-10,13,3,13_3_20180725.cnt,10,test,3,220,0,219,True,True
13_3_20180725.cnt-11,13,3,13_3_20180725.cnt,11,test,4,118,0,117,True,True
13_3_20180725.cnt-12,13,3,13_3_20180725.cnt,12,test,1,207,0,206,True,True
13_3_20180725.cnt-13,13,3,13_3_20180725.cnt,13,test,2,131,0,130,True,True
13_3_20180725.cnt-14,13,3,13_3_20180725.cnt,14,test,0,178,0,177,True,True
14_1_20180420.cnt-0,14,1,14_1_20180420.cnt,0,train,4,72,0,71,True,True
14_1_20180420.cnt-1,14,1,14_1_20180420.cnt,1,train,1,96,0,95,True,True
14_1_20180420.cnt-2,14,1,14_1_20180420.cnt,2,train,3,237,0,236,True,True
14_1_20180420.cnt-3,14,1,14_1_20180420.cnt,3,train,2,187,0,186,True,True
14_1_20180420.cnt-4,14,1,14_1_20180420.cnt,4,train,0,147,0,146,True,True
14_1_20180420.cnt-5,14,1,14_1_20180420.cnt,5,val,4,258,0,257,True,True
14_1_20180420.cnt-6,14,1,14_1_20180420.cnt,6,val,1,297,0,296,True,True
14_1_20180420.cnt-7,14,1,14_1_20180420.cnt,7,val,3,69,0,68,True,True
14_1_20180420.cnt-8,14,1,14_1_20180420.cnt,8,val,2,264,0,263,True,True
14_1_20180420.cnt-9,14,1,14_1_20180420.cnt,9,val,0,141,0,140,True,True
14_1_20180420.cnt-10,14,1,14_1_20180420.cnt,10,test,4,174,0,173,True,True
14_1_20180420.cnt-11,14,1,14_1_20180420.cnt,11,test,1,172,0,171,True,True
14_1_20180420.cnt-12,14,1,14_1_20180420.cnt,12,test,3,234,0,233,True,True
14_1_20180420.cnt-13,14,1,14_1_20180420.cnt,13,test,2,240,0,239,True,True
14_1_20180420.cnt-14,14,1,14_1_20180420.cnt,14,test,0,155,0,154,True,True
14_2_20180423.cnt-0,14,2,14_2_20180423.cnt,0,train,2,237,0,236,True,True
14_2_20180423.cnt-1,14,2,14_2_20180423.cnt,1,train,1,189,0,188,True,True
14_2_20180423.cnt-2,14,2,14_2_20180423.cnt,2,train,3,66,0,65,True,True
14_2_20180423.cnt-3,14,2,14_2_20180423.cnt,3,train,0,127,0,126,True,True
14_2_20180423.cnt-4,14,2,14_2_20180423.cnt,4,train,4,131,0,130,True,True
14_2_20180423.cnt-5,14,2,14_2_20180423.cnt,5,val,4,59,0,58,True,True
14_2_20180423.cnt-6,14,2,14_2_20180423.cnt,6,val,0,240,0,239,True,True
14_2_20180423.cnt-7,14,2,14_2_20180423.cnt,7,val,3,230,0,229,True,True
14_2_20180423.cnt-8,14,2,14_2_20180423.cnt,8,val,2,120,0,119,True,True
14_2_20180423.cnt-9,14,2,14_2_20180423.cnt,9,val,1,99,0,98,True,True
14_2_20180423.cnt-10,14,2,14_2_20180423.cnt,10,test,3,187,0,186,True,True
14_2_20180423.cnt-11,14,2,14_2_20180423.cnt,11,test,4,116,0,115,True,True
14_2_20180423.cnt-12,14,2,14_2_20180423.cnt,12,test,1,95,0,94,True,True
14_2_20180423.cnt-13,14,2,14_2_20180423.cnt,13,test,2,219,0,218,True,True
14_2_20180423.cnt-14,14,2,14_2_20180423.cnt,14,test,0,76,0,75,True,True
14_3_20180427.cnt-0,14,3,14_3_20180427.cnt,0,train,2,291,0,290,True,True
14_3_20180427.cnt-1,14,3,14_3_20180427.cnt,1,train,1,65,0,64,True,True
14_3_20180427.cnt-2,14,3,14_3_20180427.cnt,2,train,3,165,0,164,True,True
14_3_20180427.cnt-3,14,3,14_3_20180427.cnt,3,train,0,90,0,89,True,True
14_3_20180427.cnt-4,14,3,14_3_20180427.cnt,4,train,4,52,0,51,True,True
14_3_20180427.cnt-5,14,3,14_3_20180427.cnt,5,val,4,239,0,238,True,True
14_3_20180427.cnt-6,14,3,14_3_20180427.cnt,6,val,0,84,0,83,True,True
14_3_20180427.cnt-7,14,3,14_3_20180427.cnt,7,val,3,72,0,71,True,True
14_3_20180427.cnt-8,14,3,14_3_20180427.cnt,8,val,2,228,0,227,True,True
14_3_20180427.cnt-9,14,3,14_3_20180427.cnt,9,val,1,285,0,284,True,True
14_3_20180427.cnt-10,14,3,14_3_20180427.cnt,10,test,3,220,0,219,True,True
14_3_20180427.cnt-11,14,3,14_3_20180427.cnt,11,test,4,118,0,117,True,True
14_3_20180427.cnt-12,14,3,14_3_20180427.cnt,12,test,1,207,0,206,True,True
14_3_20180427.cnt-13,14,3,14_3_20180427.cnt,13,test,2,131,0,130,True,True
14_3_20180427.cnt-14,14,3,14_3_20180427.cnt,14,test,0,178,0,177,True,True
15_1_20180724.cnt-0,15,1,15_1_20180724.cnt,0,train,4,72,0,71,True,True
15_1_20180724.cnt-1,15,1,15_1_20180724.cnt,1,train,1,96,0,95,True,True
15_1_20180724.cnt-2,15,1,15_1_20180724.cnt,2,train,3,237,0,236,True,True
15_1_20180724.cnt-3,15,1,15_1_20180724.cnt,3,train,2,187,0,186,True,True
15_1_20180724.cnt-4,15,1,15_1_20180724.cnt,4,train,0,147,0,146,True,True
15_1_20180724.cnt-5,15,1,15_1_20180724.cnt,5,val,4,258,0,257,True,True
15_1_20180724.cnt-6,15,1,15_1_20180724.cnt,6,val,1,297,0,296,True,True
15_1_20180724.cnt-7,15,1,15_1_20180724.cnt,7,val,3,69,0,68,True,True
15_1_20180724.cnt-8,15,1,15_1_20180724.cnt,8,val,2,264,0,263,True,True
15_1_20180724.cnt-9,15,1,15_1_20180724.cnt,9,val,0,141,0,140,True,True
15_1_20180724.cnt-10,15,1,15_1_20180724.cnt,10,test,4,174,0,173,True,True
15_1_20180724.cnt-11,15,1,15_1_20180724.cnt,11,test,1,172,0,171,True,True
15_1_20180724.cnt-12,15,1,15_1_20180724.cnt,12,test,3,234,0,233,True,True
15_1_20180724.cnt-13,15,1,15_1_20180724.cnt,13,test,2,240,0,239,True,True
15_1_20180724.cnt-14,15,1,15_1_20180724.cnt,14,test,0,155,0,154,True,True
15_2_20180807.cnt-0,15,2,15_2_20180807.cnt,0,train,2,237,0,236,True,True
15_2_20180807.cnt-1,15,2,15_2_20180807.cnt,1,train,1,189,0,188,True,True
15_2_20180807.cnt-2,15,2,15_2_20180807.cnt,2,train,3,66,0,65,True,True
15_2_20180807.cnt-3,15,2,15_2_20180807.cnt,3,train,0,127,0,126,True,True
15_2_20180807.cnt-4,15,2,15_2_20180807.cnt,4,train,4,131,0,130,True,True
15_2_20180807.cnt-5,15,2,15_2_20180807.cnt,5,val,4,59,0,58,True,True
15_2_20180807.cnt-6,15,2,15_2_20180807.cnt,6,val,0,240,0,239,True,True
15_2_20180807.cnt-7,15,2,15_2_20180807.cnt,7,val,3,230,0,229,True,True
15_2_20180807.cnt-8,15,2,15_2_20180807.cnt,8,val,2,120,0,119,True,True
15_2_20180807.cnt-9,15,2,15_2_20180807.cnt,9,val,1,99,0,98,True,True
15_2_20180807.cnt-10,15,2,15_2_20180807.cnt,10,test,3,187,0,186,True,True
15_2_20180807.cnt-11,15,2,15_2_20180807.cnt,11,test,4,116,0,115,True,True
15_2_20180807.cnt-12,15,2,15_2_20180807.cnt,12,test,1,95,0,94,True,True
15_2_20180807.cnt-13,15,2,15_2_20180807.cnt,13,test,2,219,0,218,True,True
15_2_20180807.cnt-14,15,2,15_2_20180807.cnt,14,test,0,76,0,75,True,True
15_3_20180730.cnt-0,15,3,15_3_20180730.cnt,0,train,2,291,0,290,True,True
15_3_20180730.cnt-1,15,3,15_3_20180730.cnt,1,train,1,65,0,64,True,True
15_3_20180730.cnt-2,15,3,15_3_20180730.cnt,2,train,3,165,0,164,True,True
15_3_20180730.cnt-3,15,3,15_3_20180730.cnt,3,train,0,90,0,89,True,True
15_3_20180730.cnt-4,15,3,15_3_20180730.cnt,4,train,4,52,0,51,True,True
15_3_20180730.cnt-5,15,3,15_3_20180730.cnt,5,val,4,239,0,238,True,True
15_3_20180730.cnt-6,15,3,15_3_20180730.cnt,6,val,0,84,0,83,True,True
15_3_20180730.cnt-7,15,3,15_3_20180730.cnt,7,val,3,72,0,71,True,True
15_3_20180730.cnt-8,15,3,15_3_20180730.cnt,8,val,2,228,0,227,True,True
15_3_20180730.cnt-9,15,3,15_3_20180730.cnt,9,val,1,285,0,284,True,True
15_3_20180730.cnt-10,15,3,15_3_20180730.cnt,10,test,3,220,0,219,True,True
15_3_20180730.cnt-11,15,3,15_3_20180730.cnt,11,test,4,118,0,117,True,True
15_3_20180730.cnt-12,15,3,15_3_20180730.cnt,12,test,1,207,0,206,True,True
15_3_20180730.cnt-13,15,3,15_3_20180730.cnt,13,test,2,131,0,130,True,True
15_3_20180730.cnt-14,15,3,15_3_20180730.cnt,14,test,0,178,0,177,True,True
16_1_20180805.cnt-0,16,1,16_1_20180805.cnt,0,train,4,72,0,71,True,True
16_1_20180805.cnt-1,16,1,16_1_20180805.cnt,1,train,1,96,0,95,True,True
16_1_20180805.cnt-2,16,1,16_1_20180805.cnt,2,train,3,237,0,236,True,True
16_1_20180805.cnt-3,16,1,16_1_20180805.cnt,3,train,2,187,0,186,True,True
16_1_20180805.cnt-4,16,1,16_1_20180805.cnt,4,train,0,147,0,146,True,True
16_1_20180805.cnt-5,16,1,16_1_20180805.cnt,5,val,4,258,0,257,True,True
16_1_20180805.cnt-6,16,1,16_1_20180805.cnt,6,val,1,297,0,296,True,True
16_1_20180805.cnt-7,16,1,16_1_20180805.cnt,7,val,3,69,0,68,True,True
16_1_20180805.cnt-8,16,1,16_1_20180805.cnt,8,val,2,264,0,263,True,True
16_1_20180805.cnt-9,16,1,16_1_20180805.cnt,9,val,0,141,0,140,True,True
16_1_20180805.cnt-10,16,1,16_1_20180805.cnt,10,test,4,174,0,173,True,True
16_1_20180805.cnt-11,16,1,16_1_20180805.cnt,11,test,1,172,0,171,True,True
16_1_20180805.cnt-12,16,1,16_1_20180805.cnt,12,test,3,234,0,233,True,True
16_1_20180805.cnt-13,16,1,16_1_20180805.cnt,13,test,2,240,0,239,True,True
16_1_20180805.cnt-14,16,1,16_1_20180805.cnt,14,test,0,155,0,154,True,True
16_2_20180815.cnt-0,16,2,16_2_20180815.cnt,0,train,2,237,0,236,True,True
16_2_20180815.cnt-1,16,2,16_2_20180815.cnt,1,train,1,189,0,188,True,True
16_2_20180815.cnt-2,16,2,16_2_20180815.cnt,2,train,3,66,0,65,True,True
16_2_20180815.cnt-3,16,2,16_2_20180815.cnt,3,train,0,127,0,126,True,True
16_2_20180815.cnt-4,16,2,16_2_20180815.cnt,4,train,4,131,0,130,True,True
16_2_20180815.cnt-5,16,2,16_2_20180815.cnt,5,val,4,59,0,58,True,True
16_2_20180815.cnt-6,16,2,16_2_20180815.cnt,6,val,0,240,0,239,True,True
16_2_20180815.cnt-7,16,2,16_2_20180815.cnt,7,val,3,230,0,229,True,True
16_2_20180815.cnt-8,16,2,16_2_20180815.cnt,8,val,2,120,0,119,True,True
16_2_20180815.cnt-9,16,2,16_2_20180815.cnt,9,val,1,99,0,98,True,True
16_2_20180815.cnt-10,16,2,16_2_20180815.cnt,10,test,3,187,0,186,True,True
16_2_20180815.cnt-11,16,2,16_2_20180815.cnt,11,test,4,116,0,115,True,True
16_2_20180815.cnt-12,16,2,16_2_20180815.cnt,12,test,1,95,0,94,True,True
16_2_20180815.cnt-13,16,2,16_2_20180815.cnt,13,test,2,219,0,218,True,True
16_2_20180815.cnt-14,16,2,16_2_20180815.cnt,14,test,0,76,0,75,True,True
16_3_20180813.cnt-0,16,3,16_3_20180813.cnt,0,train,2,291,0,290,True,True
16_3_20180813.cnt-1,16,3,16_3_20180813.cnt,1,train,1,65,0,64,True,True
