tag,dataset,endpoint,information_regime,removal_kind,rank,cohen_kappa,balanced_accuracy,nll,n_units,prediction_sha256,delta_kappa_vs_unchanged,delta_bacc_vs_unchanged,delta_nll_vs_unchanged,fit_removed_energy_fraction,source_removed_energy_fraction,target_removed_energy_fraction
released,seedv,fresh_head,source_only,subject_leace,15,0.20744680851063835,0.3659574468085106,2.040170623521705,235,188b7ac3aa0c0eff8d1890e24d2ea26656e634cde3d957e1c97282a949310388,0.03191489361702138,0.025531914893617058,0.43495388243623956,0.8963846482939047,0.8963846482939047,0.9182110401388522
released,seedv,exact_head,source_only,subject_leace,15,0.15957446808510634,0.32765957446808514,1.5936677848796075,235,a3dacafb4f95de58f2ad378cdacd333682e7a65baad8f7a7d408f7f2ca95313f,-0.015957446808510634,-0.012765957446808418,-0.011548956205858163,0.8963846482939047,0.8963846482939047,0.9182110401388522
H200_s0,seedv,fresh_head,source_only,unchanged,0,0.06914893617021278,0.25531914893617025,1.8553779445972236,235,49baccbccd836851e5559739d4f64a5528a7bbb238523fa2eec41ec926611bb0,0.0,0.0,0.0,0.0,0.0,0.0
H200_s0,seedv,exact_head,source_only,unchanged,0,0.06914893617021278,0.25531914893617025,1.8553779445972236,235,49baccbccd836851e5559739d4f64a5528a7bbb238523fa2eec41ec926611bb0,0.0,0.0,0.0,0.0,0.0,0.0
H200_s0,seedv,fresh_head,global_oracle,subject_leace,15,0.05319148936170226,0.24255319148936172,1.8490691425846744,235,c8569ef222aeb6ccc177bd944d045aff4fd974b52091ddafe9dfce04edfd4f6f,-0.015957446808510523,-0.012765957446808529,-0.006308802012549242,0.860450269493191,0.8351535765469356,0.871400689701885
H200_s0,seedv,exact_head,global_oracle,subject_leace,15,0.0478723404255319,0.23829787234042552,1.8257242287816664,235,3ca1c582622e2ed1e350f2407a63b82f1331712fd4752a9b23c0f3cb4025b475,-0.021276595744680882,-0.017021276595744733,-0.029653715815557202,0.860450269493191,0.8351535765469356,0.871400689701885
H200_s0,seedv,fresh_head,source_only,subject_leace,15,0.03191489361702127,0.225531914893617,1.8840604786555633,235,1c1034662a17b271563dd9f25fe14ecfd60f9617788d3650507f27f4880162da,-0.037234042553191515,-0.029787234042553234,0.028682534058339648,0.8631723376602942,0.8631723376602942,0.8925584696767881
H200_s0,seedv,exact_head,source_only,subject_leace,15,0.015957446808510634,0.2127659574468085,1.8335367241123708,235,b27f884a3779a124d7987bd06b537e8fe6cac517ca5684b651739863c22fff21,-0.05319148936170215,-0.042553191489361736,-0.02184122048485282,0.8631723376602942,0.8631723376602942,0.8925584696767881
H200_s1,seedv,fresh_head,source_only,unchanged,0,0.12234042553191493,0.29787234042553196,1.9411856971903407,235,061ab2deb09986ae192452fca91fd3549b4513d94376eabcd8bdac1b24de966c,0.0,0.0,0.0,0.0,0.0,0.0
H200_s1,seedv,exact_head,source_only,unchanged,0,0.12234042553191493,0.29787234042553196,1.9411856971903407,235,061ab2deb09986ae192452fca91fd3549b4513d94376eabcd8bdac1b24de966c,0.0,0.0,0.0,0.0,0.0,0.0
H200_s1,seedv,fresh_head,global_oracle,subject_leace,15,0.03191489361702127,0.225531914893617,1.9566683189895886,235,14da99b228f851f8c23cba4d821f18ddeafc82648f0937b697886ea851befa2c,-0.09042553191489366,-0.07234042553191494,0.015482621799247864,0.8849221028824042,0.873179200441228,0.8877105921565459
H200_s1,seedv,exact_head,global_oracle,subject_leace,15,0.05319148936170215,0.24255319148936172,1.8771879489458458,235,c28599dc1c0ffbf4aab018c883e27f0906bbf8fa2f404af902084f6431816832,-0.06914893617021278,-0.05531914893617024,-0.06399774824449489,0.8849221028824042,0.873179200441228,0.8877105921565459
H200_s1,seedv,fresh_head,source_only,subject_leace,15,0.0478723404255319,0.23829787234042552,2.0185212176522165,235,f30104c51b520185336e99e91f8c1ff579b0cfb1b641f92a0bc97fbc24b3cc69,-0.07446808510638303,-0.05957446808510644,0.07733552046187575,0.8852505945221986,0.8852505945221986,0.9040605834269504
H200_s1,seedv,exact_head,source_only,subject_leace,15,0.08510638297872342,0.26808510638297867,1.8696628531264943,235,c7836dcfd1bf012438aab607d4ad4913b0d6a1dd98dbfac3ac7a696a3968c55d,-0.037234042553191515,-0.02978723404255329,-0.07152284406384646,0.8852505945221986,0.8852505945221986,0.9040605834269504
H500_s0,seedv,fresh_head,source_only,unchanged,0,0.09042553191489366,0.27234042553191495,2.08309604185512,235,38cf5f4db04438fb7f2204f7fb934eb5e1d4de9785b353f4e4638a97e4e39663,0.0,0.0,0.0,0.0,0.0,0.0
H500_s0,seedv,exact_head,source_only,unchanged,0,0.09042553191489366,0.27234042553191495,2.08309604185512,235,38cf5f4db04438fb7f2204f7fb934eb5e1d4de9785b353f4e4638a97e4e39663,0.0,0.0,0.0,0.0,0.0,0.0
H500_s0,seedv,fresh_head,global_oracle,subject_leace,15,0.04255319148936165,0.2340425531914893,2.620257484524396,235,e446ccb56e47ddc7cb3f176480804d2cddcaec12c560d948a372c48e0581e0b8,-0.04787234042553201,-0.03829787234042564,0.5371614426692761,0.8308120662390773,0.8284743722830361,0.8444422173582892
H500_s0,seedv,exact_head,global_oracle,subject_leace,15,0.07978723404255317,0.26382978723404255,1.9921399397647805,235,6fda1b8486b92b5801a14ba5a4e61365a1d6ac9b778b7649f6d214d9f8590d91,-0.010638297872340496,-0.008510638297872408,-0.09095610209033955,0.8308120662390773,0.8284743722830361,0.8444422173582892
H500_s0,seedv,fresh_head,source_only,subject_leace,15,0.06382978723404253,0.251063829787234,2.899342834606339,235,d4c01c4ce784ab28f774634bcd26fc2fc89cb1435c95de3311fa676ce0a6a347,-0.02659574468085113,-0.021276595744680937,0.8162467927512189,0.8094693529813297,0.8094693529813297,0.8368721290565585
H500_s0,seedv,exact_head,source_only,subject_leace,15,0.07446808510638303,0.25957446808510637,2.073300460122857,235,1a2be5cdf7bfbace6297a87d74789ac93525070fac92a8c057636b10c25a59d1,-0.015957446808510634,-0.012765957446808585,-0.009795581732263248,0.8094693529813297,0.8094693529813297,0.8368721290565585
H500_s1,seedv,fresh_head,source_only,unchanged,0,0.08510638297872342,0.2680851063829787,2.0408054753207705,235,177f2963373c719896032b3ed25176e655c448ba615bb77e176494d81c11e7db,0.0,0.0,0.0,0.0,0.0,0.0
H500_s1,seedv,exact_head,source_only,unchanged,0,0.08510638297872342,0.2680851063829787,2.0408054753207705,235,177f2963373c719896032b3ed25176e655c448ba615bb77e176494d81c11e7db,0.0,0.0,0.0,0.0,0.0,0.0
H500_s1,seedv,fresh_head,global_oracle,subject_leace,15,0.07978723404255317,0.26382978723404255,2.562264527687477,235,4a008278f87671b9581efc88596fef929d9229ec28a8c8fcbc2faf6425e52c31,-0.005319148936170248,-0.004255319148936176,0.5214590523667066,0.8813253668646744,0.8584944171264605,0.909260607081355
H500_s1,seedv,exact_head,global_oracle,subject_leace,15,0.058510638297872286,0.24680851063829787,1.9182815123074461,235,c62972e04976805e3871daa2e1d6a7e6618a54e960930dc695a4e11a92d4c053,-0.02659574468085113,-0.021276595744680854,-0.12252396301332436,0.8813253668646744,0.8584944171264605,0.909260607081355
H500_s1,seedv,fresh_head,source_only,subject_leace,15,0.04255319148936165,0.23404255319148937,2.7021814961422854,235,da00a1429c404f8450939d2ac41cf349f5314475d9a6e181fc3fff6e13783119,-0.042553191489361764,-0.034042553191489355,0.6613760208215149,0.8766575126029625,0.8766575126029625,0.926161206047576
H500_s1,seedv,exact_head,source_only,subject_leace,15,0.07978723404255317,0.26382978723404255,1.985220497666237,235,4968cf95ece8be91bc3861ac108be508a18322b3b36bcecd6ff79ee34ca41014,-0.005319148936170248,-0.004255319148936176,-0.05558497765453341,0.8766575126029625,0.8766575126029625,0.926161206047576
H1000_s0,seedv,fresh_head,source_only,unchanged,0,0.09042553191489366,0.2723404255319149,1.9610554472388768,235,e6316252f94073e28654f5d06b4f1b4adb1250e486aa184ff79358e450f55985,0.0,0.0,0.0,0.0,0.0,0.0
H1000_s0,seedv,exact_head,source_only,unchanged,0,0.09042553191489366,0.2723404255319149,1.9610554472388768,235,e6316252f94073e28654f5d06b4f1b4adb1250e486aa184ff79358e450f55985,0.0,0.0,0.0,0.0,0.0,0.0
H1000_s0,seedv,fresh_head,global_oracle,subject_leace,15,0.12765957446808507,0.3021276595744681,2.5325826097338306,235,d96db353285655f797cbf19170d05fb9cb19a1cd3b612296425b11abfd15940f,0.037234042553191404,0.02978723404255318,0.5715271624949538,0.8188502962914562,0.8068083773680212,0.8281098099886451
H1000_s0,seedv,exact_head,global_oracle,subject_leace,15,0.08510638297872342,0.2680851063829787,1.9489032544203475,235,5bdc34faf3a08aa6a488c5a4f1a0f09a3c43af323a0625c232a658c319515a00,-0.005319148936170248,-0.004255319148936176,-0.012152192818529306,0.8188502962914562,0.8068083773680212,0.8281098099886451
H1000_s0,seedv,fresh_head,source_only,subject_leace,15,0.13297872340425532,0.3063829787234042,2.886866773129138,235,2b350d572a6f4c2fd45d17465c9ebdee88f6e006d422eee23bf25ce329deb1cf,0.04255319148936165,0.0340425531914893,0.9258113258902612,0.8249925210011817,0.8249925210011817,0.8586123393430957
H1000_s0,seedv,exact_head,source_only,subject_leace,15,0.12234042553191493,0.2978723404255319,2.001195863112841,235,5749426f6b63f78df5b6c31678765741cac1983c0628e3516f58f3dcfadb24b6,0.03191489361702127,0.025531914893617003,0.040140415873964,0.8249925210011817,0.8249925210011817,0.8586123393430957
H1000_s1,seedv,fresh_head,source_only,unchanged,0,0.037234042553191515,0.22978723404255322,2.1172936865732304,235,95980480d0721c5c09679858404b61770f8e8c8b132b56213806070800605f28,0.0,0.0,0.0,0.0,0.0,0.0
H1000_s1,seedv,exact_head,source_only,unchanged,0,0.037234042553191515,0.22978723404255322,2.1172936865732304,235,95980480d0721c5c09679858404b61770f8e8c8b132b56213806070800605f28,0.0,0.0,0.0,0.0,0.0,0.0
H1000_s1,seedv,fresh_head,global_oracle,subject_leace,15,0.06914893617021278,0.25531914893617025,2.570577323196145,235,1157865e1aa7cafcd55658ef572b547900c0fbb0d2b4b192a9e715913d119098,0.03191489361702127,0.02553191489361703,0.4532836366229147,0.8256104655443262,0.7877123646421826,0.8624510038429011
H1000_s1,seedv,exact_head,global_oracle,subject_leace,15,0.0478723404255319,0.23829787234042557,2.057561936049041,235,21afc186a438a3121c94fc8a42062f43f5b89418e15e03aceeecd2cd956c4251,0.010638297872340385,0.008510638297872353,-0.05973175052418922,0.8256104655443262,0.7877123646421826,0.8624510038429011
H1000_s1,seedv,fresh_head,source_only,subject_leace,15,0.07446808510638303,0.2595744680851064,2.7169647972782904,235,9a829292976051c7f69d752b2d10f40f2359139de8bdeff65ec78d09d017fe81,0.037234042553191515,0.029787234042553207,0.5996711107050601,0.8190076808397866,0.8190076808397866,0.874921551081574
H1000_s1,seedv,exact_head,source_only,subject_leace,15,0.06914893617021278,0.2553191489361702,2.111470611274242,235,0357f6fc2110b7352f0e6a9241dfeddbf6118991984d9a97b5003049f5900039,0.03191489361702127,0.025531914893616975,-0.0058230752989882895,0.8190076808397866,0.8190076808397866,0.874921551081574
H2000_s0,seedv,fresh_head,source_only,unchanged,0,0.07446808510638303,0.2595744680851064,2.1423504644310376,235,08447f9da05595979a989fcbdbafe25d464758befca7dc9aa1969e96bf969dc8,0.0,0.0,0.0,0.0,0.0,0.0
H2000_s0,seedv,exact_head,source_only,unchanged,0,0.07446808510638303,0.2595744680851064,2.1423504644310376,235,08447f9da05595979a989fcbdbafe25d464758befca7dc9aa1969e96bf969dc8,0.0,0.0,0.0,0.0,0.0,0.0
H2000_s0,seedv,fresh_head,global_oracle,subject_leace,15,0.12765957446808507,0.3021276595744681,2.7812489169781096,235,d8d379c8cb590d0a2e80f8ca3f456f92cf02636c0d5fe3c5755a28b125d0a804,0.05319148936170204,0.04255319148936165,0.638898452547072,0.7774138522750945,0.7550078348126387,0.7976334485897661
H2000_s0,seedv,exact_head,global_oracle,subject_leace,15,0.1063829787234043,0.2851063829787234,2.0672733050334373,235,af17e4d788e4b0528e8dfe03d353ba3a5d4dad8f851bef7150be4055a9dd75e3,0.03191489361702127,0.025531914893617003,-0.07507715939760029,0.7774138522750945,0.7550078348126387,0.7976334485897661
H2000_s0,seedv,fresh_head,source_only,subject_leace,15,0.0957446808510638,0.276595744680851,2.9447162111608045,235,db3a52e348b2fc424255caa2106ea447de823fb7da7fe9e01cdc4b66ae4a0343,0.02127659574468077,0.017021276595744594,0.8023657467297669,0.7774352724364291,0.7774352724364291,0.8009182283599551
H2000_s0,seedv,exact_head,source_only,subject_leace,15,0.11170212765957444,0.2893617021276596,2.148385938532233,235,5ae24959e6dd946d3896e20bce36a1d9f6eef41f4ce396bc87a30b58d97cf12d,0.037234042553191404,0.02978723404255318,0.006035474101195426,0.7774352724364291,0.7774352724364291,0.8009182283599551
H2000_s1,seedv,fresh_head,source_only,unchanged,0,0.15957446808510634,0.32765957446808514,2.2181479254649807,235,5cc0f89b22d5aab768fd53e1a28a44773b851c3cbc96c216918c0930592c10d9,0.0,0.0,0.0,0.0,0.0,0.0
H2000_s1,seedv,exact_head,source_only,unchanged,0,0.15957446808510634,0.32765957446808514,2.2181479254649807,235,5cc0f89b22d5aab768fd53e1a28a44773b851c3cbc96c216918c0930592c10d9,0.0,0.0,0.0,0.0,0.0,0.0
H2000_s1,seedv,fresh_head,global_oracle,subject_leace,15,0.11170212765957444,0.2893617021276596,3.016748626211916,235,997fdcbb2db5651f7a36700ed0f80c7f923a6ed66c83515955eb174c9a33a992,-0.0478723404255319,-0.03829787234042553,0.7986007007469351,0.8231742288969424,0.7919693086887191,0.8289560610559552
H2000_s1,seedv,exact_head,global_oracle,subject_leace,15,0.11170212765957444,0.28936170212765955,2.241801646189433,235,9eeed551f7531a9b98cffbbcaa3a87670adf3c20296aecc4d9795dffcc2507ce,-0.0478723404255319,-0.03829787234042559,0.023653720724452043,0.8231742288969424,0.7919693086887191,0.8289560610559552
H2000_s1,seedv,fresh_head,source_only,subject_leace,15,0.12765957446808507,0.3021276595744681,3.2376996530896616,235,884aad7bf3eb6b517678a0b9c7beb12c9a3687ea8c037b4080210aa2ca74e997,-0.03191489361702127,-0.025531914893617058,1.0195517276246808,0.8160630860309378,0.8160630860309378,0.875175198247556
H2000_s1,seedv,exact_head,source_only,subject_leace,15,0.13297872340425532,0.30638297872340425,2.343991004879248,235,cb74e6b39ae983513ffc7ed66a320581023953468509034ebd83d71eeedfae77,-0.02659574468085102,-0.021276595744680882,0.1258430794142673,0.8160630860309378,0.8160630860309378,0.875175198247556
