dataset,panel,training_seed,level,regime,epoch,trajectory_order,historical_unit_id,operative_unit_id,identity_unchanged,level_intervention_id,C84C_reusable
Lee2019_MI,A,5,0,OACI,99,20,c84v2_973f80e21b350382951e66e61d5ab2cc,c84v2_973f80e21b350382951e66e61d5ab2cc,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,104,21,c84v2_60a779d1e52df64ea0d2bf4ef39bf460,c84v2_60a779d1e52df64ea0d2bf4ef39bf460,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,109,22,c84v2_458f2d81f786a4efc906c1761f9b455f,c84v2_458f2d81f786a4efc906c1761f9b455f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,114,23,c84v2_656bf280e3ada1fbe5050eaf1bb94127,c84v2_656bf280e3ada1fbe5050eaf1bb94127,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,119,24,c84v2_4e4e2d32c18250e9774d431df4c2295e,c84v2_4e4e2d32c18250e9774d431df4c2295e,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,124,25,c84v2_858154a3c63070394ff52b6f61b7f5ec,c84v2_858154a3c63070394ff52b6f61b7f5ec,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,129,26,c84v2_60ce8643fbd112a06d6d9525229fd6ba,c84v2_60ce8643fbd112a06d6d9525229fd6ba,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,134,27,c84v2_d503d16d77bea517094274612148cd93,c84v2_d503d16d77bea517094274612148cd93,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,139,28,c84v2_77ade3fcffa72b7b41858f5f2677c1e3,c84v2_77ade3fcffa72b7b41858f5f2677c1e3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,144,29,c84v2_3ca170cba91025962a8cfd3d21ae34fa,c84v2_3ca170cba91025962a8cfd3d21ae34fa,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,149,30,c84v2_7a39f8331ff92de6183de44350678d6a,c84v2_7a39f8331ff92de6183de44350678d6a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,154,31,c84v2_3f9e47fba6aa1074fa8a4667212e52fd,c84v2_3f9e47fba6aa1074fa8a4667212e52fd,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,159,32,c84v2_36037a7bb7cd48f9b590e22cb723ccdb,c84v2_36037a7bb7cd48f9b590e22cb723ccdb,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,164,33,c84v2_fc54fafa3f153ea39e1ababf6fb27e4e,c84v2_fc54fafa3f153ea39e1ababf6fb27e4e,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,169,34,c84v2_1f312fc3253bacc03ddb738beec80cee,c84v2_1f312fc3253bacc03ddb738beec80cee,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,174,35,c84v2_0a6d3172d5d219726197923415418d27,c84v2_0a6d3172d5d219726197923415418d27,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,179,36,c84v2_ab73356e26d415f520e472e8ed413896,c84v2_ab73356e26d415f520e472e8ed413896,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,184,37,c84v2_9f5ac3c9de3c22a58816b4304f1a0938,c84v2_9f5ac3c9de3c22a58816b4304f1a0938,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,189,38,c84v2_a7023c87aabb1e4727c2c6f3f9732d87,c84v2_a7023c87aabb1e4727c2c6f3f9732d87,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,194,39,c84v2_41c0bf18b5532385bf92db69e5b907cc,c84v2_41c0bf18b5532385bf92db69e5b907cc,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,OACI,199,40,c84v2_a8834b416b46b60dd9e0ea276159b5ae,c84v2_a8834b416b46b60dd9e0ea276159b5ae,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,4,1,c84v2_6f2df8ed916e910fd8fd98dfd558f735,c84v2_6f2df8ed916e910fd8fd98dfd558f735,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,9,2,c84v2_f92aee738491b191b32f2730244571fa,c84v2_f92aee738491b191b32f2730244571fa,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,14,3,c84v2_57dbb5f42ac703126a33463b2441b017,c84v2_57dbb5f42ac703126a33463b2441b017,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,19,4,c84v2_deae4a64b8e147ee143e3fe48f656d40,c84v2_deae4a64b8e147ee143e3fe48f656d40,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,24,5,c84v2_804f82cdcbbc8c2e62d3b17e12462559,c84v2_804f82cdcbbc8c2e62d3b17e12462559,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,29,6,c84v2_32810fce269f352e0b660d3ef45efde2,c84v2_32810fce269f352e0b660d3ef45efde2,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,34,7,c84v2_794e9adc5c06a71b442c920fcc161736,c84v2_794e9adc5c06a71b442c920fcc161736,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,39,8,c84v2_baf3430df6f32a513cf4f12df060bad0,c84v2_baf3430df6f32a513cf4f12df060bad0,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,44,9,c84v2_b80bf88c03f0a0fe9a31b5635b6ca1de,c84v2_b80bf88c03f0a0fe9a31b5635b6ca1de,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,49,10,c84v2_ff7486a2b36c51d9a5dbe1bfc717265b,c84v2_ff7486a2b36c51d9a5dbe1bfc717265b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,54,11,c84v2_c136dd66e906aae209e3fcb0edc83517,c84v2_c136dd66e906aae209e3fcb0edc83517,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,59,12,c84v2_9fd47bcf914620f35c3f52d1e81c2f7e,c84v2_9fd47bcf914620f35c3f52d1e81c2f7e,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,64,13,c84v2_6a8693f7c5101b1ed27111e5236d709b,c84v2_6a8693f7c5101b1ed27111e5236d709b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,69,14,c84v2_195045780520f002a48b267a4b7fdd6d,c84v2_195045780520f002a48b267a4b7fdd6d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,74,15,c84v2_8ef8f000e357159975e69d96cbc5478c,c84v2_8ef8f000e357159975e69d96cbc5478c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,79,16,c84v2_8dab4f8dcdc594d3bb3925ccb4eaeaab,c84v2_8dab4f8dcdc594d3bb3925ccb4eaeaab,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,84,17,c84v2_ed16915812ed8271b7bb8b8ebc22a786,c84v2_ed16915812ed8271b7bb8b8ebc22a786,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,89,18,c84v2_39ead2f10a5ce089b794ceb74675e99a,c84v2_39ead2f10a5ce089b794ceb74675e99a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,94,19,c84v2_56ebb9711fb4cfd3faecd3336dd87d63,c84v2_56ebb9711fb4cfd3faecd3336dd87d63,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,99,20,c84v2_09cafb459eefd4422cf94802309bd3f9,c84v2_09cafb459eefd4422cf94802309bd3f9,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,104,21,c84v2_9c0169c925120ff13ec1f0963565a3c7,c84v2_9c0169c925120ff13ec1f0963565a3c7,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,109,22,c84v2_0450f1f154b12bd8601079a8a7d28098,c84v2_0450f1f154b12bd8601079a8a7d28098,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,114,23,c84v2_5bebf659e076f1c7bf638dc8bf1a9973,c84v2_5bebf659e076f1c7bf638dc8bf1a9973,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,119,24,c84v2_a1f282ba596f4d262bb8d1fe7363c03f,c84v2_a1f282ba596f4d262bb8d1fe7363c03f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,124,25,c84v2_3d7b525aadb9bf29dfb4984681665a08,c84v2_3d7b525aadb9bf29dfb4984681665a08,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,129,26,c84v2_e0d29c4b5f38909fcfbd7017f74b6348,c84v2_e0d29c4b5f38909fcfbd7017f74b6348,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,134,27,c84v2_9a3d98a4b4b096c948fd63f9b2e2ace0,c84v2_9a3d98a4b4b096c948fd63f9b2e2ace0,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,139,28,c84v2_f9d6e5a8ef9bed4fc4e3372e90b4c303,c84v2_f9d6e5a8ef9bed4fc4e3372e90b4c303,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,144,29,c84v2_e6252c607c7bf2804802abb54f949c77,c84v2_e6252c607c7bf2804802abb54f949c77,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,149,30,c84v2_ed50c2e7d26d7beaf4e55085dda3f88d,c84v2_ed50c2e7d26d7beaf4e55085dda3f88d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,154,31,c84v2_259bef65ecefce04fdd43e9cae5b7ec6,c84v2_259bef65ecefce04fdd43e9cae5b7ec6,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,159,32,c84v2_0ef2c08ae3882b07cf8b4b1040b4ef69,c84v2_0ef2c08ae3882b07cf8b4b1040b4ef69,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,164,33,c84v2_c17fa626c767ee61aafd2cd9f614a979,c84v2_c17fa626c767ee61aafd2cd9f614a979,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,169,34,c84v2_1f93c0896400ce636ea3fbf6c7ce3f83,c84v2_1f93c0896400ce636ea3fbf6c7ce3f83,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,174,35,c84v2_eade79e9efe6a74f27e9fc8b8bf45c4c,c84v2_eade79e9efe6a74f27e9fc8b8bf45c4c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,179,36,c84v2_52be622de7332716a878573b12e20935,c84v2_52be622de7332716a878573b12e20935,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,184,37,c84v2_ade9ade233a703c394a0ea63e1d7f206,c84v2_ade9ade233a703c394a0ea63e1d7f206,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,189,38,c84v2_b1681194bba023babd59f6a78561dd5f,c84v2_b1681194bba023babd59f6a78561dd5f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,194,39,c84v2_728c78f7a830c9eeb33dc2276652ca56,c84v2_728c78f7a830c9eeb33dc2276652ca56,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,5,0,SRC,199,40,c84v2_424d99ed2a164f925a91706766795406,c84v2_424d99ed2a164f925a91706766795406,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Lee2019_MI,A,6,0,ERM,199,0,c84v2_971db7d9d75223d9fceb23443c399158,c84v2_971db7d9d75223d9fceb23443c399158,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,4,1,c84v2_861c56c096040edbb73cdc23e2b6d17b,c84v2_861c56c096040edbb73cdc23e2b6d17b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,9,2,c84v2_edaea5611e0d1fed0c4a9855a43231eb,c84v2_edaea5611e0d1fed0c4a9855a43231eb,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,14,3,c84v2_60281edc26a06b0aa84ecad31d8d1c4d,c84v2_60281edc26a06b0aa84ecad31d8d1c4d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,19,4,c84v2_e910a346d76fa75b262e7b5573ace949,c84v2_e910a346d76fa75b262e7b5573ace949,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,24,5,c84v2_d26f1097c893a73a2c9293c1fd65e081,c84v2_d26f1097c893a73a2c9293c1fd65e081,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,29,6,c84v2_539b38ad4c792e005d6873c00e24e276,c84v2_539b38ad4c792e005d6873c00e24e276,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,34,7,c84v2_f16646eb5597980df9786cb267771b69,c84v2_f16646eb5597980df9786cb267771b69,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,39,8,c84v2_8b80a0a59327bf362fcbe8758744da7a,c84v2_8b80a0a59327bf362fcbe8758744da7a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,44,9,c84v2_69ac43b8da6b4348dd9b9be0a3e64a2f,c84v2_69ac43b8da6b4348dd9b9be0a3e64a2f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,49,10,c84v2_b115eea3357853c15f01f901b518126c,c84v2_b115eea3357853c15f01f901b518126c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,54,11,c84v2_36b8c869f4a3984946b5d8e56fbb4c2d,c84v2_36b8c869f4a3984946b5d8e56fbb4c2d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,59,12,c84v2_cb7be9e7b30f6b9b0bfe8885a2c8ee85,c84v2_cb7be9e7b30f6b9b0bfe8885a2c8ee85,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,64,13,c84v2_34a299712a9b22327a113688288e4255,c84v2_34a299712a9b22327a113688288e4255,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,69,14,c84v2_12f9beea99383dd05d71a1752d56ee9b,c84v2_12f9beea99383dd05d71a1752d56ee9b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,74,15,c84v2_e6b61f70e6c2ef12546cadfa767d4e7a,c84v2_e6b61f70e6c2ef12546cadfa767d4e7a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,79,16,c84v2_aded29f6985f800a1a59530f8f05e3bf,c84v2_aded29f6985f800a1a59530f8f05e3bf,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,84,17,c84v2_e18971bd79e11f2a63d0a1905c902d79,c84v2_e18971bd79e11f2a63d0a1905c902d79,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,89,18,c84v2_9767ff052eb0a45e4e6cd153633446a1,c84v2_9767ff052eb0a45e4e6cd153633446a1,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,94,19,c84v2_74272a9fa29e4406ac1ce73761d707d8,c84v2_74272a9fa29e4406ac1ce73761d707d8,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,99,20,c84v2_5d7ecf7d83bcfd6d6890a6fa9a20a58b,c84v2_5d7ecf7d83bcfd6d6890a6fa9a20a58b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,104,21,c84v2_4e51ea6c3055453311a75a3f17ee0266,c84v2_4e51ea6c3055453311a75a3f17ee0266,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,109,22,c84v2_a8a88ffd0a008d8353e5d853df9e7d20,c84v2_a8a88ffd0a008d8353e5d853df9e7d20,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,114,23,c84v2_6a2dfc0b95dbe483e6232561cc7bc90d,c84v2_6a2dfc0b95dbe483e6232561cc7bc90d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,119,24,c84v2_5d33b574d5495f147e1af6e921a81a03,c84v2_5d33b574d5495f147e1af6e921a81a03,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,124,25,c84v2_41e08889e2e0bb77323fb9ec0cea9667,c84v2_41e08889e2e0bb77323fb9ec0cea9667,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,129,26,c84v2_54c3a75c4c74d4af62b17d72d07df1f9,c84v2_54c3a75c4c74d4af62b17d72d07df1f9,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,134,27,c84v2_34fe01f6efad2e18a11d19052918dc54,c84v2_34fe01f6efad2e18a11d19052918dc54,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,139,28,c84v2_1353c92a72c57a3eb0a579fa2c15e9e9,c84v2_1353c92a72c57a3eb0a579fa2c15e9e9,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,144,29,c84v2_ab9c70ce8a93bb86c6e3eaec717bbce4,c84v2_ab9c70ce8a93bb86c6e3eaec717bbce4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,149,30,c84v2_c96dd7be4e73911677ea92325ec49954,c84v2_c96dd7be4e73911677ea92325ec49954,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,154,31,c84v2_7863e1e601369769991e305fc6ee82ad,c84v2_7863e1e601369769991e305fc6ee82ad,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,159,32,c84v2_e67b825f1409ddd9294b727306390d21,c84v2_e67b825f1409ddd9294b727306390d21,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,164,33,c84v2_33776d8e287777fec9d2bbe6afb45774,c84v2_33776d8e287777fec9d2bbe6afb45774,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,169,34,c84v2_a7f25d4ffa935f8659f4562827dbc4e9,c84v2_a7f25d4ffa935f8659f4562827dbc4e9,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,174,35,c84v2_40153245c0ae3e6c7a790731acbd9a50,c84v2_40153245c0ae3e6c7a790731acbd9a50,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,179,36,c84v2_eb48b32563cfe17e33e602ceaf57263e,c84v2_eb48b32563cfe17e33e602ceaf57263e,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,184,37,c84v2_5b4e1c2f5f8abb2f3576e9718d5566f4,c84v2_5b4e1c2f5f8abb2f3576e9718d5566f4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,189,38,c84v2_52191a4d14bbcf0921ab74864591f092,c84v2_52191a4d14bbcf0921ab74864591f092,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,194,39,c84v2_3f17d5e3e832bb50337f5ed43db8df5b,c84v2_3f17d5e3e832bb50337f5ed43db8df5b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,OACI,199,40,c84v2_af37c79064f2ca57e2f0019226bf23be,c84v2_af37c79064f2ca57e2f0019226bf23be,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,4,1,c84v2_765280436e91c4a9a7e367ab687a0c51,c84v2_765280436e91c4a9a7e367ab687a0c51,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,9,2,c84v2_826b65587994aa2271e75060a32f7216,c84v2_826b65587994aa2271e75060a32f7216,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,14,3,c84v2_a593cff192c8b54eea095561d785a74f,c84v2_a593cff192c8b54eea095561d785a74f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,A,6,0,SRC,19,4,c84v2_89d000ee638bbb2bac8a23b2e4178a07,c84v2_89d000ee638bbb2bac8a23b2e4178a07,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
