dataset,panel,training_seed,level,regime,epoch,trajectory_order,unit_id,historical_planned_unit_id,level_intervention_id,deleted_source_subject,deleted_class,level_intervention_registry_sha256,identity_json_sha256,C84L1C_canary
Lee2019_MI,A,5,1,OACI,49,10,c84l1_cb17b54e04d7a0ac19e9a1b76dfeae30,c84v2_78f9f787927d5178800c822d4c5b7a55,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,cb17b54e04d7a0ac19e9a1b76dfeae3028b8222a1ee8c78d851b8b03d62646d0,1
Lee2019_MI,A,5,1,OACI,54,11,c84l1_64c72b818c79ad47ad71a1a109e4c2f4,c84v2_22a7f0e24bd1ac53f8637102fa69ae06,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,64c72b818c79ad47ad71a1a109e4c2f4d2a99406de06900299f2f25e4343af73,1
Lee2019_MI,A,5,1,OACI,59,12,c84l1_123695f493bed0dd60a5e964167cd3cb,c84v2_2cf539132df593a29cb18e2854ab755b,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,123695f493bed0dd60a5e964167cd3cb7649b34cd9ec972e50a20b235c975eb5,1
Lee2019_MI,A,5,1,OACI,64,13,c84l1_916f9c755b18b8d11c0662e2c6ac4b5c,c84v2_dbad6feb60d2efbb0015ed257bc89da2,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,916f9c755b18b8d11c0662e2c6ac4b5c6e93dbc806d383561c9987e8b348df39,1
Lee2019_MI,A,5,1,OACI,69,14,c84l1_bba291ad2d6cd37c0d1751f901a704cf,c84v2_d727298361267bf821152adb8f6d067c,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,bba291ad2d6cd37c0d1751f901a704cf7a0f221afd1b8fba6ace9d8d022511b5,1
Lee2019_MI,A,5,1,OACI,74,15,c84l1_69df275b710382cda2ba407eb50abb35,c84v2_43781bea2244aec2c5c92dc006be8401,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,69df275b710382cda2ba407eb50abb35940bb260b5e0763b0c38e08e6a60f9c8,1
Lee2019_MI,A,5,1,OACI,79,16,c84l1_0543407d845b5e379b9b93ba5d5e2abc,c84v2_88f1a8133c4cef65d14cc36e51345622,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,0543407d845b5e379b9b93ba5d5e2abc48443234b9b78c45cb3212ed351a94a4,1
Lee2019_MI,A,5,1,OACI,84,17,c84l1_72d56dcc4cfc1bb8e6fa739d25b170f0,c84v2_0d7390cbf15455b8716471f8550b23a8,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,72d56dcc4cfc1bb8e6fa739d25b170f026ba577f176ee253acc4cc4c24be460e,1
Lee2019_MI,A,5,1,OACI,89,18,c84l1_5690e9935c35c420a3d3e9cbfcdabee3,c84v2_19f2f4da87f8816eda0d902f3f590288,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,5690e9935c35c420a3d3e9cbfcdabee308800e42242e26db9b58671cad6beb0a,1
Lee2019_MI,A,5,1,OACI,94,19,c84l1_7cc2b00ce4c5a5d3427a5c7b40f36ce8,c84v2_1cb25407b5d1e8e2c94c400b7692e507,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,7cc2b00ce4c5a5d3427a5c7b40f36ce868413482a9fb8e128c91c987cbbda75c,1
Lee2019_MI,A,5,1,OACI,99,20,c84l1_f68453ae485751af2d00e57af34df334,c84v2_731c2df2cb851fe3c14719d3a28e4357,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,f68453ae485751af2d00e57af34df3340c3e46fde3940ba547652c14d4889d8a,1
Lee2019_MI,A,5,1,OACI,104,21,c84l1_1745508194c4e923f44a5c549f1d850f,c84v2_37dbd6228df510eb8c6798663ce13959,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1745508194c4e923f44a5c549f1d850f488cd2dee3c5dbd7ec3ecc9fd3a04d6a,1
Lee2019_MI,A,5,1,OACI,109,22,c84l1_fe826d14fa2559faf216e9e4a2f3a6a9,c84v2_4ab8a4c2fa22f26b699d19a2b616ecee,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,fe826d14fa2559faf216e9e4a2f3a6a9b2b2f7962153e75643d3fb617311c26b,1
Lee2019_MI,A,5,1,OACI,114,23,c84l1_d21035156b674fc8bdb397dd33667adc,c84v2_d188778d412e797ecd842fab481642c1,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,d21035156b674fc8bdb397dd33667adc7a116d62782e00c86379ea003d798ac6,1
Lee2019_MI,A,5,1,OACI,119,24,c84l1_33b8cdc547bb6d75bfa457fbd3f51522,c84v2_d98f0a3aa8c2d4ae950f3895ddacc14d,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,33b8cdc547bb6d75bfa457fbd3f5152296dafa7c446ab9bf62d1ad3528a825b4,1
Lee2019_MI,A,5,1,OACI,124,25,c84l1_b84d50a18b3d8ad7f45e7015e7f082f4,c84v2_ecc9b48dcdae4377f704f952f4d7ba5d,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,b84d50a18b3d8ad7f45e7015e7f082f45b41ce9ec63c2a8bfa498556f819763e,1
Lee2019_MI,A,5,1,OACI,129,26,c84l1_4571709ec6cdb29dbb272ebec2a641e2,c84v2_00b9e1b2acbb336e30cc7ae558fac116,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,4571709ec6cdb29dbb272ebec2a641e231a6c4f9a53cad084ff6f90e6d8e2771,1
Lee2019_MI,A,5,1,OACI,134,27,c84l1_ba820ff115e6535caa3d5476af3bb497,c84v2_7f3c43d5774526ea89d3c6ffd5fc3faf,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,ba820ff115e6535caa3d5476af3bb4975f29742c0e2bdec86dd39f11a088c0ea,1
Lee2019_MI,A,5,1,OACI,139,28,c84l1_67a00e015cc5df7e8dcaa0562aacfbf8,c84v2_4522b7cc2d44f749ad53f485a3440445,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,67a00e015cc5df7e8dcaa0562aacfbf8bfd162d239eb88444960a3d6c1fa6aee,1
Lee2019_MI,A,5,1,OACI,144,29,c84l1_d229128a8a2722e13a217b9d4573fc5d,c84v2_281b75553cfafe3f0e21ab0a70f2b166,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,d229128a8a2722e13a217b9d4573fc5d6f9665fad6be1da0d91365c6cb41b39a,1
Lee2019_MI,A,5,1,OACI,149,30,c84l1_9b978427d5b6e867faf683118dabdd66,c84v2_f7caccfa835783bbaff5b921595540fe,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,9b978427d5b6e867faf683118dabdd66532537a51ef71022902d1eb2554dd2c2,1
Lee2019_MI,A,5,1,OACI,154,31,c84l1_2f4bb52be437fbddbcbdcf6a51673edb,c84v2_947eddede984367fbaa922289d3fb357,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,2f4bb52be437fbddbcbdcf6a51673edbf2b3fe996fe6161647c233e71e57c647,1
Lee2019_MI,A,5,1,OACI,159,32,c84l1_0672e0b37f777b9eb323834ab753750b,c84v2_e222be00435772436b6c4cb97a1cf679,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,0672e0b37f777b9eb323834ab753750bf9006e5d2f471d789ec62de160800d5e,1
Lee2019_MI,A,5,1,OACI,164,33,c84l1_c53337fc79afc23e31565daa407dac6c,c84v2_7240486efb9d0308b8dbdb252d399824,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,c53337fc79afc23e31565daa407dac6cedf47d1aa0bfbd811ac8f9029696df96,1
Lee2019_MI,A,5,1,OACI,169,34,c84l1_f186d2685f0cf150c57b39d47ee61bac,c84v2_34ae9db487762f1d29ff3160e31925db,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,f186d2685f0cf150c57b39d47ee61bac4e115abea5e86c89e41c1ccee974ed1e,1
Lee2019_MI,A,5,1,OACI,174,35,c84l1_256d0fd4f538156fb8ef598079898eec,c84v2_cc2bb44e2258db978757b7a89fbf3066,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,256d0fd4f538156fb8ef598079898eec38dffcd8b4c552b080ec737893fb84cf,1
Lee2019_MI,A,5,1,OACI,179,36,c84l1_f1ca267350d737d2c100d3339baae447,c84v2_d36aa6178b512a86ca1d7f2f95182afd,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,f1ca267350d737d2c100d3339baae4479352f8908d34e8c4743a90c4988b1ec0,1
Lee2019_MI,A,5,1,OACI,184,37,c84l1_0a6a198a4b6aae36f2fdfbafac2ee87d,c84v2_d70fc9e0969e88a049a32d5e7859f726,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,0a6a198a4b6aae36f2fdfbafac2ee87d979b2fe9844e99a117a061259bba49f5,1
Lee2019_MI,A,5,1,OACI,189,38,c84l1_cc0ca32f2232eaee2ea23d599eedde02,c84v2_bc73610a83089a168d1109cfc74f7dd2,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,cc0ca32f2232eaee2ea23d599eedde023d30d1bc6c9d782fad616fcad479a118,1
Lee2019_MI,A,5,1,OACI,194,39,c84l1_8cf3363c88953c89168ab7f5b67e68af,c84v2_f66109800d7b7a06848899980cb9477e,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,8cf3363c88953c89168ab7f5b67e68af7ecec9a0a82d74f84f558557f98b3663,1
Lee2019_MI,A,5,1,OACI,199,40,c84l1_30516fcc8dd71b7e67708afe489180aa,c84v2_6a9f3b3933aa18cda9a9f7d9bfc72f7f,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,30516fcc8dd71b7e67708afe489180aa867c9be49d36235141ab8146480c57dc,1
Lee2019_MI,A,5,1,SRC,4,1,c84l1_1be8576b633d024ed15fe001e3a54d43,c84v2_a4cfe56059667bdcd21d642288e5a8dd,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1be8576b633d024ed15fe001e3a54d43c6d0cb92671430811a36776d8438ffa1,1
Lee2019_MI,A,5,1,SRC,9,2,c84l1_6f4b50f54ba96a4b491bff7a8c2012f5,c84v2_8acf1f58f5ba2c99abca7b90644afc69,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,6f4b50f54ba96a4b491bff7a8c2012f516c5317430c8da293d1c043ac0fa64e5,1
Lee2019_MI,A,5,1,SRC,14,3,c84l1_0d488c6f512255c0a5f965456564ba4c,c84v2_741b09cd795c7c7734a8b4e1d2a4b7ed,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,0d488c6f512255c0a5f965456564ba4c82ff51dd4013cbcfbb22486c5e27e7da,1
Lee2019_MI,A,5,1,SRC,19,4,c84l1_0cbe367b8c5232103df6eb8ba19631af,c84v2_986b0cff6b15a6d9317782c1dd223ca7,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,0cbe367b8c5232103df6eb8ba19631afdde17a56cf9e6ae6e00399a2c5e70759,1
Lee2019_MI,A,5,1,SRC,24,5,c84l1_ba7d4ea8129f9fb0146f4fc39ac62ecf,c84v2_a110f08ef3b024cea9942ff7b926adc1,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,ba7d4ea8129f9fb0146f4fc39ac62ecff1529184c3b3a03420840cd450008eba,1
Lee2019_MI,A,5,1,SRC,29,6,c84l1_535a9b97205b4d53288986f7aaf32465,c84v2_387b76a6ce2fc198ae5df37c9971e6e7,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,535a9b97205b4d53288986f7aaf32465577f0ab86a15024da6b47e4c29c294d0,1
Lee2019_MI,A,5,1,SRC,34,7,c84l1_b0a9d1d4786fbfa860453bb9f37e3ef3,c84v2_c7ab75e378ab6e78390cb59f25615b24,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,b0a9d1d4786fbfa860453bb9f37e3ef3f48406070e792a93334345a5a9b6cb98,1
Lee2019_MI,A,5,1,SRC,39,8,c84l1_72a14310185dea3db9dcd1db50d1dee0,c84v2_524fec868223e8a086ce8182084a99ff,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,72a14310185dea3db9dcd1db50d1dee00773e50d2e97201a8c241ad52496fddd,1
Lee2019_MI,A,5,1,SRC,44,9,c84l1_d2936e6542a88b2eab6470e158c84d85,c84v2_cb418889457c8677b0fdb106d96c0900,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,d2936e6542a88b2eab6470e158c84d854ea97c18c5451047d4ce10d50871e620,1
Lee2019_MI,A,5,1,SRC,49,10,c84l1_cc507785f393b26accbc6cb442bea04b,c84v2_e6a5365ec54907f2d5cf30c5dce8044a,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,cc507785f393b26accbc6cb442bea04bf8664e3c5727aaac16d87dda6390b5f2,1
Lee2019_MI,A,5,1,SRC,54,11,c84l1_f53483bee53780da7763143b27f4ccd9,c84v2_6c977cf7c624e34d2323a172282bf339,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,f53483bee53780da7763143b27f4ccd99ad42081ed6b761e2170a3c36efb8d66,1
Lee2019_MI,A,5,1,SRC,59,12,c84l1_b63ad1153577b6bfe2bb7cf0a7d60015,c84v2_00e140c069609535cd4a43fa524f8887,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,b63ad1153577b6bfe2bb7cf0a7d60015f43ec3700e234e64b0f094c4fa3a113c,1
Lee2019_MI,A,5,1,SRC,64,13,c84l1_143ee4bf0a7b3d28671b936a9b0fa0ee,c84v2_c4e2557c376b72205ab4da7b07a508e6,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,143ee4bf0a7b3d28671b936a9b0fa0eeb7f7a8db082bf4f2e5adf54510e6f655,1
Lee2019_MI,A,5,1,SRC,69,14,c84l1_170e645f6069388c5201935b3ed29679,c84v2_a09392f206f2c946eff167c9b8ce683b,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,170e645f6069388c5201935b3ed296795cf87ca692aaf8b19c80b2645689074b,1
Lee2019_MI,A,5,1,SRC,74,15,c84l1_65ee96c814b41043ce144dfec9a4a502,c84v2_024e581f715653fc4b7541fd37699ecf,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,65ee96c814b41043ce144dfec9a4a502db6f8e95d4d7c2443345438e101dddfd,1
Lee2019_MI,A,5,1,SRC,79,16,c84l1_de91e74bbd0e5587029467d15d3bab9a,c84v2_bc603f567434a3082757b042a82ee90e,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,de91e74bbd0e5587029467d15d3bab9aafe4764718a7073dc9a450a1d81c787d,1
Lee2019_MI,A,5,1,SRC,84,17,c84l1_1fff0266122e51ee0d355633bb417035,c84v2_4f006c3e106d75af80d8a4bf860a6678,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,1fff0266122e51ee0d355633bb417035a0c9240f7553bbc9ec159350a893ecb2,1
Lee2019_MI,A,5,1,SRC,89,18,c84l1_59d72dcc7e23729eb17613812a3affe9,c84v2_83508b9c377146044035e7d319b2774d,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,59d72dcc7e23729eb17613812a3affe9b275897b44410e4b06c3c787f643c9a8,1
Lee2019_MI,A,5,1,SRC,94,19,c84l1_49af0eabf41bdd6cc7aea44c5d38579c,c84v2_c3a9091fd0acfc5d5f5fce1eaa874d14,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,49af0eabf41bdd6cc7aea44c5d38579cd600df8bb7781c9e2ed178852776e2c1,1
Lee2019_MI,A,5,1,SRC,99,20,c84l1_bef9b9a91f9e3b07ebc77a103cb29d28,c84v2_13c4cd43cc0384fe738343c0c4ab6c54,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,bef9b9a91f9e3b07ebc77a103cb29d285fc1653f20a5d626a9615ccd8019e05c,1
Lee2019_MI,A,5,1,SRC,104,21,c84l1_e7092479d043fa2332a01e3bfb4206b7,c84v2_7de5f7c9fbce0483833e232e2c3d7a67,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,e7092479d043fa2332a01e3bfb4206b7bef7cf49dc7f33eb9fd68faf7faf3989,1
Lee2019_MI,A,5,1,SRC,109,22,c84l1_47f107debb64245a9b0256e5d799c55c,c84v2_dbcb1543dea57d01fde341cd25d6e512,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,47f107debb64245a9b0256e5d799c55c0175d06b60f2ee032d18fa8207c17c66,1
Lee2019_MI,A,5,1,SRC,114,23,c84l1_d6ca86a09fef9c72d208e386166683a1,c84v2_265728e95d48fffe231276c3a7966283,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,31,left_hand,89c4f366a222c1fe2ac31780bcbddbc9e59ff5afa4a779267abbd95429c41c17,d6ca86a09fef9c72d208e386166683a1e34d32d3aad234039b6b60b845b1e9b6,1
