dataset,panel,training_seed,level,regime,epoch,trajectory_order,historical_planned_level1_unit_id,operative_level1_unit_id,historical_identity_preserved,historical_identity_operative,new_identity_operative,reason
Lee2019_MI,A,5,1,OACI,124,25,c84v2_ecc9b48dcdae4377f704f952f4d7ba5d,c84l1_b84d50a18b3d8ad7f45e7015e7f082f4,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,129,26,c84v2_00b9e1b2acbb336e30cc7ae558fac116,c84l1_4571709ec6cdb29dbb272ebec2a641e2,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,134,27,c84v2_7f3c43d5774526ea89d3c6ffd5fc3faf,c84l1_ba820ff115e6535caa3d5476af3bb497,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,139,28,c84v2_4522b7cc2d44f749ad53f485a3440445,c84l1_67a00e015cc5df7e8dcaa0562aacfbf8,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,144,29,c84v2_281b75553cfafe3f0e21ab0a70f2b166,c84l1_d229128a8a2722e13a217b9d4573fc5d,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,149,30,c84v2_f7caccfa835783bbaff5b921595540fe,c84l1_9b978427d5b6e867faf683118dabdd66,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,154,31,c84v2_947eddede984367fbaa922289d3fb357,c84l1_2f4bb52be437fbddbcbdcf6a51673edb,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,159,32,c84v2_e222be00435772436b6c4cb97a1cf679,c84l1_0672e0b37f777b9eb323834ab753750b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,164,33,c84v2_7240486efb9d0308b8dbdb252d399824,c84l1_c53337fc79afc23e31565daa407dac6c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,169,34,c84v2_34ae9db487762f1d29ff3160e31925db,c84l1_f186d2685f0cf150c57b39d47ee61bac,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,174,35,c84v2_cc2bb44e2258db978757b7a89fbf3066,c84l1_256d0fd4f538156fb8ef598079898eec,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,179,36,c84v2_d36aa6178b512a86ca1d7f2f95182afd,c84l1_f1ca267350d737d2c100d3339baae447,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,184,37,c84v2_d70fc9e0969e88a049a32d5e7859f726,c84l1_0a6a198a4b6aae36f2fdfbafac2ee87d,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,189,38,c84v2_bc73610a83089a168d1109cfc74f7dd2,c84l1_cc0ca32f2232eaee2ea23d599eedde02,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,194,39,c84v2_f66109800d7b7a06848899980cb9477e,c84l1_8cf3363c88953c89168ab7f5b67e68af,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,OACI,199,40,c84v2_6a9f3b3933aa18cda9a9f7d9bfc72f7f,c84l1_30516fcc8dd71b7e67708afe489180aa,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,4,1,c84v2_a4cfe56059667bdcd21d642288e5a8dd,c84l1_1be8576b633d024ed15fe001e3a54d43,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,9,2,c84v2_8acf1f58f5ba2c99abca7b90644afc69,c84l1_6f4b50f54ba96a4b491bff7a8c2012f5,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,14,3,c84v2_741b09cd795c7c7734a8b4e1d2a4b7ed,c84l1_0d488c6f512255c0a5f965456564ba4c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,19,4,c84v2_986b0cff6b15a6d9317782c1dd223ca7,c84l1_0cbe367b8c5232103df6eb8ba19631af,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,24,5,c84v2_a110f08ef3b024cea9942ff7b926adc1,c84l1_ba7d4ea8129f9fb0146f4fc39ac62ecf,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,29,6,c84v2_387b76a6ce2fc198ae5df37c9971e6e7,c84l1_535a9b97205b4d53288986f7aaf32465,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,34,7,c84v2_c7ab75e378ab6e78390cb59f25615b24,c84l1_b0a9d1d4786fbfa860453bb9f37e3ef3,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,39,8,c84v2_524fec868223e8a086ce8182084a99ff,c84l1_72a14310185dea3db9dcd1db50d1dee0,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,44,9,c84v2_cb418889457c8677b0fdb106d96c0900,c84l1_d2936e6542a88b2eab6470e158c84d85,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,49,10,c84v2_e6a5365ec54907f2d5cf30c5dce8044a,c84l1_cc507785f393b26accbc6cb442bea04b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,54,11,c84v2_6c977cf7c624e34d2323a172282bf339,c84l1_f53483bee53780da7763143b27f4ccd9,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,59,12,c84v2_00e140c069609535cd4a43fa524f8887,c84l1_b63ad1153577b6bfe2bb7cf0a7d60015,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,64,13,c84v2_c4e2557c376b72205ab4da7b07a508e6,c84l1_143ee4bf0a7b3d28671b936a9b0fa0ee,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,69,14,c84v2_a09392f206f2c946eff167c9b8ce683b,c84l1_170e645f6069388c5201935b3ed29679,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,74,15,c84v2_024e581f715653fc4b7541fd37699ecf,c84l1_65ee96c814b41043ce144dfec9a4a502,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,79,16,c84v2_bc603f567434a3082757b042a82ee90e,c84l1_de91e74bbd0e5587029467d15d3bab9a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,84,17,c84v2_4f006c3e106d75af80d8a4bf860a6678,c84l1_1fff0266122e51ee0d355633bb417035,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,89,18,c84v2_83508b9c377146044035e7d319b2774d,c84l1_59d72dcc7e23729eb17613812a3affe9,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,94,19,c84v2_c3a9091fd0acfc5d5f5fce1eaa874d14,c84l1_49af0eabf41bdd6cc7aea44c5d38579c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,99,20,c84v2_13c4cd43cc0384fe738343c0c4ab6c54,c84l1_bef9b9a91f9e3b07ebc77a103cb29d28,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,104,21,c84v2_7de5f7c9fbce0483833e232e2c3d7a67,c84l1_e7092479d043fa2332a01e3bfb4206b7,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,109,22,c84v2_dbcb1543dea57d01fde341cd25d6e512,c84l1_47f107debb64245a9b0256e5d799c55c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,114,23,c84v2_265728e95d48fffe231276c3a7966283,c84l1_d6ca86a09fef9c72d208e386166683a1,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,119,24,c84v2_b3d98ee98befedb227401b2fa0d9d490,c84l1_8370ce43fd19243906d8d8b5da764dea,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,124,25,c84v2_4aa3ab0aaa1db5cd59ca47c40de4b812,c84l1_ef24adb04ecfd4f9c2cd4b2a9a8e38dc,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,129,26,c84v2_c5450f9e3ae3c450af4c130176767423,c84l1_92978abdc3b02c9ad8cb19e59b354436,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,134,27,c84v2_c67d3527c200eda1c540e37e9cdaf81b,c84l1_34c3c7fc3ff7fdfd4845cbbf8c9a0490,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,139,28,c84v2_259da3e76c816e37316e9133d1573a2e,c84l1_979cf016742e1deddcf01bdad04280df,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,144,29,c84v2_5245516348c1b79f4da99b6d4c280ae5,c84l1_15a98e50774af4f171d7e02d9bd5acbb,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,149,30,c84v2_7724b34581bee68af22f1ee0b6fefedb,c84l1_fa51408d8619cc9b089f8b2346e67a4c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,154,31,c84v2_4b40097f01cf044e620b0e2f319dcd91,c84l1_b85dc20271021ced7b8c46387c5ffb27,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,159,32,c84v2_b514068bcc76b574109c5c690b1b340a,c84l1_fbc757bead3385f362b63cd1c6304361,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,164,33,c84v2_f255340d8b4dfa8c6966648a0e8a2b0f,c84l1_3694c9bcfa6865ae595f4607e9c03a0f,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,169,34,c84v2_4333135ec2d2c25890e002267ef4a50b,c84l1_2330f4a27deb07d917646b7fc59c4159,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,174,35,c84v2_264674edcd68de0946423b74a588bc3d,c84l1_09614cd1e4455988a484ab011ae22842,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,179,36,c84v2_31301f297a681b12bd7dcc256cbd4153,c84l1_f52c685c6f5c250799e5fcdcf0b49f7a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,184,37,c84v2_eac8dbeef61107e5c11d22e95363cfcf,c84l1_81e8dfe0ab28635b361016498f87cd9a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,189,38,c84v2_6e370b864984db4c1e7b5fcc63a44a05,c84l1_5f56ef4ea030c9de31e25e5bad64f273,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,194,39,c84v2_9685b44372cdadc90a45c9335b0aa697,c84l1_f9be50bbbc3c0651372e580f7c318cf9,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,5,1,SRC,199,40,c84v2_86a3a4ba75965c5e635e50bc6ff057fe,c84l1_11ed17b9d00203975368644bb11d2503,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,ERM,199,0,c84v2_9178891725ac4a35bdc7ac1722c101ac,c84l1_f34a3a6815b30aeaa39c4b2a1bdb6253,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,4,1,c84v2_fed4f3962ae6dbe1a283df0b983c5fa0,c84l1_0d554b133bca3d47d698096ea65ebf4a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,9,2,c84v2_f55638f15f618a0437eff2c1ef1587fd,c84l1_c6004b1d52cf0a2909a43b06d00515b8,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,14,3,c84v2_3f881fbb7fb24d8637dda7910703915b,c84l1_0fefe16cb3040b2a324e40cbd51b0592,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,19,4,c84v2_ce56dd7bdc3c78c88de9acb6bdf2f72e,c84l1_2fc0045be392dd801199b24437c76000,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,24,5,c84v2_1d3982f083f166a1cf4d1ebf30ec81b1,c84l1_2ad3b621869ff695be1663e5ed37be9a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,29,6,c84v2_4ce935fa8808405f7400829b1c068048,c84l1_67fbadb4185b7156a91f201c79c3546d,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,34,7,c84v2_840ce8988c83e80cece43e8fe6ff84a5,c84l1_e8cffc376e64ec6a59ff5fe035685734,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,39,8,c84v2_79b763529069b4d88eb3c2d29e0581f5,c84l1_b40bc7b9b2a6cbfe9eadb83c31c8799a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,44,9,c84v2_f601d0ffb6b5b3416e819f29e071d96c,c84l1_36af95ca5baedf9e7863185e2e745e43,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,49,10,c84v2_1f0ce2ec7906fa58adfb4b323873bc3e,c84l1_e824bc621951c9ba422a196e050f0d2b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,54,11,c84v2_5bf789f0228c69a92f7a401bf5631622,c84l1_e82ebbff9f9ca00e11ae3e8c46c2ae46,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,59,12,c84v2_cdb8e6737515b05f029fdd8b0eeef090,c84l1_f4ff9c376ab6a6352013cb850ba7ea2d,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,64,13,c84v2_673a8c3aba7e1f94896e5b93fd44f29d,c84l1_d1e5a9f6d984530058bd9619f9f9e714,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,69,14,c84v2_62e7369eb913f5795ba0e851de5ba5b1,c84l1_9122cbd7caf2363527929be9a2380fd5,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,74,15,c84v2_eb64f5674defe2ee7161c23ca17f417f,c84l1_22acaf0e025fb77ec24dc4737fff60cb,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,79,16,c84v2_0724662f7b48217445c0727a7da43375,c84l1_2fc4d49382759f66c1c4e5c8c850494d,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,84,17,c84v2_2e405b4c087c8e7028f91fbead77d5d6,c84l1_6754fd84f161e38af7e2859b134d6e20,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,89,18,c84v2_2977b3bc72786c94f95d117365c58690,c84l1_27f4232ddea696d0b4f9efcfbf918e45,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,94,19,c84v2_daf61fd11f0711fe42eeef4b184571d7,c84l1_7e14708df256a3378423aa95cbb4dfed,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,99,20,c84v2_d7a7b3bed565c7185e559f84303f6a01,c84l1_9a55516e7d9b26e4dd5391afe9eaff09,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,104,21,c84v2_af3c02490198d6d0807dd6ed56ccc0af,c84l1_5bc3ace119d46cfeaab5427f1f2dd496,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,109,22,c84v2_27c4e0807b791735abde8b8701fae7d5,c84l1_4981fe369f0b7871c98d8794f486a21a,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,114,23,c84v2_5bd196a8742c82a8c89b7e08a90c8e39,c84l1_8878e9e9fcfb9acfe40c688fc451aeaa,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,119,24,c84v2_3ece56d7581bf5a0bf41df9b381987de,c84l1_2ada9f63188eca7ff386a7ca71b9ce46,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,124,25,c84v2_244ac23123c2d6bc97e876417bec00bb,c84l1_822ed3cfae3d6e353124b838d6703cc7,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,129,26,c84v2_e237d1f11bf7d12c606750cfcb56de3f,c84l1_32b9ee36d154e5d61dbb696b89d61431,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,134,27,c84v2_a9ce6a75153ab6d779770396bd095e0d,c84l1_f26c59d68c7b5ab608de87eb04586f11,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,139,28,c84v2_68aeacaf76217b456be790e56d948b31,c84l1_fc9263b7280370fe1869ea287d7cce31,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,144,29,c84v2_9bb2889888250f8b08f8c3b7039d3366,c84l1_c04c621ee9b320d8bf5fa853fb1c1708,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,149,30,c84v2_862a3e9f95d95e8032226f4b0a625114,c84l1_5a4f2026117a80d6df27f526ef611e3b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,154,31,c84v2_c8ca23b649bfe027821d6fd828bb2ac6,c84l1_47e19a872afc1cd41fa8e1093a6e07a1,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,159,32,c84v2_11a47ee3fd7cfeea0663e0a9f85f003c,c84l1_e73dd4758be57fcfb21d215537fdc31b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,164,33,c84v2_6d135796bcddf39fddbde873ae2e3d50,c84l1_2ac24e71048ca25a449294fcb395d0db,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,169,34,c84v2_b7709ee2a122970075e44849c12f88ce,c84l1_4a994c6a7a504a6a5d698c2ac090d336,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,174,35,c84v2_6800d6ed891814ae9084bfc858a606af,c84l1_383beff2bd3916ec4c2289b93041fa0c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,179,36,c84v2_e98ad25429e9a265cefa666abce71a9f,c84l1_31bd79aa6fb378ef8759fb3f41aa4680,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,184,37,c84v2_d86747330d1da2ecd93e5b2a8c332650,c84l1_1799ca53b87b51a9dd6507beb8e15374,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,189,38,c84v2_ad2ebcc64ff195b141db25ef1932eee6,c84l1_9ad2cdebd0a4bb4dec6b6c5ff7f21098,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,194,39,c84v2_92b98eaeb177c8a9799a3a9bcae5185e,c84l1_caeea02df085756a567b46a16f829648,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,OACI,199,40,c84v2_05bfb7674f99e94e46896a058d07c1b2,c84l1_81b63a838efae07e71905d76b3c37370,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,4,1,c84v2_dd5dff7b6a4a6ad4db2302d337250836,c84l1_42a6ad8ed25203ec9a70d05d520c784b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,9,2,c84v2_b0d84a1cde47d17b2485f4bcf1a1ae33,c84l1_4d82604226781e66f4fd90062789c768,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,14,3,c84v2_3b0176649ed69e9c1fe89a513265143f,c84l1_7999dc92b7406987af72d2edf5188109,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,19,4,c84v2_2675c277ceced24b2e2a99507d96ec41,c84l1_c396a4e6a9a8627cd74e179fdf929a3c,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,24,5,c84v2_a51e21c9716424194b7d5060412cc3e4,c84l1_f6a71e3e725154661914a1ef51fba4cb,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,29,6,c84v2_e0f562b33efe5e2c42a310e36c6962d8,c84l1_eaa50f475d564b6a50f428af0d865db4,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,34,7,c84v2_5de92a01a1efc4076ab227f3074e9dbc,c84l1_841eaf95b51508f01f79a3ad3e0d835b,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,39,8,c84v2_00301009844599ca183f3f7598dc53fc,c84l1_fd9ac1d99f1532c305646fb131ae841f,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,44,9,c84v2_22d971af6e274eaf9fbb4db3616f95ef,c84l1_f27b06667b4fe1e18b8f1f42286c81bb,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,49,10,c84v2_06d2603361826f7ed33d2e3690f9f046,c84l1_b232ae3602554d40471ed9620ec14605,1,0,1,historical_ID_predated_scientific_level1_intervention
Lee2019_MI,A,6,1,SRC,54,11,c84v2_061e93c6a1ed4b0d10aba76dd49ac147,c84l1_97915c596a3e632abc1d75bef63b43e1,1,0,1,historical_ID_predated_scientific_level1_intervention
