unit_id,dataset,method,seed,fold,align_k1,align_k2,R3_task_drop,graph_kl,collapse_guard
BNCI2015_001:cigl_graph_node:s0:f8,BNCI2015_001,cigl_graph_node,0,8,0.42782732111045585,0.43231333895326546,0.05666666666666664,0.22782187163829803,True
BNCI2015_001:cigl_graph_node:s0:f9,BNCI2015_001,cigl_graph_node,0,9,0.29276971673600743,0.5292984104163645,0.02833333333333321,0.34535160660743713,True
BNCI2015_001:cigl_graph_node:s1:f0,BNCI2015_001,cigl_graph_node,1,0,0.6082625192294575,0.7349731659628034,-0.04499999999999993,,True
BNCI2015_001:cigl_graph_node:s1:f1,BNCI2015_001,cigl_graph_node,1,1,0.021763288609799532,0.15792264609973525,0.08250000000000002,,True
BNCI2015_001:cigl_graph_node:s1:f10,BNCI2015_001,cigl_graph_node,1,10,0.005970843296117723,0.3277202837221378,-0.006666666666666654,,True
BNCI2015_001:cigl_graph_node:s1:f11,BNCI2015_001,cigl_graph_node,1,11,0.042991347736877114,0.23615723700996594,-0.044999999999999984,,True
BNCI2015_001:cigl_graph_node:s1:f2,BNCI2015_001,cigl_graph_node,1,2,0.02483450236523868,0.5399558451392477,0.21250000000000002,,True
BNCI2015_001:cigl_graph_node:s1:f3,BNCI2015_001,cigl_graph_node,1,3,0.0686280419612521,0.08466137882230261,0.08999999999999986,,True
BNCI2015_001:cigl_graph_node:s1:f4,BNCI2015_001,cigl_graph_node,1,4,0.3140211624869372,0.5435208766535199,0.11499999999999999,,True
BNCI2015_001:cigl_graph_node:s1:f5,BNCI2015_001,cigl_graph_node,1,5,0.12461233963049906,0.12794351244192195,0.03749999999999987,,True
BNCI2015_001:cigl_graph_node:s1:f6,BNCI2015_001,cigl_graph_node,1,6,0.32657848729445454,0.7732375627821669,0.014999999999999902,,True
BNCI2015_001:cigl_graph_node:s1:f7,BNCI2015_001,cigl_graph_node,1,7,0.6497986331328727,0.7476949349639254,0.013333333333333308,,True
BNCI2015_001:cigl_graph_node:s1:f8,BNCI2015_001,cigl_graph_node,1,8,0.3467668219042083,0.609540533467112,0.010000000000000009,,True
BNCI2015_001:cigl_graph_node:s1:f9,BNCI2015_001,cigl_graph_node,1,9,0.010647518022696263,0.29203962371968917,0.0,,True
BNCI2015_001:cigl_graph_node:s2:f0,BNCI2015_001,cigl_graph_node,2,0,0.10790574485748465,0.11781716863772736,0.04500000000000004,,True
BNCI2015_001:cigl_graph_node:s2:f1,BNCI2015_001,cigl_graph_node,2,1,0.06847203008661365,0.07541777172768756,0.11250000000000004,,True
BNCI2015_001:cigl_graph_node:s2:f10,BNCI2015_001,cigl_graph_node,2,10,0.024097926893820957,0.4812841276929023,-0.029999999999999916,,True
BNCI2015_001:cigl_graph_node:s2:f11,BNCI2015_001,cigl_graph_node,2,11,0.004295947330544873,0.4768251485859667,-0.04500000000000004,,True
BNCI2015_001:cigl_graph_node:s2:f2,BNCI2015_001,cigl_graph_node,2,2,0.12897974003626886,0.6850513625275928,0.17999999999999994,,True
BNCI2015_001:cigl_graph_node:s2:f3,BNCI2015_001,cigl_graph_node,2,3,0.15864905570958626,0.2304453234256994,0.1050000000000001,,True
BNCI2015_001:cigl_graph_node:s2:f4,BNCI2015_001,cigl_graph_node,2,4,0.6389417052743497,0.6595941667658471,0.06750000000000012,,True
BNCI2015_001:cigl_graph_node:s2:f5,BNCI2015_001,cigl_graph_node,2,5,0.006417256387464204,0.09307200967583576,0.02499999999999991,,True
BNCI2015_001:cigl_graph_node:s2:f6,BNCI2015_001,cigl_graph_node,2,6,0.1185033895746581,0.14021437332840983,0.012500000000000011,,True
BNCI2015_001:cigl_graph_node:s2:f7,BNCI2015_001,cigl_graph_node,2,7,0.0005039915831929236,0.20637317070080344,0.023333333333333317,,True
BNCI2015_001:cigl_graph_node:s2:f8,BNCI2015_001,cigl_graph_node,2,8,0.6847247677757995,0.7213791458806984,0.020000000000000018,,True
BNCI2015_001:cigl_graph_node:s2:f9,BNCI2015_001,cigl_graph_node,2,9,0.19209021563278136,0.42025764707874114,0.015000000000000013,,True
BNCI2015_001:erm:s0:f0,BNCI2015_001,erm,0,0,0.022153974988052296,0.029043379123239923,0.020000000000000018,1.0081067085266113,True
BNCI2015_001:erm:s0:f1,BNCI2015_001,erm,0,1,0.025439529203079042,0.0368397129971058,-0.010000000000000009,1.089389681816101,True
BNCI2015_001:erm:s0:f10,BNCI2015_001,erm,0,10,0.03854754455796696,0.040298456693185596,-0.0050000000000000044,1.2546422481536865,True
BNCI2015_001:erm:s0:f11,BNCI2015_001,erm,0,11,0.05105391135002761,0.05321242216174225,0.0025000000000000577,1.0499358177185059,True
BNCI2015_001:erm:s0:f2,BNCI2015_001,erm,0,2,0.005043484923468365,0.04892753160262052,0.04749999999999999,1.0756460428237915,True
BNCI2015_001:erm:s0:f3,BNCI2015_001,erm,0,3,0.04911374593118156,0.07094497467152876,0.09999999999999998,1.1714783906936646,True
BNCI2015_001:erm:s0:f4,BNCI2015_001,erm,0,4,0.03646777702325469,0.05451698748786284,-0.015000000000000124,1.0894231796264648,True
BNCI2015_001:erm:s0:f5,BNCI2015_001,erm,0,5,0.034840788376432626,0.034862071258044455,0.04500000000000004,1.138045072555542,True
BNCI2015_001:erm:s0:f6,BNCI2015_001,erm,0,6,0.047302746573498845,0.047587602143725295,-0.012500000000000067,1.0841927528381348,True
BNCI2015_001:erm:s0:f7,BNCI2015_001,erm,0,7,0.02240967852446734,0.024359154072068658,0.011666666666666603,1.2091193199157715,True
BNCI2015_001:erm:s0:f8,BNCI2015_001,erm,0,8,0.03062206927485372,0.04132983909732653,0.046666666666666745,1.052337408065796,True
BNCI2015_001:erm:s0:f9,BNCI2015_001,erm,0,9,0.054017039367124715,0.07012685438644567,0.013333333333333308,1.1581052541732788,True
BNCI2015_001:erm:s1:f0,BNCI2015_001,erm,1,0,0.013756573505295687,0.020649723517562116,0.06499999999999995,,True
BNCI2015_001:erm:s1:f1,BNCI2015_001,erm,1,1,0.0017034622829110193,0.028884096238021593,-0.0025000000000000577,,True
BNCI2015_001:erm:s1:f10,BNCI2015_001,erm,1,10,0.057239997652341855,0.0572481272990552,-0.030000000000000027,,True
BNCI2015_001:erm:s1:f11,BNCI2015_001,erm,1,11,0.005454036538740538,0.06130678636521871,-0.017500000000000016,,True
BNCI2015_001:erm:s1:f2,BNCI2015_001,erm,1,2,0.01836049188494336,0.039943629108862976,0.0824999999999999,,True
BNCI2015_001:erm:s1:f3,BNCI2015_001,erm,1,3,0.03684747371276923,0.04850757631563109,0.0625,,True
BNCI2015_001:erm:s1:f4,BNCI2015_001,erm,1,4,0.05037479794508374,0.0654792768820714,0.03249999999999997,,True
BNCI2015_001:erm:s1:f5,BNCI2015_001,erm,1,5,0.0540866419835087,0.05646028789285947,0.06999999999999995,,True
BNCI2015_001:erm:s1:f6,BNCI2015_001,erm,1,6,0.04694652626897835,0.06117445140000147,0.020000000000000018,,True
BNCI2015_001:erm:s1:f7,BNCI2015_001,erm,1,7,0.03842262060331875,0.06600668404316738,-0.01666666666666672,,True
BNCI2015_001:erm:s1:f8,BNCI2015_001,erm,1,8,0.05441360177960492,0.057446261822393985,0.053333333333333344,,True
BNCI2015_001:erm:s1:f9,BNCI2015_001,erm,1,9,0.01329258748001191,0.04008165910582938,0.02833333333333332,,True
BNCI2015_001:erm:s2:f0,BNCI2015_001,erm,2,0,0.03776417089144092,0.049173958916477495,0.029999999999999916,,True
BNCI2015_001:erm:s2:f1,BNCI2015_001,erm,2,1,0.004302018988960919,0.021991485213157067,-0.04500000000000004,,True
BNCI2015_001:erm:s2:f10,BNCI2015_001,erm,2,10,0.03323224084682384,0.06359097928484954,-0.0050000000000000044,,True
BNCI2015_001:erm:s2:f11,BNCI2015_001,erm,2,11,0.031311345027102894,0.09592574097142512,-0.04249999999999998,,True
BNCI2015_001:erm:s2:f2,BNCI2015_001,erm,2,2,0.045185595057562804,0.04557409286714096,0.0625,,True
BNCI2015_001:erm:s2:f3,BNCI2015_001,erm,2,3,0.01967122242360574,0.03060536340345313,0.04999999999999993,,True
BNCI2015_001:erm:s2:f4,BNCI2015_001,erm,2,4,0.02960159033199283,0.04347602922668186,0.050000000000000044,,True
BNCI2015_001:erm:s2:f5,BNCI2015_001,erm,2,5,0.04527585258552586,0.04920285704910978,0.03249999999999997,,True
BNCI2015_001:erm:s2:f6,BNCI2015_001,erm,2,6,0.029167072006238512,0.030321688168373943,0.0,,True
BNCI2015_001:erm:s2:f7,BNCI2015_001,erm,2,7,0.016795192780079907,0.07497060502726142,0.013333333333333308,,True
BNCI2015_001:erm:s2:f8,BNCI2015_001,erm,2,8,0.03531860442027912,0.058849435783605755,0.016666666666666663,,True
BNCI2015_001:erm:s2:f9,BNCI2015_001,erm,2,9,0.04907828427982924,0.06914797094929638,0.046666666666666634,,True
