seed,target,level,model_hash,target_bacc_good,target_joint_good,target_oracle_rank,diagnostic_only_non_deployable
0,2,1,aa935db2d47e,False,False,25,True
0,2,1,1fcfcd1fb6d4,False,False,27,True
0,2,1,5ec705375e71,False,False,28,True
0,2,1,5aab53839fa8,True,True,2,True
0,2,1,415fa849e27a,True,True,1,True
0,2,1,c8511dbeb5a6,True,True,4,True
0,2,1,400a51a79382,True,False,3,True
0,2,1,b256024164a3,True,True,5,True
0,2,1,456bb7c1d03e,True,True,6,True
0,2,1,6a8fa6c093e2,True,True,8,True
0,2,1,8252d34ad8e3,False,False,10,True
0,2,1,b4706112a68f,False,False,15,True
0,2,1,7e40a5730f01,False,False,14,True
0,2,1,0787b55fc87f,False,False,17,True
0,2,1,08f3cab5a7e7,False,False,11,True
0,2,1,309af644ba7d,False,False,12,True
0,2,1,0ec13eec58cb,False,False,13,True
0,2,1,8e07560a789f,False,False,20,True
0,2,1,218fecc8f48f,False,False,18,True
0,2,1,c15280cdeae5,False,False,22,True
0,2,1,dc1a69cd04db,False,False,24,True
0,2,1,a64f164683c5,False,False,21,True
0,2,1,cda042f0603e,False,False,23,True
0,2,1,63878fac264e,False,False,19,True
0,3,0,af5632a01738,False,False,23,True
0,3,0,3109960fb527,True,True,17,True
0,3,0,8faf8beba63e,False,False,22,True
0,3,0,443162e0380c,False,False,20,True
0,3,0,edd45e004282,False,False,19,True
0,3,0,08e43bad3e8c,False,False,18,True
0,3,0,671a61173b3a,False,False,21,True
0,3,0,4efea2c686ca,True,True,16,True
0,3,0,139fc33e4b3f,True,True,14,True
0,3,0,7e9eb018fb84,True,True,12,True
0,3,0,be5930effb2b,True,True,15,True
0,3,0,3689489b12c9,True,True,13,True
0,3,0,76e89d48d6e5,True,True,11,True
0,3,0,87bc07c5a97c,True,True,10,True
0,3,0,427bb9e363ff,True,True,6,True
0,3,0,474720162d81,True,True,7,True
0,3,0,7975610c42e8,True,True,8,True
0,3,0,14e367329f49,True,True,2,True
0,3,0,792bb3d47bd1,True,True,9,True
0,3,0,8226c209e12c,True,True,3,True
0,3,0,9a60bdc82ea1,True,True,4,True
0,3,0,0d23df052a13,True,True,1,True
0,3,0,9f759c37fae3,True,True,5,True
0,3,1,ccb7f97ea1f3,False,False,11,True
0,3,1,5be2de7d44c6,False,False,24,True
0,3,1,5c626f7d059d,False,False,23,True
0,3,1,224fddd187f9,False,False,25,True
0,3,1,add5ea523d7d,False,False,5,True
0,3,1,8f2f51f3b09c,False,False,17,True
0,3,1,4221610b876e,False,False,15,True
0,3,1,a6efa045fed2,False,False,7,True
0,3,1,b4f3ff022565,False,False,8,True
0,3,1,c1b97e0d4add,False,False,9,True
0,3,1,23a5b76d3ccf,False,False,1,True
0,3,1,3de12c71c08e,False,False,12,True
0,3,1,9cada226a73c,False,False,3,True
0,3,1,7affbbb5ae4c,False,False,2,True
0,3,1,bf5cd92d9c26,False,False,4,True
0,3,1,06703e7c960a,False,False,6,True
0,3,1,4953bc192527,False,False,10,True
0,3,1,79a4512d636d,False,False,13,True
0,3,1,2b49e36d2b10,False,False,14,True
0,3,1,50a36638a7d0,False,False,16,True
0,3,1,a9bf01c7f447,False,False,18,True
0,3,1,d3003f727d1c,False,False,21,True
0,3,1,7140979a8b88,False,False,20,True
0,3,1,d3f814bd81ff,False,False,22,True
0,3,1,462a41fd9ace,False,False,19,True
0,4,0,953ce8ae8364,False,False,23,True
0,4,0,4fa3abb83a1f,True,True,8,True
0,4,0,f90e4616964a,False,False,21,True
0,4,0,820653bad528,True,True,10,True
0,4,0,fa72197d79e1,False,False,18,True
0,4,0,392bf964f173,False,False,24,True
0,4,0,e2ca055b7c66,True,True,13,True
0,4,0,bffe0233c9f0,False,False,20,True
0,4,0,9759f1c55ff0,False,False,17,True
0,4,0,4722659250c2,True,True,7,True
0,4,0,17bb3d5fce5b,True,True,15,True
0,4,0,15eef04efa23,True,True,6,True
0,4,0,56a28a0da0c6,True,True,12,True
0,4,0,1efca94c70f7,False,False,16,True
0,4,0,cc050a00ac15,False,False,22,True
0,4,0,f17e03364f6f,False,False,19,True
0,4,0,389c16fbb2a1,True,True,14,True
0,4,0,9398f420dcc5,True,True,9,True
0,4,0,922225b5c328,True,True,11,True
0,4,0,62bc9569c5dc,True,True,5,True
0,4,0,98afe1be3f3f,True,True,2,True
0,4,0,ff7ff673e726,True,True,1,True
0,4,0,e2238772bddb,True,True,4,True
0,4,0,741f9b999512,True,True,3,True
0,4,1,28e7b2a5dfd5,False,False,34,True
0,4,1,de959dc8e5c9,False,False,35,True
0,4,1,ff5db8179094,False,False,36,True
0,4,1,ef650619efe1,False,False,11,True
0,4,1,7cccfd6cf464,True,True,1,True
0,4,1,2f4209932eca,True,True,2,True
0,4,1,158b782128d0,True,True,4,True
0,4,1,bc99650a1925,True,True,3,True
0,4,1,c9725d17aaa9,False,False,7,True
0,4,1,efa56bf2b88e,False,False,8,True
0,4,1,28db708e6026,False,False,5,True
0,4,1,258da22a1540,False,False,6,True
0,4,1,63838ff2977a,False,False,9,True
0,4,1,8b799b887894,False,False,10,True
0,4,1,b31a1b2b550e,False,False,13,True
0,4,1,ecf61328cf4b,False,False,29,True
0,4,1,1184b0cf892a,False,False,14,True
0,4,1,554bfeaaae30,False,False,33,True
0,4,1,657ca65d43b6,False,False,31,True
0,4,1,0eda939d4aba,False,False,30,True
0,4,1,796e97aa86f2,False,False,32,True
0,4,1,b01a809b4723,False,False,27,True
0,4,1,50627947b774,False,False,18,True
0,4,1,6250d0575e10,False,False,12,True
0,4,1,883ff7045d7c,False,False,19,True
0,4,1,dc994b47e564,False,False,20,True
0,4,1,e24a5b2ca00e,False,False,21,True
0,4,1,4a70ac496d47,False,False,17,True
0,4,1,42824c8000ab,False,False,15,True
0,4,1,42e0ad9c1247,False,False,16,True
0,4,1,06ba415bd568,False,False,22,True
0,4,1,72f7fd84ff2e,False,False,24,True
0,4,1,950784ec0a8d,False,False,26,True
0,4,1,cb4936448eb1,False,False,28,True
0,4,1,18d405c299eb,False,False,23,True
0,4,1,85e0ae1c94fd,False,False,25,True
0,5,0,165bd73ca3fe,True,True,9,True
0,5,0,1c3012b5449d,False,False,15,True
0,5,0,78233c8189b1,False,False,20,True
0,5,0,ed6f594a96a1,False,False,17,True
0,5,0,f8fb2afce67a,False,False,19,True
0,5,0,961f3f880a70,False,False,18,True
0,5,0,b5fdff72dc05,True,True,10,True
0,5,0,b03138421635,False,False,12,True
0,5,0,8c68a4f4f2a5,False,False,16,True
0,5,0,77eb44460dfe,False,False,14,True
0,5,0,a08f10d47fed,False,False,13,True
0,5,0,2a1b49f81e89,True,True,7,True
0,5,0,8de6aeab511c,True,True,4,True
0,5,0,58e82748f5df,True,True,8,True
0,5,0,44a714a09b50,True,True,1,True
0,5,0,e5413ea750c1,True,True,11,True
0,5,0,8c4a55a58c51,True,True,3,True
0,5,0,4a160ae38835,True,True,6,True
0,5,0,69fa8a7af2d7,True,True,5,True
0,5,0,95f8ba490d51,True,True,2,True
0,5,1,4c066c0cdabf,False,False,20,True
0,5,1,978106709453,False,False,3,True
0,5,1,dc9b52ea5d7f,False,False,10,True
0,5,1,44bfa0182c9a,False,False,11,True
0,5,1,a628d11a16c3,True,False,1,True
0,5,1,a7191e7439d9,False,False,8,True
0,5,1,c6062539d231,False,False,14,True
0,5,1,475b684fb697,False,False,9,True
0,5,1,5c305cdda324,False,False,22,True
0,5,1,cbe8f3e4b49a,False,False,7,True
0,5,1,36d291803a47,False,False,18,True
0,5,1,f92644254320,False,False,13,True
0,5,1,cbc63b44e29f,False,False,19,True
0,5,1,d016746ef8d7,False,False,21,True
0,5,1,286c4314e3d1,False,False,12,True
0,5,1,b425400d1f25,False,False,15,True
0,5,1,ca98df10afac,False,False,17,True
0,5,1,38d82321aa8c,False,False,5,True
0,5,1,9e443d2d4fc2,False,False,16,True
0,5,1,52549bec4486,False,False,4,True
0,5,1,ce18a90e609a,False,False,6,True
0,5,1,4520c5631061,False,False,2,True
0,6,0,1c358393d3c7,False,False,15,True
0,6,0,c3a404637303,False,False,12,True
0,6,0,e40893461912,False,False,19,True
0,6,0,d691b3f36b83,False,False,18,True
0,6,0,f526451f6f73,True,True,2,True
0,6,0,f4b87e400fb3,False,False,3,True
0,6,0,c77735e2dba2,False,False,20,True
0,6,0,cb8dbae8a984,False,False,8,True
0,6,0,f69f9874e1f6,True,True,1,True
0,6,0,c00c53e32f07,False,False,5,True
0,6,0,f74eb190df17,False,False,13,True
0,6,0,87e5fc207379,False,False,7,True
0,6,0,cdf387bbcb03,False,False,11,True
0,6,0,106ccef99201,False,False,4,True
0,6,0,735d3f1ce0b9,False,False,16,True
0,6,0,94877e686130,False,False,6,True
0,6,0,083d04ba7629,False,False,17,True
0,6,0,7b9715db66fa,False,False,14,True
0,6,0,3766a117a487,False,False,10,True
0,6,0,ff42348f50e5,False,False,22,True
0,6,0,338a9fe9b494,False,False,9,True
0,6,0,a5ed3285e575,False,False,21,True
0,6,1,c17bc564aecd,False,False,17,True
0,6,1,bf1e7281cd63,False,False,13,True
0,6,1,a5f55560bb55,False,False,19,True
0,6,1,b4072ac008a2,False,False,7,True
0,6,1,f4b1f5673091,False,False,18,True
0,6,1,63808553c4d5,False,False,21,True
0,6,1,c79a43bd20aa,False,False,14,True
0,6,1,38ecb0e88438,True,True,1,True
0,6,1,e1b1594007cc,False,False,16,True
0,6,1,3754f63d028e,False,False,20,True
0,6,1,2a4753f48251,False,False,5,True
0,6,1,08019b130a26,False,False,4,True
0,6,1,05d3095ea817,False,False,15,True
0,6,1,93ab339c37c0,False,False,8,True
0,6,1,d9ce97762806,False,False,9,True
0,6,1,2d8f27c439e6,False,False,11,True
0,6,1,270f03fa53cf,False,False,10,True
0,6,1,b30dc7df013e,False,False,6,True
0,6,1,d1223d817944,True,True,2,True
0,6,1,0553d3fdedca,False,False,3,True
0,6,1,7e1297f512b9,False,False,12,True
0,7,0,169e09404ad4,True,True,1,True
0,7,0,f70d978cfbad,False,False,14,True
0,7,0,a7fba4049887,True,False,5,True
0,7,0,c0f0143e3292,False,False,16,True
0,7,0,070f3f8eb7a1,True,True,8,True
0,7,0,672fe334ee9f,False,False,21,True
0,7,0,af0237172c91,True,True,7,True
0,7,0,6d2e5b0e6920,False,False,17,True
0,7,0,fe2307bf0319,False,False,19,True
0,7,0,ce75e997b900,True,True,10,True
0,7,0,48357880ca8c,True,True,3,True
0,7,0,d47e2e0c180c,True,False,2,True
0,7,0,539e7c1bbfa0,True,True,6,True
0,7,0,ddd670e124f2,True,True,4,True
0,7,0,9ddf45104ffd,False,False,18,True
0,7,0,4493302b736a,True,True,11,True
0,7,0,57007bcca47a,False,False,13,True
0,7,0,2b4b9c8b5543,False,False,15,True
0,7,0,10236abd113a,True,True,9,True
0,7,0,415cff2db4aa,False,False,20,True
0,7,0,4f7e2b15ee69,False,False,12,True
0,7,1,386db0dd4622,True,True,6,True
0,7,1,e8c3c160abd5,False,False,19,True
0,7,1,31e094f32d8e,False,False,18,True
0,7,1,6f695e934b83,False,False,20,True
0,7,1,ae97cc51e468,False,False,17,True
0,7,1,6b80cf93dac4,False,False,16,True
0,7,1,b5e5e0abbb6a,False,False,24,True
0,7,1,9ce4decc3c54,False,False,22,True
0,7,1,b3222adbf033,False,False,23,True
0,7,1,31757713e10f,False,False,21,True
0,7,1,ba6fa2221e15,True,True,7,True
0,7,1,a2b6e228a581,True,False,5,True
0,7,1,6fc0cabc764d,True,False,3,True
0,7,1,e03a901e995e,True,True,1,True
0,7,1,52935183960c,True,False,2,True
0,7,1,db96a36de4cd,True,False,8,True
0,7,1,ff72bf618571,True,False,4,True
0,7,1,bc2f9d6388a6,True,False,9,True
0,7,1,ba00584e5b83,False,False,10,True
0,7,1,e2da733f4872,False,False,12,True
0,7,1,a8b5ab0bdb49,False,False,11,True
0,7,1,87f04f73f2b2,False,False,15,True
0,7,1,4ef9132d302b,False,False,14,True
0,7,1,3f3d6740b415,False,False,13,True
0,8,0,6926fa8f3791,True,True,6,True
0,8,0,f6b0e0bc0e4c,False,False,19,True
0,8,0,82880d5d5ba5,False,False,14,True
0,8,0,bf1172f4f82c,False,False,16,True
0,8,0,13f49740de81,True,True,9,True
0,8,0,eec6d1013763,False,False,20,True
0,8,0,7df25c606f4e,True,True,10,True
0,8,0,2c1ac368c67b,False,False,18,True
0,8,0,85435ed26bd0,True,True,11,True
0,8,0,c94c990a7e6d,True,True,13,True
0,8,0,9cd0017f4fd4,False,False,15,True
0,8,0,3ab4ef5cb1e5,True,True,1,True
0,8,0,0aa6d07eff82,True,True,5,True
0,8,0,61dd58039adc,True,True,2,True
0,8,0,5014e67354f1,True,True,4,True
0,8,0,54c7fdf24370,True,True,3,True
0,8,0,9f5264bce1df,True,True,12,True
0,8,0,a55835504990,True,True,7,True
0,8,0,262effedc807,False,False,17,True
0,8,0,87e2354c0bef,True,True,8,True
0,8,1,2d51981e949a,True,True,7,True
0,8,1,0f63bdc382f9,False,False,23,True
0,8,1,f80e001b28c1,True,True,13,True
0,8,1,2ae4d870e508,False,False,22,True
0,8,1,69e80b53c318,False,False,24,True
0,8,1,2dfbdc3e49bf,True,True,10,True
0,8,1,2f6f0cfb5bf3,False,False,19,True
0,8,1,6afe2f7a0b1d,True,True,9,True
0,8,1,f68e8f58e2e1,True,True,12,True
0,8,1,b2a2364c1424,True,True,2,True
0,8,1,3f1234024f19,True,True,6,True
0,8,1,ed91a18d8a00,True,True,5,True
0,8,1,e41a3029465a,True,True,14,True
0,8,1,fff9d08b9b8d,True,True,16,True
0,8,1,d9fec37ff7fe,False,False,17,True
0,8,1,eade575eebd5,False,False,18,True
0,8,1,a27242e28623,False,False,20,True
0,8,1,c35073409f9e,True,True,11,True
0,8,1,094e6cc2d816,True,True,15,True
0,8,1,74e9b298f759,True,True,8,True
0,8,1,0890e47008f1,True,True,3,True
0,8,1,c12ac0ca622a,True,True,1,True
0,8,1,4b06f5f1aa65,True,True,4,True
0,8,1,63cfc74532df,False,False,21,True
0,9,0,d792f14b1572,False,False,10,True
0,9,0,53682b699d11,False,False,22,True
0,9,0,7ab3f28f3b83,False,False,23,True
0,9,0,d91d5bf938a6,False,False,24,True
0,9,0,5946cb18a2f8,False,False,17,True
0,9,0,ef8908215cd3,True,True,7,True
0,9,0,1299f494fbaa,True,True,5,True
0,9,0,ff94bbe061e0,True,True,4,True
0,9,0,aabc71bc2adb,True,True,3,True
0,9,0,58fc8683c2aa,True,True,2,True
0,9,0,4c0288ef8b6f,True,True,1,True
0,9,0,df42989277fc,False,False,14,True
0,9,0,baba815918f5,True,True,6,True
0,9,0,4fbcb1a15561,False,False,19,True
0,9,0,b838f5a07a40,True,True,8,True
0,9,0,62d7b4ee2410,False,False,18,True
0,9,0,ead81df094aa,False,False,11,True
0,9,0,76b20e6f964d,False,False,21,True
0,9,0,d6e5597a5422,False,False,13,True
0,9,0,f27aa0e787c4,False,False,16,True
0,9,0,9e46c8812ef8,False,False,20,True
0,9,0,7ee285b96e3d,False,False,9,True
0,9,0,b57a2a068b1f,False,False,15,True
0,9,0,98515aa0812f,False,False,12,True
0,9,1,c38f9627b9d7,False,False,16,True
0,9,1,5cddf2f312b0,True,True,10,True
0,9,1,75e0c32e81c6,False,False,19,True
0,9,1,d0a5c3ee002f,True,True,9,True
0,9,1,70c0c5d64870,False,False,17,True
0,9,1,232d5e50997d,True,True,2,True
0,9,1,217c6b63802d,True,True,1,True
0,9,1,e429baaf94e1,True,True,3,True
0,9,1,10808079a18f,False,False,11,True
0,9,1,b46cc394cf7f,False,False,15,True
0,9,1,f1c899587278,False,False,13,True
0,9,1,46d4a904f942,False,False,14,True
0,9,1,552ad0eb2045,False,False,12,True
0,9,1,d81077f623e3,True,True,4,True
0,9,1,182f5577d6c8,True,True,7,True
0,9,1,605da585d410,True,True,6,True
0,9,1,10b54683f253,True,True,5,True
0,9,1,258eedc830d0,True,True,8,True
0,9,1,0f21f7f123da,False,False,18,True
1,1,0,6c5d701d5ec7,True,True,1,True
1,1,0,3e8da3a764f1,True,True,9,True
1,1,0,fa58e38030a6,True,True,22,True
1,1,0,fa832bede57c,True,True,24,True
1,1,0,cf6bb2dfdc80,False,False,28,True
1,1,0,4352e4743b39,True,True,19,True
1,1,0,6da3a4e03536,True,True,26,True
1,1,0,ef35ecd6b23f,True,True,27,True
1,1,0,53775080cfc0,True,True,4,True
1,1,0,329716499a79,True,True,25,True
1,1,0,3801102e7d04,True,True,23,True
1,1,0,6df8a5b512a3,True,True,2,True
1,1,0,a684ab1de1c8,True,True,6,True
1,1,0,aca2acfe264b,True,True,5,True
1,1,0,0da3c384940a,True,True,7,True
1,1,0,3f9958707a1c,True,True,3,True
1,1,0,3adc07cb1d50,True,True,8,True
1,1,0,2bc2cd98ff10,True,True,15,True
1,1,0,a56e1a2b69be,True,True,16,True
1,1,0,5b87218205ef,True,True,21,True
1,1,0,3d5cb71463e8,True,True,20,True
1,1,0,1eef2e608a52,True,True,13,True
1,1,0,7e14635fd460,True,True,17,True
1,1,0,25c7cec23a6f,True,True,18,True
1,1,0,e64ff46e2351,True,True,14,True
1,1,0,8dfc66c021c9,True,True,11,True
1,1,0,5879859f8882,True,True,10,True
1,1,0,9215f16f6d8a,True,True,12,True
1,1,1,ae2b61b5b023,False,False,8,True
1,1,1,e52940fe13c7,True,False,2,True
1,1,1,0853dd0b1eef,True,False,6,True
1,1,1,d6beba1aecf8,False,False,17,True
1,1,1,6ed173c1fbb8,False,False,11,True
1,1,1,c80c0fccba64,False,False,13,True
1,1,1,cec646ab87d5,False,False,9,True
1,1,1,1575ebe41d05,True,True,1,True
1,1,1,c73858aee3d1,True,True,3,True
1,1,1,52cd6cf001e1,True,True,4,True
1,1,1,600728826197,False,False,18,True
1,1,1,9c99ed8fe629,False,False,14,True
1,1,1,16125eb5d1b6,True,True,5,True
1,1,1,2d1fcd71c4be,False,False,15,True
1,1,1,4a76d1db3205,False,False,7,True
1,1,1,09f99e6d3bc7,False,False,10,True
1,1,1,b06740ed95e9,False,False,12,True
1,1,1,407a3a9cd8c5,False,False,16,True
1,2,0,55794e3bb4ee,True,True,3,True
1,2,0,76a2dff3a130,True,False,2,True
1,2,0,49aa997c015d,True,True,4,True
1,2,0,f966054e0bcb,True,False,7,True
1,2,0,7cc4d81e24db,False,False,23,True
1,2,0,de172d1401db,False,False,9,True
1,2,0,6dd2fd972d53,False,False,10,True
1,2,0,54de6fd34334,False,False,16,True
1,2,0,3844e2205e7c,False,False,14,True
1,2,0,a7cbd365fe60,True,False,1,True
1,2,0,ce16c7b183cf,True,False,6,True
1,2,0,e70295b62c2b,False,False,13,True
1,2,0,1a0356fb35ee,False,False,15,True
1,2,0,146aaec45d01,False,False,22,True
1,2,0,d6adbbb0ba75,False,False,12,True
1,2,0,25df94d2065c,False,False,17,True
1,2,0,170df54abfc2,False,False,8,True
1,2,0,5a2bc1d64975,False,False,19,True
1,2,0,625ff33ed3a3,False,False,11,True
1,2,0,a65b7d415ebc,False,False,18,True
1,2,0,619440c70b64,False,False,21,True
1,2,0,f3efe401f9b7,False,False,20,True
1,2,0,4705e6dd362d,True,False,5,True
1,2,1,040a68b25b68,False,False,27,True
1,2,1,dad04c7d7c32,False,False,26,True
1,2,1,d60de79ec8f4,False,False,28,True
1,2,1,7d882ba83880,False,False,29,True
1,2,1,6ae12fc76a02,True,False,21,True
1,2,1,b342d9cb0825,False,False,25,True
1,2,1,4f3684e80a72,False,False,24,True
1,2,1,b5c6559c2154,True,False,15,True
1,2,1,1303cd5211d0,True,False,22,True
1,2,1,ba38dbba58da,True,False,20,True
1,2,1,aa2942537e10,True,False,23,True
1,2,1,fc8426601147,True,False,19,True
1,2,1,ff4e342e0bc7,True,False,1,True
1,2,1,498c9a90943f,True,False,2,True
1,2,1,7810f0e2fa8d,True,False,3,True
1,2,1,34ba24871d9a,True,False,5,True
1,2,1,87c4b7d15382,True,False,13,True
1,2,1,467256b795ac,True,False,6,True
1,2,1,f36072b292c6,True,False,16,True
1,2,1,f6987de79d6d,True,False,17,True
1,2,1,5604d53f13d6,True,False,9,True
1,2,1,fc3ad04dcab0,True,False,18,True
1,2,1,703f609a6bfd,True,False,11,True
1,2,1,737fe35f0a93,True,False,12,True
1,2,1,503ccf7afa78,True,False,8,True
1,2,1,a50b42a74e4b,True,False,14,True
1,2,1,4d6e2a2243df,True,False,7,True
1,2,1,6f0b7df1a77c,True,False,10,True
1,2,1,144bcf166fac,True,False,4,True
1,3,0,ce16f3cbf60b,False,False,25,True
1,3,0,4b62200c85f1,True,True,2,True
1,3,0,b1ad752c14a5,False,False,15,True
1,3,0,9461a208e455,False,False,11,True
1,3,0,075f4f65f888,False,False,22,True
1,3,0,71f4bee96df9,False,False,23,True
1,3,0,6a4cf3d37a26,False,False,26,True
1,3,0,a47c5594e525,False,False,27,True
1,3,0,e2be456137cc,True,True,4,True
1,3,0,c45a6b9ae50c,False,False,9,True
1,3,0,e26cefb42c80,False,False,28,True
1,3,0,f5b928e972e7,True,True,1,True
1,3,0,ca965906f164,True,True,7,True
1,3,0,43b95098fa9d,True,True,6,True
1,3,0,04528430e6a7,False,False,24,True
1,3,0,288ad8918a91,False,False,8,True
1,3,0,a5bd5fbb2cb3,True,True,3,True
1,3,0,14396f81c618,True,True,5,True
1,3,0,0d94bb566d29,False,False,10,True
1,3,0,6ec44afdebb6,False,False,13,True
1,3,0,46ca268821e7,False,False,12,True
1,3,0,5bae2f9a3656,False,False,14,True
1,3,0,00edce184f3a,False,False,16,True
1,3,0,75c815e7a8ce,False,False,18,True
1,3,0,b543855005aa,False,False,19,True
1,3,0,dc96c42241ea,False,False,20,True
1,3,0,e92956f38d7e,False,False,21,True
1,3,0,33c5f2849a6d,False,False,17,True
1,3,1,1370db392725,True,True,3,True
1,3,1,ee126b94e676,True,True,1,True
1,3,1,e738d7245b37,True,False,2,True
1,3,1,f6747d710ddf,False,False,4,True
1,3,1,8503e87a0fa9,False,False,12,True
1,3,1,1bfb242b59ef,False,False,8,True
1,3,1,5d91f08e853e,False,False,19,True
1,3,1,cfaa368895ff,False,False,13,True
1,3,1,1814e16bc3b6,False,False,20,True
1,3,1,9ebfd46c0196,False,False,9,True
1,3,1,b972dddebb27,False,False,7,True
1,3,1,1a7b72b5e74c,False,False,5,True
1,3,1,45d0a2da9692,False,False,10,True
1,3,1,26878a26e8f7,False,False,15,True
1,3,1,bd5162553611,False,False,11,True
1,3,1,c1def6ea2b23,False,False,6,True
1,3,1,ab26f627a513,False,False,14,True
1,3,1,1bc80d3eec69,False,False,17,True
1,3,1,f4dfe1d94839,False,False,18,True
1,3,1,0c2c88943075,False,False,16,True
1,4,0,7c375cc27c90,False,False,18,True
1,4,0,0f92aaafb91d,True,True,12,True
1,4,0,9eba716655d3,True,True,13,True
1,4,0,3ec7bfc7e8d6,True,True,14,True
1,4,0,bb565393311d,True,True,17,True
1,4,0,e296d8c68b31,True,True,16,True
1,4,0,ac0980336c02,True,True,9,True
1,4,0,b11d4c11f70d,True,True,11,True
1,4,0,a9b25f106681,True,True,1,True
1,4,0,22284b9b08fa,True,True,4,True
1,4,0,64ab7c4a061b,True,True,10,True
1,4,0,2a4254f18392,True,True,7,True
1,4,0,b41b30957c05,True,True,2,True
1,4,0,53bacb9ab161,True,True,3,True
1,4,0,f22988269338,True,True,15,True
1,4,0,db6836365e76,True,True,6,True
1,4,0,18ae1bd72552,True,True,5,True
1,4,0,18fde32086ed,True,True,8,True
1,4,1,ba4952ddb3db,False,False,23,True
1,4,1,77ade95d0ac2,False,False,17,True
1,4,1,da2aca80e0c5,True,True,12,True
1,4,1,8bc98cf9071b,False,False,22,True
1,4,1,d31dc726d1b2,False,False,20,True
1,4,1,a203d832245c,False,False,24,True
1,4,1,7f0dad913c75,True,True,5,True
1,4,1,40d4d91d1282,False,False,21,True
1,4,1,1e97c754e41c,True,True,11,True
1,4,1,bb250ee829b2,False,False,18,True
1,4,1,f6bafd9aab31,True,True,2,True
1,4,1,f3c4240f36ef,True,True,1,True
1,4,1,7c6887614d72,True,True,3,True
1,4,1,754d14ab2c96,True,True,10,True
1,4,1,5eaeac08d90e,True,True,4,True
1,4,1,64ea63285b04,True,True,8,True
1,4,1,e3c86ca0b866,False,False,15,True
1,4,1,b9ababc34a28,False,False,19,True
1,4,1,0fa2b3408564,False,False,16,True
