seed,target,level,budget,expected_standardized_regret,regret_reduction_vs_source,top1,top5,top10,target4_primary,same_label_oracle_accessed,pass
3,3,1,16,0.1214775473384535,0.7175055035090041,0.1298828125,0.576171875,0.85400390625,0,0,1
3,3,1,32,0.11138398768538146,0.7275990631620761,0.12158203125,0.6650390625,0.93798828125,0,0,1
3,3,1,FULL,0.1483050847457627,0.6906779661016949,0.0,1.0,1.0,0,0,1
3,5,0,1,0.2285548618861607,0.6553737095424107,0.08203125,0.27294921875,0.4228515625,0,0,1
3,5,0,2,0.19483729771205358,0.6890912737165178,0.09326171875,0.3349609375,0.4716796875,0,0,1
3,5,0,4,0.17918287004743305,0.7047457013811383,0.1181640625,0.376953125,0.5224609375,0,0,1
3,5,0,8,0.16750117710658483,0.7164273943219865,0.13232421875,0.45166015625,0.59130859375,0,0,1
3,5,0,16,0.16580418178013392,0.7181243896484375,0.16015625,0.52978515625,0.68212890625,0,0,1
3,5,0,32,0.16972242082868305,0.7142061505998883,0.1748046875,0.66455078125,0.79931640625,0,0,1
3,5,0,FULL,0.2232142857142857,0.6607142857142857,0.0,1.0,1.0,0,0,1
3,5,1,1,0.2864667784492924,0.4022124668337265,0.07666015625,0.2724609375,0.37451171875,0,0,1
3,5,1,2,0.23485982642983488,0.45381941885318405,0.07275390625,0.275390625,0.37548828125,0,0,1
3,5,1,4,0.21073251400353774,0.4779467312794812,0.08447265625,0.287109375,0.38134765625,0,0,1
3,5,1,8,0.18806889372051888,0.5006103515625,0.07275390625,0.296875,0.380859375,0,0,1
3,5,1,16,0.17372448039504718,0.5149547648879718,0.056640625,0.2578125,0.3486328125,0,0,1
3,5,1,32,0.16736645968455188,0.521312785598467,0.02734375,0.18310546875,0.28076171875,0,0,1
3,5,1,FULL,0.21226415094339623,0.4764150943396227,0.0,0.0,0.0,0,0,1
3,6,0,1,0.33385863733905574,0.49446754291845496,0.03515625,0.14111328125,0.265625,0,0,1
3,6,0,2,0.25610037218347637,0.5722258080740343,0.037109375,0.18603515625,0.32958984375,0,0,1
3,6,0,4,0.20774585903969953,0.6205803212178111,0.0458984375,0.2275390625,0.392578125,0,0,1
3,6,0,8,0.18135981089055792,0.6469663693669527,0.0751953125,0.283203125,0.50048828125,0,0,1
3,6,0,16,0.16498667180793986,0.6633395084495708,0.11474609375,0.40283203125,0.619140625,0,0,1
3,6,0,32,0.12639359240879822,0.7019325878487125,0.1826171875,0.58349609375,0.79833984375,0,0,1
3,6,0,FULL,0.0042918454935621025,0.8240343347639486,0.0,1.0,1.0,0,0,1
3,6,1,1,0.35154387910487284,0.6103205276747881,0.04296875,0.16357421875,0.287109375,0,0,1
3,6,1,2,0.28822042174258466,0.6736439850370762,0.0576171875,0.21923828125,0.3662109375,0,0,1
3,6,1,4,0.23781158964512705,0.7240528171345338,0.0810546875,0.287109375,0.45947265625,0,0,1
3,6,1,8,0.19431110963983042,0.7675532971398304,0.10986328125,0.361328125,0.5390625,0,0,1
3,6,1,16,0.14914923199152536,0.8127151747881356,0.12109375,0.4638671875,0.66845703125,0,0,1
3,6,1,32,0.09558726165254233,0.8662771451271185,0.1357421875,0.6337890625,0.845703125,0,0,1
3,6,1,FULL,0.021186440677966028,0.9406779661016949,0.0,1.0,1.0,0,0,1
3,7,0,1,0.32162982047872346,0.4358169880319148,0.08447265625,0.298828125,0.462890625,0,0,1
3,7,0,2,0.2387508311170213,0.518695977393617,0.14892578125,0.44189453125,0.63671875,0,0,1
3,7,0,4,0.17101687167553198,0.5864299368351062,0.23193359375,0.55517578125,0.74755859375,0,0,1
3,7,0,8,0.12429978390957452,0.6331470246010638,0.3349609375,0.69970703125,0.84765625,0,0,1
3,7,0,16,0.08770985704787239,0.6697369514627659,0.4765625,0.83447265625,0.94580078125,0,0,1
3,7,0,32,0.03942195811170216,0.7180248503989362,0.71533203125,0.95947265625,0.998046875,0,0,1
3,7,0,FULL,0.0,0.7574468085106383,1.0,1.0,1.0,0,0,1
3,7,1,1,0.37854524585308047,0.46979598637440767,0.02783203125,0.1689453125,0.3271484375,0,0,1
3,7,1,2,0.2745019994075829,0.5738392328199052,0.044921875,0.212890625,0.390625,0,0,1
3,7,1,4,0.21039136552132692,0.6379498667061612,0.04443359375,0.2099609375,0.38525390625,0,0,1
3,7,1,8,0.1514620667950236,0.6968791654324645,0.03662109375,0.220703125,0.39306640625,0,0,1
3,7,1,16,0.117185185870853,0.7311560463566351,0.02197265625,0.15283203125,0.35205078125,0,0,1
3,7,1,32,0.08807112707345965,0.7602701051540285,0.0048828125,0.06689453125,0.23193359375,0,0,1
3,7,1,FULL,0.07109004739336491,0.7772511848341233,0.0,0.0,0.0,0,0,1
3,8,0,1,0.39169009701236257,0.2127055073832418,0.02099609375,0.099609375,0.1923828125,0,0,1
3,8,0,2,0.30134733430631866,0.3030482700892857,0.037109375,0.14697265625,0.2646484375,0,0,1
3,8,0,4,0.211178957760989,0.39321664663461536,0.0576171875,0.20947265625,0.36572265625,0,0,1
3,8,0,8,0.14734825721153844,0.4570473471840659,0.06005859375,0.26904296875,0.4765625,0,0,1
3,8,0,16,0.11052058293269229,0.49387502146291207,0.0947265625,0.32958984375,0.59228515625,0,0,1
3,8,0,32,0.0896183894230769,0.5147772149725275,0.08447265625,0.3671875,0.72119140625,0,0,1
3,8,0,FULL,0.10989010989010994,0.4945054945054944,0.0,0.0,1.0,0,0,1
3,8,1,1,0.3973606057363014,0.4473882527111873,0.0126953125,0.0791015625,0.1767578125,0,0,1
3,8,1,2,0.35116786172945214,0.49358099671803657,0.01953125,0.11669921875,0.248046875,0,0,1
3,8,1,4,0.28292665525114163,0.5618222031963471,0.0380859375,0.18310546875,0.34130859375,0,0,1
3,8,1,8,0.21585375642123295,0.6288951020262558,0.05078125,0.24658203125,0.45068359375,0,0,1
3,8,1,16,0.17325957833904118,0.6714892801084476,0.076171875,0.396484375,0.66650390625,0,0,1
3,8,1,32,0.16641472246004574,0.678334135987443,0.11376953125,0.6279296875,0.9072265625,0,0,1
3,8,1,FULL,0.16438356164383566,0.6803652968036531,0.0,1.0,1.0,0,0,1
3,9,0,1,0.38094910189636755,0.3284526075053419,0.025390625,0.154296875,0.291015625,0,0,1
3,9,0,2,0.297137920673077,0.41226378872863245,0.0498046875,0.19140625,0.33837890625,0,0,1
3,9,0,4,0.21041374532585472,0.4989879640758547,0.0634765625,0.25390625,0.4462890625,0,0,1
3,9,0,8,0.1222873263888889,0.5871143830128205,0.076171875,0.35546875,0.5732421875,0,0,1
3,9,0,16,0.08118406116452992,0.6282176482371795,0.06884765625,0.421875,0.70703125,0,0,1
3,9,0,32,0.06022552751068376,0.6491761818910257,0.04638671875,0.5224609375,0.84619140625,0,0,1
3,9,0,FULL,0.08119658119658114,0.6282051282051283,0.0,1.0,1.0,0,0,1
3,9,1,1,0.39599609375,0.32858017743644075,0.02783203125,0.12744140625,0.24658203125,0,0,1
3,9,1,2,0.3046895689883475,0.41988670219809326,0.04150390625,0.18115234375,0.326171875,0,0,1
3,9,1,4,0.21714653403072037,0.5074297371557204,0.06201171875,0.251953125,0.42138671875,0,0,1
3,9,1,8,0.12371929621292375,0.600856974973517,0.109375,0.349609375,0.56005859375,0,0,1
3,9,1,16,0.062744140625,0.6618321305614407,0.08837890625,0.474609375,0.72607421875,0,0,1
3,9,1,32,0.012891866393008471,0.7116844047934323,0.0439453125,0.63623046875,0.9013671875,0,0,1
3,9,1,FULL,0.0,0.7245762711864407,0.0,1.0,1.0,0,0,1
4,1,0,1,0.36421498081140347,0.4691183525219299,0.0439453125,0.15869140625,0.2802734375,0,0,1
4,1,0,2,0.30020516378837714,0.5331281695449562,0.04443359375,0.22119140625,0.37646484375,0,0,1
4,1,0,4,0.2072454084429824,0.626087924890351,0.0751953125,0.2919921875,0.4814453125,0,0,1
4,1,0,8,0.14308782209429818,0.6902455112390352,0.1083984375,0.40380859375,0.63037109375,0,0,1
4,1,0,16,0.09640984786184204,0.7369234854714913,0.1640625,0.5419921875,0.791015625,0,0,1
4,1,0,32,0.07818710594846481,0.7551462273848686,0.189453125,0.72265625,0.95703125,0,0,1
4,1,0,FULL,0.2499999999999999,0.5833333333333335,0.0,1.0,1.0,0,0,1
4,1,1,1,0.383582998853211,0.44210507454128434,0.0380859375,0.1357421875,0.2529296875,0,0,1
4,1,1,2,0.31429633744266056,0.5113917359518347,0.056640625,0.21435546875,0.34521484375,0,0,1
4,1,1,4,0.24662682769495411,0.5790612456995412,0.08837890625,0.291015625,0.4677734375,0,0,1
4,1,1,8,0.18721330275229356,0.6384747706422018,0.12939453125,0.39208984375,0.60693359375,0,0,1
4,1,1,16,0.11882704988532106,0.7068610235091743,0.2138671875,0.56640625,0.78515625,0,0,1
4,1,1,32,0.058548953555045816,0.7671391198394495,0.2666015625,0.84326171875,0.9609375,0,0,1
4,1,1,FULL,0.03211009174311917,0.7935779816513762,0.0,1.0,1.0,0,0,1
4,2,0,1,0.4588997718131188,0.2490210202660892,0.02197265625,0.08935546875,0.17626953125,0,0,1
4,2,0,2,0.3944732363861386,0.31344755569306937,0.02490234375,0.11181640625,0.20458984375,0,0,1
4,2,0,4,0.35641872292698024,0.35150206915222776,0.025390625,0.1220703125,0.212890625,0,0,1
4,2,0,8,0.32410030553836633,0.38382048654084167,0.0234375,0.11328125,0.2099609375,0,0,1
4,2,0,16,0.30471167233910895,0.40320911974009904,0.0224609375,0.10302734375,0.20263671875,0,0,1
4,2,0,32,0.2974623878403465,0.4104584042388615,0.0029296875,0.046875,0.1220703125,0,0,1
4,2,0,FULL,0.34653465346534656,0.36138613861386143,0.0,0.0,0.0,0,0,1
4,2,1,1,0.365234375,0.5426603618421053,0.07470703125,0.31005859375,0.4833984375,0,0,1
4,2,1,2,0.29074578536184215,0.6171489514802632,0.13671875,0.41455078125,0.6044921875,0,0,1
4,2,1,4,0.22954144394188597,0.6783532929002194,0.20458984375,0.53369140625,0.72900390625,0,0,1
4,2,1,8,0.19695509525767546,0.7109396415844298,0.28857421875,0.650390625,0.81689453125,0,0,1
4,2,1,16,0.15097527754934215,0.7569194592927632,0.40283203125,0.74755859375,0.89599609375,0,0,1
4,2,1,32,0.0869568941885965,0.8209378426535088,0.6298828125,0.89501953125,0.97314453125,0,0,1
4,2,1,FULL,0.0,0.9078947368421053,1.0,1.0,1.0,0,0,1
4,3,0,1,0.31527628940818575,0.370564418556416,0.0234375,0.1318359375,0.2734375,0,0,1
4,3,0,2,0.2202883019911504,0.4655524059734513,0.04150390625,0.21728515625,0.369140625,0,0,1
4,3,0,4,0.1403246854258849,0.5455160225387168,0.06396484375,0.27001953125,0.46728515625,0,0,1
4,3,0,8,0.08793383573008844,0.5979068722345133,0.08447265625,0.3525390625,0.603515625,0,0,1
4,3,0,16,0.06313735826880526,0.6227033496957964,0.10009765625,0.46240234375,0.732421875,0,0,1
4,3,0,32,0.05234331789269906,0.6334973900719026,0.09326171875,0.62451171875,0.884765625,0,0,1
4,3,0,FULL,0.07079646017699102,0.6150442477876107,0.0,1.0,1.0,0,0,1
4,3,1,1,0.34528548869680853,0.3866294049202127,0.0361328125,0.1787109375,0.32177734375,0,0,1
4,3,1,2,0.25353848071808505,0.4783764128989362,0.06640625,0.2548828125,0.4267578125,0,0,1
4,3,1,4,0.15870802859042552,0.5732068650265957,0.10400390625,0.3740234375,0.58349609375,0,0,1
4,3,1,8,0.09874916888297869,0.6331657247340425,0.12548828125,0.494140625,0.7490234375,0,0,1
4,3,1,16,0.07752451795212764,0.6543903756648936,0.1396484375,0.63134765625,0.9013671875,0,0,1
4,3,1,32,0.07949842087765957,0.6524164727393617,0.1044921875,0.783203125,0.986328125,0,0,1
4,3,1,FULL,0.09787234042553193,0.6340425531914893,0.0,1.0,1.0,0,0,1
4,5,0,1,0.28916648582175936,0.7015742549189814,0.12109375,0.3916015625,0.56640625,0,0,1
4,5,0,2,0.22164803964120378,0.769092701099537,0.1728515625,0.46044921875,0.61572265625,0,0,1
4,5,0,4,0.18103027343750006,0.8097104673032407,0.2041015625,0.4794921875,0.65576171875,0,0,1
4,5,0,8,0.15347629123263895,0.8372644495081019,0.21337890625,0.49951171875,0.6767578125,0,0,1
4,5,0,16,0.13730423538773157,0.8534365053530093,0.232421875,0.5009765625,0.69873046875,0,0,1
4,5,0,32,0.12863950376157413,0.8621012369791667,0.212890625,0.548828125,0.74560546875,0,0,1
4,5,0,FULL,0.08333333333333341,0.9074074074074074,0.0,1.0,1.0,0,0,1
4,5,1,1,0.27071306346792035,0.6540656975940266,0.0322265625,0.16845703125,0.361328125,0,0,1
4,5,1,2,0.2331975076050885,0.6915812534568584,0.0322265625,0.17724609375,0.37646484375,0,0,1
4,5,1,4,0.21220465465984512,0.7125741064021018,0.03662109375,0.16796875,0.357421875,0,0,1
4,5,1,8,0.1910692063053097,0.7337095547566372,0.0302734375,0.154296875,0.29833984375,0,0,1
4,5,1,16,0.18634627350663716,0.7384324875553098,0.0087890625,0.099609375,0.23779296875,0,0,1
4,5,1,32,0.17048577502765483,0.7542929860342921,0.0,0.029296875,0.1298828125,0,0,1
4,5,1,FULL,0.10619469026548668,0.8185840707964602,0.0,0.0,0.0,0,0,1
4,6,0,1,0.3134378441629957,0.5984564289647576,0.03466796875,0.1630859375,0.296875,0,0,1
4,6,0,2,0.2370401121971366,0.6748541609306167,0.04931640625,0.228515625,0.384765625,0,0,1
4,6,0,4,0.16317843130506615,0.7487158418226871,0.06640625,0.28662109375,0.4541015625,0,0,1
4,6,0,8,0.1084543639867842,0.8034399091409691,0.08349609375,0.31591796875,0.50927734375,0,0,1
4,6,0,16,0.06555874862334808,0.8463355245044052,0.0732421875,0.33544921875,0.57470703125,0,0,1
4,6,0,32,0.03568755162444939,0.8762067215033039,0.05859375,0.34033203125,0.67919921875,0,0,1
4,6,0,FULL,0.013215859030837078,0.8986784140969162,0.0,0.0,1.0,0,0,1
4,6,1,1,0.35075292545995673,0.2856107109036796,0.01611328125,0.0859375,0.1875,0,0,1
4,6,1,2,0.28955289502164505,0.3468107413419913,0.01708984375,0.091796875,0.1953125,0,0,1
4,6,1,4,0.22306420792748918,0.4132994284361472,0.0185546875,0.1142578125,0.22314453125,0,0,1
4,6,1,8,0.17686350108225107,0.4595001352813853,0.01416015625,0.0859375,0.19384765625,0,0,1
4,6,1,16,0.138764880952381,0.49759875541125537,0.00439453125,0.04248046875,0.1396484375,0,0,1
4,6,1,32,0.10615995332792211,0.5302036830357142,0.0,0.00732421875,0.0478515625,0,0,1
4,6,1,FULL,0.09523809523809536,0.541125541125541,0.0,0.0,0.0,0,0,1
4,7,0,1,0.31096248183139524,0.6890375181686048,0.03125,0.1650390625,0.31884765625,0,0,1
4,7,0,2,0.23909656613372082,0.7609034338662792,0.044921875,0.201171875,0.35302734375,0,0,1
4,7,0,4,0.18536746002906965,0.8146325399709303,0.03564453125,0.2080078125,0.37646484375,0,0,1
4,7,0,8,0.14957530886627896,0.850424691133721,0.0263671875,0.1865234375,0.3623046875,0,0,1
4,7,0,16,0.12878361191860452,0.8712163880813955,0.02001953125,0.14501953125,0.30078125,0,0,1
4,7,0,32,0.09653888081395336,0.9034611191860467,0.0029296875,0.060546875,0.16943359375,0,0,1
4,7,0,FULL,0.06046511627906958,0.9395348837209304,0.0,0.0,0.0,0,0,1
4,7,1,1,0.4517632715450311,0.4115907657220496,0.06201171875,0.25244140625,0.3857421875,0,0,1
4,7,1,2,0.37503639363354035,0.48831764363354035,0.09375,0.29833984375,0.466796875,0,0,1
4,7,1,4,0.29786672651397517,0.5654873107531055,0.1240234375,0.376953125,0.55078125,0,0,1
4,7,1,8,0.24161126746894412,0.6217427697981366,0.12939453125,0.40234375,0.60986328125,0,0,1
4,7,1,16,0.22719938858695654,0.6361546486801242,0.12060546875,0.41650390625,0.64111328125,0,0,1
4,7,1,32,0.25161648388975155,0.6117375533773292,0.0791015625,0.390625,0.68603515625,0,0,1
4,7,1,FULL,0.34161490683229806,0.5217391304347827,0.0,0.0,1.0,0,0,1
4,8,0,1,0.44619140625,0.17508518949468088,0.0244140625,0.11962890625,0.24609375,0,0,1
4,8,0,2,0.36845703124999996,0.2528195644946809,0.04833984375,0.19482421875,0.34521484375,0,0,1
4,8,0,4,0.29292927194148927,0.3283473238031916,0.07177734375,0.2841796875,0.46875,0,0,1
4,8,0,8,0.22663730053191486,0.394639295212766,0.10791015625,0.3916015625,0.62744140625,0,0,1
4,8,0,16,0.17124335106382974,0.45003324468085115,0.18505859375,0.5751953125,0.80126953125,0,0,1
4,8,0,32,0.12390292553191487,0.497373670212766,0.3515625,0.7861328125,0.9326171875,0,0,1
4,8,0,FULL,0.0,0.6212765957446809,1.0,1.0,1.0,0,0,1
4,8,1,1,0.43587634632888345,0.4087838478458739,0.01806640625,0.099609375,0.18310546875,0,0,1
4,8,1,2,0.33731464274878636,0.507345551425971,0.02685546875,0.1318359375,0.2509765625,0,0,1
4,8,1,4,0.24996681583737862,0.5946933783373787,0.03955078125,0.1826171875,0.337890625,0,0,1
4,8,1,8,0.1819866884101941,0.6626735057645632,0.06591796875,0.25146484375,0.40966796875,0,0,1
4,8,1,16,0.12629655263956302,0.7183636415351944,0.056640625,0.306640625,0.51953125,0,0,1
4,8,1,32,0.08265700849514554,0.7620031856796118,0.06689453125,0.36962890625,0.66162109375,0,0,1
4,8,1,FULL,0.04368932038834938,0.800970873786408,0.0,0.0,1.0,0,0,1
4,9,0,1,0.4542756453804348,0.22398522418478256,0.0205078125,0.1142578125,0.23193359375,0,0,1
4,9,0,2,0.3646887737771739,0.31357209578804346,0.0419921875,0.18359375,0.33154296875,0,0,1
4,9,0,4,0.27246518342391307,0.4057956861413043,0.07568359375,0.30029296875,0.4931640625,0,0,1
4,9,0,8,0.17881071671195653,0.49945015285326083,0.130859375,0.45068359375,0.67822265625,0,0,1
4,9,0,16,0.0979662024456522,0.5802946671195651,0.20458984375,0.6572265625,0.87744140625,0,0,1
4,9,0,32,0.03931937839673917,0.6389414911684782,0.28955078125,0.89111328125,0.9873046875,0,0,1
4,9,0,FULL,0.039130434782608796,0.6391304347826086,0.0,1.0,1.0,0,0,1
4,9,1,1,0.42364792596726186,0.17159016927083326,0.015625,0.07275390625,0.14013671875,0,0,1
4,9,1,2,0.36365211123511904,0.2315859840029761,0.02099609375,0.0947265625,0.16748046875,0,0,1
4,9,1,4,0.3027413504464286,0.29249674479166654,0.01513671875,0.0888671875,0.16650390625,0,0,1
4,9,1,8,0.25153111049107146,0.34370698474702366,0.02001953125,0.087890625,0.150390625,0,0,1
4,9,1,16,0.22293526785714285,0.3723028273809523,0.00634765625,0.0546875,0.1044921875,0,0,1
4,9,1,32,0.19496605282738097,0.4002720424107141,0.0009765625,0.01806640625,0.0341796875,0,0,1
4,9,1,FULL,0.19047619047619058,0.40476190476190455,0.0,0.0,0.0,0,0,1
