path,sha256,bytes,blob,commit
oaci/reports/C84_MULTIDATASET_EXTERNAL_VALIDITY_PROTOCOL_V3.json,cd338bf1b97180b27dd42471dd2a67768194b74ed9896275424591d17e970ce0,8334,be9e0d74fa1a251853e18a8b564be52d241ad5ed,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84_MULTIDATASET_EXTERNAL_VALIDITY_PROTOCOL_V3.sha256,9b40e381a742adff018b95f38065935adafd3e42f4754fa84fe3fe29709ea680,118,65413d1a3928196d11bdc81aea3d0a27ae3f82b4,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84_FIELD_GENERATION_PROTOCOL_V7.json,9db0219befecb11cf72386b96e28ee9d9430c3df5d7947298f102492f072b737,5313,9b47f7a7b39b5092f0a2d3740b853ba6c53d7fbc,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84_FIELD_GENERATION_PROTOCOL_V7.sha256,cb124e03dde06893de6f9fa99b831185f264ca80bdbaf78ef53bc64da0ab36c4,104,34e3138f8507dd678e7b965d721085cbb796fd1a,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84F_FULL_FIELD_EXECUTION_AND_MANIFEST_PROTOCOL_V2.json,dafc44dbc24ea5d4d1cea61207479cbd986c9f8129b111682a00f15a44b1d15d,3229,009cfae0db800c02fb9ee84e35f76e4625bd8dd0,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84F_FULL_FIELD_EXECUTION_AND_MANIFEST_PROTOCOL_V2.sha256,40b071b8aecb27f4ac5672ca44ef417f6d830ad01bbc4534a46ca0463d7e6356,122,ded3124d08040fbf8c3b4c1020da9e1e677e161d,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84_SCIENTIFIC_ANALYSIS_PROTOCOL_V3.json,bf6c7f718413b4b2ac2ad9786aa2e47dc045a536e7237d5d8c0464b6598130b8,3297,60ed33e6e69327f1ab3b389fe983d8695e15d7bb,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84_SCIENTIFIC_ANALYSIS_PROTOCOL_V3.sha256,c9ae6ddd2f5095fbcf0809b8f527b7ed6ffc7d7d6f9cf0fcd7fca14a78c95b17,107,7a73e9af5127ad15af5bcce3d1a46f7cfb56578b,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84L1_FIXED_PANEL_SUPPORT_DELETION_PROTOCOL.json,b9fed16afe9961d0d25f4801fa29859a8acb87c091e125ffe57e20e72ad00f35,3339,00fe5c640c2b051b78487b6e287712e67802b5c2,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84L1_FIXED_PANEL_SUPPORT_DELETION_PROTOCOL.sha256,857caf1139e43ec1d78d10cc37c636aa4153defc923cf9af1d526b1645f47bae,115,6b879725f142f313eaa5b3e72f703ba4df118593,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84L1R1_FLOAT32_LINEAR_REPLAY_REPAIR_PROTOCOL.json,2e199f6f63dffd1b02c1e31102ed189e31bf6e4961465394230f8e9de1d4ddf0,3298,c66746a9cae5bfca6467c0fd3280b6a45fc5cd8a,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84L1R1_FLOAT32_LINEAR_REPLAY_REPAIR_PROTOCOL.sha256,e4c22f3e075565b57545a377fdbb240bb7e6431a7406d795a577babc0eb520b3,117,9e36f531bd18cee2e85cacbd37867121db0c6ecc,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84FL2_DUAL_LEVEL_FULL_FIELD_RECONCILIATION_PROTOCOL.json,2ac679a5308d5d972b14d38e01cbc0d875ca6c5e547b752945fc831e38081f62,5697,3000ddc8abf02e61e8d4741e7902c80c5e1438a7,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/C84FL2_DUAL_LEVEL_FULL_FIELD_RECONCILIATION_PROTOCOL.sha256,dbb39a95efa374f948005345e506cf6078207a0b501a4b7ef04b86aff9ee91a4,124,e2a3775dfe4f654a80a173e28efc3b61b0ccc702,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/c84fl2_tables/dual_canary_reuse_registry.csv,ce126edb69df0c1724c3ed4ba0c303c1cb4160abccf98a2eabc57acb98c3cda9,680767,51855cd43ee8a44e2c5952db33fcb09c10de5e89,3dd69b9636cf479080e64b0ef0e3071c781a264f
oaci/reports/c84fl2_tables/operative_complete_unit_registry_replay.csv,b0117d94f221eaab1b49b7181f3a026a77ee19ee4e1f7e8e9b9de541c7d45591,515432,8b2b842f64eea0f6513bd34be58cef10f625c8a6,3dd69b9636cf479080e64b0ef0e3071c781a264f
