dataset,backbone,feature_object,training_method,heldout_subject,seed,policy,accepted,refusal_reason,policy_positive,rank,chance,source_task_full,source_task_after_erasure,source_cv_task_drop,subject_decode_full,subject_decode_after_erasure,subject_decode_random,subject_decode_reduction,subject_reduction_vs_random,task_direction_consistency,task_direction_consistency_p,config_hash,git_sha,gated_target_bacc,identity_target_bacc,gated_minus_identity
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G2,True,,,7,0.25,0.36337209302325585,0.3674418604651163,-0.004069767441860439,0.7917675544794189,0.0774818401937046,0.7968523002421308,0.7142857142857143,0.7193704600484262,0.30365984118622086,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42361111111111116,0.4392361111111111,-0.015624999999999944
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G3,True,,,7,0.25,0.36337209302325585,0.3674418604651163,-0.004069767441860439,0.7917675544794189,0.0774818401937046,0.7968523002421308,0.7142857142857143,0.7193704600484262,0.30365984118622086,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42361111111111116,0.4392361111111111,-0.015624999999999944
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,G0,True,,,7,0.25,0.4058139534883721,0.4215116279069767,-0.01569767441860459,0.8547215496368039,0.06779661016949153,0.8538740920096852,0.7869249394673123,0.7860774818401937,0.2808053717105714,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2899305555555556,0.2795138888888889,0.010416666666666685
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,G1,True,,,7,0.25,0.4058139534883721,0.4215116279069767,-0.01569767441860459,0.8547215496368039,0.06779661016949153,0.8538740920096852,0.7869249394673123,0.7860774818401937,0.2808053717105714,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2899305555555556,0.2795138888888889,0.010416666666666685
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,G2,True,,,7,0.25,0.4058139534883721,0.4215116279069767,-0.01569767441860459,0.8547215496368039,0.06779661016949153,0.8538740920096852,0.7869249394673123,0.7860774818401937,0.2808053717105714,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2899305555555556,0.2795138888888889,0.010416666666666685
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,G3,True,,,7,0.25,0.4058139534883721,0.4215116279069767,-0.01569767441860459,0.8547215496368039,0.06779661016949153,0.8538740920096852,0.7869249394673123,0.7860774818401937,0.2808053717105714,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2899305555555556,0.2795138888888889,0.010416666666666685
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,G0,True,,,7,0.25,0.4058139534883721,0.43139534883720926,-0.025581395348837133,0.8547215496368039,0.07021791767554479,0.8501210653753025,0.7845036319612592,0.7799031476997578,0.24656597980229666,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2934027777777778,0.2986111111111111,-0.005208333333333315
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,G1,True,,,7,0.25,0.4058139534883721,0.43139534883720926,-0.025581395348837133,0.8547215496368039,0.07021791767554479,0.8501210653753025,0.7845036319612592,0.7799031476997578,0.24656597980229666,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2934027777777778,0.2986111111111111,-0.005208333333333315
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,G2,True,,,7,0.25,0.4058139534883721,0.43139534883720926,-0.025581395348837133,0.8547215496368039,0.07021791767554479,0.8501210653753025,0.7845036319612592,0.7799031476997578,0.24656597980229666,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2934027777777778,0.2986111111111111,-0.005208333333333315
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,G3,True,,,7,0.25,0.4058139534883721,0.43139534883720926,-0.025581395348837133,0.8547215496368039,0.07021791767554479,0.8501210653753025,0.7845036319612592,0.7799031476997578,0.24656597980229666,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2934027777777778,0.2986111111111111,-0.005208333333333315
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,G0,True,,,7,0.25,0.42093023255813955,0.44302325581395346,-0.022093023255813915,0.8305084745762712,0.07506053268765134,0.8200968523002423,0.7554479418886199,0.745036319612591,0.33897036711221734,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3020833333333333,0.3038194444444444,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,G1,True,,,7,0.25,0.42093023255813955,0.44302325581395346,-0.022093023255813915,0.8305084745762712,0.07506053268765134,0.8200968523002423,0.7554479418886199,0.745036319612591,0.33897036711221734,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3020833333333333,0.3038194444444444,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,G2,True,,,7,0.25,0.42093023255813955,0.44302325581395346,-0.022093023255813915,0.8305084745762712,0.07506053268765134,0.8200968523002423,0.7554479418886199,0.745036319612591,0.33897036711221734,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3020833333333333,0.3038194444444444,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,G3,True,,,7,0.25,0.42093023255813955,0.44302325581395346,-0.022093023255813915,0.8305084745762712,0.07506053268765134,0.8200968523002423,0.7554479418886199,0.745036319612591,0.33897036711221734,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3020833333333333,0.3038194444444444,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,G0,True,,,7,0.25,0.3569767441860465,0.37034883720930234,-0.013372093023255816,0.7651331719128329,0.053268765133171914,0.7625907990314771,0.711864406779661,0.7093220338983052,0.20898290345402668,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42187500000000006,0.4305555555555556,-0.008680555555555525
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,G1,True,,,7,0.25,0.3569767441860465,0.37034883720930234,-0.013372093023255816,0.7651331719128329,0.053268765133171914,0.7625907990314771,0.711864406779661,0.7093220338983052,0.20898290345402668,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42187500000000006,0.4305555555555556,-0.008680555555555525
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,G2,True,,,7,0.25,0.3569767441860465,0.37034883720930234,-0.013372093023255816,0.7651331719128329,0.053268765133171914,0.7625907990314771,0.711864406779661,0.7093220338983052,0.20898290345402668,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42187500000000006,0.4305555555555556,-0.008680555555555525
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,G3,True,,,7,0.25,0.3569767441860465,0.37034883720930234,-0.013372093023255816,0.7651331719128329,0.053268765133171914,0.7625907990314771,0.711864406779661,0.7093220338983052,0.20898290345402668,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.42187500000000006,0.4305555555555556,-0.008680555555555525
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,G0,True,,,7,0.25,0.3633720930232558,0.36686046511627907,-0.003488372093023273,0.7990314769975787,0.07263922518159806,0.7921307506053268,0.7263922518159807,0.7194915254237287,0.14929162899115764,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3663194444444444,0.34895833333333337,0.01736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,G1,True,,,7,0.25,0.3633720930232558,0.36686046511627907,-0.003488372093023273,0.7990314769975787,0.07263922518159806,0.7921307506053268,0.7263922518159807,0.7194915254237287,0.14929162899115764,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3663194444444444,0.34895833333333337,0.01736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,G2,True,,,7,0.25,0.3633720930232558,0.36686046511627907,-0.003488372093023273,0.7990314769975787,0.07263922518159806,0.7921307506053268,0.7263922518159807,0.7194915254237287,0.14929162899115764,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3663194444444444,0.34895833333333337,0.01736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,G3,True,,,7,0.25,0.3633720930232558,0.36686046511627907,-0.003488372093023273,0.7990314769975787,0.07263922518159806,0.7921307506053268,0.7263922518159807,0.7194915254237287,0.14929162899115764,0.009950248756218905,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3663194444444444,0.34895833333333337,0.01736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,G0,True,,,7,0.25,0.3936046511627907,0.40813953488372096,-0.014534883720930258,0.7772397094430993,0.043583535108958835,0.774818401937046,0.7336561743341404,0.7312348668280871,0.26905889426311974,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.44270833333333337,0.4930555555555555,-0.050347222222222154
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,G1,True,,,7,0.25,0.3936046511627907,0.40813953488372096,-0.014534883720930258,0.7772397094430993,0.043583535108958835,0.774818401937046,0.7336561743341404,0.7312348668280871,0.26905889426311974,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.44270833333333337,0.4930555555555555,-0.050347222222222154
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,G2,True,,,7,0.25,0.3936046511627907,0.40813953488372096,-0.014534883720930258,0.7772397094430993,0.043583535108958835,0.774818401937046,0.7336561743341404,0.7312348668280871,0.26905889426311974,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.44270833333333337,0.4930555555555555,-0.050347222222222154
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,G3,True,,,7,0.25,0.3936046511627907,0.40813953488372096,-0.014534883720930258,0.7772397094430993,0.043583535108958835,0.774818401937046,0.7336561743341404,0.7312348668280871,0.26905889426311974,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.44270833333333337,0.4930555555555555,-0.050347222222222154
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,G0,True,,,7,0.25,0.4046511627906977,0.40813953488372096,-0.003488372093023273,0.8329297820823245,0.06295399515738499,0.8338983050847458,0.7699757869249395,0.7709443099273608,0.24366738595267642,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2586805555555556,0.2604166666666667,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,G1,True,,,7,0.25,0.4046511627906977,0.40813953488372096,-0.003488372093023273,0.8329297820823245,0.06295399515738499,0.8338983050847458,0.7699757869249395,0.7709443099273608,0.24366738595267642,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2586805555555556,0.2604166666666667,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,G2,True,,,7,0.25,0.4046511627906977,0.40813953488372096,-0.003488372093023273,0.8329297820823245,0.06295399515738499,0.8338983050847458,0.7699757869249395,0.7709443099273608,0.24366738595267642,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2586805555555556,0.2604166666666667,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,G3,True,,,7,0.25,0.4046511627906977,0.40813953488372096,-0.003488372093023273,0.8329297820823245,0.06295399515738499,0.8338983050847458,0.7699757869249395,0.7709443099273608,0.24366738595267642,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2586805555555556,0.2604166666666667,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,G0,True,,,7,0.25,0.39767441860465114,0.3959302325581395,0.0017441860465116088,0.8159806295399515,0.06295399515738499,0.8043583535108958,0.7530266343825666,0.7414043583535108,0.2173180251047849,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.296875,0.30208333333333337,-0.00520833333333337
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,G1,True,,,7,0.25,0.39767441860465114,0.3959302325581395,0.0017441860465116088,0.8159806295399515,0.06295399515738499,0.8043583535108958,0.7530266343825666,0.7414043583535108,0.2173180251047849,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.296875,0.30208333333333337,-0.00520833333333337
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,G2,True,,,7,0.25,0.39767441860465114,0.3959302325581395,0.0017441860465116088,0.8159806295399515,0.06295399515738499,0.8043583535108958,0.7530266343825666,0.7414043583535108,0.2173180251047849,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.296875,0.30208333333333337,-0.00520833333333337
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,G3,True,,,7,0.25,0.39767441860465114,0.3959302325581395,0.0017441860465116088,0.8159806295399515,0.06295399515738499,0.8043583535108958,0.7530266343825666,0.7414043583535108,0.2173180251047849,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.296875,0.30208333333333337,-0.00520833333333337
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,G0,True,,,7,0.25,0.3941860465116279,0.39709302325581397,-0.0029069767441860517,0.8135593220338984,0.07021791767554479,0.7911622276029056,0.7433414043583536,0.7209443099273608,0.330549024966804,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2829861111111111,0.2951388888888889,-0.01215277777777779
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,G1,True,,,7,0.25,0.3941860465116279,0.39709302325581397,-0.0029069767441860517,0.8135593220338984,0.07021791767554479,0.7911622276029056,0.7433414043583536,0.7209443099273608,0.330549024966804,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2829861111111111,0.2951388888888889,-0.01215277777777779
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,G2,True,,,7,0.25,0.3941860465116279,0.39709302325581397,-0.0029069767441860517,0.8135593220338984,0.07021791767554479,0.7911622276029056,0.7433414043583536,0.7209443099273608,0.330549024966804,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2829861111111111,0.2951388888888889,-0.01215277777777779
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,G3,True,,,7,0.25,0.3941860465116279,0.39709302325581397,-0.0029069767441860517,0.8135593220338984,0.07021791767554479,0.7911622276029056,0.7433414043583536,0.7209443099273608,0.330549024966804,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2829861111111111,0.2951388888888889,-0.01215277777777779
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,G0,True,,,7,0.25,0.42558139534883727,0.4191860465116279,0.00639534883720938,0.7893462469733656,0.05569007263922518,0.7893462469733656,0.7336561743341404,0.7336561743341404,0.2559461746404427,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2638888888888889,0.2638888888888889,0.0
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,G1,True,,,7,0.25,0.42558139534883727,0.4191860465116279,0.00639534883720938,0.7893462469733656,0.05569007263922518,0.7893462469733656,0.7336561743341404,0.7336561743341404,0.2559461746404427,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2638888888888889,0.2638888888888889,0.0
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,G2,True,,,7,0.25,0.42558139534883727,0.4191860465116279,0.00639534883720938,0.7893462469733656,0.05569007263922518,0.7893462469733656,0.7336561743341404,0.7336561743341404,0.2559461746404427,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2638888888888889,0.2638888888888889,0.0
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,G3,True,,,7,0.25,0.42558139534883727,0.4191860465116279,0.00639534883720938,0.7893462469733656,0.05569007263922518,0.7893462469733656,0.7336561743341404,0.7336561743341404,0.2559461746404427,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2638888888888889,0.2638888888888889,0.0
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,G0,True,,,7,0.25,0.39651162790697675,0.40523255813953485,-0.0087209302325581,0.8280871670702179,0.06779661016949153,0.8311138014527846,0.7602905569007263,0.763317191283293,0.2802687634643807,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2760416666666667,0.2795138888888889,-0.00347222222222221
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,G1,True,,,7,0.25,0.39651162790697675,0.40523255813953485,-0.0087209302325581,0.8280871670702179,0.06779661016949153,0.8311138014527846,0.7602905569007263,0.763317191283293,0.2802687634643807,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2760416666666667,0.2795138888888889,-0.00347222222222221
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,G2,True,,,7,0.25,0.39651162790697675,0.40523255813953485,-0.0087209302325581,0.8280871670702179,0.06779661016949153,0.8311138014527846,0.7602905569007263,0.763317191283293,0.2802687634643807,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2760416666666667,0.2795138888888889,-0.00347222222222221
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,G3,True,,,7,0.25,0.39651162790697675,0.40523255813953485,-0.0087209302325581,0.8280871670702179,0.06779661016949153,0.8311138014527846,0.7602905569007263,0.763317191283293,0.2802687634643807,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2760416666666667,0.2795138888888889,-0.00347222222222221
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,G0,True,,,7,0.25,0.4267441860465116,0.44418604651162796,-0.017441860465116366,0.8256658595641646,0.09443099273607748,0.8167070217917676,0.7312348668280871,0.7222760290556901,0.331158181162758,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.24305555555555552,0.24826388888888887,-0.005208333333333343
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,G1,True,,,7,0.25,0.4267441860465116,0.44418604651162796,-0.017441860465116366,0.8256658595641646,0.09443099273607748,0.8167070217917676,0.7312348668280871,0.7222760290556901,0.331158181162758,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.24305555555555552,0.24826388888888887,-0.005208333333333343
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,G2,True,,,7,0.25,0.4267441860465116,0.44418604651162796,-0.017441860465116366,0.8256658595641646,0.09443099273607748,0.8167070217917676,0.7312348668280871,0.7222760290556901,0.331158181162758,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.24305555555555552,0.24826388888888887,-0.005208333333333343
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,G3,True,,,7,0.25,0.4267441860465116,0.44418604651162796,-0.017441860465116366,0.8256658595641646,0.09443099273607748,0.8167070217917676,0.7312348668280871,0.7222760290556901,0.331158181162758,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.24305555555555552,0.24826388888888887,-0.005208333333333343
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,6,0,G0,True,,,7,0.25,0.425,0.4127906976744187,0.012209302325581262,0.7990314769975787,0.053268765133171914,0.7891041162227603,0.7457627118644068,0.7358353510895884,0.2631150680306991,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3090277777777778,0.3107638888888889,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,6,0,G1,True,,,7,0.25,0.425,0.4127906976744187,0.012209302325581262,0.7990314769975787,0.053268765133171914,0.7891041162227603,0.7457627118644068,0.7358353510895884,0.2631150680306991,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3090277777777778,0.3107638888888889,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,6,0,G2,True,,,7,0.25,0.425,0.4127906976744187,0.012209302325581262,0.7990314769975787,0.053268765133171914,0.7891041162227603,0.7457627118644068,0.7358353510895884,0.2631150680306991,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3090277777777778,0.3107638888888889,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,6,0,G3,True,,,7,0.25,0.425,0.4127906976744187,0.012209302325581262,0.7990314769975787,0.053268765133171914,0.7891041162227603,0.7457627118644068,0.7358353510895884,0.2631150680306991,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.3090277777777778,0.3107638888888889,-0.001736111111111105
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,6,1,G0,True,,,7,0.25,0.40930232558139534,0.41104651162790695,-0.0017441860465116088,0.8135593220338984,0.0847457627118644,0.8053268765133172,0.728813559322034,0.7205811138014528,0.23802178409919614,0.007462686567164179,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.2725694444444444,0.2777777777777778,-0.00520833333333337
