dataset,target_subject,token_seed,rho,subj_decode_bacc,chance,subj_decodable,py_match_max,n_rows_kept_frac,kish_eff_n_frac,n_subj_diversity,l4_head_subj_align,l5_heldin_reliance,l5_minus_H0,cd_pred_rate,cd_pred_rate_minus_H0,reweight_task_bacc,reweight_task_drop,poscontrol_corrupt_task_bacc,poscontrol_corrupt_task_drop,poscontrol_corrupt_cd_minus_H0
BNCI2014_001,1,20260726,0.0,0.928,0.125,True,0.0,1.0,1.0,6,0.094,-0.0764,0.0,0.1259,0.0,0.6059,0.0,0.6059,0.0,0.0
BNCI2014_001,1,20260726,0.5,0.928,0.125,True,0.0,1.0,0.8065,6,0.0754,-0.046,0.0304,0.1224,-0.0035,0.6111,-0.0052,0.5365,0.0694,-0.0712
BNCI2014_001,1,20260726,0.8,0.928,0.125,True,0.0,1.0,0.5192,6,0.0826,0.0026,0.079,0.1311,0.0052,0.605,0.0009,0.3932,0.2127,-0.1233
BNCI2014_001,1,20260727,0.0,0.928,0.125,True,0.0,1.0,1.0,6,0.0364,0.0139,0.0,0.2378,0.0,0.6997,0.0,0.6997,0.0,0.0
BNCI2014_001,1,20260727,0.5,0.928,0.125,True,0.0,1.0,0.7597,6,0.0361,0.0052,-0.0087,0.2335,-0.0043,0.697,0.0026,0.5868,0.1128,-0.0312
BNCI2014_001,1,20260727,0.8,0.928,0.125,True,0.0,1.0,0.3754,6,0.0574,0.0278,0.0139,0.237,-0.0009,0.6693,0.0304,0.3889,0.3108,-0.0946
BNCI2014_001,1,20260728,0.0,0.928,0.125,True,0.0,1.0,1.0,6,0.1288,-0.0582,0.0,0.171,0.0,0.4523,0.0,0.4523,0.0,0.0
BNCI2014_001,1,20260728,0.5,0.928,0.125,True,0.0,1.0,0.7597,6,0.1197,-0.0321,0.026,0.1927,0.0217,0.4514,0.0009,0.3845,0.0677,-0.0417
BNCI2014_001,1,20260728,0.8,0.928,0.125,True,0.0,1.0,0.3754,6,0.1315,0.0035,0.0616,0.2066,0.0356,0.4314,0.0208,0.3411,0.1111,-0.0226
BNCI2014_001,2,20260721,0.0,0.9223,0.125,True,0.0,1.0,1.0,6,0.0181,0.0217,0.0,0.3134,0.0,0.5312,0.0,0.5312,0.0,0.0
BNCI2014_001,2,20260721,0.5,0.9223,0.125,True,0.0,1.0,0.8065,6,0.0201,0.0035,-0.0182,0.3186,0.0052,0.5139,0.0174,0.428,0.1033,-0.1762
BNCI2014_001,2,20260721,0.8,0.9223,0.125,True,0.0,1.0,0.5192,6,0.0263,-0.0061,-0.0278,0.3229,0.0095,0.4965,0.0347,0.3038,0.2274,-0.276
BNCI2014_001,2,20260722,0.0,0.9223,0.125,True,0.0,1.0,1.0,6,0.0207,0.026,0.0,0.1884,0.0,0.6944,0.0,0.6944,0.0,0.0
BNCI2014_001,2,20260722,0.5,0.9223,0.125,True,0.0,1.0,0.7597,6,0.0295,-0.0226,-0.0486,0.1727,-0.0156,0.6658,0.0286,0.4818,0.2127,-0.1076
BNCI2014_001,2,20260722,0.8,0.9223,0.125,True,0.0,1.0,0.3754,6,0.0624,-0.0946,-0.1207,0.1406,-0.0477,0.5764,0.1181,0.3281,0.3663,-0.1623
BNCI2014_001,2,20260723,0.0,0.9223,0.125,True,0.0,1.0,1.0,6,0.055,-0.0625,0.0,0.105,0.0,0.4071,0.0,0.4071,0.0,0.0
BNCI2014_001,2,20260723,0.5,0.9223,0.125,True,0.0,1.0,0.7597,6,0.0679,-0.0521,0.0104,0.099,-0.0061,0.3993,0.0078,0.329,0.0781,-0.0243
BNCI2014_001,2,20260723,0.8,0.9223,0.125,True,0.0,1.0,0.3754,6,0.0899,-0.0451,0.0174,0.0946,-0.0104,0.3663,0.0408,0.2708,0.1363,-0.0521
BNCI2014_001,2,20260724,0.0,0.9223,0.125,True,0.0,1.0,1.0,6,0.0358,0.0339,0.0,0.1901,0.0,0.691,0.0,0.691,0.0,0.0
BNCI2014_001,2,20260724,0.5,0.9223,0.125,True,0.0,1.0,0.7597,6,0.0299,-0.0269,-0.0608,0.1597,-0.0304,0.6536,0.0373,0.4896,0.2014,-0.0868
BNCI2014_001,2,20260724,0.8,0.9223,0.125,True,0.0,1.0,0.3754,6,0.059,-0.0894,-0.1233,0.1398,-0.0503,0.5755,0.1155,0.3307,0.3602,-0.1658
BNCI2014_001,2,20260725,0.0,0.9223,0.125,True,0.0,1.0,1.0,6,0.044,-0.0451,0.0,0.1632,0.0,0.546,0.0,0.546,0.0,0.0
BNCI2014_001,2,20260725,0.5,0.9223,0.125,True,0.0,1.0,0.7597,6,0.0622,-0.0443,0.0009,0.1536,-0.0095,0.526,0.02,0.4149,0.1311,-0.0582
BNCI2014_001,2,20260725,0.8,0.9223,0.125,True,0.0,1.0,0.3754,6,0.1057,-0.0356,0.0095,0.1241,-0.0391,0.4887,0.0573,0.3229,0.2231,-0.079
BNCI2014_001,2,20260726,0.0,0.9223,0.125,True,0.0,1.0,1.0,6,0.0561,0.0043,0.0,0.1354,0.0,0.5217,0.0,0.5217,0.0,0.0
BNCI2014_001,2,20260726,0.5,0.9223,0.125,True,0.0,1.0,0.8065,6,0.0627,0.0148,0.0104,0.1259,-0.0095,0.5191,0.0026,0.4514,0.0703,-0.0503
BNCI2014_001,2,20260726,0.8,0.9223,0.125,True,0.0,1.0,0.5192,6,0.0765,0.0122,0.0078,0.1389,0.0035,0.5,0.0217,0.329,0.1927,-0.112
BNCI2014_001,2,20260727,0.0,0.9223,0.125,True,0.0,1.0,1.0,6,0.038,-0.0174,0.0,0.3064,0.0,0.6832,0.0,0.6832,0.0,0.0
BNCI2014_001,2,20260727,0.5,0.9223,0.125,True,0.0,1.0,0.7597,6,0.0387,0.0139,0.0313,0.3073,0.0009,0.6849,-0.0017,0.5139,0.1693,-0.112
BNCI2014_001,2,20260727,0.8,0.9223,0.125,True,0.0,1.0,0.3754,6,0.0582,0.0399,0.0573,0.2839,-0.0226,0.6372,0.046,0.2977,0.3854,-0.2335
BNCI2014_001,2,20260728,0.0,0.9223,0.125,True,0.0,1.0,1.0,6,0.0176,0.0339,0.0,0.3108,0.0,0.6788,0.0,0.6788,0.0,0.0
BNCI2014_001,2,20260728,0.5,0.9223,0.125,True,0.0,1.0,0.7597,6,0.0198,0.0095,-0.0243,0.2899,-0.0208,0.6562,0.0226,0.5399,0.1389,-0.1432
BNCI2014_001,2,20260728,0.8,0.9223,0.125,True,0.0,1.0,0.3754,6,0.0386,-0.0043,-0.0382,0.2734,-0.0373,0.6068,0.072,0.3611,0.3177,-0.217
BNCI2014_001,3,20260721,0.0,0.9,0.125,True,0.0,1.0,1.0,6,0.0345,0.0165,0.0,0.1884,0.0,0.4358,0.0,0.4358,0.0,0.0
BNCI2014_001,3,20260721,0.5,0.9,0.125,True,0.0,1.0,0.7597,6,0.0556,-0.0069,-0.0234,0.2127,0.0243,0.3967,0.0391,0.3351,0.1007,-0.0078
BNCI2014_001,3,20260721,0.8,0.9,0.125,True,0.0,1.0,0.3754,6,0.0891,-0.0087,-0.0252,0.2335,0.0451,0.3689,0.0668,0.2821,0.1536,-0.1042
BNCI2014_001,3,20260722,0.0,0.9,0.125,True,0.0,1.0,1.0,6,0.0198,0.0122,0.0,0.3359,0.0,0.4583,0.0,0.4583,0.0,0.0
BNCI2014_001,3,20260722,0.5,0.9,0.125,True,0.0,1.0,0.7597,6,0.0318,-0.02,-0.0321,0.3811,0.0451,0.4089,0.0495,0.3715,0.0868,-0.0408
BNCI2014_001,3,20260722,0.8,0.9,0.125,True,0.0,1.0,0.3754,6,0.0626,-0.0252,-0.0373,0.3611,0.0252,0.3828,0.0755,0.3099,0.1484,-0.0877
BNCI2014_001,3,20260723,0.0,0.9,0.125,True,0.0,1.0,1.0,6,0.0359,0.0043,0.0,0.3672,0.0,0.4688,0.0,0.4688,0.0,0.0
BNCI2014_001,3,20260723,0.5,0.9,0.125,True,0.0,1.0,0.7597,6,0.0357,-0.0122,-0.0165,0.3168,-0.0503,0.4748,-0.0061,0.4219,0.0469,-0.2196
BNCI2014_001,3,20260723,0.8,0.9,0.125,True,0.0,1.0,0.3754,6,0.054,-0.0043,-0.0087,0.2274,-0.1398,0.4358,0.033,0.3429,0.1259,-0.283
BNCI2014_001,3,20260724,0.0,0.9,0.125,True,0.0,1.0,1.0,6,0.0392,0.0104,0.0,0.3333,0.0,0.4601,0.0,0.4601,0.0,0.0
BNCI2014_001,3,20260724,0.5,0.9,0.125,True,0.0,1.0,0.7597,6,0.0434,-0.0061,-0.0165,0.3759,0.0425,0.4201,0.0399,0.3819,0.0781,-0.1111
BNCI2014_001,3,20260724,0.8,0.9,0.125,True,0.0,1.0,0.3754,6,0.0739,-0.0286,-0.0391,0.3524,0.0191,0.3785,0.0816,0.2986,0.1615,-0.0877
BNCI2014_001,3,20260725,0.0,0.9,0.125,True,0.0,1.0,1.0,6,0.0259,0.0095,0.0,0.3924,0.0,0.4766,0.0,0.4766,0.0,0.0
BNCI2014_001,3,20260725,0.5,0.9,0.125,True,0.0,1.0,0.7597,6,0.035,0.0148,0.0052,0.3993,0.0069,0.4462,0.0304,0.3655,0.1111,-0.1267
BNCI2014_001,3,20260725,0.8,0.9,0.125,True,0.0,1.0,0.3754,6,0.063,-0.0061,-0.0156,0.3646,-0.0278,0.3967,0.0799,0.283,0.1936,-0.2535
BNCI2014_001,3,20260726,0.0,0.9,0.125,True,0.0,1.0,1.0,6,0.0298,-0.0035,0.0,0.5373,0.0,0.4401,0.0,0.4401,0.0,0.0
BNCI2014_001,3,20260726,0.5,0.9,0.125,True,0.0,1.0,0.7597,6,0.0339,-0.0052,-0.0017,0.4748,-0.0625,0.4401,0.0,0.4175,0.0226,-0.2092
BNCI2014_001,3,20260726,0.8,0.9,0.125,True,0.0,1.0,0.3754,6,0.0647,-0.0122,-0.0087,0.3099,-0.2274,0.4071,0.033,0.3446,0.0955,-0.2769
BNCI2014_001,3,20260727,0.0,0.9,0.125,True,0.0,1.0,1.0,6,0.0315,0.0095,0.0,0.4444,0.0,0.4844,0.0,0.4844,0.0,0.0
BNCI2014_001,3,20260727,0.5,0.9,0.125,True,0.0,1.0,0.7597,6,0.0319,-0.02,-0.0295,0.4167,-0.0278,0.4618,0.0226,0.408,0.0764,-0.0894
BNCI2014_001,3,20260727,0.8,0.9,0.125,True,0.0,1.0,0.3754,6,0.0471,-0.0052,-0.0148,0.3377,-0.1068,0.4158,0.0686,0.3082,0.1762,-0.2196
BNCI2014_001,3,20260728,0.0,0.9,0.125,True,0.0,1.0,1.0,6,0.0202,0.0017,0.0,0.4401,0.0,0.4332,0.0,0.4332,0.0,0.0
BNCI2014_001,3,20260728,0.5,0.9,0.125,True,0.0,1.0,0.7597,6,0.037,-0.0139,-0.0156,0.2648,-0.1753,0.4089,0.0243,0.375,0.0582,-0.3255
BNCI2014_001,3,20260728,0.8,0.9,0.125,True,0.0,1.0,0.3754,6,0.0948,-0.0477,-0.0495,0.0946,-0.3455,0.3524,0.0807,0.3099,0.1233,-0.4262
BNCI2014_001,4,20260721,0.0,0.944,0.125,True,0.0,1.0,1.0,6,0.0303,0.0026,0.0,0.1814,0.0,0.6424,0.0,0.6424,0.0,0.0
BNCI2014_001,4,20260721,0.5,0.944,0.125,True,0.0,1.0,0.8065,6,0.0256,0.013,0.0104,0.1788,-0.0026,0.6189,0.0234,0.5156,0.1267,-0.0981
BNCI2014_001,4,20260721,0.8,0.944,0.125,True,0.0,1.0,0.5192,6,0.0507,0.0165,0.0139,0.1875,0.0061,0.5729,0.0694,0.3229,0.3194,-0.1675
BNCI2014_001,4,20260722,0.0,0.944,0.125,True,0.0,1.0,1.0,6,0.1207,-0.079,0.0,0.1562,0.0,0.3785,0.0,0.3785,0.0,0.0
BNCI2014_001,4,20260722,0.5,0.944,0.125,True,0.0,1.0,0.7597,6,0.1227,-0.0712,0.0078,0.1649,0.0087,0.3655,0.013,0.2908,0.0877,-0.092
BNCI2014_001,4,20260722,0.8,0.944,0.125,True,0.0,1.0,0.3754,6,0.1353,-0.0538,0.0252,0.1649,0.0087,0.3316,0.0469,0.2622,0.1163,-0.0981
BNCI2014_001,4,20260723,0.0,0.944,0.125,True,0.0,1.0,1.0,6,0.0396,0.0061,0.0,0.1606,0.0,0.612,0.0,0.612,0.0,0.0
BNCI2014_001,4,20260723,0.5,0.944,0.125,True,0.0,1.0,0.7597,6,0.0354,-0.0104,-0.0165,0.1293,-0.0312,0.5998,0.0122,0.5182,0.0938,-0.0998
BNCI2014_001,4,20260723,0.8,0.944,0.125,True,0.0,1.0,0.3754,6,0.0791,-0.0399,-0.046,0.0755,-0.0851,0.52,0.092,0.4149,0.197,-0.1076
BNCI2014_001,4,20260724,0.0,0.944,0.125,True,0.0,1.0,1.0,6,0.0403,-0.0009,0.0,0.2595,0.0,0.6068,0.0,0.6068,0.0,0.0
BNCI2014_001,4,20260724,0.5,0.944,0.125,True,0.0,1.0,0.7597,6,0.0398,-0.0026,-0.0017,0.2292,-0.0304,0.5955,0.0113,0.5295,0.0773,-0.1302
BNCI2014_001,4,20260724,0.8,0.944,0.125,True,0.0,1.0,0.3754,6,0.0671,-0.0148,-0.0139,0.1658,-0.0938,0.5382,0.0686,0.3533,0.2535,-0.2014
BNCI2014_001,4,20260725,0.0,0.944,0.125,True,0.0,1.0,1.0,6,0.0279,0.0035,0.0,0.1892,0.0,0.5998,0.0,0.5998,0.0,0.0
BNCI2014_001,4,20260725,0.5,0.944,0.125,True,0.0,1.0,0.7597,6,0.0474,0.0078,0.0043,0.1936,0.0043,0.5825,0.0174,0.4566,0.1432,-0.0686
BNCI2014_001,4,20260725,0.8,0.944,0.125,True,0.0,1.0,0.3754,6,0.073,0.0095,0.0061,0.2144,0.0252,0.5312,0.0686,0.3056,0.2943,-0.0851
BNCI2014_001,4,20260726,0.0,0.944,0.125,True,0.0,1.0,1.0,6,0.0307,-0.0113,0.0,0.1988,0.0,0.6753,0.0,0.6753,0.0,0.0
BNCI2014_001,4,20260726,0.5,0.944,0.125,True,0.0,1.0,0.7597,6,0.0303,-0.033,-0.0217,0.1606,-0.0382,0.625,0.0503,0.5243,0.151,-0.0599
BNCI2014_001,4,20260726,0.8,0.944,0.125,True,0.0,1.0,0.3754,6,0.0659,-0.0269,-0.0156,0.1493,-0.0495,0.5512,0.1241,0.3724,0.303,-0.0833
BNCI2014_001,4,20260727,0.0,0.944,0.125,True,0.0,1.0,1.0,6,0.0443,0.0026,0.0,0.2509,0.0,0.6589,0.0,0.6589,0.0,0.0
BNCI2014_001,4,20260727,0.5,0.944,0.125,True,0.0,1.0,0.7597,6,0.0444,0.0078,0.0052,0.25,-0.0009,0.6311,0.0278,0.4748,0.184,-0.1337
BNCI2014_001,4,20260727,0.8,0.944,0.125,True,0.0,1.0,0.3754,6,0.0731,0.0026,0.0,0.2613,0.0104,0.5677,0.0911,0.2769,0.3819,-0.1849
BNCI2014_001,4,20260728,0.0,0.944,0.125,True,0.0,1.0,1.0,6,0.0203,-0.0026,0.0,0.1476,0.0,0.5139,0.0,0.5139,0.0,0.0
BNCI2014_001,4,20260728,0.5,0.944,0.125,True,0.0,1.0,0.7597,6,0.032,-0.0009,0.0017,0.151,0.0035,0.5113,0.0026,0.3993,0.1146,-0.0434
BNCI2014_001,4,20260728,0.8,0.944,0.125,True,0.0,1.0,0.3754,6,0.0626,-0.0069,-0.0043,0.1858,0.0382,0.474,0.0399,0.2995,0.2144,-0.0512
BNCI2014_001,5,20260721,0.0,0.8989,0.125,True,0.0,1.0,1.0,6,0.0505,-0.0069,0.0,0.4583,0.0,0.5113,0.0,0.5113,0.0,0.0
BNCI2014_001,5,20260721,0.5,0.8989,0.125,True,0.0,1.0,0.7597,6,0.0553,0.026,0.033,0.4661,0.0078,0.5104,0.0009,0.4479,0.0634,-0.1276
BNCI2014_001,5,20260721,0.8,0.8989,0.125,True,0.0,1.0,0.3754,6,0.0736,0.026,0.033,0.4774,0.0191,0.4705,0.0408,0.3524,0.1589,-0.151
BNCI2014_001,5,20260722,0.0,0.8989,0.125,True,0.0,1.0,1.0,6,0.0188,0.0226,0.0,0.27,0.0,0.6788,0.0,0.6788,0.0,0.0
BNCI2014_001,5,20260722,0.5,0.8989,0.125,True,0.0,1.0,0.7597,6,0.0427,0.0182,-0.0043,0.2717,0.0017,0.6528,0.026,0.5495,0.1293,-0.0095
BNCI2014_001,5,20260722,0.8,0.8989,0.125,True,0.0,1.0,0.3754,6,0.0671,0.0451,0.0226,0.2604,-0.0095,0.6076,0.0712,0.441,0.2378,-0.0712
BNCI2014_001,5,20260723,0.0,0.8989,0.125,True,0.0,1.0,1.0,6,0.023,0.0113,0.0,0.2752,0.0,0.5182,0.0,0.5182,0.0,0.0
BNCI2014_001,5,20260723,0.5,0.8989,0.125,True,0.0,1.0,0.7597,6,0.0267,0.0243,0.013,0.23,-0.0451,0.5278,-0.0095,0.4878,0.0304,-0.1293
BNCI2014_001,5,20260723,0.8,0.8989,0.125,True,0.0,1.0,0.3754,6,0.0533,0.0139,0.0026,0.1389,-0.1363,0.4748,0.0434,0.3759,0.1424,-0.1623
BNCI2014_001,5,20260724,0.0,0.8989,0.125,True,0.0,1.0,1.0,6,0.0449,0.0043,0.0,0.2595,0.0,0.5052,0.0,0.5052,0.0,0.0
BNCI2014_001,5,20260724,0.5,0.8989,0.125,True,0.0,1.0,0.7597,6,0.0364,-0.0009,-0.0052,0.2674,0.0078,0.4965,0.0087,0.401,0.1042,-0.0764
BNCI2014_001,5,20260724,0.8,0.8989,0.125,True,0.0,1.0,0.3754,6,0.0626,0.0148,0.0104,0.2578,-0.0017,0.4618,0.0434,0.3368,0.1684,-0.0946
BNCI2014_001,5,20260725,0.0,0.8989,0.125,True,0.0,1.0,1.0,6,0.0292,0.0174,0.0,0.3715,0.0,0.513,0.0,0.513,0.0,0.0
BNCI2014_001,5,20260725,0.5,0.8989,0.125,True,0.0,1.0,0.7597,6,0.0378,0.0304,0.013,0.3047,-0.0668,0.5321,-0.0191,0.4392,0.0738,-0.2509
BNCI2014_001,5,20260725,0.8,0.8989,0.125,True,0.0,1.0,0.3754,6,0.0795,0.0078,-0.0095,0.1597,-0.2118,0.4722,0.0408,0.3472,0.1658,-0.3273
BNCI2014_001,5,20260726,0.0,0.8989,0.125,True,0.0,1.0,1.0,6,0.0305,-0.0035,0.0,0.2752,0.0,0.487,0.0,0.487,0.0,0.0
BNCI2014_001,5,20260726,0.5,0.8989,0.125,True,0.0,1.0,0.7597,6,0.0355,-0.0156,-0.0122,0.3212,0.046,0.4583,0.0286,0.3889,0.0981,0.0078
BNCI2014_001,5,20260726,0.8,0.8989,0.125,True,0.0,1.0,0.3754,6,0.0561,-0.0139,-0.0104,0.342,0.0668,0.4054,0.0816,0.2986,0.1884,-0.013
BNCI2014_001,5,20260727,0.0,0.8989,0.125,True,0.0,1.0,1.0,6,0.0226,0.0156,0.0,0.276,0.0,0.5122,0.0,0.5122,0.0,0.0
BNCI2014_001,5,20260727,0.5,0.8989,0.125,True,0.0,1.0,0.7597,6,0.0267,0.0313,0.0156,0.2083,-0.0677,0.526,-0.0139,0.4661,0.046,-0.1562
BNCI2014_001,5,20260727,0.8,0.8989,0.125,True,0.0,1.0,0.3754,6,0.0565,0.0069,-0.0087,0.1311,-0.145,0.4731,0.0391,0.375,0.1372,-0.1571
BNCI2014_001,5,20260728,0.0,0.8989,0.125,True,0.0,1.0,1.0,6,0.0259,0.0035,0.0,0.322,0.0,0.5712,0.0,0.5712,0.0,0.0
BNCI2014_001,5,20260728,0.5,0.8989,0.125,True,0.0,1.0,0.7597,6,0.0399,0.0312,0.0278,0.3212,-0.0009,0.5799,-0.0087,0.5017,0.0694,-0.092
BNCI2014_001,5,20260728,0.8,0.8989,0.125,True,0.0,1.0,0.3754,6,0.07,0.0486,0.0451,0.2743,-0.0477,0.5295,0.0417,0.3889,0.1823,-0.1641
BNCI2014_001,6,20260721,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.1051,-0.0434,0.0,0.1528,0.0,0.3863,0.0,0.3863,0.0,0.0
BNCI2014_001,6,20260721,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.1256,-0.0495,-0.0061,0.1241,-0.0286,0.3741,0.0122,0.3134,0.0729,-0.0747
BNCI2014_001,6,20260721,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.1655,-0.0373,0.0061,0.072,-0.0807,0.3533,0.033,0.2613,0.125,-0.1363
BNCI2014_001,6,20260722,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0847,-0.0642,0.0,0.2188,0.0,0.4488,0.0,0.4488,0.0,0.0
BNCI2014_001,6,20260722,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0905,-0.0339,0.0304,0.1771,-0.0417,0.4575,-0.0087,0.4115,0.0373,-0.0651
BNCI2014_001,6,20260722,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0965,0.0035,0.0677,0.0807,-0.138,0.4366,0.0122,0.3429,0.1059,-0.1866
BNCI2014_001,6,20260723,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.064,0.0113,0.0,0.3559,0.0,0.5608,0.0,0.5608,0.0,0.0
BNCI2014_001,6,20260723,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0463,0.0234,0.0122,0.3299,-0.026,0.5694,-0.0087,0.4783,0.0825,-0.0851
BNCI2014_001,6,20260723,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0585,0.0286,0.0174,0.2674,-0.0885,0.5356,0.0252,0.3455,0.2153,-0.1944
BNCI2014_001,6,20260724,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0977,-0.0651,0.0,0.2214,0.0,0.4505,0.0,0.4505,0.0,0.0
BNCI2014_001,6,20260724,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0974,-0.0443,0.0208,0.2023,-0.0191,0.4427,0.0078,0.4167,0.0339,-0.0321
BNCI2014_001,6,20260724,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.1185,0.0078,0.0729,0.0903,-0.1311,0.4418,0.0087,0.3403,0.1102,-0.1814
BNCI2014_001,6,20260725,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0524,0.0252,0.0,0.2665,0.0,0.5833,0.0,0.5833,0.0,0.0
BNCI2014_001,6,20260725,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0414,0.0208,-0.0043,0.2839,0.0174,0.5651,0.0182,0.4731,0.1102,-0.0382
BNCI2014_001,6,20260725,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0563,0.0434,0.0182,0.2743,0.0078,0.513,0.0703,0.3655,0.2179,-0.0686
BNCI2014_001,6,20260726,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0497,0.0286,0.0,0.3429,0.0,0.5833,0.0,0.5833,0.0,0.0
BNCI2014_001,6,20260726,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0376,0.0208,-0.0078,0.3299,-0.013,0.5608,0.0226,0.4201,0.1632,-0.1441
BNCI2014_001,6,20260726,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0801,0.0451,0.0165,0.2431,-0.0998,0.5026,0.0807,0.2977,0.2856,-0.2422
BNCI2014_001,6,20260727,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0538,0.013,0.0,0.3212,0.0,0.454,0.0,0.454,0.0,0.0
BNCI2014_001,6,20260727,0.5,0.9108,0.125,True,0.0,1.0,0.8065,6,0.0514,0.0104,-0.0026,0.3464,0.0252,0.4453,0.0087,0.3507,0.1033,-0.2517
BNCI2014_001,6,20260727,0.8,0.9108,0.125,True,0.0,1.0,0.5192,6,0.0672,0.0095,-0.0035,0.3759,0.0547,0.3845,0.0694,0.2639,0.1901,-0.3212
BNCI2014_001,6,20260728,0.0,0.9108,0.125,True,0.0,1.0,1.0,6,0.0644,0.0139,0.0,0.2665,0.0,0.4965,0.0,0.4965,0.0,0.0
BNCI2014_001,6,20260728,0.5,0.9108,0.125,True,0.0,1.0,0.7597,6,0.0638,0.0009,-0.013,0.2396,-0.0269,0.4887,0.0078,0.3785,0.1181,-0.1181
BNCI2014_001,6,20260728,0.8,0.9108,0.125,True,0.0,1.0,0.3754,6,0.0836,0.0052,-0.0087,0.1797,-0.0868,0.4349,0.0616,0.2708,0.2257,-0.1823
BNCI2014_001,7,20260721,0.0,0.9501,0.125,True,0.0,1.0,1.0,6,0.0304,-0.0061,0.0,0.3047,0.0,0.5868,0.0,0.5868,0.0,0.0
