dataset,target_subject,token_seed,rho,py_match_max,n_rows_kept_frac,kish_eff_n_frac,n_subj_diversity
BNCI2014_001,3,20260726,0.5,0.0,1.0,0.7597,6
BNCI2014_001,3,20260726,0.8,0.0,1.0,0.3754,6
BNCI2014_001,3,20260727,0.0,0.0,1.0,1.0,6
BNCI2014_001,3,20260727,0.5,0.0,1.0,0.7597,6
BNCI2014_001,3,20260727,0.8,0.0,1.0,0.3754,6
BNCI2014_001,3,20260728,0.0,0.0,1.0,1.0,6
BNCI2014_001,3,20260728,0.5,0.0,1.0,0.7597,6
BNCI2014_001,3,20260728,0.8,0.0,1.0,0.3754,6
BNCI2014_001,4,20260721,0.0,0.0,1.0,1.0,6
BNCI2014_001,4,20260721,0.5,0.0,1.0,0.8065,6
BNCI2014_001,4,20260721,0.8,0.0,1.0,0.5192,6
BNCI2014_001,4,20260722,0.0,0.0,1.0,1.0,6
BNCI2014_001,4,20260722,0.5,0.0,1.0,0.7597,6
BNCI2014_001,4,20260722,0.8,0.0,1.0,0.3754,6
BNCI2014_001,4,20260723,0.0,0.0,1.0,1.0,6
BNCI2014_001,4,20260723,0.5,0.0,1.0,0.7597,6
BNCI2014_001,4,20260723,0.8,0.0,1.0,0.3754,6
BNCI2014_001,4,20260724,0.0,0.0,1.0,1.0,6
BNCI2014_001,4,20260724,0.5,0.0,1.0,0.7597,6
BNCI2014_001,4,20260724,0.8,0.0,1.0,0.3754,6
BNCI2014_001,4,20260725,0.0,0.0,1.0,1.0,6
BNCI2014_001,4,20260725,0.5,0.0,1.0,0.7597,6
BNCI2014_001,4,20260725,0.8,0.0,1.0,0.3754,6
BNCI2014_001,4,20260726,0.0,0.0,1.0,1.0,6
BNCI2014_001,4,20260726,0.5,0.0,1.0,0.7597,6
BNCI2014_001,4,20260726,0.8,0.0,1.0,0.3754,6
BNCI2014_001,4,20260727,0.0,0.0,1.0,1.0,6
BNCI2014_001,4,20260727,0.5,0.0,1.0,0.7597,6
BNCI2014_001,4,20260727,0.8,0.0,1.0,0.3754,6
BNCI2014_001,4,20260728,0.0,0.0,1.0,1.0,6
BNCI2014_001,4,20260728,0.5,0.0,1.0,0.7597,6
BNCI2014_001,4,20260728,0.8,0.0,1.0,0.3754,6
BNCI2014_001,5,20260721,0.0,0.0,1.0,1.0,6
BNCI2014_001,5,20260721,0.5,0.0,1.0,0.7597,6
BNCI2014_001,5,20260721,0.8,0.0,1.0,0.3754,6
BNCI2014_001,5,20260722,0.0,0.0,1.0,1.0,6
BNCI2014_001,5,20260722,0.5,0.0,1.0,0.7597,6
BNCI2014_001,5,20260722,0.8,0.0,1.0,0.3754,6
BNCI2014_001,5,20260723,0.0,0.0,1.0,1.0,6
BNCI2014_001,5,20260723,0.5,0.0,1.0,0.7597,6
BNCI2014_001,5,20260723,0.8,0.0,1.0,0.3754,6
BNCI2014_001,5,20260724,0.0,0.0,1.0,1.0,6
BNCI2014_001,5,20260724,0.5,0.0,1.0,0.7597,6
BNCI2014_001,5,20260724,0.8,0.0,1.0,0.3754,6
BNCI2014_001,5,20260725,0.0,0.0,1.0,1.0,6
BNCI2014_001,5,20260725,0.5,0.0,1.0,0.7597,6
BNCI2014_001,5,20260725,0.8,0.0,1.0,0.3754,6
BNCI2014_001,5,20260726,0.0,0.0,1.0,1.0,6
BNCI2014_001,5,20260726,0.5,0.0,1.0,0.7597,6
BNCI2014_001,5,20260726,0.8,0.0,1.0,0.3754,6
BNCI2014_001,5,20260727,0.0,0.0,1.0,1.0,6
BNCI2014_001,5,20260727,0.5,0.0,1.0,0.7597,6
BNCI2014_001,5,20260727,0.8,0.0,1.0,0.3754,6
BNCI2014_001,5,20260728,0.0,0.0,1.0,1.0,6
BNCI2014_001,5,20260728,0.5,0.0,1.0,0.7597,6
BNCI2014_001,5,20260728,0.8,0.0,1.0,0.3754,6
BNCI2014_001,6,20260721,0.0,0.0,1.0,1.0,6
BNCI2014_001,6,20260721,0.5,0.0,1.0,0.7597,6
BNCI2014_001,6,20260721,0.8,0.0,1.0,0.3754,6
BNCI2014_001,6,20260722,0.0,0.0,1.0,1.0,6
BNCI2014_001,6,20260722,0.5,0.0,1.0,0.7597,6
BNCI2014_001,6,20260722,0.8,0.0,1.0,0.3754,6
BNCI2014_001,6,20260723,0.0,0.0,1.0,1.0,6
BNCI2014_001,6,20260723,0.5,0.0,1.0,0.7597,6
BNCI2014_001,6,20260723,0.8,0.0,1.0,0.3754,6
BNCI2014_001,6,20260724,0.0,0.0,1.0,1.0,6
BNCI2014_001,6,20260724,0.5,0.0,1.0,0.7597,6
BNCI2014_001,6,20260724,0.8,0.0,1.0,0.3754,6
BNCI2014_001,6,20260725,0.0,0.0,1.0,1.0,6
BNCI2014_001,6,20260725,0.5,0.0,1.0,0.7597,6
BNCI2014_001,6,20260725,0.8,0.0,1.0,0.3754,6
BNCI2014_001,6,20260726,0.0,0.0,1.0,1.0,6
BNCI2014_001,6,20260726,0.5,0.0,1.0,0.7597,6
BNCI2014_001,6,20260726,0.8,0.0,1.0,0.3754,6
BNCI2014_001,6,20260727,0.0,0.0,1.0,1.0,6
BNCI2014_001,6,20260727,0.5,0.0,1.0,0.8065,6
BNCI2014_001,6,20260727,0.8,0.0,1.0,0.5192,6
BNCI2014_001,6,20260728,0.0,0.0,1.0,1.0,6
BNCI2014_001,6,20260728,0.5,0.0,1.0,0.7597,6
BNCI2014_001,6,20260728,0.8,0.0,1.0,0.3754,6
BNCI2014_001,7,20260721,0.0,0.0,1.0,1.0,6
BNCI2014_001,7,20260721,0.5,0.0,1.0,0.7597,6
BNCI2014_001,7,20260721,0.8,0.0,1.0,0.3754,6
BNCI2014_001,7,20260722,0.0,0.0,1.0,1.0,6
BNCI2014_001,7,20260722,0.5,0.0,1.0,0.7597,6
BNCI2014_001,7,20260722,0.8,0.0,1.0,0.3754,6
BNCI2014_001,7,20260723,0.0,0.0,1.0,1.0,6
BNCI2014_001,7,20260723,0.5,0.0,1.0,0.7597,6
BNCI2014_001,7,20260723,0.8,0.0,1.0,0.3754,6
BNCI2014_001,7,20260724,0.0,0.0,1.0,1.0,6
BNCI2014_001,7,20260724,0.5,0.0,1.0,0.7597,6
BNCI2014_001,7,20260724,0.8,0.0,1.0,0.3754,6
BNCI2014_001,7,20260725,0.0,0.0,1.0,1.0,6
BNCI2014_001,7,20260725,0.5,0.0,1.0,0.7597,6
BNCI2014_001,7,20260725,0.8,0.0,1.0,0.3754,6
BNCI2014_001,7,20260726,0.0,0.0,1.0,1.0,6
BNCI2014_001,7,20260726,0.5,0.0,1.0,0.7597,6
BNCI2014_001,7,20260726,0.8,0.0,1.0,0.3754,6
BNCI2014_001,7,20260727,0.0,0.0,1.0,1.0,6
BNCI2014_001,7,20260727,0.5,0.0,1.0,0.7597,6
BNCI2014_001,7,20260727,0.8,0.0,1.0,0.3754,6
BNCI2014_001,7,20260728,0.0,0.0,1.0,1.0,6
BNCI2014_001,7,20260728,0.5,0.0,1.0,0.8065,6
BNCI2014_001,7,20260728,0.8,0.0,1.0,0.5192,6
BNCI2014_001,8,20260721,0.0,0.0,1.0,1.0,6
BNCI2014_001,8,20260721,0.5,0.0,1.0,0.7597,6
BNCI2014_001,8,20260721,0.8,0.0,1.0,0.3754,6
BNCI2014_001,8,20260722,0.0,0.0,1.0,1.0,6
BNCI2014_001,8,20260722,0.5,0.0,1.0,0.7597,6
BNCI2014_001,8,20260722,0.8,0.0,1.0,0.3754,6
BNCI2014_001,8,20260723,0.0,0.0,1.0,1.0,6
BNCI2014_001,8,20260723,0.5,0.0,1.0,0.7597,6
BNCI2014_001,8,20260723,0.8,0.0,1.0,0.3754,6
BNCI2014_001,8,20260724,0.0,0.0,1.0,1.0,6
BNCI2014_001,8,20260724,0.5,0.0,1.0,0.7597,6
BNCI2014_001,8,20260724,0.8,0.0,1.0,0.3754,6
BNCI2014_001,8,20260725,0.0,0.0,1.0,1.0,6
BNCI2014_001,8,20260725,0.5,0.0,1.0,0.7597,6
BNCI2014_001,8,20260725,0.8,0.0,1.0,0.3754,6
BNCI2014_001,8,20260726,0.0,0.0,1.0,1.0,6
BNCI2014_001,8,20260726,0.5,0.0,1.0,0.7597,6
BNCI2014_001,8,20260726,0.8,0.0,1.0,0.3754,6
BNCI2014_001,8,20260727,0.0,0.0,1.0,1.0,6
BNCI2014_001,8,20260727,0.5,0.0,1.0,0.7597,6
BNCI2014_001,8,20260727,0.8,0.0,1.0,0.3754,6
BNCI2014_001,8,20260728,0.0,0.0,1.0,1.0,6
BNCI2014_001,8,20260728,0.5,0.0,1.0,0.7597,6
BNCI2014_001,8,20260728,0.8,0.0,1.0,0.3754,6
BNCI2014_001,9,20260721,0.0,0.0,1.0,1.0,6
BNCI2014_001,9,20260721,0.5,0.0,1.0,0.7597,6
BNCI2014_001,9,20260721,0.8,0.0,1.0,0.3754,6
BNCI2014_001,9,20260722,0.0,0.0,1.0,1.0,6
BNCI2014_001,9,20260722,0.5,0.0,1.0,0.7597,6
BNCI2014_001,9,20260722,0.8,0.0,1.0,0.3754,6
BNCI2014_001,9,20260723,0.0,0.0,1.0,1.0,6
BNCI2014_001,9,20260723,0.5,0.0,1.0,0.7597,6
BNCI2014_001,9,20260723,0.8,0.0,1.0,0.3754,6
BNCI2014_001,9,20260724,0.0,0.0,1.0,1.0,6
BNCI2014_001,9,20260724,0.5,0.0,1.0,0.7597,6
BNCI2014_001,9,20260724,0.8,0.0,1.0,0.3754,6
BNCI2014_001,9,20260725,0.0,0.0,1.0,1.0,6
BNCI2014_001,9,20260725,0.5,0.0,1.0,0.7597,6
BNCI2014_001,9,20260725,0.8,0.0,1.0,0.3754,6
BNCI2014_001,9,20260726,0.0,0.0,1.0,1.0,6
BNCI2014_001,9,20260726,0.5,0.0,1.0,0.7597,6
BNCI2014_001,9,20260726,0.8,0.0,1.0,0.3754,6
BNCI2014_001,9,20260727,0.0,0.0,1.0,1.0,6
BNCI2014_001,9,20260727,0.5,0.0,1.0,0.7597,6
BNCI2014_001,9,20260727,0.8,0.0,1.0,0.3754,6
BNCI2014_001,9,20260728,0.0,0.0,1.0,1.0,6
BNCI2014_001,9,20260728,0.5,0.0,1.0,0.7597,6
BNCI2014_001,9,20260728,0.8,0.0,1.0,0.3754,6
BNCI2015_001,10,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,10,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,10,20260721,0.8,0.0,1.0,0.7346,8
BNCI2015_001,10,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,10,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,10,20260722,0.8,0.0,1.0,0.7347,8
BNCI2015_001,10,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,10,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,10,20260723,0.8,0.0,1.0,0.7353,8
BNCI2015_001,10,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,10,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,10,20260724,0.8,0.0,1.0,0.7347,8
BNCI2015_001,10,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,10,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,10,20260725,0.8,0.0,1.0,0.7353,8
BNCI2015_001,10,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,10,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,10,20260726,0.8,0.0,1.0,0.735,8
BNCI2015_001,10,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,10,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,10,20260727,0.8,0.0,1.0,0.7351,8
BNCI2015_001,10,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,10,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,10,20260728,0.8,0.0,1.0,0.7353,8
BNCI2015_001,11,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,11,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,11,20260721,0.8,0.0,1.0,0.7347,8
BNCI2015_001,11,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,11,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,11,20260722,0.8,0.0,1.0,0.7353,8
BNCI2015_001,11,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,11,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,11,20260723,0.8,0.0,1.0,0.7353,8
BNCI2015_001,11,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,11,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,11,20260724,0.8,0.0,1.0,0.7346,8
BNCI2015_001,11,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,11,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,11,20260725,0.8,0.0,1.0,0.7347,8
BNCI2015_001,11,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,11,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,11,20260726,0.8,0.0,1.0,0.7349,8
BNCI2015_001,11,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,11,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,11,20260727,0.8,0.0,1.0,0.7346,8
BNCI2015_001,11,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,11,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,11,20260728,0.8,0.0,1.0,0.7347,8
BNCI2015_001,12,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,12,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,12,20260721,0.8,0.0,1.0,0.7348,8
BNCI2015_001,12,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,12,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,12,20260722,0.8,0.0,1.0,0.7368,8
BNCI2015_001,12,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,12,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,12,20260723,0.8,0.0,1.0,0.7352,8
BNCI2015_001,12,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,12,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,12,20260724,0.8,0.0,1.0,0.7347,8
BNCI2015_001,12,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,12,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,12,20260725,0.8,0.0,1.0,0.7346,8
BNCI2015_001,12,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,12,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,12,20260726,0.8,0.0,1.0,0.7346,8
BNCI2015_001,12,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,12,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,12,20260727,0.8,0.0,1.0,0.7346,8
BNCI2015_001,12,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,12,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,12,20260728,0.8,0.0,1.0,0.735,8
BNCI2015_001,1,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,1,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,1,20260721,0.8,0.0,1.0,0.7353,8
BNCI2015_001,1,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,1,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,1,20260722,0.8,0.0,1.0,0.7353,8
BNCI2015_001,1,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,1,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,1,20260723,0.8,0.0,1.0,0.7346,8
BNCI2015_001,1,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,1,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,1,20260724,0.8,0.0,1.0,0.7368,8
BNCI2015_001,1,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,1,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,1,20260725,0.8,0.0,1.0,0.7346,8
BNCI2015_001,1,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,1,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,1,20260726,0.8,0.0,1.0,0.7353,8
BNCI2015_001,1,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,1,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,1,20260727,0.8,0.0,1.0,0.7346,8
BNCI2015_001,1,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,1,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,1,20260728,0.8,0.0,1.0,0.7353,8
BNCI2015_001,2,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,2,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,2,20260721,0.8,0.0,1.0,0.7347,8
BNCI2015_001,2,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,2,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,2,20260722,0.8,0.0,1.0,0.7353,8
BNCI2015_001,2,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,2,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,2,20260723,0.8,0.0,1.0,0.7353,8
BNCI2015_001,2,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,2,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,2,20260724,0.8,0.0,1.0,0.7347,8
BNCI2015_001,2,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,2,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,2,20260725,0.8,0.0,1.0,0.7353,8
BNCI2015_001,2,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,2,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,2,20260726,0.8,0.0,1.0,0.7353,8
BNCI2015_001,2,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,2,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,2,20260727,0.8,0.0,1.0,0.7347,8
BNCI2015_001,2,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,2,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,2,20260728,0.8,0.0,1.0,0.7346,8
BNCI2015_001,3,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,3,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,3,20260721,0.8,0.0,1.0,0.7346,8
BNCI2015_001,3,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,3,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,3,20260722,0.8,0.0,1.0,0.7346,8
BNCI2015_001,3,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,3,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,3,20260723,0.8,0.0,1.0,0.7346,8
BNCI2015_001,3,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,3,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,3,20260724,0.8,0.0,1.0,0.7352,8
BNCI2015_001,3,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,3,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,3,20260725,0.8,0.0,1.0,0.7348,8
BNCI2015_001,3,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,3,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,3,20260726,0.8,0.0,1.0,0.7347,8
BNCI2015_001,3,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,3,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,3,20260727,0.8,0.0,1.0,0.7353,8
BNCI2015_001,3,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,3,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,3,20260728,0.8,0.0,1.0,0.7353,8
BNCI2015_001,4,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,4,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,4,20260721,0.8,0.0,1.0,0.7347,8
BNCI2015_001,4,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,4,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,4,20260722,0.8,0.0,1.0,0.735,8
BNCI2015_001,4,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,4,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,4,20260723,0.8,0.0,1.0,0.7347,8
BNCI2015_001,4,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,4,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,4,20260724,0.8,0.0,1.0,0.7346,8
BNCI2015_001,4,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,4,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,4,20260725,0.8,0.0,1.0,0.7348,8
BNCI2015_001,4,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,4,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,4,20260726,0.8,0.0,1.0,0.7353,8
BNCI2015_001,4,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,4,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,4,20260727,0.8,0.0,1.0,0.7346,8
BNCI2015_001,4,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,4,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,4,20260728,0.8,0.0,1.0,0.7346,8
BNCI2015_001,5,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,5,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,5,20260721,0.8,0.0,1.0,0.7353,8
BNCI2015_001,5,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,5,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,5,20260722,0.8,0.0,1.0,0.7353,8
BNCI2015_001,5,20260723,0.0,0.0,1.0,1.0,8
BNCI2015_001,5,20260723,0.5,0.0,1.0,1.0,8
BNCI2015_001,5,20260723,0.8,0.0,1.0,0.7352,8
BNCI2015_001,5,20260724,0.0,0.0,1.0,1.0,8
BNCI2015_001,5,20260724,0.5,0.0,1.0,1.0,8
BNCI2015_001,5,20260724,0.8,0.0,1.0,0.735,8
BNCI2015_001,5,20260725,0.0,0.0,1.0,1.0,8
BNCI2015_001,5,20260725,0.5,0.0,1.0,1.0,8
BNCI2015_001,5,20260725,0.8,0.0,1.0,0.7348,8
BNCI2015_001,5,20260726,0.0,0.0,1.0,1.0,8
BNCI2015_001,5,20260726,0.5,0.0,1.0,1.0,8
BNCI2015_001,5,20260726,0.8,0.0,1.0,0.7353,8
BNCI2015_001,5,20260727,0.0,0.0,1.0,1.0,8
BNCI2015_001,5,20260727,0.5,0.0,1.0,1.0,8
BNCI2015_001,5,20260727,0.8,0.0,1.0,0.7347,8
BNCI2015_001,5,20260728,0.0,0.0,1.0,1.0,8
BNCI2015_001,5,20260728,0.5,0.0,1.0,1.0,8
BNCI2015_001,5,20260728,0.8,0.0,1.0,0.7353,8
BNCI2015_001,6,20260721,0.0,0.0,1.0,1.0,8
BNCI2015_001,6,20260721,0.5,0.0,1.0,1.0,8
BNCI2015_001,6,20260721,0.8,0.0,1.0,0.7353,8
BNCI2015_001,6,20260722,0.0,0.0,1.0,1.0,8
BNCI2015_001,6,20260722,0.5,0.0,1.0,1.0,8
BNCI2015_001,6,20260722,0.8,0.0,1.0,0.7353,8
