dataset,split,subject,n_segments,min_item_index,max_item_index,label_counts_json
FACED,source_train,15,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,16,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,17,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,18,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,19,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,20,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,21,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,22,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,23,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,24,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,25,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,26,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,27,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,28,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,29,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,30,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,31,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,32,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,33,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,34,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,35,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,36,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,37,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,38,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,39,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,40,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,41,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,42,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,43,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,44,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,45,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,46,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,47,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,48,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,49,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,50,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,51,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,52,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,53,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,54,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,55,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,56,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,57,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,58,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,59,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,60,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,61,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,62,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,63,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,64,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,65,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,66,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,67,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,68,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,69,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,70,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,71,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,72,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,73,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,74,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,75,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,76,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,77,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,78,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,79,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_train,80,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,81,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,82,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,83,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,84,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,85,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,86,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,87,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,88,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,89,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,90,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,91,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,92,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,93,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,94,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,95,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,96,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,97,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,98,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,99,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,source_val,100,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,101,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,102,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,103,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,104,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,105,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,106,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,107,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,108,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,109,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,110,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,111,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,112,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,113,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,114,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,115,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,116,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,117,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,118,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,119,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,120,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,121,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,122,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
FACED,target_test,123,84,0,83,"{""0"": 9, ""1"": 9, ""2"": 9, ""3"": 9, ""4"": 12, ""5"": 9, ""6"": 9, ""7"": 9, ""8"": 9}"
